UCL_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
UCL415049,12,77,68,664,3,825,0,0,0,9,0,12,8,0,0,0,0,9,3,0,0,0,0,3,13,9,0,14,0,43,151,76,59,512,17,811,4,0,0,0,0,4,3,0,0,5,0,8,31,13,6,191,0,242,6,3,0,6,0,15,0,0,0,0,0,0,3,0,0,0,0,3,26,18,8,111,0,160,13,7,0,18,0,37,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,10,8,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,18,9,149,4,190,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,5,10,6,0,3,0,19,37,5,9,21,3,78,4,0,0,12,68,77,281,134,103,1212,97,1829
UCL421001,5,30,17,485,17,564,0,0,0,12,0,12,4,0,0,0,0,4,0,0,0,0,0,0,9,0,3,0,0,10,78,30,27,365,17,515,8,0,0,0,0,10,0,0,0,0,0,0,7,4,0,99,0,115,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,52,3,76,5,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,5,3,76,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,5,0,13,14,0,4,8,0,34,0,0,0,18,71,90,161,52,35,854,106,1200
UCL421002,4,11,9,168,0,186,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,17,10,10,179,9,224,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,49,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,39,0,48,9,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,58,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,12,0,24,0,0,0,4,44,48,50,16,17,362,52,501
UCL421003,5,33,35,301,0,376,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,16,137,47,41,259,0,486,0,0,0,0,0,0,0,0,0,5,0,9,4,0,3,95,3,111,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,27,4,9,52,0,91,5,0,3,19,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,63,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,16,8,4,5,10,0,22,0,4,0,13,36,48,168,63,56,583,43,912
UCL421004,6,22,23,335,10,391,0,0,0,19,0,19,3,0,0,0,0,3,0,0,0,0,0,0,14,3,0,8,0,23,75,24,26,310,5,435,5,0,0,0,0,5,0,0,0,0,0,7,9,7,0,74,0,92,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,83,0,100,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,4,0,7,0,0,0,0,0,7,0,0,0,0,0,0,7,8,9,81,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,7,21,0,0,11,0,32,4,0,0,7,100,108,153,37,37,658,115,1001
UCL421005,0,18,7,314,3,346,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,14,27,14,10,260,6,313,6,0,0,0,0,6,0,0,0,0,0,0,3,4,6,83,4,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,53,0,59,4,14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,61,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,12,0,3,9,0,25,0,0,0,12,69,77,51,33,18,619,80,803
UCL421006,3,14,29,236,3,285,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,10,0,20,97,24,18,157,0,291,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,66,0,85,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,6,13,9,5,52,0,74,9,4,0,13,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,15,3,11,36,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,6,5,11,0,28,0,0,0,0,9,12,151,45,40,430,14,675
UCL421007,6,29,17,269,4,318,0,0,0,22,0,25,0,0,0,0,0,4,7,3,0,0,0,3,9,5,0,4,0,13,62,22,11,249,5,352,0,0,0,0,0,0,9,0,0,0,0,6,13,5,0,38,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,56,0,75,3,0,3,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,0,6,0,0,0,0,0,0,14,3,6,69,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,18,0,0,8,0,27,0,0,0,3,26,32,115,41,26,533,36,750
UCL421008,7,20,22,382,6,426,0,0,0,21,3,22,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,11,0,24,40,14,16,322,14,415,9,0,3,0,0,9,5,0,0,0,0,4,10,4,3,97,4,118,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,5,0,61,0,73,4,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,48,0,59,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,19,3,7,5,0,30,0,0,0,6,77,89,100,32,31,704,99,966
UCL421009,5,20,17,298,7,347,0,0,0,14,0,18,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,11,0,15,19,23,18,271,8,338,0,0,0,0,0,0,0,0,4,0,0,7,6,0,7,66,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,75,0,80,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,63,0,83,0,0,0,0,0,0,4,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,4,11,0,33,0,0,0,11,29,39,53,34,35,591,42,753
UCL421010,3,19,15,234,0,270,0,0,0,4,0,4,4,0,0,0,0,5,0,0,0,0,0,4,6,0,0,0,0,6,43,20,20,189,3,273,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,76,0,83,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,46,0,66,0,3,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,50,0,65,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,3,0,5,0,24,0,0,0,3,22,29,79,39,33,440,30,610
UCL421011,0,9,16,212,0,244,0,6,0,17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,50,15,12,175,3,261,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,140,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,30,0,37,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,22,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,14,0,0,0,0,45,51,78,27,27,441,49,621
UCL421012,3,14,14,207,10,241,0,0,0,27,0,31,10,0,0,6,0,9,0,0,0,0,0,0,9,0,0,0,0,9,33,15,11,174,3,235,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,47,4,58,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,10,0,41,0,59,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,9,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,38,0,48,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,8,0,16,0,0,0,11,61,68,75,24,22,417,70,612
UCL421013,0,36,14,334,0,391,0,0,0,4,0,5,3,0,0,0,0,3,0,0,0,0,0,0,9,6,4,6,0,26,94,32,32,251,0,408,0,0,0,0,0,0,5,0,0,0,0,4,13,4,7,205,0,226,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,36,0,61,11,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,6,0,0,3,0,10,0,3,0,0,0,6,0,0,0,0,0,0,16,7,7,71,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,15,14,8,4,0,38,0,0,0,6,88,94,156,63,42,677,88,1029
UCL421014,5,33,26,203,0,268,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,22,98,47,25,223,9,394,7,0,0,0,0,7,0,0,0,0,0,0,4,0,3,50,0,65,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,14,6,0,46,0,60,6,4,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,6,7,20,0,52,0,0,0,8,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,12,0,4,10,0,34,0,0,0,11,51,55,144,62,37,415,56,710
UCL421015,11,21,23,235,7,290,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,12,75,25,16,173,10,294,7,0,0,0,0,12,0,0,0,0,0,0,6,3,0,22,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,41,0,55,4,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,3,3,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,13,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,6,25,31,120,36,31,379,44,610
UCL421016,6,32,21,152,5,211,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,5,0,10,71,36,24,123,0,248,0,0,0,0,0,0,4,0,0,0,0,3,5,0,5,44,0,51,0,0,0,0,0,5,3,4,0,3,0,7,0,0,0,0,0,0,13,3,0,23,0,41,10,3,0,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,3,20,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,19,5,6,23,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,6,3,0,4,0,19,0,0,3,3,7,18,128,57,33,277,14,507
UCL421017,6,35,8,180,0,226,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,17,32,25,12,151,0,226,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,39,0,53,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,24,0,28,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,0,0,0,0,0,8,0,0,0,0,0,0,11,3,0,34,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,13,9,4,5,9,0,27,0,0,0,3,10,17,69,44,15,343,13,487
UCL421018,0,25,31,480,6,546,0,0,0,21,0,26,3,0,0,0,0,5,0,0,0,0,0,0,3,4,0,3,0,12,48,27,25,366,4,473,9,0,0,0,0,6,0,0,0,0,0,0,4,0,6,104,0,113,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,5,3,69,0,91,0,0,7,17,0,22,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,7,86,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,3,0,7,18,0,0,18,0,38,0,0,0,3,83,84,103,47,47,884,85,1166
UCL421019,0,13,15,271,3,300,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,16,7,19,237,5,289,5,0,0,0,0,5,0,0,0,0,0,0,4,6,0,58,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,31,0,42,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,58,0,67,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,15,0,0,0,0,37,34,43,23,16,496,40,619
UCL421020,3,8,8,173,0,190,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,8,32,4,3,158,9,203,23,0,0,0,0,22,0,0,0,0,0,5,0,0,4,78,0,81,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,31,0,34,0,0,0,5,0,5,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,5,3,0,32,0,42,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,5,0,37,5,0,0,16,39,59,121,14,16,374,51,571
UCL421021,0,16,7,225,3,255,0,0,0,14,0,17,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,0,5,24,12,11,147,0,202,0,0,0,0,0,0,3,0,0,0,0,5,8,0,0,67,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,0,53,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,44,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,4,0,24,0,0,0,5,23,26,50,25,13,405,30,531
UCL421022,6,33,30,326,3,394,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,3,9,4,0,31,107,43,41,313,4,506,6,0,0,0,0,6,0,3,0,10,0,13,22,18,3,84,0,128,0,0,0,4,0,12,3,0,0,0,0,8,0,0,0,0,0,0,18,4,0,55,0,77,4,3,3,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,11,4,85,6,119,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,12,12,8,0,7,0,30,0,0,0,3,32,33,171,70,50,621,46,954
UCL421023,5,13,14,324,12,371,0,6,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,58,16,17,243,4,340,4,0,0,0,0,5,0,0,0,0,0,0,4,3,0,36,0,48,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,44,0,55,8,0,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,50,0,76,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,10,61,4,5,0,8,80,0,0,0,5,76,82,142,36,29,547,96,852
UCL421024,0,16,12,287,0,326,0,6,0,73,6,80,4,0,0,7,0,5,0,0,0,0,0,0,12,0,4,11,0,24,32,21,14,258,15,341,7,0,0,0,0,9,0,0,0,0,0,0,10,4,0,67,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,48,0,59,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,58,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,6,3,0,20,0,0,0,9,101,110,77,32,19,588,124,843
UCL421025,7,24,19,218,3,274,0,6,0,18,0,21,0,0,0,4,0,4,0,0,0,0,0,4,7,4,0,0,0,10,93,24,19,242,12,390,6,0,4,0,0,10,0,0,0,0,0,6,10,0,0,38,0,50,0,0,0,0,0,0,6,0,0,0,0,7,3,0,0,0,0,5,11,3,3,42,0,60,6,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,64,6,90,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,24,6,0,11,0,45,0,0,0,15,47,63,169,39,25,497,64,805
UCL421026,0,13,16,303,7,333,0,0,0,22,0,25,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,5,0,10,45,16,13,280,10,367,0,0,0,0,0,0,0,0,0,3,0,3,5,4,0,59,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,44,0,58,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,34,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,4,0,0,8,0,0,0,0,59,63,67,20,23,579,76,762
