UCL_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
UCL315046,111,56,72,70,116,56,22,19,580,0,0,0,0,0,0,0,0,0,0,0,112,70,128,58,80,74,127,58,22,26,747
UCL315047,3,0,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,0,0,0,91,18,22,0,0,0,0,0,0,3,134
UCL315048,3,0,0,0,3,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,267,34,13,4,0,3,12,0,0,18,355
UCL315049,19,6,0,0,3,0,0,6,116,0,0,0,0,0,0,0,0,0,0,6,417,47,43,9,0,3,3,3,0,26,554
UCL315050,13,4,7,7,3,8,0,5,107,0,0,0,0,0,0,0,0,0,0,0,308,35,29,5,10,10,9,8,6,23,445
UCL315051,32,0,11,9,0,3,0,0,102,0,0,0,0,0,0,0,0,0,0,0,464,115,98,16,25,11,0,8,4,15,750
UCL315052,11,4,0,0,6,0,0,3,132,0,0,0,0,0,0,0,0,0,0,0,505,82,43,4,0,6,9,0,0,15,659
UCL315053,18,0,6,7,15,12,0,0,93,0,0,0,0,0,0,0,0,0,0,0,136,41,31,9,6,5,23,16,4,12,281
UCL315054,14,4,0,3,8,4,0,6,83,0,0,0,0,0,0,0,0,0,3,3,317,35,22,8,0,3,5,4,0,19,415
UCL315055,9,10,0,0,3,3,3,7,98,0,0,0,0,0,0,0,0,0,0,0,602,50,37,9,3,0,5,3,5,50,767
UCL315056,3,0,0,5,0,0,0,7,41,0,0,0,0,0,0,0,0,0,0,0,169,19,13,3,0,5,0,0,0,13,223
UCL315057,13,3,11,5,16,14,0,3,136,0,0,0,0,0,0,0,0,0,0,0,474,75,37,4,10,11,24,11,0,22,667
UCL315058,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,97,42,36,0,0,5,0,5,0,6,188
UCL315059,9,9,7,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,135,71,34,11,13,5,5,5,0,16,292
UCL315060,8,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,112,37,24,0,0,0,0,0,0,4,186
UCL315061,14,4,4,6,11,9,0,3,84,0,0,0,0,0,0,0,0,0,0,0,101,69,23,5,9,6,22,9,0,9,259
UCL315062,24,5,9,12,8,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,54,20,31,5,10,12,10,0,0,7,157
UCL315063,30,14,3,33,25,7,3,0,150,0,0,0,0,0,0,0,0,0,0,0,47,43,37,14,3,33,22,11,3,5,223
UCL315064,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,59,21,6,5,4,0,0,3,0,5,92
UCL315065,8,0,0,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,59,13,12,4,0,3,4,0,0,3,89
UCL315066,12,0,3,3,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,300,112,48,5,22,16,4,0,0,15,521
UCL315067,17,3,3,11,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,301,29,33,3,4,10,4,0,7,8,397
UCL315068,13,5,0,3,10,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,152,41,30,7,0,3,10,0,0,10,247
UCL315069,6,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,134,19,6,0,0,0,3,0,0,12,179
UCL315070,16,3,0,0,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,79,24,23,4,0,0,0,3,0,3,146
UCL315071,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,3,113,24,14,0,0,7,7,0,3,3,167
UCL315072,33,17,14,39,72,18,4,11,232,0,0,0,0,0,0,0,0,0,3,6,51,12,38,18,13,39,85,19,3,12,302
UCL315073,10,3,0,0,4,0,0,6,43,0,0,0,0,0,0,0,0,0,0,3,118,21,16,7,0,0,3,4,0,14,179
UCL315074,8,0,0,6,6,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,315,20,15,11,4,10,6,5,0,23,392
UCL315075,15,3,4,0,9,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,243,39,28,14,8,0,14,3,0,13,358
UCL315076,64,12,4,0,3,0,3,12,206,0,0,0,0,0,0,0,0,0,5,0,163,117,86,13,8,3,3,0,3,14,421
UCL315077,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,6,3,0,0,5,4,0,0,5,32
UCL315078,30,5,6,8,8,4,0,7,110,0,0,0,0,0,0,0,0,0,0,0,108,51,40,5,6,12,10,8,0,19,259
UCL315079,0,0,0,0,3,3,0,4,33,0,0,0,0,0,0,0,0,0,0,0,199,35,19,5,4,0,4,3,0,15,276
UCL315080,74,17,29,50,180,102,13,15,652,0,0,0,0,0,0,3,0,0,3,4,884,210,199,46,46,66,207,120,20,49,1841
UCL315081,24,0,3,0,3,3,0,4,87,0,0,0,0,0,0,0,0,0,0,0,231,37,46,7,6,5,7,3,6,15,365
UCL315082,7,0,0,0,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,150,14,12,5,4,3,11,0,0,9,220
UCL315083,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,65,12,10,4,0,0,3,0,0,0,98
UCL315084,9,0,3,0,6,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,266,43,12,6,0,5,6,0,0,15,354
UCL315085,14,0,7,0,5,0,0,0,45,0,0,0,0,0,0,0,0,0,10,10,196,30,20,0,8,0,3,0,0,12,270
UCL315086,14,0,0,8,0,4,3,7,144,0,0,0,0,0,0,0,0,0,0,0,639,82,50,7,9,11,6,4,3,45,858
UCL315087,22,0,0,0,6,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,363,105,71,0,3,3,12,5,0,7,571
UCL315088,7,3,11,6,3,0,4,3,71,0,0,0,0,0,0,0,0,0,0,0,122,41,23,5,13,18,9,3,4,10,245
UCL315089,16,8,3,12,7,12,3,0,86,0,0,0,0,0,0,0,0,0,0,0,89,27,27,8,5,9,12,17,3,3,207
UCL315090,32,15,12,31,16,12,0,10,317,0,0,0,0,0,0,0,0,0,0,0,489,50,51,21,20,33,22,12,0,23,721
UCL315091,24,5,6,6,4,0,0,7,90,0,0,0,0,0,0,0,0,0,0,0,93,35,36,6,6,4,4,0,0,9,196
UCL315092,3,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,279,6,11,3,5,0,0,0,0,13,321
UCL315093,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,83,6,0,0,0,0,0,0,0,3,96
UCL315094,5,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,309,31,22,4,0,0,0,0,3,6,383
UCL315095,34,14,18,15,29,15,7,43,259,0,0,0,0,0,0,0,0,0,5,5,146,55,59,16,14,13,43,15,7,54,435
UCL315096,3,0,0,5,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,136,43,21,4,0,5,3,4,0,0,216
UCL315097,10,0,0,3,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,124,36,20,0,0,7,3,0,0,8,208
UCL315098,34,6,8,10,8,9,0,6,169,0,0,0,0,0,0,0,0,0,0,0,214,104,64,16,11,17,9,10,0,19,442
UCL315099,38,3,7,4,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,150,81,70,5,3,0,0,0,0,0,321
UCL315100,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,89,13,0,0,0,0,3,0,0,9,115
UCL315101,11,0,3,0,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,91,33,29,10,3,0,7,0,0,4,170
UCL315102,6,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,121,23,10,0,0,0,0,0,0,7,161
UCL315103,8,3,9,6,4,3,14,8,90,0,0,0,0,0,0,0,0,0,0,5,222,30,30,3,7,3,11,5,14,7,341
UCL315104,3,4,0,4,7,0,0,0,39,0,0,0,0,0,0,0,0,0,176,178,203,38,24,3,3,4,11,3,0,189,475
UCL315105,3,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,189,12,8,0,3,0,0,0,9,9,236
UCL315106,0,0,7,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,71,18,3,0,12,4,0,3,0,0,114
UCL315107,19,3,7,6,4,15,0,3,104,0,0,0,0,0,0,0,0,0,0,0,206,67,70,9,17,6,6,27,0,9,413
UCL315108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL315109,4,0,0,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,147,17,15,7,0,0,3,0,3,8,195
UCL321001,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,43,7,0,0,0,0,0,0,0,9,63
UCL321002,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,37,3,6,0,0,0,0,0,0,3,63
UCL321003,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,67,4,5,0,0,0,0,0,0,4,77
UCL321004,3,0,0,9,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,46,6,0,6,0,3,4,0,0,3,73
UCL321005,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,6,5,0,0,3,0,0,0,0,54
UCL321006,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,5,31
UCL321007,65,4,7,7,18,4,0,0,206,0,0,0,0,0,0,0,0,0,0,0,54,87,87,11,15,11,17,4,0,0,292
UCL321008,3,3,0,0,4,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,114,13,5,3,0,4,4,7,0,4,149
UCL321009,0,0,6,0,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,70,25,5,0,6,0,3,0,0,0,115
UCL321010,7,4,4,11,7,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,58,16,14,4,4,15,7,3,0,5,135
UCL321011,4,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,52,15,3,8,0,0,0,0,0,6,75
UCL321012,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,60,10,9,0,0,0,0,0,0,4,78
UCL321013,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,105,27,21,3,4,3,3,0,0,9,172
UCL321014,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,4,3,0,0,0,0,0,0,4,39
UCL321015,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,37,11,9,0,0,0,0,0,0,3,65
UCL321016,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,68,0,3,9,0,0,3,0,0,6,84
UCL321017,6,3,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,83,16,7,11,0,3,0,0,0,0,119
UCL321018,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,55,12,4,0,0,0,0,0,0,0,69
UCL321019,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,75,18,11,3,3,0,0,0,0,0,113
UCL321020,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,101,15,5,0,4,0,8,0,0,0,133
UCL321021,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,3,0,0,0,3,33
UCL321022,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,14,14,3,8,5,0,0,0,3,126
UCL321023,0,0,0,0,0,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,26,10,4,0,0,0,0,5,0,0,44
UCL321024,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,70,3,3,0,0,0,0,0,0,0,79
UCL321025,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,74,8,0,0,0,0,0,3,0,5,85
UCL321026,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,25,7,6,5,4,0,0,0,0,0,42
UCL321027,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,101,31,16,0,8,0,3,8,0,0,162
UCL321028,4,0,0,3,10,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,25,3,4,0,0,4,10,4,0,3,56
UCL321029,5,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,151,18,13,4,0,0,0,3,0,14,205
UCL321030,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,50,0,9,0,0,0,0,0,0,0,68
UCL321031,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,104,18,16,0,0,7,4,0,0,7,160
UCL321032,15,0,6,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,239,57,30,5,6,0,0,0,3,6,350
UCL321033,14,3,3,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,104,34,28,7,5,0,0,0,0,5,191
UCL321034,9,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,39,3,12,0,0,0,0,0,4,5,60
UCL321035,3,0,0,0,4,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,216,19,12,0,0,0,3,3,4,15,278
UCL321036,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,92,20,7,3,0,0,0,0,0,3,126
UCL321037,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,47,3,11,0,7,0,0,0,0,3,77
UCL321038,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,107,11,20,0,0,0,3,0,0,0,154
UCL321039,4,0,0,5,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,175,34,10,0,4,5,0,0,0,8,244
UCL321040,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,87,20,3,0,0,0,0,0,3,0,111
UCL321041,9,0,4,0,8,3,5,6,44,0,0,0,0,0,0,0,0,11,0,12,78,11,8,0,4,0,10,3,17,10,150
UCL321042,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,57,10,3,0,0,0,0,0,0,0,69
UCL321043,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,75,20,20,0,0,0,0,0,0,3,127
UCL321044,3,6,0,4,0,0,0,0,47,4,0,0,0,0,0,0,0,0,0,4,286,27,14,6,0,9,3,5,0,12,357
UCL321045,7,4,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,96,20,17,5,5,0,3,0,0,4,149
UCL321046,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,49
UCL321047,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,41,0,11,0,0,0,0,0,0,7,50
UCL321048,5,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,40,8,7,5,0,0,0,0,0,6,64
UCL321049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,7,0,0,0,0,0,0,0,35
UCL321050,3,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,34,7,9,0,0,5,0,0,0,0,55
UCL321051,0,0,0,4,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,106,9,7,0,3,4,0,0,0,10,135
UCL321052,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,5,0,0,0,0,0,17
UCL321053,0,0,0,0,8,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,29,7,6,0,4,6,7,0,0,4,64
UCL321054,0,0,5,3,5,4,0,4,48,0,0,0,0,0,0,0,0,0,0,3,147,18,15,3,5,3,7,4,0,4,206
UCL321055,4,0,5,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,62,16,11,0,5,3,3,0,0,4,109
UCL321056,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,18,5,6,0,3,0,0,0,0,5,44
UCL321057,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,3,0,4,0,0,5,53
UCL321058,4,0,0,5,3,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,58,10,3,5,5,5,8,4,0,7,94
UCL321059,7,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,130,47,20,4,0,0,8,0,0,6,214
UCL321060,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,4,54
UCL321061,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,102,13,8,3,0,0,3,0,0,3,137
UCL321062,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,18
UCL321063,10,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,110,14,14,0,0,3,0,0,0,4,145
UCL321064,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,5,99
UCL321065,7,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,147,10,11,0,0,0,4,0,4,8,182
UCL321066,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,102,10,4,0,0,3,0,0,3,3,123
UCL321067,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,18
UCL321068,7,0,6,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,123,22,23,0,3,3,4,0,0,4,185
UCL321069,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,176,14,15,3,6,3,0,0,3,9,231
UCL321070,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,41,9,0,0,0,0,0,0,0,3,55
UCL321071,4,0,0,9,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,45,8,5,0,0,9,0,0,0,0,65
UCL321072,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,68,12,9,0,0,0,0,0,0,0,89
UCL321073,7,0,3,4,0,5,0,0,49,0,0,0,0,0,0,0,0,0,0,0,180,22,21,0,14,8,3,4,8,3,262
UCL321074,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0,0,4,43
UCL321075,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,173,54,12,3,3,4,0,0,0,5,246
UCL321076,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,18
UCL321077,0,0,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,35,11,12,0,0,3,0,0,0,3,68
UCL321078,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,51,8,4,0,0,0,0,0,0,3,63
UCL321079,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,51,20,9,0,3,4,0,0,0,4,91
UCL321080,6,0,4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,39,39,118,14,13,4,4,0,4,0,0,46,200
UCL321081,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,56,18,7,6,0,0,3,0,0,0,89
UCL321082,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,45,16,3,0,0,0,0,0,0,0,69
UCL321083,3,0,0,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,138,28,13,0,0,3,0,0,0,0,185
UCL321084,6,0,0,4,0,0,0,4,38,0,0,0,0,0,0,0,0,0,0,0,117,17,15,4,7,9,3,5,0,15,191
UCL321085,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,5,0,5,98
UCL321086,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,6,0,0,26
UCL321087,0,0,6,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,59,24,13,0,7,0,0,0,6,0,109
UCL321088,8,0,0,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,78,5,9,4,0,0,0,0,3,4,94
UCL321089,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,91,3,0,0,0,0,0,0,0,10,113
UCL321090,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,114,33,16,0,3,0,0,4,0,0,180
UCL321091,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,103,7,9,0,0,0,0,7,0,5,127
UCL321092,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,3,0,0,0,46
UCL321093,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,38,4,5,3,0,0,0,0,0,3,49
UCL321094,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,61,4,0,0,0,0,0,0,0,0,69
UCL321095,0,3,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,120,26,18,7,9,0,0,0,0,7,188
UCL321096,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,28,5,6,0,0,0,0,3,0,0,56
UCL321097,0,8,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,89,15,5,12,0,0,0,0,0,0,117
UCL321098,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,70,7,8,0,0,0,0,0,0,0,84
UCL321099,5,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,33,4,5,0,3,5,0,0,0,3,52
UCL321100,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,4,8,5,0,0,0,3,0,0,31
UCL321101,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,41,7,0,0,0,0,9,0,0,0,58
UCL321102,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,57,7,3,0,0,0,0,0,0,6,75
UCL321103,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,116,18,6,0,0,0,0,0,0,0,148
UCL321104,6,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,38,22,25,0,3,0,12,0,0,4,105
UCL321105,12,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,131,15,23,0,0,0,0,0,0,7,179
UCL321106,18,0,3,10,24,11,10,10,101,0,0,0,0,0,0,0,0,0,0,0,87,20,20,0,5,13,30,14,10,16,222
UCL321107,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,56
UCL321108,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,26,7,6,0,0,0,0,0,0,0,39
UCL321109,4,0,0,0,3,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,68,13,8,0,0,0,8,7,0,3,105
UCL321110,3,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,3,147,19,7,0,3,0,0,0,0,9,190
UCL321111,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,105,4,13,0,0,0,0,0,0,0,121
UCL321112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12
UCL321113,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,37,3,8,0,0,0,0,0,0,5,58
UCL321114,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,89,5,0,0,0,3,0,0,0,10,102
UCL322001,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,43,18,3,4,0,0,0,0,0,6,64
UCL322002,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,28
UCL322003,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,24
UCL322004,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,42,5,9,0,0,0,0,0,0,0,54
UCL322005,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,16
UCL322006,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,53,4,5,0,0,0,0,0,0,5,66
UCL322007,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0,4,0,0,0,0,27
UCL322008,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,8,3,0,0,0,0,0,0,0,26
UCL322009,0,5,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,7,3,5,0,0,5,4,0,0,30
UCL322010,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,50,4,0,0,0,0,4,0,0,0,64
UCL322011,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,75,0,7,0,0,0,0,0,0,3,93
UCL322012,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,55
UCL322013,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,40,13,8,6,0,0,0,0,0,0,70
UCL322014,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,4,24
UCL322015,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,41,6,5,0,3,0,3,0,0,4,62
UCL322016,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,4,3,0,0,0,0,0,0,0,16
UCL322017,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9
UCL322018,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,44,3,7,0,0,3,0,0,0,0,52
UCL322019,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,47,0,3,0,0,0,0,0,0,0,54
UCL322020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,21
