UCL_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
UCL315103,0,0,4,0,0,0,0,0,0,11,13,5,49,61,66,80,22,5,0,292,0,11,23,10,9,13,0,0,0,78,0,0,0,4,5,7,0,0,0,14,5,3,7,10,4,13,4,0,0,32,0,0,0,0,0,0,0,0,0,10,3,0,8,13,15,10,0,0,0,58,0,0,0,0,0,0,0,0,0,8,0,0,6,12,7,20,0,0,0,47,10,0,5,4,18,16,3,0,0,66,0,0,5,5,5,6,9,0,0,26,0,0,0,0,0,7,0,0,0,8,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,0,0,0,11,0,0,4,10,5,17,3,0,0,38,0,0,5,8,8,6,3,0,0,20,0,0,3,10,8,6,0,0,0,33,0,5,8,3,12,18,7,0,0,56,0,0,14,9,22,20,5,0,0,64,0,0,0,0,4,6,0,0,0,3
UCL315104,4,3,0,0,6,3,0,0,0,17,34,36,91,89,100,105,12,0,0,471,0,0,8,3,10,11,0,0,0,32,0,0,6,7,5,3,0,0,0,20,7,4,11,21,12,10,0,0,0,66,0,0,0,0,4,6,0,0,0,11,7,11,37,33,23,18,3,0,0,123,0,0,3,7,9,8,0,0,0,26,12,7,11,12,14,13,5,0,0,79,21,4,9,3,3,12,0,0,0,54,0,3,5,11,14,8,3,0,0,56,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,7,0,0,10,10,6,6,4,0,0,38,0,6,4,5,4,11,0,0,0,40,0,0,7,10,23,22,4,0,0,66,0,3,7,21,11,12,0,0,0,46,3,8,29,21,39,23,7,0,0,131,0,6,9,3,0,8,0,0,0,21
UCL315105,0,0,0,0,0,5,0,0,0,5,8,8,29,31,48,86,24,3,0,236,0,0,6,3,0,12,14,0,0,39,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,8,3,0,0,15,0,0,0,0,0,0,0,0,0,4,0,3,7,13,11,23,3,0,0,56,0,0,0,0,0,0,0,0,0,6,0,0,3,5,14,11,0,0,0,36,6,3,4,0,11,22,0,0,0,53,0,0,0,0,5,4,0,0,0,13,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,0,0,14,0,0,0,0,9,4,7,0,0,18,0,3,0,3,7,8,8,0,0,27,0,0,0,4,0,9,3,0,0,15,0,0,0,0,4,6,3,0,0,21,0,0,0,3,5,13,0,0,0,27,0,0,11,4,10,17,8,0,0,43,0,0,0,0,0,5,0,0,0,7
UCL315106,0,0,3,3,7,0,0,0,0,19,39,56,153,112,68,60,9,0,0,500,0,3,6,7,3,0,5,0,0,31,0,4,4,10,0,3,0,0,0,22,0,11,26,10,17,7,0,0,0,72,0,0,0,0,3,3,0,0,0,8,6,7,42,22,10,5,0,0,0,102,0,3,9,8,3,7,0,0,0,30,20,14,34,23,20,11,4,0,0,127,19,5,6,3,7,4,0,0,0,49,0,0,9,11,13,6,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,24,0,0,3,0,0,0,0,0,0,10,3,0,18,11,0,0,0,0,0,36,0,4,0,0,6,0,0,0,0,12,0,0,21,4,6,8,0,0,0,39,0,4,30,19,12,16,3,0,0,80,7,14,38,51,22,24,4,0,0,164,0,6,0,0,0,0,0,0,0,8
UCL315107,0,0,4,3,3,0,0,0,0,18,30,49,175,133,103,87,23,0,0,603,0,6,14,10,3,3,0,0,0,36,0,0,9,6,0,0,0,0,0,19,7,3,29,16,15,12,4,0,0,83,0,0,7,4,0,6,0,0,0,15,7,18,55,31,28,23,3,0,0,161,0,3,15,10,8,4,0,0,0,41,12,14,45,29,24,13,9,0,0,138,16,17,19,21,11,13,0,0,0,95,5,4,6,4,9,14,3,0,0,54,0,0,5,5,0,0,0,0,0,12,0,6,9,5,7,0,0,0,0,17,0,0,4,0,0,0,0,0,0,11,0,7,20,14,8,4,3,0,0,55,5,6,5,8,10,9,0,0,0,45,0,0,8,5,4,7,0,0,0,26,0,6,26,23,15,18,5,0,0,90,0,6,52,54,47,50,9,0,0,216,0,0,11,0,4,0,0,0,0,19
UCL315108,0,0,0,0,0,0,0,0,0,0,0,6,34,24,20,15,6,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,4,19,14,5,11,0,0,0,57,0,3,4,17,6,3,0,0,0,37,0,8,19,8,14,17,0,0,0,58,0,0,3,4,0,0,0,0,0,3
UCL315109,0,0,0,0,0,0,4,0,0,4,15,13,39,44,65,48,27,0,0,256,6,7,6,0,3,4,0,0,0,32,0,0,3,5,3,0,0,0,0,13,3,6,0,6,0,7,0,0,0,25,0,0,0,0,0,3,0,0,0,8,3,3,5,13,12,7,0,0,0,48,0,0,0,0,4,0,3,0,0,12,4,0,7,4,17,13,3,0,0,51,13,5,9,5,12,11,3,0,0,46,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,0,0,6,6,5,0,3,0,0,15,0,4,0,0,3,3,0,0,0,13,0,0,0,10,9,8,0,0,0,33,0,0,13,11,23,12,0,0,0,70,0,3,12,15,16,18,11,0,0,75,0,0,0,0,0,0,4,0,0,6
UCL321001,0,0,0,0,0,0,0,0,0,3,3,9,9,17,21,15,0,0,0,78,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,3,3,5,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,19,0,0,4,0,5,0,0,0,0,9,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,4,0,0,0,12,0,5,4,9,5,10,0,0,0,29,0,0,0,5,0,0,0,0,0,5
UCL321002,0,0,3,0,0,0,0,0,0,4,7,12,29,21,34,32,14,0,0,146,4,8,0,6,0,9,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,0,0,0,14,0,0,5,0,0,0,0,0,0,3,4,0,8,8,4,3,9,0,0,29,0,0,0,0,0,0,0,0,0,7,6,4,9,6,0,10,3,0,0,33,4,5,0,0,4,4,0,0,0,25,0,4,0,5,3,3,0,3,0,17,0,3,0,0,0,4,0,0,0,7,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,12,0,0,3,7,10,9,6,0,0,30,0,3,9,9,9,17,4,0,0,52,0,0,0,0,0,0,0,0,0,0
UCL321003,0,0,6,0,6,0,0,0,0,9,7,3,21,17,31,22,4,0,0,105,0,5,10,4,3,9,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,8,4,9,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,0,0,0,19,0,0,0,0,4,0,0,0,0,10,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,0,14,0,0,3,0,7,0,0,0,0,10,0,0,4,8,15,10,5,0,0,38,0,0,0,0,6,0,0,0,0,0
UCL321004,0,0,0,0,0,0,0,0,0,5,12,10,17,26,16,23,0,0,0,93,3,0,5,5,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,8,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,13,4,7,0,0,0,28,0,0,0,0,0,5,0,0,0,5,7,0,3,5,4,0,0,0,0,24,3,0,4,0,0,0,0,0,0,8,0,0,5,0,0,10,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,3,0,3,0,0,0,0,8,0,0,4,9,0,0,0,0,0,15,0,0,4,4,5,4,0,0,0,24,0,0,0,3,5,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0
UCL321005,0,0,0,0,0,0,0,0,0,4,11,14,34,40,39,16,3,0,0,155,0,3,3,0,3,0,3,0,0,16,0,3,6,13,16,11,0,0,0,50,0,5,6,6,3,8,0,0,0,23,0,0,0,0,0,0,0,0,0,5,3,0,4,3,9,5,0,0,0,26,0,0,3,0,3,0,0,0,0,7,11,0,7,6,10,4,0,0,0,40,9,8,3,9,0,0,0,0,0,27,0,0,3,12,14,9,3,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,8,0,0,3,4,7,0,0,0,0,12,0,0,0,0,5,0,0,0,0,8,0,0,4,4,3,0,0,0,0,9,0,4,10,8,3,6,5,0,0,32,0,0,0,0,0,0,0,0,0,0
UCL321006,0,0,0,0,0,0,0,0,0,0,0,8,21,30,19,9,0,0,0,97,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,9,4,0,0,0,0,21,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,3,7,12,10,6,0,0,0,37,0,6,7,13,9,4,0,0,0,34,0,0,10,10,7,3,0,0,0,26,0,0,0,0,8,0,0,0,0,13
UCL321007,0,0,7,3,3,4,0,0,0,17,26,30,90,80,64,44,8,0,0,352,0,0,3,3,7,3,0,0,0,17,0,9,27,26,20,11,0,0,0,92,0,9,11,15,11,15,0,0,0,67,0,0,5,5,3,3,0,0,0,9,0,7,15,19,15,15,0,0,0,70,0,0,11,8,5,6,0,0,0,29,5,3,13,16,8,11,4,0,0,58,24,9,14,6,9,6,0,0,0,69,0,3,17,5,10,5,0,0,0,41,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,5,0,0,0,7,0,6,12,4,3,0,0,0,0,24,0,0,11,5,4,3,0,0,0,24,0,0,8,3,4,0,0,0,0,17,0,5,5,6,6,3,5,0,0,30,0,7,28,26,21,16,0,0,0,96,0,0,0,4,0,0,0,0,0,6
UCL321008,0,0,0,0,0,0,0,0,0,0,10,8,19,33,25,47,14,0,0,150,0,0,3,0,7,3,3,0,0,19,0,0,0,4,10,0,0,0,0,13,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,0,0,10,4,0,4,8,13,12,6,0,0,42,0,0,4,0,5,3,0,0,0,9,5,3,3,0,4,7,3,0,0,28,3,0,3,0,6,9,6,0,0,17,0,0,0,0,7,7,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,11,0,0,0,0,7,6,0,0,0,12,0,4,5,6,0,3,0,0,0,18,0,0,3,8,6,7,5,0,0,24,0,0,3,3,3,13,3,0,0,41,0,0,3,0,4,0,0,0,0,8
UCL321009,0,0,0,0,0,0,0,0,0,10,20,29,58,58,70,53,25,0,0,328,0,0,3,5,3,5,3,0,0,28,0,0,0,0,0,0,0,0,0,8,8,4,6,0,0,3,0,0,0,27,0,4,5,5,4,6,0,0,0,25,5,8,19,9,17,11,5,0,0,72,0,0,0,4,0,0,0,0,0,6,12,8,6,6,7,5,3,3,0,49,7,3,3,10,8,5,0,0,0,39,0,0,10,7,7,15,4,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,8,0,4,10,11,14,9,0,0,0,46,0,0,6,5,4,8,4,0,0,25,0,6,24,15,18,18,0,0,0,77,0,5,18,17,14,11,3,0,0,62,6,12,16,12,23,12,9,0,0,89,0,0,0,0,0,0,0,0,0,4
UCL321010,0,0,0,0,0,3,0,0,0,4,9,11,51,39,28,44,9,4,0,188,0,3,20,20,4,3,5,0,0,51,0,0,6,3,0,6,0,0,0,10,4,5,9,3,3,7,0,0,0,33,0,0,0,3,5,0,0,0,0,11,3,0,0,0,0,4,0,0,0,14,0,3,3,0,5,0,0,0,0,12,4,9,10,3,3,6,7,0,0,34,0,0,6,0,0,6,0,0,0,14,0,0,10,3,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,11,0,0,0,0,3,3,0,0,0,5,0,0,3,17,13,8,0,0,0,33,0,3,10,10,9,4,3,0,0,32,0,0,15,7,16,12,0,0,0,49,0,0,0,0,4,0,0,0,0,3
UCL321011,0,0,0,0,0,0,0,0,0,4,16,7,15,48,55,27,6,0,0,174,0,0,0,0,4,0,0,0,0,5,0,0,6,8,9,6,0,0,0,16,5,0,7,20,23,15,0,0,0,69,0,0,0,5,0,0,0,0,0,11,5,0,5,17,11,8,0,0,0,53,0,0,0,0,5,0,0,0,0,9,8,0,0,5,8,3,0,0,0,29,15,0,0,0,4,3,0,0,0,25,0,0,0,5,12,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,9,5,0,0,0,0,13,0,0,0,6,0,3,0,0,0,5,0,0,0,0,4,3,0,0,0,15,0,0,4,9,14,0,6,0,0,23,0,0,4,4,11,7,0,0,0,36,0,0,0,0,0,0,0,0,0,0
UCL321012,0,0,0,0,0,0,0,0,0,3,11,7,8,11,21,15,3,3,0,82,3,0,0,0,0,8,0,0,0,17,0,0,0,5,0,0,0,0,0,3,0,5,0,3,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,0,0,0,0,4,0,0,0,0,4,7,3,0,0,5,3,0,0,0,22,0,0,3,5,0,0,0,0,0,11,0,0,0,4,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,0,0,15,0,0,0,0,0,3,0,0,0,5,0,3,0,4,3,8,3,0,0,21,0,0,0,0,0,0,0,0,0,0
UCL321013,0,0,0,0,3,0,0,0,0,8,17,9,18,36,52,33,10,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,10,0,0,4,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,4,4,4,5,14,25,9,5,0,0,60,0,0,0,0,0,0,0,0,0,0,14,3,3,6,7,12,0,0,0,40,11,0,0,3,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,12,0,0,0,3,8,0,4,0,0,15,0,0,0,6,4,3,3,0,0,16,4,0,0,10,15,3,5,0,0,36,0,0,8,15,19,17,0,0,0,60,0,0,0,0,0,0,0,0,0,5
UCL321014,0,0,0,0,0,0,0,0,0,4,7,5,35,33,24,10,3,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,14,0,0,6,8,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,9,3,0,9,12,6,5,0,0,0,42,0,0,8,0,0,0,0,0,0,4,4,3,5,3,3,5,0,0,0,27,4,0,0,0,0,0,0,0,0,10,0,0,5,0,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,7,6,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,4,3,4,0,0,0,0,17,0,3,4,8,12,3,0,0,0,29,0,3,5,8,4,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0
UCL321015,0,0,0,5,0,0,0,0,0,11,10,25,38,50,38,48,26,0,0,237,0,0,11,7,4,9,3,0,0,41,0,0,0,3,0,0,0,0,0,16,0,0,0,3,0,5,0,0,0,8,0,3,6,0,0,0,5,0,0,12,5,4,9,0,10,9,6,4,0,44,0,0,0,3,0,0,0,0,0,10,10,5,6,4,10,9,6,0,0,55,3,3,4,0,0,5,7,0,0,26,0,0,3,0,5,5,0,0,0,20,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,4,8,0,0,5,7,0,0,17,0,7,9,6,11,10,3,0,0,47,0,3,9,13,0,3,4,0,0,39,3,5,8,15,19,20,3,0,0,68,0,0,0,3,0,0,0,0,0,3
UCL321016,0,0,0,0,0,0,0,0,0,5,8,3,11,14,17,17,9,0,0,74,0,0,0,0,4,0,0,0,0,10,0,0,0,0,3,0,0,0,0,5,0,0,0,6,0,0,3,0,0,9,0,0,0,3,5,0,0,0,0,6,0,0,0,0,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,19,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,9,0,0,0,0,6,4,0,0,0,21,0,0,0,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4
UCL321017,0,0,0,0,0,0,0,0,0,0,20,15,33,51,55,66,18,0,0,255,0,0,0,0,5,4,0,0,0,20,0,0,0,3,0,0,0,0,0,7,0,0,3,0,7,6,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,4,4,10,8,7,3,0,0,35,0,0,0,4,0,0,0,0,0,7,8,0,4,3,3,6,0,0,0,26,16,0,0,0,0,5,0,0,0,20,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,5,0,0,0,3,0,4,4,7,8,3,0,0,0,27,0,0,0,5,5,0,0,0,0,12,0,0,7,10,9,14,3,0,0,51,0,0,0,0,0,0,0,0,0,6,0,0,3,7,13,11,0,0,0,29,0,9,15,15,21,33,12,0,0,98,0,4,10,15,13,26,11,0,0,82,0,0,0,0,0,0,0,0,0,5
UCL321018,0,0,4,0,0,0,0,0,0,10,13,6,35,43,30,27,8,0,0,154,0,0,4,0,0,0,0,0,0,4,0,0,3,3,9,4,0,0,0,17,0,0,6,8,3,9,3,0,0,27,0,0,0,0,0,0,0,0,0,7,0,3,10,15,12,7,0,0,0,48,0,0,0,0,0,4,0,0,0,6,5,0,0,3,7,3,0,0,0,19,7,0,0,0,0,0,0,0,0,7,0,0,5,0,8,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,4,0,0,9,0,0,0,0,0,12,0,0,3,0,0,3,3,0,0,13,0,0,5,3,10,0,0,0,0,19,0,0,0,5,7,3,0,0,0,24,0,4,9,15,14,6,0,0,0,48,0,0,0,0,0,0,0,0,0,0
UCL321019,0,0,0,0,3,0,0,0,0,6,11,16,42,66,62,39,7,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,5,0,0,0,27,0,0,5,9,3,6,0,0,0,28,0,0,4,7,3,0,0,0,0,12,3,4,13,14,11,11,0,0,0,54,0,0,4,5,4,4,0,0,0,14,3,5,6,12,9,5,0,0,0,36,8,0,4,3,0,3,0,0,0,15,0,0,0,4,14,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,4,0,0,0,0,0,4,0,0,9,6,0,0,0,0,0,9,0,0,3,3,7,4,0,0,0,21,0,0,12,8,13,7,0,0,0,42,0,0,3,17,3,7,0,0,0,37,0,4,15,16,30,12,4,0,0,84,0,0,0,0,0,0,0,0,0,0
