UCL_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
UCL112002,603,941,1946,1661,1626,1274,397,50,7,8503,4,5,10,13,16,16,5,5,0,69,0,4,7,10,0,0,0,0,0,19,34,36,65,68,72,62,13,0,0,345,0,0,10,15,16,3,0,0,0,45,10,17,41,38,38,25,4,0,0,176,8,9,15,12,18,14,6,0,0,69,164,135,208,171,135,122,41,0,0,978,228,101,113,65,84,45,18,0,0,667,0,3,26,29,25,31,8,0,0,120,5,16,20,28,16,6,0,0,0,96,3,19,31,36,28,30,12,0,0,157,3,6,19,16,22,14,10,0,0,90,10,28,90,77,50,52,25,0,0,331,11,20,63,53,73,46,14,0,0,270,4,45,177,167,173,112,19,0,0,696,42,104,287,311,376,240,35,0,0,1398,88,316,548,429,444,376,84,8,0,2287,23,19,21,20,10,14,0,0,0,115,16,40,70,60,60,39,12,0,0,295
UCL112003,289,440,991,1356,1539,1389,527,75,4,6614,0,0,7,4,6,7,0,0,0,29,0,0,0,0,4,0,0,0,0,4,7,16,24,25,40,18,11,0,0,143,0,0,5,5,10,7,0,0,0,25,0,11,22,37,21,19,7,0,0,123,3,7,11,15,15,14,7,0,0,75,86,71,116,84,122,84,40,5,0,599,97,80,96,77,78,66,11,0,0,517,5,0,7,18,29,30,5,0,0,104,5,5,16,14,22,20,9,0,0,95,0,3,29,41,51,31,9,0,0,163,0,0,22,16,20,10,10,0,0,87,6,24,65,114,138,95,38,0,0,483,3,9,26,35,42,52,8,0,0,185,4,12,79,134,159,113,23,0,0,530,16,41,155,273,360,312,105,5,0,1260,23,76,240,355,456,415,153,6,0,1720,9,9,23,35,43,26,22,4,0,179,9,17,35,50,49,27,16,0,0,214
UCL112004,321,354,824,987,1140,1002,514,117,8,5265,5,5,14,8,9,10,6,0,0,51,0,0,6,0,5,0,0,0,0,3,13,8,18,28,35,34,14,0,0,156,0,0,0,4,3,6,0,0,0,11,3,4,10,39,31,30,16,0,0,136,8,3,11,25,16,18,4,0,0,80,75,65,72,74,130,116,48,14,0,596,106,76,80,54,51,48,23,3,3,446,0,0,14,8,16,21,12,4,0,72,0,0,14,13,18,5,6,3,0,61,0,8,22,50,39,17,20,0,0,156,4,5,14,28,36,18,12,7,0,130,5,15,66,99,121,84,47,8,0,443,7,0,16,29,52,23,17,3,0,153,0,7,25,40,47,33,15,0,0,172,18,39,79,133,238,196,70,11,0,773,16,75,235,233,265,278,98,9,0,1220,8,6,13,14,18,17,6,0,0,81,18,20,32,35,38,27,7,3,0,175
UCL112005,267,454,1008,864,860,686,156,21,4,4329,0,0,9,7,10,6,0,0,0,30,0,0,15,18,18,0,0,0,0,57,16,22,32,41,40,28,10,0,0,188,0,0,4,3,4,0,0,0,0,15,5,7,18,18,13,16,6,0,0,79,3,3,10,6,12,3,3,0,0,44,87,64,122,108,119,67,11,0,0,579,136,84,140,81,66,65,5,0,0,573,3,0,11,19,8,18,12,0,0,72,0,4,4,3,4,0,0,0,0,12,0,15,19,28,27,9,0,0,0,94,5,6,16,17,15,7,0,0,0,71,4,12,41,26,32,11,7,0,0,144,5,16,54,49,62,37,4,0,0,228,3,13,52,50,63,20,8,0,0,206,7,33,94,119,97,51,17,0,0,415,29,101,214,244,219,203,47,3,0,1056,5,7,12,15,9,0,3,0,0,51,3,21,54,36,32,13,3,0,0,162
UCL112006,604,780,2585,1868,1542,1350,482,80,13,9306,0,4,24,6,11,17,13,9,0,88,0,0,4,6,5,4,0,0,0,27,20,23,91,54,33,29,10,0,0,261,0,0,14,18,15,16,0,0,0,55,6,17,55,47,41,41,9,0,0,204,3,9,26,16,35,21,6,0,0,129,194,124,248,170,152,143,28,3,0,1066,178,107,165,106,89,82,30,3,0,757,4,7,15,20,26,34,9,0,0,126,5,15,13,14,10,4,5,0,0,69,5,15,53,38,45,30,0,0,0,181,0,5,28,19,21,21,5,0,0,112,5,46,118,78,61,56,18,3,0,390,4,22,65,63,53,50,5,0,0,264,4,48,194,158,168,98,14,0,0,685,27,92,293,351,268,214,73,6,0,1332,54,266,934,595,476,469,105,6,0,2899,20,24,37,32,13,12,4,0,0,139,19,41,90,58,49,36,16,0,0,314
UCL112007,110,90,258,279,306,268,103,12,3,1444,0,0,4,4,7,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,11,7,12,14,19,5,0,0,0,70,0,0,0,0,5,3,0,0,0,11,0,0,4,14,13,3,0,0,0,40,0,0,0,0,6,0,0,0,0,19,23,9,16,27,30,37,11,0,0,159,42,16,29,28,24,29,5,8,0,176,0,0,0,3,8,8,6,0,0,26,0,0,0,3,0,0,0,0,0,7,0,7,7,7,13,6,4,0,0,34,0,0,0,5,8,5,0,0,0,19,0,5,13,14,14,3,3,0,0,48,0,0,4,9,12,12,3,0,0,45,0,3,12,33,21,15,0,0,0,87,5,8,35,54,47,28,4,0,0,179,5,22,81,67,90,77,14,0,0,355,7,6,6,3,9,5,5,0,0,32,5,7,17,19,15,10,0,0,0,63
UCL112008,239,247,496,609,664,715,263,51,3,3284,0,0,0,4,6,5,5,0,0,18,0,0,0,0,0,0,0,0,0,4,3,0,13,14,8,15,11,0,0,63,0,0,0,8,6,13,0,0,0,26,0,3,14,19,22,20,5,0,0,79,0,0,0,7,10,4,0,0,0,19,83,64,68,85,93,94,31,0,0,523,101,56,54,49,57,77,7,5,0,417,0,0,3,4,10,16,3,0,0,35,0,0,3,3,5,5,6,0,0,22,0,0,15,14,8,20,3,0,0,59,9,3,17,16,27,21,6,0,0,94,3,8,18,20,35,25,15,0,0,133,0,5,16,18,39,24,8,0,0,110,0,3,18,43,44,41,11,0,0,165,5,29,84,92,101,104,32,0,0,441,27,61,193,200,250,279,77,9,0,1107,0,0,6,11,8,11,4,0,0,34,3,7,25,33,34,24,12,0,0,141
UCL112009,319,550,1292,1097,972,955,264,38,0,5483,0,0,12,11,11,3,4,0,0,49,0,5,3,0,0,0,0,0,0,11,12,22,52,32,31,21,7,0,0,164,0,0,4,0,5,4,0,0,0,18,3,17,34,19,19,17,5,0,0,114,4,12,11,13,7,10,0,0,0,54,105,71,147,125,102,95,20,0,0,667,108,56,94,69,57,53,18,0,0,448,0,9,14,17,17,20,5,5,0,82,0,11,7,9,0,7,0,0,0,38,0,8,22,13,15,19,0,0,0,84,3,13,12,9,11,14,7,0,0,70,8,19,56,33,42,32,17,0,0,208,3,20,33,41,51,49,9,4,0,208,0,28,107,138,156,86,8,0,0,531,17,48,124,133,118,124,31,3,0,597,27,100,391,309,313,283,83,0,0,1507,7,8,11,12,8,8,0,0,0,46,15,24,44,35,48,24,6,0,0,192
UCL112010,322,487,1341,1157,1007,908,312,48,4,5595,3,18,69,63,65,42,14,4,0,276,0,0,0,0,0,0,0,0,0,0,29,55,233,165,144,92,21,0,0,732,0,0,7,13,5,4,0,0,0,37,0,10,18,11,16,11,14,0,0,78,4,10,21,15,16,16,8,0,0,84,151,70,111,105,115,97,31,0,0,677,65,51,68,37,52,50,14,6,0,337,0,0,12,6,16,18,5,0,0,57,3,4,7,3,3,0,0,0,0,15,7,4,20,20,26,11,3,0,0,85,0,6,7,5,9,6,4,0,0,37,9,22,71,39,40,37,10,6,0,225,3,6,46,35,29,36,7,5,0,159,0,11,51,52,47,40,4,0,0,206,10,29,122,121,130,88,27,3,0,532,20,84,236,263,209,187,50,5,0,1062,10,7,10,9,3,0,0,0,0,37,17,22,53,31,18,20,10,0,0,163
UCL112011,269,454,1236,898,843,577,103,11,0,4401,0,8,11,14,12,3,0,0,0,40,0,3,24,14,15,5,0,0,0,62,7,10,50,36,40,21,5,0,0,168,0,3,8,8,0,3,0,0,0,21,5,11,43,32,24,24,3,0,0,138,0,3,15,19,5,6,0,0,0,47,77,83,151,120,106,61,12,0,0,613,116,77,78,59,47,36,9,0,0,411,0,4,19,12,22,19,0,0,0,77,0,4,8,4,0,5,0,0,0,20,0,7,39,28,30,13,0,0,0,118,4,8,18,14,14,4,3,0,0,67,3,14,54,35,23,15,0,0,0,141,3,16,63,50,60,34,4,0,0,225,0,15,49,54,54,25,0,0,0,193,8,40,87,102,79,56,12,0,0,381,37,117,352,235,224,189,36,0,0,1189,0,3,15,5,11,0,0,0,0,31,11,27,71,31,24,16,0,0,0,176
UCL112012,433,550,1282,1194,1181,1077,306,41,4,6079,7,8,19,10,18,11,0,4,0,83,0,0,0,0,0,0,0,0,0,0,8,23,40,41,36,48,8,0,0,208,0,0,8,0,0,9,0,0,0,21,0,0,27,19,13,18,3,0,0,91,0,0,13,3,16,9,6,0,0,59,153,105,153,135,141,99,24,0,0,814,154,71,96,54,55,43,18,0,0,494,0,0,3,12,17,18,3,0,0,58,3,6,3,6,12,0,0,0,0,35,0,12,34,26,22,24,4,0,0,121,0,4,18,14,15,6,5,0,0,74,7,32,59,72,58,42,11,0,0,286,6,19,45,39,45,50,5,0,0,215,6,10,32,57,64,53,15,0,0,241,8,49,155,235,204,173,34,3,0,871,30,138,439,436,478,476,111,3,0,2119,8,7,10,15,20,9,4,0,0,63,9,18,63,37,48,44,11,0,0,230
UCL112013,29,39,115,120,112,104,30,8,0,559,0,0,6,4,3,0,4,0,0,18,0,0,4,0,0,0,0,0,0,3,0,4,8,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,4,6,3,0,0,0,9,15,7,15,10,12,10,0,0,0,70,9,6,0,3,0,5,7,0,0,31,0,0,0,5,3,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,4,0,0,6,0,0,0,0,6,0,4,3,6,0,5,0,0,0,26,0,0,4,6,7,7,3,0,0,28,0,0,5,9,13,9,0,0,0,39,0,3,28,21,25,17,4,0,0,96,0,12,36,33,28,22,0,0,0,141,0,0,0,0,0,3,0,0,0,7,0,4,9,3,3,8,0,0,0,20
UCL112014,262,452,970,939,895,778,237,36,0,4568,3,4,13,0,5,4,0,0,0,35,0,3,7,4,0,0,0,0,0,18,5,10,32,38,35,29,4,0,0,152,0,5,4,3,5,6,0,0,0,20,5,16,46,42,26,23,8,0,0,164,0,0,12,13,12,11,4,0,0,60,79,58,93,88,76,69,15,0,0,482,98,37,53,26,28,22,0,0,0,270,4,6,20,8,22,13,6,0,0,82,0,0,5,9,14,12,0,0,0,40,0,8,37,23,32,30,0,0,0,138,0,3,13,21,10,12,9,3,0,69,8,11,56,44,41,41,7,0,0,205,3,4,25,26,24,31,0,0,0,127,0,11,54,38,45,30,7,0,0,184,14,34,106,127,159,102,33,0,0,572,26,118,326,260,318,289,64,9,0,1410,6,7,13,11,5,6,3,0,0,50,12,15,42,44,41,31,13,0,0,198
UCL112015,428,637,1686,1327,1222,1033,237,41,5,6622,0,3,13,9,8,0,3,0,0,34,0,0,0,0,0,0,0,0,0,3,11,18,42,29,34,31,4,0,0,177,0,0,0,3,5,5,0,0,0,10,0,21,38,40,23,15,7,0,0,153,0,3,3,16,17,5,0,0,0,50,157,121,192,149,136,106,27,0,0,889,182,113,147,107,79,41,11,3,0,672,0,6,16,17,20,21,9,0,0,91,3,5,7,7,3,0,4,0,0,31,0,8,27,24,9,12,0,0,0,80,0,5,40,20,11,12,0,0,0,94,5,18,73,49,39,34,3,0,0,223,8,12,49,63,58,38,13,0,0,231,13,29,103,130,108,71,5,0,0,462,14,54,170,148,179,126,23,0,0,711,20,155,512,440,416,365,84,6,0,1998,8,15,17,18,10,10,3,0,0,76,8,33,81,50,34,22,18,0,0,246
UCL112016,598,846,2323,2028,1809,1378,461,70,8,9523,3,4,22,19,16,13,11,7,0,96,3,17,65,55,15,8,0,0,0,177,7,17,62,41,32,21,8,0,0,195,0,0,7,0,3,4,3,0,0,23,3,11,37,41,34,27,13,0,0,173,0,14,21,15,11,16,4,0,0,73,223,123,220,163,147,130,27,0,0,1038,220,110,164,113,69,70,21,0,0,774,0,12,25,39,33,30,7,0,0,142,0,4,12,14,13,6,7,0,0,60,0,11,40,29,38,20,11,0,0,159,3,4,34,26,26,17,12,0,0,117,3,23,103,88,70,57,13,0,0,366,10,20,62,86,74,66,12,0,0,318,10,44,164,229,235,124,29,0,0,836,29,86,279,321,338,214,58,9,0,1336,52,272,810,669,588,485,107,7,0,2992,20,10,17,12,13,6,4,0,0,81,23,35,95,88,73,36,9,3,0,359
UCL112017,724,825,1685,1975,2123,1801,600,91,6,9834,0,0,3,4,4,10,8,0,0,34,0,0,0,3,0,3,0,0,0,5,20,17,28,34,26,27,7,3,0,165,0,0,27,66,92,61,3,0,0,242,3,10,20,49,67,47,12,3,0,211,3,7,8,15,24,21,9,0,0,82,253,158,173,188,194,203,55,5,0,1230,333,187,163,137,113,111,32,0,0,1082,5,5,17,19,35,30,14,0,0,115,7,7,17,13,13,15,6,0,0,77,3,10,31,45,56,37,7,5,0,188,4,11,32,30,43,30,10,5,0,166,8,27,91,112,107,92,31,3,0,466,4,25,46,79,91,96,17,0,0,357,5,27,81,135,175,100,19,0,0,534,32,81,267,350,428,284,49,6,0,1498,86,280,649,642,813,723,166,9,0,3365,22,10,15,13,24,13,11,0,0,118,16,41,74,87,76,70,22,0,0,378
UCL112018,564,748,1981,1536,1344,1202,386,70,11,7831,3,9,18,15,12,13,5,0,0,72,0,5,0,0,0,0,0,0,0,9,19,46,184,128,72,55,9,0,0,517,0,0,4,9,8,9,0,0,0,26,6,6,28,31,19,27,8,0,0,115,6,0,11,19,18,17,4,0,0,82,185,106,199,142,171,130,33,0,0,971,188,86,148,104,69,76,12,9,0,685,4,15,23,26,36,37,11,0,0,141,0,9,22,11,9,6,0,0,0,54,0,10,41,24,32,30,4,0,0,144,0,9,27,14,22,10,4,7,0,90,3,30,82,58,65,39,12,4,0,285,3,21,48,66,77,54,15,0,0,281,3,17,64,99,92,68,18,0,0,360,33,68,204,203,235,197,48,6,0,993,46,200,607,449,418,424,113,12,0,2265,14,9,10,14,14,5,9,0,0,75,24,28,71,54,50,42,14,4,0,292
UCL112019,881,1201,2782,2361,2181,1886,606,94,7,11993,3,13,18,14,16,15,22,5,0,111,0,0,5,3,0,0,0,0,0,9,41,27,70,89,48,49,9,0,0,341,0,4,6,13,15,7,0,0,0,51,12,20,50,69,46,45,13,0,0,248,0,16,25,30,30,24,5,0,0,128,274,230,258,200,190,166,56,0,0,1380,299,198,171,121,98,84,22,6,0,1003,7,10,34,26,45,38,16,0,0,172,5,8,23,18,8,6,3,0,0,71,7,13,57,63,44,30,4,0,0,216,5,21,43,25,18,10,9,0,0,119,15,60,134,116,80,75,14,4,0,495,10,35,92,112,94,89,17,0,0,455,15,44,137,174,194,134,29,0,0,734,37,116,356,395,471,348,90,4,0,1820,85,330,929,741,720,624,144,8,0,3582,16,13,16,13,12,9,0,0,0,91,31,60,121,90,76,71,17,3,0,469
UCL113001,229,270,610,735,722,711,289,35,9,3610,3,3,7,9,10,17,7,0,0,51,0,0,0,0,0,0,0,0,0,0,4,3,18,17,15,21,9,0,0,101,0,0,0,4,3,0,0,0,0,8,4,4,8,12,21,13,8,0,0,77,0,4,3,6,4,8,3,0,0,26,89,57,77,66,80,87,35,0,0,480,71,54,65,59,58,42,24,0,0,370,0,0,3,6,7,17,7,5,0,49,0,3,0,5,3,3,0,0,0,18,0,6,5,21,12,12,4,3,0,52,0,0,12,14,17,12,4,0,0,57,7,12,38,46,40,40,12,0,0,188,0,4,24,33,39,28,8,0,0,137,0,5,18,41,59,31,10,0,0,168,9,15,73,106,135,112,25,0,0,470,21,68,202,242,259,292,72,0,0,1160,3,12,8,10,8,9,3,3,0,57,10,12,33,34,35,17,11,0,0,156
UCL113002,149,167,396,399,475,438,184,28,0,2235,0,0,0,7,4,9,3,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,6,4,13,6,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,25,13,13,5,6,0,0,70,0,0,0,0,4,7,0,0,0,13,45,25,58,57,67,59,21,4,0,333,42,33,36,59,53,48,11,0,0,283,0,0,0,8,9,8,0,0,0,23,6,5,3,0,3,6,0,0,0,19,0,0,11,5,11,14,0,0,0,36,0,3,11,8,13,11,9,0,0,51,0,3,12,17,25,16,13,0,0,82,0,4,19,25,29,26,8,0,0,110,6,8,25,39,39,49,10,0,0,166,0,6,38,40,41,53,16,0,0,198,4,34,107,96,118,166,34,4,0,566,4,6,8,7,5,6,3,0,0,38,5,3,11,20,28,11,0,0,0,86
UCL113003,229,322,775,650,667,726,221,18,6,3611,3,0,0,0,3,0,3,0,0,12,6,0,14,15,3,15,5,0,0,49,0,0,4,4,12,4,0,0,0,28,0,0,4,4,5,3,0,0,0,17,0,3,16,5,4,9,3,0,0,49,0,4,7,7,13,4,5,0,0,36,99,40,74,68,73,86,17,3,0,463,74,43,59,56,49,56,20,0,0,355,0,0,5,5,18,15,3,0,0,42,0,3,4,6,6,3,0,0,0,19,0,12,16,6,6,4,0,0,0,50,0,8,7,9,10,8,0,0,0,43,0,0,23,8,14,12,8,0,0,71,0,10,27,21,26,41,6,0,0,141,0,9,39,40,64,52,9,0,0,209,5,24,125,95,116,85,20,0,0,477,29,83,308,244,221,296,63,6,0,1246,3,6,15,8,10,4,3,0,0,50,8,24,30,18,20,25,11,0,0,139
UCL113004,97,134,741,591,507,387,174,18,0,2646,0,3,13,4,9,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,8,4,25,8,11,12,0,0,0,68,0,0,0,0,0,0,0,0,0,3,0,6,10,18,17,6,4,0,0,54,0,0,10,6,8,3,0,0,0,30,37,34,81,56,37,30,17,0,0,294,48,79,208,93,56,42,14,0,0,541,0,0,13,8,0,6,4,0,0,32,0,3,17,19,8,10,0,0,0,64,0,0,12,14,8,8,4,0,0,47,0,4,10,10,16,10,3,0,0,57,0,5,88,86,47,29,12,0,0,262,0,7,46,24,24,22,3,0,0,129,0,3,10,18,15,12,3,0,0,68,3,14,54,69,69,63,12,0,0,282,0,21,100,91,101,93,30,0,0,442,0,3,13,16,15,5,0,0,0,54,5,10,45,27,18,14,0,0,0,120
UCL113005,239,325,668,612,616,569,143,31,4,3214,3,0,5,12,3,12,5,6,0,44,0,0,0,0,0,0,0,0,0,0,3,4,10,12,3,9,4,0,0,51,0,0,0,9,4,5,0,0,0,21,0,0,9,11,18,6,6,0,0,53,0,3,5,6,7,0,0,0,0,27,67,60,86,62,74,56,16,0,0,415,79,58,50,47,39,42,4,0,0,317,0,4,3,14,7,7,3,0,0,43,0,3,8,8,3,4,0,0,0,27,0,8,21,12,19,5,0,0,0,67,0,5,13,7,5,7,0,0,0,38,0,7,23,29,18,12,8,0,0,98,3,10,24,23,22,34,8,0,0,120,0,24,62,75,92,46,11,0,0,316,6,25,79,103,85,89,12,0,0,400,11,86,207,171,210,206,26,0,0,925,3,3,10,6,5,7,0,0,0,36,5,5,25,21,31,13,6,0,0,111
UCL113006,130,142,339,261,278,275,95,14,5,1544,0,3,4,3,0,6,0,4,0,16,0,0,0,0,0,0,0,0,0,0,3,0,10,6,4,4,6,0,0,35,0,0,0,0,5,0,0,0,0,7,5,0,10,3,8,9,0,0,0,32,0,3,0,0,4,0,0,0,0,13,30,22,44,34,46,31,8,0,0,214,64,29,22,25,21,16,0,0,0,185,0,3,8,8,3,6,3,0,0,28,8,0,0,0,0,4,0,0,0,9,3,4,8,3,3,5,0,0,0,25,0,3,0,0,3,4,0,0,0,11,0,5,10,14,10,7,0,0,0,45,0,4,10,34,16,15,7,0,0,84,0,0,19,28,23,16,7,0,0,97,0,11,41,37,52,38,13,0,0,199,18,40,111,124,135,123,38,3,0,588,0,4,0,0,0,4,0,0,0,10,0,0,12,13,8,6,5,0,0,51
UCL113007,207,226,533,702,699,651,194,30,3,3248,4,0,0,6,10,5,0,0,0,15,0,0,0,0,0,0,0,0,0,7,6,3,11,17,22,23,8,0,0,83,0,0,5,0,4,3,0,0,0,14,0,0,10,20,23,22,7,0,0,93,0,0,3,3,3,3,0,0,0,21,45,29,55,37,49,56,14,0,0,282,99,54,32,42,42,18,4,4,0,293,0,0,3,12,12,10,3,0,0,41,3,3,14,12,8,3,0,0,0,41,0,3,18,18,25,16,3,0,0,90,4,3,5,11,16,7,0,0,0,51,0,4,43,46,56,42,10,0,0,209,0,5,9,13,25,21,5,0,0,74,6,8,44,80,65,43,6,0,0,246,8,33,102,154,151,135,29,3,0,613,7,32,154,176,162,170,32,7,0,746,5,4,8,7,4,6,0,0,0,41,3,17,19,19,31,15,3,0,0,107
UCL113008,125,216,466,390,451,408,103,19,5,2189,0,0,4,0,0,0,0,0,0,3,0,0,9,3,0,0,0,0,0,16,0,5,11,10,13,3,0,0,0,40,0,0,0,0,5,0,5,0,0,17,0,0,3,6,8,7,4,0,0,39,0,4,12,9,9,10,0,0,0,42,26,23,54,39,55,50,6,0,0,256,49,42,37,29,29,39,8,0,0,231,0,4,8,3,10,13,7,0,0,46,0,3,4,4,0,0,0,0,0,8,0,8,26,13,16,6,0,0,0,68,5,6,4,3,7,3,0,0,0,26,3,9,23,17,12,9,5,0,0,77,0,10,20,25,15,33,0,0,0,107,0,12,49,51,60,50,6,0,0,236,3,15,45,46,68,33,13,0,0,226,5,34,104,80,92,121,22,3,0,468,0,0,6,5,5,0,3,0,0,25,7,3,25,12,18,6,3,3,0,80
