UCL_CODE_2021,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
UCL415022,114,157,149,109,100,89,55,110,27,905
UCL415023,50,50,46,49,38,27,28,51,3,337
UCL415024,79,75,130,130,66,79,62,148,21,782
UCL415025,73,105,79,81,101,54,27,74,10,609
UCL415026,199,240,221,171,177,119,72,119,24,1334
UCL415027,70,105,120,62,61,50,34,58,10,580
UCL415028,62,105,68,79,51,48,11,49,8,484
UCL415029,182,165,299,288,183,162,173,315,48,1819
UCL415030,169,221,245,232,147,146,92,171,20,1446
UCL415031,70,79,83,82,73,54,35,68,10,556
UCL415032,118,109,114,99,102,78,25,103,13,764
UCL415033,64,58,61,38,55,38,37,122,4,472
UCL415034,111,102,82,69,52,59,46,145,13,680
UCL415035,49,30,42,79,28,39,32,79,6,392
UCL415036,74,63,46,47,37,19,23,45,6,355
UCL415037,249,216,222,264,186,183,150,489,41,2009
UCL415038,127,71,97,78,55,56,16,69,13,582
UCL415039,194,258,585,147,216,87,464,201,51,2207
UCL415040,48,39,57,69,28,80,53,91,13,481
UCL415041,382,408,267,221,219,161,100,261,22,2038
UCL415042,114,91,72,74,62,50,49,64,18,598
UCL415043,172,152,282,159,209,118,160,166,45,1460
UCL415044,148,136,129,106,145,75,81,90,19,927
UCL415045,61,74,77,95,49,61,41,129,11,608
UCL415046,178,180,212,211,153,116,98,198,43,1387
UCL415047,138,179,222,135,120,91,91,150,26,1150
UCL415048,137,271,143,146,124,71,40,117,16,1063
UCL415049,130,158,130,113,88,94,37,98,12,864
UCL421001,44,50,67,38,31,39,42,62,9,378
UCL421002,56,26,19,21,15,18,11,40,4,210
UCL421003,44,77,79,63,65,41,21,42,8,445
UCL421004,61,42,60,41,33,21,39,73,9,383
UCL421005,44,48,54,45,35,42,30,37,10,340
UCL421006,61,50,63,39,62,28,18,32,4,361
UCL421007,76,42,39,50,31,27,16,40,8,328
UCL421008,70,45,65,55,34,32,61,50,9,415
UCL421009,50,53,60,42,39,31,26,54,8,361
UCL421010,34,67,68,39,42,26,15,30,4,319
UCL421011,28,14,27,21,21,26,25,40,0,210
UCL421012,22,17,24,34,21,21,28,17,0,190
UCL421013,66,86,90,77,61,36,32,77,9,534
UCL421014,44,60,63,45,47,18,21,35,6,345
UCL421015,21,17,25,39,19,5,35,43,3,203
UCL421016,41,60,56,31,43,20,18,15,8,299
UCL421017,26,28,48,38,29,17,28,35,6,250
UCL421018,95,55,110,38,70,56,76,88,4,596
UCL421019,59,41,40,33,26,19,42,38,8,298
UCL421020,47,22,42,19,27,17,22,37,4,233
UCL421021,26,35,38,22,20,13,15,20,0,194
UCL421022,68,110,78,61,60,29,31,56,15,506
UCL421023,32,41,52,46,35,30,51,104,8,400
UCL421024,48,41,38,42,34,21,30,64,4,315
UCL421025,32,25,44,49,37,21,19,54,10,286
UCL421026,33,28,40,32,34,31,22,32,7,258
UCL421027,19,29,56,32,25,16,11,53,5,241
UCL421028,39,64,59,21,45,31,16,32,4,310
UCL421029,52,37,29,31,15,17,13,31,5,223
UCL421030,53,23,36,31,18,16,37,61,8,300
UCL421031,42,27,53,25,27,24,21,44,8,272
UCL421032,35,7,34,18,15,26,23,90,7,254
UCL421033,15,42,0,43,9,6,6,3,3,124
UCL421034,55,61,53,77,41,19,49,54,7,427
UCL421035,32,32,22,39,23,22,17,48,4,255
UCL421036,70,59,111,72,67,49,43,50,10,537
UCL421037,69,65,77,37,52,37,24,65,4,425
UCL421038,88,138,52,61,57,32,10,40,7,481
UCL421039,32,37,48,40,42,31,39,40,4,318
UCL421040,28,42,67,39,44,26,19,38,7,310
UCL421041,47,37,48,25,29,30,27,41,12,290
UCL421042,30,40,43,41,23,20,12,38,3,250
UCL421043,30,25,34,28,14,21,17,37,0,210
UCL422001,11,11,23,11,9,15,19,15,0,115
UCL422002,11,41,4,24,8,5,3,4,3,101
UCL422003,14,16,15,16,8,7,3,28,3,116
UCL422004,11,6,14,11,9,5,22,19,0,107
UCL422005,25,10,18,11,8,4,4,17,0,87
UCL422006,36,39,25,21,17,9,9,32,0,190
UCL422007,16,4,9,14,7,6,6,14,6,87
UCL422008,24,22,31,25,26,16,25,37,3,206
UCL422009,23,20,9,19,4,0,9,15,0,90
UCL422010,28,37,22,15,28,20,14,7,3,172
UCL422011,7,10,4,10,9,4,0,8,3,53
UCL422012,22,24,50,33,21,18,20,35,5,232
UCL422013,20,29,30,24,27,15,12,13,3,178
UCL422014,12,25,16,11,20,9,10,4,4,106
UCL422015,7,22,16,25,15,9,7,21,3,120
UCL422016,6,10,4,11,6,11,7,20,0,88
UCL422017,12,7,15,10,4,9,3,9,0,71
UCL422018,8,5,9,6,0,0,7,18,0,64
UCL422019,19,9,19,21,13,3,10,25,4,127
UCL422020,22,30,8,19,14,9,8,37,7,149
UCL422021,30,23,22,37,18,11,7,17,3,169
UCL422022,7,39,3,10,3,0,0,15,3,82
UCL422023,8,6,13,7,5,3,9,22,6,88
UCL422024,10,9,0,15,0,0,0,7,0,40
UCL422025,17,9,17,18,9,7,13,18,3,100
UCL422026,23,38,49,26,32,17,9,31,0,228
UCL422027,3,16,15,6,3,4,0,4,0,55
UCL422028,21,3,16,12,10,12,9,27,0,111
UCL422029,9,34,3,28,4,0,0,8,0,87
UCL422030,4,5,17,23,5,7,4,25,0,94
UCL422031,0,4,14,8,3,9,15,33,0,99
UCL422032,21,35,29,15,15,16,7,15,4,153
UCL422033,15,22,34,13,12,18,17,11,5,140
UCL422034,33,26,23,15,13,16,11,32,0,175
UCL422035,14,17,34,28,30,24,16,40,9,200
UCL422036,7,8,18,16,12,7,20,38,0,118
UCL422037,5,24,17,10,12,10,13,9,0,102
UCL422038,7,3,18,9,11,5,12,20,7,93
UCL422039,9,8,16,8,8,3,13,10,4,82
UCL422040,37,28,16,18,16,15,9,18,0,144
UCL422041,18,23,13,19,16,15,13,22,0,134
UCL422042,9,14,15,11,0,6,21,9,4,101
UCL422043,20,9,7,13,6,3,0,7,0,66
UCL422044,13,14,14,11,13,5,14,15,0,99
UCL422045,48,23,31,16,24,10,14,29,5,194
UCL422046,20,12,18,16,14,9,14,31,3,139
UCL422047,30,9,7,7,10,8,5,16,0,87
UCL422048,9,5,15,19,3,10,13,24,0,98
UCL422049,12,18,24,11,17,4,8,22,0,118
UCL422050,5,8,6,11,4,0,15,13,0,70
UCL422051,24,18,32,29,14,11,21,35,3,180
UCL422052,31,17,33,16,14,12,9,22,3,155
UCL422053,7,3,3,7,3,4,5,11,0,55
UCL422054,9,3,18,19,8,8,12,19,0,95
UCL422055,10,8,21,15,8,9,22,26,4,126
UCL422056,31,16,19,9,11,6,17,28,6,152
UCL422057,26,18,41,24,22,16,28,42,0,209
UCL422058,6,6,11,9,7,9,9,13,0,69
UCL422059,29,23,22,27,26,6,16,21,3,179
UCL422060,14,15,12,8,9,0,9,3,0,74
UCL422061,20,17,34,22,23,0,5,15,0,141
UCL422062,15,16,21,19,7,15,17,6,0,108
UCL422063,6,19,0,22,9,0,0,3,3,60
UCL431001,18622,10563,10210,6830,7313,4533,5309,9569,1489,74441
UCL479997,0,3,3,0,0,0,4,9,0,22
UCL501001,118609,240888,143197,122436,126522,81117,66162,86429,16577,1001946
UCL511001,2929,5700,6225,4174,3907,3111,3319,4319,543,34235
UCL512001,1442,2424,2110,2040,1489,1406,878,1774,190,13756
UCL512002,1260,1900,2068,1651,1284,1249,842,1556,197,11998
UCL512003,1430,2539,2354,2002,1656,1399,1224,1701,204,14505
UCL512004,1447,2333,3415,1428,1675,994,2548,1400,271,15512
UCL513001,1438,2123,1119,1179,1188,653,430,722,197,9046
UCL513002,567,695,772,477,553,434,540,568,105,4719
UCL513003,1111,1564,2483,859,1090,531,996,998,215,9842
UCL513004,804,1279,2228,676,907,427,1320,889,231,8763
UCL513005,427,569,850,667,577,373,438,514,99,4526
UCL514001,153,222,581,325,221,208,418,439,59,2618
UCL514002,490,681,649,381,318,315,113,362,60,3373
UCL514003,473,638,670,520,301,344,194,566,38,3761
UCL514004,278,360,382,351,324,265,232,377,44,2614
UCL515001,77,45,77,45,39,43,20,69,8,421
UCL515002,58,92,113,72,76,38,65,75,10,603
UCL515003,101,145,149,130,79,84,81,111,14,895
UCL515004,85,131,222,122,132,66,129,118,15,1014
UCL515005,82,126,185,148,87,94,130,159,19,1017
UCL515006,274,305,250,231,244,167,159,224,39,1889
UCL515007,113,204,171,113,109,76,64,104,13,967
UCL515008,81,128,188,51,80,19,64,61,7,687
UCL515009,125,255,173,131,111,83,53,139,16,1091
UCL515010,161,332,118,257,147,59,51,91,22,1237
UCL515011,121,121,186,116,111,76,145,200,15,1095
UCL515012,106,199,188,193,142,91,87,77,19,1098
UCL515013,380,434,422,319,302,176,117,277,62,2492
UCL515014,69,154,45,110,54,22,15,25,10,500
UCL515015,83,83,203,95,92,65,133,383,37,1169
UCL515016,92,117,125,74,78,50,60,93,13,708
UCL515017,127,120,114,91,74,64,66,131,22,803
UCL515018,45,83,168,53,65,44,192,59,13,722
UCL515019,134,185,247,169,162,129,89,419,35,1572
UCL515020,352,547,292,342,299,144,150,240,54,2423
UCL515021,88,149,149,99,83,62,48,81,8,772
UCL515022,198,198,277,226,174,167,192,357,29,1822
UCL515023,125,146,194,128,120,93,137,124,31,1093
UCL515024,75,83,109,79,82,47,82,93,6,659
UCL515025,67,75,97,80,69,56,68,147,24,685
UCL515026,98,103,236,127,149,65,131,136,32,1089
UCL515027,173,285,259,234,155,133,118,232,28,1623
UCL515028,221,340,756,198,209,128,681,221,71,2816
UCL515029,47,53,199,32,49,21,291,81,28,816
UCL515030,91,158,274,184,122,134,206,186,20,1380
UCL515031,175,161,198,119,119,104,103,158,37,1159
UCL515032,74,84,171,71,104,51,84,56,34,733
UCL515033,133,202,395,127,149,67,395,128,31,1626
UCL515034,105,119,221,146,97,79,121,143,15,1049
UCL515035,49,50,84,54,47,43,54,97,12,481
UCL515036,44,70,208,87,81,50,155,135,17,843
UCL515037,79,124,430,81,104,43,188,156,38,1235
UCL515038,97,129,150,122,93,65,92,124,23,891
UCL521001,12,31,71,21,22,17,41,30,6,256
UCL521002,25,46,66,53,31,21,34,27,11,301
UCL521003,29,26,40,32,21,22,32,38,3,234
UCL521004,10,46,9,22,9,7,6,4,3,120
UCL521005,46,51,91,33,47,16,126,50,5,462
UCL521006,33,53,71,53,43,29,59,55,8,393
UCL521007,19,18,30,24,15,22,21,36,3,190
UCL521008,25,18,18,30,19,13,22,38,4,184
UCL521009,30,19,46,24,17,7,34,34,0,210
UCL521010,15,26,59,40,25,15,46,47,8,285
UCL521011,20,38,63,31,45,18,38,43,0,299
UCL521012,27,30,45,27,32,20,26,31,3,238
UCL521013,32,49,85,68,60,35,45,47,18,428
UCL521014,29,33,77,30,32,16,124,35,11,387
UCL521015,57,33,47,27,34,24,26,41,10,299
UCL521016,48,32,47,32,30,29,24,45,8,293
UCL521017,70,45,53,22,51,25,35,37,6,347
UCL521018,29,33,43,17,27,17,41,33,3,247
UCL521019,108,74,102,69,80,46,48,77,19,616
UCL521020,28,29,53,27,30,19,33,49,8,272
UCL521021,67,38,42,26,43,25,49,74,4,379
UCL521022,59,116,56,44,29,39,10,32,6,396
UCL521023,41,30,55,15,27,11,33,28,6,242
UCL521024,66,118,43,104,41,17,25,43,24,489
UCL521025,38,60,73,38,32,21,55,29,14,364
UCL521026,44,56,76,44,42,20,49,30,4,367
UCL521027,22,42,78,22,27,15,133,41,6,380
UCL521028,32,26,55,49,23,16,30,65,9,302
UCL521029,57,41,63,38,28,17,55,92,3,392
UCL521030,47,28,40,20,19,15,20,126,20,340
UCL521031,55,59,91,35,31,9,90,56,4,428
UCL521032,26,44,24,39,24,18,20,24,13,234
UCL521033,32,43,44,19,18,11,44,25,6,244
UCL521034,47,42,81,28,39,20,50,46,16,368
UCL521035,29,31,29,32,17,9,29,43,0,214
UCL521036,20,37,26,17,21,15,19,35,6,209
UCL521037,11,19,61,54,21,33,73,60,4,329
UCL521038,21,28,37,35,12,15,41,42,5,237
UCL521039,51,83,66,42,30,33,14,36,13,373
UCL521040,72,85,98,56,64,19,63,58,6,527
UCL521041,30,47,137,31,25,6,139,31,11,452
UCL521042,46,47,23,38,28,28,29,75,3,324
UCL521043,37,66,36,39,23,10,15,21,0,248
UCL521044,20,25,40,32,22,12,19,37,4,204
UCL521045,36,10,15,18,7,15,15,23,0,147
UCL521046,23,30,30,49,17,12,22,33,0,211
UCL521047,41,20,59,20,35,19,57,54,6,307
UCL521048,36,54,48,41,44,20,21,35,3,307
UCL521049,20,28,4,17,12,10,0,6,0,98
UCL521050,33,45,66,35,37,26,43,52,5,341
UCL521051,16,24,63,43,47,29,42,71,9,350
UCL521052,48,65,35,54,20,8,30,24,7,292
UCL522001,9,37,4,15,3,6,5,10,6,97
UCL522002,19,25,15,8,9,3,11,17,3,114
UCL522003,7,22,4,19,10,4,8,7,0,76
UCL522004,3,0,0,9,7,3,0,9,0,33
UCL522005,5,19,7,22,10,4,3,7,3,78
UCL522006,28,64,35,22,18,18,10,19,9,221
UCL522007,28,12,21,12,4,3,0,17,6,105
UCL522008,15,8,9,7,6,3,15,13,0,74
UCL522009,10,12,48,25,23,12,27,32,0,191
UCL522010,22,40,38,17,19,20,9,4,0,167
UCL522011,24,15,22,16,17,7,16,12,0,142
UCL522012,36,25,22,23,25,7,15,45,7,220
UCL522013,15,25,49,20,16,12,31,24,5,185
UCL522014,10,6,16,10,9,3,21,13,0,88
UCL522015,107,101,73,65,65,28,16,49,10,523
UCL522016,11,0,10,10,3,6,20,18,7,91
UCL522017,17,16,19,7,22,16,20,23,3,142
UCL522018,21,14,9,5,12,4,14,11,5,88
UCL522019,21,5,8,6,5,0,10,13,0,62
UCL522020,10,20,10,12,12,3,11,6,0,83
UCL522021,33,15,22,16,16,7,22,24,4,152
UCL522022,16,8,20,18,9,9,11,12,0,97
UCL522023,12,18,21,22,8,3,22,20,6,136
UCL522024,9,38,8,11,9,9,6,7,0,93
UCL522025,21,20,25,16,25,14,27,27,3,175
UCL522026,15,9,21,8,4,9,9,12,0,91
UCL522027,14,19,25,12,13,4,32,26,5,144
UCL522028,7,4,4,0,5,5,7,43,7,85
UCL522029,5,15,38,22,19,15,18,11,5,161
UCL522030,16,18,25,7,18,10,24,19,0,132
UCL522031,10,22,0,9,5,4,0,0,0,54
UCL522032,3,22,0,18,11,0,0,4,0,60
UCL522033,12,14,14,19,6,6,5,30,3,116
UCL522034,6,14,6,4,0,0,4,0,0,38
UCL522035,22,5,22,7,10,4,12,17,7,106
UCL522036,21,10,14,7,9,0,19,17,3,104
UCL522037,15,15,18,14,4,8,14,22,4,121
UCL522038,53,34,51,23,27,20,26,32,9,279
UCL522039,27,39,28,31,20,4,31,15,9,200
UCL522040,10,13,8,4,10,5,6,17,8,80
UCL522041,11,14,19,10,10,0,20,18,5,108
UCL522042,29,33,88,18,26,9,95,35,6,326
UCL522043,0,5,5,12,6,5,0,12,4,47
UCL522044,14,20,11,22,5,7,16,15,8,111
UCL522045,3,9,6,4,0,0,0,0,0,32
UCL522046,27,13,16,14,9,6,21,13,3,119
UCL522047,19,20,17,21,15,11,17,22,0,140
UCL522048,18,19,26,16,7,7,13,7,0,121
UCL522049,9,14,10,17,10,0,17,12,0,94
UCL522050,37,19,26,13,13,13,16,30,0,167
UCL522051,8,3,28,14,13,16,7,13,0,101
UCL522052,15,4,15,19,4,0,6,9,0,64
UCL522053,9,11,3,3,6,0,0,3,0,31
UCL522054,22,5,10,10,15,3,17,7,0,82
UCL522055,30,38,25,20,24,3,28,22,0,197
UCL522056,29,24,49,12,18,9,69,25,7,243
UCL522057,45,47,31,45,31,13,8,32,0,249
UCL522058,16,6,11,8,6,0,13,10,0,71
UCL522059,15,16,30,17,14,3,19,13,6,132
UCL522060,3,10,0,0,4,0,0,0,0,18
UCL522061,30,24,21,16,14,12,9,13,0,136
UCL522062,5,11,3,6,0,6,0,4,4,37
UCL522063,9,28,0,9,5,0,0,0,0,47
UCL522064,12,24,7,33,9,5,3,12,10,121
UCL522065,22,12,15,5,10,4,7,18,0,96
UCL522066,33,12,22,20,16,21,23,39,0,178
UCL522067,25,40,73,20,14,5,76,35,3,292
UCL522068,17,37,34,29,20,14,12,11,3,182
UCL522069,17,12,22,7,12,5,12,19,0,99
UCL522070,10,9,21,11,12,12,17,30,0,126
UCL522071,4,14,8,6,5,4,4,10,18,74
UCL531001,20193,13557,18371,7209,8771,4373,13098,11183,1679,98440
UCL579997,96,324,627,58,45,6,172,344,23,1697
UCL603001,11492,23943,11700,13591,12252,8036,4018,8453,1661,95146
UCL611001,4150,7916,4834,5502,4363,3751,2484,4244,641,37880
UCL612001,729,1410,1168,1278,968,941,747,1126,124,8487
UCL612002,977,1446,1550,1606,1074,1081,746,1572,192,10261
UCL613001,509,800,756,769,548,492,406,677,102,5051
UCL614001,275,403,485,341,310,201,120,259,59,2460
UCL614002,197,219,406,417,295,226,252,345,42,2397
UCL614003,203,296,307,314,197,182,171,244,39,1962
UCL615001,15,22,65,42,27,35,61,91,14,372
UCL615002,44,55,64,48,44,36,47,53,14,403
UCL615003,84,78,108,71,61,33,43,80,8,569
UCL615004,40,64,62,53,37,30,19,40,14,355
UCL615005,161,139,119,156,85,91,81,135,21,987
UCL615006,60,84,58,63,55,33,37,47,3,444
UCL615007,53,66,67,68,60,28,29,47,8,428
UCL615008,96,109,225,203,105,121,202,256,39,1356
UCL615009,108,174,198,137,177,130,108,126,24,1189
UCL615010,70,113,131,97,101,70,53,136,17,790
UCL615011,200,237,295,272,186,207,166,269,26,1857
UCL615012,253,425,322,296,236,208,127,150,28,2044
UCL615013,149,195,257,225,169,138,151,213,26,1530
UCL615014,154,249,201,169,169,117,50,102,19,1230
UCL615015,178,265,239,238,281,152,92,165,32,1644
UCL615016,138,302,238,208,155,112,111,156,17,1435
UCL615017,168,212,247,216,222,163,155,173,19,1588
UCL615018,191,285,226,228,174,154,102,148,25,1534
UCL615019,40,68,81,68,40,52,29,52,12,436
UCL615020,54,88,120,96,57,46,102,113,19,687
UCL615021,82,64,102,88,75,71,99,147,17,749
UCL615022,39,36,64,49,46,36,40,53,5,381
UCL615023,188,137,166,163,124,102,150,355,25,1415
UCL615024,108,206,135,90,97,69,47,83,14,847
UCL615025,159,188,181,188,230,133,80,158,39,1359
UCL615026,66,59,78,79,50,52,27,82,13,499
UCL615027,64,93,118,87,59,54,76,73,13,640
UCL621001,23,18,45,28,41,30,29,33,3,241
UCL621002,63,63,48,44,35,30,15,75,9,383
UCL621003,26,33,50,46,40,29,26,43,3,293
UCL621004,29,35,54,35,20,46,22,61,8,303
UCL621005,32,36,41,19,35,22,26,28,4,243
UCL621006,46,119,57,47,34,22,5,14,3,341
UCL621007,45,80,56,29,38,11,7,19,6,293
UCL621008,27,14,65,36,32,37,49,73,8,338
UCL621009,45,38,53,32,31,29,19,89,8,343
UCL621010,27,28,25,27,23,11,15,54,13,220
UCL621011,27,42,50,41,40,20,12,37,0,275
UCL621012,56,187,32,42,29,22,3,20,9,389
UCL621013,34,23,38,28,21,18,22,41,7,241
UCL621014,31,51,55,36,31,38,16,38,12,313
UCL621015,60,111,51,43,57,48,8,27,9,415
UCL621016,58,120,49,40,49,24,6,23,8,386
UCL621017,21,40,26,20,14,15,16,13,7,173
UCL621018,30,27,18,37,15,23,16,38,0,202
UCL621019,33,47,40,28,18,16,18,22,0,223
UCL621020,27,18,57,41,31,19,45,63,11,316
UCL621021,52,83,88,69,74,47,25,63,5,511
UCL621022,67,93,62,44,66,27,16,22,11,413
UCL621023,19,47,43,34,13,12,60,39,9,281
UCL621024,35,43,39,34,23,18,14,35,9,248
UCL621025,38,57,48,37,54,12,15,20,9,293
UCL621026,52,39,35,28,29,22,17,47,5,270
UCL621027,26,28,41,27,29,25,14,31,5,227
UCL621028,59,56,52,53,34,27,27,65,6,367
UCL621029,36,61,57,49,27,37,24,32,9,325
UCL621030,48,19,35,38,17,21,26,58,3,265
UCL621031,39,16,42,40,23,10,22,66,8,266
UCL621032,26,14,47,29,24,13,56,37,3,251
UCL622001,24,29,18,16,6,8,3,21,0,119
UCL622002,26,11,30,20,21,5,20,29,8,172
UCL622003,16,15,41,11,27,17,28,19,5,176
UCL622004,7,12,14,11,16,9,3,14,4,97
UCL622005,27,34,28,18,24,8,4,8,0,152
UCL622006,24,8,21,18,15,12,5,19,3,121
UCL622007,25,47,20,15,18,7,0,26,3,157
UCL622008,9,5,14,21,4,5,18,24,0,102
UCL622009,17,57,30,19,10,14,10,25,12,203
UCL622010,20,18,23,10,13,11,10,14,3,121
UCL622011,21,20,17,10,12,10,13,17,3,128
UCL622012,18,22,22,13,15,13,20,16,8,142
UCL622013,29,43,47,18,30,16,12,14,4,207
UCL622014,12,11,30,19,20,18,29,24,6,169
UCL622015,28,46,29,24,20,8,12,15,0,186
UCL622016,16,19,15,20,17,10,10,9,0,116
UCL622017,14,9,10,14,10,10,16,18,0,87
UCL622018,13,19,20,18,7,8,0,24,5,106
UCL622019,24,59,25,16,22,11,3,10,0,171
UCL622020,11,13,41,20,29,20,21,40,0,195
UCL622021,17,7,18,6,5,18,5,25,10,100
UCL622022,35,39,23,31,21,11,11,26,3,192
UCL622023,9,8,25,29,13,22,21,21,7,159
UCL622024,25,22,16,8,17,7,16,17,0,124
UCL622025,7,6,32,12,9,3,24,13,0,100
UCL622026,3,0,7,3,9,5,4,11,0,54
UCL622027,15,16,18,16,9,4,5,16,5,100
UCL631001,9137,8319,7870,5451,5218,3379,3799,6179,1039,50394
UCL679997,14,78,74,21,9,0,18,58,0,277
UCL703001,8952,15965,9202,10468,9567,4831,3383,5147,1277,68792
UCL712001,1696,3585,1704,2358,1726,837,499,951,363,13722
UCL714001,365,681,437,567,384,173,129,251,93,3072
UCL715001,37,114,40,97,31,44,9,27,40,438
UCL715002,24,87,24,49,17,3,5,32,25,267
UCL715003,48,123,45,101,42,18,19,43,8,448
UCL715004,17,38,16,26,17,14,7,4,11,151
UCL715005,17,46,10,34,17,9,4,17,13,171
UCL715006,182,391,296,165,209,79,150,113,25,1613
UCL715007,157,294,118,272,147,49,31,91,25,1177
UCL715008,27,102,33,68,18,17,13,28,24,329
UCL715009,37,87,26,56,32,10,9,29,8,294
UCL721001,52,93,63,43,41,12,57,18,3,392
UCL721002,13,29,12,26,4,6,14,26,3,135
UCL721003,37,49,23,41,28,13,22,24,19,251
UCL721004,10,37,8,35,7,0,9,22,0,129
UCL721005,15,41,6,34,9,19,3,10,16,140
UCL721006,8,48,3,24,9,0,0,7,0,103
UCL721007,42,56,75,40,58,18,25,18,5,337
UCL721008,52,47,72,44,40,19,22,27,4,313
UCL721009,143,170,131,97,76,28,52,69,7,764
UCL721010,10,33,5,39,12,6,3,14,0,127
UCL721011,3,16,3,21,5,0,0,5,0,57
UCL721012,7,40,4,24,17,0,3,12,7,113
UCL721013,16,42,3,18,5,4,0,6,6,107
UCL721014,14,52,13,49,12,0,5,14,0,162
UCL721015,8,27,5,20,0,0,7,7,0,80
UCL721016,22,67,18,42,16,8,10,12,0,193
UCL721017,26,65,8,31,16,5,5,10,4,163
UCL721018,117,113,132,221,82,53,28,99,16,858
UCL722001,32,19,16,15,24,13,15,10,6,148
UCL722002,10,20,3,18,10,4,0,8,3,80
UCL722003,9,12,5,13,0,5,0,7,4,61
UCL722004,0,6,0,10,0,0,0,0,0,12
UCL722005,11,22,3,9,3,11,0,7,3,69
UCL722006,4,6,3,15,4,3,0,5,0,44
UCL722007,4,11,3,22,0,6,0,13,0,58
UCL722008,5,12,3,14,8,0,5,7,0,61
UCL722009,8,19,4,21,3,0,3,14,0,71
UCL722010,19,51,21,25,19,3,14,33,3,183
UCL722011,0,0,0,0,0,0,0,3,3,13
UCL722012,3,33,3,10,8,3,0,9,0,71
UCL722013,5,9,0,4,0,0,0,5,0,21
UCL722014,5,18,13,22,3,5,0,9,3,89
UCL722015,8,14,9,7,0,0,3,8,0,45
UCL722016,31,62,40,23,43,10,10,23,3,248
UCL722017,0,4,9,19,5,5,4,3,5,41
UCL722018,7,25,3,21,3,5,0,5,0,63
UCL722019,7,4,0,14,4,0,0,8,0,40
UCL722020,69,88,40,40,50,25,18,48,8,385
UCL722021,14,16,6,10,0,4,5,6,9,74
UCL722022,4,20,0,10,12,3,5,5,0,57
UCL722023,15,50,6,15,5,5,0,8,0,103
UCL722024,10,23,7,26,3,9,7,6,3,93
UCL722025,0,14,0,9,3,14,3,20,9,72
UCL722026,9,13,0,7,6,0,3,3,0,49
UCL722027,16,31,6,25,4,4,0,9,5,102
UCL722028,23,28,19,16,14,8,10,13,0,134
UCL722029,9,19,0,17,0,8,0,10,0,72
UCL722030,6,9,6,3,3,0,5,6,0,31
UCL722031,24,35,21,20,14,4,19,21,0,173
UCL722032,8,7,0,22,4,0,0,12,0,53
UCL722033,8,13,3,13,4,4,3,6,4,66
UCL722034,31,37,20,23,28,12,9,9,3,172
UCL722035,10,19,0,26,4,5,0,12,5,89
UCL722036,13,15,7,16,4,7,4,9,6,85
UCL722037,12,5,0,10,3,0,0,6,0,34
UCL722038,0,8,0,6,0,0,0,4,0,22
UCL722039,8,21,0,16,0,4,0,12,8,72
UCL722040,0,6,0,9,0,0,0,3,0,21
UCL731001,2839,3060,3113,1943,2171,836,1470,2178,377,17978
UCL779997,12,85,63,17,0,0,8,86,4,282
UCL802001,44105,77875,23832,27095,36004,15213,6000,12372,5249,247742
UCL822001,24,53,10,16,25,9,3,5,0,149
UCL822002,36,48,29,16,19,5,7,14,3,185
UCL831001,142,60,50,37,33,15,0,29,5,378
UCL879997,0,0,0,0,0,0,0,0,0,0
UCL915001,103,127,137,146,87,13,71,84,14,777
UCL921001,157,119,171,146,132,101,39,99,19,979
UCL922001,15,18,25,25,15,8,8,34,0,149
UCL922002,126,38,4,21,9,0,0,0,3,206
UCL922003,35,42,22,13,6,5,4,11,0,136
UCL931001,63,51,59,48,50,20,18,41,9,361
UCL979997,0,0,0,0,0,0,0,0,0,0
