UCL_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
UCL213016,2838,179,0,10,0,3037,2367,81,0,0,0,2453,916,444,0,3,0,1365,253,118,5,0,0,367,23,49,0,0,0,69,321,89,0,3,0,411,27,26,0,10,0,63,7,10,0,0,0,12,1539,729,5,18,0,2293,59,27,0,0,0,93,378,232,0,12,0,629,7188,1251,3,42,9,8498
UCL213017,2331,104,104,159,0,2702,2656,30,31,4,0,2724,901,136,77,0,4,1120,111,68,14,0,0,198,7,3,5,0,0,18,239,37,21,4,0,301,25,4,5,9,0,41,5,0,0,0,0,12,1295,249,129,10,4,1685,54,4,46,27,0,129,263,33,31,0,3,330,6597,418,347,204,8,7568
UCL213018,1389,154,3,63,4,1616,909,44,4,3,0,963,340,159,3,4,0,516,51,47,0,0,0,94,4,8,0,0,0,13,132,42,4,3,0,169,14,4,0,11,0,25,4,0,0,0,0,5,545,255,9,10,0,820,38,4,0,3,0,53,142,45,0,10,0,197,3026,507,16,96,3,3646
UCL214001,1104,64,3,9,0,1187,827,15,0,3,0,848,390,113,3,3,4,515,66,38,0,0,0,104,3,6,0,0,0,8,140,18,0,3,0,161,34,5,0,12,0,49,0,3,0,0,0,0,632,179,3,20,3,836,38,19,0,0,0,62,140,35,0,12,0,189,2742,322,15,40,7,3124
UCL214002,544,18,3,0,0,564,1125,19,0,0,0,1150,134,35,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,0,0,44,5,0,0,0,0,7,0,0,0,0,0,0,180,40,0,0,0,222,14,0,0,0,0,14,55,4,0,0,0,55,1921,82,3,0,0,2008
UCL214003,1642,113,0,7,4,1766,1053,39,0,5,4,1091,475,256,0,4,0,735,139,79,0,0,0,221,10,17,0,0,0,25,152,28,0,0,0,183,13,10,0,0,0,30,7,4,0,0,0,15,798,392,6,0,0,1197,46,29,0,0,0,72,244,62,0,38,5,351,3778,635,9,45,18,4474
UCL214004,881,22,0,10,0,918,559,11,0,4,3,573,313,61,0,0,0,374,79,39,0,0,0,115,11,22,0,0,0,28,119,7,0,0,0,130,18,7,0,10,0,34,5,3,0,0,0,9,542,136,0,11,0,694,25,6,0,0,4,34,111,35,0,12,0,160,2127,204,3,33,4,2373
UCL214005,169,10,0,0,0,177,138,7,3,0,0,147,14,11,0,0,0,28,4,3,0,0,0,10,0,0,0,0,0,0,19,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,38,23,0,0,0,62,3,0,0,0,0,3,22,9,0,0,0,25,376,48,0,0,0,422
UCL214006,1201,176,22,6,3,1400,595,32,20,0,5,647,422,72,29,0,0,517,6,6,21,0,0,30,0,3,13,0,0,21,132,22,6,0,0,157,10,12,4,4,3,22,3,0,0,0,0,3,567,111,71,4,5,757,54,18,3,0,0,84,173,27,10,5,0,210,2582,359,125,13,9,3097
UCL214007,304,23,0,0,0,324,1040,77,0,0,0,1119,281,45,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,52,6,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,334,56,0,0,0,388,11,0,0,0,0,11,83,7,0,0,0,92,1771,157,0,0,0,1933
UCL214008,1629,47,17,11,0,1708,1222,16,3,0,0,1251,374,95,54,0,0,519,122,13,16,0,0,158,10,22,0,0,0,35,217,24,8,0,3,248,24,9,0,16,0,52,9,11,0,0,0,16,757,174,78,16,3,1030,53,20,0,0,3,79,161,19,16,0,0,197,3826,274,110,35,7,4252
UCL214009,1205,95,3,36,5,1344,1356,46,7,0,3,1401,230,67,4,0,0,300,44,44,0,0,0,88,14,12,0,0,0,28,111,12,0,0,0,130,4,0,0,3,0,10,4,4,0,0,0,7,407,137,5,4,0,558,29,9,0,0,0,46,146,20,3,0,0,169,3149,302,13,45,5,3514
UCL214010,1315,102,4,0,0,1422,597,28,0,0,0,626,254,53,0,0,0,304,5,32,0,0,0,37,0,8,0,0,0,16,108,8,0,0,0,111,9,0,0,3,0,9,0,0,0,0,0,0,380,100,3,3,0,481,37,5,0,0,0,45,83,20,0,0,0,106,2410,253,8,4,0,2678
UCL214011,841,182,9,5,0,1041,1344,40,5,0,0,1397,388,61,11,0,0,455,18,21,0,0,0,37,0,0,0,0,0,0,103,16,0,0,0,121,9,6,0,16,0,28,0,0,0,0,0,5,524,108,10,16,0,651,41,70,0,0,0,109,161,38,7,13,0,219,2919,437,24,29,6,3414
UCL214012,963,84,7,0,0,1059,713,11,0,0,0,724,244,119,9,0,0,366,54,29,0,0,0,86,14,17,0,0,0,29,113,24,0,0,0,141,8,5,0,7,0,26,3,4,0,0,0,7,427,206,9,7,0,661,27,6,0,0,0,34,111,32,4,3,0,143,2240,340,21,15,3,2620
UCL214013,720,66,0,8,0,793,639,22,0,4,0,666,241,89,0,6,0,340,42,24,0,0,0,68,5,22,0,0,0,29,79,21,0,7,0,112,9,0,0,0,0,9,0,0,0,0,0,5,378,161,0,15,0,555,27,3,0,4,0,40,54,22,0,0,0,85,1823,280,0,32,0,2134
UCL214014,1206,99,8,48,7,1367,553,24,0,0,7,586,255,105,19,0,0,373,69,51,7,0,0,124,8,4,0,0,0,18,108,30,0,3,3,142,11,0,6,24,0,43,3,0,0,0,0,6,457,185,30,28,3,707,32,0,0,5,0,41,193,44,8,51,11,306,2445,351,48,129,28,3002
UCL214015,978,33,6,3,0,1025,687,3,0,0,0,693,289,16,6,0,0,311,44,0,3,0,0,46,23,0,14,0,0,34,96,3,3,0,0,108,15,4,0,11,0,34,11,0,0,0,0,7,481,22,32,12,0,549,29,7,0,0,0,39,121,0,0,0,0,123,2290,74,32,24,0,2421
UCL214016,1360,109,4,36,13,1518,808,11,5,6,0,833,399,102,17,5,0,525,88,38,9,0,0,134,13,20,11,0,0,42,210,26,7,10,0,251,11,0,0,7,3,29,14,0,0,0,0,14,736,184,46,25,3,998,55,27,0,0,0,88,182,39,14,10,4,248,3143,374,67,76,21,3681
UCL214017,1266,96,13,7,0,1389,508,17,3,4,0,532,170,22,10,0,0,202,0,9,0,0,0,9,0,0,0,0,0,0,66,13,7,0,0,93,8,0,0,0,0,11,3,0,0,0,0,3,248,47,18,7,0,322,57,45,0,0,0,110,130,15,0,0,0,146,2217,218,46,18,4,2500
UCL214018,2035,107,8,12,5,2157,881,30,5,3,8,923,548,110,10,0,0,671,0,0,0,0,0,0,0,6,0,0,0,10,123,23,6,0,0,151,5,4,0,6,0,17,3,0,0,0,0,4,692,147,8,12,4,853,64,10,0,0,0,74,257,18,0,7,0,287,3933,306,20,33,12,4302
UCL214019,864,27,0,12,0,907,642,3,0,0,0,648,327,103,0,3,0,444,152,50,0,0,0,206,15,7,0,0,0,26,125,28,0,0,0,155,22,5,0,5,3,36,4,3,0,0,0,6,651,200,0,11,5,865,26,4,0,0,0,35,182,26,0,35,0,239,2357,258,3,55,10,2691
UCL214020,1015,18,17,7,3,1065,631,3,3,0,0,635,252,44,54,0,0,352,56,14,17,0,0,85,7,0,17,0,0,27,102,9,6,4,3,122,21,0,6,4,0,35,3,0,6,0,0,5,442,69,106,11,3,627,37,0,8,0,0,45,111,7,16,0,0,136,2231,98,150,23,9,2514
UCL214021,589,68,8,0,0,660,806,67,10,0,0,878,169,85,16,0,0,265,21,9,0,0,0,34,5,0,0,0,0,5,41,18,0,0,0,61,5,0,0,0,0,5,0,0,0,0,0,3,241,111,15,0,0,366,14,3,0,0,0,16,69,8,3,0,0,87,1716,250,32,0,3,2011
UCL214022,1557,58,4,81,4,1705,881,17,0,0,0,897,496,31,0,0,0,532,85,73,7,0,0,163,22,15,12,0,0,50,198,9,0,3,0,211,13,5,0,8,0,19,5,0,0,3,0,6,813,134,15,16,3,985,38,11,0,0,0,50,192,24,3,18,0,236,3487,243,25,110,12,3873
UCL215001,401,0,0,3,0,406,191,5,0,0,0,196,24,0,0,4,0,29,4,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,63,0,3,3,0,70,15,0,0,0,0,15,37,0,0,0,0,37,704,9,8,9,0,724
UCL215002,491,14,0,46,0,550,285,0,0,3,0,293,105,41,0,3,0,149,8,16,0,0,0,25,5,3,0,0,0,10,55,8,0,3,0,60,4,0,0,9,0,9,0,0,0,0,0,0,177,64,0,9,0,260,12,0,0,0,0,12,41,7,0,0,3,54,1011,95,0,63,4,1168
UCL215003,686,29,0,12,0,718,333,13,0,0,0,356,107,23,3,0,0,132,10,5,0,0,0,12,0,8,0,0,0,9,59,8,0,0,0,73,5,0,0,3,0,11,6,0,0,0,0,6,186,42,3,3,0,239,44,5,0,3,0,53,73,7,0,0,0,80,1316,99,6,25,5,1448
UCL215004,258,16,4,6,0,291,128,9,5,5,3,145,64,36,9,0,0,108,3,0,0,0,0,5,0,4,5,0,0,10,36,9,3,0,3,52,14,5,5,5,4,26,0,0,0,0,0,0,121,61,22,5,3,206,19,0,0,3,0,23,58,22,9,0,0,83,579,101,37,25,9,747
UCL215005,224,0,0,5,0,230,131,0,0,0,4,133,29,4,0,0,0,32,0,11,0,0,0,6,0,0,0,0,0,0,41,0,0,0,0,41,4,0,0,0,0,4,0,0,0,0,0,5,72,14,0,0,0,91,4,0,0,0,0,4,37,3,0,6,0,47,478,21,0,10,3,508
UCL215006,354,22,0,0,0,374,431,13,0,0,0,444,107,18,0,6,0,131,14,10,0,0,0,21,0,0,0,0,0,4,45,4,0,0,0,47,5,0,0,5,0,11,0,0,0,0,0,0,173,31,0,10,0,214,17,0,0,0,0,17,34,9,0,0,0,43,1005,71,3,15,0,1096
UCL215007,480,20,0,0,0,497,334,4,0,0,0,342,56,7,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,38,0,0,0,0,0,3,0,0,0,0,0,0,95,6,0,0,3,99,8,0,0,0,0,11,53,3,0,0,0,59,968,37,4,0,5,1012
UCL215008,186,0,0,0,0,187,342,3,0,0,0,344,62,0,0,0,0,62,5,0,0,0,0,5,5,0,0,0,0,5,12,0,0,0,0,12,19,0,0,0,0,19,0,0,0,0,0,0,103,0,0,0,0,103,4,0,0,0,0,4,11,0,0,0,0,11,649,3,0,0,0,653
UCL215009,233,0,0,6,0,240,96,0,0,0,0,101,17,0,0,0,0,17,0,0,4,0,0,4,0,0,0,0,0,0,22,0,0,0,0,30,0,0,0,3,0,0,0,0,0,0,0,0,44,4,4,0,0,51,3,0,0,0,0,3,28,0,0,0,0,28,405,3,5,10,0,416
UCL215010,230,0,0,0,0,231,384,0,0,0,0,384,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,5,0,0,0,0,9,42,0,0,0,0,42,687,0,0,0,0,694
UCL215011,264,0,0,0,0,272,132,0,0,0,0,133,46,0,0,0,0,50,0,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,44,3,3,0,4,0,10,0,0,0,0,0,5,94,9,0,3,0,110,4,0,0,0,0,4,29,0,0,0,0,29,525,14,3,8,0,556
UCL215012,604,15,0,10,0,634,397,6,0,3,4,411,158,15,12,0,0,188,22,15,0,0,0,38,3,3,0,0,0,4,71,10,0,5,4,86,3,0,0,0,0,8,0,0,0,0,0,0,263,44,12,5,3,324,26,0,0,0,5,31,52,8,4,4,0,66,1342,71,16,23,12,1467
UCL215013,138,0,0,0,0,138,865,0,0,0,0,871,190,5,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,214,5,0,0,0,220,3,0,0,0,0,3,60,0,0,0,0,60,1289,8,0,0,0,1301
UCL215014,137,0,0,0,0,137,250,0,0,0,0,250,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,37,6,0,0,0,0,6,17,0,0,0,0,17,446,0,0,0,0,444
UCL215015,436,34,7,5,0,478,254,18,0,0,0,272,99,32,5,0,0,134,10,11,0,0,0,24,3,0,0,0,0,3,50,23,9,4,0,79,9,8,0,7,3,23,0,0,0,0,0,0,172,73,14,12,3,268,21,0,0,0,0,27,53,26,11,3,0,92,937,145,31,19,3,1137
UCL215016,462,22,0,0,0,483,740,10,6,0,0,749,200,9,0,0,0,215,10,18,0,0,0,32,6,5,0,0,0,11,52,0,0,0,0,59,3,0,0,0,0,3,4,0,0,0,0,3,280,42,0,0,0,319,16,0,0,0,0,16,78,9,0,0,0,86,1567,81,4,6,3,1655
UCL215017,288,11,0,0,5,299,453,4,0,0,0,456,65,0,0,0,0,65,0,3,0,0,0,6,0,0,0,0,0,0,33,0,0,0,0,33,4,0,0,0,0,4,0,0,0,0,0,0,98,4,0,0,0,101,13,0,0,0,0,13,55,5,0,0,0,60,909,20,0,0,5,931
UCL215018,594,16,0,0,0,612,340,3,0,0,0,346,102,36,0,0,0,140,21,21,0,0,0,40,3,0,0,0,0,3,61,7,0,0,0,69,6,0,0,0,0,6,6,0,0,0,0,4,204,66,3,0,0,270,12,0,0,0,0,12,62,14,0,0,0,75,1212,102,0,0,0,1316
UCL215019,277,37,0,0,0,316,298,35,0,0,0,334,102,12,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,49,9,0,0,0,56,6,0,0,0,0,6,0,0,0,0,0,0,155,10,0,0,0,174,18,3,0,0,0,23,93,18,0,0,0,111,840,115,8,0,0,955
UCL215020,333,0,6,5,3,344,135,0,0,0,0,134,21,0,10,3,0,36,0,0,3,0,0,3,5,0,3,0,0,0,42,0,0,0,0,44,8,0,6,0,0,17,0,0,0,0,0,3,80,0,25,5,0,111,14,0,7,0,0,19,30,0,5,0,0,38,590,0,37,8,3,645
UCL215021,206,6,3,10,0,224,192,4,3,9,0,205,30,0,0,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,3,0,0,0,0,0,0,62,0,6,0,0,72,0,0,0,4,0,6,32,0,0,8,4,49,498,12,11,23,7,557
UCL215022,680,7,4,0,0,687,548,0,0,0,0,547,301,5,11,0,0,316,98,0,20,0,0,119,11,0,0,0,0,11,101,4,7,0,0,109,4,4,0,0,0,8,0,0,0,0,0,0,519,13,42,0,0,566,10,0,0,0,0,10,115,6,13,0,0,131,1872,23,52,0,0,1951
UCL215023,291,9,0,3,0,299,156,9,0,0,0,166,37,19,0,0,0,48,9,15,0,0,0,20,0,0,0,0,0,0,44,7,0,0,0,56,4,0,0,0,0,9,0,0,0,0,0,0,95,36,0,0,0,133,8,0,0,0,0,9,28,0,0,0,0,33,576,57,0,3,0,643
UCL215024,420,18,0,7,0,443,193,0,0,0,4,197,63,11,0,0,0,70,12,17,0,0,0,26,0,0,0,0,0,0,39,0,0,0,0,45,7,4,0,3,0,16,0,0,0,0,0,0,126,29,0,3,0,163,19,0,0,0,0,17,53,0,0,0,0,63,808,49,6,13,4,877
UCL215025,194,0,0,0,0,196,150,0,0,0,0,151,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,82,7,0,0,0,0,7,28,0,0,0,0,28,464,0,3,0,0,467
UCL215026,215,0,0,0,0,215,159,0,3,0,0,166,72,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,96,3,0,0,0,0,3,47,0,0,0,0,47,527,0,3,0,0,530
UCL215027,227,0,0,0,0,224,129,0,0,0,0,129,41,3,0,0,0,46,9,0,0,0,0,9,0,3,0,0,0,3,49,0,0,0,0,51,10,0,0,0,0,10,0,0,0,0,0,0,108,7,4,0,0,119,14,0,0,0,0,16,55,3,0,0,0,60,528,13,8,0,0,552
UCL215028,462,0,15,12,0,495,371,4,9,3,0,386,95,0,20,4,0,114,15,0,31,0,0,48,0,0,0,0,0,0,61,0,0,0,0,67,4,0,0,4,0,6,0,0,0,0,0,0,175,4,53,9,0,234,8,4,16,0,0,27,98,4,23,0,0,124,1118,20,109,24,0,1270
UCL215029,737,34,0,7,0,779,469,10,0,0,4,492,183,28,0,0,0,213,8,26,0,0,0,38,3,11,0,0,0,18,128,12,0,0,3,142,8,0,0,3,0,15,0,0,0,0,0,3,337,83,0,3,4,430,31,6,0,0,0,37,101,17,0,3,0,119,1672,148,3,15,7,1852
UCL215030,297,0,5,3,4,305,174,0,0,0,0,174,25,0,6,0,0,35,8,0,4,0,0,10,0,0,8,0,0,6,44,0,0,0,0,43,14,0,0,0,0,12,0,0,5,0,0,5,89,0,16,0,0,112,13,0,0,0,0,13,26,0,0,0,0,30,599,0,18,6,4,628
UCL215031,276,0,4,3,0,283,140,3,0,0,0,145,24,0,3,0,0,25,10,0,14,0,0,30,0,0,4,0,0,4,43,0,0,0,0,43,9,0,0,0,0,11,0,0,0,0,0,0,85,0,17,0,0,108,13,0,3,0,0,11,51,0,0,0,0,59,569,8,27,5,0,604
UCL215032,600,20,0,8,0,628,346,10,0,0,0,354,140,34,8,0,0,182,31,10,0,0,0,38,20,0,0,0,0,20,56,7,0,0,0,64,13,0,0,0,0,19,4,0,0,0,0,0,273,49,9,0,0,326,19,3,0,0,0,22,93,4,6,0,0,100,1326,90,16,8,0,1435
UCL215033,163,0,0,0,0,163,641,0,0,0,0,641,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,79,0,0,0,0,0,0,13,0,0,0,0,13,905,0,0,0,0,901
UCL215034,296,9,10,7,0,320,88,0,3,0,0,99,62,14,15,0,0,94,7,0,7,0,0,20,0,0,11,0,0,15,22,0,0,0,0,26,4,0,0,8,0,13,0,0,0,0,0,0,100,14,34,8,0,163,9,0,8,0,0,22,43,0,0,0,0,52,537,30,58,15,0,652
UCL215035,174,0,24,0,0,193,275,0,6,0,0,282,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,20,0,0,0,0,0,0,4,0,0,0,0,4,61,0,4,0,0,69,10,0,0,0,0,11,43,5,3,0,0,44,550,8,40,0,0,591
UCL215036,125,0,10,0,0,127,203,0,0,0,0,203,31,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,50,0,4,0,0,56,4,0,0,0,0,3,40,0,3,0,0,36,414,0,15,0,3,437
UCL215037,220,0,0,41,0,255,230,0,3,0,0,231,73,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,3,0,3,0,0,0,0,0,0,105,0,0,3,0,106,7,0,0,0,0,11,44,0,0,7,0,56,606,0,3,56,0,667
UCL215038,401,5,0,20,0,436,204,4,0,3,0,213,69,9,0,0,0,75,9,0,0,0,0,9,11,0,0,0,0,11,40,9,0,0,0,52,7,0,0,3,0,12,3,0,0,0,0,8,142,16,0,3,3,168,16,0,0,0,0,14,81,0,5,0,0,84,842,29,6,31,0,908
UCL215039,250,4,5,0,0,256,189,0,0,0,0,193,53,0,17,0,0,78,8,0,6,0,0,11,0,0,0,0,0,0,41,0,3,0,0,48,5,0,0,0,0,3,0,0,0,0,0,0,105,0,29,0,0,135,6,0,3,0,0,9,61,0,6,0,0,64,611,0,47,0,0,667
UCL215040,237,0,0,6,0,246,161,0,0,0,0,163,43,9,3,0,0,51,19,3,0,0,0,17,4,5,0,0,0,11,33,0,0,0,0,34,8,0,0,10,0,12,0,0,0,0,0,3,103,17,3,10,0,133,4,0,0,0,0,3,62,7,0,0,0,73,573,28,4,12,0,609
UCL215041,680,40,0,0,0,723,387,4,0,0,0,398,152,53,0,0,0,208,46,13,0,0,0,50,0,0,0,0,0,0,69,19,0,0,0,89,15,0,0,3,0,16,9,0,0,0,0,9,286,88,0,3,0,377,29,0,0,0,0,26,85,16,0,30,0,135,1466,145,0,44,5,1666
UCL215042,158,0,0,0,0,158,265,0,0,0,0,265,6,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,28,0,0,0,0,0,0,32,0,0,0,0,36,468,5,0,0,0,478
UCL215043,243,0,30,0,0,280,605,5,16,0,0,624,110,3,40,0,0,157,0,0,23,0,0,25,0,0,0,0,0,0,37,0,5,0,0,44,0,0,0,0,0,0,0,0,4,0,0,0,151,3,77,0,0,227,10,0,0,0,0,10,36,0,9,0,0,49,1043,10,138,4,0,1187
UCL215044,251,7,0,0,0,260,241,5,0,0,0,246,58,16,0,0,0,81,8,8,0,0,0,12,0,0,0,0,0,0,26,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,101,22,0,0,0,129,10,0,0,0,0,10,34,9,0,0,0,36,636,44,0,0,3,684
UCL215045,597,46,0,8,0,655,520,13,0,0,0,542,161,36,0,0,0,192,23,11,0,0,0,37,0,12,0,0,0,13,71,15,0,0,0,84,11,7,0,6,0,17,0,4,0,0,0,6,271,75,0,6,0,349,5,10,0,0,0,19,81,11,0,0,0,96,1476,162,0,15,0,1656
UCL215046,231,4,0,0,0,239,308,0,0,0,3,310,43,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,4,0,0,0,0,7,0,0,0,0,0,0,82,3,0,0,0,86,0,0,0,0,0,3,41,0,0,0,0,40,669,8,0,0,8,683
UCL215047,174,0,5,0,0,181,443,4,3,0,0,449,51,0,11,0,0,67,0,3,3,0,0,8,0,0,0,0,0,0,25,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,76,3,22,0,0,103,11,0,0,0,0,11,42,6,0,0,0,52,747,11,34,0,0,793
UCL215048,143,18,7,4,0,170,328,20,9,0,3,355,89,14,7,0,0,114,0,0,0,0,0,0,6,0,0,0,0,6,30,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,125,15,12,0,0,148,8,0,0,0,0,6,44,3,3,0,0,52,643,55,34,4,3,741
UCL215049,286,20,17,0,0,321,98,11,4,0,0,113,41,11,0,0,0,54,0,0,0,0,0,0,0,0,10,0,0,10,42,5,0,3,5,54,0,0,0,5,0,7,0,0,0,0,0,0,94,19,9,4,5,132,27,3,3,0,0,31,37,0,0,0,0,35,537,48,32,11,5,631
UCL215050,432,4,0,9,0,444,464,6,0,0,0,466,35,0,0,0,0,31,7,0,0,0,0,9,0,0,0,0,0,0,32,0,0,0,0,33,0,0,0,3,0,7,0,0,0,0,0,0,80,0,0,7,0,83,18,0,0,0,0,18,58,0,0,3,0,62,1043,11,0,22,0,1072
UCL215051,709,0,22,8,0,741,621,0,6,0,0,631,226,0,47,7,0,276,30,0,37,0,0,65,0,0,3,0,0,3,73,0,3,0,0,79,3,0,0,0,0,8,0,0,0,0,0,3,334,0,95,6,3,443,26,0,10,0,0,31,102,0,8,5,0,111,1792,0,141,17,0,1951
UCL215052,364,0,0,0,0,366,223,5,0,0,0,228,32,0,0,0,0,31,0,6,0,0,0,7,6,0,0,0,0,6,27,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0,0,0,81,19,0,0,0,0,19,30,4,0,0,0,30,698,17,0,0,0,720
UCL215053,622,27,0,17,0,668,465,12,0,5,0,485,206,43,0,0,0,258,40,5,0,0,0,55,0,0,0,0,0,0,75,9,0,0,0,87,10,6,0,12,0,20,0,0,0,0,0,0,339,66,3,10,0,425,20,0,0,0,0,22,81,18,3,5,0,111,1528,133,8,38,0,1710
UCL215054,234,8,3,10,0,256,289,8,0,0,0,299,54,24,4,0,0,76,15,5,0,0,0,23,0,3,11,0,0,11,74,3,0,0,0,73,3,0,0,9,0,19,0,0,0,0,0,0,151,34,15,10,0,212,6,7,0,0,0,17,71,10,11,15,0,104,756,63,31,35,3,884
UCL215055,395,13,0,4,0,409,186,0,0,0,0,189,74,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,30,4,0,0,0,0,4,0,0,0,0,0,0,109,0,0,0,0,110,12,0,0,0,0,12,32,0,0,0,0,36,733,16,0,4,4,754
UCL215056,206,0,0,0,0,206,299,0,0,0,0,299,64,0,0,0,0,64,8,0,0,0,0,8,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,101,6,0,0,0,0,6,67,0,0,0,0,67,687,0,0,0,0,687
UCL215057,294,8,0,0,0,304,262,3,0,0,0,261,44,9,0,0,0,47,0,11,0,0,0,11,0,0,0,0,0,0,21,4,0,0,0,28,5,0,0,0,0,5,0,0,0,0,0,0,66,24,0,0,0,93,4,0,0,0,0,7,35,5,0,0,0,41,661,42,0,0,0,707
UCL215058,232,0,0,6,0,242,152,0,0,0,0,152,40,0,0,0,0,45,0,0,0,0,0,0,0,3,0,0,0,3,39,0,0,0,0,39,3,0,0,0,0,8,0,0,0,0,0,0,84,8,0,0,0,91,9,0,0,0,0,9,36,0,0,5,0,39,516,14,0,10,0,530
