UCL_CODE_2021,Couple_fam_with_no_child_F,Couple_fam_with_no_child_P,Co_f_ch_u_15_de_st_no_de_ch_F,Co_f_ch_u_15_de_st_no_de_ch_P,Co_f_c_u_15_d_st_no_no_d_c_F,Co_f_c_u_15_d_st_no_no_d_c_P,Co_f_c_u_15_no_d_st_no_d_c_F,Co_f_c_u_15_no_d_st_no_d_c_P,Co_f_c_u_15_n_d_st_n_n_d_c_F,Co_f_c_u_15_n_d_st_n_n_d_c_P,Cou_fam_with_child_u_15_Tot_F,Cou_fam_with_child_u_15_Tot_P,Co_f_no_c_u_15_d_st_no_d_c_F,Co_f_no_c_u_15_d_st_no_d_c_P,Co_f_n_c_u_15_d_st_n_n_d_c_F,Co_f_n_c_u_15_d_st_n_n_d_c_P,Co_f_n_c_u_15_n_d_st_n_d_c_F,Co_f_n_c_u_15_n_d_st_n_d_c_P,Cou_fam_no_ch_u_15_Tot_F,Cou_fam_no_ch_u_15_Tot_P,Couple_family_Tot_F,Couple_family_Tot_P,OnePF_CU15_DS_no_de_c_F,OnePF_CU15_DS_no_de_c_P,OnePF_CU15_DS_no_no_d_c_F,OnePF_CU15_DS_no_no_d_c_P,OnePF_CU15_no_DS_no_d_c_F,OnePF_CU15_no_DS_no_d_c_P,OnePF_CU15_no_DS_n_n_d_c_F,OnePF_CU15_no_DS_n_n_d_c_P,OnePF_CU15_Tot_F,OnePF_CU15_Tot_P,OneFP_no_CU15_DS_no_d_c_F,OnePF_no_CU15_DS_no_d_c_P,OnePF_no_CU15_DS_n_n_d_c_F,OnePF_no_CU15_DS_n_n_d_c_P,OnePF_no_CU15_no_DS_n_d_c_F,OnePF_no_CU15_no_DS_n_d_c_P,OnePF_no_CU15_Tot_F,OnePF_no_CU15_Tot_P,OnePF_Tot_F,OnePF_Tot_P,Other_family_F,Other_family_P,Tot_F,Tot_P
UCL222044,45,83,0,0,0,8,0,0,16,54,19,63,0,0,0,10,7,11,8,26,23,81,0,0,0,0,0,0,3,9,6,9,0,0,0,3,4,10,11,11,11,25,0,4,75,192
UCL222045,32,58,0,0,0,11,0,0,17,71,19,76,3,8,5,14,18,45,16,65,34,140,0,0,0,0,0,12,3,7,8,28,0,0,0,0,5,12,3,14,9,39,0,3,82,243
UCL222046,46,99,0,0,4,25,0,0,11,38,15,63,0,3,0,3,10,25,10,32,23,97,0,0,0,7,0,5,14,29,15,48,0,0,5,6,12,28,13,29,30,76,0,5,101,273
UCL222047,31,61,0,0,4,4,0,0,7,27,7,31,0,0,0,16,0,5,5,19,13,52,0,0,0,7,0,0,3,14,8,20,0,0,0,3,3,5,5,7,11,25,0,0,57,135
UCL222048,38,69,0,0,0,6,0,0,3,14,4,26,0,0,0,4,4,13,4,19,14,44,0,6,0,5,0,0,0,9,9,16,0,0,4,5,3,8,5,14,9,28,0,0,56,140
UCL222049,47,98,0,0,4,17,0,0,15,42,16,64,0,0,4,11,4,5,3,17,22,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,14,10,13,0,3,76,195
UCL222050,80,157,0,4,6,23,0,6,21,91,30,122,0,5,0,3,6,24,10,41,46,161,0,0,0,6,0,0,0,4,4,8,0,0,0,0,4,13,7,11,8,20,0,3,133,338
UCL222051,98,189,0,0,8,28,0,0,18,48,19,78,0,9,0,0,6,30,10,35,29,111,0,0,0,3,0,0,4,7,4,12,0,4,0,0,4,8,11,15,8,25,0,0,138,332
UCL222052,45,86,0,6,6,31,3,25,27,93,36,155,6,6,0,0,14,42,13,48,55,198,0,0,3,5,0,3,7,16,12,21,0,0,0,0,14,34,14,34,25,54,0,0,122,342
UCL222053,52,109,0,8,6,14,0,0,14,58,19,81,0,0,6,15,13,42,21,58,44,141,0,9,5,6,0,0,11,38,16,47,0,0,0,0,12,25,12,25,28,69,0,0,116,315
UCL222054,39,83,0,0,3,25,0,0,26,88,29,113,0,14,4,5,3,7,12,30,32,145,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,3,0,3,4,8,0,0,78,231
UCL222055,60,117,0,0,0,3,0,5,13,53,12,60,6,11,0,0,8,22,10,41,27,98,0,0,5,10,0,5,6,13,10,24,0,4,0,0,8,22,16,26,20,54,0,0,106,273
UCL222056,8,16,0,0,0,0,0,0,3,8,3,8,0,0,0,3,0,0,0,3,4,14,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,6,0,0,13,33
UCL222057,27,57,0,0,6,10,0,0,25,106,30,126,3,14,0,0,12,25,15,39,41,163,0,0,0,3,0,0,5,5,0,8,0,0,0,0,0,0,0,0,6,12,3,5,79,238
UCL222058,6,17,0,0,0,0,0,0,3,7,3,7,0,5,0,0,0,3,0,3,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30
UCL222059,32,66,0,0,0,0,0,0,17,49,17,49,0,5,0,4,3,7,7,20,21,70,0,7,0,0,0,0,7,10,5,16,0,0,0,0,3,4,3,5,12,25,3,5,61,166
UCL222060,24,55,0,0,0,3,0,0,11,47,12,51,0,0,0,8,0,3,4,15,19,65,0,0,0,5,0,5,0,4,3,7,0,0,0,4,3,9,5,13,7,19,0,0,50,139
UCL222061,19,37,0,8,0,4,0,0,13,49,17,61,3,10,3,10,10,42,15,56,28,119,0,0,0,8,0,0,3,8,4,13,0,6,0,3,8,10,5,15,8,29,0,3,62,191
UCL222062,61,126,0,3,0,4,5,6,13,48,20,67,0,3,0,3,3,22,7,24,22,92,0,0,6,8,0,0,4,7,5,16,0,0,0,5,3,6,8,17,10,29,0,5,102,247
UCL222063,65,140,0,0,3,20,0,0,22,76,23,89,0,5,8,30,8,20,19,49,38,140,0,0,0,9,0,0,8,21,5,27,0,0,0,3,9,24,14,30,19,52,4,9,130,338
UCL222064,22,43,3,9,6,38,0,0,13,51,20,100,3,15,5,13,10,33,15,56,35,157,0,0,0,7,0,0,4,7,3,12,0,0,0,0,0,3,0,3,6,12,0,0,59,213
UCL222065,25,46,0,0,3,17,0,0,10,38,12,55,0,3,4,6,5,8,3,17,19,73,0,0,0,0,0,0,11,21,11,21,0,0,0,0,6,8,6,8,12,28,0,0,52,147
UCL222066,41,83,0,0,0,18,0,0,8,34,12,50,0,3,0,4,5,20,8,26,26,75,0,0,0,0,0,6,4,11,3,17,0,0,0,0,5,7,5,7,8,26,0,0,71,186
UCL222067,37,68,0,0,0,0,0,0,10,38,10,38,0,0,0,3,5,11,8,14,19,48,0,0,0,0,0,8,0,0,0,6,0,0,5,5,3,12,5,15,10,24,0,0,62,143
UCL222068,15,34,0,0,0,3,0,3,13,49,12,61,4,16,4,15,7,19,13,45,29,108,0,0,0,0,0,0,0,4,0,4,0,0,3,5,0,11,8,19,8,24,4,5,57,168
UCL222069,63,125,0,14,6,27,0,0,13,69,26,103,0,6,3,10,9,22,14,38,39,147,0,8,0,0,0,6,6,30,10,40,0,4,0,0,6,9,5,11,15,51,4,7,117,325
UCL222070,40,74,0,0,0,11,0,0,14,47,13,57,0,5,0,0,0,3,0,9,20,68,0,0,0,5,0,0,0,5,0,7,0,0,0,0,0,4,0,4,0,9,0,0,60,148
UCL222071,51,104,0,8,3,23,0,4,27,98,33,133,0,10,5,8,8,20,14,42,47,179,0,0,0,4,0,0,5,14,3,19,0,0,0,0,3,6,3,6,10,23,4,10,105,307
UCL222072,59,115,0,0,0,5,0,4,12,39,13,48,0,0,0,0,3,9,3,20,21,71,0,0,0,0,0,0,5,13,5,13,0,0,0,0,9,11,9,11,7,26,0,0,89,215
UCL222073,18,36,0,10,3,13,0,0,9,46,13,72,3,12,0,3,5,6,6,25,25,97,0,0,0,4,0,0,9,13,7,15,0,0,0,0,8,10,8,10,13,27,0,0,51,163
UCL222074,18,39,3,16,3,22,3,8,7,24,15,62,0,0,0,3,3,15,6,22,20,85,0,0,3,3,0,0,0,3,7,7,0,4,0,0,5,3,4,8,10,17,0,3,49,146
UCL222075,53,108,0,0,3,19,8,25,33,123,39,168,0,18,3,9,4,20,11,43,47,212,0,4,0,9,0,0,9,25,12,35,0,7,9,15,15,23,17,40,25,77,0,0,136,393
UCL222076,49,95,0,0,8,34,0,0,16,66,22,100,3,8,0,9,9,30,16,51,39,156,0,0,4,11,0,0,11,30,17,46,0,0,3,3,7,18,12,23,23,68,0,4,116,320
UCL222077,72,146,0,4,3,18,0,0,22,83,23,103,0,5,6,11,7,23,11,40,34,144,0,0,0,0,0,0,7,19,7,19,0,4,0,7,6,9,5,22,17,38,0,3,127,330
UCL222078,27,52,0,0,5,20,9,28,10,33,20,80,0,0,0,3,0,0,0,3,18,86,0,4,3,9,0,10,8,11,9,31,0,3,0,8,4,7,7,18,17,49,0,6,69,192
UCL222079,57,109,0,4,5,29,0,4,31,129,43,175,0,11,4,12,15,40,18,64,60,234,0,0,5,7,0,0,9,10,7,22,0,0,0,5,5,19,9,22,18,46,0,0,135,391
UCL222080,56,111,0,0,0,12,0,17,10,48,14,71,3,10,0,4,6,11,8,22,21,96,0,0,0,9,0,0,5,11,4,16,0,0,5,5,4,12,4,13,16,29,0,3,99,242
UCL222081,41,76,0,0,0,10,0,0,7,32,10,44,0,6,0,3,8,15,6,22,20,65,0,0,0,0,0,0,0,7,0,7,0,0,0,0,5,4,0,7,11,13,0,4,67,163
UCL222082,21,42,0,0,6,8,0,0,21,61,17,70,0,0,0,6,3,6,3,13,21,81,0,0,0,6,0,0,0,0,3,6,0,0,0,0,0,3,0,3,3,10,0,0,53,137
UCL222083,19,44,0,0,4,5,0,10,17,62,19,78,0,4,4,7,7,27,12,39,30,113,0,0,0,0,0,0,0,6,0,6,0,0,0,0,10,18,14,24,13,32,0,0,61,186
UCL222084,46,98,0,0,0,21,0,3,13,55,17,80,0,10,0,0,5,8,9,19,24,106,0,0,4,13,0,0,9,26,10,37,3,5,0,0,13,22,15,29,29,72,0,0,101,265
UCL222085,43,87,0,0,8,22,0,0,15,63,24,89,0,3,4,10,5,9,7,23,33,111,0,0,0,0,0,0,0,6,0,6,0,0,3,3,0,3,3,5,5,13,0,0,77,210
UCL222086,43,90,0,4,0,7,0,10,24,96,24,107,3,23,5,8,14,52,20,83,51,193,0,3,0,0,0,0,6,14,9,21,0,0,0,3,8,8,10,17,14,33,0,0,110,320
UCL222087,71,143,0,0,0,4,3,17,18,71,23,96,0,12,0,6,7,21,11,36,33,126,0,0,3,8,0,0,18,51,17,58,0,3,0,0,14,19,10,29,28,86,3,8,137,355
UCL222088,38,78,0,0,0,7,0,4,0,14,8,23,0,5,3,8,6,25,13,30,14,50,0,0,0,0,0,3,0,6,3,10,0,6,0,0,10,19,12,26,13,36,0,3,66,167
UCL222089,34,66,0,0,0,0,0,3,13,36,11,39,0,6,4,12,5,12,8,25,17,67,0,0,0,8,0,0,9,16,9,22,0,0,3,0,4,14,12,18,19,40,0,3,69,173
UCL222090,22,43,0,0,3,28,5,5,15,57,20,91,0,0,0,9,6,17,6,21,27,115,0,0,0,3,0,0,3,7,3,13,0,0,0,0,3,4,3,4,3,21,3,6,56,176
UCL222091,36,67,0,0,5,24,0,3,32,127,37,154,4,13,3,10,11,30,17,55,56,210,0,0,0,4,0,3,10,27,15,33,0,0,4,5,6,16,10,20,22,59,0,3,113,339
UCL222092,24,55,0,6,5,10,0,0,37,145,35,160,0,8,9,18,13,39,20,62,59,227,0,0,0,0,0,0,7,12,7,12,0,3,0,0,0,0,0,3,6,18,0,0,92,299
UCL222093,56,105,0,0,3,14,0,0,16,58,15,68,0,0,4,5,7,15,11,25,22,92,0,0,4,6,0,0,8,27,12,33,0,3,6,5,13,30,19,34,24,65,6,4,108,274
UCL222094,47,93,0,0,0,6,0,8,16,62,16,75,0,0,0,5,6,28,6,25,27,102,0,0,0,0,0,7,13,27,17,38,0,0,5,4,6,19,12,19,20,55,0,0,96,256
UCL222095,27,50,0,0,0,0,0,0,12,43,12,43,0,3,3,12,3,11,12,26,21,73,0,0,0,0,0,0,0,8,0,8,0,0,0,6,6,3,4,8,6,23,0,4,50,140
UCL222096,43,89,0,8,5,39,0,0,32,135,45,182,0,0,3,12,8,33,13,43,58,226,0,0,0,3,0,4,5,13,5,18,0,0,0,5,3,9,7,13,14,29,4,7,116,348
UCL222097,28,64,0,10,6,33,0,3,19,61,23,109,0,17,5,14,15,44,20,73,42,179,0,4,0,3,0,3,3,8,4,26,0,0,0,3,4,8,4,13,13,32,0,0,86,276
UCL222098,43,85,0,3,5,26,0,11,26,115,38,158,0,7,3,11,8,23,13,38,48,199,0,0,0,4,0,0,0,6,5,13,0,0,0,0,0,3,0,3,8,20,0,0,99,293
UCL222099,23,43,0,0,0,9,0,0,15,58,19,66,0,0,0,5,9,34,8,30,27,101,0,0,0,0,0,5,7,21,4,23,0,0,0,3,4,3,5,9,9,33,0,3,62,177
UCL222100,30,69,0,0,0,3,0,0,7,18,4,26,0,0,0,7,5,9,3,19,16,42,0,0,0,0,0,0,4,8,4,9,0,0,0,0,7,26,11,30,16,35,0,0,60,145
UCL222101,32,63,0,0,0,3,0,0,21,83,23,93,3,16,0,5,0,8,7,27,28,118,0,0,0,0,0,3,4,20,6,24,0,0,0,0,4,3,3,11,11,33,0,0,74,213
UCL222102,55,103,0,8,6,26,0,8,21,97,35,137,0,0,0,9,6,26,9,35,47,171,0,0,4,10,0,0,4,6,6,14,0,0,3,0,3,5,4,9,11,27,0,3,106,302
UCL222103,23,48,0,0,8,18,0,3,21,70,23,92,7,9,0,13,8,23,14,42,32,140,0,0,0,0,0,0,0,3,0,3,0,7,0,7,0,6,3,14,6,11,0,0,63,195
UCL222104,39,77,0,0,4,9,0,7,13,49,13,72,0,0,3,7,11,29,12,35,25,110,0,0,0,5,0,5,4,18,8,28,0,0,3,4,6,15,8,19,16,50,3,6,86,248
UCL222105,33,63,0,0,5,11,0,0,9,34,16,41,0,14,0,7,3,18,8,34,19,82,0,0,0,0,0,3,3,11,3,11,0,0,0,0,3,5,3,5,11,16,0,0,62,159
UCL231001,55871,111596,1075,6034,5346,25104,1415,6499,23231,94104,31067,131743,2855,11976,4391,14715,11472,36617,18726,63307,49784,195049,150,687,729,2490,388,1392,3820,10212,5087,14786,422,1330,971,2122,4981,10810,6378,14260,11459,29040,1045,2185,118159,337869
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL301001,223328,448778,4582,27084,26955,125739,6413,30229,153438,592942,191381,776004,12407,52984,23955,83164,42390,136603,78759,272752,270139,1048760,1617,7995,7635,26268,3614,13460,41347,109764,54205,157481,4033,13003,10551,23565,34147,75309,48727,111867,102931,269351,11446,24092,607846,1790986
UCL302001,65568,131601,949,5303,6488,29667,1873,8557,37116,141852,46428,185378,3014,12644,5823,19688,11449,36640,20290,68977,66722,254350,355,1626,1951,6503,956,3384,11016,28393,14275,39908,1095,3509,2941,6588,9993,21737,14032,31840,28307,71743,2479,5155,163072,462856
UCL302002,36490,72645,427,2315,3066,13681,764,3394,16656,64004,20916,83394,1289,5270,2652,8801,4832,15101,8776,29174,29687,112565,119,533,911,2957,371,1282,4689,11876,6094,16644,421,1281,1327,2879,4136,8844,5883,13017,11978,29664,853,1747,79010,216613
UCL303001,15305,30448,278,1605,1535,7009,486,2320,8775,33465,11075,44397,541,2232,1205,3854,2186,6825,3934,12911,15011,57308,131,615,627,2123,321,1172,3523,9429,4603,13343,231,724,713,1536,2298,5040,3239,7297,7840,20642,649,1363,38799,109752
UCL303002,11743,23336,240,1509,1055,5090,295,1397,5927,23285,7510,31285,375,1580,736,2417,1563,4952,2669,8946,10184,40226,102,509,450,1563,241,910,2329,6340,3117,9313,189,637,404,876,1738,3737,2333,5242,5445,14560,548,1125,27921,79261
UCL303003,17277,34067,325,1946,1779,8216,564,2592,10167,38934,12840,51685,668,2768,1438,4654,2743,8484,4848,15900,17684,67595,144,722,671,2368,396,1451,3884,10413,5100,14947,290,914,727,1581,2543,5510,3564,8004,8657,22955,833,1748,44456,126361
UCL311001,5975,11988,94,546,464,2159,218,1018,2446,9547,3214,13267,150,631,295,987,899,2823,1346,4439,4560,17712,53,263,195,667,158,595,1261,3562,1664,5084,91,288,186,407,1050,2291,1327,2983,2987,8064,264,555,13787,38317
UCL311002,8518,17023,89,513,503,2327,186,866,2420,9402,3200,13111,160,662,307,945,973,3060,1440,4674,4641,17779,54,227,224,790,144,532,1240,3389,1659,4939,67,208,216,479,1018,2197,1301,2884,2958,7818,218,459,16342,43081
UCL311003,8301,16186,150,830,849,3840,344,1534,5007,19162,6351,25361,343,1381,552,1734,1468,4507,2362,7618,8713,32980,44,205,271,891,136,465,1716,4676,2166,6240,93,298,283,607,1112,2404,1488,3317,3658,9554,339,694,21011,59418
UCL311004,6090,12055,106,585,648,2905,245,1127,3606,13888,4601,18506,255,1033,436,1377,1104,3451,1799,5865,6405,24370,57,247,245,883,155,590,1466,4000,1922,5729,77,252,231,500,1128,2458,1439,3213,3361,8936,321,666,16168,46028
UCL312001,4222,8402,32,172,98,437,61,292,522,2013,713,2914,54,212,101,344,341,1024,492,1579,1203,4490,9,44,50,151,34,120,266,699,353,1012,11,38,93,197,368,775,472,1010,821,2019,67,135,6309,15052
UCL312002,3323,6538,70,413,384,1765,147,634,2244,8694,2846,11512,137,552,289,908,498,1513,926,2969,3771,14479,23,129,148,513,74,252,913,2527,1155,3422,35,117,128,270,485,1038,655,1421,1807,4843,130,269,9030,26133
UCL312003,2740,5472,46,284,166,764,90,436,781,3066,1084,4543,57,252,106,349,427,1326,590,1928,1668,6472,28,122,75,289,73,282,557,1561,731,2249,36,112,89,186,532,1140,653,1435,1388,3690,97,201,5895,15831
UCL312004,2167,4348,46,231,191,896,82,386,1246,4828,1565,6346,87,359,145,478,398,1267,636,2106,2201,8448,12,34,94,324,42,146,466,1200,602,1702,45,146,96,209,440,962,580,1313,1179,3014,78,159,5622,15971
UCL313001,1199,2331,4,38,78,352,20,94,631,2313,741,2796,26,89,49,158,112,346,187,588,918,3383,0,18,29,98,20,73,216,550,273,742,8,32,46,102,109,232,166,364,441,1103,33,69,2600,6883
UCL313002,2133,4222,26,124,139,623,38,171,661,2566,861,3484,32,149,108,352,205,656,353,1158,1210,4643,4,22,41,132,23,88,188,501,253,738,11,39,32,78,154,331,196,448,450,1189,25,53,3820,10097
UCL313003,1183,2334,32,180,142,662,57,247,719,2900,949,3989,32,131,85,263,196,607,311,998,1260,4990,12,68,34,136,42,159,295,880,386,1242,12,38,32,64,180,389,224,490,613,1738,57,121,3113,9181
UCL313004,1234,2388,28,151,195,889,57,248,1127,4485,1404,5771,55,220,109,322,175,537,340,1078,1749,6844,10,27,38,142,30,117,271,745,345,1028,16,47,30,66,111,231,155,348,497,1374,45,102,3525,10708
UCL313005,1006,1958,27,154,133,614,49,241,829,3244,1036,4255,35,147,67,192,193,596,293,933,1331,5182,12,57,49,187,40,175,379,1115,477,1531,19,56,31,70,161,358,206,480,686,2014,43,93,3062,9243
UCL313006,2083,4174,42,259,160,769,81,357,888,3473,1167,4855,64,271,116,356,303,952,477,1586,1646,6439,20,94,96,319,60,215,537,1471,713,2104,31,111,95,210,440,943,572,1259,1283,3363,88,182,5098,14161
UCL313007,1378,2752,31,154,205,964,37,161,707,2847,967,4123,74,301,126,408,225,687,428,1402,1396,5524,4,34,31,110,6,30,96,280,146,444,15,47,29,67,75,150,116,264,263,710,15,31,3051,9010
UCL313008,1076,2149,15,74,76,375,34,176,530,2163,661,2789,31,129,45,146,159,492,234,768,895,3554,9,48,37,151,34,129,245,697,324,1029,17,52,41,97,149,322,210,464,533,1499,53,118,2564,7310
UCL313009,1485,2923,40,226,170,814,79,364,1223,4833,1513,6229,73,303,100,325,211,641,384,1272,1898,7499,11,66,54,194,47,215,457,1346,562,1818,11,41,39,84,253,576,309,703,876,2528,81,174,4335,13124
UCL313010,1661,3323,27,147,119,561,48,224,654,2615,841,3545,41,173,66,211,253,774,362,1161,1204,4703,12,41,56,199,37,166,365,1030,472,1440,13,52,51,108,255,542,323,703,794,2140,57,129,3718,10294
UCL313011,568,1145,22,159,75,398,40,230,958,3869,1107,4653,19,63,20,69,66,215,102,351,1208,5004,7,45,65,236,34,137,513,1564,618,1978,19,61,42,92,144,316,205,472,825,2448,31,66,2631,8669
UCL313012,2358,4586,37,176,212,953,63,272,1083,4107,1394,5511,82,308,121,382,334,1000,540,1699,1932,7203,24,94,50,174,40,150,316,833,431,1252,29,84,72,149,249,545,346,776,782,2032,58,124,5130,13944
UCL314001,836,1660,16,86,56,253,18,80,292,1175,375,1592,9,44,46,139,114,360,166,538,546,2131,3,32,35,112,23,89,180,492,246,729,10,44,36,81,117,255,165,381,410,1107,44,87,1834,4985
UCL314002,981,1940,4,22,76,352,18,90,373,1437,475,1900,26,101,40,128,157,479,221,707,692,2609,9,33,26,93,23,88,147,397,199,615,9,12,21,43,137,306,169,353,368,969,42,89,2081,5611
UCL314003,807,1623,17,99,67,322,27,135,378,1530,486,2089,22,83,52,168,146,456,216,706,708,2799,9,56,48,172,24,87,241,722,321,1034,21,55,40,87,188,401,241,548,566,1581,45,96,2126,6097
UCL314004,635,1269,14,81,69,298,25,114,389,1496,490,1992,18,82,30,96,109,345,159,523,650,2513,0,0,29,99,17,57,134,372,180,524,12,37,27,63,110,246,154,344,330,871,19,44,1639,4696
UCL314005,529,1040,8,46,60,255,19,99,382,1503,468,1906,22,85,38,103,84,251,137,434,607,2336,4,11,17,50,6,26,87,234,110,325,7,25,12,23,77,163,100,205,210,532,28,54,1375,3964
UCL314006,1097,2146,16,96,91,410,32,148,492,1925,622,2583,33,126,44,130,124,375,200,629,826,3213,7,27,23,78,14,59,183,536,230,694,10,19,28,56,116,241,144,325,375,1019,40,84,2334,6470
UCL314007,820,1588,16,73,64,293,34,146,302,1172,410,1691,22,77,39,119,95,282,151,475,564,2166,9,23,40,139,22,70,198,559,261,791,8,28,31,63,123,259,164,354,420,1148,36,85,1843,4982
UCL314008,581,1136,7,43,52,261,23,106,374,1502,458,1918,16,62,29,90,75,230,120,384,580,2295,3,11,15,54,18,79,154,441,188,594,11,32,17,31,88,182,109,240,303,833,15,38,1477,4300
UCL314009,617,1238,25,149,119,562,64,300,635,2511,839,3519,56,241,65,216,160,535,289,994,1126,4516,14,47,30,103,22,71,189,523,250,745,13,33,24,48,85,202,123,286,370,1037,24,47,2136,6842
UCL314010,655,1305,11,65,56,307,15,64,327,1275,411,1708,16,66,25,90,97,288,139,442,544,2153,3,19,34,141,6,35,142,394,188,583,14,47,19,49,123,279,161,368,348,956,44,98,1585,4516
UCL314011,542,1078,13,61,55,235,26,115,341,1372,430,1787,10,45,36,105,70,200,117,347,553,2136,0,3,21,67,16,63,112,321,151,450,11,21,6,17,59,122,72,167,224,617,22,51,1343,3880
UCL314012,605,1202,14,80,69,315,24,134,363,1420,468,1947,30,104,35,108,127,393,186,613,656,2558,12,49,21,87,17,66,146,406,198,604,9,33,20,45,98,208,132,288,330,898,23,49,1617,4704
UCL314013,689,1370,7,56,46,239,20,111,333,1307,410,1713,15,70,27,77,114,383,155,530,564,2236,11,53,35,131,35,139,167,508,243,833,6,27,21,55,134,308,166,384,410,1215,47,104,1712,4929
UCL314014,494,1018,15,93,85,387,31,139,423,1710,551,2332,43,186,61,195,149,502,250,875,802,3209,7,13,9,41,7,19,94,257,112,337,5,22,13,25,56,121,74,165,181,503,6,18,1488,4744
UCL314015,603,1197,18,103,93,433,28,128,402,1601,538,2260,22,94,50,158,116,373,188,621,729,2883,8,20,18,71,15,64,101,280,140,440,14,41,15,39,63,128,86,205,227,647,11,26,1569,4753
UCL314016,911,1805,11,81,56,278,26,127,392,1561,495,2043,25,108,35,113,129,401,186,622,683,2666,13,42,32,114,25,95,206,622,271,878,5,21,27,59,181,400,218,481,490,1361,40,98,2127,5931
UCL314017,600,1162,13,87,109,502,33,164,762,3029,920,3787,25,107,63,203,96,290,188,597,1112,4389,3,25,15,67,11,40,160,412,192,543,5,19,18,26,47,87,68,139,259,684,21,45,1993,6282
UCL314018,570,1150,17,93,106,484,29,122,770,2957,919,3650,56,238,87,282,136,440,278,960,1197,4613,0,3,7,36,7,24,83,230,98,288,5,16,19,42,66,140,91,199,188,488,5,15,1969,6268
UCL314019,603,1208,8,42,48,230,14,71,332,1293,404,1634,27,124,46,149,99,305,171,582,580,2211,0,0,22,72,6,32,90,247,120,345,12,28,36,77,66,136,112,247,228,592,13,33,1425,4041
UCL314020,598,1154,13,58,70,308,23,110,414,1613,521,2093,19,78,33,99,86,257,139,425,659,2516,7,14,16,52,6,38,146,405,178,511,9,26,19,37,72,163,106,224,276,737,26,58,1572,4467
UCL314021,1603,3219,13,71,104,484,48,230,447,1727,610,2509,34,141,71,230,229,720,332,1095,942,3602,3,23,52,172,18,67,161,461,239,724,17,55,39,81,171,370,225,504,461,1233,28,58,3037,8114
UCL314022,1150,2288,18,97,96,453,35,155,415,1620,561,2328,29,123,92,314,168,527,294,965,860,3293,5,15,27,76,5,37,118,291,153,414,5,20,27,55,128,267,161,335,307,757,17,39,2335,6377
UCL314023,1116,2189,10,74,151,696,27,129,669,2655,860,3554,41,151,107,342,156,473,306,972,1168,4528,7,27,34,125,19,62,197,528,256,749,14,47,37,82,78,166,136,293,388,1042,21,47,2690,7801
UCL315001,178,347,0,5,3,28,3,22,58,205,64,262,0,15,3,14,9,32,22,62,87,321,0,0,4,20,0,0,16,42,19,62,0,0,4,7,11,25,13,33,35,88,3,7,298,764
UCL315002,308,603,0,26,45,197,11,52,217,842,276,1112,10,46,43,137,71,216,128,403,401,1514,0,0,13,32,4,16,33,85,48,131,5,18,12,21,18,44,34,77,77,212,4,7,790,2334
UCL315003,218,436,0,5,11,59,3,21,41,184,63,269,4,9,3,7,18,55,27,72,85,338,0,3,0,0,0,8,24,62,20,72,0,8,6,3,19,37,20,49,43,119,5,11,356,903
UCL315004,52,122,0,4,3,23,11,71,53,208,72,308,0,3,0,0,23,91,23,100,92,408,0,9,0,0,13,67,52,149,65,225,0,3,0,5,25,79,30,86,91,313,18,45,262,889
UCL315005,126,247,0,9,6,38,5,22,47,188,60,257,0,14,12,40,23,72,39,120,99,377,0,5,10,35,0,3,19,52,32,93,0,0,3,6,22,42,29,57,59,149,6,13,284,794
UCL315006,44,91,7,52,17,76,9,53,67,288,96,474,5,16,4,5,8,23,12,43,108,515,10,35,9,21,6,28,47,130,64,216,3,10,3,10,19,43,27,58,93,278,10,24,256,907
UCL315007,477,967,8,35,21,105,15,81,131,505,178,721,11,52,13,46,59,191,90,291,268,1016,0,4,9,27,6,29,76,225,96,284,5,17,13,16,67,148,86,186,181,469,13,27,942,2479
UCL315008,366,717,6,22,55,256,16,68,322,1276,399,1620,4,19,24,81,58,179,90,280,487,1900,0,7,18,74,8,24,87,241,116,347,3,10,15,37,48,94,67,141,176,488,19,39,1048,3143
UCL315009,361,726,3,23,29,129,12,47,106,426,151,631,6,24,14,57,49,155,73,238,222,863,0,4,9,37,9,32,45,113,66,188,6,13,5,22,54,114,68,154,135,337,12,22,730,1950
UCL315010,490,973,9,30,14,58,0,28,112,434,134,545,10,22,16,49,57,167,73,242,205,788,0,0,9,19,11,42,61,169,81,225,4,9,17,31,49,107,64,144,145,369,13,23,851,2156
UCL315011,419,827,0,0,3,8,0,7,12,54,17,66,0,0,6,6,24,75,31,87,45,155,0,0,0,4,0,4,12,41,14,54,0,0,0,0,13,25,13,25,29,78,9,8,494,1070
UCL315012,365,710,11,75,53,245,24,100,396,1612,482,2029,19,61,23,72,57,175,97,311,577,2337,3,20,15,71,9,41,108,345,142,479,3,10,8,16,45,95,54,118,196,596,13,15,1145,3666
