UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL313011,158,171,329,548,519,1067,150,150,303,57,48,109,754,724,1479,281,279,560,47,58,101,36,37,69,366,372,736,14,19,36,14,46,55,21,27,53,29,92,126,0,0,0,77,188,274,26,53,77,27,49,80,3,21,27,23,68,98,0,0,0,85,188,272,161,379,547,24,32,58,31,52,78,0,0,0,56,85,137,295,300,596,8,8,12,1798,2042,3837
UCL313012,122,118,240,476,441,916,283,271,552,22,28,47,774,737,1515,276,284,557,501,374,878,64,75,137,837,732,1568,16,12,31,9,19,25,44,37,82,51,99,151,0,0,0,117,168,287,44,97,136,30,70,94,20,42,66,58,157,216,0,0,0,142,369,518,266,538,803,18,23,40,49,69,119,0,0,0,59,96,154,505,490,997,4,8,15,2578,2724,5299
UCL314001,46,41,85,200,193,388,50,49,96,20,17,38,270,253,526,221,183,398,29,38,69,13,20,32,264,232,500,9,8,15,11,8,23,14,17,30,18,50,61,0,0,0,46,81,128,8,16,23,11,20,30,0,8,5,22,49,72,0,0,0,45,90,132,88,170,262,4,5,11,15,18,38,0,0,0,22,30,45,377,383,759,58,5,66,1125,1117,2243
UCL314002,43,35,81,192,199,394,58,45,106,29,29,51,282,274,554,151,121,278,78,79,158,23,12,34,253,219,469,8,8,13,6,5,4,9,16,25,20,19,38,0,0,0,39,49,86,9,19,27,11,19,22,8,9,12,23,35,58,0,0,0,38,82,126,82,131,206,11,8,13,15,18,31,0,0,0,26,22,46,411,348,761,137,42,176,1239,1065,2304
UCL314003,52,54,104,268,242,503,84,59,148,21,12,33,372,320,688,236,216,450,49,54,103,33,24,59,317,295,612,5,8,17,6,16,19,16,12,26,20,37,59,0,0,0,48,73,124,13,32,50,8,20,30,7,8,16,16,42,53,0,0,0,43,101,148,91,177,271,5,20,27,18,25,46,0,0,0,28,47,74,340,373,714,0,3,8,1201,1267,2471
UCL314004,54,43,100,154,177,328,14,10,21,89,99,188,256,292,545,129,125,253,4,8,12,63,67,132,194,204,401,14,13,28,5,8,18,15,16,35,10,39,45,0,0,0,49,71,120,21,40,62,11,25,31,0,7,11,24,51,71,0,0,0,57,122,175,102,197,300,11,4,19,11,26,38,0,0,0,20,31,54,169,154,320,5,0,5,800,919,1723
UCL314005,27,43,72,166,145,309,47,63,114,37,51,89,252,261,512,166,130,300,4,4,10,17,18,31,186,160,344,4,0,8,3,0,4,12,14,28,16,37,45,0,0,0,34,60,94,0,9,12,6,7,11,0,6,6,10,29,45,0,0,0,20,60,77,58,113,167,0,0,9,8,9,17,0,0,0,12,11,29,436,372,809,9,0,9,974,963,1938
UCL314006,74,52,126,328,302,629,56,60,115,8,14,16,391,371,761,280,257,541,18,30,54,22,16,40,321,302,627,11,0,19,11,13,21,14,17,33,24,67,93,0,0,0,60,102,156,3,8,14,3,16,24,5,13,16,16,47,66,0,0,0,30,89,123,90,190,277,10,11,21,16,34,49,0,0,0,27,50,78,558,485,1041,101,71,167,1558,1523,3084
UCL314007,41,35,80,196,185,379,49,56,103,61,61,122,307,299,605,138,139,275,113,116,230,194,193,387,449,448,892,6,9,21,0,8,5,3,11,15,10,33,48,0,4,4,26,64,90,3,14,18,4,11,17,3,5,10,20,37,60,0,0,0,34,66,105,59,132,191,6,9,14,9,13,25,0,0,0,14,25,40,590,552,1141,6,5,7,1466,1499,2962
UCL314008,48,37,81,147,148,292,96,80,177,62,59,122,307,285,596,152,149,301,0,9,4,50,28,83,201,185,392,5,3,11,3,9,13,14,12,24,31,42,75,0,0,0,55,66,121,3,16,21,5,4,11,0,7,13,20,30,47,0,0,0,29,60,89,81,130,209,0,10,10,16,25,36,0,0,0,13,32,46,584,380,966,35,21,51,1265,1065,2334
UCL314009,85,104,194,350,328,672,53,56,112,65,43,105,460,429,891,233,260,493,57,60,118,57,34,92,345,366,710,7,10,19,3,12,21,18,21,39,26,52,72,0,0,0,61,95,155,20,45,69,12,30,47,3,15,21,21,46,68,0,0,0,57,137,200,116,236,356,20,17,35,22,41,61,0,0,0,43,57,100,220,243,463,4,8,9,1274,1448,2716
UCL314010,41,38,75,187,141,327,55,51,103,38,24,65,277,221,498,173,152,330,11,15,25,14,20,31,200,187,384,13,10,24,14,16,33,7,6,13,19,41,57,0,0,0,52,72,127,38,104,144,45,54,102,9,9,19,14,25,36,0,0,0,103,194,300,160,271,425,20,10,33,24,33,54,0,0,0,40,43,86,243,211,454,7,10,14,970,976,1946
UCL314011,53,43,98,142,135,282,102,116,220,14,15,29,258,268,527,135,133,270,13,18,28,12,13,29,163,163,327,4,3,8,8,4,6,10,16,23,15,34,53,0,0,0,36,60,91,0,17,18,6,7,12,0,8,12,12,37,49,0,0,0,22,70,92,57,126,183,0,4,7,15,12,26,0,0,0,14,17,38,241,253,494,3,0,8,793,878,1669
UCL314012,55,41,97,159,148,309,138,114,247,15,7,17,307,269,581,185,163,349,60,57,116,8,5,8,246,219,469,13,10,17,3,18,24,21,16,37,17,52,70,0,0,0,51,90,143,3,30,34,5,16,21,3,5,3,10,37,47,0,0,0,24,94,111,76,186,258,11,5,15,14,23,40,0,0,0,22,31,57,210,242,448,4,0,9,917,994,1911
UCL314013,45,42,90,207,177,381,70,76,144,6,10,20,285,267,545,182,154,340,64,45,103,3,11,14,245,210,454,3,11,10,14,17,30,15,7,20,11,35,46,0,5,4,42,67,115,9,11,19,6,17,22,3,7,16,11,30,42,0,0,0,24,61,89,70,135,203,15,29,42,20,33,59,0,0,0,40,61,103,368,330,701,99,18,117,1154,1071,2219
UCL314014,62,43,107,174,160,337,82,84,168,51,56,104,300,303,605,127,117,240,59,60,127,60,47,109,250,231,477,5,8,12,3,16,14,14,10,26,21,32,44,0,0,0,43,56,100,21,39,59,0,14,16,11,11,21,7,40,51,0,0,0,39,111,152,82,165,248,5,12,18,7,17,25,0,0,0,18,24,47,144,138,283,6,3,6,863,909,1770
UCL314015,60,47,110,255,207,467,35,31,64,30,14,43,320,256,574,176,155,326,22,25,48,61,74,132,258,249,507,8,6,20,0,8,8,17,7,20,18,40,58,0,0,0,37,70,107,10,12,28,3,18,15,3,0,3,9,30,40,0,0,0,34,61,92,69,130,193,10,3,12,16,24,34,0,0,0,22,27,50,114,103,220,0,0,0,850,811,1657
UCL314016,62,40,104,257,209,467,73,94,171,14,8,24,339,316,660,189,184,370,53,65,119,6,11,18,249,256,504,14,4,19,11,14,18,7,13,26,19,43,62,0,0,0,51,79,127,8,19,27,5,24,33,3,11,9,10,41,49,0,0,0,29,99,122,83,170,251,11,4,16,17,16,32,3,0,3,28,28,54,476,502,977,73,15,91,1315,1322,2640
UCL314017,107,80,184,529,504,1033,0,0,0,4,0,8,537,511,1049,302,292,594,0,0,0,0,7,7,303,297,600,10,5,20,7,15,17,17,18,39,44,73,115,0,0,0,83,109,188,5,14,20,9,17,26,3,25,27,43,70,115,0,0,0,64,126,187,143,239,380,8,8,15,40,39,80,0,0,0,48,49,93,2322,576,2898,44,8,48,3503,1751,5258
UCL314018,125,96,219,311,295,602,38,48,89,80,82,158,433,420,853,105,95,201,75,74,151,103,131,227,284,297,580,8,6,20,4,6,11,25,14,41,39,45,78,0,0,0,75,71,146,36,61,93,18,29,39,9,14,16,27,74,100,0,0,0,83,167,248,159,240,397,11,10,15,18,23,40,0,0,0,31,32,59,51,49,99,0,0,0,1079,1140,2216
UCL314019,50,45,94,150,161,310,12,20,33,35,47,80,200,224,428,99,94,195,27,46,70,55,54,111,181,195,372,8,8,9,8,8,15,12,8,20,16,39,54,0,0,0,45,55,94,24,37,58,13,21,37,0,4,10,13,42,55,0,0,0,56,109,161,96,166,257,0,4,3,11,19,28,0,0,0,10,20,35,98,104,201,8,0,8,643,752,1394
UCL314020,73,50,122,147,174,326,129,125,252,0,0,0,282,297,582,112,117,234,77,85,162,6,3,9,194,213,404,19,10,22,0,8,12,27,13,35,31,44,71,0,0,0,74,73,144,3,32,34,16,10,33,4,22,26,24,56,79,0,0,0,54,121,170,118,193,319,4,18,16,15,28,43,0,0,0,16,42,63,447,397,840,4,7,16,1140,1202,2347
UCL314021,70,85,157,255,281,536,20,40,61,67,46,119,349,362,713,241,255,493,61,57,112,30,41,69,330,353,684,9,8,19,9,10,15,22,12,32,22,59,84,0,0,0,60,86,148,28,53,76,11,19,29,6,10,21,4,49,57,0,0,0,53,134,184,113,218,333,8,7,13,20,30,50,0,0,0,26,32,58,186,183,368,147,49,194,1222,1283,2506
UCL314022,64,52,116,230,246,480,3,5,9,47,39,84,279,289,570,238,202,438,0,0,6,49,61,107,284,268,553,11,5,12,4,16,20,15,5,19,10,45,53,0,0,0,41,67,110,38,60,104,14,29,41,10,13,24,25,76,103,0,0,0,83,186,272,134,249,381,14,5,20,15,18,35,0,0,0,23,33,56,217,230,444,3,10,10,1007,1125,2133
UCL314023,97,95,192,396,425,824,80,73,152,9,24,36,490,522,1012,345,314,660,54,59,113,25,21,54,428,395,819,3,11,14,13,13,27,22,19,43,26,56,83,0,0,0,68,94,164,21,34,53,9,30,39,5,19,24,29,79,106,0,0,0,64,153,220,136,253,388,16,10,29,16,31,46,0,0,0,36,40,73,234,247,478,0,0,3,1425,1557,2980
UCL315001,9,12,14,27,30,55,4,3,4,16,13,25,47,47,92,14,9,20,4,3,5,9,17,29,31,29,58,0,0,0,4,0,3,3,3,7,3,5,12,0,0,0,14,10,21,0,0,0,0,3,3,4,0,3,0,14,11,0,0,0,6,23,26,16,29,43,0,0,0,6,6,8,0,0,0,4,6,6,174,155,325,4,0,11,275,273,543
UCL315002,17,19,39,55,56,113,70,65,131,4,11,22,134,137,268,45,57,103,54,59,114,20,14,36,118,128,251,10,0,10,4,3,3,7,0,9,3,4,16,0,0,0,23,13,35,14,11,24,3,8,12,4,3,7,12,23,37,0,0,0,33,46,78,53,56,111,4,4,10,11,10,18,0,0,0,17,17,27,18,10,25,0,0,0,356,369,731
UCL315003,6,5,14,37,25,62,15,8,18,0,0,0,46,37,86,14,18,26,6,21,29,0,0,3,19,43,59,0,0,4,0,0,0,0,0,0,3,6,8,0,0,0,7,7,12,0,0,3,0,0,0,0,0,0,0,6,5,0,0,0,4,7,15,9,13,28,0,0,0,6,3,3,0,0,0,0,3,8,38,41,80,0,0,0,124,145,265
UCL315004,8,8,18,50,46,103,0,0,0,0,0,0,56,47,107,11,14,18,0,0,0,0,0,0,11,14,18,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,60,45,104,3,0,3,134,123,256
UCL315005,8,3,9,36,31,63,9,9,16,3,0,5,43,41,83,27,34,65,6,4,12,0,0,0,34,41,75,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,6,8,17,0,6,9,0,4,4,0,0,0,0,8,4,0,0,0,5,8,15,9,23,35,0,5,3,4,0,3,0,0,0,4,10,10,50,51,106,0,0,0,152,168,315
UCL315006,10,14,29,87,79,163,0,0,0,0,3,3,87,80,166,49,45,94,0,0,0,3,5,3,51,48,101,0,0,0,0,0,0,0,5,3,0,9,9,0,0,0,6,13,12,0,0,0,4,8,4,0,0,0,5,11,13,0,0,0,3,17,20,6,21,32,0,0,0,0,0,0,0,0,0,0,0,3,70,57,132,0,0,0,228,230,459
UCL315007,20,26,52,78,73,152,4,9,14,21,28,43,103,107,211,75,44,119,5,8,17,20,21,39,92,82,176,0,0,3,0,10,10,8,0,7,15,19,30,0,0,0,19,24,47,6,12,16,8,11,11,0,0,6,4,23,25,0,0,0,15,46,61,34,72,103,4,8,10,7,14,24,0,0,0,10,24,35,70,89,155,0,0,5,338,401,741
UCL315008,40,41,76,247,199,446,6,0,13,4,4,4,257,204,464,140,110,255,19,21,48,0,8,11,162,143,310,7,4,10,6,10,12,12,10,24,21,27,48,4,0,4,47,51,100,3,6,10,3,20,22,4,9,11,23,45,68,0,0,0,37,75,111,83,129,205,3,0,5,10,10,21,0,0,0,18,13,32,1156,371,1530,72,8,80,1788,915,2701
UCL315009,5,12,19,62,59,124,15,23,40,11,6,14,92,83,170,83,61,145,6,5,9,5,10,16,93,79,169,0,0,0,4,0,4,7,0,7,7,10,14,0,0,0,18,13,33,4,10,14,0,5,5,0,6,6,12,8,14,0,0,0,12,24,40,32,33,64,3,3,5,10,4,12,0,0,0,13,7,16,75,72,150,12,5,14,318,289,602
UCL315010,19,10,26,56,77,134,8,7,19,13,9,25,79,95,175,46,52,95,10,15,19,12,16,30,61,82,144,0,0,0,0,7,10,7,3,9,6,8,11,0,0,0,13,13,25,3,6,10,6,14,15,3,5,3,5,15,19,0,0,0,18,31,53,28,49,74,0,0,0,9,3,11,0,0,0,9,8,14,73,61,135,0,0,0,270,311,579
UCL315011,4,0,4,14,10,23,3,0,5,4,3,8,22,19,38,11,3,10,4,3,9,4,4,5,15,5,20,0,0,0,6,0,6,0,4,3,0,0,0,0,0,0,5,5,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,8,9,16,0,0,3,0,3,5,0,0,0,0,3,10,42,50,87,0,0,0,90,85,175
UCL315012,51,50,104,235,263,499,37,27,66,16,14,31,293,303,598,171,155,325,14,10,21,7,8,19,193,175,367,11,4,10,8,6,9,5,4,12,11,38,48,0,0,0,29,55,86,3,12,14,8,18,24,0,6,6,11,29,38,0,0,0,18,68,91,51,119,169,10,10,21,8,18,29,0,0,0,17,28,48,125,88,208,0,0,0,728,766,1490
UCL315013,23,18,36,83,71,158,12,7,20,10,10,18,108,91,195,37,35,70,15,11,24,3,7,10,55,54,110,3,0,6,0,0,9,3,7,10,5,20,28,0,0,0,19,30,50,0,11,11,0,10,8,4,3,7,4,16,23,0,0,0,13,38,47,29,68,94,0,0,3,0,11,7,0,0,0,3,7,12,49,68,118,0,0,0,268,297,566
UCL315014,5,3,14,29,22,49,4,3,3,0,0,0,30,25,59,12,16,27,7,7,10,0,0,0,16,17,40,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,10,7,0,12,17,4,0,0,0,0,5,0,0,3,5,0,7,71,69,142,0,0,0,135,140,273
UCL315015,18,17,36,65,62,128,21,24,44,15,9,22,101,98,201,48,39,86,24,22,50,7,20,27,80,83,161,6,7,14,0,12,12,13,9,17,3,15,19,0,0,0,22,35,59,7,15,30,0,4,7,0,4,8,4,10,12,0,0,0,15,29,49,36,69,113,0,3,6,9,8,10,0,0,0,6,14,19,31,39,68,0,0,0,271,318,588
UCL315016,47,22,69,119,122,244,33,45,80,22,19,50,182,193,373,89,93,179,26,47,71,28,25,50,150,159,307,4,6,9,0,12,12,12,13,25,10,25,35,0,0,0,30,54,78,11,13,23,0,6,6,5,0,5,4,31,35,0,0,0,16,50,68,43,102,148,3,5,4,3,15,14,0,0,0,8,17,23,54,45,97,0,0,0,475,542,1017
UCL315017,15,16,28,53,50,107,27,37,67,5,0,6,87,92,184,61,65,127,0,0,0,0,6,0,62,66,132,5,0,3,7,3,9,6,8,11,6,11,17,0,0,0,21,23,44,0,12,12,4,13,11,3,3,5,4,27,31,0,0,0,12,52,63,29,76,103,3,6,3,8,4,6,4,0,4,8,5,16,165,160,326,8,0,8,373,415,792
UCL315018,11,7,19,105,72,180,31,24,52,0,0,0,131,99,233,30,52,87,0,0,0,4,0,4,38,51,89,0,0,0,0,0,5,0,0,0,0,4,9,0,0,0,6,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,15,0,0,0,0,0,0,0,0,0,0,0,0,20,13,38,0,0,0,204,195,389
UCL315019,12,3,18,36,14,54,4,10,15,0,0,0,37,29,69,42,33,73,5,0,5,4,0,6,46,32,79,0,7,6,0,3,3,0,0,0,5,7,9,0,0,0,5,16,23,0,0,0,3,3,9,0,3,0,0,6,8,0,0,0,4,13,19,10,28,40,0,0,4,4,0,7,0,0,0,7,3,4,115,119,233,20,9,30,244,227,477
UCL315020,18,18,33,67,56,128,43,52,94,7,3,11,117,113,230,60,43,99,5,4,7,0,4,3,66,42,112,0,0,0,4,0,4,0,3,3,8,15,17,0,0,0,9,22,30,0,0,0,0,3,10,0,5,7,6,9,13,0,0,0,12,17,34,21,38,60,0,0,0,4,7,13,0,0,0,6,12,13,92,73,161,5,0,7,321,302,622
UCL315021,5,7,13,40,39,79,16,3,22,3,0,3,57,49,107,46,28,72,3,4,10,4,0,3,52,38,86,0,0,0,0,5,5,4,0,5,6,9,11,0,0,0,5,17,26,0,4,0,3,4,4,0,0,0,4,3,7,0,0,0,5,11,14,15,27,39,0,0,0,0,3,6,0,0,0,4,3,3,36,34,74,0,0,0,170,155,329
UCL315022,15,29,45,64,64,122,67,43,107,0,0,0,129,108,235,57,52,110,11,10,19,0,3,3,66,64,127,6,0,6,0,0,0,4,6,13,5,15,27,0,0,0,15,23,40,0,5,10,0,4,4,0,4,4,13,17,33,0,0,0,17,30,46,31,52,85,0,3,3,6,3,11,0,0,0,6,4,8,306,207,512,4,3,11,559,463,1024
UCL315023,0,9,11,29,39,64,12,9,23,3,4,6,47,49,95,24,28,52,0,0,0,0,0,0,24,28,52,0,0,0,0,0,0,0,3,4,5,5,6,0,0,0,5,11,14,0,0,4,0,4,0,3,0,3,0,3,10,0,0,0,10,9,16,15,15,36,4,4,9,0,0,5,0,0,0,7,10,12,128,74,196,0,0,0,223,179,400
UCL315024,11,7,21,64,54,121,5,3,3,10,15,26,76,76,152,46,23,66,4,3,12,6,14,17,56,44,94,0,4,4,0,0,0,8,0,10,4,14,19,0,0,0,11,17,28,4,5,4,0,3,3,0,0,0,8,22,20,0,0,0,10,23,32,18,45,68,0,0,3,0,9,7,0,0,0,0,12,12,173,153,331,10,4,11,344,337,679
UCL315025,10,5,18,52,47,96,3,5,6,7,15,20,63,59,120,41,28,73,0,4,5,20,14,38,67,50,119,0,0,0,4,6,6,4,3,5,7,8,17,0,0,0,12,21,31,0,4,4,0,7,4,0,0,0,0,0,4,0,0,0,0,13,16,12,31,45,5,9,8,0,6,6,0,0,0,4,13,18,86,95,184,0,0,0,242,263,504
UCL315026,28,20,44,104,99,202,6,8,12,21,18,35,126,127,253,83,80,167,18,6,29,22,19,42,128,106,230,0,3,6,3,6,10,9,8,20,12,16,30,0,0,0,30,33,61,6,16,22,0,8,9,3,4,8,12,25,31,0,0,0,22,56,74,51,89,138,0,0,3,7,15,22,0,0,0,16,16,25,112,147,254,4,3,3,454,506,957
UCL315027,3,17,18,48,51,94,0,0,0,0,3,3,48,54,104,31,27,56,8,10,13,8,4,15,41,41,81,0,0,3,0,3,6,0,0,0,5,7,14,0,0,0,11,14,29,0,5,4,0,4,3,0,0,0,3,10,14,0,0,0,4,18,20,16,28,48,0,0,0,0,3,10,0,0,0,0,3,10,114,170,283,0,0,0,225,311,537
UCL315028,4,18,27,52,42,100,4,4,9,6,4,19,65,60,126,31,27,60,10,7,19,8,5,18,54,45,94,4,0,4,0,5,4,4,5,3,3,3,12,0,0,0,10,11,21,3,6,9,0,0,0,0,0,0,0,10,10,0,0,0,3,22,23,11,32,37,0,0,0,0,6,8,0,0,0,0,6,8,19,25,49,0,0,0,157,177,335
UCL315029,19,26,43,90,108,198,7,8,12,19,17,32,118,129,247,49,65,117,22,20,37,14,21,37,84,105,189,0,3,6,0,0,3,3,8,14,8,9,14,0,0,0,18,24,43,4,26,36,0,4,10,0,0,0,12,26,34,0,0,0,22,62,83,42,80,124,4,0,4,3,3,9,0,0,0,13,5,21,42,59,99,0,0,0,310,409,724
UCL315030,15,18,32,94,80,167,0,0,0,0,3,3,94,80,172,41,38,76,0,0,0,0,0,0,42,41,84,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,4,3,6,0,0,0,3,6,9,5,11,14,0,0,0,3,0,0,0,0,0,3,0,3,78,52,125,3,0,3,230,202,431
UCL315031,18,11,26,132,128,258,0,0,0,3,0,3,136,130,266,74,70,142,0,0,0,6,3,7,74,71,148,0,3,4,3,0,7,7,0,13,10,9,20,0,0,0,23,19,39,3,7,10,0,3,3,4,0,3,12,17,31,0,0,0,18,29,41,38,49,87,4,6,4,0,17,17,0,0,0,4,18,24,905,284,1196,8,0,8,1192,555,1753
UCL315032,51,35,90,178,144,323,15,14,30,13,15,25,207,174,379,67,75,146,61,40,108,19,20,40,147,138,289,0,4,6,0,5,12,8,3,10,9,29,43,0,0,0,22,42,68,4,9,12,0,12,15,3,3,6,10,26,33,0,0,0,17,53,71,42,95,139,6,8,16,14,13,23,0,0,0,17,19,38,206,192,398,0,0,7,670,664,1334
UCL315033,3,6,10,26,25,52,0,0,0,0,0,0,26,28,55,27,21,40,0,3,3,0,11,13,28,36,57,3,0,5,0,0,0,0,6,6,0,3,9,0,0,0,6,10,16,0,4,6,0,8,8,0,4,0,0,0,4,0,0,0,6,10,14,8,25,34,0,4,4,5,3,4,0,0,0,5,7,6,36,40,71,0,0,0,103,126,232
UCL315034,13,11,29,59,54,115,4,4,5,0,3,6,64,63,124,17,24,45,4,4,8,12,8,20,36,40,77,0,0,0,0,3,0,0,0,0,6,8,14,0,0,0,8,11,21,0,7,9,3,5,10,0,0,0,6,9,18,0,0,0,10,25,34,22,37,59,4,0,4,6,6,9,0,0,0,4,6,13,33,38,65,0,0,0,168,191,363
UCL315035,39,29,68,184,199,382,10,13,16,13,12,27,204,226,423,81,84,166,15,18,33,26,36,63,124,136,258,0,6,8,4,4,6,8,7,15,12,19,29,0,0,0,17,42,59,6,21,27,0,15,17,0,6,7,4,23,30,0,0,0,18,65,82,38,102,140,6,6,8,5,9,17,0,0,0,11,14,19,60,53,112,0,0,0,473,556,1029
UCL315036,7,10,16,42,27,65,18,9,31,0,0,0,64,38,96,42,39,78,0,0,0,10,4,13,47,44,93,0,0,3,0,0,0,0,8,6,0,4,7,0,0,0,7,8,15,0,10,10,3,3,3,0,7,7,0,9,9,0,0,0,5,18,22,11,27,39,0,0,0,4,3,7,0,0,0,6,3,11,140,115,256,5,3,8,269,249,518
UCL315037,39,27,65,155,116,265,5,9,16,40,59,99,195,184,382,101,92,191,6,23,22,39,45,82,144,159,303,0,0,0,0,11,15,9,8,22,18,33,46,0,0,0,26,55,87,12,22,34,12,24,32,6,11,17,16,22,37,0,0,0,40,80,121,66,131,204,6,0,6,9,16,20,0,0,0,21,15,31,72,61,136,7,7,16,547,590,1137
UCL315038,18,20,41,91,72,160,28,29,62,13,16,32,131,121,253,52,45,96,42,25,72,15,13,26,113,85,194,3,0,0,0,7,3,19,3,16,5,23,29,0,0,0,25,34,60,5,12,20,0,5,8,0,0,0,10,19,26,0,0,0,17,38,56,41,69,109,4,0,3,3,11,12,0,0,0,3,14,17,34,25,60,0,0,0,340,332,675
UCL315039,4,9,12,67,63,126,0,0,0,0,3,3,67,65,130,9,18,29,0,0,0,0,0,0,9,18,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,5,6,12,0,0,0,5,6,12,5,12,17,0,0,0,0,0,0,0,0,0,0,0,0,45,48,98,0,0,0,135,151,284
UCL315040,0,3,3,26,15,40,7,4,12,0,0,0,31,22,56,8,6,14,8,0,8,0,3,5,13,10,20,0,3,3,5,7,5,0,4,4,16,8,23,0,0,0,15,19,35,5,17,22,10,5,14,3,6,13,7,11,19,0,0,0,24,45,67,46,59,106,0,0,0,0,8,14,0,0,0,6,8,14,376,396,770,21,27,49,489,531,1021
UCL315041,12,14,25,52,42,97,5,6,14,3,3,9,63,51,111,21,26,48,3,9,16,4,0,3,29,38,69,0,0,0,0,0,0,0,0,3,0,9,9,0,0,0,0,16,14,0,0,0,0,4,6,0,0,0,0,9,9,0,0,0,0,12,14,0,27,28,0,0,0,0,0,3,0,0,0,3,0,3,80,70,146,8,0,7,195,197,395
UCL315042,14,11,26,64,65,125,26,16,39,10,6,12,93,85,181,68,64,127,15,12,26,3,7,9,82,82,168,7,0,7,0,0,3,15,0,14,0,7,12,0,0,0,18,13,31,0,5,5,4,3,11,0,4,3,4,20,20,0,0,0,9,35,44,29,48,72,0,0,0,7,8,14,0,0,0,8,8,19,116,117,232,6,0,5,351,359,703
UCL315043,10,5,9,24,29,56,0,0,3,0,0,4,29,31,65,23,19,45,0,3,3,0,6,7,28,25,55,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,6,9,11,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,9,15,6,18,23,0,0,0,4,5,3,0,0,0,4,5,5,27,21,49,0,0,0,98,106,204
