UCL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL122077,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,23,15,20,32,4,0,0,110
UCL122078,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,6,4,14,15,19,30,14,0,0,100
UCL122079,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,6,9,20,30,36,28,4,0,0,128
UCL122080,0,3,4,3,0,3,0,0,0,15,4,0,3,0,0,4,0,0,0,18,17,30,43,52,43,45,15,3,0,243
UCL122081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,3,13,21,34,24,5,0,0,107
UCL122082,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,3,3,5,21,21,4,0,0,67
UCL122083,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,16,16,22,19,46,38,0,0,0,153
UCL122084,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,7,4,23,17,15,14,0,0,0,80
UCL122085,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,5,4,19,6,12,11,7,4,0,75
UCL122086,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,26,20,25,28,11,0,0,112
UCL122087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,3,11,13,16,15,13,0,0,77
UCL122088,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,7,8,13,10,18,14,14,0,0,76
UCL122089,0,0,3,4,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,10,9,9,54,43,31,34,12,0,0,195
UCL122090,0,0,5,4,4,0,0,0,0,12,0,0,0,7,3,0,0,0,0,12,10,18,36,42,45,58,20,6,0,231
UCL122091,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,9,11,29,24,21,30,0,0,0,127
UCL122092,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,17,22,41,30,35,9,0,0,162
UCL122093,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,8,5,10,21,26,35,34,12,0,0,143
UCL122094,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,4,9,22,19,41,30,0,5,0,131
UCL122095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,4,23,20,27,29,4,0,0,101
UCL122096,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,8,4,14,20,16,31,11,0,0,113
UCL122097,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,14,10,12,33,21,9,0,0,104
UCL122098,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,6,4,6,18,25,25,30,8,0,0,116
UCL122099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,24,13,9,22,7,0,0,95
UCL122100,0,0,0,0,0,5,0,0,0,7,0,0,0,0,3,0,0,0,0,5,5,6,18,25,36,52,15,0,0,167
UCL122101,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,11,15,34,54,26,16,0,0,167
UCL122102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,5,12,12,23,27,5,0,0,90
UCL122103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,3,14,11,17,29,9,0,0,89
UCL122104,0,5,3,0,8,5,0,0,0,16,0,5,0,0,3,0,3,0,0,12,10,39,15,21,66,54,12,0,0,215
UCL122105,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,15,23,51,41,39,5,0,0,170
UCL122106,0,5,3,0,3,0,0,0,0,7,0,0,0,0,0,6,0,0,0,7,0,6,26,7,19,25,5,0,0,93
UCL122107,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,0,10,5,8,35,37,32,43,13,0,0,177
UCL122108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,12,13,13,32,4,5,0,85
UCL122109,0,0,0,0,3,0,0,0,0,4,0,0,3,3,6,0,4,0,0,15,35,68,161,106,124,117,32,0,0,643
UCL122110,0,0,5,5,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,4,12,8,35,42,32,33,9,5,0,178
UCL122111,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,9,17,19,45,42,44,7,3,0,192
UCL122112,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,5,0,0,0,8,5,8,3,7,30,34,12,5,0,114
UCL122113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,10,21,23,22,6,0,0,88
UCL122114,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,9,8,0,12,15,23,24,6,8,0,98
UCL122115,0,0,0,4,0,5,0,0,0,9,0,0,0,5,0,0,0,0,0,8,0,3,14,30,27,26,7,9,0,108
UCL122116,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,7,11,12,40,33,9,5,0,123
UCL122117,3,0,4,6,0,0,0,0,0,12,0,0,3,0,5,0,0,0,0,6,25,20,44,34,47,52,8,0,0,230
UCL122118,0,3,3,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,3,8,17,26,26,31,20,0,0,0,139
UCL122119,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,6,0,0,9,10,4,22,28,31,42,16,6,0,163
UCL122120,0,6,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,10,10,39,46,60,49,3,0,0,224
UCL122121,0,0,0,3,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,11,8,25,35,25,23,5,0,0,126
UCL122122,0,0,0,3,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,10,12,22,42,55,61,39,6,0,0,233
UCL122123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,11,19,19,3,0,0,58
UCL122124,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,11,21,23,38,41,16,7,0,0,160
UCL122125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,13,11,23,0,0,0,70
UCL122126,0,0,0,0,0,0,0,0,0,6,5,0,4,0,3,0,0,0,0,12,18,17,18,42,42,56,9,0,0,208
UCL122127,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,5,10,9,15,37,28,12,0,0,120
UCL122128,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,30,13,16,16,6,0,0,85
UCL122129,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,10,14,29,22,41,31,10,0,0,151
UCL122130,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,6,0,0,0,4,3,0,15,15,21,18,4,0,0,74
UCL122131,0,3,0,0,4,0,0,0,0,9,3,0,5,0,6,5,0,0,0,27,33,64,139,133,172,138,37,9,0,728
UCL122132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,13,16,13,25,28,6,0,0,102
UCL122133,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,14,8,30,18,10,4,0,85
UCL122134,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,14,27,44,46,37,4,0,0,196
UCL122135,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,11,0,10,29,32,24,12,3,3,0,123
UCL122136,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,4,0,0,0,24
UCL122137,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,8,0,9,14,13,10,23,3,4,0,83
UCL122138,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,3,3,7,24,22,27,27,6,0,0,120
UCL122139,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,8,14,15,18,31,3,0,0,104
UCL122140,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,23,12,4,19,10,0,0,69
UCL122141,0,0,0,0,0,5,0,0,0,8,4,0,0,3,0,3,3,0,0,8,14,10,41,38,36,52,9,0,0,202
UCL122142,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,7,8,15,25,18,3,0,0,79
UCL122143,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,5,3,10,20,22,14,7,0,0,85
UCL122144,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,12,7,29,24,34,35,12,0,0,152
UCL122145,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,17,8,8,21,8,0,0,66
UCL122146,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,4,3,11,10,15,22,9,5,0,77
UCL122147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,7,6,0,0,36
UCL122148,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,24,4,0,0,61
UCL122149,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,4,0,0,0,12,8,10,19,17,33,31,4,0,0,121
UCL122150,0,0,0,0,0,0,0,0,0,12,0,0,5,6,4,0,0,0,0,11,7,18,47,56,32,49,10,0,0,232
UCL122151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,3,0,17,12,20,26,11,3,0,95
UCL122152,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,4,0,14,14,14,24,4,0,0,76
UCL122153,0,6,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,12,12,23,35,45,40,14,0,0,178
UCL122154,0,0,3,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,5,7,3,25,52,44,77,15,0,0,217
UCL122155,0,0,0,3,0,5,0,0,0,11,0,0,0,4,4,4,4,0,0,15,17,19,50,37,56,58,15,0,0,259
UCL122156,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,8,19,34,29,43,34,10,0,0,180
UCL122157,0,3,0,3,11,3,0,0,0,19,0,6,4,0,4,0,0,0,0,13,33,33,25,27,66,48,10,0,0,249
UCL122158,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,5,9,8,15,14,20,7,0,0,75
UCL131001,846,949,1650,1779,2231,1864,567,72,3,9970,933,936,1656,1968,2691,2354,1078,483,80,12164,18019,19368,37367,47543,63876,59257,23407,5288,652,274771
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,12,4,0,0,35
UCL201001,2053,7287,19541,17305,15799,11252,3238,458,33,76964,3072,10194,29705,26142,20895,14134,4008,837,202,109189,95218,214569,577283,542081,449335,305383,81875,9898,756,2276394
UCL203001,66,214,429,316,294,242,70,6,3,1644,85,173,381,275,302,251,64,27,8,1571,3098,5039,11376,10149,9551,7437,1824,193,22,48687
UCL203002,73,166,442,345,299,291,92,10,0,1712,85,156,365,316,285,248,66,26,4,1548,2991,4747,10776,9658,9028,7301,1899,189,17,46615
UCL203003,118,365,781,582,515,418,99,25,0,2913,128,363,835,646,626,447,142,38,8,3227,4838,9598,22661,18446,16432,12302,3159,345,29,87814
UCL211001,35,77,184,152,105,98,31,3,0,686,43,62,150,136,120,100,26,7,0,651,1314,1691,4070,3742,3526,2742,675,76,7,17840
UCL211002,55,136,351,267,196,118,49,0,0,1174,56,177,495,484,287,165,35,3,0,1707,1469,2946,8817,8418,5420,3336,786,43,4,31244
UCL212001,19,46,118,105,79,43,16,3,0,431,27,41,99,97,86,59,18,6,0,446,581,941,2588,2416,2099,1460,362,38,0,10481
UCL212002,15,18,66,43,49,55,13,0,0,264,14,16,34,34,46,42,8,0,0,206,424,550,1275,1105,1284,1220,341,39,6,6248
UCL212003,24,65,159,101,72,72,28,0,0,526,37,77,194,125,148,106,26,8,0,726,892,1463,3789,3019,3036,2590,679,57,11,15534
UCL212004,18,24,51,91,59,48,17,0,0,315,19,16,62,78,73,49,21,12,7,337,669,642,1577,2552,2536,1899,541,60,4,10478
UCL212005,39,97,216,169,191,141,47,6,0,919,38,84,232,230,173,125,43,8,13,947,1336,1979,4954,4366,4210,3428,967,110,20,21372
UCL212006,31,63,181,152,147,107,26,6,0,718,33,62,163,181,164,91,28,0,3,734,1077,1713,4362,4211,4187,3149,717,63,3,19489
UCL212007,11,35,62,91,90,54,8,3,0,359,20,28,68,119,97,48,11,0,0,389,655,805,1960,3166,2755,1614,445,31,0,11431
UCL212008,28,56,129,107,84,64,19,0,0,489,17,37,100,71,99,59,18,4,0,409,895,1133,3090,2775,2489,1985,489,48,0,12900
UCL212009,34,66,154,100,100,71,36,5,0,566,30,48,126,93,114,74,23,11,0,516,1172,1375,3449,3108,3226,2841,725,84,0,15994
UCL213001,7,35,54,34,56,46,15,0,0,240,12,24,47,34,53,38,18,8,3,245,367,513,1189,993,1086,997,334,48,5,5523
UCL213002,4,7,17,34,34,28,10,4,0,139,10,8,16,34,21,31,13,0,0,145,221,199,609,902,1020,900,312,37,3,4206
UCL213003,6,29,53,38,41,34,11,0,0,214,21,11,46,36,55,24,20,0,3,205,425,535,1278,1083,1079,941,301,28,10,5690
UCL213004,9,36,83,52,52,53,11,7,0,305,11,26,54,58,63,47,6,3,0,267,372,554,1621,1285,1251,1026,277,43,0,6439
UCL213005,14,39,77,64,50,44,20,4,0,308,5,20,41,73,48,38,12,0,0,238,432,560,1370,1540,1518,1371,370,25,0,7187
UCL213006,13,26,20,51,43,32,5,0,0,192,6,9,22,46,46,28,6,3,0,169,414,387,778,1493,1385,850,171,22,0,5494
UCL213007,23,34,87,68,57,45,19,6,0,339,10,22,66,48,39,47,15,12,0,254,472,695,1772,1455,1447,1337,399,83,3,7656
UCL213008,13,24,71,57,59,34,4,0,0,279,14,21,90,57,53,34,6,0,0,281,485,654,1962,1921,1720,1030,240,8,0,8034
UCL213009,10,32,78,75,62,33,7,0,0,298,11,12,49,39,52,26,7,3,0,195,391,526,1294,1344,1300,971,205,20,0,6047
UCL213010,14,36,58,41,38,47,8,3,0,257,12,23,74,41,41,36,20,5,0,265,342,549,1334,1029,1102,1034,266,26,9,5701
UCL213011,5,22,53,20,32,26,3,0,0,165,12,27,50,43,53,43,14,3,0,249,273,479,1025,819,949,816,206,16,0,4588
UCL213012,13,20,25,40,34,27,17,0,0,168,13,17,28,23,32,25,18,6,3,161,314,352,747,810,980,902,257,30,5,4397
UCL213013,11,17,60,45,40,34,10,0,0,223,12,19,48,33,32,31,10,3,0,195,379,517,1398,1224,1218,1020,271,41,3,6068
UCL213014,11,31,57,42,24,27,11,0,0,198,7,25,54,58,41,27,6,7,0,227,313,509,1272,1040,858,876,253,32,0,5159
UCL213015,12,21,81,82,55,36,8,3,0,293,14,37,111,99,61,43,6,0,0,372,388,619,1853,1805,1357,894,200,9,0,7130
UCL213016,21,37,82,70,65,46,21,0,0,339,33,38,62,53,84,62,23,6,0,350,668,735,1824,1748,1840,1558,459,46,5,8873
UCL213017,17,39,87,71,83,86,32,0,0,425,18,18,75,62,60,35,11,3,0,273,511,803,2056,1784,1746,1404,395,54,4,8761
UCL213018,9,10,34,26,20,14,3,0,0,115,4,10,15,20,19,19,4,4,0,92,236,249,599,623,755,671,202,31,0,3368
UCL214001,6,4,28,22,18,21,4,0,0,101,9,12,28,8,14,20,8,0,0,100,196,302,722,511,574,567,167,17,0,3061
UCL214002,5,6,25,38,26,16,3,0,0,119,4,4,29,28,26,16,3,0,0,121,198,216,708,806,688,337,82,7,0,3046
UCL214003,5,16,20,20,24,30,12,0,0,124,14,19,45,26,40,38,20,10,0,197,237,327,748,660,755,839,290,38,4,3917
UCL214004,4,12,23,18,13,12,0,5,0,88,10,6,19,16,15,21,5,7,0,101,142,182,479,425,436,366,114,22,0,2166
UCL214005,0,4,3,7,7,0,0,0,0,20,0,0,3,4,5,0,4,0,0,13,30,38,81,80,112,89,21,0,0,449
UCL214006,0,4,22,17,17,14,10,0,0,84,15,0,11,17,20,12,7,4,3,93,124,137,413,473,539,544,191,29,5,2453
UCL214007,3,11,49,21,18,8,0,0,0,115,5,14,29,23,18,18,0,0,0,109,77,216,1075,680,388,292,53,4,0,2785
UCL214008,8,20,24,29,43,42,15,0,0,176,10,10,33,25,26,25,17,8,7,166,292,380,857,752,828,850,278,45,6,4293
UCL214009,12,23,38,38,45,41,7,0,0,198,8,8,29,25,36,42,15,3,0,157,232,275,755,772,833,820,208,31,3,3933
UCL214010,0,8,9,11,23,13,3,0,0,66,0,8,12,14,20,15,11,0,0,78,135,136,372,518,503,527,175,27,0,2405
UCL214011,12,14,36,38,27,20,15,0,0,153,3,17,42,37,37,32,6,0,0,184,273,379,849,803,883,620,158,21,4,3984
UCL214012,7,16,21,18,19,32,13,0,0,123,10,10,17,23,18,9,6,3,3,102,134,211,450,462,517,488,161,14,4,2443
UCL214013,3,7,13,18,17,10,0,0,0,75,0,3,14,17,17,8,4,0,0,62,123,163,404,520,605,370,125,16,5,2310
UCL214014,0,3,12,14,17,13,8,0,0,70,10,3,8,10,19,21,8,4,0,84,135,143,351,404,439,450,171,19,4,2117
UCL214015,3,11,32,25,26,17,5,0,0,119,6,7,16,24,13,13,14,0,0,84,173,175,438,526,453,417,155,13,0,2354
UCL214016,11,11,25,13,13,17,9,0,0,97,7,11,22,21,30,27,12,6,0,134,162,230,527,417,550,543,169,22,5,2624
UCL214017,0,3,10,3,10,17,9,0,0,55,0,5,12,17,20,16,9,3,0,90,101,143,247,348,447,563,255,46,5,2146
UCL214018,0,8,27,22,34,32,13,0,0,135,9,9,13,18,27,34,12,4,0,119,116,210,463,560,751,851,307,24,0,3283
UCL214019,4,6,16,5,23,22,6,3,0,92,6,9,22,20,12,14,7,0,0,87,139,226,511,410,499,489,141,14,0,2427
UCL214020,0,14,9,3,9,8,8,0,0,55,3,3,21,14,12,14,0,4,0,71,125,246,525,394,435,426,130,19,0,2305
UCL214021,6,19,24,24,23,17,5,0,0,114,5,14,25,29,37,16,3,0,0,132,165,273,495,515,590,359,95,13,0,2507
UCL214022,6,10,30,26,44,32,8,0,0,162,7,14,22,13,26,23,16,0,0,123,235,268,570,588,653,586,153,17,3,3069
UCL215001,0,0,4,3,3,7,0,3,0,20,0,0,3,5,7,9,0,0,0,28,38,45,82,96,174,243,100,13,0,787
UCL215002,4,3,14,0,9,0,3,0,0,41,0,5,4,9,13,10,0,0,0,44,52,63,162,206,222,212,74,15,0,998
UCL215003,0,4,6,8,4,13,4,0,0,38,3,3,11,12,7,14,12,6,0,64,68,96,226,282,327,388,131,28,0,1549
UCL215004,0,0,0,0,7,0,0,0,0,11,0,0,6,3,7,5,0,0,0,24,39,35,139,116,171,164,47,11,0,725
UCL215005,0,0,0,4,0,0,0,0,0,9,5,8,3,0,4,4,0,0,0,24,12,27,75,65,87,66,37,4,0,372
UCL215006,0,0,10,4,11,10,0,0,0,34,0,4,13,9,8,14,0,0,0,47,55,81,248,305,225,215,39,7,0,1175
UCL215007,0,0,5,7,4,5,8,0,0,28,3,0,3,4,10,5,6,7,0,41,59,61,123,274,286,218,93,16,0,1133
UCL215008,0,0,6,9,8,3,0,0,0,31,0,0,0,9,10,8,0,0,0,28,81,58,203,237,252,152,37,0,0,1021
UCL215009,0,0,0,3,0,3,0,0,0,11,0,0,5,0,3,3,0,0,0,15,17,26,43,67,80,92,15,7,0,343
UCL215010,0,0,7,0,13,10,10,0,0,50,0,0,0,7,15,7,5,0,0,43,105,99,118,266,303,229,61,8,0,1195
UCL215011,0,0,5,0,0,5,0,0,0,10,0,0,0,0,4,7,5,4,0,26,21,42,57,64,99,91,37,10,0,430
UCL215012,0,0,6,5,9,10,0,0,0,32,0,0,0,3,10,9,0,0,0,44,94,63,185,315,397,308,114,15,0,1493
UCL215013,5,6,27,20,9,3,0,0,0,72,7,12,24,36,18,8,3,0,0,99,91,151,688,626,363,180,39,0,0,2133
UCL215014,0,9,7,11,4,12,0,0,0,39,0,0,5,3,4,3,0,0,0,27,32,47,152,113,149,121,11,6,0,634
UCL215015,0,3,3,5,10,8,0,3,0,31,0,0,10,15,4,4,3,0,0,42,62,75,191,258,269,254,70,17,0,1204
UCL215016,5,11,18,16,9,3,0,0,0,71,3,11,21,19,27,24,4,0,0,109,107,156,455,384,385,305,76,4,0,1873
UCL215017,0,5,13,12,7,10,5,0,0,64,4,9,10,11,19,11,4,3,0,73,85,114,251,289,253,214,46,10,0,1267
UCL215018,3,0,6,7,9,7,0,0,0,38,3,3,12,4,10,6,3,5,0,36,71,95,221,203,237,264,75,22,3,1198
UCL215019,0,0,6,10,6,7,0,0,0,29,6,4,5,7,5,3,0,0,0,29,64,76,177,236,261,193,48,4,0,1063
UCL215020,0,0,4,5,4,5,0,0,0,17,6,3,4,5,0,7,0,0,0,20,20,44,89,69,87,125,37,5,0,483
UCL215021,0,0,0,0,7,3,0,0,0,13,0,8,3,6,0,12,5,0,0,29,33,39,73,76,136,123,31,3,0,524
UCL215022,0,9,15,15,5,3,4,0,0,55,4,9,17,20,18,8,5,0,0,72,86,204,404,342,295,294,75,12,0,1710
UCL215023,0,7,4,0,6,0,0,0,0,15,0,0,0,3,4,7,5,0,0,22,43,50,97,88,159,142,37,0,0,622
UCL215024,0,0,4,7,0,0,4,0,0,20,0,3,9,4,8,10,0,3,0,36,26,37,110,126,147,127,68,4,4,644
UCL215025,0,4,3,3,6,6,0,0,0,27,0,0,0,7,0,5,3,0,0,17,12,22,54,75,72,125,41,4,0,409
UCL215026,0,0,3,8,9,4,0,0,0,18,4,0,4,4,8,6,0,0,0,24,22,24,68,72,92,96,24,5,0,404
UCL215027,0,3,6,4,4,5,7,0,0,29,0,0,0,5,0,0,0,0,0,11,26,27,76,79,91,112,36,17,3,459
UCL215028,4,4,10,16,13,14,4,0,0,61,7,3,9,3,14,9,9,0,0,46,54,52,177,203,240,230,73,4,0,1039
UCL215029,0,0,8,11,11,11,6,0,0,50,3,4,11,17,15,12,8,0,0,71,60,57,254,288,418,429,130,18,4,1661
UCL215030,0,5,5,0,4,0,0,0,0,10,0,0,0,0,3,5,5,3,0,19,21,30,88,75,97,124,25,11,0,468
UCL215031,0,0,4,4,3,7,6,0,0,20,0,0,4,4,4,7,0,0,0,22,33,26,83,89,110,127,50,4,0,522
UCL215032,0,0,12,12,4,12,3,0,0,46,0,3,5,7,8,10,8,7,0,47,76,82,221,232,219,224,105,27,0,1187
UCL215033,0,0,16,20,8,3,6,0,0,54,3,0,12,14,14,11,5,0,0,57,96,64,259,492,377,169,36,5,0,1490
UCL215034,0,0,3,4,0,6,0,0,0,15,0,0,0,0,0,4,0,0,0,8,34,38,58,72,82,94,39,9,0,415
UCL215035,0,0,23,5,11,3,0,0,0,49,4,0,3,8,9,0,5,3,0,35,47,56,173,167,169,112,33,5,0,757
UCL215036,0,0,8,0,7,3,3,0,0,26,0,3,4,4,10,14,0,0,0,35,41,46,98,113,142,102,28,0,0,572
UCL215037,0,5,4,4,8,6,0,0,0,31,0,0,10,0,7,8,6,0,0,31,18,42,114,107,118,120,40,3,0,562
UCL215038,3,0,10,6,10,11,0,0,0,32,0,3,3,8,11,8,0,0,0,32,22,35,88,111,128,141,49,11,4,585
UCL215039,8,3,0,8,3,4,0,0,0,23,0,0,5,6,7,6,0,0,0,17,46,42,102,112,92,101,25,3,0,515
UCL215040,0,3,6,0,0,3,0,0,0,17,3,3,0,0,7,6,0,0,0,28,34,44,83,87,101,111,27,4,0,485
UCL215041,3,4,15,9,3,15,6,0,0,47,0,3,13,9,24,5,3,0,0,69,63,105,230,258,274,315,90,20,4,1362
UCL215042,0,4,7,3,4,5,0,0,0,31,0,0,3,9,5,7,0,0,0,28,34,49,109,126,154,110,22,0,0,610
UCL215043,7,6,31,8,10,7,0,6,0,77,0,9,24,29,17,15,0,0,0,98,101,135,486,359,291,203,43,7,0,1630
UCL215044,0,0,14,15,11,7,0,0,0,49,3,3,8,3,5,10,3,0,0,29,38,54,175,158,171,160,47,8,0,814
UCL215045,4,11,19,12,12,19,3,0,0,83,9,3,7,15,17,19,4,0,0,81,96,135,326,272,340,298,102,17,3,1586
UCL215046,3,5,16,10,10,9,4,0,0,52,0,6,3,4,6,7,0,0,0,34,45,62,185,165,154,152,44,0,0,808
UCL215047,3,3,29,16,8,9,0,0,0,71,4,3,21,11,15,14,4,0,0,69,62,96,357,199,173,125,20,0,0,1044
UCL215048,0,0,18,8,11,6,0,0,0,52,3,3,17,17,9,3,0,0,0,54,36,77,259,189,125,116,17,0,0,823
UCL215049,0,0,0,0,6,0,7,0,0,11,0,5,0,3,3,3,6,0,0,24,21,50,171,102,106,158,92,9,0,704
UCL215050,0,0,10,12,12,9,8,0,0,40,3,0,5,17,14,8,5,0,0,64,78,63,128,311,385,301,127,15,0,1419
UCL215051,10,16,20,17,7,14,3,0,0,85,6,6,13,13,9,10,6,0,0,55,119,167,407,393,304,322,106,11,0,1830
UCL215052,0,0,3,5,3,3,0,0,0,17,0,3,0,0,3,8,4,0,0,23,23,24,65,78,127,167,62,3,0,541
UCL215053,6,3,21,16,12,10,7,0,0,80,0,5,9,18,10,10,3,5,0,61,85,107,368,400,346,358,117,13,0,1799
UCL215054,0,0,14,5,10,4,4,0,0,33,0,4,11,4,13,4,0,0,3,43,38,69,177,118,144,159,43,3,3,755
UCL215055,0,0,5,9,6,6,3,0,0,26,3,4,0,0,5,9,4,4,0,21,21,25,83,109,132,189,91,12,0,660
UCL215056,0,0,8,9,3,3,0,0,0,31,0,6,10,4,3,8,0,0,0,35,25,44,163,127,114,112,21,0,0,601
UCL215057,0,4,9,10,3,0,0,0,0,30,0,0,7,5,8,8,0,0,0,27,42,39,110,161,187,148,44,0,0,732
UCL215058,0,0,0,0,3,0,0,0,0,8,0,0,5,3,0,0,0,3,0,10,30,30,77,62,92,97,41,4,0,429
UCL215059,0,3,0,3,0,6,4,0,0,20,0,4,0,6,0,4,0,0,0,17,60,53,172,225,212,188,89,14,0,1007
UCL215060,0,7,9,4,10,12,0,0,0,48,5,3,4,7,10,3,10,0,0,46,78,102,241,240,241,265,75,9,0,1263
UCL215061,0,0,4,4,4,9,0,0,0,19,4,0,5,5,3,10,3,0,0,33,46,60,178,169,151,182,51,6,5,848
UCL215062,0,0,0,6,3,0,3,0,3,27,0,9,6,10,6,0,0,0,0,39,47,71,118,118,114,119,50,0,6,630
