UCL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL222083,0,0,4,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,12,9,20,34,18,22,11,0,0,120
UCL222084,0,0,5,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,8,20,32,30,36,6,0,0,135
UCL222085,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,4,0,0,0,8,8,9,25,31,36,55,11,0,0,169
UCL222086,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,6,16,25,39,43,34,22,0,0,182
UCL222087,0,0,5,0,0,3,0,0,0,9,0,0,5,0,0,0,0,0,0,6,10,21,40,31,38,47,9,0,0,197
UCL222088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,6,24,34,7,0,0,85
UCL222089,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,4,5,6,17,9,26,29,3,0,0,96
UCL222090,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,4,0,0,13,7,8,12,30,18,22,9,0,0,108
UCL222091,4,0,3,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,9,16,15,35,42,43,35,5,4,0,192
UCL222092,0,0,4,4,5,0,0,4,0,13,0,0,0,0,0,4,0,0,0,8,9,9,29,46,42,22,4,4,0,171
UCL222093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,28,15,28,38,7,0,0,144
UCL222094,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,6,10,30,14,19,31,5,0,0,125
UCL222095,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,21,13,16,22,11,0,0,94
UCL222096,0,3,5,0,0,0,0,0,0,11,0,5,0,3,5,0,0,0,0,11,4,11,31,56,56,30,25,0,0,220
UCL222097,0,3,7,0,10,4,0,0,0,14,0,0,0,4,0,0,0,0,0,3,14,20,36,29,44,34,6,0,0,168
UCL222098,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,13,6,23,52,40,37,9,0,0,176
UCL222099,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,0,7,22,17,12,19,0,0,0,90
UCL222100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,7,0,8,10,24,7,7,0,67
UCL222101,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,7,14,26,21,22,7,0,0,105
UCL222102,0,0,5,3,5,0,0,0,0,10,4,6,0,0,0,3,0,0,0,15,10,14,28,38,43,47,7,0,0,184
UCL222103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,5,23,37,20,8,0,0,110
UCL222104,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,11,7,16,24,23,17,25,8,4,0,122
UCL222105,0,0,0,0,3,3,0,0,0,7,0,0,0,0,4,0,0,0,0,6,6,9,18,19,26,18,3,0,0,100
UCL231001,492,693,1273,1329,1671,1504,519,55,0,7538,655,703,1221,1449,2055,1866,901,420,71,9343,12902,14363,28270,36115,48377,46652,18397,4056,501,209629
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,15,0,4,16,44,56,44,5,0,0,170
UCL301001,1972,4833,10960,9306,8237,5600,1556,195,12,42660,2253,5553,12953,11992,9390,6056,1633,346,87,50261,64613,116257,269095,263557,231458,151549,36580,3936,275,1137316
UCL302001,505,1293,3004,2787,2396,1618,474,66,4,12145,678,1512,3554,3428,2968,2016,675,166,33,15024,17413,27803,64535,64932,62186,43928,13345,1699,130,295968
UCL302002,281,500,1157,1117,1106,772,215,21,0,5172,371,525,1205,1253,1174,767,259,86,17,5652,9450,11044,24595,28068,30048,22619,6282,755,42,132911
UCL303001,161,344,705,736,726,467,153,17,0,3304,161,249,643,558,537,381,117,36,3,2698,4530,5654,14755,15949,16674,12153,3296,389,31,73422
UCL303002,135,254,520,393,367,293,98,26,4,2080,123,216,412,362,305,218,79,25,6,1759,3373,5460,11404,9759,9305,7367,2054,289,30,49035
UCL303003,245,434,854,657,578,406,133,28,0,3336,223,373,709,584,541,407,119,19,0,2990,6043,9851,19210,17186,16486,12279,3096,300,9,84457
UCL311001,47,108,203,191,157,110,36,4,0,853,76,123,238,200,196,125,38,19,0,1026,1545,2158,4548,4087,4102,3376,810,116,10,20752
UCL311002,31,85,183,194,205,145,33,4,0,874,67,59,136,149,169,137,34,18,9,775,1401,1470,3468,4021,4509,3906,987,103,12,19868
UCL311003,138,253,517,387,361,241,62,9,0,1969,112,206,398,330,336,223,67,18,0,1682,2742,3645,8245,8362,8071,6222,1567,142,9,39014
UCL311004,90,165,314,265,216,180,53,0,0,1286,85,110,269,165,161,115,42,10,4,956,2173,2986,6563,6015,5679,4520,1073,97,9,29103
UCL312001,12,22,45,37,61,47,20,0,0,241,18,22,39,36,67,79,20,5,0,284,372,346,622,965,1447,1645,524,55,3,5980
UCL312002,37,87,152,120,132,93,17,4,0,643,48,99,191,158,134,99,22,4,0,755,1107,1463,3594,3474,3397,2428,499,43,0,16003
UCL312003,15,28,73,55,67,49,13,5,0,309,22,38,62,73,71,51,29,12,0,362,516,681,1241,1332,1604,1438,324,39,5,7183
UCL312004,27,48,94,93,81,50,15,0,0,397,27,50,97,76,71,55,17,5,4,392,606,829,2036,2018,1969,1561,372,37,4,9430
UCL313001,9,20,70,73,59,26,13,0,0,270,6,23,49,57,57,39,21,0,0,255,312,537,1471,1426,1213,1029,324,41,0,6344
UCL313002,12,13,27,34,43,48,9,0,0,176,7,15,34,22,34,20,11,5,4,146,354,316,871,1109,1274,1012,317,49,6,5312
UCL313003,23,36,55,59,48,38,18,4,0,278,8,23,63,55,44,39,18,0,0,257,443,584,1149,1100,1184,850,244,44,3,5618
UCL313004,42,60,93,69,57,60,12,5,0,396,27,25,62,65,56,34,4,0,0,278,601,730,1723,1780,1459,1047,234,30,0,7609
UCL313005,19,33,79,56,24,19,3,0,0,229,19,21,50,47,28,16,0,4,0,189,379,492,1231,1202,855,683,130,9,0,4984
UCL313006,20,55,90,77,56,42,20,6,0,370,22,32,67,60,76,45,26,5,3,332,580,740,1520,1398,1527,1211,290,31,7,7304
UCL313007,22,10,23,32,39,20,9,0,0,156,11,16,11,31,22,25,9,0,0,130,463,279,707,1113,1205,840,205,16,4,4840
UCL313008,16,14,40,20,23,29,11,0,0,153,12,17,37,37,45,18,12,0,0,180,322,469,1047,842,754,664,169,22,0,4297
UCL313009,25,51,99,69,67,45,17,4,0,381,34,36,88,79,53,34,18,0,0,337,586,932,2442,1977,1674,1304,311,41,6,9271
UCL313010,23,32,54,47,35,33,11,3,0,232,19,29,59,45,50,38,26,8,4,267,473,556,1184,968,1094,1050,334,48,6,5719
UCL313011,7,28,76,35,20,7,0,0,0,173,7,40,100,65,33,6,0,0,0,262,196,514,1558,1036,506,243,42,0,0,4099
UCL313012,24,26,61,62,84,36,24,0,0,318,30,31,61,59,50,47,19,6,0,301,701,700,1552,1694,1843,1534,393,39,4,8457
UCL314001,8,19,32,22,24,18,11,0,0,129,10,5,41,13,24,23,15,4,0,140,239,228,625,475,643,562,186,26,3,2985
UCL314002,17,21,31,21,39,36,8,0,0,176,10,20,34,20,26,27,17,3,0,157,251,369,764,610,763,695,235,32,6,3726
UCL314003,6,13,27,29,20,23,3,0,0,132,19,19,37,41,46,35,6,0,0,203,207,260,559,595,641,520,138,16,8,2942
UCL314004,15,13,36,16,22,12,4,0,0,115,4,15,19,22,29,21,4,0,0,116,172,253,591,572,504,347,93,5,0,2537
UCL314005,13,17,26,32,14,18,9,0,0,123,11,6,21,24,15,10,5,0,0,96,198,270,623,650,573,436,87,11,0,2854
UCL314006,5,15,25,16,23,27,4,0,0,116,18,25,40,41,37,37,11,0,0,220,253,352,978,825,822,814,237,29,0,4310
UCL314007,9,9,21,24,16,16,3,3,0,117,19,7,29,20,20,24,14,5,0,141,268,276,604,576,677,610,184,24,0,3222
UCL314008,7,9,32,24,24,12,3,0,0,108,14,21,61,38,19,22,4,0,0,185,186,270,835,661,582,444,121,11,0,3119
UCL314009,18,17,43,41,30,21,6,0,0,174,9,7,61,44,48,15,0,0,0,190,284,330,880,859,832,430,60,3,0,3679
UCL314010,7,10,27,9,19,3,4,4,0,77,4,21,79,33,23,15,5,0,0,181,154,341,1111,547,451,359,87,10,0,3065
UCL314011,13,17,44,32,21,20,4,0,0,153,11,16,24,15,25,23,6,0,0,126,184,237,536,540,498,455,155,22,0,2626
UCL314012,8,15,43,35,26,16,12,0,0,149,11,16,26,33,28,17,6,0,0,123,199,236,555,585,598,466,119,14,0,2765
UCL314013,4,13,16,18,23,21,6,5,0,102,8,21,38,35,26,15,4,3,3,150,154,242,673,508,521,505,162,21,9,2799
UCL314014,5,12,23,33,30,16,8,0,0,129,13,18,35,35,38,27,5,0,0,167,194,224,524,688,609,364,67,9,0,2680
UCL314015,4,10,28,32,16,14,0,0,0,108,3,16,23,35,17,21,0,0,0,112,204,162,466,617,594,382,65,5,0,2487
UCL314016,8,13,36,28,21,22,11,4,0,145,9,15,52,23,25,20,8,0,0,156,200,286,831,579,648,564,171,34,0,3312
UCL314017,11,23,54,27,28,18,3,0,0,162,12,12,37,46,29,21,0,0,0,156,331,405,1263,1383,1091,592,94,7,0,5170
UCL314018,6,18,32,29,41,17,7,0,0,155,6,9,36,52,40,21,0,0,0,166,254,254,797,1071,867,465,72,0,0,3783
UCL314019,3,12,18,16,15,10,4,0,0,77,8,10,33,31,22,23,5,0,0,132,170,163,412,522,544,420,92,12,0,2334
UCL314020,22,29,39,22,31,18,11,0,0,177,17,23,48,46,26,24,8,0,0,197,241,404,710,700,639,524,148,28,4,3400
UCL314021,9,22,33,30,37,27,12,0,0,173,10,20,32,31,51,28,4,0,0,177,245,284,526,768,920,674,196,18,3,3628
UCL314022,7,8,13,21,29,32,7,0,0,121,8,4,19,32,36,26,15,9,5,159,243,157,386,639,920,792,254,60,7,3453
UCL314023,10,16,18,32,40,14,4,0,0,136,14,20,47,50,49,33,8,0,0,215,335,321,804,980,1148,824,128,15,0,4569
UCL315001,0,0,4,0,3,8,0,0,0,17,3,0,6,11,16,6,0,0,0,39,20,28,95,122,139,153,35,7,0,592
UCL315002,0,11,12,14,11,6,0,0,0,61,4,4,4,6,11,7,5,0,0,49,109,94,264,321,309,239,47,0,0,1391
UCL315003,0,0,3,3,0,5,0,0,0,17,4,0,0,4,3,3,5,0,0,16,27,15,50,72,103,132,30,0,0,433
UCL315004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,7,5,16,40,29,36,31,4,0,0,159
UCL315005,0,0,3,3,0,0,0,0,0,12,0,0,0,5,0,8,0,0,0,19,21,23,56,80,79,98,36,7,0,407
UCL315006,0,0,0,4,5,0,0,0,0,8,3,0,5,5,0,4,0,0,0,20,25,38,106,104,78,70,16,0,0,445
UCL315007,3,0,12,6,10,11,8,0,0,42,10,11,13,17,23,17,5,0,0,88,80,83,161,249,269,288,75,3,0,1199
UCL315008,6,9,23,14,15,4,0,0,0,77,3,11,25,20,14,4,0,0,0,66,164,231,682,697,616,388,67,3,0,2855
UCL315009,0,5,8,7,7,9,0,0,0,52,0,10,11,3,6,8,9,0,4,55,82,68,212,166,183,202,68,7,4,990
UCL315010,3,0,9,9,9,6,4,0,0,42,8,8,5,3,17,6,3,0,0,47,61,75,144,160,231,267,87,5,0,1032
UCL315011,0,0,0,0,0,0,0,0,0,7,0,0,3,7,3,4,3,0,0,22,10,13,27,34,78,132,31,5,0,318
UCL315012,6,10,30,19,5,4,0,0,0,78,4,14,34,21,20,4,0,0,0,98,137,145,452,478,343,208,44,0,0,1813
UCL315013,4,9,19,10,0,9,3,0,0,41,4,9,16,9,13,3,0,0,0,47,49,118,290,150,138,93,30,0,0,869
UCL315014,0,0,0,0,0,4,0,0,0,11,3,6,0,0,4,9,6,0,0,27,17,24,56,58,84,127,55,3,0,422
UCL315015,0,7,9,13,11,5,6,0,0,57,0,5,0,3,20,10,5,0,0,47,67,103,191,200,274,212,48,0,0,1093
UCL315016,11,10,18,20,14,11,0,0,0,90,5,6,11,21,26,11,4,0,0,88,144,118,322,406,387,188,47,3,0,1620
UCL315017,0,4,7,16,9,9,3,0,0,50,11,4,21,9,6,16,5,0,0,64,64,106,289,188,224,270,91,5,0,1236
UCL315018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,17,52,44,35,20,0,0,0,184
UCL315019,0,4,3,0,0,3,5,0,0,14,4,3,3,7,7,4,0,0,0,21,26,53,123,78,88,77,21,3,0,477
UCL315020,3,10,10,6,4,3,0,0,0,38,0,6,0,8,3,8,0,0,0,27,48,100,263,224,181,204,37,8,3,1065
UCL315021,0,0,6,0,0,0,0,0,0,16,0,0,4,3,7,5,3,0,0,26,29,33,77,70,82,68,31,0,0,391
UCL315022,0,9,9,8,14,9,3,0,0,58,6,6,12,17,13,8,6,0,0,68,47,137,342,281,233,248,78,13,0,1368
UCL315023,0,0,9,3,8,5,0,0,0,19,0,0,0,0,6,9,0,0,0,22,28,35,122,102,136,119,24,0,0,577
UCL315024,0,0,10,0,11,10,0,0,0,29,0,0,0,5,3,0,0,0,0,11,45,62,119,166,199,238,79,3,0,908
UCL315025,0,0,11,5,8,8,5,0,0,28,3,5,0,8,7,13,0,0,4,39,54,30,78,124,163,172,55,3,4,684
UCL315026,0,12,13,21,23,17,0,0,0,82,3,7,12,12,13,12,4,7,0,63,122,117,238,334,353,264,75,15,0,1516
UCL315027,0,0,0,4,0,4,3,0,0,18,4,0,3,7,0,10,3,6,0,38,32,31,85,76,108,109,33,7,0,488
UCL315028,0,0,11,4,3,4,0,0,0,23,6,3,5,10,7,4,0,0,0,34,48,37,148,138,147,73,23,4,0,616
UCL315029,3,10,8,7,10,7,0,0,0,44,0,6,10,8,10,0,0,0,0,30,76,65,190,251,273,174,38,5,0,1072
UCL315030,0,0,3,3,7,7,0,0,0,21,0,4,4,0,7,0,0,0,0,11,9,28,75,44,60,42,11,0,0,260
UCL315031,3,4,18,15,7,6,3,0,0,57,4,0,10,16,9,6,0,0,0,41,66,138,390,399,404,245,43,0,0,1685
UCL315032,3,3,19,14,15,12,3,0,0,78,8,11,15,18,9,5,0,0,0,69,117,92,320,360,383,401,111,15,4,1812
UCL315033,0,0,0,0,0,3,0,0,0,7,0,0,4,3,3,4,3,0,0,16,24,21,39,69,91,110,32,5,0,397
UCL315034,0,0,9,10,11,3,0,0,0,29,0,0,4,4,11,0,4,4,0,25,26,34,100,113,133,99,29,4,0,544
UCL315035,0,8,9,11,9,8,0,0,0,53,10,5,14,14,14,9,3,0,0,69,91,102,323,357,291,198,53,6,0,1408
UCL315036,3,9,8,4,3,3,0,0,0,26,0,0,8,0,9,6,0,3,0,26,40,66,132,94,144,146,44,19,0,684
UCL315037,3,6,23,16,18,7,3,0,0,70,3,3,17,10,18,17,6,0,0,79,149,143,327,436,425,303,79,7,0,1868
UCL315038,0,4,11,16,9,10,0,0,0,58,5,0,4,14,5,3,0,0,0,36,87,75,184,246,242,192,27,0,0,1054
UCL315039,0,0,0,0,0,3,0,0,0,9,0,0,6,0,0,0,0,0,0,8,6,8,54,59,43,49,5,3,0,229
UCL315040,0,5,8,0,4,0,0,0,0,19,0,4,14,3,8,0,5,0,0,36,73,256,570,181,129,104,37,5,0,1359
UCL315041,4,0,5,5,7,4,0,0,0,33,0,0,12,7,12,4,0,0,0,33,28,35,111,125,141,109,23,0,0,581
UCL315042,0,0,16,4,4,8,4,0,0,37,4,0,8,3,6,7,3,0,5,47,84,78,185,182,239,231,72,10,5,1094
UCL315043,0,0,0,0,3,6,0,0,0,15,0,4,5,0,3,4,0,0,0,11,12,21,47,37,70,62,14,0,0,264
UCL315044,7,10,13,7,22,18,8,3,0,86,4,5,7,6,13,11,7,3,0,75,114,153,307,257,344,379,123,34,0,1715
UCL315045,3,13,14,14,8,14,0,0,0,63,4,4,17,24,23,19,3,0,0,95,87,91,261,339,366,306,61,9,0,1506
UCL315046,0,5,9,8,5,7,3,0,0,34,0,0,17,17,8,6,0,0,0,47,54,52,287,294,159,129,55,5,0,1035
UCL315047,0,0,8,21,9,5,0,0,0,45,0,5,7,10,6,4,5,0,0,37,50,83,214,203,183,128,31,3,0,898
UCL315048,0,0,3,5,5,6,4,0,0,22,0,4,3,10,8,12,0,0,0,41,23,30,54,84,133,124,38,4,0,493
UCL315049,0,0,3,7,5,6,3,0,0,29,4,4,4,10,14,10,3,0,0,46,40,38,112,223,241,230,82,20,0,981
UCL315050,6,4,3,9,6,6,0,0,0,34,0,3,18,15,18,13,4,0,0,73,75,138,239,227,239,197,48,10,0,1170
UCL315051,7,9,26,20,21,10,6,0,0,99,11,13,29,22,17,20,4,0,0,100,128,215,456,418,518,382,81,10,0,2200
UCL315052,0,9,8,25,8,8,5,0,0,64,4,12,23,24,19,12,0,0,0,86,131,125,304,384,382,252,54,3,0,1630
UCL315053,12,6,15,13,11,17,6,0,0,81,11,11,9,7,8,16,5,0,0,76,102,138,315,304,274,295,110,4,0,1544
UCL315054,4,12,14,0,4,9,5,0,0,49,5,5,12,14,15,13,0,0,0,69,88,129,243,255,268,254,60,0,0,1296
UCL315055,4,6,3,5,6,8,0,0,0,36,0,0,5,4,13,19,7,0,0,42,33,27,52,100,188,248,91,14,0,761
UCL315056,0,3,0,3,4,9,3,0,0,26,3,0,3,10,5,5,0,0,0,26,51,33,82,112,164,132,44,10,0,640
UCL315057,0,0,4,5,13,11,0,0,0,34,10,5,8,13,7,9,6,0,0,58,64,57,130,170,265,247,115,10,0,1062
UCL315058,10,9,35,22,9,0,0,0,0,86,8,15,22,22,14,4,3,0,0,87,124,166,417,479,308,174,39,0,0,1702
UCL315059,0,7,9,8,10,6,0,0,0,34,0,0,4,5,4,0,0,0,0,20,79,55,116,189,197,86,12,0,0,734
UCL315060,6,6,15,15,10,7,6,0,0,56,3,4,15,11,4,3,4,0,0,45,83,80,299,321,219,157,30,4,0,1197
UCL315061,0,0,9,6,0,3,0,0,0,14,0,3,8,3,8,6,0,0,0,19,25,88,288,320,285,218,32,0,0,1262
UCL315062,5,0,8,3,7,0,0,0,0,23,4,3,3,0,0,6,0,0,0,21,45,55,151,115,138,98,35,0,0,635
UCL315063,0,0,0,3,5,3,3,0,0,13,5,4,10,8,8,5,0,0,0,38,45,34,136,128,117,102,28,5,0,591
UCL315064,7,3,5,3,5,5,0,0,0,30,0,0,4,12,7,5,5,0,0,28,30,53,145,134,114,73,30,0,0,579
UCL315065,0,0,3,0,0,0,0,0,0,5,0,4,0,0,9,8,3,6,0,28,25,33,57,60,83,76,32,7,0,376
UCL315066,3,7,12,15,14,7,5,0,0,66,7,8,0,3,13,15,4,0,0,51,122,111,254,339,329,256,72,0,0,1491
UCL315067,0,3,9,5,7,0,0,0,0,27,3,0,4,5,12,6,3,0,0,32,46,51,99,124,194,174,37,4,0,731
UCL315068,4,5,4,10,7,7,0,0,0,25,0,0,3,4,10,8,0,0,0,35,48,38,117,131,171,159,41,0,3,705
UCL315069,0,3,4,8,3,4,0,0,0,18,3,6,3,9,6,5,0,0,0,31,31,41,75,97,126,141,44,0,0,560
UCL315070,4,7,13,7,4,3,0,0,0,37,0,5,4,16,5,6,0,0,0,31,43,102,189,221,172,160,49,4,0,946
UCL315071,0,3,4,3,4,4,0,0,0,19,0,0,0,0,3,7,0,0,0,22,38,34,79,131,120,93,25,4,0,518
UCL315072,0,0,3,0,4,0,0,0,0,12,5,9,28,8,9,6,4,0,0,58,28,60,175,81,87,76,32,11,0,554
UCL315073,0,0,0,3,3,0,0,0,0,17,0,0,9,9,7,8,6,0,0,35,38,67,128,92,143,131,35,6,0,649
UCL315074,0,0,3,6,3,8,0,0,0,34,3,4,14,12,7,4,6,0,0,52,73,68,166,187,215,183,59,8,0,963
UCL315075,0,0,0,0,0,6,3,0,0,13,0,3,4,0,7,5,0,0,0,26,16,18,81,98,118,168,65,6,0,576
UCL315076,3,14,10,13,9,3,7,0,0,55,0,13,20,19,15,13,0,0,0,83,136,166,297,347,377,297,70,9,0,1691
UCL315077,0,0,0,0,0,0,0,0,0,5,0,0,6,3,3,3,3,0,0,18,14,28,89,81,72,65,19,0,0,362
UCL315078,5,9,16,9,9,10,6,0,0,57,3,0,14,18,11,5,0,0,0,56,95,109,222,247,247,183,72,6,3,1189
UCL315079,0,0,10,6,8,16,3,0,0,38,0,4,3,9,10,6,8,0,0,41,35,50,96,152,196,168,42,4,0,754
UCL315080,8,4,19,20,27,25,4,0,0,102,14,15,38,30,20,25,7,0,0,139,95,175,784,569,535,599,267,34,3,3065
UCL315081,7,10,12,11,10,10,0,0,0,67,9,9,4,11,17,7,4,6,0,60,105,127,236,303,336,300,77,15,0,1496
UCL315082,0,0,0,5,7,9,5,0,0,25,0,0,5,3,7,8,6,6,0,30,16,33,68,110,128,152,49,6,0,571
UCL315083,4,4,0,8,0,3,0,0,0,26,0,5,5,4,6,6,0,0,0,26,54,44,80,103,142,144,19,6,0,581
UCL315084,3,3,8,4,6,7,0,0,0,34,0,0,3,4,11,13,3,0,0,38,32,51,101,132,177,210,50,4,0,754
UCL315085,4,10,14,7,10,3,9,0,0,50,4,7,8,14,8,4,4,3,0,59,71,146,206,230,220,204,41,7,0,1116
UCL315086,3,0,0,8,7,9,3,0,0,28,0,5,6,0,12,15,4,0,0,48,27,41,61,109,235,272,87,8,0,841
UCL315087,0,0,8,4,13,5,3,0,0,39,3,0,3,13,5,17,0,0,0,44,106,113,122,246,410,303,73,10,0,1375
UCL315088,10,7,16,6,12,5,4,3,0,58,3,12,14,19,7,13,3,0,0,74,94,138,241,285,288,244,58,5,0,1353
UCL315089,6,10,14,10,9,10,0,0,0,61,0,3,12,11,13,9,3,0,0,55,70,111,261,200,234,209,76,8,0,1173
UCL315090,11,5,13,16,13,19,7,0,0,77,3,5,5,15,20,10,6,4,0,61,144,120,327,354,398,350,134,15,0,1839
UCL315091,0,0,8,10,4,3,0,0,0,26,5,6,15,6,0,9,0,0,0,36,55,115,313,295,257,195,65,4,0,1286
UCL315092,0,0,0,0,0,6,0,0,0,9,5,0,3,8,4,9,0,4,0,38,27,25,56,70,97,182,64,13,0,532
UCL315093,0,0,0,3,5,0,0,0,0,12,0,0,0,3,3,8,0,0,0,21,19,19,43,47,78,67,20,0,0,288
UCL315094,0,0,5,4,4,6,0,0,0,17,3,0,7,11,10,7,5,0,0,39,41,46,92,145,172,175,47,9,0,728
UCL315095,5,4,9,0,3,4,0,0,0,26,10,4,18,13,12,11,0,0,0,71,71,101,269,175,188,159,54,9,7,1025
UCL315096,10,20,27,31,19,22,5,5,0,128,3,9,13,11,11,5,0,0,0,47,130,167,415,343,341,283,53,4,0,1732
UCL315097,0,10,14,6,5,10,0,0,0,48,0,10,11,8,11,3,4,0,0,44,62,108,225,181,196,119,32,4,0,929
UCL315098,4,8,9,12,8,14,0,0,0,61,7,14,22,10,12,17,0,0,0,76,126,223,658,520,530,314,65,0,0,2446
UCL315099,8,6,29,28,27,14,4,0,0,112,3,6,12,11,19,3,0,5,0,65,219,173,414,511,451,247,43,6,4,2077
UCL315100,5,3,7,6,9,8,0,0,0,36,3,0,5,4,0,3,0,0,0,12,52,43,97,133,123,102,13,0,0,560
UCL315101,3,4,9,8,3,8,0,0,0,39,0,0,6,13,7,4,0,0,0,38,65,48,164,255,196,180,31,4,0,945
UCL315102,0,0,5,6,0,0,0,0,0,10,3,0,11,3,8,9,0,0,0,26,29,47,122,106,135,134,26,5,0,611
UCL315103,0,0,0,5,8,0,0,0,0,11,0,3,11,4,6,0,3,0,0,31,26,26,96,118,129,165,54,8,0,616
UCL315104,3,5,14,14,6,4,0,0,0,48,6,5,8,13,11,8,4,0,0,55,58,68,186,181,200,200,34,0,0,928
UCL315105,0,0,6,0,6,5,0,0,0,23,0,0,4,0,5,4,6,0,0,25,11,13,45,58,93,148,60,7,0,441
UCL315106,4,5,23,10,9,5,4,0,0,58,0,6,12,6,9,6,0,0,0,39,63,89,294,223,143,100,25,0,0,952
UCL315107,4,7,28,14,13,7,0,0,0,75,0,0,14,7,13,10,0,0,0,54,49,97,374,264,233,191,39,5,0,1251
UCL315108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,15,63,47,36,27,4,0,0,187
UCL315109,0,0,3,7,4,5,9,0,0,22,0,0,0,0,0,0,4,0,0,8,34,23,61,93,118,102,55,6,0,493
UCL321001,0,0,0,0,3,0,0,0,0,5,0,0,0,9,0,3,0,0,0,12,9,23,29,40,42,35,3,0,0,177
UCL321002,0,0,0,0,4,0,5,0,0,11,0,0,3,0,4,3,3,0,0,15,21,29,54,47,50,68,26,4,0,292
UCL321003,0,0,0,0,3,6,0,0,0,14,0,0,4,0,6,0,0,0,0,12,9,12,42,36,51,44,11,0,0,206
UCL321004,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,22,10,39,48,32,51,11,3,0,211
UCL321005,0,0,3,3,0,5,0,0,0,10,0,0,0,3,3,0,0,0,0,12,28,28,60,78,83,46,16,0,0,326
UCL321006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,44,59,41,18,0,0,0,173
UCL321007,3,4,7,8,10,6,0,0,0,44,0,8,14,14,6,4,0,0,0,43,45,64,202,186,147,114,20,0,0,765
UCL321008,0,0,3,0,0,0,0,0,0,6,0,0,5,0,3,3,0,0,0,13,13,17,40,47,70,88,28,3,0,307
UCL321009,5,6,6,3,8,0,0,0,0,24,0,4,3,0,4,0,0,0,0,11,43,45,127,107,139,129,45,7,0,654
UCL321010,4,0,5,10,4,0,0,0,0,20,0,0,4,0,0,5,6,0,0,13,17,19,96,78,61,75,21,3,0,374
UCL321011,3,0,3,3,0,5,0,0,0,17,0,4,4,5,9,0,0,0,0,17,34,19,32,96,116,64,7,0,0,375
UCL321012,0,0,0,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,16,12,16,24,37,37,11,3,0,153
UCL321013,0,5,7,4,5,0,0,0,0,18,0,0,0,5,7,6,0,0,0,15,27,20,38,71,103,70,18,0,0,341
UCL321014,0,4,4,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10,9,17,74,65,50,32,7,0,0,259
UCL321015,0,0,4,3,0,0,0,0,0,11,0,4,4,5,4,3,0,0,0,22,26,40,83,82,82,91,49,8,0,461
UCL321016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,8,12,21,22,28,28,19,5,0,144
UCL321017,0,3,0,4,8,5,0,0,0,22,0,0,0,4,5,0,0,3,0,7,32,28,66,91,95,128,39,5,0,489
