UCL_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
UCL222084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,3,0,0,5,0,0,0,4,0,0,4,7,0,0,4,0,0,8,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,12,0,0,26
UCL222085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,11,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,0,0,8,0,0,27
UCL222086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,6
UCL222087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,16,4,0,0,0,0,0,5,3,0,0,3,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,11,0,0,38
UCL222088,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,3,4,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,17
UCL222089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,10,0,0,18
UCL222090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
UCL222091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,4,5,0,0,3,0,0,4,7,0,0,0,0,0,11,6,0,0,4,0,0,13,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,13,0,0,41
UCL222092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,10
UCL222093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,6,0,7,5,0,42
UCL222094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,5,0,0,4,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,21
UCL222095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,14
UCL222097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,17
UCL222098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,20
UCL222099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
UCL222100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7
UCL222101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13
UCL222102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5,3,0,0,3,0,0,9,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,6,0,0,28
UCL222103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL222104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10
UCL222105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,17
UCL231001,15,6,5,240,189,15,466,14,23,10,170,87,5,306,137,27,27,931,409,32,1568,306,16,19,1070,288,11,1704,353,5,5,939,286,13,1597,665,11,7,897,346,11,1937,996,10,6,964,217,15,2212,1022,3,3,669,132,5,1837,537,0,0,230,45,0,807,235,0,4,75,25,0,335,157,0,0,46,7,0,214,57,0,0,25,16,0,100,30,0,0,14,3,0,50,53,0,0,103,24,0,178,130,14,18,866,709,50,1796,4708,118,104,7249,2769,169,15116
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL301001,157,1633,75,176,69,18,2118,68,2022,94,110,37,7,2336,548,8946,470,963,333,65,11332,1402,4466,932,1900,583,75,9351,1706,1786,577,1924,449,53,6496,9725,1911,713,3475,2629,102,18554,39609,1414,683,8818,2656,199,53375,90243,519,335,13139,4598,259,109098,42976,136,79,5887,1185,82,50348,16075,36,27,2313,409,25,18880,6312,15,12,989,126,10,7466,2805,6,8,500,78,4,3404,1382,8,7,236,28,3,1657,1921,0,0,481,82,8,2495,3225,1768,272,2153,850,626,8894,218142,24673,4282,43059,14127,1533,305814
UCL302001,50,189,8,42,31,4,320,7,307,18,25,7,0,369,51,1430,85,180,66,4,1822,246,547,186,393,152,18,1546,196,259,109,462,145,17,1192,763,225,132,702,208,18,2045,3765,198,137,1708,583,37,6426,16541,113,143,3938,2053,85,22869,16355,28,45,2807,1333,53,20620,7616,5,26,1257,452,34,9383,3348,5,6,591,178,6,4133,1632,0,0,310,56,4,2005,833,3,0,147,21,4,1011,1165,0,0,291,65,5,1528,943,299,60,809,278,202,2586,53516,3609,957,13664,5630,476,77852
UCL302002,19,125,5,33,10,0,187,0,185,6,13,27,0,249,27,884,30,77,28,5,1051,98,330,52,193,107,8,780,79,141,39,227,45,6,542,263,101,38,364,87,10,859,1629,113,63,917,156,17,2898,5801,62,41,1617,315,32,7858,7729,10,12,1295,211,18,9270,3749,0,3,510,60,10,4335,1419,0,0,254,26,0,1710,591,0,0,117,10,0,719,304,0,5,76,5,0,387,448,0,0,209,48,4,707,360,151,11,345,120,65,1051,22520,2098,303,6240,1263,176,32596
UCL303001,15,130,7,14,12,0,187,7,155,18,10,11,0,206,41,584,60,120,42,7,855,237,402,107,242,59,17,1062,411,147,41,322,74,8,998,1494,165,77,582,225,17,2553,2794,106,45,967,270,15,4192,4332,50,31,1154,303,15,5892,2124,3,10,397,63,8,2605,645,3,0,118,18,0,788,215,0,0,46,12,0,276,62,0,0,20,5,0,85,33,0,0,7,3,0,55,48,3,0,55,28,0,137,212,162,25,207,117,59,785,12688,1916,417,4261,1245,152,20680
UCL303002,9,85,3,14,8,0,117,11,132,14,19,6,0,183,73,470,40,126,22,7,731,242,196,60,203,48,6,749,547,87,23,275,29,4,965,1966,94,41,529,133,10,2776,4620,55,32,846,131,14,5705,3242,25,15,438,61,6,3786,586,0,0,79,20,0,690,135,3,0,21,4,0,165,31,0,0,4,0,0,40,12,3,0,6,6,0,24,11,0,0,4,0,0,10,14,0,0,12,3,0,26,162,92,17,110,65,36,480,11656,1241,251,2686,535,84,16459
UCL303003,21,188,9,18,11,0,251,9,220,17,17,10,5,274,83,831,52,157,75,6,1198,302,503,103,284,52,12,1259,693,182,41,433,83,12,1439,2432,285,73,773,888,18,4467,4635,124,35,1290,340,25,6452,5693,36,35,888,207,17,6877,1139,22,0,194,44,9,1407,290,0,0,63,14,0,362,92,0,0,29,4,0,136,26,0,0,5,4,0,39,18,0,0,18,4,0,34,27,0,0,26,9,0,63,274,195,30,191,136,39,872,15719,2594,415,4399,1894,130,25136
UCL311001,4,65,4,14,5,0,91,0,87,11,14,5,0,114,26,299,33,77,29,8,473,113,176,60,129,48,6,535,268,89,18,197,38,0,610,838,85,20,409,75,10,1428,1671,50,51,625,109,22,2521,714,14,12,185,30,3,948,70,3,5,27,15,0,114,17,3,0,7,7,0,33,8,0,0,4,4,0,10,7,0,0,0,3,0,8,0,0,0,0,3,0,3,4,0,0,4,0,0,9,73,65,24,87,39,19,310,3800,928,224,1781,412,68,7214
UCL311002,4,31,0,8,4,0,44,0,29,0,3,8,0,40,11,176,20,21,16,9,255,26,133,32,62,43,0,295,70,28,8,76,74,3,258,353,52,25,195,54,4,684,1280,30,12,451,98,3,1881,1912,6,7,334,112,7,2380,302,0,0,52,11,0,369,75,0,0,7,10,0,92,17,0,0,15,3,0,35,4,0,0,6,4,0,19,3,0,0,9,3,0,10,4,0,0,22,14,0,40,62,32,17,63,52,21,248,4131,514,139,1331,500,47,6665
UCL311003,5,98,0,14,7,0,130,0,92,9,10,0,0,116,19,356,19,51,24,0,475,121,240,46,131,52,7,601,180,79,25,188,47,5,521,590,101,30,291,36,10,1072,1261,49,42,479,73,8,1910,2428,14,31,478,70,7,3026,1129,8,3,154,31,0,1321,244,0,0,43,6,0,285,70,0,0,17,5,0,89,15,0,0,6,0,0,28,6,0,0,5,0,0,13,11,0,0,7,5,0,23,126,110,14,103,52,26,423,6209,1145,219,1982,415,68,10040
UCL311004,3,102,20,4,5,8,144,3,121,6,14,0,0,136,37,283,35,89,17,3,468,160,192,99,141,37,6,633,325,70,36,236,24,6,699,1033,62,28,422,51,3,1602,1348,41,16,478,53,9,1943,1024,19,21,210,31,0,1307,244,4,0,46,9,0,302,74,0,4,14,3,0,95,7,0,0,0,4,0,13,3,0,0,6,0,0,13,0,0,0,0,0,0,4,4,0,0,4,10,0,14,98,88,16,102,84,20,410,4374,991,276,1755,336,58,7790
UCL312001,0,21,0,4,5,0,30,0,20,0,0,0,0,22,5,103,5,13,5,0,129,10,51,35,13,16,3,137,13,20,10,29,23,0,91,98,12,18,48,12,4,187,352,11,6,148,14,5,534,512,3,3,110,13,3,644,205,0,0,25,0,0,236,78,0,0,0,0,0,85,37,0,0,4,0,0,41,3,0,0,3,0,0,8,7,0,0,0,0,0,7,8,0,0,3,0,0,7,15,20,9,16,8,7,68,1339,252,80,420,100,26,2221
UCL312002,8,74,8,3,5,4,97,3,49,8,3,6,0,71,80,212,20,45,27,4,385,443,129,48,108,20,9,765,333,43,37,142,32,0,594,680,31,24,162,29,0,931,1238,10,11,146,23,0,1428,834,0,5,73,22,0,930,103,0,0,16,11,0,132,25,0,0,0,0,0,32,9,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,13,90,29,11,48,53,16,238,3860,585,169,754,226,38,5626
UCL312003,0,31,0,4,4,0,37,0,28,7,3,0,0,37,8,159,14,29,3,6,225,79,55,18,72,23,0,251,157,26,9,125,26,7,358,419,32,10,239,36,7,753,550,9,10,200,13,5,785,164,11,5,54,0,0,234,10,0,0,6,0,0,17,3,0,0,0,0,0,8,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,7,31,15,9,124,1429,386,85,767,134,36,2827
UCL312004,0,10,0,3,4,0,20,0,19,9,0,0,0,30,7,89,12,18,5,0,120,17,43,34,21,4,0,121,17,21,14,31,6,5,85,140,23,18,67,7,4,268,266,10,16,91,12,4,402,597,4,7,171,23,0,806,355,0,4,50,0,0,411,63,0,0,9,0,0,74,5,0,0,3,0,0,12,6,0,0,0,0,0,10,0,0,0,0,0,0,5,3,0,0,4,0,0,5,31,21,8,26,4,8,88,1524,230,105,502,63,27,2453
UCL313001,0,0,0,4,7,0,8,0,3,0,0,3,0,5,6,24,3,4,16,0,52,9,20,5,14,8,0,65,17,8,5,21,31,0,89,83,0,4,36,21,0,145,247,4,6,85,43,0,381,366,0,0,112,57,5,540,250,0,0,57,19,0,332,79,0,0,15,8,0,99,27,0,0,8,0,0,42,7,0,0,6,4,0,15,5,0,0,0,0,0,12,8,0,0,22,22,0,49,18,6,5,27,40,3,99,1128,76,32,404,283,8,1921
UCL313002,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,19,4,9,0,0,35,5,16,0,20,15,0,51,18,4,0,15,10,0,46,74,3,0,42,9,0,131,260,3,0,75,14,0,361,354,0,0,76,12,0,440,73,0,0,16,5,0,94,21,0,0,4,0,0,28,13,0,0,3,0,0,12,3,0,0,0,0,0,5,0,0,0,3,9,0,11,7,0,0,5,3,0,22,11,0,4,12,9,3,33,855,50,9,270,93,5,1278
UCL313003,4,4,0,3,10,0,23,0,5,0,3,0,0,15,25,29,8,11,20,6,97,84,22,21,36,6,3,176,93,5,13,74,8,0,192,312,13,5,87,16,0,434,381,3,3,75,9,3,474,75,0,0,17,5,0,103,6,0,0,7,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,4,0,0,4,0,0,9,23,3,5,17,31,0,80,1014,87,60,336,116,11,1622
UCL313004,0,24,0,4,48,0,78,4,21,0,9,45,0,75,13,48,4,29,40,0,128,38,20,5,33,44,0,136,56,9,3,49,28,0,146,200,16,10,60,17,0,299,369,11,3,75,20,0,470,494,4,0,69,12,0,577,119,0,0,19,13,0,151,24,0,0,4,3,0,31,3,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,6,34,12,0,33,42,8,124,1354,147,28,386,321,9,2242
UCL313005,0,8,0,0,0,0,9,0,4,0,0,0,0,0,0,11,0,8,5,0,32,15,17,6,9,0,0,57,16,9,8,18,5,6,53,77,11,10,37,0,0,138,433,5,0,67,7,6,516,575,0,0,36,0,0,622,85,0,0,8,4,0,94,8,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,12,5,5,46,1245,61,34,203,34,9,1587
UCL313006,3,14,4,4,3,0,21,0,18,3,4,6,0,29,3,81,10,14,6,0,112,36,62,32,57,19,4,199,112,22,14,57,9,0,209,283,24,15,150,14,3,489,690,4,12,204,28,5,932,448,0,7,80,13,0,549,49,0,0,17,8,0,72,3,0,0,3,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,10,4,25,6,9,86,1667,226,96,607,99,20,2710
UCL313007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,9,0,0,0,0,0,0,4,20,5,4,3,35,0,58,48,3,0,14,15,0,80,201,3,0,29,5,0,235,116,0,0,14,0,0,131,25,0,0,0,0,0,30,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,422,6,9,73,68,0,580
UCL313008,5,9,0,5,12,0,25,0,15,4,3,12,0,30,16,30,5,8,13,0,70,69,20,3,21,8,0,128,100,8,0,43,3,0,155,294,12,0,73,13,7,395,372,4,0,58,6,0,438,144,0,4,23,5,0,171,9,0,0,0,0,0,17,5,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,5,13,7,0,15,6,0,46,1036,100,20,253,73,11,1491
UCL313009,9,86,0,0,151,0,249,4,56,6,3,44,0,101,18,149,0,21,27,4,216,87,115,8,30,25,5,271,89,42,6,57,17,0,218,191,35,9,75,28,4,346,205,14,8,126,40,0,387,382,9,0,137,34,0,559,250,0,0,53,10,0,311,80,0,0,24,11,0,118,17,0,0,5,0,0,24,9,0,0,3,0,0,12,0,0,0,4,0,0,4,0,0,0,4,3,0,9,32,38,4,37,106,11,229,1375,544,44,579,493,25,3059
UCL313010,0,8,0,5,0,0,10,0,6,0,0,0,0,7,15,29,0,32,13,5,93,69,35,22,48,18,0,190,116,5,4,63,9,0,196,415,7,0,118,7,0,557,520,0,0,106,18,5,644,130,0,0,39,0,0,170,12,0,0,0,3,0,18,6,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,22,5,0,10,21,11,66,1307,98,29,422,84,17,1959
UCL313011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,10,0,4,0,0,0,0,9,7,0,3,0,0,0,19,278,14,0,19,3,0,309,1370,3,0,49,7,0,1434,58,0,0,6,0,0,59,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3,0,3,40,1761,22,3,88,7,6,1889
UCL313012,0,10,0,3,4,0,19,0,17,3,0,5,0,29,5,47,4,7,3,0,65,27,31,40,32,8,4,137,27,13,7,35,7,0,93,98,8,4,69,13,0,194,278,0,0,107,49,5,435,432,3,0,95,9,0,537,245,0,0,43,0,0,288,67,0,0,10,0,0,72,20,0,0,0,0,0,24,3,0,0,0,0,0,4,5,0,0,0,0,0,5,0,0,0,3,3,0,10,28,11,4,18,11,0,77,1229,151,62,425,112,15,1996
UCL314001,6,9,3,0,9,0,25,0,8,0,0,3,0,14,0,35,3,9,0,0,52,14,37,35,16,10,3,117,23,15,7,42,21,0,108,106,18,9,91,22,4,244,210,4,0,108,20,0,341,145,0,0,50,8,0,211,10,0,0,5,3,0,20,0,0,0,4,0,0,4,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,9,4,13,3,7,7,0,42,525,134,71,333,116,13,1178
UCL314002,0,8,0,0,6,0,20,5,9,3,0,4,0,20,27,30,3,11,16,0,87,78,15,0,41,12,4,152,112,9,18,40,3,0,189,198,5,15,55,5,0,280,141,0,0,31,12,0,178,44,0,0,8,0,0,54,8,0,0,5,5,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,11,6,0,41,622,89,37,208,73,13,1042
UCL314003,0,7,0,6,0,0,12,0,8,0,0,0,0,7,0,49,0,3,7,0,56,6,16,4,13,6,0,53,29,9,5,21,0,0,70,94,14,17,40,15,0,184,419,10,9,70,47,3,556,314,0,0,34,0,0,353,25,0,0,8,0,0,24,3,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,22,9,3,11,4,7,45,914,114,43,210,77,13,1366
UCL314004,0,7,0,0,0,0,7,0,5,0,0,0,0,7,0,19,0,3,0,0,28,0,18,6,3,0,0,27,0,0,3,10,0,0,10,8,7,0,4,0,0,20,68,3,0,21,3,0,88,208,0,0,56,4,0,269,123,0,0,22,0,0,142,12,0,0,0,0,0,18,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,19,437,54,11,114,7,4,631
