UCL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
UCL113016,5,0,5,14,15,28,0,0,0,0,0,0,10,12,25,2206,2116,4322,172,212,390,56,0,56,28,0,32,17,0,18,15,0,16,107,105,209,2626,2475,5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,14,37,25,19,46,0,0,0,0,0,0,0,0,0,0,0,0,124,187,318,249,404,657,31,26,56,3057,3122,6180
UCL113017,0,0,0,3,3,5,0,0,0,0,0,0,0,0,3,1796,1661,3461,135,138,269,63,0,67,15,3,23,17,10,31,24,10,33,66,83,152,2133,1911,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,18,7,28,24,7,35,0,0,0,0,0,0,0,0,0,0,0,0,301,444,741,251,396,649,20,25,48,2733,2783,5518
UCL113018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,321,668,18,20,34,8,0,8,0,0,0,4,0,10,4,0,0,17,13,32,393,362,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,62,28,63,96,7,7,16,462,475,934
UCL114001,4,0,4,3,10,11,0,0,0,0,0,0,0,0,0,644,623,1267,41,44,90,3,0,8,0,0,0,4,0,9,3,8,11,18,29,44,727,707,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,112,185,301,117,194,309,5,12,16,970,1099,2075
UCL114002,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,721,738,1455,27,37,63,25,0,26,6,0,6,3,0,10,5,0,6,40,43,81,830,832,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,3,5,18,0,0,0,0,0,0,0,0,0,0,0,0,95,156,256,86,146,228,4,8,16,1024,1150,2174
UCL114003,0,0,0,3,4,8,4,0,4,0,0,0,4,0,10,1241,1114,2351,115,104,218,36,0,40,24,0,28,21,3,29,3,8,5,55,54,110,1506,1283,2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,5,19,20,9,25,0,0,0,0,0,0,0,0,0,0,0,0,59,124,185,179,264,445,23,13,35,1783,1703,3487
UCL114004,0,0,0,12,3,14,0,0,0,0,0,0,5,5,12,1012,862,1874,98,91,189,24,0,24,17,0,17,13,4,16,6,9,15,105,103,207,1292,1073,2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,16,9,20,19,7,25,0,0,0,0,0,0,0,0,0,0,0,0,129,135,262,124,169,293,9,9,19,1573,1397,2970
UCL114005,0,0,0,23,5,29,0,0,0,0,0,0,0,0,0,686,628,1316,55,56,116,13,0,18,4,0,4,8,0,9,4,0,4,47,56,107,842,749,1595,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,33,59,98,81,121,199,20,16,32,989,953,1939
UCL114006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,749,1639,58,47,112,8,0,8,8,0,8,12,5,14,9,0,9,33,60,92,1014,869,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,48,96,138,85,151,233,12,8,16,1160,1124,2280
UCL114007,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4,1233,1034,2265,112,79,194,45,0,48,11,0,11,6,0,8,10,3,12,81,77,159,1497,1207,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,55,108,170,96,202,298,12,6,18,1679,1522,3203
UCL114008,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,971,993,1965,67,67,137,29,0,31,7,0,15,20,3,21,3,4,10,47,71,127,1155,1149,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,13,21,15,11,24,0,0,0,0,0,0,0,0,0,0,0,0,66,81,146,76,152,227,17,9,29,1330,1407,2733
UCL114009,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,1393,1370,2764,80,88,170,13,0,13,7,0,7,5,6,11,3,9,12,10,10,16,1512,1481,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,8,0,8,14,8,23,21,11,33,0,0,0,0,0,0,0,0,0,0,0,4,96,195,294,114,312,418,3,7,15,1757,2007,3763
UCL114010,0,0,0,10,0,14,0,0,0,0,0,0,5,3,5,1128,928,2056,80,94,174,34,0,35,7,3,11,11,3,15,9,0,8,54,57,111,1340,1097,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,17,0,20,0,0,0,0,0,0,0,0,0,0,3,3,66,125,191,79,166,245,16,18,35,1517,1406,2927
UCL114011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,562,558,1118,53,61,116,32,0,36,9,5,12,10,0,10,0,0,4,64,52,121,737,685,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,9,10,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,53,82,128,65,110,174,13,15,24,867,890,1758
UCL114012,0,0,0,9,11,18,0,0,0,0,0,0,0,0,0,1395,1155,2547,39,106,144,14,0,14,26,0,26,0,0,3,0,0,3,12,20,34,1499,1295,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,4,0,0,0,8,3,11,14,0,14,18,12,29,0,0,0,0,0,0,0,0,0,0,0,0,159,218,373,126,248,379,9,4,11,1811,1778,3588
UCL114013,0,0,0,92,19,108,0,0,0,0,0,0,3,4,10,1238,1145,2384,139,112,257,38,0,38,9,0,10,11,0,10,14,10,22,43,56,102,1593,1356,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,9,5,19,19,10,25,0,0,0,0,0,0,0,0,0,0,0,0,80,154,226,191,223,417,13,5,21,1889,1745,3642
UCL114014,42,25,69,0,0,0,0,0,0,0,0,0,0,0,0,868,575,1443,39,27,68,33,0,33,3,0,3,0,4,5,7,8,13,29,31,54,1016,675,1696,4,3,11,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,15,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,3,10,21,12,33,0,0,0,0,0,0,0,0,0,0,0,0,467,626,1095,205,318,522,3,0,3,1711,1636,3348
UCL114015,0,0,0,0,3,8,0,0,0,0,0,0,3,10,8,1317,1170,2485,141,152,299,40,0,41,30,3,32,3,0,6,10,7,14,63,89,156,1618,1437,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,12,9,17,0,0,0,0,0,0,0,0,0,0,0,0,75,154,229,147,215,365,15,7,17,1869,1818,3683
UCL114016,3,0,6,0,0,0,0,0,0,0,0,0,3,0,4,1282,1124,2401,105,143,249,20,0,20,8,0,6,16,6,19,6,4,14,67,52,118,1516,1328,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,31,24,13,33,0,0,0,0,0,0,0,0,4,0,0,4,64,90,150,94,154,248,12,5,23,1711,1589,3302
UCL114017,0,6,0,7,7,13,0,0,0,0,0,0,0,0,0,1170,1050,2219,51,59,114,25,0,30,6,0,11,21,13,34,3,5,11,34,44,80,1322,1190,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,9,18,13,12,23,0,0,0,0,0,0,0,0,0,0,0,0,371,470,844,233,305,541,7,4,7,1941,1983,3924
UCL114018,0,0,0,6,4,10,0,0,0,0,0,0,0,6,5,1148,1044,2189,65,92,153,23,0,22,7,0,11,13,0,13,16,13,28,59,65,122,1330,1226,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,9,15,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,204,253,460,181,274,451,10,13,24,1734,1769,3506
UCL114019,0,0,0,9,4,15,0,0,0,0,0,0,6,4,10,1138,978,2113,89,116,208,36,0,39,11,0,10,10,3,10,8,4,9,65,55,116,1367,1167,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,13,3,13,10,6,21,0,0,0,0,0,0,0,0,0,0,0,0,53,101,154,73,128,200,17,17,32,1525,1422,2939
UCL114020,13,8,19,11,14,21,0,0,0,0,0,0,3,6,7,1323,1163,2491,99,109,204,44,3,45,6,5,9,8,3,6,13,3,15,58,61,119,1572,1364,2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,12,6,25,24,13,35,0,3,3,0,0,0,0,0,0,0,3,3,303,346,652,155,266,426,19,16,37,2077,2017,4089
UCL114021,0,0,0,5,3,10,0,0,0,0,0,0,5,0,9,1333,1260,2595,78,93,174,38,4,47,22,3,26,19,7,27,12,3,15,59,70,128,1577,1444,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,20,13,7,20,0,0,0,0,0,0,0,0,0,0,0,0,164,233,391,163,294,455,8,11,23,1924,1988,3913
UCL114022,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,635,662,1299,53,45,102,15,0,21,3,0,4,3,0,0,6,4,6,30,39,69,748,763,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,79,89,164,93,140,231,17,13,33,944,1011,1950
UCL114023,0,0,0,36,20,59,0,0,0,0,0,0,0,0,0,1013,821,1838,91,71,155,26,3,28,0,0,4,11,4,19,9,4,14,34,56,85,1218,973,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,7,0,8,10,5,14,20,3,24,0,0,0,0,0,0,0,0,0,0,0,0,68,103,173,113,141,258,10,15,19,1440,1238,2676
UCL114024,0,0,0,11,5,13,0,0,3,0,0,0,16,3,20,1605,1399,3003,149,130,280,33,0,30,21,3,23,10,0,15,17,3,19,73,100,172,1937,1642,3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,21,13,11,23,0,0,0,0,0,0,0,4,3,4,4,4,118,196,312,157,209,368,6,3,11,2228,2069,4300
UCL114025,0,0,0,10,4,10,0,0,0,0,0,0,0,0,0,948,913,1862,39,48,87,16,0,23,11,0,10,8,20,26,8,0,11,14,25,40,1060,1012,2072,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,15,11,10,16,0,0,0,0,0,0,3,0,3,0,0,0,205,305,504,147,246,389,9,9,16,1427,1576,3007
UCL114026,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,744,569,1313,32,53,80,15,4,11,9,0,9,0,0,0,0,4,4,11,11,25,804,645,1452,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,19,3,18,0,0,0,0,0,0,0,0,0,0,0,0,250,385,636,136,234,371,3,8,8,1217,1273,2487
UCL114027,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,577,470,1047,26,33,55,15,0,17,3,0,3,5,0,12,5,3,11,23,6,22,667,516,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,215,261,476,157,209,365,3,9,11,1047,996,2044
UCL114028,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,934,748,1681,73,80,149,20,4,24,12,0,13,21,3,24,14,4,14,29,54,88,1099,896,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,5,11,13,4,18,0,0,0,0,0,0,0,0,0,0,0,0,59,124,185,117,140,261,9,10,16,1302,1174,2476
UCL114029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,944,575,1516,46,27,75,84,6,91,0,0,0,0,0,0,3,12,10,14,15,25,1100,630,1725,0,0,0,0,0,0,0,0,0,6,6,10,0,0,0,0,0,0,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,3,21,0,0,5,0,0,0,0,0,0,0,0,5,189,455,648,171,223,395,5,7,9,1484,1317,2801
UCL114030,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,597,555,1150,36,56,91,18,0,18,11,0,11,6,9,16,7,3,9,33,52,82,711,670,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,110,148,263,119,161,278,3,7,10,950,995,1939
UCL114031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,673,1570,49,36,84,35,4,41,3,0,3,4,0,4,4,4,6,11,10,24,1004,725,1731,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,15,10,23,0,0,0,0,0,0,0,0,0,0,0,0,177,354,535,159,237,397,3,9,8,1361,1332,2691
UCL114032,16,9,20,0,0,0,0,0,0,0,0,0,0,0,0,758,535,1300,52,33,84,33,0,33,10,0,10,3,0,3,10,3,11,18,27,41,899,608,1508,4,0,4,0,0,0,0,0,0,9,0,6,4,0,4,0,0,0,11,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,4,12,21,3,24,0,0,0,0,0,0,0,0,0,0,0,0,127,272,390,126,206,330,0,7,4,1172,1093,2264
UCL114033,0,0,0,21,3,25,0,0,0,0,0,0,0,0,4,1091,911,2001,86,90,180,20,0,20,11,0,11,6,0,8,5,6,3,63,65,121,1311,1070,2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,21,18,9,22,0,0,0,0,0,0,0,0,0,0,0,0,51,89,142,94,194,290,15,0,16,1488,1367,2853
UCL114034,0,0,0,4,10,15,0,0,0,0,0,0,0,4,0,1102,1057,2156,72,68,138,43,0,50,19,0,23,4,0,4,3,6,5,26,35,65,1285,1178,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,6,11,3,15,11,11,18,0,0,0,0,0,0,0,0,0,0,0,0,70,138,214,107,239,343,10,5,21,1485,1572,3056
UCL114035,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,863,708,1565,78,101,175,34,4,37,4,6,9,10,0,16,9,3,12,38,41,81,1037,873,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,20,14,12,18,0,0,0,0,0,0,0,0,0,0,0,0,85,122,207,84,175,257,9,12,17,1227,1188,2412
UCL114036,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,669,672,1339,38,55,94,9,0,13,10,0,10,31,14,46,3,3,9,65,71,136,826,827,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,19,13,12,17,0,0,0,0,0,0,0,0,0,0,0,0,151,190,343,131,193,324,3,11,18,1122,1229,2352
UCL114037,0,0,0,13,16,27,0,0,0,0,0,0,0,0,0,971,818,1785,64,65,130,41,0,41,3,4,8,10,0,7,7,6,15,60,51,114,1166,964,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,0,0,0,0,8,10,10,10,20,10,16,31,0,0,0,0,0,0,0,0,0,0,0,3,107,177,284,96,179,282,9,7,15,1398,1341,2739
UCL114038,0,0,0,4,5,6,3,0,3,0,0,0,4,5,8,1112,1044,2156,117,99,220,29,0,27,7,3,13,12,0,12,12,3,15,74,71,147,1370,1231,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,13,10,5,20,0,0,0,0,0,0,0,0,0,0,0,0,58,97,155,92,183,266,14,4,14,1537,1514,3052
UCL115001,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,333,276,613,14,16,27,6,0,6,0,0,0,0,0,0,4,0,5,6,11,21,367,305,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,13,24,45,55,61,117,4,0,3,448,399,845
UCL115002,0,0,0,7,7,11,0,0,0,0,0,0,0,0,0,600,477,1077,38,34,76,19,0,21,6,0,6,3,0,0,0,4,3,13,12,27,676,537,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,11,4,14,0,0,0,0,0,0,0,0,0,0,0,0,167,227,397,140,209,354,0,8,10,1000,987,1986
UCL115003,0,5,6,6,0,4,0,0,0,0,0,0,0,0,0,437,286,726,26,15,35,26,0,26,5,0,5,0,0,0,6,0,8,5,12,18,505,321,825,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,9,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,14,3,18,0,0,0,0,0,0,0,0,0,0,0,0,134,235,364,101,110,209,0,4,6,752,675,1429
UCL115004,0,0,0,23,49,71,0,0,0,0,0,0,0,0,3,214,227,444,19,28,52,3,0,3,4,0,0,5,9,11,0,0,0,13,10,21,289,319,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,44,53,95,34,52,84,3,3,5,371,430,796
UCL115005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,133,301,17,16,32,4,0,5,0,0,0,3,0,4,4,0,4,19,31,49,219,180,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,8,21,14,20,44,0,0,0,247,218,466
UCL115006,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,258,255,511,10,14,26,4,0,8,4,0,5,0,0,0,0,0,4,15,20,41,298,297,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,184,330,44,78,122,0,4,3,492,557,1056
UCL115007,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,522,381,900,42,26,60,30,0,30,7,0,7,0,0,0,0,0,0,8,7,22,618,415,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,90,182,274,90,125,208,6,3,9,812,720,1531
UCL115008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,117,260,8,6,17,0,0,0,5,0,5,0,0,6,0,0,0,21,27,41,172,151,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,16,31,17,33,50,0,4,5,213,202,409
UCL115009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,267,559,22,20,48,10,0,10,0,0,0,0,0,0,0,0,0,0,9,12,333,299,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,25,32,57,33,60,97,0,5,9,390,401,792
UCL115010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,93,169,3,3,8,5,0,5,0,0,0,0,0,0,0,0,0,13,19,39,108,113,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29,14,20,32,5,0,0,144,151,293
UCL115011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,207,443,9,11,23,8,0,8,0,0,0,0,0,0,0,0,0,5,4,5,258,226,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,43,67,40,46,88,0,0,0,321,310,633
UCL115012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,117,263,13,10,27,3,0,3,0,0,0,0,0,0,6,0,4,9,10,24,180,144,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,15,23,18,19,38,0,0,0,207,180,391
