UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL121040,3,0,3,53,54,103,0,0,0,0,4,5,0,0,0,90,78,170,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,22,27,49,0,0,0,0,0,0,7,17,27,4,10,19,0,0,0,189,193,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,31,83,0,0,0,0,0,0,59,30,87,13,12,27,0,0,0,264,238,502
UCL121041,0,0,0,39,54,94,0,0,0,5,0,3,0,0,0,89,102,191,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,11,19,10,7,17,0,3,3,0,0,0,16,19,33,0,0,5,0,0,0,172,195,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,82,159,0,0,0,0,0,0,82,79,164,20,29,49,0,0,0,277,306,582
UCL121042,0,0,0,47,52,97,0,0,0,0,0,3,0,0,0,74,68,141,0,0,0,4,5,11,3,0,7,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,10,9,12,0,0,0,0,0,0,13,13,26,5,7,9,0,0,0,152,164,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,99,216,3,0,3,0,0,3,123,103,222,16,21,38,0,0,0,289,290,576
UCL121043,0,0,0,36,59,93,0,0,0,10,4,14,0,0,0,104,105,212,0,0,0,5,0,9,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,3,6,5,6,6,12,0,0,0,0,0,0,12,12,21,11,9,14,0,0,0,180,210,391,0,3,3,0,4,4,4,0,3,0,0,0,0,0,0,5,6,8,5,5,7,130,98,225,0,0,0,0,0,0,130,98,225,11,8,17,0,0,0,335,329,659
UCL121044,3,4,3,37,49,91,0,0,0,4,3,9,0,0,0,36,36,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,12,13,22,0,0,0,4,4,7,6,10,10,7,14,20,0,0,0,109,132,238,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,5,5,107,91,201,0,0,5,0,0,0,110,100,209,50,50,98,0,0,0,270,287,558
UCL121045,0,0,6,50,54,103,0,0,0,0,3,0,0,0,0,39,38,78,0,0,0,0,3,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,17,0,0,0,0,0,0,8,10,17,0,5,7,0,0,0,116,122,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,112,234,0,0,0,0,0,0,119,112,234,20,13,30,0,0,3,260,254,510
UCL121046,0,4,4,25,29,48,0,0,0,5,3,5,0,0,0,29,32,66,0,0,0,0,3,3,0,0,0,0,0,0,4,3,4,0,0,0,4,6,8,6,5,8,0,3,6,0,0,3,0,0,0,9,9,12,7,3,12,0,0,0,81,97,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,136,285,4,0,6,0,0,0,150,139,291,9,4,16,0,0,0,239,247,492
UCL121047,0,0,0,55,65,115,0,0,0,0,3,3,0,0,0,51,58,110,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,4,8,0,0,0,0,0,0,7,21,24,0,0,0,0,0,0,122,153,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,144,128,267,0,0,4,0,0,0,144,130,277,17,17,32,0,0,0,292,306,595
UCL121048,5,3,3,61,51,106,0,0,0,3,0,3,0,0,0,42,52,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,6,12,5,7,10,0,5,3,0,6,3,4,6,13,7,6,10,0,0,0,129,137,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,116,97,216,0,3,5,0,0,0,122,99,216,11,11,22,0,0,0,268,251,518
UCL121049,0,3,8,38,26,57,0,0,0,0,0,0,0,0,0,118,153,270,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,5,8,3,19,0,0,0,0,0,0,6,11,20,3,9,8,0,0,0,182,207,387,0,0,0,12,8,9,0,0,0,0,0,0,14,9,21,0,0,0,14,9,21,73,47,124,0,0,0,0,0,0,75,47,122,50,37,89,0,0,0,330,306,642
UCL121050,3,4,8,73,95,165,0,0,0,0,5,5,0,0,0,61,68,132,0,0,0,0,0,0,5,4,12,0,0,0,4,3,9,0,0,0,0,3,5,3,8,9,14,15,30,0,0,0,0,0,0,22,22,50,3,4,15,0,0,0,191,231,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,129,239,0,0,0,0,0,0,109,129,240,42,36,78,3,0,4,344,406,750
UCL121051,3,0,3,42,72,114,0,0,0,5,8,8,0,0,0,83,69,158,0,0,0,0,0,0,0,0,0,0,6,3,63,67,132,0,0,0,0,0,0,8,14,22,41,51,89,3,0,0,0,0,0,21,12,30,7,9,23,0,0,0,269,304,575,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,116,249,0,0,0,0,0,4,135,111,250,52,38,87,0,0,0,465,461,926
UCL121052,4,3,6,54,74,127,0,0,0,5,7,10,0,0,0,70,79,143,0,0,0,6,0,6,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,10,8,17,0,0,0,0,0,0,16,19,33,6,8,16,0,0,0,166,197,366,0,5,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,173,380,3,0,3,0,3,7,208,172,385,46,53,94,0,0,3,434,433,874
UCL121053,0,0,0,57,48,99,0,0,0,0,0,4,0,0,0,116,120,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,23,15,34,0,0,0,0,0,0,19,19,42,6,0,9,0,0,0,218,213,427,0,0,0,4,4,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103,106,207,0,0,0,0,0,0,106,106,207,47,45,85,0,0,0,374,362,741
UCL121054,0,0,0,91,81,169,0,0,0,10,16,25,0,0,0,84,97,185,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,0,4,4,11,6,14,0,0,0,3,8,8,11,9,17,14,18,33,0,0,0,242,249,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,126,251,0,0,0,0,0,0,131,127,255,13,14,28,4,0,4,389,394,778
UCL121055,0,6,10,42,47,87,0,0,0,0,0,0,0,0,0,57,57,115,0,0,0,0,0,0,0,0,3,7,3,12,0,3,3,0,0,0,3,0,0,0,0,3,3,7,16,0,3,5,0,0,0,10,8,22,4,8,12,0,0,0,133,143,279,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,159,310,0,0,0,0,0,0,153,159,310,25,24,45,0,0,0,319,331,646
UCL121056,0,5,5,95,114,206,0,0,0,3,0,3,0,0,0,48,67,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,0,0,0,0,4,7,21,19,35,14,18,28,0,0,0,185,224,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,233,202,435,0,0,0,0,6,8,236,202,441,20,20,47,0,0,0,443,458,908
UCL121057,0,0,0,37,49,84,0,0,0,3,6,3,0,0,4,57,53,114,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,9,17,0,0,0,0,0,0,25,11,39,4,8,14,0,0,0,139,149,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,152,339,4,3,6,0,0,0,193,154,346,15,15,30,0,0,0,345,324,672
UCL121058,5,12,16,195,202,398,0,0,0,11,13,19,0,0,0,209,216,433,0,0,0,5,9,9,5,3,8,0,0,0,6,4,3,0,0,0,5,6,7,11,14,26,30,23,54,6,6,10,6,6,18,31,52,81,34,25,60,0,0,0,537,581,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,295,636,0,3,3,0,5,0,340,301,644,35,38,73,0,0,0,920,939,1856
UCL121059,3,9,7,48,42,86,0,0,0,5,7,16,0,0,0,36,51,89,0,0,0,4,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,15,0,0,0,0,0,0,9,12,19,0,4,10,0,0,0,115,128,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,152,312,0,3,7,4,0,5,167,158,322,13,26,44,0,0,0,300,318,620
UCL121060,0,3,3,130,128,252,0,0,0,4,0,4,0,0,0,115,140,253,0,0,4,0,0,0,8,7,10,0,0,0,0,4,6,0,0,0,0,3,3,0,0,0,19,18,38,0,0,3,0,0,0,16,17,31,8,8,21,0,0,0,299,331,630,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,125,294,0,0,0,0,0,0,162,125,294,25,21,42,0,0,0,490,484,973
UCL121061,0,0,0,51,53,107,0,0,0,0,0,0,0,0,0,29,40,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,5,11,3,0,3,9,4,14,11,24,38,10,6,11,0,3,6,125,136,265,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,109,247,0,0,0,0,0,0,135,109,247,17,14,34,0,0,0,284,268,550
UCL121062,0,0,4,69,80,148,0,0,0,4,8,11,0,0,0,79,94,176,0,0,0,6,3,10,5,3,4,5,5,12,0,0,0,0,0,0,0,0,0,3,11,11,6,10,18,0,0,0,0,0,4,9,16,22,8,6,14,0,0,0,201,229,426,4,4,6,0,0,0,4,0,4,0,0,0,0,0,0,0,4,3,0,4,3,217,200,417,5,0,5,0,0,4,222,203,426,17,8,22,0,4,4,446,451,898
UCL121063,0,5,4,91,97,186,0,0,0,3,6,12,0,0,0,60,68,130,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,14,20,0,3,3,0,0,0,11,16,28,0,0,0,0,0,0,184,213,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,98,212,0,0,3,0,0,4,119,96,218,17,24,42,0,0,0,324,336,665
UCL121064,3,5,8,35,48,85,0,0,0,0,0,5,0,0,0,66,64,130,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,8,20,28,0,0,0,0,0,0,12,9,14,4,7,13,0,0,0,137,155,296,0,0,3,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,140,304,0,0,0,0,0,0,158,141,304,22,25,43,0,0,0,326,331,660
UCL121065,0,3,5,73,104,175,0,0,0,6,9,13,0,0,0,73,76,155,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,7,0,3,4,21,16,39,0,0,3,0,0,0,11,10,21,13,12,28,0,0,0,209,245,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,174,352,0,0,0,4,0,7,186,175,363,45,44,97,0,0,0,445,465,913
UCL121066,0,0,0,56,57,107,0,0,0,0,0,0,0,0,0,78,96,170,0,0,0,0,0,0,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,10,8,17,0,0,3,0,0,0,152,169,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,68,151,0,0,0,0,0,0,84,68,151,27,6,31,0,0,0,258,245,503
UCL121067,0,0,4,63,69,137,0,0,0,0,0,0,0,0,0,112,168,280,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,28,33,60,3,3,10,0,0,0,27,28,61,10,19,25,0,0,0,253,331,587,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,94,76,170,0,0,0,0,0,0,91,76,170,28,35,59,0,0,0,389,447,835
UCL121068,7,14,18,155,215,368,0,0,0,11,7,18,0,0,0,221,236,451,0,0,0,16,5,23,0,9,9,0,0,4,0,8,5,0,0,0,0,3,0,18,25,43,22,12,35,0,0,5,0,0,4,25,32,54,27,32,56,5,9,6,499,586,1088,3,4,9,0,6,0,0,0,0,0,0,0,0,5,3,6,0,6,4,3,12,485,494,980,10,4,8,0,0,0,494,500,990,73,72,142,4,0,4,1079,1175,2254
UCL121069,0,0,0,79,69,147,0,0,0,6,7,14,14,16,27,85,102,190,3,0,3,6,4,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,8,8,14,8,7,12,0,0,0,3,4,3,13,16,27,12,11,15,0,0,0,230,240,474,3,0,5,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,110,259,5,4,6,0,0,0,155,112,260,4,3,9,0,0,0,395,365,762
UCL121070,0,0,3,39,37,77,0,0,0,0,0,4,0,0,0,54,56,112,0,0,0,3,0,4,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,5,4,11,0,0,0,0,0,0,0,3,10,4,3,5,0,0,0,123,120,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,148,264,0,0,0,0,0,0,119,148,265,9,10,21,0,0,0,253,277,532
UCL121071,0,3,11,66,75,142,0,0,0,0,8,15,0,0,0,96,83,184,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,6,0,0,0,0,0,0,15,13,29,0,5,0,0,0,0,191,193,381,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,97,0,0,0,0,0,0,56,41,96,20,21,39,0,0,0,271,262,536
UCL121072,0,0,0,75,73,154,0,0,0,7,0,3,0,0,0,92,92,184,0,0,0,0,8,5,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,21,0,0,0,0,3,8,18,9,24,4,9,13,0,0,0,204,204,407,0,3,9,3,4,4,0,0,0,0,0,0,0,0,3,6,0,7,9,4,11,124,122,245,0,0,0,0,0,0,123,125,251,58,61,122,0,0,0,403,400,806
UCL121073,0,0,0,55,45,99,0,0,0,11,7,9,0,0,0,78,75,159,0,0,0,3,4,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,0,0,0,14,23,41,7,0,8,0,0,0,178,170,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3,129,123,248,0,0,0,0,0,0,129,123,248,42,40,79,0,0,0,348,326,675
UCL121074,13,11,16,25,32,58,0,0,0,6,16,18,0,0,0,33,33,67,0,0,3,0,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,5,15,0,0,0,0,0,3,8,6,10,3,6,10,0,0,0,87,107,199,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,170,147,311,0,0,0,0,5,5,173,145,317,15,13,25,0,0,0,288,275,563
UCL121075,0,0,0,79,100,180,0,0,0,3,6,7,0,0,0,58,70,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,4,6,9,16,26,0,0,0,4,3,5,8,15,18,3,6,4,0,0,0,162,216,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,64,132,0,0,0,0,0,0,69,64,132,39,95,128,0,0,0,272,375,644
UCL121076,0,0,6,96,119,218,0,0,0,3,11,12,0,0,0,73,89,165,0,0,0,0,8,3,0,14,14,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,11,15,29,0,6,3,0,5,4,16,23,32,11,9,17,0,0,0,223,291,513,6,9,11,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,212,190,396,0,0,0,0,0,0,212,190,396,51,56,104,0,0,0,489,544,1035
UCL121077,0,0,0,60,77,144,0,0,0,3,7,5,0,0,0,70,108,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,10,0,0,0,0,0,0,22,17,41,11,9,19,0,0,0,177,234,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6,133,125,261,0,0,0,0,0,0,133,125,263,32,35,67,0,0,0,344,400,748
UCL121078,0,3,3,56,86,145,0,0,0,4,4,11,0,0,0,46,53,107,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,3,5,9,17,0,0,3,0,0,3,7,13,13,12,4,15,0,0,0,150,188,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,140,310,0,0,0,0,0,0,170,140,310,10,10,16,0,0,0,332,340,672
UCL121079,5,4,6,34,39,72,0,0,0,5,4,7,0,0,0,52,51,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,14,10,26,0,0,0,0,0,0,5,7,13,8,10,16,5,0,6,126,127,249,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,4,7,114,105,219,0,0,0,0,6,6,114,106,223,13,19,32,0,0,0,262,258,524
