UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL315066,11,18,32,156,197,351,0,0,0,21,17,35,0,0,0,163,189,359,0,0,0,4,3,7,0,12,12,0,0,5,11,16,28,0,0,0,5,4,9,13,12,33,26,34,62,0,0,0,0,3,5,42,70,111,42,49,97,0,0,0,490,615,1110,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,834,838,1671,3,4,8,4,12,15,840,856,1692,137,161,296,0,0,0,1481,1656,3132
UCL315067,4,18,22,181,172,361,0,0,0,8,12,23,0,0,0,179,179,350,5,3,3,5,3,5,5,4,11,0,4,0,4,7,11,0,0,0,6,6,18,8,6,12,21,27,49,0,0,0,3,5,4,50,61,109,35,27,59,0,4,3,510,512,1023,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,5,7,5,6,12,579,533,1117,5,9,11,3,5,9,584,545,1132,86,91,180,6,4,12,1199,1184,2385
UCL315068,3,11,18,113,138,247,0,0,0,6,10,20,0,0,0,151,168,320,0,0,0,0,0,0,12,14,28,0,0,0,0,10,11,0,0,0,4,3,9,6,13,19,17,18,31,3,5,7,4,10,14,30,49,77,3,7,12,0,0,0,354,434,789,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,3,6,409,392,803,3,3,4,3,5,4,413,398,817,110,99,205,0,0,0,899,952,1846
UCL315069,3,7,13,152,162,321,0,0,0,10,10,22,0,0,0,181,210,390,0,0,0,0,0,0,5,17,26,0,0,3,4,0,6,0,0,0,0,5,3,8,16,26,32,44,73,9,11,19,3,0,0,63,84,146,20,18,38,0,0,0,499,575,1066,0,8,7,6,5,9,0,0,0,0,0,0,0,0,0,14,12,22,13,12,21,467,406,872,6,0,6,0,0,0,476,405,882,212,183,393,0,3,3,1199,1189,2393
UCL315070,8,9,16,160,142,301,0,0,0,14,8,27,0,0,0,182,144,327,0,0,0,0,3,5,0,0,3,0,0,0,11,14,19,0,0,0,0,0,6,16,10,27,17,19,34,0,0,0,0,3,3,50,34,87,15,25,38,0,0,0,482,398,879,8,0,10,4,0,4,0,0,0,0,0,0,0,0,0,5,5,10,6,5,7,449,331,782,0,3,8,0,0,0,457,335,789,424,173,592,0,0,3,1377,928,2307
UCL315071,0,8,5,74,113,181,0,0,0,9,5,17,0,0,0,142,133,274,3,0,3,3,0,7,3,0,12,0,0,0,0,10,8,0,0,0,0,0,0,0,0,3,18,12,29,8,12,19,0,0,0,20,37,57,11,16,27,0,0,0,292,344,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,255,550,0,0,0,0,0,0,295,256,553,96,76,168,0,0,0,681,684,1367
UCL315072,14,17,30,73,66,139,0,0,0,11,22,32,0,0,0,44,53,93,0,0,0,0,0,0,6,5,13,0,4,6,8,0,10,0,0,0,6,4,18,5,9,15,5,10,12,0,0,0,0,0,0,34,37,80,9,21,27,11,9,14,215,240,455,52,57,110,19,8,30,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,192,147,331,0,0,0,0,0,0,187,149,337,139,85,221,57,6,61,693,560,1251
UCL315073,9,8,15,96,130,223,0,0,0,23,24,45,0,0,0,118,172,294,3,4,6,0,0,4,10,19,30,0,0,0,51,50,98,0,0,0,11,25,34,15,14,31,10,19,28,0,4,3,7,7,12,76,78,157,21,21,45,0,3,3,441,571,1015,5,3,5,4,3,4,0,0,4,0,0,0,6,4,11,6,12,15,10,14,28,362,337,702,0,4,6,0,0,0,364,344,710,114,97,215,0,0,0,951,1044,1993
UCL315074,14,9,26,212,258,464,0,0,0,32,34,63,0,0,0,233,280,507,3,5,6,3,0,3,13,7,22,14,14,26,15,22,34,0,0,0,16,9,27,6,14,19,41,47,85,4,3,3,7,10,23,71,102,176,44,59,109,5,13,17,712,877,1595,4,4,3,0,0,5,0,0,0,0,0,0,0,0,0,16,17,33,16,17,33,732,663,1395,0,0,0,0,9,10,740,672,1413,180,197,375,0,0,0,1669,1773,3441
UCL315075,5,17,23,75,91,169,0,0,0,3,4,11,0,0,0,102,103,204,0,0,3,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,6,0,3,0,0,5,20,3,27,0,0,0,0,0,0,32,23,55,16,29,47,0,0,0,257,275,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,6,3,8,359,351,706,0,3,3,0,4,5,359,361,717,117,97,212,5,6,8,741,759,1503
UCL315076,3,8,15,305,366,669,0,0,0,17,13,33,0,0,0,419,475,889,7,14,21,0,0,0,9,11,21,8,9,17,70,103,169,0,0,0,10,8,16,7,4,17,69,65,133,12,13,22,0,4,11,98,125,224,65,65,133,0,3,3,1104,1281,2385,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,8,9,19,8,9,19,821,709,1534,8,11,15,0,0,0,830,724,1549,152,140,298,13,9,13,2110,2169,4278
UCL315077,0,0,0,155,156,311,0,0,0,18,24,46,0,0,0,470,479,950,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,81,97,173,19,26,44,0,4,4,0,0,0,3,9,8,7,4,8,11,6,17,0,0,0,762,807,1569,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,144,175,319,6,3,8,0,0,0,153,179,333,56,99,154,0,9,4,982,1091,2077
UCL315078,5,9,14,332,377,706,0,0,0,7,7,16,0,0,0,339,372,709,11,12,18,0,0,0,5,10,16,0,0,0,47,56,105,0,0,0,4,7,11,11,15,29,39,43,88,0,0,4,4,3,3,74,101,171,26,45,74,6,5,11,913,1047,1960,3,4,7,3,0,6,0,0,0,0,0,0,4,5,12,0,0,0,4,10,16,334,320,657,0,0,0,0,0,0,334,322,660,106,100,208,13,7,22,1377,1504,2883
UCL315079,8,5,12,95,109,208,0,0,0,6,7,6,0,0,0,96,107,206,0,3,3,7,3,13,4,13,16,0,0,0,7,5,8,0,0,0,3,6,3,8,10,9,8,7,22,3,4,4,8,11,14,27,52,85,21,17,40,0,5,5,287,347,638,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,3,9,11,437,471,907,12,5,15,7,4,5,451,482,927,71,59,126,0,3,0,820,905,1733
UCL315080,36,42,80,304,345,654,0,0,0,18,17,41,0,0,0,506,568,1076,0,0,3,13,19,34,4,4,5,0,0,0,21,15,43,0,0,0,8,17,29,9,12,21,48,68,114,0,4,3,3,4,5,100,111,205,50,60,107,4,0,7,1089,1245,2333,18,12,28,3,10,10,17,23,41,0,0,0,16,6,17,7,10,15,21,20,37,1488,1402,2893,14,10,22,12,14,21,1509,1427,2940,744,678,1426,41,73,109,3480,3520,7002
UCL315081,5,14,22,247,308,552,0,0,0,16,16,36,0,0,0,328,403,728,0,0,0,0,0,0,5,16,19,3,0,8,5,9,14,0,0,0,3,0,8,14,12,25,44,46,91,3,0,4,7,3,10,117,169,286,28,33,62,4,0,3,818,1025,1846,6,3,12,0,5,5,0,0,0,0,0,0,0,3,3,4,3,13,4,10,11,770,631,1404,5,0,9,0,4,4,773,639,1409,101,89,193,7,0,4,1718,1783,3496
UCL315082,4,14,18,143,118,259,0,0,0,6,9,10,0,0,0,112,108,214,0,0,0,3,3,8,6,4,7,0,0,0,12,5,14,0,0,0,0,0,0,5,5,10,28,18,36,0,0,0,0,0,0,20,33,57,6,10,17,0,0,0,337,311,645,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,303,258,561,3,3,11,0,3,3,313,268,577,75,69,143,3,0,8,737,657,1398
UCL315083,0,0,6,84,89,174,0,0,0,9,18,30,0,0,0,107,138,249,0,0,0,4,6,11,0,4,4,0,0,0,7,3,11,0,0,0,4,0,5,0,4,9,24,19,48,0,0,0,0,0,0,15,29,45,12,13,25,0,0,0,271,328,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,195,170,365,0,0,0,0,0,0,195,170,365,14,14,27,0,0,0,484,515,998
UCL315084,0,10,9,169,176,344,0,0,0,19,24,42,0,0,0,135,165,301,0,4,8,0,0,4,6,5,15,0,0,3,12,9,18,0,0,0,0,5,7,6,15,22,26,28,58,5,3,5,6,11,15,25,45,68,20,19,41,0,4,3,429,517,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,0,11,469,419,884,4,3,3,3,0,8,474,424,897,38,27,62,0,0,0,948,981,1927
UCL315085,8,8,15,165,219,385,0,0,0,39,38,79,0,0,0,213,280,493,3,3,9,0,0,3,3,5,4,14,16,30,19,40,57,0,0,0,5,7,11,9,10,12,25,19,40,9,11,15,7,3,3,55,81,138,33,27,63,0,3,0,595,759,1357,0,7,7,3,3,3,0,0,0,0,0,0,0,0,0,0,7,13,4,7,10,642,648,1290,8,6,13,3,4,5,653,653,1312,150,189,341,0,0,0,1415,1629,3043
UCL315086,28,47,75,280,262,541,0,0,0,32,25,57,0,0,0,238,268,504,0,0,0,8,10,16,5,5,4,0,3,10,13,10,28,0,0,0,9,5,12,16,26,37,49,69,114,9,11,18,9,7,17,43,62,106,74,63,143,3,11,17,775,833,1611,4,0,4,6,4,10,0,3,5,0,0,0,0,0,0,17,31,45,17,31,45,779,639,1414,12,8,18,14,10,27,802,659,1458,209,190,396,0,3,3,1843,1771,3614
UCL315087,3,10,8,202,208,409,0,0,0,28,29,54,0,0,0,292,325,615,0,3,0,0,3,7,7,9,12,0,0,3,14,15,30,0,0,0,9,6,14,16,10,24,37,27,64,0,0,3,3,6,4,64,90,151,34,41,83,9,7,9,719,767,1484,5,3,5,0,4,4,0,3,3,0,0,0,4,5,3,0,9,9,5,7,16,588,527,1113,11,8,15,3,4,6,600,531,1136,23,30,53,0,0,0,1352,1352,2704
UCL315088,0,5,8,232,281,513,0,0,0,10,14,24,0,0,0,282,334,618,4,0,4,0,0,6,0,4,10,0,0,0,8,12,16,0,0,0,15,7,21,20,8,31,46,48,90,8,3,6,0,3,5,100,98,196,35,52,88,4,0,8,771,863,1633,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,5,6,11,711,654,1368,3,6,9,0,5,6,712,661,1373,223,224,446,0,0,0,1723,1767,3491
UCL315089,4,6,9,246,284,526,0,0,0,10,9,17,0,0,0,296,342,636,4,10,17,0,0,4,5,5,8,3,3,3,11,7,17,0,0,0,3,3,5,19,25,43,44,49,96,0,0,0,0,4,4,26,27,54,46,53,99,0,0,0,711,822,1533,4,3,6,0,6,3,0,0,0,0,0,0,0,0,0,0,3,6,0,6,4,430,407,832,0,0,3,0,0,4,437,407,844,172,144,316,0,0,0,1336,1386,2724
UCL315090,28,25,47,289,397,687,0,0,0,36,45,82,0,0,0,552,662,1215,0,0,0,4,14,13,9,23,38,11,6,13,7,16,21,0,0,0,4,6,12,25,31,62,63,75,139,7,8,12,13,17,27,106,159,264,66,68,133,5,12,13,1201,1531,2734,10,13,25,4,3,7,0,0,0,0,0,0,8,5,13,0,10,8,10,14,21,820,726,1542,3,4,9,5,0,10,830,735,1560,263,244,507,4,0,6,2349,2563,4907
UCL315091,7,9,14,427,489,913,0,0,0,12,9,16,0,0,0,214,193,412,0,0,0,0,4,8,19,21,40,12,10,21,4,0,6,0,0,0,0,0,0,144,179,318,9,19,30,0,0,3,4,11,16,33,52,77,46,52,99,0,0,0,923,1038,1962,8,5,10,10,8,12,0,0,0,0,0,0,3,6,5,13,11,25,16,11,31,300,285,586,0,0,0,0,0,0,302,284,585,136,94,234,0,0,6,1394,1463,2860
UCL315092,3,11,16,203,241,444,0,0,0,18,22,41,0,0,0,169,173,340,0,0,0,0,0,0,12,21,24,0,0,0,15,11,27,0,0,0,9,10,11,3,6,9,35,35,72,3,0,4,4,0,3,61,76,140,21,25,49,4,6,6,551,628,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,531,442,968,12,0,15,3,6,0,538,444,984,121,99,222,3,0,3,1223,1181,2410
UCL315093,0,5,6,79,101,188,0,0,0,8,14,20,0,0,0,54,84,143,0,0,0,0,0,0,4,7,8,0,0,0,11,6,20,0,0,0,0,0,0,0,0,3,10,12,18,0,0,0,0,0,0,28,53,80,17,14,30,17,18,40,241,312,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,151,331,0,0,0,0,0,4,180,155,339,24,35,57,0,0,0,450,505,958
UCL315094,4,6,14,162,207,359,0,0,0,13,19,38,0,0,0,148,196,341,4,3,5,5,5,14,6,8,8,3,0,0,16,9,24,0,0,0,6,5,4,5,13,20,27,34,60,0,0,0,0,0,4,42,54,96,35,37,70,0,0,0,474,580,1058,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,544,520,1061,0,3,0,0,3,11,548,526,1072,80,78,153,5,0,4,1107,1200,2310
UCL315095,0,8,10,130,131,264,0,0,0,15,10,27,0,0,0,298,272,568,0,0,0,10,9,18,13,17,33,0,0,0,9,10,14,0,0,0,3,5,10,19,31,52,24,24,42,0,3,3,8,11,14,38,49,85,12,10,27,0,0,0,576,580,1159,12,12,30,0,0,0,0,0,0,0,0,0,50,35,89,0,0,0,55,35,92,374,332,707,9,4,11,0,0,0,381,332,718,181,118,298,54,25,81,1266,1117,2385
UCL315096,0,9,10,167,206,373,0,0,0,8,3,14,0,0,0,450,515,968,0,0,3,0,0,0,12,9,19,0,4,0,11,15,29,0,0,0,5,4,11,7,4,8,36,29,64,0,0,0,8,5,15,119,152,270,31,30,65,4,3,8,852,997,1851,0,0,3,3,9,8,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,638,573,1215,4,0,4,3,4,8,645,577,1219,164,143,305,0,0,0,1668,1741,3412
UCL315097,0,0,5,85,110,193,0,0,0,20,23,40,0,0,0,142,161,307,3,0,5,3,0,4,9,5,11,10,7,18,24,21,40,0,0,0,0,4,6,12,7,15,14,26,41,0,4,4,5,3,5,37,51,88,32,35,68,5,0,7,398,460,856,7,6,7,0,0,4,0,0,0,0,0,0,7,0,6,10,13,19,18,12,25,453,423,878,4,9,9,0,4,4,463,432,888,55,60,112,0,0,0,934,971,1905
UCL315098,8,24,31,264,240,508,0,0,0,12,24,40,0,0,0,371,368,744,0,0,3,5,7,12,15,15,32,0,0,0,15,8,22,0,0,0,7,4,15,24,26,46,30,18,56,0,5,0,0,8,8,84,87,169,27,31,52,0,0,0,856,842,1696,14,11,28,3,8,7,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,1116,938,2052,8,3,12,0,0,0,1120,945,2065,456,250,707,0,0,0,2457,2081,4543
UCL315099,0,3,0,297,340,635,0,0,0,26,17,45,3,0,7,434,524,957,17,22,36,0,3,7,0,7,6,0,6,4,73,85,159,0,0,0,3,5,13,22,36,61,40,58,100,0,0,0,11,8,21,51,72,124,91,87,176,0,3,9,1070,1280,2354,4,3,5,4,3,3,0,0,0,0,0,0,0,4,5,8,5,15,6,13,24,648,633,1284,4,0,0,0,0,0,651,633,1283,57,51,114,0,0,0,1805,1989,3787
UCL315100,7,7,14,79,101,172,0,0,0,17,16,28,0,0,0,106,110,214,0,0,0,0,0,4,0,0,0,0,0,0,14,15,27,0,0,0,10,8,15,3,4,11,19,20,45,0,3,4,4,5,8,21,31,58,22,16,36,4,4,6,306,329,632,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,4,3,276,263,541,5,4,6,0,0,0,276,266,547,58,48,110,0,0,0,656,660,1313
UCL315101,5,6,13,104,111,216,0,0,0,15,15,27,0,0,0,179,177,356,21,16,44,0,0,0,5,6,5,4,5,6,45,43,81,0,0,0,3,0,4,7,19,27,25,15,40,0,0,0,0,3,3,34,43,77,48,60,109,24,21,38,517,524,1040,0,0,3,0,0,0,0,0,0,0,0,0,3,8,6,0,0,3,7,5,7,324,283,604,0,0,6,0,0,0,327,283,609,32,24,55,0,0,0,878,852,1729
UCL315102,3,7,8,118,118,233,0,0,0,25,29,48,0,0,0,144,136,274,0,0,0,0,0,4,4,8,13,0,0,0,41,46,92,0,0,0,6,8,13,8,6,13,17,36,50,3,3,4,3,0,5,68,83,145,28,35,64,0,0,0,453,504,962,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,10,7,325,308,629,3,0,9,4,6,10,332,314,648,96,88,187,0,0,0,898,926,1825
UCL315103,6,8,20,107,98,205,0,0,0,7,7,13,0,0,0,135,174,309,0,0,6,4,8,8,0,0,0,0,0,0,8,6,13,0,0,0,7,0,6,3,9,12,21,15,38,0,0,5,18,23,39,45,47,91,4,12,16,0,0,0,367,398,758,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12,0,0,0,9,6,13,344,306,657,0,0,0,0,0,3,345,307,659,116,99,221,51,28,77,887,853,1746
UCL315104,6,9,13,153,164,316,0,0,0,13,21,37,0,0,0,144,189,338,0,0,0,6,0,8,12,12,22,3,3,7,6,3,6,0,0,0,4,12,20,6,0,4,28,21,46,4,0,8,0,4,8,43,55,102,26,29,57,4,10,18,451,526,977,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,6,14,580,538,1122,0,0,5,0,9,9,583,544,1131,1497,68,1565,3,5,6,2540,1165,3708
UCL315105,0,7,10,188,185,366,0,0,0,14,15,25,0,0,0,126,168,289,0,0,4,0,0,0,0,4,0,0,0,0,11,7,16,0,0,0,3,0,8,9,10,14,22,42,68,0,0,0,0,0,0,58,73,126,16,19,35,4,7,11,454,530,982,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,318,283,596,0,0,0,0,0,0,319,285,601,65,70,136,3,0,8,844,898,1740
UCL315106,5,3,5,126,172,296,0,0,0,4,10,11,0,0,0,155,203,355,0,0,3,0,0,0,0,5,6,0,7,7,18,25,46,0,0,0,4,7,10,10,10,19,15,14,30,3,0,3,3,4,10,30,51,79,39,52,88,0,0,0,419,550,968,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,382,413,795,0,0,5,0,0,0,388,415,799,54,41,97,0,0,0,862,1013,1873
UCL315107,16,29,49,119,125,246,0,0,0,16,39,56,0,0,0,143,165,311,3,3,9,8,5,11,12,9,20,0,4,6,5,10,13,0,0,4,3,0,9,14,29,40,25,21,47,0,4,4,5,3,14,27,34,62,46,54,97,0,3,3,436,502,938,0,0,6,4,3,7,0,4,8,0,0,4,5,0,4,3,0,4,6,5,12,721,674,1395,7,7,4,0,5,8,721,684,1404,86,69,161,5,0,5,1278,1297,2578
UCL315108,0,0,0,481,543,1019,0,0,0,0,0,0,0,0,0,15,15,26,0,0,0,0,0,0,9,9,14,0,0,0,4,0,14,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,512,575,1089,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,68,77,138,0,0,0,0,0,0,68,75,142,7,12,25,0,0,0,591,669,1261
UCL315109,0,9,11,76,93,171,0,0,0,11,17,33,0,0,0,86,110,199,0,0,0,0,0,0,4,12,19,0,0,0,0,0,5,0,0,0,5,0,3,3,8,14,8,15,21,0,0,0,0,5,4,23,25,44,22,14,38,0,0,0,245,297,548,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,260,507,3,0,5,6,11,9,253,270,520,44,56,103,39,19,56,589,652,1242
UCL321001,0,0,0,40,49,89,0,0,0,0,0,6,0,0,0,27,34,63,3,0,0,0,0,0,6,5,0,0,0,0,5,3,9,0,0,0,0,4,4,8,4,12,7,4,15,0,0,3,0,4,5,7,14,22,0,7,10,0,0,0,112,125,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,165,136,306,0,0,0,0,4,4,165,144,311,20,23,46,0,0,0,303,290,596
UCL321002,0,3,6,75,103,180,0,0,0,8,7,11,0,0,0,81,107,186,0,0,0,0,0,0,0,3,9,3,0,3,0,5,3,0,0,0,0,0,0,0,3,3,18,14,33,0,0,3,0,0,0,28,23,48,7,17,20,0,0,0,220,277,502,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,118,241,0,0,0,0,0,0,121,118,239,53,33,83,0,0,0,396,431,831
UCL321003,6,0,8,28,28,54,0,0,0,0,4,7,0,0,0,24,34,61,0,0,0,0,0,0,0,7,8,0,0,0,5,4,5,0,0,0,4,0,9,3,9,11,7,6,15,0,0,0,0,0,0,5,20,26,14,13,25,0,6,6,101,124,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,5,6,146,110,255,0,0,0,0,0,0,145,105,256,47,40,87,4,0,5,303,281,581
UCL321004,0,0,0,28,42,74,0,0,0,4,9,7,0,0,0,48,40,84,3,8,13,0,0,0,3,5,6,0,0,0,12,9,15,0,0,0,0,0,0,3,0,3,0,3,5,0,0,0,0,0,0,6,17,24,17,14,25,0,0,0,129,143,271,5,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,100,194,0,0,0,0,0,0,101,97,195,35,35,69,0,0,0,275,270,545
UCL321005,0,4,7,48,61,108,0,0,0,7,14,20,0,0,0,62,68,128,0,0,6,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,4,0,0,0,8,7,12,0,0,3,0,0,0,23,23,47,8,9,12,0,0,0,157,183,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,147,304,0,0,0,0,0,0,156,148,301,40,47,76,0,0,0,353,380,731
UCL321006,0,0,0,120,124,247,0,0,0,0,0,0,0,0,0,24,28,54,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5,4,10,37,36,75,0,0,4,0,0,0,0,5,5,4,7,5,16,17,34,0,0,0,209,227,438,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,5,4,5,62,63,125,0,0,0,0,0,4,68,65,131,50,42,90,0,0,0,320,336,663
UCL321007,0,5,3,52,59,110,0,0,0,3,9,15,0,0,0,231,250,486,0,0,0,0,0,4,0,4,3,0,0,0,9,3,18,0,0,0,6,4,13,3,7,13,5,6,14,0,3,4,10,4,14,34,38,69,16,19,39,0,0,0,374,412,791,8,9,22,14,4,17,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,275,241,517,0,4,5,0,0,0,274,248,523,134,119,262,0,3,4,820,800,1620
UCL321008,5,8,10,87,93,184,0,0,0,4,4,8,0,0,0,89,100,186,0,0,5,0,6,6,4,3,6,0,0,0,6,4,8,0,0,0,0,0,0,3,0,3,16,15,34,4,3,9,0,0,3,27,26,50,0,3,5,0,0,0,245,267,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,3,6,8,232,184,411,4,0,4,0,0,0,237,182,419,69,59,131,0,0,3,561,523,1083
UCL321009,0,0,3,106,115,223,0,0,0,18,7,27,0,0,0,161,175,337,3,3,6,0,0,0,5,5,7,0,4,9,3,9,11,0,0,0,0,0,0,6,3,15,15,17,31,0,4,4,0,0,0,51,77,131,9,4,16,0,0,0,384,430,811,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,5,4,233,185,422,0,0,0,0,0,0,231,185,421,84,80,161,0,4,5,705,700,1409
UCL321010,3,4,12,48,64,117,0,0,0,4,5,4,0,0,0,125,119,245,0,0,0,6,6,8,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,12,23,11,9,23,0,0,4,0,4,6,8,16,24,9,6,18,0,0,0,227,255,476,3,11,11,0,0,0,0,0,0,0,0,0,22,10,31,3,8,17,30,21,48,146,142,290,0,0,0,0,0,3,147,146,294,23,23,48,5,0,11,446,452,899
UCL321011,0,0,0,62,59,120,0,0,0,0,4,9,0,0,0,61,65,127,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,4,3,5,19,21,40,0,6,3,0,0,0,23,14,36,4,0,4,0,0,0,175,180,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,185,164,351,0,0,0,0,0,5,187,168,356,15,4,18,0,0,0,376,359,733
UCL321012,0,0,6,68,68,138,0,0,0,5,0,9,0,3,3,37,43,82,0,0,0,0,0,0,0,0,3,4,0,4,0,8,13,0,0,0,0,0,0,0,0,6,6,6,13,0,0,0,0,0,9,18,32,50,7,4,17,0,3,6,160,180,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,3,10,126,113,243,0,0,3,0,0,0,134,117,247,48,47,99,3,0,0,345,348,690
