UCL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL121018,6,76,80,107,10,118,49,0,49,49,0,50,18,0,18,13,0,13,249,88,335
UCL121019,0,14,21,86,8,92,27,0,30,38,0,38,29,0,30,10,0,15,196,25,226
UCL121020,3,38,40,65,14,80,38,5,43,30,5,36,9,0,9,8,0,8,162,53,218
UCL121021,5,115,122,86,14,100,32,0,32,11,0,12,10,0,10,5,0,5,142,132,277
UCL121022,3,121,125,106,26,130,23,3,27,24,3,21,10,0,10,10,0,11,169,149,323
UCL121023,3,109,111,125,26,154,21,0,24,15,0,17,5,0,5,0,0,0,175,135,313
UCL121024,6,39,44,61,12,75,26,4,28,27,0,29,10,0,14,14,0,14,146,58,206
UCL121025,0,36,39,60,6,61,39,0,39,43,0,43,15,0,15,6,0,6,167,40,204
UCL121026,12,187,197,138,74,216,51,8,60,28,8,33,8,3,15,8,3,9,251,282,532
UCL121027,3,34,42,59,12,73,45,9,48,38,0,41,15,0,15,13,0,11,171,54,225
UCL121028,11,124,133,135,31,172,27,10,34,37,5,45,10,4,15,0,0,3,216,181,397
UCL121029,0,49,50,86,11,89,38,0,38,24,0,20,18,0,18,10,0,10,173,59,237
UCL121030,3,134,139,120,32,150,40,7,42,37,5,36,13,3,21,10,0,10,213,182,398
UCL121031,6,88,94,165,25,188,50,3,56,42,4,43,16,0,19,12,0,13,284,128,409
UCL121032,0,147,147,104,17,123,28,5,32,21,6,28,15,0,16,8,0,8,180,171,348
UCL121033,8,41,49,43,18,59,20,6,25,33,6,40,15,0,17,4,0,4,113,74,190
UCL121034,3,66,69,76,38,115,41,19,56,59,24,76,23,12,36,15,12,29,213,164,375
UCL121035,3,61,63,109,17,126,61,3,64,63,4,69,42,0,40,21,0,27,299,84,380
UCL121036,7,55,62,138,6,142,64,4,67,94,0,95,61,0,54,25,0,25,380,76,458
UCL121037,8,90,95,107,21,137,49,6,55,30,3,35,11,0,11,11,0,11,224,122,349
UCL121038,3,85,86,82,19,97,27,0,28,21,9,32,3,0,7,8,0,6,145,118,260
UCL121039,4,31,34,73,27,102,37,10,51,37,8,43,12,0,18,13,0,13,182,82,263
UCL121040,3,23,19,60,3,59,34,0,34,21,0,21,19,0,25,8,0,8,143,27,166
UCL121041,0,88,87,88,12,98,28,4,29,11,0,13,16,0,15,7,0,10,156,102,261
UCL121042,9,78,78,83,24,108,23,8,30,32,0,34,7,7,5,0,0,4,148,115,262
UCL121043,4,34,40,55,9,64,37,3,40,53,0,48,27,0,27,3,0,3,180,42,225
UCL121044,8,45,52,53,13,70,30,0,32,27,9,30,5,4,12,11,0,14,133,71,202
UCL121045,6,54,63,98,6,102,19,0,23,28,0,28,6,0,8,0,0,0,163,64,229
UCL121046,8,20,23,56,3,59,29,0,29,39,0,39,14,0,14,9,0,9,143,25,169
UCL121047,6,64,72,60,15,74,39,0,40,36,0,36,11,0,16,8,0,8,163,73,241
UCL121048,4,30,29,72,7,84,22,0,22,24,0,31,17,0,17,7,0,5,147,38,188
UCL121049,0,54,55,54,9,62,28,6,35,39,7,43,18,0,22,8,0,6,154,77,230
UCL121050,4,159,162,142,54,190,16,3,20,10,6,18,3,7,6,6,0,6,170,228,400
UCL121051,7,160,165,147,16,165,26,0,24,21,3,28,29,5,31,10,0,10,244,184,422
UCL121052,4,160,166,127,39,166,38,3,41,23,6,35,5,3,6,11,0,10,202,212,417
UCL121053,3,125,136,95,28,124,40,4,41,15,6,21,16,0,16,7,0,7,180,164,341
UCL121054,3,16,22,61,8,65,34,0,34,48,0,44,37,0,36,17,0,17,202,26,223
UCL121055,4,83,85,87,10,96,33,0,32,40,7,39,14,0,14,5,0,6,181,97,274
UCL121056,0,65,65,116,19,133,51,5,58,48,0,48,30,0,36,12,0,12,249,96,343
UCL121057,8,17,23,66,5,76,39,0,38,54,0,50,18,0,18,10,0,10,197,23,221
UCL121058,5,66,67,213,8,227,101,10,107,127,0,128,57,0,56,32,0,32,535,91,622
UCL121059,6,46,50,95,16,114,44,0,46,34,5,36,11,0,11,4,0,4,187,74,259
UCL121060,3,28,34,134,5,136,49,0,47,61,0,61,34,3,31,14,0,14,294,38,331
UCL121061,0,31,27,45,8,51,28,0,28,41,0,41,20,0,22,9,0,9,141,34,178
UCL121062,12,50,55,111,12,124,73,0,75,47,4,54,14,0,14,17,0,17,276,64,335
UCL121063,4,95,100,170,24,196,22,7,21,12,4,10,8,0,9,4,0,4,218,128,340
UCL121064,9,101,112,108,10,114,35,9,45,22,0,25,6,0,6,5,3,9,190,124,312
UCL121065,9,91,94,169,20,190,50,3,58,35,0,34,8,3,12,13,0,13,277,125,399
UCL121066,3,30,38,54,9,60,38,0,41,23,3,28,14,0,14,3,0,5,146,43,189
UCL121067,0,139,144,140,19,157,34,5,34,22,4,27,18,0,15,3,0,3,220,165,384
UCL121068,11,194,202,369,54,427,87,8,98,110,8,122,49,6,57,21,0,18,649,276,923
UCL121069,8,6,10,52,0,52,44,0,44,69,0,69,31,0,31,11,0,11,213,9,225
UCL121070,4,48,50,81,14,89,27,3,28,23,0,29,12,0,12,5,0,5,155,60,214
UCL121071,5,66,70,63,8,71,27,0,27,21,0,25,11,0,11,8,0,8,143,75,218
UCL121072,3,82,88,81,16,102,49,12,60,36,6,42,22,0,20,8,0,8,197,119,320
UCL121073,4,133,140,94,19,108,35,8,42,25,4,24,5,0,12,6,0,6,172,159,333
UCL121074,5,90,97,86,21,111,35,4,37,19,0,19,5,0,5,9,0,8,153,113,266
UCL121075,4,77,83,106,3,113,20,0,20,21,0,21,15,0,15,6,0,6,169,84,250
UCL121076,0,62,69,92,14,106,64,5,62,53,5,57,34,0,33,20,5,24,264,89,357
UCL121077,8,77,84,77,9,87,42,7,44,38,5,40,18,0,20,9,0,13,188,99,291
UCL121078,0,34,34,61,6,67,50,0,46,56,0,57,16,3,22,4,0,4,190,46,229
UCL121079,0,34,29,64,10,73,32,0,34,34,0,34,11,0,12,11,0,11,149,44,191
UCL121080,3,70,71,162,31,191,62,0,64,57,3,59,17,0,14,8,0,8,313,105,414
UCL121081,0,14,15,60,9,69,22,0,19,38,4,45,23,0,25,10,0,10,160,25,182
UCL121082,3,131,129,163,51,217,55,7,65,52,5,54,16,0,17,9,0,9,296,196,492
UCL121083,5,164,170,128,30,153,43,8,51,36,0,45,18,0,18,9,0,9,242,202,445
UCL121084,3,33,31,53,9,63,50,0,48,53,0,55,40,0,40,22,0,22,214,43,255
UCL121085,9,49,58,177,12,191,54,0,58,63,0,65,24,0,24,3,0,3,331,72,398
UCL121086,10,156,163,123,24,143,34,5,41,24,0,26,16,0,16,9,0,9,205,192,399
UCL121087,5,49,52,86,12,101,40,5,42,35,0,35,14,0,13,14,0,14,188,62,249
UCL121088,6,59,64,69,12,82,41,0,40,25,3,24,19,3,20,4,4,6,160,78,239
UCL121089,0,63,68,131,16,143,54,3,56,48,0,48,21,0,21,6,0,10,261,87,351
UCL121090,0,23,23,87,4,87,47,3,45,50,3,51,28,0,28,19,0,19,230,33,266
UCL121091,3,40,45,82,5,89,38,0,36,46,3,54,19,0,23,4,0,9,202,54,256
UCL121092,6,77,83,115,16,130,58,9,67,83,4,86,38,3,39,17,3,17,306,110,417
UCL121093,6,76,78,96,17,110,73,8,76,77,0,75,39,0,35,19,0,19,303,97,401
UCL121094,4,141,146,87,25,108,36,11,45,24,0,21,15,4,19,10,0,9,174,184,354
UCL121095,0,22,24,91,7,98,41,0,41,30,0,32,31,0,30,9,0,9,202,37,241
UCL121096,7,79,83,147,17,167,37,8,41,37,0,41,13,0,13,8,0,8,246,98,347
UCL121097,3,59,63,109,19,124,24,5,28,36,0,36,24,0,24,4,0,4,198,82,281
UCL121098,5,39,48,145,8,152,50,0,49,45,0,45,24,0,22,8,0,8,274,51,326
UCL121099,0,113,113,97,17,115,26,0,28,23,0,23,10,0,10,3,0,3,161,131,295
UCL121100,7,60,71,153,12,169,50,7,56,69,0,69,30,0,35,13,0,13,327,77,406
UCL121101,8,78,82,132,7,146,66,4,68,42,0,47,22,6,26,21,0,26,292,104,395
UCL121102,9,127,139,154,76,226,53,6,57,41,0,41,14,0,14,7,5,9,275,214,487
UCL121103,0,98,102,122,27,148,60,8,65,37,3,41,20,0,25,14,0,17,254,138,394
UCL121104,0,81,82,96,14,109,41,7,45,30,0,30,20,0,20,9,0,9,196,97,294
UCL121105,5,132,135,99,28,128,40,3,39,21,0,20,3,4,6,0,0,0,167,171,337
UCL121106,4,80,88,228,25,250,49,7,46,32,0,34,14,0,16,5,0,7,331,117,442
UCL121107,5,107,109,122,20,138,37,5,44,37,0,37,21,0,27,17,0,17,241,134,371
UCL121108,3,78,79,111,19,127,39,3,43,38,0,41,16,0,16,17,0,17,232,97,332
UCL121109,0,24,32,57,8,57,28,3,29,25,0,29,14,0,19,10,0,10,140,36,179
UCL121110,7,111,124,123,24,148,57,6,63,53,4,57,22,0,20,13,0,13,272,148,419
UCL121111,4,147,146,74,21,97,37,3,42,29,9,37,12,0,12,5,0,5,165,180,347
UCL121112,7,55,61,96,15,103,40,3,42,51,0,51,18,0,23,6,0,6,213,74,294
UCL121113,4,64,75,71,15,86,18,3,19,24,4,25,8,0,8,6,0,6,131,87,221
UCL121114,6,58,66,114,18,135,39,8,47,52,3,58,19,3,25,10,0,7,247,93,336
UCL121115,6,114,123,144,27,168,19,0,21,15,5,21,6,0,11,3,0,3,190,142,338
UCL121116,10,37,47,71,3,73,54,0,54,77,0,78,29,0,29,15,0,15,259,44,301
UCL121117,3,58,64,89,22,109,49,3,55,20,0,25,11,0,17,11,0,11,185,87,268
UCL121118,0,29,29,44,0,46,29,4,31,37,0,37,19,0,19,7,0,7,132,38,169
UCL121119,10,46,55,125,12,135,54,3,62,32,5,35,22,0,23,13,0,13,258,59,315
UCL121120,0,75,75,25,25,46,18,6,26,13,5,25,11,3,15,17,0,17,87,123,208
UCL121121,0,43,45,66,9,77,28,0,31,26,4,30,10,0,10,4,0,4,143,55,199
UCL121122,6,39,43,60,7,67,33,7,39,33,0,35,21,5,25,14,0,14,167,57,222
UCL121123,6,63,63,81,24,105,39,11,44,25,5,33,18,4,21,4,0,4,167,106,270
UCL121124,0,104,105,105,51,154,21,3,25,9,3,11,11,0,11,3,0,3,143,159,302
UCL121125,6,107,110,164,35,201,31,0,30,37,0,34,17,0,17,11,0,12,256,147,407
UCL121126,3,25,27,84,5,84,33,3,33,35,0,33,17,0,17,10,0,10,178,38,214
UCL121127,0,44,46,53,3,61,31,0,36,36,0,36,28,4,31,19,0,16,176,56,225
UCL121128,6,52,62,106,10,118,53,0,56,54,0,54,34,7,36,14,0,14,268,71,341
UCL122001,0,13,16,14,0,16,18,0,18,15,0,18,5,0,5,3,0,3,64,18,79
UCL122002,0,56,56,33,19,48,6,5,12,4,3,9,3,0,5,0,0,0,51,86,138
UCL122003,3,24,30,47,4,52,18,0,18,23,0,27,13,0,13,10,0,7,115,29,144
UCL122004,0,17,22,35,10,44,8,0,8,6,0,6,5,0,5,3,0,3,60,21,88
UCL122005,3,75,79,53,13,61,11,4,16,9,0,12,0,0,0,3,0,3,81,92,174
UCL122006,4,48,54,41,0,46,10,0,13,10,0,9,10,0,8,0,0,0,73,59,126
UCL122007,6,82,84,66,19,80,20,6,29,12,3,9,6,0,7,10,0,10,118,107,225
UCL122008,3,31,36,23,7,27,14,4,20,13,0,16,8,0,6,0,0,0,66,42,108
UCL122009,0,36,38,37,6,49,20,0,20,17,0,17,4,0,7,3,0,3,86,47,131
UCL122010,0,27,27,30,4,43,23,0,23,16,0,19,14,0,14,5,0,10,87,39,123
UCL122011,0,15,13,46,4,46,22,0,22,26,0,31,13,0,13,3,0,3,103,20,126
UCL122012,6,61,59,35,0,38,11,3,5,15,0,15,6,0,6,0,0,0,66,64,133
UCL122013,0,37,37,29,5,35,12,0,10,5,4,5,3,0,3,0,0,0,49,47,95
UCL122014,5,46,51,36,8,40,26,0,26,11,4,14,3,0,3,4,0,4,80,58,138
UCL122015,0,21,22,54,15,76,5,0,5,11,4,11,3,0,3,0,0,0,81,40,121
UCL122016,0,25,28,31,9,37,14,0,14,11,0,11,4,0,4,3,0,3,67,33,99
UCL122017,3,48,52,38,11,51,14,4,16,6,0,8,3,0,3,9,0,5,70,64,136
UCL122018,3,86,93,53,15,66,12,5,14,6,0,6,8,0,8,7,3,5,91,106,201
UCL122019,0,45,53,38,12,54,11,4,13,8,3,9,0,0,3,4,0,4,68,64,133
UCL122020,6,78,81,47,12,54,10,0,10,3,0,3,0,0,0,4,0,4,69,91,156
UCL122021,0,10,10,33,5,35,10,0,11,8,0,15,3,0,0,0,0,0,55,18,75
UCL122022,0,37,40,65,8,68,22,0,22,21,0,21,7,0,7,12,0,12,132,44,172
UCL122023,0,20,17,43,8,54,25,0,20,20,0,20,11,0,11,13,0,13,112,30,144
UCL122024,0,19,24,38,9,48,17,0,17,11,0,11,7,0,6,4,0,4,79,31,108
UCL122025,0,13,17,38,0,39,21,5,19,10,0,10,0,0,0,4,0,4,72,21,98
UCL122026,5,24,28,23,0,27,19,3,22,12,0,12,5,0,5,5,0,5,65,29,88
UCL122027,0,56,60,33,30,61,16,0,16,5,0,5,3,0,3,3,0,4,56,83,138
UCL122028,0,39,46,51,10,67,22,0,24,15,0,15,7,0,7,3,0,9,98,65,155
UCL122029,9,18,21,47,9,57,13,3,16,9,0,12,0,0,0,5,0,5,81,33,116
UCL122030,4,53,60,49,9,62,27,5,26,16,0,16,10,0,10,4,0,7,103,72,173
UCL122031,0,4,4,29,3,36,21,0,30,38,0,38,16,0,15,6,0,6,118,13,131
UCL122032,3,57,63,58,11,70,23,0,18,23,5,24,8,0,9,5,0,5,124,76,197
UCL122033,0,15,17,33,0,36,12,0,12,14,0,15,7,0,7,3,0,3,66,20,85
UCL122034,0,7,7,31,4,36,15,0,15,13,0,13,8,0,8,3,0,3,71,5,73
UCL122035,0,62,60,64,16,79,18,0,17,11,0,14,8,0,9,8,0,8,111,83,193
UCL122036,0,56,57,35,22,60,19,5,22,8,3,9,5,8,10,5,3,12,81,92,176
UCL122037,3,17,23,18,3,26,27,0,23,22,0,22,5,0,5,7,0,7,75,20,91
UCL122038,0,37,37,35,11,47,19,0,19,13,0,15,6,0,6,0,0,0,73,53,128
UCL122039,4,37,44,51,13,59,17,0,17,13,0,13,13,0,11,15,3,11,112,55,164
UCL122040,0,24,24,33,6,38,13,0,15,7,0,7,7,0,10,0,0,0,59,40,98
UCL122041,3,23,26,47,12,59,28,3,38,18,0,18,6,0,6,0,0,0,112,38,145
UCL122042,0,15,18,29,5,28,19,0,21,7,0,11,5,4,5,8,0,8,75,20,91
UCL122043,0,42,42,49,3,50,14,0,14,13,0,13,8,0,8,4,0,5,88,50,139
UCL122044,0,15,19,15,4,19,5,0,5,0,0,0,3,0,3,0,0,0,34,19,46
UCL122045,5,47,46,36,0,38,23,0,23,11,0,8,3,0,0,0,0,0,69,46,120
UCL122046,5,71,77,98,25,122,19,6,24,6,7,10,3,0,10,4,0,4,142,107,248
UCL122047,0,48,48,49,11,60,13,0,14,16,0,19,5,0,5,5,0,5,87,61,147
UCL122048,3,73,72,54,23,75,15,9,19,16,4,17,3,4,7,7,0,7,99,108,204
UCL122049,0,63,63,54,9,67,11,0,9,8,0,4,0,0,0,8,0,8,82,76,157
UCL122050,0,54,54,30,0,29,6,0,3,7,0,7,0,0,3,0,0,0,45,59,107
UCL122051,0,42,42,35,4,41,14,5,15,12,0,13,4,0,8,7,0,7,69,53,125
UCL122052,7,26,34,41,20,61,17,5,19,12,0,11,6,0,9,0,0,0,81,51,132
UCL122053,0,79,79,41,5,49,12,4,10,3,0,8,4,0,4,0,0,0,72,86,153
UCL122054,0,43,40,50,22,72,20,11,26,14,11,29,6,3,13,6,0,6,101,88,192
UCL122055,0,59,65,68,8,80,17,0,20,13,0,18,14,0,14,0,0,4,122,70,192
UCL122056,4,13,19,46,0,46,15,0,15,17,0,17,12,6,9,5,0,5,92,22,115
UCL122057,0,20,22,31,5,36,17,0,17,21,0,21,9,0,9,0,0,0,72,24,95
UCL122058,3,68,72,78,18,94,22,0,22,19,3,19,11,0,11,6,0,6,139,89,225
UCL122059,0,57,57,45,13,57,32,3,36,22,0,23,10,0,11,6,0,5,113,74,187
UCL122060,3,39,39,49,13,62,24,3,26,13,0,15,9,0,9,3,0,8,105,60,164
UCL122061,0,26,26,13,11,20,9,3,7,3,3,13,3,0,10,0,0,0,35,45,74
UCL122062,0,35,35,39,8,48,17,6,18,15,4,19,4,0,5,5,0,3,80,52,132
UCL122063,3,36,37,39,9,44,16,0,16,19,0,19,6,0,6,0,0,0,88,42,132
UCL122064,0,56,61,28,17,47,14,0,14,15,0,16,3,0,6,10,7,7,72,85,159
UCL122065,0,63,64,69,42,110,18,0,23,8,5,11,5,0,5,3,0,4,102,106,208
UCL122066,0,23,24,51,7,53,18,0,18,26,0,26,8,0,8,6,0,6,108,28,136
UCL122067,0,57,59,68,8,72,30,3,31,16,0,16,3,0,3,5,3,4,126,70,196
UCL122068,0,33,38,23,11,33,6,0,6,7,0,5,5,0,5,0,0,6,35,53,87
UCL122069,5,50,51,45,12,58,14,0,18,15,5,15,3,0,5,4,0,4,87,76,160
UCL122070,0,42,42,47,0,41,21,0,21,26,0,26,20,0,20,4,0,4,117,43,161
UCL122071,0,35,34,48,0,51,20,0,23,16,0,17,12,0,12,3,0,3,105,41,145
UCL122072,3,64,64,31,4,34,8,0,12,15,5,10,9,0,6,0,0,0,61,76,136
UCL122073,0,59,59,46,22,61,14,0,14,15,0,15,4,0,4,0,0,0,71,78,157
UCL122074,3,58,62,44,16,50,13,5,15,7,0,13,0,0,0,0,0,0,67,75,141
UCL122075,0,13,14,29,4,30,14,0,14,16,0,17,7,0,7,7,0,7,70,22,93
UCL122076,3,21,26,23,0,25,7,0,8,14,0,14,4,0,4,5,0,5,63,27,84
UCL122077,6,45,45,46,9,49,19,0,19,9,4,13,11,6,11,6,5,8,88,57,143
UCL122078,0,56,64,45,8,55,14,5,17,3,0,3,5,0,3,0,0,0,65,72,139
UCL122079,3,14,16,47,6,52,16,0,16,15,0,15,6,0,6,0,0,0,88,23,112
UCL122080,0,20,20,50,0,53,20,4,22,34,0,34,17,0,17,7,0,7,127,24,148
UCL122081,0,32,35,44,3,45,16,3,20,8,0,10,4,0,5,0,0,0,66,40,112
UCL122082,0,78,78,33,19,49,0,0,3,5,0,3,0,0,0,0,0,0,44,98,146
UCL122083,0,17,16,38,3,36,17,0,17,18,0,18,5,0,5,4,0,4,87,14,103
UCL122084,0,11,14,23,6,31,6,0,9,13,0,13,5,0,7,5,0,3,49,19,70
UCL122085,0,53,53,30,16,45,8,0,8,8,0,8,11,5,11,4,0,4,57,69,128
UCL122086,0,77,76,47,18,63,25,9,32,5,3,8,5,0,5,4,0,4,85,103,190
UCL122087,0,21,21,31,8,43,5,3,9,11,0,5,4,0,4,0,0,0,52,33,90
UCL122088,0,25,25,15,12,25,14,0,12,7,3,8,3,0,3,10,0,10,54,40,91
UCL122089,3,47,46,52,15,63,18,4,20,24,0,24,11,0,17,0,0,0,119,67,176
UCL122090,3,39,34,81,9,91,35,3,40,11,0,11,6,0,8,8,0,8,141,54,190
UCL122091,0,55,55,34,14,44,18,0,18,16,7,20,5,0,5,0,0,0,80,65,149
UCL122092,0,16,16,53,6,60,14,4,17,21,0,23,4,0,4,9,0,9,108,22,130
UCL122093,5,78,83,45,12,57,15,3,20,12,0,15,5,0,7,0,0,0,80,102,182
UCL122094,0,45,47,54,24,77,14,0,21,16,0,18,10,0,8,0,0,0,92,70,167
UCL122095,0,29,30,27,3,31,14,0,14,12,0,12,3,0,7,4,0,3,63,34,95
UCL122096,4,37,42,43,6,52,6,5,14,5,6,5,4,0,7,5,0,5,67,52,121
UCL122097,3,37,35,35,5,37,5,0,7,7,0,12,3,0,3,0,0,0,54,45,102
UCL122098,0,128,128,36,38,73,19,9,24,11,9,21,3,0,9,3,0,3,72,186,258
UCL122099,0,58,61,20,5,32,9,0,9,13,0,13,0,0,0,3,0,3,56,62,114
UCL122100,0,53,50,97,18,115,25,3,30,16,0,21,0,0,4,5,0,5,142,75,224
UCL122101,5,27,37,48,4,55,18,3,25,24,0,28,10,0,9,0,0,0,106,43,146
UCL122102,5,54,55,39,25,65,17,3,14,6,3,7,4,0,4,5,0,4,65,81,148
UCL122103,0,39,35,27,11,39,9,0,13,3,0,9,0,0,3,0,0,0,46,43,94
UCL122104,0,3,4,42,4,45,25,0,27,28,0,28,20,0,20,6,0,6,119,6,129
UCL122105,0,19,21,30,7,35,16,0,16,26,0,26,10,0,10,3,0,3,87,28,112
UCL122106,0,45,45,39,23,57,10,4,16,8,0,8,10,3,8,0,0,0,62,72,137
UCL122107,3,43,38,45,4,49,35,0,34,16,0,16,3,0,3,4,0,4,102,40,142
UCL122108,0,39,40,41,19,61,10,9,19,0,0,0,3,0,3,0,0,0,51,71,123
UCL122109,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4
UCL122110,0,32,36,38,3,46,21,0,21,23,0,24,12,0,12,3,0,3,104,45,141
UCL122111,0,4,4,34,4,38,21,0,21,29,0,33,8,0,8,10,0,10,100,9,112
UCL122112,3,38,41,56,8,63,21,4,20,8,0,8,0,0,0,0,0,0,88,49,139
UCL122113,0,13,13,38,4,43,9,0,9,7,0,7,0,0,0,4,0,4,61,23,80
UCL122114,6,65,68,46,27,73,10,3,14,6,0,10,3,0,4,0,0,0,79,91,168
UCL122115,0,18,21,50,9,56,17,0,17,7,0,11,6,0,6,0,0,3,87,31,114
UCL122116,0,28,28,47,22,63,13,5,15,10,4,12,9,5,14,0,0,0,78,53,133
UCL122117,0,15,14,50,6,59,17,0,17,23,0,23,19,0,19,3,0,3,127,20,145
UCL122118,0,27,29,31,6,35,19,0,19,19,0,19,4,0,4,4,0,4,78,29,113
UCL122119,3,49,51,74,24,96,12,4,17,14,0,20,3,0,3,0,0,0,103,85,186
UCL122120,5,32,33,52,6,57,27,0,31,25,0,24,10,0,11,9,0,9,131,42,167
UCL122121,0,32,29,25,3,25,21,0,23,16,6,14,5,0,5,7,0,7,75,39,115
UCL122122,0,22,22,58,7,62,21,0,21,34,0,34,18,0,18,7,0,7,133,30,161
UCL122123,3,34,36,36,3,39,13,0,8,4,0,4,9,0,9,0,0,0,57,39,96
UCL122124,0,12,12,24,3,33,8,0,8,19,0,19,13,0,13,5,0,5,74,14,92
UCL122125,0,48,48,30,13,41,7,5,10,7,0,3,5,6,8,0,0,0,46,65,115
UCL122126,0,9,9,60,4,61,20,0,20,22,0,22,15,0,15,7,0,7,121,15,135
UCL122127,0,47,47,43,3,51,10,0,10,12,0,12,3,0,5,4,0,4,69,55,129
UCL122128,0,31,31,32,7,30,16,0,16,8,4,12,0,0,0,5,0,5,54,32,91
UCL122129,5,30,29,35,9,42,18,3,22,15,0,14,8,0,8,3,0,3,75,39,118
UCL122130,0,20,20,18,4,26,12,0,15,5,3,12,6,0,6,0,0,0,50,29,77
UCL122131,0,72,73,24,62,82,7,33,38,8,16,25,0,22,28,3,19,19,47,222,271
UCL122132,4,52,51,55,18,67,19,8,26,16,3,19,9,0,9,11,0,11,104,74,182
UCL122133,0,111,108,32,11,42,7,3,10,3,0,4,6,0,6,0,0,3,50,122,171
UCL122134,0,24,24,52,4,57,24,0,24,19,6,21,6,3,9,4,0,4,111,36,143
UCL122135,0,25,25,28,7,40,5,5,8,8,3,12,5,0,5,0,0,0,49,45,97
UCL122136,0,12,12,8,0,8,6,0,6,10,0,11,7,0,7,7,0,7,33,11,40
UCL122137,0,62,62,36,17,51,11,0,7,10,0,10,3,0,4,0,0,0,60,85,141
UCL122138,5,72,74,48,8,63,13,0,15,11,0,13,0,0,0,5,0,5,83,86,169
UCL122139,3,28,30,47,6,56,11,3,13,11,0,11,3,0,3,0,0,0,77,43,113
UCL122140,0,39,39,16,0,14,8,0,12,6,0,6,6,0,8,0,0,0,43,47,88
UCL122141,4,24,31,44,6,55,16,5,27,20,0,20,8,0,9,0,0,0,109,38,147
UCL122142,0,31,31,21,10,29,7,10,15,7,0,8,0,0,0,4,0,4,41,50,95
UCL122143,0,26,32,18,14,29,17,0,22,4,6,10,5,0,5,4,0,4,45,46,88
UCL122144,5,61,61,63,11,74,16,4,23,11,0,11,8,0,10,7,0,7,114,71,184
UCL122145,4,55,54,35,13,44,15,0,15,8,0,8,0,0,0,0,0,0,57,68,122
UCL122146,3,34,43,44,4,52,12,0,12,6,0,6,8,0,8,0,0,0,64,45,113
UCL122147,0,48,49,29,7,32,10,0,8,3,0,5,8,0,8,0,0,0,46,58,103
UCL122148,0,48,48,37,10,47,3,4,11,5,0,3,0,0,0,0,0,0,54,62,109
UCL122149,0,43,43,46,11,52,15,0,16,13,5,21,10,0,10,5,0,5,86,63,146
UCL122150,8,37,43,59,8,67,24,4,28,30,0,24,10,0,10,4,0,4,137,46,183
UCL122151,0,58,57,51,8,60,10,4,10,4,0,8,10,0,8,0,0,3,71,75,148
UCL122152,0,57,63,49,5,55,15,9,27,4,3,8,6,0,6,3,0,3,86,74,156
UCL122153,3,36,40,41,21,63,25,0,29,18,0,20,8,0,8,4,0,3,99,61,163
UCL122154,3,38,41,58,16,72,20,0,25,29,0,29,0,0,0,0,0,0,111,57,171
UCL122155,0,61,60,89,10,102,26,5,28,18,0,18,8,0,8,0,0,0,142,77,218
UCL122156,8,46,57,50,7,60,25,0,25,13,0,13,6,0,6,7,3,6,111,55,171
UCL122157,0,14,10,29,0,29,21,0,19,33,0,33,18,0,16,10,0,10,112,12,125
UCL122158,0,29,27,38,3,38,11,0,11,12,0,12,0,0,0,0,0,0,61,29,88
UCL131001,2932,41930,44869,68293,12978,81276,26712,3214,29926,26779,2461,29242,15119,1343,16461,9962,633,10598,149805,62566,212373
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL201001,18209,431908,450122,463810,79944,543751,262969,26879,289853,273549,15605,289156,105000,6546,111547,52258,3154,55413,1175801,564033,1739836
UCL203001,570,13397,13963,12693,2113,14810,5565,638,6199,5189,289,5485,2239,120,2361,831,70,905,27086,16628,43713
UCL203002,547,12161,12706,12096,1819,13908,5378,548,5924,4914,271,5196,2143,129,2273,1009,55,1067,26085,14992,41074
UCL203003,871,21292,22165,20641,3322,23964,10035,1242,11279,9326,689,10014,3583,273,3857,1482,135,1619,45942,26952,72894
UCL211001,215,4500,4717,4519,600,5115,2099,173,2269,1905,91,1994,810,52,861,378,19,399,9925,5432,15357
UCL211002,262,5265,5524,6221,1097,7320,4468,400,4870,4283,278,4559,2056,172,2233,1606,116,1722,18894,7337,26227
UCL212001,102,1961,2063,2415,236,2657,1298,74,1365,1327,45,1366,534,30,564,223,9,232,5896,2347,8244
