UCL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL422055,3,67,70,59,4,61,18,0,19,3,0,3,3,0,3,3,0,0,95,72,164
UCL422056,0,49,51,34,8,39,16,0,16,11,0,11,6,0,6,0,0,0,71,59,125
UCL422057,5,26,32,52,6,58,24,0,22,16,5,22,11,0,11,3,0,3,117,39,150
UCL422058,0,33,36,35,3,36,10,0,10,9,0,9,4,0,4,5,0,3,56,40,100
UCL422059,10,62,68,56,28,81,24,7,33,25,3,25,8,0,8,3,3,4,124,95,214
UCL422060,0,51,51,39,3,45,8,0,12,4,0,4,3,0,3,0,0,0,57,62,114
UCL422061,0,76,76,15,17,29,5,0,5,9,0,9,0,0,0,0,0,0,28,97,120
UCL422062,4,7,6,25,0,23,11,0,11,18,0,18,8,0,9,0,0,0,62,10,71
UCL422063,0,14,14,7,5,10,7,0,7,18,0,18,9,0,9,12,0,12,54,21,77
UCL431001,1034,12710,13738,19261,3482,22745,6870,656,7531,6890,527,7412,3503,237,3743,1662,115,1780,39222,17734,56953
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,17103,197730,214831,220888,31492,252384,118339,9548,127893,116451,4915,121361,44592,2047,46638,20774,996,21776,538147,246732,784879
UCL511001,736,7851,8583,8922,1219,10143,4070,295,4372,3819,155,3975,1574,65,1642,732,35,767,19856,9625,29481
UCL512001,236,3840,4078,3952,599,4553,1557,162,1715,1342,52,1399,559,33,589,328,21,347,7982,4696,12681
UCL512002,286,2964,3258,3621,530,4150,1407,97,1500,1299,59,1362,506,36,539,211,11,216,7333,3688,11031
UCL512003,373,3861,4227,3698,765,4464,1703,235,1942,1389,137,1521,627,82,704,379,51,429,8167,5121,13285
UCL512004,236,3315,3548,2707,790,3489,1507,221,1733,1411,136,1552,677,75,749,355,27,382,6890,4564,11451
UCL513001,159,1363,1524,1036,1490,2525,694,268,966,687,208,891,369,93,460,259,57,321,3201,3480,6679
UCL513002,111,1371,1484,1192,317,1511,496,73,564,425,54,476,185,25,215,88,13,106,2498,1856,4350
UCL513003,176,1494,1668,1181,619,1802,769,187,959,977,162,1142,459,84,533,222,42,265,3774,2595,6372
UCL513004,170,1904,2073,1159,593,1752,728,175,901,693,116,813,355,57,412,256,28,280,3367,2872,6239
UCL513005,119,745,864,1120,129,1247,667,42,713,585,26,613,290,17,306,148,0,150,2926,965,3889
UCL514001,70,1009,1079,884,131,1014,341,32,375,325,28,353,135,14,144,66,5,66,1813,1218,3032
UCL514002,89,556,641,838,180,1024,382,43,423,402,41,448,127,17,145,35,5,42,1880,838,2721
UCL514003,85,685,767,745,202,947,435,60,494,390,52,436,143,15,155,52,9,51,1833,1023,2854
UCL514004,65,869,945,773,144,922,302,43,341,256,39,296,124,15,143,90,12,102,1617,1130,2740
UCL515001,7,229,240,225,61,286,52,4,60,22,5,24,11,0,12,5,0,5,316,306,623
UCL515002,18,142,162,195,22,217,50,3,55,62,0,61,35,3,31,0,0,3,359,174,527
UCL515003,21,320,345,364,51,415,103,9,112,75,3,76,41,8,45,18,0,16,622,387,1009
UCL515004,26,142,172,209,27,234,129,7,135,120,9,127,50,0,53,30,0,30,568,182,752
UCL515005,36,214,252,298,59,351,148,7,152,101,5,106,58,0,61,22,3,27,654,284,942
UCL515006,43,620,660,418,524,947,172,50,225,159,55,214,58,29,87,49,16,63,889,1296,2184
UCL515007,20,108,129,187,38,224,126,15,136,148,16,167,38,4,50,13,0,17,539,183,718
UCL515008,12,86,96,103,50,149,67,15,80,73,0,80,44,4,50,20,4,21,317,157,477
UCL515009,43,496,539,377,106,487,111,29,143,96,14,113,46,14,54,18,5,20,697,657,1354
UCL515010,29,415,442,205,314,515,96,62,164,75,30,108,46,33,78,66,16,83,512,871,1384
UCL515011,27,303,328,381,40,423,124,11,134,121,8,125,50,0,55,32,8,35,725,374,1101
UCL515012,37,124,162,225,31,255,141,4,156,129,4,133,59,3,60,18,0,19,615,171,782
UCL515013,46,304,352,270,545,808,139,62,200,139,81,227,65,28,92,29,33,62,684,1052,1738
UCL515014,8,150,157,72,130,201,32,5,35,39,4,42,26,4,30,25,4,28,199,289,487
UCL515015,18,368,388,344,41,379,150,10,159,123,10,127,68,0,63,26,3,33,724,429,1161
UCL515016,26,228,260,248,77,325,66,17,77,58,10,69,18,0,18,5,0,8,433,333,763
UCL515017,10,229,238,185,300,487,54,26,83,39,26,61,15,9,19,5,4,16,310,594,905
UCL515018,17,206,222,180,48,232,83,22,103,75,15,93,24,7,35,16,0,18,407,299,705
UCL515019,22,416,442,413,86,499,170,24,198,135,14,155,63,13,72,71,10,81,870,571,1441
UCL515020,45,675,725,319,400,718,208,77,285,171,55,225,98,25,123,79,13,95,921,1246,2163
UCL515021,22,185,204,228,12,242,77,4,82,83,0,85,45,0,47,9,0,9,465,202,669
UCL515022,36,622,657,510,76,590,191,18,203,174,15,189,91,4,96,41,3,39,1046,730,1776
UCL515023,19,382,408,284,70,353,120,30,148,94,13,103,39,5,42,21,3,18,575,501,1067
UCL515024,15,237,253,169,50,225,73,15,84,59,15,73,28,0,27,10,8,19,358,326,685
UCL515025,18,251,269,221,48,267,99,8,109,61,13,72,38,6,45,20,4,22,455,329,782
UCL515026,23,114,139,241,25,271,124,11,137,126,0,126,76,7,76,34,0,34,623,162,786
UCL515027,36,609,645,425,103,529,178,30,207,126,19,147,70,10,83,35,0,32,863,779,1647
UCL515028,40,532,571,323,109,431,203,37,243,212,38,250,106,12,118,64,15,80,942,748,1687
UCL515029,20,132,152,96,26,124,37,7,47,44,10,53,23,4,26,10,0,11,232,178,411
UCL515030,32,400,430,473,50,530,185,27,208,174,10,185,70,10,78,52,3,53,986,499,1490
UCL515031,51,451,499,404,153,559,127,22,147,109,19,126,48,8,57,17,0,15,746,652,1401
UCL515032,13,71,80,160,13,169,72,8,79,82,4,90,41,0,43,32,0,32,405,93,497
UCL515033,32,234,267,179,60,238,110,25,138,163,25,191,92,11,109,45,15,58,620,370,993
UCL515034,41,319,360,323,41,364,151,6,160,125,0,129,65,6,73,28,8,41,745,382,1127
UCL515035,8,235,242,203,40,238,49,3,53,35,7,36,6,6,18,19,3,15,313,287,601
UCL515036,18,298,314,321,35,364,103,8,110,98,6,101,47,0,47,28,0,26,620,346,967
UCL515037,7,151,158,108,40,151,88,16,109,88,24,109,67,14,80,27,7,35,397,247,644
UCL515038,27,394,417,375,75,448,114,15,124,68,7,73,36,0,35,19,0,19,633,488,1120
UCL521001,0,43,47,66,7,70,25,0,32,24,0,30,14,0,14,4,0,4,137,57,194
UCL521002,10,59,68,111,14,126,36,4,35,43,4,46,13,3,15,11,0,11,218,84,303
UCL521003,8,174,183,135,27,161,41,4,39,21,5,23,9,3,13,4,0,8,216,210,427
UCL521004,0,27,27,27,6,35,20,0,21,26,0,26,19,0,24,29,0,29,126,37,159
UCL521005,18,134,153,132,18,145,62,12,75,52,4,55,24,5,26,10,0,10,292,169,463
UCL521006,12,76,88,130,15,140,49,0,48,44,0,41,26,3,26,5,0,5,255,98,349
UCL521007,3,89,91,90,21,106,24,3,23,14,9,23,0,0,0,6,0,6,134,118,259
UCL521008,0,86,91,61,12,75,23,7,23,17,7,23,7,0,9,7,0,7,114,111,224
UCL521009,0,90,98,65,22,89,17,0,17,18,0,15,14,4,12,7,0,7,122,115,236
UCL521010,11,84,96,107,15,125,39,3,46,36,0,36,13,4,15,6,0,6,217,108,328
UCL521011,12,33,44,57,4,61,29,0,29,55,0,51,16,0,16,5,0,5,177,36,213
UCL521012,5,100,108,90,15,109,22,0,28,20,0,20,0,0,0,5,0,5,150,117,271
UCL521013,10,70,79,94,14,102,54,11,65,53,3,55,25,6,26,4,0,4,242,95,338
UCL521014,12,133,142,95,35,131,33,6,41,20,12,27,9,7,12,5,0,5,175,189,360
UCL521015,8,121,128,103,9,116,20,6,29,16,4,15,5,0,6,3,0,3,156,138,298
UCL521016,10,109,117,73,16,84,28,4,39,28,6,30,16,0,16,8,0,11,157,133,290
UCL521017,3,62,67,70,15,86,33,5,41,31,5,37,17,0,19,12,0,13,164,98,263
UCL521018,5,49,54,73,8,81,28,0,34,33,0,33,6,0,6,5,0,5,155,61,214
UCL521019,10,171,183,94,409,504,23,38,59,21,31,51,3,8,14,3,4,12,161,652,820
UCL521020,4,52,65,111,11,124,47,0,50,28,0,28,12,0,12,13,0,13,218,67,284
UCL521021,13,65,81,104,25,124,42,3,45,52,4,56,17,0,19,14,0,14,237,97,332
UCL521022,14,70,85,66,31,97,38,8,42,43,5,47,12,0,15,0,0,0,168,115,284
UCL521023,0,71,71,68,8,71,20,5,25,31,4,32,10,0,7,13,0,13,134,89,220
UCL521024,4,205,210,85,84,169,70,12,83,52,5,64,22,3,26,61,6,66,297,311,615
UCL521025,17,157,174,102,20,128,35,0,37,31,6,32,12,0,17,4,0,4,199,182,379
UCL521026,3,56,60,100,14,113,47,3,51,39,0,42,15,5,14,13,0,15,225,68,297
UCL521027,3,131,135,66,40,110,25,6,30,26,17,44,12,0,15,5,0,3,139,199,333
UCL521028,3,139,138,115,17,134,34,4,38,29,5,33,10,0,10,10,3,9,189,170,362
UCL521029,4,154,160,101,22,123,41,3,37,38,5,37,9,0,12,13,0,13,207,188,393
UCL521030,9,147,160,107,46,149,16,3,24,14,3,20,8,0,8,0,4,9,158,205,365
UCL521031,8,136,144,46,57,100,22,5,25,12,0,11,10,0,10,14,3,17,100,206,308
UCL521032,9,101,106,50,23,72,33,8,43,17,5,24,9,5,12,21,0,19,133,146,276
UCL521033,4,125,129,44,72,113,8,12,18,7,12,23,5,10,13,3,10,10,70,239,306
UCL521034,4,53,56,93,11,98,53,0,56,38,5,46,14,0,14,11,0,11,216,65,281
UCL521035,0,82,83,84,25,110,20,8,26,14,3,17,3,0,4,5,0,4,136,110,250
UCL521036,7,144,156,67,27,97,20,0,21,14,0,14,6,3,11,4,0,4,114,182,297
UCL521037,9,121,124,113,16,133,63,4,67,50,3,49,16,0,20,11,0,11,263,145,406
UCL521038,6,133,141,106,33,136,31,3,36,15,9,23,15,0,15,11,0,9,180,180,365
UCL521039,13,80,87,108,25,128,44,7,49,40,0,40,16,0,16,5,0,5,227,108,332
UCL521040,4,120,121,87,192,280,41,19,54,33,13,47,23,4,25,3,4,8,193,351,540
UCL521041,0,20,23,6,5,11,9,0,10,10,0,10,4,0,4,4,0,4,36,27,65
UCL521042,10,94,100,77,30,105,32,0,27,23,4,29,7,0,13,0,0,3,141,131,276
UCL521043,11,44,60,82,8,95,12,0,20,23,0,29,10,0,9,3,0,3,149,58,208
UCL521044,10,141,148,112,19,130,21,0,26,27,0,25,9,0,9,9,0,9,188,161,344
UCL521045,7,104,111,80,30,105,18,6,24,9,4,12,5,0,5,5,4,11,122,148,271
UCL521046,6,45,54,55,21,78,17,4,25,29,3,34,24,0,28,19,0,19,152,77,231
UCL521047,3,131,131,74,19,87,14,0,15,16,5,19,10,0,8,4,0,4,122,150,274
UCL521048,12,175,188,149,25,169,36,6,45,30,3,32,9,0,13,4,0,4,245,215,458
UCL521049,0,56,55,20,7,26,15,0,21,14,0,15,18,0,18,28,0,28,99,63,161
UCL521050,7,131,134,97,27,123,24,4,30,29,3,30,13,0,15,6,0,6,172,155,333
UCL521051,5,111,115,108,20,124,48,0,53,33,3,39,20,6,23,14,0,14,223,129,360
UCL521052,3,103,108,56,59,109,30,8,39,28,6,26,18,6,20,20,0,20,148,180,325
UCL522001,0,29,29,10,3,15,12,5,17,10,0,10,11,0,11,32,0,32,81,36,118
UCL522002,3,58,56,53,11,58,9,0,11,5,0,5,4,0,4,0,0,0,76,68,142
UCL522003,0,27,29,20,3,24,16,0,15,12,0,12,16,0,16,13,0,13,73,35,105
UCL522004,0,15,15,10,0,9,11,0,10,15,0,15,12,0,17,12,0,12,61,16,81
UCL522005,0,36,36,13,7,14,13,0,11,19,0,19,16,0,15,8,0,8,65,42,112
UCL522006,6,21,27,51,4,47,22,0,23,28,0,28,17,0,17,7,0,7,128,24,146
UCL522007,0,50,51,36,12,45,5,0,9,3,0,3,0,0,6,0,0,0,47,66,109
UCL522008,3,30,31,40,8,40,9,0,7,11,0,10,6,0,8,0,0,0,58,40,98
UCL522009,5,31,34,40,8,43,16,0,24,13,3,19,10,0,10,3,0,3,97,36,134
UCL522010,0,21,21,32,4,33,16,0,16,29,0,29,10,0,10,3,0,3,90,18,108
UCL522011,0,74,74,46,8,57,9,5,16,14,0,14,3,0,3,0,0,4,73,93,162
UCL522012,6,78,76,73,47,116,13,0,22,13,0,13,11,0,11,0,0,0,118,126,245
UCL522013,6,33,32,56,9,64,26,0,30,24,0,24,9,0,9,5,0,5,123,40,160
UCL522014,4,10,14,28,0,26,14,0,14,8,0,8,6,0,6,7,0,7,64,15,77
UCL522015,0,62,62,15,227,243,0,27,28,3,32,31,4,7,14,0,10,10,27,363,383
UCL522016,0,54,50,38,8,49,14,0,15,9,0,8,5,0,6,3,3,6,72,63,131
UCL522017,10,40,46,66,6,69,23,0,23,13,0,16,3,3,5,9,0,9,111,52,166
UCL522018,0,88,88,18,31,44,0,4,4,0,0,0,0,5,5,0,3,3,19,123,147
UCL522019,3,38,38,26,8,34,0,0,0,0,0,0,7,9,10,0,3,0,38,55,96
UCL522020,0,21,23,21,10,31,13,0,16,15,4,15,6,0,6,5,0,4,54,37,94
UCL522021,0,81,80,52,10,58,15,0,18,8,0,8,9,0,9,3,0,3,89,89,174
UCL522022,3,45,51,32,7,38,6,3,13,7,5,14,0,0,0,3,0,3,53,61,114
UCL522023,3,55,53,46,16,61,16,4,21,10,0,10,7,0,7,3,0,5,83,72,155
UCL522024,3,36,42,65,3,65,7,0,7,7,0,7,0,0,0,0,0,0,83,40,126
UCL522025,5,100,108,59,24,86,16,4,18,15,0,22,6,0,6,0,0,0,104,128,230
UCL522026,9,51,59,77,19,90,10,0,10,4,0,4,0,0,0,0,0,0,91,73,168
UCL522027,3,74,75,47,8,56,16,0,13,12,0,13,8,0,6,3,0,3,89,83,170
UCL522028,3,29,29,26,12,37,0,3,3,0,0,0,4,0,4,3,0,3,39,40,73
UCL522029,0,34,34,36,0,38,21,0,24,20,0,20,9,0,9,9,0,13,99,38,140
UCL522030,0,54,52,29,5,32,9,3,10,14,0,13,5,3,9,0,3,5,62,69,129
UCL522031,0,17,17,3,0,3,11,0,6,11,0,11,12,5,16,14,0,14,48,19,68
UCL522032,0,30,30,10,11,22,10,4,15,7,0,7,8,0,8,27,0,27,68,40,110
UCL522033,9,92,99,67,12,79,23,0,28,11,0,10,0,0,0,4,0,4,107,109,215
UCL522034,0,12,12,3,0,3,0,0,0,3,0,3,3,0,3,15,0,15,28,12,43
UCL522035,9,55,57,23,12,35,11,0,11,9,0,9,4,0,5,0,0,0,55,62,119
UCL522036,5,51,56,32,0,39,11,0,11,7,0,11,4,0,4,0,0,0,52,58,107
UCL522037,3,45,47,35,6,46,8,3,8,14,0,17,3,0,3,0,0,0,67,59,126
UCL522038,3,78,83,49,10,64,17,0,17,29,0,29,11,0,11,0,0,0,115,91,204
UCL522039,6,78,85,31,11,43,11,0,18,12,0,12,0,0,4,6,0,6,78,101,173
UCL522040,12,36,44,48,6,51,3,3,9,0,0,0,0,0,0,0,0,0,63,52,116
UCL522041,7,56,60,42,13,57,10,0,15,13,3,19,0,0,0,8,0,7,75,78,155
UCL522042,6,39,41,38,20,58,7,0,13,17,10,29,7,3,10,4,0,5,81,68,153
UCL522043,0,16,18,21,0,23,12,0,12,19,0,19,10,0,10,23,0,27,85,16,99
UCL522044,0,49,56,14,54,64,0,3,3,0,0,0,0,0,0,4,0,4,23,103,130
UCL522045,0,15,15,10,0,11,6,0,6,14,0,14,8,0,8,8,0,12,48,14,56
UCL522046,0,59,59,34,42,76,10,5,20,8,0,8,4,0,7,0,0,5,62,105,167
UCL522047,7,74,84,37,33,78,15,3,15,9,3,9,7,3,9,4,4,8,80,126,203
UCL522048,3,54,61,37,15,58,6,4,13,8,0,13,5,0,5,3,0,3,72,81,151
UCL522049,4,78,78,26,40,63,8,5,10,13,5,17,4,4,11,0,0,5,52,135,187
UCL522050,6,60,66,56,21,78,28,3,27,14,3,18,4,0,4,0,0,3,100,87,188
UCL522051,3,15,17,37,3,42,22,0,18,4,0,4,6,0,6,4,0,4,73,21,94
UCL522052,0,23,23,6,11,14,3,0,5,0,0,0,0,0,0,7,0,13,22,32,56
UCL522053,0,11,11,4,7,6,10,0,15,4,0,4,6,0,6,9,0,9,36,16,54
UCL522054,0,54,53,23,13,36,8,6,12,9,0,9,0,0,0,0,0,0,44,75,113
UCL522055,0,51,47,30,145,181,8,3,13,12,3,15,3,0,7,0,0,0,60,204,263
UCL522056,3,54,57,38,14,50,24,0,27,13,0,14,5,0,5,6,0,6,87,65,148
UCL522057,0,81,84,19,52,72,0,11,11,3,12,12,0,0,3,0,0,0,24,159,184
UCL522058,0,39,45,28,10,40,9,0,10,7,0,7,4,0,4,9,0,9,61,54,117
UCL522059,0,55,55,42,17,59,11,5,16,7,0,12,3,0,5,5,3,6,75,81,158
UCL522060,0,17,21,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,12,17,25
UCL522061,8,88,94,61,20,83,4,0,6,7,3,6,3,5,3,0,0,0,81,112,196
UCL522062,0,10,10,12,0,11,11,0,12,11,0,11,11,0,11,10,0,10,47,12,59
UCL522063,0,17,17,4,8,13,4,0,0,8,0,8,3,0,3,13,0,13,30,22,53
UCL522064,0,40,40,6,11,16,12,0,15,3,0,3,11,0,11,38,0,38,70,57,125
UCL522065,0,41,42,31,18,51,5,3,9,4,0,4,5,4,7,0,0,0,54,58,113
UCL522066,4,63,69,41,21,58,11,0,16,13,4,21,16,0,14,9,0,9,94,89,180
UCL522067,0,39,39,14,4,24,0,3,10,0,0,0,6,0,5,6,0,7,26,54,85
UCL522068,8,35,41,51,3,51,26,3,30,23,0,27,7,0,9,3,0,3,118,45,167
UCL522069,4,85,84,34,19,53,14,3,18,6,0,6,0,0,0,0,0,0,60,102,166
UCL522070,3,32,41,53,9,61,14,0,15,18,0,12,8,0,8,7,0,7,97,45,141
UCL522071,0,16,16,16,4,22,10,0,10,6,0,6,15,0,15,33,0,33,78,19,95
UCL531001,1570,13280,14848,18760,7110,25871,7082,969,8052,6619,896,7507,3380,448,3822,1996,191,2187,39395,22891,62293
UCL579997,0,8,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
UCL603001,1260,22550,23809,23124,3576,26700,11223,1380,12601,9596,711,10303,3849,320,4167,1872,156,2026,50921,28690,79611
UCL611001,529,10439,10966,9829,1586,11419,4456,454,4910,3777,228,4011,1492,105,1592,716,45,765,20807,12860,33667
UCL612001,164,2977,3137,2654,386,3037,1117,72,1189,881,45,926,356,27,382,179,12,192,5343,3520,8860
UCL612002,165,3427,3593,3314,478,3787,1397,85,1476,1057,49,1111,414,20,431,223,8,237,6563,4066,10631
UCL613001,111,1777,1882,1869,237,2108,663,57,717,515,15,529,221,19,236,97,3,105,3465,2108,5573
UCL614001,48,561,610,666,107,766,308,36,345,254,10,271,92,6,104,47,3,49,1419,723,2140
UCL614002,50,762,812,776,93,869,340,37,369,276,13,290,126,14,142,69,0,66,1632,926,2561
UCL614003,46,882,928,825,78,909,236,14,245,239,3,246,78,3,84,38,5,40,1456,992,2454
UCL615001,11,182,193,141,38,177,55,4,59,37,3,44,17,0,16,18,0,18,280,229,511
UCL615002,8,212,215,238,29,266,59,3,66,37,0,41,16,0,16,7,0,10,364,245,610
UCL615003,8,232,243,218,50,266,41,13,54,46,7,53,23,6,26,4,4,9,337,309,648
UCL615004,0,167,162,134,11,144,57,3,56,38,0,38,25,3,26,14,0,17,269,185,454
UCL615005,14,403,414,350,53,402,151,10,162,103,4,114,42,0,41,17,0,19,679,478,1160
UCL615006,9,133,141,190,13,205,54,6,56,42,0,44,18,0,18,4,0,4,316,153,469
UCL615007,11,122,138,179,16,194,47,8,55,52,0,54,25,0,26,7,0,11,316,152,465
UCL615008,21,658,677,641,61,706,214,17,230,164,7,179,90,11,100,58,0,54,1187,759,1944
UCL615009,21,242,265,300,39,345,136,7,139,135,0,139,44,0,46,24,3,24,666,298,960
UCL615010,18,257,272,267,38,307,108,12,123,95,16,105,36,5,40,19,3,24,547,322,866
UCL615011,29,571,602,651,83,735,238,15,253,198,4,207,75,6,80,32,0,32,1231,674,1906
UCL615012,21,337,359,532,40,573,251,9,264,253,12,265,84,0,82,38,0,38,1185,405,1588
UCL615013,20,489,511,540,72,615,230,21,249,134,5,141,68,7,68,26,3,28,1019,597,1614
UCL615014,11,194,206,281,26,308,149,3,148,158,5,164,85,0,85,28,0,29,714,227,942
UCL615015,23,345,373,455,53,512,212,19,235,171,6,180,66,3,65,29,3,27,960,434,1390
UCL615016,32,469,496,489,43,531,168,8,181,130,11,137,66,4,63,32,0,36,908,529,1439
UCL615017,27,342,368,453,37,492,186,7,192,185,0,185,59,0,59,28,0,28,938,387,1326
UCL615018,30,505,542,686,69,754,160,17,179,130,0,134,52,0,52,30,0,28,1084,599,1687
UCL615019,8,258,263,195,44,234,53,9,61,29,9,37,13,4,21,3,5,5,310,319,631
UCL615020,18,384,394,241,44,282,77,12,85,67,4,75,21,0,21,14,0,15,440,443,879
UCL615021,11,304,311,278,35,314,110,7,114,65,3,75,36,4,40,17,0,14,521,351,871
UCL615022,9,181,195,182,27,218,55,3,55,47,4,51,9,0,13,7,6,7,318,220,538
UCL615023,22,470,497,447,74,520,148,12,163,104,12,119,69,7,78,40,3,35,833,583,1413
UCL615024,6,147,150,185,33,223,100,4,105,97,7,109,58,0,61,27,0,27,477,192,668
UCL615025,18,401,418,421,46,466,203,16,214,163,7,168,46,3,52,15,0,19,868,471,1342
UCL615026,11,341,353,265,56,317,66,11,77,38,5,39,15,0,16,8,0,8,399,409,811
UCL615027,11,203,216,290,32,327,89,7,97,52,0,52,31,0,31,15,0,15,492,246,740
UCL621001,0,28,28,58,6,62,38,0,37,27,0,27,13,0,13,6,0,6,138,40,180
UCL621002,9,123,135,139,34,171,47,0,43,29,5,33,3,0,6,3,0,3,231,167,396
UCL621003,5,45,49,62,3,68,35,3,40,37,4,36,14,5,21,3,0,3,159,68,226
UCL621004,9,142,157,134,18,158,31,5,37,30,0,30,13,0,8,5,0,5,223,170,397
UCL621005,5,55,55,65,0,69,29,0,29,29,0,28,13,0,13,8,0,8,140,57,197
UCL621006,8,24,33,51,10,60,35,0,35,52,0,59,17,0,17,4,0,4,170,34,203
UCL621007,0,42,41,68,3,71,24,0,31,36,0,38,10,0,16,4,0,4,154,50,202
UCL621008,10,76,82,82,5,89,42,0,45,40,0,43,10,0,10,7,0,7,186,83,269
UCL621009,12,125,134,91,14,110,35,5,34,23,0,25,4,0,4,0,0,0,163,147,306
UCL621010,4,80,90,86,13,104,28,5,33,17,0,17,9,0,9,0,0,0,140,100,243
UCL621011,4,49,54,50,10,64,40,0,42,39,0,39,18,0,18,7,0,7,155,61,221
UCL621012,9,56,62,105,17,120,40,5,42,47,0,46,12,0,12,7,0,7,216,73,286
UCL621013,4,105,107,94,8,99,31,0,31,21,0,25,16,0,16,12,0,15,169,122,295
UCL621014,0,79,81,81,15,91,29,3,31,31,3,36,10,0,14,9,0,10,161,102,263
UCL621015,5,67,66,144,17,166,49,6,51,63,0,62,22,0,22,15,0,11,293,91,385
UCL621016,3,35,40,83,5,87,40,0,40,54,0,49,20,0,20,9,0,9,213,38,254
UCL621017,8,111,117,79,18,96,16,4,24,10,0,11,4,0,4,0,0,0,115,136,254
UCL621018,6,101,104,92,13,103,35,0,35,18,0,14,3,0,3,3,0,3,152,118,267
UCL621019,9,111,120,125,30,156,22,0,21,16,0,16,6,0,6,0,0,0,174,146,315
UCL621020,3,93,101,123,22,146,48,6,60,32,0,37,19,0,19,9,3,10,240,125,371
UCL621021,9,82,91,122,13,136,47,0,47,68,3,69,22,0,20,25,0,23,287,104,389
UCL621022,4,104,107,166,10,178,39,3,40,46,0,44,11,0,16,11,0,10,276,119,395
UCL621023,8,223,236,94,33,129,29,13,39,17,3,21,9,0,9,0,0,0,167,272,435
UCL621024,3,100,103,104,23,126,29,0,30,23,0,25,9,0,9,3,0,3,171,127,298
UCL621025,13,69,84,107,16,120,32,0,37,35,4,40,9,0,9,8,0,8,198,93,295
UCL621026,5,77,81,81,21,97,25,0,25,21,6,20,7,0,7,0,0,0,143,96,238
UCL621027,3,121,125,140,25,167,39,0,37,11,5,18,9,0,9,7,0,7,207,151,360
UCL621028,3,137,145,73,24,102,40,3,39,20,10,30,8,0,8,4,0,4,155,174,321
UCL621029,3,56,60,104,3,101,31,3,34,32,0,41,10,0,12,5,0,5,190,64,255
UCL621030,11,111,120,148,19,170,19,0,17,12,0,12,7,0,9,0,0,0,199,141,336
UCL621031,3,104,110,110,16,127,41,0,41,31,0,33,10,0,14,3,0,3,204,121,327
UCL621032,16,158,167,94,28,120,26,4,30,21,5,27,13,0,13,5,0,5,170,195,362
UCL622001,7,43,51,57,23,77,14,8,15,6,0,6,3,0,3,0,0,0,83,72,151
UCL622002,3,63,63,57,9,65,20,0,20,15,0,14,8,0,8,4,0,4,107,75,180
UCL622003,0,28,31,54,10,64,20,3,23,18,0,20,14,0,14,9,0,9,108,38,150
UCL622004,0,12,12,18,0,20,9,0,9,5,0,5,6,0,6,7,0,7,50,12,62
UCL622005,3,35,35,44,7,52,16,0,20,13,0,13,8,0,8,0,0,0,88,43,131
UCL622006,3,42,45,43,7,44,14,0,10,15,0,11,0,0,0,10,0,10,80,45,125
UCL622007,6,67,70,76,11,91,22,0,22,6,0,15,5,0,5,0,0,0,113,79,197
UCL622008,5,66,69,48,4,59,20,0,20,13,0,13,0,0,3,5,0,5,95,74,165
UCL622009,4,37,42,59,12,72,24,0,27,20,0,20,3,0,5,0,0,0,113,47,162
UCL622010,0,38,38,31,7,41,21,0,21,15,0,15,8,5,11,0,0,0,77,47,118
UCL622011,4,17,27,41,0,45,9,0,9,20,0,20,4,0,4,3,0,3,84,23,107
UCL622012,4,38,44,56,6,62,17,0,19,14,0,17,4,0,4,0,0,0,98,52,152
UCL622013,0,28,31,88,7,97,26,0,32,25,0,27,3,0,3,0,0,0,150,38,192
UCL622014,0,35,40,49,4,60,17,4,24,19,0,19,11,0,11,4,0,4,110,43,149
UCL622015,8,40,47,71,7,77,9,3,16,23,0,23,4,0,4,3,0,3,121,46,176
UCL622016,0,45,45,35,8,41,19,4,25,12,0,12,5,0,3,5,0,5,74,58,125
UCL622017,3,29,28,29,4,38,10,0,12,13,0,11,0,0,0,0,0,0,59,29,91
UCL622018,3,78,81,45,16,63,12,0,12,7,0,10,3,0,7,4,0,4,77,97,174
UCL622019,0,64,67,70,7,75,19,0,19,15,0,15,3,0,3,0,0,0,107,70,182
