UCL_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL621010,7,5,4,4,0,0,31,0,0,0,0,4,0,0,0,0,0,7,7,5,4,9,3,0,39,0,3,9,11,7,6,0,0,28,4,10,12,16,20,12,12,0,77,0,0,0,0,0,0,0,0,10,0,0,0,5,0,3,0,0,9,4,9,12,22,20,14,8,0,92,0,0,0,0,0,6,5,0,9,0,9,6,3,16,8,11,3,50,11,36,34,42,57,45,23,3,251
UCL621011,0,0,0,0,0,0,11,0,4,0,3,0,0,0,0,16,0,10,13,6,7,10,0,0,36,0,10,16,7,0,7,0,0,49,8,24,33,14,11,12,0,0,109,0,0,0,0,0,4,0,0,4,0,5,0,0,0,3,0,0,6,8,26,36,18,14,16,0,0,120,0,0,0,0,0,0,0,0,4,0,3,6,0,4,5,0,0,16,11,57,75,38,28,34,10,0,258
UCL621012,29,32,20,20,6,3,123,0,0,9,12,3,3,0,0,27,7,24,34,59,29,29,10,0,188,3,4,6,12,9,6,0,0,46,10,10,5,12,14,8,3,0,52,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,13,10,11,8,13,15,16,10,0,74,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,18,46,91,130,75,80,30,0,469
UCL621013,0,3,5,0,5,0,15,0,3,0,0,0,0,0,0,0,0,11,10,3,6,3,5,0,33,0,4,3,8,15,5,5,0,30,7,20,25,18,18,15,5,0,103,3,0,3,0,5,0,0,0,16,0,0,0,0,0,4,0,0,8,14,24,28,21,20,21,5,0,128,0,0,0,0,0,0,0,0,4,3,8,8,10,9,11,10,0,60,14,48,48,43,52,39,27,0,274
UCL621014,0,0,0,0,0,0,6,0,5,3,0,4,0,0,0,7,0,7,11,11,19,8,0,0,59,0,0,7,9,12,4,4,0,37,9,18,20,14,28,15,5,0,108,0,0,0,3,3,4,0,0,17,0,0,0,0,4,0,0,0,15,13,22,25,25,29,16,5,4,134,0,0,0,0,0,0,0,0,0,11,5,11,4,11,3,0,0,52,28,34,54,49,73,42,12,7,306
UCL621015,0,10,10,6,8,0,41,0,0,8,7,7,6,6,0,29,5,13,30,25,23,30,14,0,137,0,3,11,21,19,16,14,5,86,6,19,28,39,20,19,25,0,165,3,0,0,5,3,0,0,0,15,0,4,0,3,5,8,0,0,24,14,25,29,39,32,34,26,3,205,0,0,0,3,0,0,0,0,9,6,3,4,11,8,17,12,3,66,22,51,92,117,90,113,83,15,575
UCL621016,10,17,10,11,3,0,56,0,3,6,10,7,3,0,0,24,4,23,23,28,28,22,8,0,139,4,3,11,16,12,10,4,4,58,5,21,15,25,30,11,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,11,21,20,27,32,8,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,11,14,57,68,102,94,53,23,4,412
UCL621017,0,0,6,9,0,0,14,0,0,0,0,0,0,0,0,4,0,12,12,4,13,18,11,0,74,0,0,0,0,8,17,12,5,44,7,13,10,18,21,21,7,0,96,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,5,0,12,8,13,9,18,21,26,16,6,116,0,0,0,0,0,0,0,0,0,4,6,0,4,6,11,11,3,53,12,34,25,31,55,81,48,15,304
UCL621018,0,0,0,7,3,0,8,0,0,0,3,3,0,0,0,11,0,5,3,8,5,9,3,0,38,0,0,0,0,16,7,8,0,33,6,3,6,13,16,17,3,5,71,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,10,11,6,11,15,17,3,5,82,0,0,0,0,0,0,0,0,5,8,7,0,5,10,14,7,4,50,13,22,10,33,53,56,23,7,221
UCL621019,0,0,11,4,0,0,24,0,0,0,3,0,3,0,0,7,7,11,9,4,21,14,7,0,74,0,0,5,6,15,18,10,3,61,3,6,19,22,24,16,11,0,109,0,0,0,0,3,0,0,0,5,0,0,0,0,5,5,0,0,17,3,5,20,25,32,20,13,0,128,0,0,0,0,3,0,0,0,6,0,3,0,0,13,14,11,6,51,3,35,38,43,94,79,41,7,345
UCL621020,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,8,6,4,4,5,5,4,0,0,27,0,5,6,7,11,9,0,0,41,18,34,23,22,28,14,7,0,149,0,4,4,3,0,0,0,0,11,0,0,6,3,5,4,0,0,18,14,39,28,29,31,22,7,0,172,0,0,0,0,0,0,0,0,4,22,6,6,7,15,10,13,4,82,37,52,48,54,74,46,22,3,338
UCL621021,12,5,4,3,3,0,36,0,0,3,6,3,0,0,0,19,0,20,24,20,8,13,0,0,77,0,10,6,8,10,10,4,0,55,7,69,52,29,27,12,4,0,202,4,0,3,0,0,0,0,0,10,0,4,0,0,8,0,0,0,15,12,74,54,34,28,14,6,0,233,0,0,0,0,0,0,0,0,8,5,10,9,9,12,7,6,0,58,25,122,112,78,70,54,23,0,484
UCL621022,6,7,8,7,6,0,39,0,3,4,3,3,0,0,0,13,10,13,17,25,20,29,17,0,127,0,8,15,13,20,15,11,0,88,5,20,23,20,29,22,9,0,132,0,5,0,0,0,5,0,0,10,0,0,4,4,5,4,3,0,19,5,21,26,25,39,30,10,0,160,0,0,0,0,4,0,0,0,9,12,8,14,13,12,9,11,7,87,30,50,79,85,107,97,58,19,518
UCL621023,5,3,0,5,0,0,13,0,0,0,0,0,0,0,0,6,4,15,17,10,9,4,0,0,57,0,9,5,11,17,0,4,0,40,3,22,30,30,41,20,6,0,149,4,4,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,8,10,26,30,33,44,22,5,0,171,0,0,0,0,0,0,0,0,0,9,16,11,27,31,23,8,3,125,24,71,70,83,98,53,20,3,409
UCL621024,4,0,5,4,0,0,14,0,0,0,0,0,0,0,0,4,0,13,14,0,10,9,3,0,52,0,4,8,9,7,12,0,0,43,6,13,34,30,29,24,4,0,130,0,0,0,4,0,0,0,0,8,0,0,0,0,4,5,0,0,12,5,17,33,32,32,32,4,0,154,0,0,0,0,0,0,0,0,0,0,10,9,12,21,19,11,3,93,11,44,65,61,80,70,24,6,357
UCL621025,4,5,11,10,0,0,35,0,3,0,6,0,0,0,0,16,4,14,12,13,14,20,5,0,73,0,5,9,9,7,18,8,3,60,5,18,22,26,21,21,4,0,125,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,6,0,11,8,20,21,24,25,23,10,0,140,0,0,0,0,0,0,4,0,5,8,4,3,12,0,5,3,0,38,21,47,59,70,58,67,30,9,362
UCL621026,0,0,6,0,3,0,8,0,0,5,3,0,5,0,0,12,0,8,13,10,16,6,6,0,55,0,0,0,5,12,5,0,0,27,3,14,24,10,22,14,5,0,90,3,0,0,0,6,0,0,0,19,0,3,0,0,4,6,0,0,11,10,20,24,19,31,13,5,0,111,0,0,0,0,0,0,0,0,3,3,3,6,4,7,12,9,0,44,11,38,49,40,71,39,17,0,263
UCL621027,3,0,3,11,3,0,20,0,0,0,4,4,0,0,0,6,0,5,12,9,8,19,7,6,63,0,0,6,6,9,15,3,0,45,3,17,15,11,37,29,17,0,138,0,0,0,3,0,0,0,0,8,0,3,0,4,5,10,0,0,18,11,22,15,16,43,41,15,0,169,0,0,0,0,0,0,0,0,3,3,3,0,3,10,19,18,3,53,10,29,42,37,83,102,53,9,358
UCL621028,11,0,4,5,0,0,29,0,0,0,0,0,0,0,0,9,0,24,4,13,8,12,0,0,61,0,7,6,11,14,7,4,0,46,6,33,21,26,24,21,6,6,143,4,0,4,3,5,0,0,0,13,0,0,0,5,3,0,0,0,13,10,36,21,34,33,22,11,8,170,0,0,0,0,0,0,0,0,0,16,20,14,18,9,9,9,4,93,32,98,62,67,73,49,22,7,414
UCL621029,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,5,4,22,10,17,12,6,0,0,75,0,6,3,11,7,3,0,0,35,9,22,18,25,26,10,4,0,115,3,0,5,0,0,0,0,0,12,0,0,4,0,4,0,0,0,12,16,26,22,25,34,11,4,0,144,0,0,0,0,0,0,0,0,5,0,6,4,8,10,5,4,0,35,19,63,48,57,67,42,14,0,308
UCL621030,3,0,6,3,4,0,18,0,0,0,0,7,4,0,0,17,0,8,15,4,9,11,6,5,59,0,4,5,4,13,25,5,10,64,0,12,8,24,31,26,11,7,118,0,0,0,0,0,3,0,0,9,0,4,0,0,0,0,0,0,10,5,11,9,20,30,30,16,7,132,0,0,0,0,3,0,0,0,3,9,4,0,7,13,3,13,9,53,7,33,37,36,80,79,43,29,348
UCL621031,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,4,0,5,4,4,6,11,0,0,22,0,3,3,6,4,3,0,0,27,9,30,17,27,20,15,3,6,124,0,0,0,3,5,0,0,0,17,0,0,7,0,0,0,0,0,10,9,29,20,25,25,21,7,5,145,0,0,0,3,0,5,0,0,3,9,3,3,3,6,6,12,0,50,16,45,32,43,44,46,18,8,263
UCL621032,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,8,5,6,5,5,0,31,0,6,3,8,10,0,0,0,33,6,20,27,33,36,16,3,4,142,3,7,3,0,0,0,0,0,9,0,3,3,3,4,8,0,0,14,7,30,32,34,38,23,3,4,167,0,0,0,0,0,0,0,0,0,4,7,14,14,22,20,0,0,77,11,42,66,65,79,54,10,4,320
UCL622001,8,4,4,4,0,0,15,0,0,0,0,0,0,0,0,0,0,9,8,7,12,12,3,0,49,0,0,4,3,4,15,4,0,33,4,3,11,0,11,11,5,0,51,0,0,0,0,6,0,0,0,7,0,0,0,3,4,0,0,0,11,4,3,13,3,17,16,6,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,13,4,9,28,18,51,46,15,0,182
UCL622002,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,4,0,20,0,0,0,3,5,10,3,0,17,3,11,13,4,10,4,0,0,55,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,8,18,11,9,16,6,0,0,67,0,0,0,0,4,0,0,0,4,6,0,0,0,11,6,3,0,26,9,20,18,16,37,31,14,0,142
UCL622003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,5,0,0,0,20,0,4,0,6,3,0,3,0,14,4,23,20,11,16,4,3,0,81,4,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,31,20,11,19,6,3,0,94,0,0,0,0,0,0,0,0,3,5,5,5,7,5,4,6,0,27,16,45,28,25,30,10,12,6,162
UCL622004,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,10,5,0,0,0,24,0,4,3,7,4,5,4,0,30,5,5,11,3,12,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,3,12,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,15,23,22,14,4,0,91
UCL622005,4,6,4,5,4,0,19,0,0,4,6,4,3,0,0,11,0,6,13,9,10,15,0,0,54,0,5,6,3,5,4,6,0,26,3,7,11,8,13,3,5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,7,11,11,16,3,6,0,54,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,20,12,19,35,33,37,31,21,4,191
UCL622006,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,13,0,5,0,6,3,7,4,0,21,0,4,4,10,17,6,0,0,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,6,4,12,17,6,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,21,5,19,10,26,21,22,11,0,117
UCL622007,5,6,3,12,0,0,24,0,0,0,0,3,4,0,0,6,3,3,12,8,14,11,0,0,55,0,9,3,3,11,9,3,0,32,0,6,9,3,15,16,7,0,62,0,0,0,0,0,0,0,0,8,0,0,5,7,0,6,0,0,8,0,9,11,11,19,21,5,0,80,0,0,0,0,0,6,0,0,4,0,0,0,0,11,6,0,7,24,3,27,37,31,53,60,18,6,221
UCL622008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,11,0,0,3,3,5,9,0,0,23,0,12,16,9,16,3,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,12,16,7,18,10,3,0,64,0,0,0,0,0,0,0,0,0,3,0,0,3,6,11,0,3,35,8,10,20,22,36,34,4,0,136
UCL622009,0,5,0,3,0,0,22,0,0,0,0,4,0,0,0,5,0,14,16,12,13,16,6,0,70,0,0,6,6,5,8,0,0,25,3,14,10,8,17,7,7,0,58,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,7,18,12,13,22,4,4,0,73,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,4,0,17,7,39,33,27,42,36,16,0,203
UCL622010,3,5,3,8,0,3,21,0,0,0,0,0,3,0,0,3,4,8,4,3,8,14,0,0,39,3,0,0,4,9,4,0,0,21,4,9,7,10,6,5,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,11,12,5,10,7,0,57,0,0,0,0,0,0,0,0,0,5,0,4,0,5,24,31,49,117,14,22,23,25,30,57,38,54,266
UCL622011,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,5,6,6,0,0,0,0,15,0,0,0,4,5,0,4,0,19,3,7,8,15,9,5,0,0,50,5,0,5,0,0,0,0,0,9,0,0,0,0,4,0,0,0,9,3,14,10,14,13,5,0,0,68,5,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,11,11,17,22,27,27,9,7,0,117
UCL622012,0,0,5,0,0,0,5,0,0,0,3,5,0,0,0,3,3,0,4,0,8,3,0,0,17,0,4,0,8,5,3,0,0,24,0,22,9,9,18,12,4,0,73,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,17,9,15,18,11,4,0,81,0,0,0,0,0,0,0,0,0,4,3,4,3,3,4,11,0,34,9,27,16,29,39,28,13,0,164
UCL622013,6,0,6,4,0,0,16,0,0,0,0,6,0,0,0,9,0,7,12,8,15,9,4,0,61,3,5,5,7,14,12,0,0,43,10,14,14,16,25,9,3,0,92,0,4,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,9,10,16,15,23,27,7,3,0,104,0,0,0,0,0,0,0,0,0,0,4,5,10,0,5,7,0,31,14,35,36,43,65,45,18,0,258
UCL622014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,8,0,10,6,3,0,0,0,0,26,6,13,14,6,12,10,0,0,61,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,18,15,8,14,13,0,0,70,0,0,0,0,0,0,0,0,3,5,0,0,7,6,10,6,0,30,11,36,20,19,21,23,10,0,141
UCL622015,3,3,8,4,3,0,23,0,0,0,3,0,0,0,0,8,0,7,13,13,8,11,4,0,61,0,0,12,13,5,6,7,0,38,3,6,7,10,17,20,4,0,66,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,10,4,6,13,12,18,21,6,0,82,0,0,0,0,0,3,0,0,10,0,3,0,5,0,11,0,0,27,8,10,41,52,44,59,20,9,240
UCL622016,0,5,4,0,0,0,12,0,0,0,0,0,0,0,0,3,0,5,9,5,4,4,0,0,20,0,0,6,11,5,3,0,0,23,3,8,7,12,7,5,6,0,52,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,5,3,15,7,16,6,8,6,0,63,0,0,0,0,0,0,0,0,0,0,3,8,3,0,8,5,3,35,9,25,29,34,16,20,14,3,150
UCL622017,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,5,6,0,0,19,0,0,0,4,0,3,0,0,14,0,3,6,15,9,9,0,0,32,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,6,12,9,9,0,0,38,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,13,8,8,8,16,18,15,3,3,85
UCL622018,0,0,5,0,0,0,10,0,4,0,0,0,0,0,0,6,0,6,0,5,10,4,0,0,30,0,0,0,3,5,0,3,0,17,0,7,6,13,13,18,3,0,52,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,10,13,12,20,7,0,65,0,0,0,0,3,0,0,0,3,4,3,7,7,3,7,10,0,41,7,23,20,21,43,30,20,0,167
UCL622019,0,5,7,13,3,0,29,0,0,6,0,3,6,0,0,10,0,8,8,13,12,15,0,0,59,0,4,6,7,10,8,0,0,32,0,9,8,14,20,9,0,0,61,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,5,9,8,17,22,14,0,0,66,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,15,7,26,28,39,56,46,13,0,209
UCL622020,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,9,0,0,6,8,4,0,4,0,18,12,30,16,20,14,0,0,0,100,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,21,31,18,20,14,0,0,0,109,0,0,0,0,0,0,0,0,3,14,4,4,11,0,5,9,3,39,33,40,26,35,23,8,9,0,180
UCL622021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,9,0,0,23,0,0,0,0,3,8,0,0,13,0,0,6,6,9,12,4,0,38,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,7,11,12,3,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,5,11,0,0,29,5,5,5,15,22,41,13,5,114
UCL622022,0,3,4,0,0,0,12,0,0,0,6,3,0,0,0,9,0,7,11,13,10,9,7,0,61,0,0,4,13,3,9,0,0,31,4,15,17,22,13,13,3,0,89,0,5,0,0,0,0,0,0,9,0,0,3,6,0,0,0,0,10,0,20,21,21,17,13,4,0,106,0,0,0,0,0,0,0,0,7,3,5,0,3,11,4,3,0,37,13,34,46,56,50,43,15,0,256
UCL622023,0,0,0,5,0,0,12,0,0,0,4,5,3,0,0,7,0,4,0,4,10,12,5,0,41,0,0,4,3,3,8,0,0,20,0,12,11,29,21,8,9,0,95,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,5,8,11,29,29,12,7,0,108,0,0,0,0,0,0,0,0,3,3,3,4,5,13,12,8,7,49,8,16,27,46,60,51,27,10,244
UCL622024,0,6,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,11,6,10,5,0,38,0,0,0,8,9,9,0,0,26,0,10,5,12,21,11,3,0,62,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,10,0,10,10,15,22,12,6,0,75,0,0,0,0,0,0,0,0,0,0,5,6,7,10,3,0,0,24,0,19,21,39,50,40,20,0,178
UCL622025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,12,6,13,12,8,14,7,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,12,8,8,14,7,0,66,0,0,0,0,0,0,0,0,6,9,10,4,9,9,3,0,0,38,14,29,20,21,33,15,5,0,130
UCL622026,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,3,0,0,4,6,0,13,0,8,10,9,12,10,3,0,46,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,7,5,9,8,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,9,7,6,3,0,33,4,10,16,18,22,24,11,3,115
UCL622027,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,8,0,3,8,0,3,6,0,0,22,0,0,0,5,14,6,4,0,25,0,0,4,9,22,15,4,0,54,0,7,0,0,0,4,0,0,7,0,0,0,4,0,3,0,0,11,0,8,4,10,19,21,4,0,68,0,0,0,0,0,0,3,0,3,3,0,0,3,5,8,5,0,19,8,8,13,29,46,42,20,0,153
UCL631001,645,635,710,532,190,15,3268,12,184,261,383,440,348,71,10,1708,299,1673,2232,2094,2097,1649,472,69,10576,126,664,1191,1684,2026,1410,447,75,7617,1337,3369,3650,3947,3988,2272,677,105,19345,283,283,263,214,245,130,35,3,1455,84,146,193,272,442,288,101,13,1535,1708,3800,4097,4436,4670,2694,810,115,22334,23,43,58,84,91,94,54,15,455,851,858,914,1097,1410,1394,763,204,7483,3040,7725,9399,10409,11460,8111,2799,501,53447
UCL679997,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,11,10,9,3,7,0,0,46,0,4,13,12,14,10,0,0,44,7,15,18,17,11,13,0,0,76,4,0,0,3,0,0,0,0,6,0,0,0,3,10,0,0,0,13,6,15,20,23,24,12,0,0,98,0,3,0,0,0,0,0,0,3,0,25,25,29,25,0,0,0,114,10,58,67,71,70,27,4,0,303
UCL703001,2188,1207,960,532,134,11,8030,58,703,766,672,563,305,61,6,3124,1164,6384,4641,2699,1940,1286,371,57,18537,438,1961,2172,2101,1586,937,289,38,9520,1894,4395,3853,3091,2633,1535,454,65,17919,528,363,252,160,116,93,16,4,1538,136,209,274,330,263,239,94,17,1559,2554,4971,4389,3586,3014,1870,563,82,21018,51,165,146,108,83,91,25,16,677,1766,3050,2478,2251,2047,1468,578,171,13802,6113,20144,16770,12619,10189,6484,2029,384,74718
UCL712001,442,251,242,121,27,0,1565,5,142,159,136,124,65,18,0,656,150,1310,896,562,436,291,66,6,3711,50,366,412,380,383,199,58,9,1859,303,842,730,655,582,331,87,13,3536,66,58,47,26,36,11,4,0,240,28,50,59,57,68,45,10,0,322,393,951,834,737,680,386,99,18,4093,9,26,18,19,13,17,9,5,129,297,525,440,397,487,393,95,34,2668,920,3793,3205,2485,2368,1468,365,77,14681
UCL714001,74,28,41,20,5,0,300,4,38,22,15,24,12,0,0,111,54,285,127,104,104,59,10,0,743,29,91,100,86,86,45,9,0,446,98,228,181,139,136,81,24,4,889,27,20,27,8,8,9,4,0,105,9,11,13,16,8,17,3,0,79,131,261,226,164,153,108,29,4,1070,4,5,0,4,3,4,0,0,28,177,232,194,215,196,109,28,6,1164,401,1043,737,617,618,355,82,15,3865
UCL715001,4,0,8,4,0,0,27,0,0,5,0,4,0,0,0,13,3,20,10,3,9,4,0,0,45,9,6,9,7,16,0,0,0,39,12,13,19,20,13,10,0,0,86,0,11,7,9,7,0,0,0,36,8,5,18,10,8,4,4,0,55,25,31,43,36,30,18,4,0,179,0,0,0,0,0,0,0,0,0,75,53,27,22,25,11,0,0,216,110,116,92,78,84,38,4,0,519
UCL715002,0,0,0,0,0,0,9,0,3,0,0,4,0,0,0,12,0,18,8,4,5,0,0,0,38,3,3,3,0,5,0,0,0,14,14,19,17,15,10,0,0,0,76,4,9,5,7,0,0,0,0,21,0,6,0,3,0,0,0,0,10,16,34,24,20,10,0,0,0,108,0,0,0,0,0,0,0,0,0,17,48,17,9,19,9,0,0,112,40,102,63,45,38,11,0,0,293
UCL715003,3,4,5,4,0,0,27,0,0,0,3,6,0,0,0,14,0,24,19,14,12,0,0,0,68,0,7,6,5,10,0,0,0,31,20,41,49,31,17,12,0,0,165,6,14,19,18,3,0,0,0,60,0,11,3,6,3,0,0,0,32,32,67,74,52,26,9,5,0,256,0,0,0,0,0,0,0,0,0,37,44,23,15,16,8,0,0,139,76,145,127,90,78,23,0,0,542
UCL715004,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,3,5,9,5,0,0,0,25,0,0,4,0,0,0,0,0,13,0,3,0,0,6,4,0,0,13,0,4,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,5,5,9,4,13,7,4,0,0,33,0,0,0,0,0,0,0,0,0,17,10,12,12,3,0,0,0,62,19,26,32,31,18,4,0,0,139
UCL715005,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,14,11,4,5,0,0,0,38,0,3,3,0,3,0,0,0,10,12,15,17,16,14,0,0,0,76,6,8,4,4,4,0,0,0,30,10,6,14,3,7,0,0,0,40,28,33,36,24,28,0,0,0,146,0,0,0,0,0,0,0,0,0,14,14,7,9,7,3,0,0,60,39,71,67,37,48,11,0,0,268
UCL715006,44,15,13,8,0,0,111,0,12,29,21,8,0,0,0,70,8,97,107,67,31,16,0,0,330,3,28,44,46,32,12,0,0,171,30,122,146,144,81,24,3,0,553,8,3,4,0,0,0,0,0,25,0,7,15,5,3,3,0,0,39,41,139,164,150,87,28,3,0,616,0,4,3,4,0,0,0,0,13,116,170,182,143,95,34,9,0,742,181,475,567,443,271,93,20,0,2050
