LGA_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
LGA30370,5367,13354,127,189,21,58,144,244,195,301,0,0,0,0,0,0,28,51,220,351,188,323,45,46,9,12,6,15,247,397,90,128,6073,14481,1126,..,7200,14481
LGA30410,1171,2701,8,9,0,0,8,6,32,42,0,0,0,0,0,0,0,0,32,42,188,348,5,22,20,32,0,7,220,415,92,163,1523,3328,360,..,1878,3328
LGA30450,123,287,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,8,10,61,106,5,9,0,0,0,0,70,117,18,26,207,436,51,..,260,436
LGA30760,801,1780,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,4,7,17,68,147,0,0,6,16,0,0,71,157,19,33,907,1988,231,..,1135,1988
LGA30900,135,354,5,18,0,0,8,15,3,6,0,0,0,0,0,0,0,0,7,7,62,112,0,0,8,12,0,0,67,122,13,19,230,525,59,..,284,525
LGA31000,297791,859084,9017,15244,45894,102936,54918,118182,28643,48097,34293,60130,30380,54815,32006,56135,1045,2037,126365,221212,472,601,933,1300,186,254,230,473,1816,2630,1192,2136,482077,1203240,36586,..,518664,1203240
LGA31750,102,242,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,7,8,25,44,3,12,12,15,3,6,44,78,36,67,190,391,35,..,218,391
LGA31820,34434,86036,2310,3559,551,961,2861,4522,2302,3546,48,90,173,293,0,0,4,9,2532,3939,1338,2347,182,332,87,125,44,75,1646,2878,307,579,41783,97965,4183,..,45966,97965
LGA31900,6102,14734,530,815,98,155,632,970,42,74,0,4,0,0,0,0,0,0,45,86,226,368,16,28,4,7,17,36,267,440,115,211,7155,16436,1074,..,8230,16436
LGA31950,114,277,0,3,0,0,0,3,5,5,0,4,0,0,0,0,0,3,6,7,289,546,7,15,15,22,0,5,307,592,35,68,461,953,64,..,524,953
LGA32080,46405,126206,3405,5877,3254,5840,6661,11716,5711,9985,3705,6639,1055,1956,516,937,35,73,11027,19591,748,1432,342,598,82,134,115,246,1287,2408,538,920,65917,160848,6426,..,72343,160848
LGA32250,603,1636,10,29,0,0,10,29,68,109,0,0,0,0,0,0,0,0,72,109,562,1086,20,43,14,32,0,10,602,1170,79,167,1365,3120,223,..,1592,3120
LGA32260,10431,25656,578,1053,241,469,822,1521,554,1012,37,83,26,43,0,0,8,18,626,1152,782,1528,89,163,31,66,55,115,962,1867,231,439,13061,30641,1989,..,15053,30641
LGA32270,8981,23983,431,753,277,491,698,1246,597,912,10,19,0,0,0,0,0,0,611,931,469,836,82,146,66,106,16,27,634,1114,279,521,11209,27786,2893,..,14097,27786
LGA32310,4133,9880,359,648,74,131,434,779,25,33,0,0,0,0,0,0,0,3,21,33,336,642,64,93,35,82,16,32,455,852,97,214,5141,11767,801,..,5950,11767
LGA32330,279,1066,7,23,3,3,7,25,29,52,0,0,0,0,0,0,0,0,29,52,0,0,0,0,0,0,0,0,0,0,0,0,320,1142,12,..,329,1142
LGA32450,970,2594,26,28,4,3,29,37,130,205,0,0,0,0,0,0,0,0,130,205,502,976,59,86,23,44,7,13,594,1120,46,81,1769,4048,299,..,2067,4048
LGA32500,1547,3823,79,139,17,34,103,176,5,14,0,0,0,0,0,0,0,10,12,26,519,1138,63,108,356,688,15,38,949,1965,131,239,2745,6230,345,..,3091,6230
LGA32600,90,237,0,5,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,55,113,7,9,3,5,0,0,63,129,9,21,171,392,43,..,213,392
LGA32750,112,214,6,5,0,0,6,5,3,8,0,0,0,0,0,0,0,0,3,8,29,63,0,0,0,0,0,0,27,65,7,21,151,306,59,..,217,306
LGA32770,282,1288,5,6,4,8,3,12,21,65,0,0,0,0,0,0,0,0,21,65,0,0,0,0,0,0,0,0,0,0,3,5,312,1373,56,..,360,1373
LGA32810,3786,9262,359,689,354,716,715,1404,623,1161,30,56,4,0,0,0,0,5,660,1224,404,801,32,59,37,63,29,53,505,982,202,417,5863,13288,1005,..,6875,13288
LGA33100,227,542,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,7,11,327,640,34,63,30,49,0,5,390,761,105,199,721,1509,22,..,745,1509
LGA33200,522,1154,109,243,0,0,109,243,6,5,0,0,0,0,0,0,0,0,6,5,70,141,8,15,9,20,0,0,89,170,58,130,789,1701,199,..,982,1701
LGA33220,40135,96814,2497,3817,1500,2490,4001,6308,789,1199,176,286,360,629,10,17,32,74,1364,2199,1078,1932,291,447,100,196,50,96,1524,2669,526,1013,47553,109005,4976,..,52522,109005
LGA33360,21060,55216,698,1337,853,1495,1549,2832,1278,2047,227,328,276,421,106,159,7,19,1892,2973,693,1264,223,349,89,140,9,29,1014,1779,183,312,25699,63112,4081,..,29780,63112
LGA33430,134797,396595,17162,34058,32670,74944,49833,109001,9634,17099,15820,28124,11042,20149,18795,34175,358,797,55658,100350,1390,2276,568,873,192,225,163,345,2311,3726,874,1624,243469,611299,26794,..,270261,611299
LGA33610,3696,9171,227,358,33,70,264,422,144,232,0,0,0,0,0,0,0,0,144,232,73,157,20,38,5,7,3,10,106,206,50,93,4252,10129,576,..,4830,10129
LGA33620,19820,48747,692,1098,339,535,1029,1632,412,595,23,28,0,0,0,0,13,27,451,650,356,654,99,148,224,362,28,60,714,1227,205,337,22219,52593,2498,..,24715,52593
LGA33800,4312,9853,179,234,56,75,235,304,135,194,8,13,0,0,0,0,0,0,143,215,210,406,12,31,29,72,13,23,269,531,118,243,5072,11148,936,..,6007,11148
LGA33830,274,880,6,13,0,0,6,13,7,14,0,0,0,0,0,0,0,0,7,14,15,23,0,0,0,0,0,0,15,24,0,3,305,943,39,..,347,943
LGA33960,72070,205924,4525,8005,3333,7334,7860,15342,1132,1692,146,233,95,132,51,64,82,159,1499,2278,167,248,89,126,85,98,36,94,384,564,138,240,81945,224340,5334,..,87287,224340
LGA33980,6380,16692,358,592,477,846,834,1437,126,176,23,32,0,0,0,0,0,0,149,203,328,620,23,38,33,53,14,21,395,729,179,320,7935,19385,3001,..,10939,19385
LGA34420,210,787,41,153,20,46,62,200,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,5,5,17,286,1025,15,..,298,1025
LGA34530,12967,33744,539,797,156,270,695,1066,619,986,92,169,141,250,12,21,3,11,873,1439,677,1341,122,195,47,85,14,29,860,1644,204,408,15595,38295,2204,..,17795,38295
LGA34570,166,549,3,8,17,35,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,5,0,0,7,15,7,16,191,619,36,..,226,619
LGA34580,13957,37610,494,944,124,342,619,1291,145,320,0,0,0,0,0,0,13,29,159,348,52,92,21,66,8,31,45,112,126,299,85,122,14945,39664,1199,..,16141,39664
LGA34590,100556,301677,5580,10776,9182,20098,14765,30875,2597,4583,461,712,146,269,80,137,281,612,3559,6307,170,247,252,319,116,157,11,18,552,739,201,403,119634,340007,6288,..,125926,340007
LGA34710,1379,3216,60,84,23,36,83,125,48,61,0,0,0,0,0,0,0,0,48,61,217,440,42,87,12,27,4,4,278,560,74,146,1852,4110,308,..,2158,4110
LGA34770,38766,102845,3356,5787,1481,2571,4838,8357,1342,2214,44,75,138,252,327,593,23,54,1872,3186,710,1380,428,621,66,118,25,49,1230,2175,331,591,47026,117155,5173,..,52200,117155
LGA34800,250,585,10,9,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,69,152,0,0,0,0,0,0,69,152,71,186,398,931,85,..,485,931
LGA34830,97,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,31,45,0,0,30,51,6,4,136,440,11,..,148,440
LGA34860,4764,11598,251,425,38,80,293,503,33,48,0,0,0,0,0,0,0,3,30,49,178,336,23,29,37,66,6,16,243,445,56,96,5381,12696,1082,..,6463,12696
LGA34880,7858,19833,92,177,16,29,110,206,458,821,0,3,0,0,0,4,28,28,485,865,410,726,40,61,107,183,81,167,638,1138,160,318,9253,22359,920,..,10171,22359
LGA35010,142997,401242,10756,18564,13537,28643,24289,47201,4009,6109,1362,2067,1781,2868,930,1690,479,960,8564,13692,771,1182,902,1257,110,136,65,152,1847,2733,281,545,177980,465416,10222,..,188200,465416
LGA35250,99,363,143,523,17,28,160,549,11,26,0,0,0,0,0,0,0,0,11,26,0,0,0,0,0,0,0,3,0,3,15,19,284,964,80,..,369,964
LGA35300,5168,14937,992,1756,149,246,1136,1999,284,491,24,34,0,0,0,0,4,0,311,531,502,996,115,177,200,214,21,48,833,1436,101,170,7547,19067,1426,..,8977,19067
LGA35600,1641,3661,30,43,5,9,30,56,52,75,0,0,0,0,0,0,0,0,52,75,83,192,26,45,6,15,8,15,125,253,43,96,1896,4137,360,..,2255,4137
LGA35670,181,702,11,29,0,0,7,31,31,71,0,0,0,0,0,0,0,19,32,94,0,0,0,0,0,0,0,0,0,0,7,12,226,843,32,..,262,843
LGA35740,18359,46460,1037,1563,1901,3569,2938,5133,1223,2048,546,1008,218,440,10,17,51,89,2048,3601,199,389,29,40,32,54,5,13,269,499,148,277,23755,55964,4810,..,28566,55964
LGA35760,4086,9305,72,113,6,16,81,129,81,150,0,0,0,0,0,0,0,0,82,151,161,283,50,85,20,30,8,24,237,415,56,109,4544,10114,908,..,5451,10114
LGA35780,587,2281,75,219,21,49,95,262,22,42,0,0,0,0,0,0,0,9,24,47,106,230,35,56,87,159,3,3,230,445,51,88,976,3130,110,..,1090,3130
LGA35790,448,1832,3,7,3,9,3,16,48,88,0,0,0,0,0,0,0,0,48,88,0,0,0,0,10,22,3,0,18,30,7,13,522,1970,25,..,547,1970
LGA35800,690,1571,32,31,0,0,32,31,7,4,0,0,0,0,0,0,0,0,7,4,132,266,6,15,9,6,9,12,149,306,22,49,894,1964,270,..,1159,1964
LGA36070,151,520,15,35,0,0,12,33,3,17,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,14,21,182,591,58,..,240,591
LGA36150,281,626,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,19,19,48,92,0,0,5,11,0,7,52,106,28,62,377,817,115,..,502,817
LGA36250,50612,138319,3583,5615,3383,6589,6964,12202,1624,2597,385,648,643,1128,0,0,90,193,2737,4567,184,287,56,87,60,83,18,22,312,477,89,166,60718,155735,4444,..,65165,155735
LGA36300,275,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,59,0,0,5,3,0,0,28,62,32,82,344,831,88,..,435,831
LGA36370,27808,71085,1587,2671,628,1017,2217,3687,1342,2175,24,45,26,36,116,200,36,69,1546,2526,242,438,91,139,55,64,19,44,419,679,146,277,32134,78256,3579,..,35717,78256
LGA36510,15031,39317,747,1199,277,498,1025,1695,36,62,9,13,0,0,0,3,10,19,59,100,162,263,54,89,49,93,30,76,300,514,63,129,16479,41760,1916,..,18388,41760
LGA36580,9315,23931,163,317,6,21,165,336,15,38,0,0,0,0,0,0,3,7,23,42,141,265,65,106,30,53,6,10,240,438,27,59,9771,24799,1225,..,11000,24799
LGA36630,12803,30346,290,422,11,19,296,442,573,847,0,0,0,0,0,3,4,3,577,856,198,319,24,43,30,72,18,44,273,481,80,161,14035,32279,2010,..,16046,32279
LGA36660,13730,33014,897,1302,61,125,960,1428,180,254,0,0,0,0,0,0,9,9,183,261,103,170,51,88,30,55,27,59,215,378,75,154,15165,35235,2199,..,17375,35235
LGA36720,96891,263824,9319,15783,8280,16894,17596,32682,5999,10382,3266,5814,6230,11459,2233,3979,432,828,18155,32463,1387,2522,503,856,278,368,64,133,2234,3878,636,1246,135512,334093,13126,..,148638,334093
LGA36820,9970,23942,343,509,53,93,396,597,330,477,0,0,0,0,0,0,3,0,331,477,569,1104,67,101,67,109,31,49,727,1359,183,359,11612,26740,1503,..,13122,26740
LGA36910,55712,145279,7112,11828,1866,3403,8974,15232,2357,4024,63,85,50,69,102,155,21,37,2596,4370,249,416,176,252,127,200,38,87,597,955,160,323,68033,166162,5848,..,73881,166162
LGA36950,623,2091,167,469,116,300,284,771,81,222,13,27,0,0,0,0,0,0,99,251,26,65,23,38,38,106,11,19,100,223,38,84,1144,3419,188,..,1325,3419
LGA36960,1024,3698,27,53,8,17,35,72,6,12,0,0,0,0,0,0,0,0,6,12,3,9,3,3,3,6,11,21,18,31,23,44,1106,3867,227,..,1334,3867
LGA37010,59580,158872,5037,8070,3458,5904,8503,13972,2039,3195,1589,2558,1190,2100,742,1245,28,57,5589,9157,778,1488,290,524,83,112,37,75,1180,2198,376,665,75236,184868,8004,..,83238,184868
LGA37300,901,2813,218,479,244,518,461,995,36,72,0,0,0,0,0,0,0,0,36,72,49,94,10,27,37,81,0,0,102,198,58,93,1558,4179,269,..,1825,4179
LGA37310,11768,30054,967,1563,132,242,1102,1808,132,238,0,0,3,3,0,0,9,13,145,255,179,313,56,79,62,98,32,51,323,532,147,215,13484,32866,2595,..,16082,32866
LGA37340,10780,27534,736,1217,632,1221,1366,2440,949,1677,329,621,79,138,0,0,9,15,1361,2452,983,1894,347,709,59,117,34,83,1424,2797,516,1047,15451,36272,2438,..,17885,36272
LGA37400,492,1031,3,6,0,0,3,6,12,17,0,0,0,0,0,0,0,0,12,17,132,262,0,0,13,27,0,0,144,288,74,147,735,1486,124,..,863,1486
LGA37550,232,815,10,24,0,0,10,24,48,121,0,0,0,0,0,0,0,0,48,121,0,0,0,0,0,0,0,5,0,5,4,3,293,970,16,..,309,970
LGA37570,71,252,12,17,0,4,10,24,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,83,279,9,..,93,279
LGA37600,357,1977,22,87,0,5,26,93,57,204,0,0,4,14,0,0,0,0,56,219,0,0,0,0,62,162,0,0,67,169,3,3,503,2461,14,..,521,2461
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,9,5,12,0,..,5,12
LGA40070,1020,2269,1132,2034,2700,5314,3833,7347,605,960,1026,1645,2203,3669,3084,5181,5,3,6921,11460,0,0,0,0,84,83,74,143,161,226,151,254,12093,21553,2566,..,14649,21553
LGA40120,14412,38283,321,487,66,153,384,635,122,184,20,20,43,64,0,0,8,26,187,296,16,28,4,9,4,4,5,17,33,52,31,61,15043,39332,1202,..,16248,39332
LGA40150,3518,9456,17,29,0,0,17,29,10,19,0,0,0,0,0,0,4,9,17,25,31,94,0,0,0,5,0,0,34,104,13,31,3603,9647,405,..,4003,9647
LGA40220,11488,26274,489,704,77,155,562,860,135,178,0,3,0,0,0,0,5,7,133,187,91,138,46,60,4,4,13,29,155,230,52,96,12394,27647,4348,..,16741,27647
LGA40250,522,2242,63,103,0,0,63,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,4,13,19,24,609,2380,161,..,768,2380
LGA40310,9374,23130,511,764,10,41,522,803,94,105,0,0,0,0,0,4,0,0,94,119,70,121,31,51,0,0,9,18,114,188,29,59,10136,24290,874,..,11013,24290
LGA40430,1141,2385,44,74,4,6,47,75,9,15,0,0,0,0,0,0,0,0,9,15,6,20,11,14,0,7,0,0,14,36,9,15,1227,2526,704,..,1930,2526
LGA40520,3872,9155,515,803,11,22,530,823,89,130,0,0,0,0,0,0,0,6,97,136,62,108,45,71,9,11,0,3,115,196,17,22,4622,10333,623,..,5242,10333
LGA40700,12002,33260,2772,5295,1225,2684,3993,7974,1474,2560,237,312,130,204,143,224,14,32,1992,3332,0,0,0,0,0,0,18,50,18,50,41,83,18049,44700,1554,..,19605,44700
LGA40910,15963,41829,2882,6049,870,2114,3752,8164,2059,3599,3,7,0,0,0,0,16,39,2076,3641,0,0,0,0,0,0,3,13,3,13,39,82,21832,53726,1402,..,23232,53726
LGA41010,1312,3237,43,57,3,3,44,55,23,28,0,0,0,0,0,0,0,0,20,30,76,137,29,57,3,4,0,3,111,205,37,72,1535,3603,371,..,1902,3603
LGA41060,32931,84793,7474,14248,4641,10228,12114,24477,3573,5774,569,896,1020,1694,229,386,81,171,5475,8927,131,245,40,42,5,0,73,181,246,473,127,244,50898,118913,3908,..,54808,118913
LGA41140,3732,8506,179,262,6,8,181,267,0,5,0,0,0,0,0,0,0,0,0,5,44,74,19,31,0,3,12,19,78,140,20,37,4012,8955,644,..,4659,8955
LGA41190,723,1613,18,52,0,0,18,52,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,6,0,0,3,5,17,21,9,8,762,1698,211,..,973,1698
LGA41330,752,1415,14,23,0,0,17,26,45,90,0,0,0,0,0,0,0,0,52,85,155,308,0,0,6,15,3,10,160,328,24,40,1001,1894,466,..,1466,1894
LGA41560,6154,13559,391,558,45,74,435,632,24,27,0,0,0,0,0,0,0,0,24,27,57,98,55,96,4,4,9,11,122,214,33,67,6767,14502,2458,..,9222,14502
LGA41750,413,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,91,13,27,3,12,3,34,63,159,22,38,500,1128,347,..,847,1128
LGA41830,685,1455,31,47,0,6,31,47,13,13,0,0,0,0,0,0,0,0,13,13,49,101,12,15,8,20,6,4,70,140,24,45,829,1699,234,..,1065,1699
LGA41960,447,1007,87,176,0,0,93,182,7,12,0,0,0,0,0,0,0,0,7,12,23,36,0,0,0,0,4,10,23,53,9,17,587,1272,281,..,868,1272
LGA42030,8423,21062,1692,2713,76,155,1768,2867,132,156,0,0,0,0,0,0,0,4,135,162,56,90,10,9,6,9,0,0,76,103,51,101,10460,24300,659,..,11119,24300
LGA42110,1741,3780,74,125,0,6,77,128,3,0,0,0,0,0,0,0,4,4,4,7,4,19,0,0,0,0,0,0,6,20,4,7,1833,3945,527,..,2361,3945
LGA42250,2864,7362,20,30,4,9,20,43,4,9,0,0,0,0,0,0,0,0,4,9,12,15,0,0,10,13,67,175,83,206,33,49,3003,7669,736,..,3734,7669
LGA42600,8848,22645,3606,5962,1272,2498,4876,8462,1152,1694,666,1039,631,1050,303,479,8,16,2752,4294,30,72,13,25,8,3,70,124,119,216,33,63,16631,35681,2032,..,18668,35681
LGA42750,2086,4553,73,114,0,0,73,114,27,40,0,0,0,0,0,0,0,6,25,50,8,13,9,16,0,0,8,20,19,48,30,60,2236,4826,1090,..,3327,4826
LGA43080,422,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,7,21,0,4,434,954,172,..,606,954
LGA43220,401,911,8,28,0,0,8,28,6,5,0,0,0,0,0,0,0,0,6,5,8,12,0,0,0,0,0,0,9,13,0,9,433,968,179,..,607,968
LGA43360,994,2084,36,54,5,7,37,60,7,13,0,0,0,0,0,0,0,3,9,16,3,9,3,11,0,0,3,7,12,26,3,8,1055,2194,673,..,1732,2194
LGA43650,5497,15022,83,139,0,0,78,146,4,12,0,0,0,5,0,0,0,0,10,18,20,34,0,4,0,0,4,17,27,49,15,35,5630,15266,409,..,6036,15266
LGA43710,2177,5409,17,31,4,8,26,36,4,5,0,0,0,0,0,0,0,6,4,9,56,129,11,31,8,21,0,0,80,178,17,36,2296,5669,729,..,3027,5669
LGA43790,4442,10526,414,628,3,8,416,629,48,51,0,0,0,0,0,0,0,0,49,49,59,116,43,71,0,0,3,15,109,203,29,51,5040,11465,725,..,5771,11465
LGA44000,19,49,12,16,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,5,11,4,14,36,98,3,..,41,98
LGA44060,27463,70112,6785,12765,2090,4780,8879,17545,2612,4222,34,47,42,75,0,0,26,54,2713,4402,7,22,14,27,0,0,3,14,26,59,96,171,39173,92281,2462,..,41634,92281
LGA44210,3970,8333,62,90,8,19,74,106,25,26,0,0,0,0,0,0,0,0,27,25,82,142,85,161,9,20,15,35,193,354,47,110,4313,8922,3094,..,7400,8922
LGA44340,20141,55026,2643,5052,260,621,2900,5672,2302,3732,120,208,0,0,0,0,6,9,2422,3946,32,55,16,23,7,9,32,70,86,154,62,123,25615,64917,1525,..,27143,64917
LGA44550,14126,36555,626,952,88,193,718,1143,73,117,0,0,0,0,0,0,0,4,75,118,81,139,9,7,0,0,9,20,101,166,34,62,15055,38041,982,..,16037,38041
LGA44620,8781,21375,1650,2903,45,71,1692,2973,976,1384,0,0,20,32,0,0,0,0,996,1413,11,12,4,4,15,14,7,15,31,44,63,92,11568,25908,1182,..,12753,25908
LGA44830,1239,2656,3,4,0,0,3,4,13,13,0,0,0,0,0,0,0,0,10,11,109,228,30,68,12,21,4,5,155,315,20,41,1429,3027,426,..,1852,3027
LGA45040,7832,18780,872,1497,18,33,895,1528,39,61,0,0,0,0,0,3,0,5,37,71,44,71,68,91,19,19,4,9,125,194,42,87,8931,20648,1215,..,10148,20648
LGA45090,3303,7981,155,252,0,4,153,256,3,8,0,0,0,0,0,0,0,0,3,8,21,38,4,3,3,0,0,4,32,47,41,66,3535,8362,524,..,4059,8362
LGA45120,1926,4248,53,80,0,0,53,80,0,0,0,0,0,0,0,0,0,0,0,0,11,14,4,9,0,0,5,23,26,50,11,17,2013,4396,404,..,2413,4396
LGA45290,8408,21848,2869,5031,1990,3969,4863,9001,2582,4258,242,382,227,387,92,146,7,18,3154,5185,14,31,23,39,0,0,28,67,71,135,48,93,16546,36263,1564,..,18105,36263
LGA45340,62445,157712,5107,7805,1019,2034,6125,9841,1179,1818,54,71,47,76,0,0,51,115,1336,2084,247,361,232,323,19,26,14,15,508,720,112,213,70520,170575,4926,..,75445,170575
LGA45400,355,773,6,7,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,17,33,4,7,0,4,0,0,28,44,3,17,390,836,139,..,532,836
LGA45540,809,1520,27,39,0,0,27,39,0,0,0,0,0,0,0,0,0,0,0,0,23,44,0,0,0,0,0,0,22,44,10,12,865,1610,199,..,1065,1610
LGA45680,30818,85129,5104,10450,652,1314,5752,11764,262,387,63,82,0,0,0,0,0,13,326,481,31,35,63,78,4,8,0,0,98,118,64,147,37070,97638,2423,..,39490,97638
LGA45890,37133,97617,8238,16698,3000,6653,11244,23352,3429,6042,233,359,430,631,0,9,67,170,4157,7213,51,80,31,38,10,9,91,192,179,323,184,342,52900,128845,3740,..,56647,128845
LGA46090,4402,10493,642,1385,37,89,678,1477,445,646,0,0,0,0,0,0,5,8,447,653,160,269,81,109,73,75,8,25,322,477,66,118,5912,13211,1084,..,6992,13211
LGA46300,4948,11711,620,1060,111,246,730,1302,370,482,7,11,0,0,0,0,12,32,386,536,35,75,40,92,15,17,11,19,103,204,27,51,6199,13808,753,..,6949,13808
LGA46450,6349,14716,971,1646,15,28,983,1675,119,152,0,0,0,0,0,0,0,0,121,154,86,140,3,9,10,7,11,24,107,177,27,44,7590,16769,977,..,8568,16769
LGA46510,5799,15967,1173,2167,518,1114,1690,3281,1021,1996,80,143,210,350,0,0,5,19,1320,2503,0,0,0,0,0,0,18,39,18,39,15,34,8842,21830,626,..,9468,21830
LGA46670,3486,8400,442,806,8,23,441,829,83,144,0,0,0,0,0,0,0,0,85,147,95,235,30,70,3,5,0,3,137,318,42,75,4197,9761,457,..,4649,9761
LGA46860,680,1468,16,29,8,12,22,44,4,15,0,0,0,0,0,0,0,0,4,15,8,15,0,3,0,0,0,0,15,22,20,46,741,1590,923,..,1667,1590
LGA46970,1365,3641,0,0,0,0,0,0,46,67,0,0,0,0,0,0,0,0,46,67,0,0,6,14,0,0,0,23,14,44,7,10,1433,3765,340,..,1778,3765
LGA47140,45043,125867,5246,9586,1305,2945,6554,12529,1594,2636,404,740,334,572,0,0,39,104,2370,4051,201,302,30,47,7,10,17,30,259,392,124,237,54350,143077,2732,..,57079,143077
LGA47290,847,1869,5,3,0,0,5,3,11,12,0,0,0,0,0,0,0,0,11,12,20,25,0,0,0,0,0,4,26,28,6,3,884,1917,183,..,1066,1917
LGA47490,834,1925,8,9,0,0,8,9,15,18,0,0,0,0,0,0,0,0,12,14,84,171,19,37,0,0,3,3,107,214,14,27,974,2197,418,..,1393,2197
LGA47630,2645,6417,90,133,0,0,90,133,4,4,0,0,0,0,0,0,0,0,4,4,27,47,11,16,4,5,3,7,47,70,10,17,2798,6647,380,..,3174,6647
LGA47700,35003,91471,2710,4361,568,1240,3280,5603,987,1474,0,0,0,0,0,0,18,46,1004,1512,11,32,0,0,0,0,0,13,17,46,49,93,39342,98721,1686,..,41022,98721
LGA47800,2310,5100,69,102,0,0,66,105,11,8,0,0,0,0,0,0,0,0,9,9,10,25,11,19,4,0,3,17,27,66,9,16,2421,5292,668,..,3089,5292
LGA47910,1102,2469,64,89,0,3,66,95,47,57,0,0,0,0,0,0,0,0,53,61,46,94,12,21,3,0,4,7,73,130,18,32,1307,2777,362,..,1674,2777
LGA47980,9307,25196,2034,3713,784,1546,2814,5249,3106,5271,263,430,322,513,48,92,4,3,3739,6309,0,0,0,0,3,4,12,17,18,24,38,76,15917,36852,1410,..,17328,36852
LGA48050,6564,14075,611,856,108,199,713,1058,84,107,31,49,18,31,0,0,0,0,138,187,15,31,28,44,0,3,9,14,49,89,39,72,7499,15489,2245,..,9746,15489
LGA48130,2610,6193,179,330,0,0,179,330,10,7,0,0,0,0,0,0,0,0,10,7,23,36,15,18,0,3,3,3,46,67,7,15,2849,6602,486,..,3334,6602
LGA48260,2132,5672,373,619,334,701,706,1318,244,371,67,89,0,0,137,212,3,9,449,682,18,30,6,6,0,0,5,0,25,46,11,18,3323,7738,331,..,3654,7738
LGA48340,4596,10609,253,408,0,4,257,410,134,163,0,0,0,0,0,0,0,4,129,166,14,28,0,3,6,28,4,6,31,69,22,46,5035,11301,1056,..,6093,11301
LGA48410,16479,42349,4148,7457,1249,2830,5387,10289,2903,5221,578,1041,331,618,11,20,16,34,3836,6932,0,0,0,0,4,3,19,46,22,48,112,221,25839,59839,2108,..,27951,59839
LGA48540,5244,12523,3841,7482,9,15,3848,7492,400,517,52,65,0,0,0,0,18,47,473,626,68,119,23,32,0,0,3,7,96,155,81,141,9746,20932,1489,..,11230,20932
LGA48640,449,1075,7,8,0,0,7,8,4,3,0,0,0,0,0,0,0,0,4,3,7,9,0,0,0,0,3,5,9,16,8,17,483,1121,128,..,610,1121
LGA48750,2452,5343,55,77,35,69,90,148,0,10,51,62,0,0,0,0,0,8,55,70,40,60,10,13,0,0,9,19,60,93,11,20,2670,5674,1723,..,4389,5674
