LGA_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA10050,20,17,90,139,113,226,373,447,286,1723,0,11,44,58,101,80,59,39,19,405,181,217,446,411,350,368,338,341,188,2839,1485,3494,7364,6875,6691,6734,5795,3462,1381,43283
LGA10180,16,27,48,68,55,127,196,187,120,843,6,24,46,36,24,22,22,14,4,200,425,440,412,293,274,271,239,268,158,2774,1283,2313,3761,3208,3213,3529,2785,1889,705,22695
LGA10250,5,15,55,48,65,163,310,365,317,1338,3,0,19,11,12,22,23,8,15,112,120,109,301,304,287,290,380,371,309,2478,1001,1918,4313,5246,5873,6458,6691,3973,1819,37297
LGA10300,0,3,9,3,13,15,42,31,15,138,0,0,0,0,0,0,3,4,0,10,18,15,43,49,55,51,62,15,10,310,40,105,283,231,307,361,309,111,53,1798
LGA10470,16,11,43,40,82,187,305,292,198,1182,0,9,19,11,21,18,23,16,11,127,147,284,629,541,434,313,265,247,153,3012,1318,2933,5729,5174,5406,5226,4394,2493,1046,33721
LGA10500,11,26,142,183,306,726,1653,2020,925,5993,9,46,226,193,212,356,520,599,353,2516,404,876,2561,1590,1114,1000,923,936,752,10157,3447,13623,36473,26592,20686,17433,13396,8603,3714,143965
LGA10550,15,10,32,62,86,166,331,361,205,1266,0,5,9,4,10,14,21,12,11,75,144,103,257,223,323,412,421,314,238,2429,801,1334,3125,3391,4401,6311,6183,3125,1106,29772
LGA10600,9,0,9,12,19,58,106,105,91,416,0,0,7,5,7,9,5,3,8,34,56,31,74,126,141,135,178,111,53,914,291,421,1062,1302,1774,2278,2186,1098,405,10826
LGA10650,4,5,3,16,20,41,143,144,67,432,0,0,4,0,0,0,0,4,0,18,40,33,78,70,90,124,156,152,107,856,180,284,736,792,956,1252,1477,861,329,6873
LGA10750,78,128,484,741,1065,1976,3046,2237,1001,10751,16,93,346,441,646,776,771,557,288,3921,1299,1807,4463,4049,2752,2127,1932,1416,879,20710,10693,26260,59054,67214,47438,37788,26892,12451,4369,292160
LGA10800,5,0,7,3,17,44,68,46,33,220,0,0,0,0,0,0,6,5,0,10,16,25,66,88,75,93,82,51,33,531,139,278,647,671,707,835,685,395,178,4543
LGA10850,4,0,4,11,16,40,75,60,47,255,0,0,0,3,3,4,3,5,0,21,21,21,41,47,69,77,81,74,15,447,184,304,797,771,975,1080,858,478,160,5617
LGA10900,11,5,41,47,89,154,299,258,197,1097,7,3,23,25,23,20,31,12,16,165,130,85,233,295,323,311,349,358,230,2325,1735,3409,7111,9545,10958,11158,10470,5217,1749,61354
LGA10950,0,0,6,4,11,15,27,30,11,103,0,0,0,0,5,3,0,0,0,9,8,10,20,23,39,44,35,29,24,231,63,148,350,231,369,335,246,197,68,2010
LGA11150,0,0,4,0,15,37,39,16,11,132,0,0,0,0,0,5,3,0,0,17,32,24,59,57,63,58,39,30,5,370,80,155,331,279,304,378,262,119,38,1942
LGA11200,4,0,0,7,9,19,24,20,5,86,0,0,0,0,0,0,3,0,0,8,13,33,42,21,32,33,33,9,3,217,47,96,207,140,178,226,158,58,16,1119
LGA11250,11,13,34,56,69,235,376,229,149,1176,0,0,0,0,7,10,3,15,3,47,93,103,193,205,169,176,198,174,132,1445,540,929,2194,1892,2032,2630,2279,1268,584,14333
LGA11300,0,17,70,66,86,151,327,437,255,1398,0,36,136,63,83,80,123,126,131,779,51,333,594,295,205,196,218,227,251,2375,777,4973,8767,5014,4445,4075,3017,1931,1155,34166
LGA11350,8,0,16,30,25,80,123,110,72,474,0,0,9,12,7,14,8,0,7,62,144,195,572,550,508,508,409,178,106,3174,711,1538,4974,5150,5227,5272,4516,1692,582,29669
LGA11400,5,4,7,14,24,75,149,106,80,463,0,0,0,4,4,3,13,4,0,33,57,45,74,116,137,134,129,135,74,903,337,608,1135,1534,1819,1979,1672,960,336,10375
LGA11450,13,14,84,139,224,449,673,495,246,2336,0,8,59,86,79,138,152,115,59,691,190,218,608,632,397,323,300,292,201,3159,3309,6909,19351,18808,14222,10274,7144,3445,1216,84676
LGA11500,37,49,231,345,564,1049,1394,927,369,4960,16,25,132,148,221,345,321,223,96,1531,649,696,1618,1620,1142,994,1006,872,445,9038,4939,11229,25540,26503,20188,19320,14710,6651,1938,131010
LGA11520,3,7,26,36,67,179,550,843,596,2305,0,14,83,43,51,72,142,216,153,777,115,267,781,556,420,386,513,515,503,4058,1496,5267,14808,13608,11734,10184,8092,4866,2295,72353
LGA11570,38,83,608,1085,1744,3005,4302,4132,2066,17067,24,115,644,697,1103,1863,2007,1721,979,9146,1288,1786,4504,3892,2936,2622,2263,1873,1574,22730,9875,24834,54952,50650,45374,41615,29441,17283,8211,282234
LGA11600,0,6,8,4,16,18,30,25,10,124,0,0,7,0,0,6,4,3,0,20,10,21,58,39,54,60,34,27,4,313,86,170,515,362,384,414,265,132,57,2375
LGA11650,108,63,267,347,654,1481,2576,2360,1514,9361,15,34,81,101,124,171,200,187,128,1040,872,888,2050,2013,2001,1993,2515,2812,2211,17363,8986,18457,38072,41287,44082,44572,40305,25529,10494,271783
LGA11700,10,6,12,3,14,27,34,21,12,149,0,0,0,0,0,0,4,4,0,18,24,38,64,48,55,65,55,23,8,390,80,123,251,200,266,302,283,120,24,1653
LGA11720,37,35,91,98,168,423,781,416,269,2315,0,6,24,17,22,39,33,23,7,173,176,343,890,768,621,451,460,410,231,4335,1918,3816,9104,7913,7747,7538,6472,3078,1159,48748
LGA11730,25,8,57,73,162,318,605,602,384,2222,5,4,4,22,18,18,32,24,18,142,193,311,820,720,641,640,664,507,296,4790,1250,2391,5255,5422,6594,8512,8678,4846,1771,44717
LGA11750,3,4,9,9,17,32,65,44,22,199,0,0,0,0,0,0,3,0,0,13,43,49,121,113,87,102,74,49,7,653,137,250,664,583,512,633,426,218,76,3488
LGA11800,29,39,150,253,193,388,619,585,383,2637,9,16,132,99,73,83,66,24,23,533,257,227,693,607,596,613,621,673,523,4804,2083,3667,8887,9337,9887,10587,10384,5856,2328,63009
LGA12000,5,0,0,8,9,35,47,46,30,174,0,0,0,0,0,3,0,3,0,12,15,13,30,22,30,35,50,41,29,256,125,176,435,432,514,596,557,332,130,3299
LGA12150,0,3,10,10,22,37,47,52,31,201,0,0,0,5,0,0,7,5,5,21,43,35,69,72,53,67,68,61,22,479,115,196,482,405,442,541,449,235,85,2934
LGA12160,3,3,13,12,27,64,183,150,81,540,0,4,4,3,3,7,9,9,0,45,48,48,103,115,124,147,154,133,54,920,281,505,1024,1124,1325,1697,1707,1059,378,9094
LGA12350,0,4,13,26,44,90,207,137,82,608,0,0,0,5,3,7,10,6,4,34,61,77,121,107,144,145,172,121,56,1005,325,656,1301,1210,1569,1767,1885,1099,409,10211
LGA12380,27,122,755,1073,1424,1843,2298,1842,796,10188,25,160,996,1043,1192,1341,1143,844,439,7175,865,1539,3939,3011,2017,1704,1304,975,640,15992,5670,18392,43357,35917,25836,23066,16013,8733,3430,180412
LGA12390,17,15,59,77,156,320,549,416,253,1860,0,4,16,19,14,29,34,19,6,147,301,326,894,732,615,546,487,407,220,4538,1537,3102,8210,6588,6256,6418,5164,3138,1185,41598
LGA12700,3,4,7,6,9,58,89,81,46,305,0,0,3,0,0,4,3,4,0,16,23,12,43,59,47,69,66,58,16,397,271,389,852,1109,1263,1542,1257,666,185,7535
LGA12730,0,7,12,13,37,71,119,99,56,419,0,0,3,0,3,8,5,9,6,33,45,42,108,97,103,124,94,77,34,724,224,387,855,835,1050,1263,1090,665,287,6649
LGA12750,20,12,32,56,94,201,459,372,205,1450,3,8,5,10,7,16,27,24,7,103,164,127,276,324,407,552,618,448,237,3148,928,1392,3298,3652,4846,7044,7796,3988,1493,34439
LGA12850,64,194,891,1721,2348,3505,3538,2533,1269,16065,26,190,946,1217,2188,3412,2732,1699,1061,13471,818,774,1727,1717,1697,1723,1464,1044,740,11713,6235,14478,26717,24755,27031,27714,20187,9957,4344,161424
LGA12870,8,0,12,23,28,64,179,162,111,585,0,0,3,3,0,6,12,8,3,38,35,47,102,82,109,140,187,151,79,942,302,530,1112,1157,1517,1907,2036,1219,464,10245
LGA12900,7,0,12,18,30,66,128,100,53,418,0,0,0,0,0,9,3,6,5,27,52,47,83,89,86,103,102,111,43,726,280,478,1012,997,1087,1213,1115,739,272,7192
LGA12930,9,15,96,129,274,605,1328,1382,799,4645,9,33,174,146,180,287,403,387,298,1922,265,561,1400,941,751,784,785,855,915,7255,3297,11491,23532,20587,18988,18592,13871,8226,4275,122860
LGA12950,0,0,5,7,16,30,71,64,30,223,0,0,0,0,4,0,8,3,0,10,28,17,66,67,77,85,78,61,32,508,106,159,437,431,547,665,591,357,133,3420
LGA13010,0,0,13,16,26,71,121,142,70,467,0,0,8,0,9,5,3,8,3,32,51,46,135,115,133,156,145,116,57,956,242,373,862,842,1073,1418,1344,830,294,7280
LGA13310,13,3,43,69,89,169,343,304,167,1200,0,3,13,16,16,23,12,27,16,123,129,156,439,367,345,309,310,248,182,2495,932,1871,4254,3789,3989,4281,3722,2101,823,25756
LGA13340,0,0,13,23,22,62,120,108,56,410,0,0,0,0,0,0,0,5,0,13,57,33,56,117,131,162,136,106,39,829,300,418,935,1251,1360,1643,1414,737,232,8294
LGA13450,7,10,56,82,131,197,347,336,194,1372,0,7,40,28,49,45,51,50,44,317,113,129,341,271,309,285,250,211,172,2070,791,1568,4059,3424,3491,3267,2344,1419,685,21050
LGA13550,10,7,17,14,34,88,130,128,61,474,0,0,3,5,8,5,9,8,4,37,54,72,181,143,118,145,135,120,74,1022,342,719,1770,1520,1414,1615,1259,835,321,9801
LGA13660,0,0,8,7,25,42,91,94,48,301,0,0,0,0,0,0,3,3,3,23,17,17,34,58,62,78,78,65,22,415,87,179,378,504,628,773,746,479,170,3941
LGA13800,21,22,81,66,125,302,531,409,258,1810,0,10,18,10,19,29,45,50,33,216,186,190,398,362,398,386,361,367,252,2890,2145,4216,8786,7882,9197,8612,6335,3549,1224,51949
LGA13850,3,0,0,5,8,23,42,45,27,156,0,0,0,0,0,4,8,3,0,16,18,22,39,41,31,57,53,36,18,310,68,171,320,266,329,510,345,249,88,2342
LGA13910,9,0,31,34,60,128,233,199,124,811,0,0,3,11,10,16,18,17,4,79,67,62,170,161,198,255,233,176,68,1386,509,908,1987,1983,2278,2757,2517,1481,527,14956
LGA14000,11,4,48,46,116,233,430,437,338,1665,3,3,76,97,121,128,142,134,101,814,163,190,453,568,475,399,521,704,828,4309,3408,8264,14393,22166,21843,18546,14039,8826,4269,115750
LGA14100,6,0,0,3,0,28,41,55,64,194,0,0,4,0,4,3,10,10,7,33,20,17,38,62,64,59,75,138,251,733,337,703,986,1517,1996,1675,1462,987,718,10376
LGA14170,8,17,76,115,215,495,1161,1707,1045,4839,3,16,121,94,139,242,382,560,396,1952,238,567,1654,1225,982,876,853,768,593,7752,2795,11025,34578,30146,25784,19527,13982,7795,3531,149162
LGA14220,11,9,36,38,64,134,260,222,123,891,0,0,3,5,6,17,18,14,0,71,89,74,213,211,253,218,227,180,82,1555,547,913,1983,1842,2184,2378,2168,1400,472,13894
LGA14300,0,3,12,16,16,34,64,57,34,234,0,0,11,0,0,0,0,0,0,20,32,122,310,283,195,119,86,55,10,1213,159,390,931,860,852,852,697,378,127,5247
LGA14350,21,16,44,47,103,253,489,374,190,1530,3,5,0,5,10,20,15,22,10,88,159,227,576,496,359,404,367,315,195,3099,840,1469,3089,3025,3603,4894,4887,2547,866,25221
LGA14400,0,0,0,5,24,41,107,135,98,404,4,0,0,5,0,7,0,5,3,39,38,44,90,84,103,114,156,150,94,862,567,979,2047,2517,2767,3381,3427,1913,764,18349
LGA14500,3,9,12,22,42,83,208,213,189,784,0,7,36,60,52,67,73,51,56,409,146,129,256,335,347,333,373,440,471,2818,2772,6866,9386,16384,18672,15062,11570,8120,4143,92976
LGA14550,3,0,9,19,25,62,97,96,73,382,0,0,0,0,0,6,3,3,5,26,43,31,84,99,99,171,138,67,29,760,224,306,709,932,1174,1774,1600,663,229,7626
LGA14600,4,0,9,12,8,37,81,66,37,255,0,0,5,0,4,0,11,10,4,34,31,41,89,98,94,98,75,54,37,626,164,287,711,684,705,835,681,408,196,4676
LGA14650,82,58,194,271,401,911,1545,1384,1015,5869,11,10,57,54,87,109,119,79,62,575,382,414,959,923,852,903,1129,1395,932,7886,5540,11537,23960,25618,26555,26740,24320,15359,6224,165851
LGA14700,3,0,8,12,18,22,60,80,45,242,0,0,5,16,12,14,22,25,21,116,37,44,263,264,123,116,126,129,152,1253,623,1917,6373,6875,5151,3916,3058,1825,744,30491
LGA14750,9,0,18,12,30,93,111,111,74,453,4,0,9,14,6,11,6,8,9,69,52,65,135,123,124,129,103,87,56,868,356,608,1370,1271,1380,1454,1039,688,282,8444
LGA14850,20,13,41,69,112,179,313,337,236,1322,4,6,6,11,16,23,24,6,14,115,216,196,421,434,433,482,463,321,236,3198,1266,2326,4835,5216,5999,6661,5539,2675,1143,35660
LGA14870,6,5,21,31,63,144,256,194,107,837,0,0,3,4,6,15,6,11,0,47,81,104,294,233,232,223,270,200,80,1715,567,1020,2290,2184,2665,3176,2838,1647,539,16913
LGA14900,68,90,447,873,1162,1793,2382,1746,792,9357,22,98,484,634,864,1330,1129,753,372,5686,873,1012,2379,2294,1684,1605,1264,1053,685,12858,7221,16388,33397,33983,29579,25124,15917,8078,2958,172645
LGA14920,4,0,11,8,25,77,116,77,43,368,0,0,0,0,4,3,4,3,0,18,55,42,95,95,117,125,140,103,36,804,224,332,722,787,950,1139,1077,593,184,6012
LGA14950,0,0,0,0,10,24,48,23,28,142,0,0,0,0,0,0,0,4,0,11,17,13,15,28,34,43,48,35,21,249,99,143,257,311,379,530,426,246,112,2507
LGA15050,42,36,107,114,203,400,666,529,331,2438,0,6,28,34,47,55,41,29,16,243,189,201,529,480,360,369,383,377,247,3134,2638,5462,12870,11926,10907,9769,8010,4324,1502,67415
LGA15240,41,25,109,158,251,648,1236,1040,670,4184,0,7,9,13,25,36,38,48,32,213,334,286,635,671,775,1007,1347,1224,783,7052,2339,3562,7737,8524,11041,15525,17509,10469,3887,80583
LGA15270,11,4,25,36,58,157,305,222,132,944,0,0,4,5,0,6,18,23,6,61,99,91,237,271,282,289,272,222,84,1848,711,1147,3031,3003,3405,3522,2952,1798,586,20159
LGA15300,11,5,8,15,47,87,145,111,32,464,0,4,5,3,9,5,14,12,0,53,156,213,392,386,390,402,291,165,51,2455,422,831,1766,1528,1702,1812,1358,741,199,10358
LGA15350,0,0,7,4,8,9,20,35,44,122,0,0,8,7,9,12,5,7,10,54,43,39,90,120,122,101,94,133,100,842,494,1310,2922,3598,4102,3568,2961,2148,910,22007
LGA15520,3,6,18,26,33,73,160,203,100,617,0,0,3,4,3,3,4,5,11,37,39,31,120,106,114,147,158,161,90,969,241,434,1200,1275,1521,1873,1944,1160,393,10048
LGA15560,0,0,4,9,8,34,40,30,18,144,0,0,0,0,3,0,0,0,4,9,17,19,45,33,41,60,54,35,15,319,82,168,410,345,407,552,424,200,73,2672
LGA15650,8,8,35,54,50,114,160,133,82,649,0,0,5,0,10,14,13,7,0,44,77,83,251,226,185,135,131,83,43,1200,511,897,2371,2188,2142,2000,1440,742,261,12554
LGA15700,7,6,16,20,51,144,274,213,149,887,0,0,4,0,0,4,9,17,8,57,97,83,175,165,185,310,316,198,86,1613,492,710,1692,1849,2317,3539,3611,1989,713,16913
LGA15750,0,6,14,29,49,97,171,123,65,556,0,0,0,4,3,11,11,0,10,39,72,88,174,161,216,256,167,106,63,1305,331,720,1655,1457,1644,1906,1392,802,303,10212
LGA15800,0,3,3,12,17,45,88,79,67,320,0,0,0,0,0,0,5,0,0,12,35,28,55,73,59,56,83,55,26,491,146,252,557,620,668,812,681,429,200,4359
LGA15850,7,0,4,12,20,39,101,65,24,260,0,0,4,5,4,0,6,11,3,27,42,41,98,108,84,112,95,92,58,718,177,314,693,669,697,840,737,469,166,4758
LGA15900,33,59,165,204,283,562,927,953,817,4011,4,16,70,100,108,132,103,102,90,730,552,845,1349,1016,907,935,1016,1150,1063,8833,4573,14059,26697,21739,20586,19046,15051,9048,4465,135263
LGA15950,0,0,20,33,14,30,88,78,61,327,0,8,24,14,22,27,34,16,19,154,69,110,581,504,318,315,315,275,170,2660,766,3290,14341,12196,8640,7250,6239,3723,1175,57628
LGA15990,18,23,62,141,167,335,684,906,643,2979,6,15,53,116,160,139,139,154,139,924,373,381,1110,1137,1098,932,959,1217,1167,8380,5663,13617,28615,35163,39538,31986,23667,16278,7222,201750
LGA16100,0,0,3,12,15,37,67,58,15,204,0,0,0,3,0,0,8,3,0,25,33,51,89,115,89,76,111,73,11,645,151,247,546,630,746,845,858,410,104,4536
LGA16150,28,22,58,82,118,205,367,299,203,1387,0,0,18,26,30,17,42,25,10,174,128,164,369,316,289,275,300,267,184,2286,1152,2556,5996,5552,5169,4813,4169,2493,1034,32935
LGA16200,7,6,17,26,45,107,185,139,105,625,0,0,0,4,5,5,6,10,6,35,82,57,137,144,123,167,125,116,90,1028,400,791,1657,1591,1686,1924,1554,966,428,10991
LGA16260,18,33,189,277,429,663,1140,981,574,4293,7,55,329,307,250,419,418,319,210,2325,466,1093,3513,2682,1472,1222,1089,909,645,13096,4565,16935,49717,45441,29060,24747,18144,9969,4158,202727
LGA16350,53,57,250,325,548,1136,1892,1248,532,6047,14,18,109,162,198,220,255,220,103,1296,722,980,2447,2128,1598,1245,1186,1057,715,12078,6412,14708,32940,31715,26821,23242,17354,8197,2732,164121
LGA16380,23,9,54,95,151,345,833,785,584,2889,0,3,15,14,23,32,34,26,23,176,198,189,415,442,474,591,766,741,525,4350,2171,3909,7735,8682,10488,12119,13257,8717,3438,70520
LGA16400,27,23,94,96,170,366,727,578,296,2369,4,13,17,21,28,32,35,22,14,190,174,173,367,356,410,474,669,668,327,3617,1992,3544,7045,7846,9199,10559,10658,6411,1838,59091
LGA16490,18,6,64,50,110,213,386,385,171,1403,0,5,16,22,11,25,36,47,34,207,133,176,553,453,404,452,365,203,83,2820,1381,3429,9301,8994,9146,7938,5176,2447,764,48575
LGA16550,11,12,59,60,120,255,591,838,551,2485,0,22,57,57,56,106,128,177,154,756,309,593,1602,1254,952,736,808,826,806,7894,2794,9196,24215,20182,17305,13953,10596,6892,3343,108481
LGA16610,6,7,31,43,71,160,328,327,193,1171,0,0,8,6,3,7,11,16,10,56,141,133,244,287,264,300,312,254,143,2086,722,1221,2308,2336,2802,3337,3399,1903,755,18788
LGA16700,7,13,54,96,127,325,658,731,522,2527,7,25,148,118,110,192,176,210,172,1157,175,387,1146,882,600,614,502,463,475,5247,2353,8540,23696,21213,15205,13934,10464,5829,3069,104296
LGA16900,26,25,68,92,138,436,877,706,365,2741,5,9,15,31,41,55,73,104,65,400,188,180,410,417,348,355,416,514,431,3257,2244,4593,9531,9294,9616,9584,7720,4411,1696,58679
LGA16950,33,28,99,141,218,578,1288,966,636,3990,4,10,14,31,33,46,61,57,38,302,396,404,1014,954,918,924,1004,946,500,7060,2580,4859,11096,11285,12420,16109,16814,9722,3489,88385
LGA17000,9,11,44,28,61,112,196,151,100,713,3,0,3,13,4,13,7,5,3,63,153,142,228,174,187,175,151,87,27,1326,1015,1600,3313,3064,3356,3055,2151,1040,360,18953
LGA17040,10,9,32,16,36,90,174,162,82,608,4,3,14,0,9,11,21,18,11,79,139,189,460,378,393,404,285,161,72,2471,830,1924,3777,3149,3787,3971,2831,1429,482,22182
LGA17080,4,0,14,21,57,94,180,155,98,624,0,5,3,0,3,4,17,10,0,44,51,62,162,195,180,188,153,175,80,1251,358,684,1502,1738,1890,2221,1857,1110,398,11749
LGA17100,4,10,38,55,87,139,202,264,133,923,0,23,86,42,49,92,86,81,64,531,87,286,735,392,192,196,150,130,83,2254,859,4501,11003,6635,4515,4369,2920,1708,811,37334
LGA17150,20,9,54,92,175,350,904,1078,783,3479,3,18,46,76,68,95,141,171,104,729,288,288,868,907,831,702,773,994,1096,6749,5569,12792,26211,30378,31679,28191,22502,13727,6404,177456
LGA17200,11,44,224,202,221,400,585,481,240,2399,5,71,376,237,134,184,196,146,118,1476,494,2294,5960,3381,2163,1717,1311,954,526,18803,3333,22028,69051,40195,23471,18271,12448,6075,2150,197032
LGA17310,30,15,110,100,171,333,585,568,328,2240,3,4,35,22,25,43,43,31,11,213,309,270,647,584,554,535,520,550,303,4262,1884,3403,8073,7386,7535,7590,6685,4212,1614,48389
LGA17350,4,0,0,13,13,23,71,71,52,247,0,0,0,0,3,0,6,5,0,12,24,15,31,31,39,64,58,52,30,339,186,288,521,570,716,871,863,511,231,4759
LGA17400,3,4,4,18,24,52,106,86,46,347,0,0,0,3,0,0,8,5,4,19,27,34,62,84,103,125,136,78,37,684,161,269,507,586,849,1239,1409,618,210,5844
LGA17420,13,18,38,70,129,285,736,682,386,2360,8,11,54,78,95,131,153,129,125,783,235,254,586,772,575,467,536,518,407,4363,4904,11370,19324,30769,27008,20883,16761,8755,2857,142624
LGA17550,16,18,77,110,163,369,792,969,643,3159,7,3,7,13,26,44,39,46,35,225,320,316,738,861,863,917,927,930,811,6682,2244,4094,9009,11216,12136,14095,13817,8659,3803,79072
LGA17620,8,4,8,23,29,89,162,135,78,528,4,7,0,4,9,9,10,14,9,56,34,35,118,95,117,142,135,126,91,901,351,681,1703,1729,1799,1953,1651,940,396,11201
LGA17640,3,0,8,7,23,43,97,85,45,308,0,0,0,0,4,8,5,5,3,19,34,21,51,59,86,127,125,78,27,619,209,331,717,856,1139,1513,1241,666,229,6895
LGA17650,4,9,3,7,19,34,65,72,21,234,0,0,6,0,0,0,5,0,0,15,21,17,40,38,69,75,59,33,15,369,145,248,542,601,820,951,823,415,120,4662
LGA17750,35,50,129,174,173,284,422,461,313,2039,0,12,84,98,69,60,49,29,22,422,309,372,568,458,449,400,416,335,273,3570,2679,5539,9868,8300,7638,7416,5948,3491,1559,52434
LGA17850,0,0,4,0,5,14,48,40,16,137,0,0,0,0,0,0,6,3,0,8,13,17,29,21,40,45,53,40,15,270,71,120,273,264,371,454,473,312,74,2416
LGA17900,5,4,11,9,15,47,91,71,13,265,0,0,0,0,0,0,12,11,0,29,82,68,176,157,184,233,191,108,29,1219,177,242,655,550,697,954,823,394,82,4577
LGA17950,0,0,3,6,9,18,31,24,13,105,0,0,3,0,0,0,0,0,0,11,7,10,35,30,43,33,48,37,31,286,68,137,297,249,319,399,297,203,86,2057
LGA18020,0,0,9,10,34,89,149,135,53,485,0,0,3,0,3,4,5,4,4,24,72,56,116,122,166,208,245,171,83,1243,235,350,871,829,1118,1447,1474,865,342,7528
LGA18050,0,9,39,33,24,47,97,180,165,586,0,10,18,17,16,21,24,33,35,165,108,188,1080,660,381,302,285,346,347,3690,946,3201,15744,11407,8671,6017,4513,2786,1339,54620
LGA18100,0,3,0,9,12,22,57,34,17,149,0,0,0,0,0,0,0,0,6,9,8,7,21,24,29,46,39,47,15,232,71,123,292,328,425,580,573,345,140,2869
LGA18200,3,3,12,12,17,64,108,101,45,360,0,3,0,0,0,6,3,3,0,12,67,47,146,142,136,143,115,64,29,884,207,366,857,882,997,1150,946,491,138,6032
LGA18250,0,8,26,28,56,100,247,285,208,958,0,0,62,58,47,60,94,95,73,484,108,148,475,525,372,330,403,364,328,3052,1325,3960,9443,12734,10767,8200,6575,3720,2044,58765
LGA18350,11,10,24,46,64,152,303,247,141,998,8,7,13,21,13,23,21,17,10,125,105,126,222,247,324,336,385,437,362,2547,1227,2241,4805,5370,6810,7255,7738,5183,1750,42363
LGA18400,25,13,53,58,93,219,400,294,127,1278,0,3,15,13,18,15,31,25,17,133,162,118,270,310,298,254,271,274,214,2165,1764,3157,6523,6880,7286,6257,4930,2441,771,40010
LGA18450,45,45,194,300,399,940,1909,2163,1350,7335,12,23,93,131,143,162,298,342,282,1481,592,733,1352,1144,1063,981,1129,1340,1114,9442,5911,15441,28255,26709,26766,25895,20697,13280,5798,168751
LGA18500,0,0,7,8,13,26,58,87,84,291,0,0,15,11,8,10,8,18,15,95,124,130,369,305,264,229,241,345,402,2399,814,2719,8159,7039,6791,5981,5383,3809,1667,42365
LGA18710,4,5,10,19,33,53,89,79,62,338,0,0,7,0,7,4,11,6,3,38,40,52,112,111,162,131,121,97,49,883,442,793,1660,2173,2738,2272,1857,920,334,13195
LGA19399,0,0,0,0,5,5,5,3,3,27,0,0,0,3,0,4,0,0,0,10,3,0,21,14,12,13,25,14,0,106,27,38,141,155,161,211,192,58,18,1009
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,3,0,0,32
LGA20110,0,0,9,15,14,45,94,172,108,455,0,0,0,3,0,9,11,14,3,39,54,81,115,108,120,165,143,127,69,987,229,593,1314,1567,1793,2132,1932,1034,382,10970
LGA20260,11,10,21,25,28,49,146,154,105,549,0,3,7,6,12,16,18,8,7,75,32,56,144,122,142,141,120,103,40,899,249,568,1455,1318,1517,1739,1596,899,362,9713
LGA20570,69,95,180,186,232,408,895,1092,745,3903,8,26,52,36,70,54,60,29,24,359,354,421,831,670,703,619,730,724,525,5584,2842,7258,15536,14066,13822,13068,11538,6613,2859,87601
LGA20660,30,25,77,110,165,289,733,1373,1018,3820,7,26,77,98,109,162,154,147,139,926,172,245,637,581,490,482,581,545,363,4099,2322,7027,16301,18123,16862,14714,12473,7658,3464,98955
LGA20740,19,13,36,51,85,180,371,455,285,1499,0,6,8,10,21,17,22,43,29,159,114,88,271,339,332,419,544,409,228,2738,761,1469,3627,4264,4856,6498,6817,3507,1210,33009
LGA20830,37,23,84,94,123,221,442,662,419,2113,0,9,32,19,26,27,22,20,17,172,161,130,407,397,392,396,404,370,173,2833,1262,2850,7091,6530,6840,7356,6702,3773,1332,43734
LGA20910,13,7,20,37,57,101,249,463,428,1381,0,11,18,29,46,40,57,69,41,308,156,96,267,400,468,346,445,475,476,3132,2159,5127,7851,11708,16030,13697,10648,6729,3371,77324
LGA21010,5,8,20,15,29,68,181,219,156,708,0,0,7,10,4,8,6,8,5,38,65,49,127,138,161,196,184,170,91,1178,309,600,1393,1370,1719,2341,2276,1345,550,11915
LGA21110,27,19,42,68,116,167,455,864,746,2505,9,27,64,63,107,119,142,144,144,815,241,302,720,594,659,511,555,598,525,4704,3656,12081,20829,20252,23517,20289,15481,9618,4924,130646
