LGA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
LGA10050,6181,611,44,33,10,6874,6739,336,13,7,6,7099,3007,2234,186,14,5,5451,514,175,20,0,0,705,87,91,11,0,0,188,766,250,8,4,3,1030,105,39,3,25,3,175,26,20,7,0,0,57,4507,2811,236,40,19,7613,339,102,31,4,3,486,877,374,39,44,21,1345,18642,4233,357,132,49,23414
LGA10180,3548,137,14,21,3,3724,2760,72,12,0,6,2839,1500,660,292,12,10,2472,215,48,56,0,3,331,98,50,61,0,0,203,488,64,25,3,5,584,109,12,3,30,0,160,13,9,0,0,0,19,2423,858,439,48,16,3771,238,35,3,0,4,281,606,117,71,49,11,850,9561,1215,542,116,38,11467
LGA10250,6040,1195,200,261,20,7714,4136,679,142,16,7,4973,1422,1041,348,14,5,2841,202,282,49,0,0,537,54,72,15,0,0,140,721,307,91,22,9,1153,94,19,8,97,28,250,23,10,0,0,0,43,2521,1731,514,138,42,4960,388,142,54,13,0,597,585,280,81,213,15,1167,13671,4023,992,646,77,19412
LGA10300,293,0,0,11,14,317,179,0,0,3,10,189,27,7,7,0,0,38,16,13,0,0,0,28,9,0,3,0,0,13,57,10,4,0,0,71,29,0,5,7,0,41,3,0,0,0,0,3,141,24,11,7,0,190,41,0,0,4,9,54,131,5,0,0,4,140,793,34,14,23,30,891
LGA10470,5064,305,92,16,17,5496,5033,181,42,5,7,5261,2120,793,425,12,8,3353,321,119,52,0,4,500,51,58,7,0,0,115,636,117,41,0,8,804,71,19,8,5,0,109,21,9,0,0,0,32,3223,1113,538,22,23,4912,192,28,32,6,7,266,635,142,69,37,5,890,14145,1769,771,83,51,16818
LGA10500,10248,2453,4140,79,12,16929,7627,2680,8464,31,17,18820,2732,1593,16942,231,67,21564,174,530,1130,0,3,1835,70,96,251,3,0,429,812,324,1745,67,24,2976,110,82,419,26,18,657,20,13,85,5,0,121,3921,2638,20574,337,109,27582,326,118,467,12,5,923,957,415,2479,81,45,3971,23075,8302,36123,540,184,68218
LGA10550,6516,466,167,219,29,7405,3599,167,94,13,15,3884,964,328,331,4,7,1637,184,66,18,6,0,273,42,43,8,0,0,98,703,115,74,24,10,935,115,9,7,61,5,204,15,5,0,0,0,29,2029,567,438,102,28,3163,271,69,20,20,5,386,758,102,57,66,10,999,13167,1371,784,428,82,15841
LGA10600,2369,65,42,128,13,2618,1356,32,5,9,6,1409,450,54,67,5,3,577,48,15,19,0,0,78,22,12,0,0,0,34,358,14,22,0,4,412,39,3,11,29,4,89,6,0,0,0,0,6,932,96,117,36,13,1193,97,6,0,3,0,108,333,18,25,38,0,417,5087,213,192,212,29,5738
LGA10650,1508,59,8,14,8,1598,923,21,0,5,4,947,234,86,12,0,0,336,7,0,0,0,0,11,13,18,0,0,0,31,174,28,4,0,3,211,56,13,3,8,3,77,6,0,0,0,0,7,497,144,19,6,9,675,79,17,0,8,3,106,317,22,9,32,14,397,3318,258,38,65,40,3716
LGA10750,22775,1480,382,13,9,24667,44680,5455,1856,29,91,52106,19778,4341,4145,52,63,28366,4499,1757,870,0,8,7135,359,255,154,0,0,767,3588,474,409,6,19,4502,670,108,73,0,8,855,150,52,36,0,3,240,29054,6979,5688,55,96,41873,840,365,108,0,3,1315,5490,1171,868,14,30,7569,102829,15456,8898,110,234,127529
LGA10800,990,21,4,22,9,1043,567,5,0,10,5,587,88,22,25,0,0,130,25,0,3,0,0,32,6,10,0,0,0,15,135,9,5,0,7,152,64,14,11,6,6,100,4,0,3,0,0,0,326,57,39,6,4,434,107,8,0,3,10,133,195,4,11,25,30,262,2181,97,51,69,52,2455
LGA10850,1109,15,0,4,0,1126,943,9,0,4,8,963,279,49,15,0,0,346,39,9,5,0,0,49,20,5,4,0,0,24,151,4,0,3,0,161,21,0,0,7,0,34,6,0,0,0,0,6,517,65,25,12,5,614,65,0,0,0,0,66,188,9,3,0,0,194,2816,91,27,19,11,2967
LGA10900,12060,408,160,7,14,12648,11658,177,93,4,6,11941,2870,342,334,21,14,3583,76,81,50,0,0,212,132,143,106,4,0,387,1009,79,78,5,3,1178,70,8,17,3,4,102,22,4,7,0,0,33,4179,660,589,35,24,5486,297,84,89,0,9,479,828,80,79,10,23,1013,29025,1414,1013,58,69,31576
LGA10950,375,9,0,11,8,393,227,0,0,0,3,231,36,0,0,0,0,44,27,13,0,0,0,39,10,8,0,0,0,16,79,12,0,0,3,95,50,16,0,6,3,74,9,0,0,0,0,6,211,46,6,3,3,273,38,0,0,0,0,49,82,7,0,0,5,92,931,60,6,21,25,1039
LGA11150,247,0,0,17,7,279,169,0,0,0,0,171,34,0,5,0,0,39,45,0,6,0,0,48,35,0,0,0,4,37,53,0,0,0,0,58,78,3,5,12,3,104,0,0,0,0,0,0,251,9,13,9,13,290,54,0,0,7,6,65,147,4,0,9,20,179,872,8,17,46,45,983
LGA11200,112,3,0,0,12,127,48,0,0,0,0,50,11,0,0,0,0,15,85,17,3,0,0,105,50,3,0,0,0,52,19,3,0,0,0,26,29,3,0,3,3,42,0,0,0,0,0,3,206,27,3,5,4,249,38,0,0,3,3,46,109,14,3,13,12,139,520,44,4,16,25,613
LGA11250,3082,29,3,33,4,3160,2195,10,0,0,4,2219,670,60,72,0,0,805,82,26,16,0,0,121,37,12,20,0,0,73,544,30,23,6,6,602,170,15,19,26,8,236,4,3,3,0,0,22,1503,146,159,27,13,1845,142,5,21,3,9,174,544,21,46,12,8,633,7470,206,226,80,40,8021
LGA11300,2337,762,650,9,3,3764,1489,645,1068,0,0,3209,633,428,3999,70,52,5179,6,113,198,0,0,315,21,12,68,0,0,103,209,106,531,10,9,869,43,24,148,0,3,216,4,7,36,0,0,44,915,691,4978,85,59,6728,77,40,180,0,4,304,215,81,494,6,22,820,5033,2213,7370,104,91,14817
LGA11350,4263,358,159,226,24,5029,3230,318,115,25,7,3690,1118,411,239,30,15,1811,42,19,27,0,0,97,63,35,57,0,0,153,1272,207,180,68,20,1743,134,12,9,93,5,261,20,9,6,0,0,34,2652,689,520,188,42,4092,224,37,25,23,9,312,1099,145,92,98,8,1447,11468,1545,911,557,90,14568
LGA11400,2108,11,10,94,0,2230,1631,10,0,63,3,1708,260,22,17,4,0,304,18,6,0,0,0,23,8,7,15,4,0,28,295,7,3,10,3,333,74,3,0,3,0,88,5,0,0,0,0,5,675,38,35,20,3,779,176,3,4,13,0,197,353,9,10,27,0,404,4949,78,63,216,8,5320
LGA11450,6933,320,60,111,16,7439,18903,603,84,4,14,19608,6566,758,134,11,15,7474,266,72,41,0,0,379,45,85,0,0,0,133,903,99,21,7,9,1032,165,14,3,20,0,204,33,7,0,0,0,47,7979,1036,191,32,20,9265,335,208,19,3,10,575,1111,126,26,22,8,1296,35264,2293,379,181,66,38185
LGA11500,11399,1301,438,0,7,13148,19934,2315,699,0,19,22971,8286,2261,1657,8,18,12233,2594,1768,211,0,3,4575,169,207,113,0,4,487,1483,288,152,0,8,1934,208,49,36,0,0,289,51,22,11,0,0,89,12788,4592,2178,10,33,19601,397,359,305,0,5,1063,2249,817,305,0,21,3391,46767,9393,3927,15,76,60175
LGA11520,6232,968,3529,41,5,10774,4416,1105,4357,69,7,9952,1417,772,8172,213,20,10598,72,177,386,0,0,636,27,32,159,0,0,217,341,125,876,40,9,1387,44,62,181,5,3,296,6,0,27,0,0,40,1906,1166,9807,260,30,13171,134,56,249,12,0,445,358,131,840,29,13,1367,13052,3425,18777,402,56,35718
LGA11570,25858,3898,3644,80,17,33505,21515,6601,6900,102,35,35154,8788,3822,15500,277,97,28487,2319,1963,3273,0,12,7566,276,554,847,3,10,1686,2983,822,1714,72,41,5626,705,162,415,20,14,1323,94,48,119,10,6,274,15173,7367,21870,373,172,44960,1020,296,544,16,12,1885,3845,1157,3501,79,65,8645,67401,19325,36457,653,297,124137
LGA11600,369,0,0,18,5,387,193,0,0,0,0,202,36,0,0,0,0,42,8,0,4,0,0,14,9,0,5,0,0,7,114,0,6,0,0,126,75,0,9,11,6,104,4,0,0,0,0,4,241,0,20,15,9,297,101,0,0,3,6,114,131,0,10,13,0,158,1046,0,27,54,21,1155
LGA11650,37951,5093,2570,372,57,46044,40724,2494,1709,64,38,45024,16117,3815,4689,313,87,25025,1247,1312,789,5,14,3358,362,380,371,5,3,1117,4340,658,664,66,33,5760,676,146,63,137,16,1033,120,45,44,29,0,232,22858,6352,6612,547,154,36531,1282,1521,544,34,15,3399,4670,1290,994,187,45,7178,107480,16745,12438,1200,313,138174
LGA11700,207,0,0,20,39,273,44,0,0,0,4,49,6,0,0,0,0,7,65,12,3,0,3,78,52,4,0,0,0,53,27,0,0,0,6,35,52,7,0,15,9,81,0,0,0,0,0,0,197,20,10,11,24,257,44,0,3,4,25,74,135,5,9,11,8,170,630,30,13,45,102,822
LGA11720,6859,279,16,38,24,7222,8525,186,27,7,13,8756,3365,850,165,8,7,4403,320,158,37,0,0,524,62,64,7,0,0,132,860,77,25,3,0,968,111,15,6,0,9,140,23,14,3,0,0,38,4741,1180,245,15,16,6204,249,61,9,4,0,322,931,162,36,22,7,1160,21311,1861,335,87,60,23659
LGA11730,8764,352,175,570,48,9911,5500,156,52,73,9,5798,1844,470,465,27,16,2819,202,58,41,0,0,305,85,113,24,0,0,224,1138,135,135,31,12,1461,149,23,29,137,17,354,30,19,5,5,0,54,3450,823,702,192,46,5215,288,22,33,19,14,381,1144,150,106,137,17,1545,19147,1506,1070,998,137,22849
LGA11750,506,0,0,24,5,534,376,0,0,7,3,392,115,27,20,3,0,166,48,6,9,0,0,69,18,4,7,0,0,27,81,0,9,6,0,99,87,16,25,9,3,137,3,0,0,0,0,5,353,52,75,12,3,506,51,5,6,0,0,61,234,11,20,17,0,293,1524,67,105,60,15,1779
LGA11800,9380,906,628,515,64,11494,7911,573,334,36,8,8863,2753,1135,1381,20,25,5314,368,218,201,3,0,788,208,135,126,0,0,463,1300,280,290,29,20,1918,196,41,38,136,27,438,36,17,14,5,3,73,4860,1832,2039,187,75,8993,327,185,78,25,7,624,1123,287,297,165,21,1885,23607,3783,3379,926,176,31859
LGA12000,741,8,6,4,6,762,538,3,0,0,0,544,89,5,4,0,0,103,4,0,3,0,0,8,8,3,0,0,0,9,111,4,0,0,0,117,25,0,0,3,0,26,6,0,0,0,0,6,244,10,10,3,0,268,65,0,0,3,0,66,108,3,0,0,0,111,1689,24,13,12,6,1748
LGA12150,508,0,4,3,6,517,294,4,0,0,0,297,65,0,14,0,0,77,82,5,11,0,0,99,31,5,4,0,0,38,116,0,3,0,0,127,46,13,5,0,3,63,3,0,0,0,0,6,341,21,37,0,7,408,70,0,7,0,0,75,223,4,12,27,0,261,1429,28,57,29,15,1560
LGA12160,2087,33,16,13,3,2157,1122,14,9,4,5,1148,316,100,36,4,0,457,151,7,19,0,0,177,0,0,0,0,0,0,248,27,4,8,3,288,66,4,3,0,0,74,5,6,0,0,0,7,777,142,67,13,3,1004,143,26,3,5,0,176,328,27,8,24,6,385,4460,238,100,62,14,4876
LGA12350,2187,54,0,18,4,2265,1331,23,3,5,4,1367,467,144,44,3,0,659,145,10,18,0,0,171,33,9,5,0,0,45,301,28,9,0,3,347,58,11,3,11,0,78,14,4,0,0,0,17,1007,203,78,14,4,1306,120,10,3,0,0,133,382,20,20,18,0,442,5028,308,109,52,19,5509
LGA12380,13319,1636,1846,17,11,16828,12374,3670,5058,30,27,21159,6467,2844,11527,74,115,21040,979,1287,1687,0,8,3965,130,305,708,0,0,1150,2013,498,1160,26,33,3738,645,130,329,14,20,1138,92,35,102,4,0,235,10326,5104,15513,126,188,31258,597,196,358,6,4,1161,2993,903,2245,31,46,6217,39614,11504,25021,208,276,76629
LGA12390,5517,266,80,53,21,5937,6401,124,31,10,13,6581,2542,650,646,22,14,3877,400,102,158,0,0,662,118,57,48,3,0,223,999,66,62,14,9,1149,138,23,57,22,21,264,30,8,20,0,0,59,4232,900,989,63,40,6229,225,174,59,7,5,474,1373,205,184,44,40,1851,17750,1681,1344,178,117,21070
LGA12700,1509,4,0,23,7,1544,1397,6,0,6,3,1413,247,28,0,4,5,288,17,0,0,0,0,19,9,0,0,0,0,7,174,3,0,0,0,187,33,6,0,3,0,36,3,0,0,0,0,3,490,37,10,5,8,541,79,8,0,4,0,91,186,0,0,4,0,195,3654,54,8,47,21,3788
LGA12730,1314,49,4,7,7,1384,964,13,6,0,4,985,326,161,11,3,0,492,51,15,0,0,0,71,25,14,0,0,0,34,155,17,0,0,0,174,51,9,0,6,7,67,3,0,0,0,0,6,608,214,16,10,9,849,99,3,0,3,0,104,283,63,4,21,18,392,3269,335,22,36,43,3707
LGA12750,7498,491,263,252,32,8537,3820,135,79,13,8,4048,1250,336,424,17,0,2026,174,108,56,0,0,342,97,45,22,5,0,168,870,100,103,13,7,1099,101,14,24,92,16,249,25,12,6,0,0,41,2517,619,637,131,29,3931,269,129,30,9,5,446,999,139,86,112,8,1342,15101,1513,1093,515,78,18305
LGA12850,16850,1169,1166,27,12,19221,13310,1819,1336,13,22,16500,7516,1851,4013,53,97,13525,1466,1626,837,0,6,3930,258,350,397,0,0,1012,2348,371,645,18,15,3403,824,129,229,41,24,1246,113,38,61,0,0,209,12521,4372,6184,119,143,23332,676,132,150,6,8,973,2587,516,898,60,39,4102,45944,8000,9725,224,217,64125
LGA12870,2250,155,10,35,9,2460,1469,39,5,9,0,1513,418,221,10,7,0,658,30,5,0,0,0,34,5,11,0,0,0,13,239,54,3,0,8,300,54,10,4,8,0,73,6,8,0,0,0,20,746,300,18,18,10,1096,107,39,0,0,0,147,351,47,0,11,0,413,4929,586,30,70,23,5626
LGA12900,1306,29,10,19,3,1374,1044,15,5,8,0,1068,324,74,109,5,0,513,113,10,14,0,0,134,8,0,5,0,0,19,204,19,8,0,0,235,53,3,4,12,4,74,6,0,4,3,0,15,709,99,138,28,4,983,115,4,7,3,0,127,281,18,41,18,5,358,3456,181,198,69,17,3915
LGA12930,12503,1888,2868,32,3,17293,9746,1931,4544,36,9,16271,2935,1159,9086,171,49,13409,259,427,531,0,0,1212,64,89,172,0,0,332,811,193,1100,53,9,2163,142,90,129,11,7,370,23,5,41,0,0,72,4229,1971,11057,235,65,17562,360,145,335,11,5,846,866,285,1143,39,16,2341,27702,6211,19944,352,98,54316
LGA12950,643,15,0,16,0,673,398,4,0,0,0,402,118,0,41,0,0,159,51,0,0,0,0,53,10,3,0,0,0,17,110,0,5,3,0,116,29,6,4,0,0,37,12,0,0,0,0,12,333,8,51,6,0,391,89,8,0,0,0,104,176,6,13,36,10,236,1627,42,63,60,11,1802
LGA13010,1641,24,5,22,6,1701,876,4,0,12,0,890,392,111,29,8,0,530,38,0,0,0,0,42,33,0,24,0,0,55,200,9,13,3,4,223,32,0,0,5,0,46,7,0,0,0,0,9,697,125,72,15,3,913,97,9,0,3,0,110,348,29,7,15,5,399,3664,189,85,63,15,4015
LGA13310,4060,207,26,38,4,4331,3779,119,16,8,4,3933,1512,410,206,27,3,2160,394,83,35,0,0,511,36,61,18,0,0,121,490,62,38,7,0,601,76,15,12,17,3,125,14,4,4,0,0,20,2524,635,311,51,12,3533,148,77,3,3,3,232,673,88,37,25,11,839,11185,1120,401,132,34,12865
LGA13340,1680,12,0,5,10,1707,1400,3,0,0,0,1406,239,25,0,0,0,264,15,11,0,0,0,21,8,15,0,0,4,25,243,5,0,0,0,250,47,3,0,3,0,51,3,3,0,0,0,5,541,61,0,3,6,618,146,0,0,0,4,154,384,14,0,3,0,401,4160,86,4,16,16,4284
LGA13450,2946,76,77,31,7,3141,2621,48,42,3,4,2713,988,182,565,24,4,1763,226,22,42,0,0,291,38,20,40,0,0,96,519,38,85,11,4,657,136,20,39,29,3,226,17,3,9,0,0,34,1920,282,780,65,11,3061,217,19,24,6,8,273,632,55,108,46,10,852,8334,475,1030,154,44,10042
LGA13550,1532,48,0,15,5,1604,1512,24,0,3,0,1541,595,167,64,0,0,831,81,27,5,0,0,113,30,24,7,0,0,66,258,23,0,3,0,281,61,4,8,16,6,83,9,0,0,0,0,9,1037,248,81,22,8,1382,123,34,0,3,0,163,364,77,16,35,0,491,4570,437,100,69,13,5185
LGA13660,955,3,0,24,20,1007,406,0,0,0,0,406,113,10,0,0,0,126,3,0,0,0,0,7,8,3,0,0,0,10,138,3,0,0,0,138,57,0,0,0,0,63,4,0,0,0,0,7,317,21,8,0,0,354,128,0,0,0,4,134,165,0,8,18,6,196,1973,28,11,52,31,2093
LGA13800,6832,412,154,58,16,7467,8857,498,87,7,15,9459,2515,834,290,14,12,3661,350,174,9,0,0,536,150,97,14,0,3,264,690,97,40,8,5,850,171,28,5,36,7,244,15,3,0,0,0,24,3900,1236,361,62,26,5582,317,44,47,5,10,429,825,138,64,76,4,1109,20724,2327,717,210,70,24048
LGA13850,484,10,0,10,4,506,245,3,0,0,0,251,79,26,6,0,0,120,30,3,0,0,0,30,0,5,0,0,0,5,89,14,0,0,0,108,34,4,3,4,8,46,0,6,0,0,0,7,233,61,10,4,6,316,54,0,0,0,0,61,134,14,3,0,3,161,1154,92,12,11,16,1291
LGA13910,3048,105,18,29,9,3209,2017,42,9,3,6,2068,734,176,86,10,3,995,84,20,3,0,0,100,41,29,4,0,0,76,389,33,12,8,0,442,106,15,8,15,4,146,5,4,0,0,0,12,1360,263,110,22,12,1773,245,29,4,4,6,291,577,69,10,11,9,670,7243,506,144,77,38,8010
LGA14000,14731,1175,1635,50,11,17606,15960,1382,3108,14,12,20466,3402,852,4716,23,12,9005,76,145,277,0,3,498,71,138,305,0,4,518,955,147,581,12,5,1697,114,15,88,28,5,245,16,13,44,0,0,71,4634,1307,6013,60,32,12037,454,390,482,0,5,1333,699,149,528,9,11,1401,36475,4401,11767,142,71,52852
LGA14100,1400,317,172,4,0,1894,1135,200,147,0,0,1489,219,170,347,3,0,737,4,0,144,0,0,148,3,0,110,0,0,113,72,35,44,0,0,159,9,0,4,0,0,15,0,0,3,0,0,8,310,207,658,3,5,1174,40,9,57,0,3,109,87,23,54,3,3,172,2972,756,1086,9,10,4839
LGA14170,9146,5617,3736,116,16,18623,7593,7506,6317,90,19,21526,3115,5182,16700,640,71,25714,115,251,1394,0,5,1755,110,81,623,3,5,818,852,1096,1857,171,20,3993,73,88,193,36,11,399,13,12,62,0,0,95,4273,6714,20823,853,117,32779,254,210,495,10,7,984,567,629,1710,124,22,3057,21840,20674,33076,1200,173,76964
LGA14220,2544,51,10,16,13,2632,1847,11,0,10,5,1878,754,258,25,5,8,1053,113,25,0,0,0,141,63,52,8,0,9,124,362,13,11,0,4,390,81,10,5,20,11,128,13,11,4,0,0,29,1383,365,48,33,25,1862,179,9,5,3,0,199,621,88,9,41,3,759,6576,534,68,105,47,7326
LGA14300,814,7,9,6,0,831,640,7,0,9,0,659,290,15,36,0,0,346,34,4,11,0,0,47,0,5,5,0,0,9,114,0,0,0,0,118,16,0,0,0,0,18,0,3,0,0,0,0,450,20,55,3,3,536,51,0,0,0,0,51,123,6,29,6,0,165,2081,42,90,20,5,2241
LGA14350,4994,63,147,158,23,5382,2959,36,54,20,9,3076,1102,126,348,13,0,1594,142,10,29,0,0,191,146,25,56,0,3,234,563,23,52,4,3,640,94,0,10,60,3,167,24,0,0,0,0,26,2075,188,497,77,19,2856,166,0,7,25,0,201,774,30,90,90,6,1000,10972,316,793,366,53,12510
LGA14400,3406,453,264,36,11,4173,2295,283,69,4,0,2656,518,310,216,4,4,1054,26,26,9,0,0,62,17,21,8,0,0,45,248,50,53,7,0,355,26,4,9,12,0,50,4,3,0,0,0,11,833,414,286,27,7,1573,86,73,133,0,0,292,230,73,54,11,10,374,6852,1294,807,86,25,9064
LGA14500,13007,802,3081,15,3,16906,12353,399,2823,43,3,15622,2295,265,4320,51,17,6954,13,0,8,0,0,23,16,15,63,0,4,96,555,50,485,10,0,1100,58,15,71,0,5,147,8,4,24,0,0,34,2946,354,4978,64,24,8356,326,73,452,0,9,863,514,39,368,15,0,934,29141,1660,11695,138,43,42683
LGA14550,1809,3,23,44,19,1903,955,0,0,7,0,961,264,8,39,4,0,316,31,0,9,0,0,39,16,0,0,0,0,18,305,0,18,14,0,328,34,0,0,3,0,32,0,0,0,0,0,4,648,8,62,19,0,735,144,0,6,6,0,153,333,0,9,19,4,370,3889,11,106,97,23,4125
LGA14600,921,3,4,8,8,948,512,0,0,4,5,518,105,14,8,0,0,121,85,9,10,0,0,102,67,0,11,0,0,81,177,3,20,0,5,209,70,12,13,4,0,100,17,0,0,0,0,19,523,38,53,9,10,626,117,4,0,0,3,120,244,24,16,11,0,292,2323,69,74,28,21,2514
LGA14650,26658,2469,804,258,18,30209,27868,1136,381,25,13,29420,8169,1965,1100,46,23,11301,1760,805,519,0,5,3088,192,158,249,0,6,610,2686,382,202,27,19,3305,314,82,45,65,22,526,63,25,25,0,0,109,13178,3416,2133,143,63,18936,785,696,222,10,11,1729,2255,483,290,85,23,3138,70738,8205,3837,522,133,83435
LGA14700,2679,228,1415,0,0,4321,2327,241,2492,0,0,5058,577,182,3970,9,8,4747,8,48,56,0,0,111,11,39,101,0,0,146,162,32,466,0,0,658,12,0,80,0,3,93,0,0,19,0,0,17,772,302,4681,13,14,5781,61,26,150,0,5,241,91,29,406,0,3,523,5929,830,9141,15,19,15930
LGA14750,1356,10,57,18,4,1447,1232,8,24,13,5,1286,384,59,174,10,0,620,96,4,6,0,0,105,4,5,0,0,0,8,233,18,43,0,4,305,58,4,14,9,0,89,3,0,3,0,0,11,781,88,239,25,3,1136,61,5,3,0,8,83,314,18,38,19,0,401,3746,134,366,74,28,4347
LGA14850,5920,320,131,118,15,6510,5176,205,91,8,6,5481,1383,603,376,9,9,2383,233,143,52,0,0,434,60,136,40,3,0,239,1119,144,100,24,7,1398,86,18,19,101,0,223,20,18,4,3,0,47,2903,1065,595,140,22,4727,256,93,9,8,8,373,985,154,90,62,17,1313,15237,1843,912,336,63,18390
LGA14870,3367,140,9,26,11,3564,2420,45,6,12,8,2487,873,216,72,10,5,1172,295,81,18,0,0,399,11,16,11,0,0,45,324,23,16,3,5,373,47,3,7,11,7,73,4,3,0,0,0,8,1567,347,120,22,11,2069,98,87,6,0,0,196,521,77,16,10,4,630,7977,695,154,77,37,8946
LGA14900,14135,885,947,4,25,16000,22522,2376,1892,0,70,26869,8021,2139,5778,23,57,16014,1763,875,1277,0,12,3922,195,189,387,0,9,782,1762,246,453,3,24,2485,957,98,139,0,6,1201,84,14,51,0,3,151,12775,3566,8085,23,113,24559,561,184,218,6,9,979,2842,569,1422,13,18,4861,52836,7584,12566,52,233,73273
LGA14920,1255,5,6,7,3,1276,699,9,4,3,0,710,251,32,16,0,0,298,32,5,5,0,0,37,47,13,3,0,0,67,195,0,0,0,0,205,78,0,0,4,0,81,3,0,0,0,0,3,614,49,27,3,4,696,123,0,0,5,0,128,348,39,3,14,3,413,3044,99,41,31,11,3222
LGA14950,584,0,0,0,12,597,344,0,0,3,6,351,45,0,5,0,0,57,0,0,5,0,0,6,3,0,5,0,0,10,86,0,0,0,4,93,20,0,0,0,0,22,3,0,0,0,0,4,158,5,16,0,0,187,52,0,0,0,0,48,91,0,0,0,8,103,1237,10,16,5,21,1293
LGA15050,8433,571,53,117,11,9193,12352,371,41,8,7,12783,4761,1262,421,28,5,6475,777,238,86,0,3,1104,246,147,66,0,3,463,1026,157,42,7,7,1238,389,32,5,42,4,472,30,13,0,0,0,45,7220,1850,627,78,22,9802,353,305,14,5,4,684,909,200,75,21,4,1203,29276,3300,811,227,58,33667
LGA15240,16918,1502,686,465,46,19610,9049,367,205,28,14,9659,3515,898,1154,73,21,5658,314,142,156,0,0,608,181,159,155,0,0,495,1482,206,188,31,10,1916,212,48,43,98,16,411,30,27,16,0,0,77,5730,1483,1700,204,55,9176,922,117,198,19,16,1275,2155,253,277,173,53,2909,34771,3720,3070,892,183,42636
LGA15270,3663,114,11,38,7,3832,3078,51,3,11,0,3144,1207,332,41,17,4,1589,159,27,24,0,0,216,35,25,3,0,0,69,384,36,0,5,3,428,68,13,0,14,9,105,14,3,0,0,0,20,1868,437,72,31,13,2420,208,9,0,4,6,228,691,67,7,101,4,873,9506,678,92,195,30,10502
LGA15300,1230,67,0,73,26,1401,928,50,0,8,0,1001,445,193,38,5,3,680,165,38,15,0,0,212,83,23,7,0,4,119,229,18,0,8,5,270,117,21,4,31,30,203,11,5,0,0,0,21,1048,303,73,37,39,1501,209,24,3,13,9,261,889,151,43,29,13,1127,4310,600,118,164,97,5288
LGA15350,2146,682,1614,24,7,4469,1438,435,1112,12,0,2995,297,198,2626,39,4,3165,4,5,41,0,0,51,0,9,37,0,3,43,90,44,414,12,4,562,9,0,12,0,0,21,0,0,5,0,0,8,409,249,3130,57,13,3856,42,17,147,0,0,212,78,43,239,16,14,386,4114,1428,6236,114,33,11921
LGA15520,2091,137,12,54,27,2317,1337,31,4,5,3,1378,330,138,15,3,0,489,19,0,0,0,0,20,23,18,0,0,0,42,225,26,3,0,0,260,96,9,0,29,0,144,7,0,0,0,0,12,703,195,23,33,3,963,169,46,3,3,4,226,358,38,3,14,8,428,4653,448,38,116,48,5304
