LGA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
LGA22490,170,0,0,0,0,173,104,0,0,0,0,100,82,0,0,0,0,82,173,5,0,0,0,179,215,3,0,0,0,221,666,5,0,3,0,672,860,4,0,0,0,866,997,7,0,0,0,1005,444,0,0,0,0,448,265,0,5,0,0,264,147,0,0,0,0,145,259,0,0,0,0,259,4388,28,5,3,0,4416
LGA22620,706,15,0,0,3,721,424,14,6,0,0,448,364,14,3,0,0,383,788,33,3,0,0,828,1188,59,5,3,0,1250,3823,108,11,3,9,3953,3685,64,13,3,8,3770,2639,40,3,0,0,2688,810,6,0,0,0,823,588,12,0,0,0,600,377,3,0,0,0,380,890,15,0,0,0,904,16276,380,47,18,27,16755
LGA22670,856,95,47,0,0,997,233,47,33,0,0,315,221,41,16,0,0,278,369,75,54,0,0,498,510,108,108,0,3,730,1463,414,266,4,0,2151,1771,566,211,3,0,2549,2837,591,163,0,0,3592,1513,199,41,0,0,1754,1220,115,19,0,0,1350,676,61,22,0,0,762,987,161,71,0,0,1223,12654,2482,1044,7,7,16200
LGA22750,1462,89,16,3,0,1572,712,36,8,0,0,760,569,35,6,0,0,606,1164,91,18,3,0,1275,1501,128,35,6,0,1667,5117,390,95,4,0,5611,6567,390,65,0,3,7033,8201,276,61,0,11,8556,3079,90,15,3,4,3188,2238,56,16,0,8,2310,1415,42,5,0,0,1468,1880,100,19,4,0,1997,33910,1725,358,23,31,36046
LGA22830,356,10,0,0,5,369,217,11,0,0,0,224,204,14,0,4,0,222,481,23,0,3,3,511,770,19,0,5,0,796,2146,45,0,0,0,2190,1595,14,0,0,0,1615,1135,7,0,0,4,1150,327,0,0,0,0,328,221,0,0,0,0,226,182,0,0,0,6,189,469,10,0,0,0,478,8096,158,3,19,13,8292
LGA22910,139,0,0,0,0,144,81,0,0,0,0,82,72,0,0,0,0,70,136,0,0,0,0,139,176,0,0,0,0,173,428,7,0,0,0,436,395,3,0,5,0,402,386,0,0,0,3,384,141,0,0,0,0,142,102,0,0,0,0,105,104,0,0,0,0,110,161,0,0,0,0,161,2311,23,7,10,5,2352
LGA22980,70,0,0,0,0,70,73,0,0,0,0,77,62,0,0,0,0,62,103,0,0,0,0,101,88,0,0,0,0,88,95,0,0,0,0,97,42,0,0,0,0,42,26,0,0,0,0,26,7,0,0,0,0,7,8,0,0,0,0,8,12,0,0,0,0,12,48,0,0,0,0,50,617,0,0,0,0,626
LGA23110,460,101,17,0,0,584,141,34,5,0,0,183,123,25,10,0,0,159,218,54,10,0,0,279,290,64,23,0,0,381,842,235,77,0,0,1155,1009,337,119,3,0,1474,1627,637,102,0,4,2368,1073,437,43,0,0,1558,1096,485,25,0,4,1612,1076,303,20,4,0,1400,570,139,24,0,0,732,8522,2854,487,13,8,11887
LGA23190,131,3,0,0,0,134,85,0,0,0,0,84,97,0,0,0,0,101,202,0,0,0,0,210,316,6,4,0,0,325,726,3,4,0,0,726,429,3,0,0,0,434,292,0,5,0,0,295,90,0,0,0,0,88,74,0,0,0,0,74,33,0,0,0,0,32,131,0,0,0,0,131,2603,17,13,0,3,2633
LGA23270,1304,83,23,0,0,1420,495,37,9,0,0,543,399,25,10,0,0,431,778,65,29,0,0,869,1093,106,30,0,0,1220,3949,411,115,0,4,4480,6301,608,141,0,4,7051,9804,435,59,0,5,10301,3417,102,14,0,6,3531,2102,62,9,0,0,2173,1347,45,4,0,0,1400,2406,141,27,0,0,2571,33402,2112,460,0,16,35995
LGA23350,105,3,0,4,0,106,56,0,0,0,0,58,54,3,0,0,0,58,120,0,0,0,0,121,180,0,0,0,0,185,510,8,0,0,0,521,460,4,0,3,0,470,426,0,3,3,0,429,151,4,0,0,3,156,156,0,0,0,0,158,71,0,0,0,0,72,133,3,0,3,0,134,2414,35,7,16,10,2480
LGA23430,763,243,93,0,0,1102,233,92,29,0,0,344,167,70,37,0,0,274,350,143,48,4,0,547,447,167,87,7,0,709,1281,455,404,9,0,2138,1537,696,555,6,0,2794,2693,1268,701,5,0,4671,2088,829,296,4,3,3222,2627,664,170,3,0,3461,1775,361,83,0,0,2222,958,311,147,0,0,1419,14919,5304,2645,36,10,22910
LGA23670,1097,111,16,0,0,1220,339,44,9,0,0,392,320,40,3,0,0,365,550,58,11,0,0,618,755,83,20,0,0,859,2221,267,99,0,0,2588,2686,463,130,0,3,3286,4639,679,88,4,0,5422,3075,303,24,0,0,3411,2543,178,4,0,0,2726,1249,84,4,0,0,1337,1264,119,14,0,0,1395,20735,2428,432,8,7,23614
LGA23810,472,14,12,0,0,498,346,24,6,0,0,379,383,10,6,0,0,401,901,12,18,5,0,938,1121,17,19,0,0,1161,2460,41,18,0,0,2523,1713,19,3,0,0,1736,1202,12,5,3,0,1217,392,0,0,0,0,396,275,3,0,0,0,279,173,0,0,0,0,174,653,10,11,0,0,671,10084,162,101,8,10,10370
LGA23940,76,3,0,0,0,77,57,0,0,0,0,59,67,0,0,6,0,72,104,0,0,0,0,104,106,4,0,0,0,111,145,0,0,0,0,145,66,0,0,0,0,66,39,0,0,0,0,39,10,0,0,0,0,10,12,0,0,0,0,12,18,0,0,0,0,21,47,0,0,0,0,50,751,5,0,10,0,770
LGA24130,346,5,3,0,0,351,130,4,0,0,0,138,108,4,0,0,0,113,208,6,0,3,0,213,275,11,0,0,0,289,914,23,0,4,0,945,1171,37,8,5,0,1221,1851,33,3,12,3,1897,1025,8,0,4,0,1037,899,5,0,0,0,908,625,4,0,0,0,632,472,13,0,0,0,487,8026,149,18,35,0,8233
LGA24210,757,155,62,0,0,966,159,31,11,0,0,210,145,17,11,0,0,179,207,39,31,0,0,281,272,49,44,0,0,360,761,163,191,0,0,1113,744,225,295,0,3,1262,1538,427,348,0,0,2316,1091,377,136,0,0,1611,1930,442,89,0,3,2471,2458,325,42,0,6,2826,857,162,81,0,0,1105,10920,2411,1343,4,13,14690
LGA24250,58,0,0,0,0,62,33,0,0,0,0,33,35,0,0,0,0,38,68,3,0,0,0,68,85,4,0,0,0,95,210,4,0,3,0,225,211,0,4,0,0,218,227,0,0,0,0,227,69,0,0,0,0,69,62,0,0,0,0,65,58,0,0,0,0,60,97,0,0,0,0,97,1220,21,3,9,3,1252
LGA24330,377,132,50,5,0,564,84,26,16,0,0,128,66,29,21,0,0,112,124,51,54,0,0,225,168,59,115,0,0,340,480,252,477,8,0,1218,551,382,534,8,3,1483,1115,742,491,10,0,2363,881,437,171,3,0,1488,1183,357,95,4,0,1636,874,193,52,6,0,1122,374,138,96,3,0,612,6268,2809,2159,45,3,11286
LGA24410,760,53,17,0,0,831,293,13,9,0,0,316,268,13,3,0,0,283,401,29,16,0,0,447,505,49,28,0,0,583,1553,156,123,0,0,1830,1991,262,162,0,3,2423,3557,305,106,0,3,3968,2458,153,24,0,0,2632,2025,77,25,0,4,2129,1011,30,18,0,0,1063,871,52,18,0,0,942,15696,1193,545,0,12,17444
LGA24600,33,112,473,3,0,625,7,26,84,0,0,119,7,17,88,0,0,116,9,33,172,0,0,210,6,48,267,0,0,327,23,130,1264,0,3,1424,39,153,1712,0,11,1911,51,306,2186,0,6,2547,49,212,866,0,0,1132,76,333,762,3,0,1180,133,435,739,0,3,1314,43,128,441,0,0,614,480,1939,9056,12,17,11511
LGA24650,991,57,5,0,3,1057,386,26,5,0,0,409,338,35,5,0,0,374,594,47,3,0,0,643,920,71,10,0,0,1003,3428,284,30,0,0,3738,5481,315,45,0,3,5849,7718,294,13,0,10,8033,2798,72,3,0,3,2876,1856,63,4,0,4,1922,1067,37,3,0,0,1109,1942,84,4,0,0,2033,27498,1382,128,0,23,29029
LGA24780,306,8,7,0,0,319,185,0,0,0,0,195,216,8,0,0,0,221,489,19,15,0,0,521,704,26,12,0,0,743,1828,49,20,0,0,1897,1170,17,0,0,0,1190,785,13,0,4,0,806,239,0,0,0,0,236,162,0,0,0,0,162,111,0,0,0,0,111,434,17,5,4,0,458,6637,165,60,5,0,6873
LGA24850,286,6,0,0,0,293,154,6,0,0,0,161,124,4,0,0,0,131,220,14,0,0,0,239,364,20,0,0,0,390,1207,49,0,0,0,1259,1686,61,4,0,4,1754,1939,20,0,4,0,1956,688,6,0,0,0,699,472,4,0,0,0,472,250,3,0,0,0,254,509,12,0,0,0,520,7910,196,9,3,7,8129
LGA24900,205,4,0,6,0,220,129,6,0,0,0,133,134,6,0,0,0,142,246,14,0,5,0,264,356,6,0,0,0,364,845,19,0,5,0,862,621,4,0,0,0,625,434,6,0,3,0,443,124,3,0,0,0,127,96,0,0,0,0,97,104,0,0,0,0,107,221,8,0,0,0,225,3513,83,4,19,5,3615
LGA24970,1146,153,108,0,0,1400,235,37,31,0,0,303,196,30,26,0,0,256,317,50,36,0,0,411,371,76,70,0,0,513,1010,225,278,0,0,1514,1139,290,388,0,0,1817,2119,640,521,0,3,3285,1666,527,289,0,0,2491,2683,522,299,0,0,3505,2841,298,135,0,0,3268,1152,199,126,0,0,1478,14881,3062,2288,0,9,20242
LGA25060,569,153,69,0,0,796,156,30,38,0,0,227,118,36,32,0,0,188,174,81,43,0,0,298,229,84,102,0,0,418,671,310,402,3,0,1387,748,374,514,5,0,1636,1354,639,562,6,0,2565,1051,479,174,0,0,1702,1595,557,134,3,5,2294,1832,384,71,0,0,2282,721,216,106,0,0,1043,9228,3344,2243,24,7,14847
LGA25150,226,4,0,0,0,235,121,10,0,4,0,131,95,0,0,0,0,101,167,9,0,0,0,178,290,12,0,0,0,295,914,39,0,0,0,957,1326,27,0,0,4,1359,1585,18,0,0,0,1601,531,9,0,0,0,546,404,0,0,0,0,403,187,0,0,0,0,188,408,4,0,0,0,410,6257,139,0,7,3,6400
LGA25250,674,212,85,3,0,975,208,73,38,0,0,315,169,54,33,0,0,262,293,112,57,0,0,469,401,168,122,0,0,697,1030,561,549,9,3,2149,1250,847,780,0,6,2882,2333,1618,793,12,3,4764,1646,841,224,9,0,2718,1991,649,164,3,5,2816,1434,370,94,4,0,1894,832,312,121,4,0,1277,12270,5812,3059,50,18,21203
LGA25340,1134,103,26,0,0,1266,412,44,11,0,0,462,325,41,5,0,0,372,581,49,3,0,0,635,774,87,22,0,0,884,2229,237,43,3,0,2514,2882,289,52,0,0,3225,4534,252,62,0,0,4845,2575,76,32,0,0,2695,2356,65,14,0,4,2438,2040,54,18,0,0,2105,1371,80,15,0,0,1470,21221,1367,299,13,7,22908
LGA25430,160,7,0,0,0,163,119,0,0,0,0,121,87,0,0,0,0,92,139,0,0,0,0,139,210,0,0,0,0,212,548,4,0,0,0,555,551,8,0,0,0,558,442,4,0,0,0,451,187,0,0,0,0,187,125,0,0,0,0,127,68,0,0,0,0,64,156,0,0,0,0,155,2797,21,0,3,8,2834
LGA25490,133,0,0,0,0,133,61,3,0,0,0,65,66,0,0,0,0,66,122,4,0,0,0,125,168,7,0,0,0,169,391,0,0,0,0,392,389,5,0,0,0,393,324,6,0,0,0,331,127,0,0,0,0,128,84,0,0,0,0,84,99,0,0,0,0,99,151,0,0,0,0,154,2115,21,0,5,0,2141
LGA25620,98,0,0,0,0,96,57,0,0,0,0,54,41,0,0,0,0,46,98,0,0,0,0,98,145,0,0,0,0,143,413,0,0,5,0,421,353,3,0,0,0,359,406,0,0,0,0,406,165,0,0,0,0,163,130,0,0,0,0,130,80,0,0,0,0,82,143,0,0,0,0,143,2131,3,0,4,0,2144
LGA25710,493,3,11,0,0,504,153,0,3,0,0,161,135,4,0,0,0,140,208,9,3,0,0,220,277,14,7,0,0,291,796,35,26,0,0,854,1010,34,42,0,0,1087,1824,81,47,0,0,1951,1450,38,31,0,0,1516,1616,26,10,0,0,1644,1080,10,7,0,4,1092,614,15,8,0,0,633,9644,253,186,0,3,10094
LGA25810,74,0,0,0,3,82,70,0,0,0,0,70,98,0,0,0,0,98,193,4,0,0,0,192,209,0,0,0,0,209,314,0,4,0,0,318,151,0,0,0,0,151,69,0,0,0,0,69,26,0,0,0,0,26,14,0,0,0,0,14,18,0,0,0,0,18,72,0,0,0,0,70,1322,4,3,3,4,1340
LGA25900,100,210,280,0,0,585,22,42,82,0,0,145,16,32,82,0,0,131,13,41,125,0,0,186,19,69,221,4,0,310,57,183,825,19,0,1086,52,170,1316,24,4,1562,138,370,1827,32,0,2374,101,282,899,5,5,1294,207,540,707,16,0,1480,642,1244,524,12,3,2427,131,223,400,6,0,764,1495,3410,7295,126,18,12344
LGA25990,69,0,0,0,0,67,38,0,0,0,0,38,45,0,0,0,0,45,97,0,0,0,0,97,118,0,0,0,0,121,215,0,0,0,0,214,137,0,0,0,0,137,100,0,0,0,0,110,31,0,0,0,0,34,21,0,0,0,0,21,17,0,0,0,0,17,63,0,0,0,0,63,956,0,0,0,4,968
LGA26080,18,0,0,0,0,19,5,0,0,0,0,5,8,0,0,0,0,9,7,0,0,0,0,6,9,0,0,0,0,9,32,0,0,0,0,32,21,4,0,0,0,27,41,0,0,0,0,47,40,0,0,0,0,35,44,0,0,0,0,49,33,0,0,0,0,29,20,0,0,0,0,23,282,5,3,4,0,298
LGA26170,220,7,0,0,0,228,142,0,0,0,0,144,120,0,0,0,0,122,220,6,0,0,0,225,314,3,0,0,0,317,832,0,4,0,0,840,757,3,0,0,4,763,619,4,0,0,0,623,243,3,0,0,0,244,169,0,0,0,0,173,135,3,0,0,0,136,254,0,0,0,0,257,4016,29,5,7,9,4071
LGA26260,134,4,0,0,0,136,89,0,0,0,0,92,107,0,0,0,0,109,234,6,0,0,0,234,248,6,0,0,0,254,486,3,0,0,0,489,220,3,0,0,0,227,165,4,0,0,0,172,62,5,0,0,0,63,42,0,0,0,0,40,41,0,0,0,0,41,115,0,0,0,0,121,1950,23,3,3,0,1978
LGA26350,339,156,231,5,4,736,57,19,42,0,0,123,33,24,42,0,0,102,49,28,92,0,0,164,65,44,127,0,0,237,184,126,639,10,0,964,171,131,801,7,0,1111,342,280,1134,9,5,1764,240,199,534,0,0,972,540,426,493,0,0,1472,1981,770,402,3,3,3157,390,187,241,4,0,822,4386,2392,4804,39,11,11635
LGA26430,63,7,0,0,0,64,47,0,0,0,0,49,55,4,0,0,0,57,99,5,0,0,0,100,122,0,0,6,0,124,283,0,0,3,0,287,233,0,0,0,0,235,146,3,0,0,0,148,68,0,0,0,0,69,41,0,0,0,0,39,48,0,0,0,0,48,82,0,0,0,0,82,1278,13,0,5,0,1303
LGA26490,227,10,0,0,0,239,110,4,3,0,0,117,63,3,0,0,0,66,100,8,0,0,0,107,173,6,0,0,0,183,502,17,0,0,0,519,652,28,0,0,0,677,1041,36,5,0,0,1087,739,19,0,0,0,761,651,21,0,0,0,677,478,12,0,0,0,493,350,7,0,0,0,353,5087,165,11,3,4,5265
LGA26610,129,3,0,0,0,129,74,0,0,0,0,74,106,0,0,0,0,106,199,7,0,0,0,202,283,8,5,0,0,292,553,6,3,0,0,562,341,3,0,0,0,352,248,0,0,0,0,248,68,0,0,0,0,65,47,0,0,0,0,54,37,0,0,0,0,37,140,0,3,0,0,145,2216,21,12,11,3,2266
LGA26670,49,0,0,0,0,52,26,0,0,0,0,26,31,0,0,0,0,34,71,0,0,0,0,76,93,0,0,0,0,93,147,0,0,3,0,148,122,0,0,0,0,122,74,0,0,0,0,74,38,0,0,0,0,38,18,0,0,0,0,18,17,0,0,0,0,17,33,0,0,0,0,33,727,0,0,3,0,731
LGA26700,163,5,0,0,0,171,98,4,0,0,0,101,98,0,0,0,0,101,196,11,0,0,0,203,351,23,0,0,0,375,880,20,0,0,0,902,747,10,0,0,0,761,556,0,0,0,0,558,163,0,0,0,0,161,134,5,0,0,0,134,99,0,0,0,0,103,239,3,0,0,0,246,3716,87,0,7,4,3812
LGA26730,182,11,4,0,0,201,85,7,5,0,0,95,83,7,0,0,0,92,192,21,6,4,0,218,302,36,12,8,0,349,1013,60,19,9,0,1096,977,30,8,0,0,1016,713,17,3,3,0,729,196,5,0,0,0,202,151,0,0,0,0,152,103,0,0,0,0,101,231,14,4,0,0,247,4211,205,63,25,4,4508
LGA26810,310,9,0,0,0,317,187,0,9,0,0,192,209,3,4,0,0,212,409,9,3,0,0,430,588,9,8,0,0,599,1376,20,6,0,0,1410,1054,8,6,0,0,1070,715,9,0,0,0,724,221,0,0,0,0,227,163,0,0,0,0,170,143,0,0,0,0,145,339,12,3,0,0,352,5698,84,38,10,4,5839
LGA26890,45,0,0,0,0,45,46,0,0,0,0,46,35,0,0,0,0,35,37,0,0,0,0,39,50,0,0,0,0,52,45,0,0,0,0,45,12,0,0,0,0,12,15,0,0,0,0,15,8,0,0,0,0,8,5,0,0,0,0,5,8,0,0,0,0,8,36,0,0,0,0,36,325,0,0,5,0,328
LGA26980,1053,254,60,0,0,1367,234,73,15,0,0,320,211,52,20,0,0,276,306,95,20,0,0,423,395,114,56,0,0,560,1067,353,287,0,7,1710,1173,438,348,0,0,1959,2174,819,300,4,0,3289,1698,636,93,0,0,2427,2734,608,79,0,0,3423,2592,353,47,0,0,2990,957,245,83,0,0,1287,14594,4035,1400,6,4,20045
LGA27070,1199,93,16,0,4,1310,438,59,3,0,0,506,397,38,7,0,0,443,637,70,20,0,0,724,963,118,37,0,0,1118,3315,410,117,0,3,3846,5323,651,111,0,5,6089,9031,625,64,0,4,9719,3700,177,18,0,0,3894,2190,121,12,0,0,2320,1320,59,10,0,0,1385,2152,173,20,0,0,2344,30664,2597,427,3,20,33705
LGA27170,217,8,0,0,0,224,130,5,0,0,0,135,103,3,0,0,0,102,193,19,0,0,0,219,406,35,10,0,0,451,1296,39,8,0,0,1343,1336,10,0,0,4,1353,967,5,0,0,4,973,275,0,0,0,0,277,207,0,0,3,0,212,125,0,0,0,0,125,279,13,0,0,0,287,5529,142,22,0,7,5704
LGA27260,1364,102,19,0,0,1483,397,53,15,0,0,458,362,46,11,0,0,417,726,66,18,0,0,808,1026,129,27,0,0,1184,4049,502,105,0,0,4653,7414,749,103,0,8,8273,12860,738,49,0,6,13655,4722,245,7,0,0,4975,2794,154,11,0,0,2958,1570,88,4,0,0,1669,2700,200,23,0,0,2921,39981,3071,382,3,17,43457
LGA27350,105,231,129,0,0,460,20,48,28,0,0,93,17,23,40,0,0,81,21,51,75,3,0,150,28,94,107,0,0,235,112,245,528,5,0,897,88,252,764,11,0,1113,164,502,1005,22,0,1691,162,382,513,15,0,1068,255,792,466,5,0,1521,522,1063,312,15,0,1911,85,268,181,0,0,539,1587,3944,4146,78,4,9761
LGA27450,1217,32,0,0,0,1253,480,20,4,0,0,503,425,17,0,0,0,444,698,16,0,7,0,719,994,31,0,0,0,1023,3026,114,11,0,5,3154,3921,155,13,0,0,4087,6339,191,11,0,7,6546,3697,63,7,0,4,3767,2482,26,0,4,4,2507,1282,13,0,4,5,1292,1627,35,6,5,0,1674,26184,698,64,16,21,26974
LGA27630,85,0,0,0,0,85,72,0,0,0,0,71,75,0,0,0,0,75,112,0,0,0,0,114,78,0,0,0,0,80,87,0,0,0,0,90,32,0,0,0,0,32,21,0,0,0,0,21,10,0,0,0,0,10,9,0,0,0,0,9,7,0,0,0,0,7,21,0,0,0,0,21,596,0,0,6,0,600
LGA29399,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,9,0,0,9,0,0,4,0,0,4,0,0,6,0,0,5,3,0,10,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,12,0,36,0,0,50
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30300,34,6,0,0,0,44,13,0,0,0,0,13,14,0,0,0,0,16,23,0,0,0,0,25,38,0,0,0,0,38,63,0,0,0,0,66,49,0,0,0,0,53,38,0,0,0,0,40,19,0,0,0,0,18,7,0,0,0,0,10,10,0,0,0,0,15,20,0,0,0,0,22,326,13,0,7,0,356
LGA30370,98,0,0,0,0,100,45,0,0,0,0,48,62,0,0,0,0,61,97,0,0,0,0,98,124,0,0,0,0,124,265,0,0,0,0,271,218,0,0,0,0,218,168,0,0,0,0,169,67,0,0,0,0,72,50,4,0,0,0,56,64,0,0,0,0,68,111,0,0,0,0,111,1374,6,0,14,6,1399
LGA30410,37,0,0,0,0,33,9,0,0,0,0,9,11,0,0,0,0,11,17,0,0,0,0,23,15,0,0,0,0,15,43,0,0,0,0,43,23,0,0,3,0,31,19,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,4,14,19,0,0,0,0,21,213,0,0,5,5,223
LGA30450,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,20,0,0,0,0,18
LGA30760,18,0,0,0,0,18,13,0,0,0,0,13,11,0,0,0,0,11,23,0,0,0,0,23,22,0,0,0,0,22,22,0,0,0,0,25,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,13,10,0,0,0,0,10,153,0,0,0,0,150
LGA30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,5,17
LGA31000,5864,437,761,0,3,7064,1698,181,220,0,0,2098,1394,192,263,4,0,1857,2337,341,554,8,0,3232,3299,580,939,3,6,4824,10536,2564,3825,8,17,16954,14955,3410,4598,12,21,22989,28061,2969,4066,12,17,35124,18200,1089,1481,0,5,20774,17224,671,1139,8,14,19057,13548,380,929,3,15,14869,6757,642,857,8,5,8271,123869,13453,19631,57,107,157120
LGA31750,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,24
LGA31820,545,19,8,4,0,577,329,15,5,0,0,357,303,3,13,6,0,316,668,15,14,11,0,706,1050,19,22,5,5,1103,2792,37,35,8,5,2873,2082,16,15,9,3,2119,1333,11,16,0,5,1370,397,3,0,0,0,413,255,3,3,0,0,262,182,0,0,0,0,189,652,8,8,3,0,668,10598,152,143,39,10,10947
LGA31900,89,4,0,4,0,98,59,0,0,0,0,59,85,0,0,0,0,90,143,9,0,0,0,148,165,5,0,0,0,174,433,3,3,4,0,436,255,4,0,0,0,262,205,0,0,0,0,205,68,0,0,5,0,73,46,0,0,0,0,46,25,0,0,0,0,24,103,0,0,3,0,110,1677,21,3,13,7,1723
LGA31950,0,0,0,4,0,3,0,0,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,22
LGA32080,766,44,77,0,0,894,276,24,58,5,0,369,276,48,77,4,7,411,603,110,188,0,0,907,944,112,240,0,4,1295,3399,250,365,5,6,4029,4558,131,205,5,8,4902,4238,68,124,0,7,4436,1426,16,41,0,0,1484,1022,8,23,0,0,1050,589,9,29,0,4,627,1091,45,86,0,4,1232,19192,877,1498,30,35,21633
LGA32250,5,0,0,0,0,8,7,0,0,0,0,6,0,0,0,0,0,0,8,0,0,4,0,8,6,0,0,3,0,8,7,0,0,0,0,15,9,0,0,4,0,14,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,3,0,5,5,0,0,0,0,6,49,0,3,21,4,77
LGA32260,150,0,0,8,0,157,89,3,0,0,0,90,103,10,0,0,0,102,179,0,0,0,0,180,265,4,4,4,0,278,656,11,0,3,0,672,472,4,0,3,4,490,330,3,0,0,0,334,94,0,0,0,0,95,65,0,0,0,0,72,50,0,0,0,0,55,184,5,7,0,0,194,2624,38,21,24,8,2722
LGA32270,141,6,3,6,7,156,86,0,0,0,0,83,66,7,3,0,0,77,140,3,5,0,0,149,173,13,0,0,0,186,496,17,3,7,0,518,442,13,0,5,5,462,472,10,3,9,0,493,191,0,0,4,0,194,143,0,0,0,0,150,91,0,0,0,0,92,163,3,0,0,3,170,2591,67,24,28,20,2723
LGA32310,65,4,0,0,5,73,39,0,0,3,0,40,41,5,0,0,0,49,94,0,0,0,0,101,115,5,0,0,0,120,233,16,0,5,0,252,197,13,0,3,0,209,135,4,0,4,0,141,48,0,0,0,0,49,24,3,0,0,0,29,28,0,0,0,0,28,77,3,0,0,0,87,1103,55,0,18,3,1173
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
