LGA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
LGA65410,107,0,0,0,0,109,72,0,0,0,0,78,63,0,0,0,0,60,140,3,0,0,0,146,204,3,0,0,0,206,509,0,0,0,0,519,330,0,0,0,0,332,176,0,0,0,0,178,62,0,0,0,0,63,34,0,0,0,0,35,27,0,0,0,0,27,103,0,0,0,0,108,1827,15,0,0,3,1853
LGA65610,41,0,0,0,4,47,90,0,0,0,0,88,46,0,0,0,0,46,83,0,0,0,0,84,46,0,0,0,0,49,55,0,0,0,0,55,28,0,0,0,0,28,13,0,0,0,0,13,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,5,22,0,0,0,0,22,436,3,0,0,4,442
LGA65810,185,0,0,0,0,187,101,0,0,0,0,103,109,0,0,0,0,109,212,0,0,0,0,216,315,4,0,0,0,314,819,6,5,0,0,831,731,3,3,0,0,738,547,0,0,0,3,552,167,3,0,0,0,168,140,0,0,0,0,140,72,0,0,0,0,75,148,0,0,0,0,154,3546,20,11,0,0,3590
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,73,16,0,0,0,90,36,10,0,4,0,42,24,6,4,0,0,33,47,24,5,5,0,80,97,48,9,0,0,155,267,152,7,6,3,434,537,154,7,3,0,703,730,90,4,7,3,837,329,23,0,3,3,359,211,19,0,0,0,235,119,8,0,4,4,137,125,22,4,0,0,152,2594,575,47,34,13,3261
LGA70420,15,0,0,4,0,19,8,0,0,0,0,8,5,0,0,0,0,5,8,0,0,0,0,8,12,0,0,0,0,11,36,0,0,11,0,44,18,0,0,0,0,18,10,0,0,0,0,11,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,4,116,0,0,18,3,142
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70620,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14
LGA70700,9,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,14,0,0,4,0,15,19,0,0,0,0,24,21,0,0,0,0,25,19,0,0,0,0,20,8,0,0,0,0,7,11,0,0,0,0,11,4,0,0,0,0,8,8,0,0,3,0,12,113,0,0,17,9,139
LGA71000,226,16,73,0,0,315,71,9,27,4,0,109,59,12,29,0,0,102,143,36,61,0,0,243,156,35,110,0,0,298,546,139,296,4,0,986,782,167,349,9,0,1306,1452,153,344,0,0,1947,863,72,143,5,0,1079,812,46,110,3,0,970,594,32,69,0,0,694,311,43,73,0,0,422,6022,758,1679,16,5,8483
LGA71150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,6,0,0,6,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22
LGA71300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
LGA72200,16,0,0,6,0,23,10,3,0,0,0,15,13,0,0,0,0,13,18,3,0,0,3,21,31,0,0,0,0,38,135,6,0,7,0,141,159,3,0,0,0,167,139,0,0,0,0,136,53,0,0,0,0,53,33,0,0,3,5,35,34,0,0,0,0,38,36,4,0,0,0,42,656,18,0,17,16,718
LGA72300,89,0,0,0,0,92,23,0,0,0,0,23,36,0,0,0,0,41,51,0,0,7,0,57,77,3,0,4,0,85,287,6,0,5,0,304,319,0,0,4,0,329,703,6,0,10,0,713,520,0,0,9,0,527,501,0,0,3,0,508,289,0,0,0,0,290,184,0,0,9,0,192,3082,25,0,48,5,3159
LGA72330,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,3,0,0,0,3,0,5,9,0,0,15,0,19
LGA72800,114,9,10,0,0,133,35,0,3,0,0,38,25,5,3,0,0,33,70,4,11,0,0,94,107,16,24,0,0,142,432,55,84,0,0,572,734,58,73,0,0,862,1474,50,56,0,0,1583,812,20,13,0,0,845,479,13,11,0,0,496,210,6,4,0,0,213,254,8,15,0,0,285,4736,239,319,0,0,5292
LGA73600,0,0,0,4,0,7,0,0,0,0,0,3,0,0,0,4,0,4,4,0,0,4,0,10,0,0,0,3,3,7,7,0,0,7,0,10,0,0,0,7,0,5,3,0,0,3,0,7,0,0,0,4,0,4,0,0,0,7,0,7,0,0,0,0,0,0,4,0,0,3,4,10,21,0,0,50,3,69
LGA74050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA74550,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,6,10,5,0,4,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,3,0,12,3,42
LGA74560,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,16,14,0,0,0,0,14,11,0,0,0,0,11,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,72,0,0,0,0,72
LGA74660,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,18,0,27
LGA74680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79399,14,0,0,3,0,16,4,0,0,0,0,8,12,0,0,0,0,12,8,0,0,5,0,8,15,0,0,3,0,17,26,0,0,3,3,34,37,0,0,5,0,41,41,3,0,0,0,44,46,0,0,0,0,46,20,0,0,0,3,23,3,0,0,0,0,9,24,0,0,0,0,26,258,3,0,22,9,290
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,2159,359,244,0,0,2757,611,96,71,0,0,781,527,118,96,0,0,734,897,222,228,0,0,1338,1196,314,397,0,0,1906,3761,1237,1954,0,3,6957,5694,2353,2401,0,6,10452,11809,2768,2002,0,0,16581,7991,955,610,0,5,9568,7248,696,510,0,4,8466,4990,407,309,0,4,5711,2120,367,288,0,0,2773,48997,9892,9102,7,31,68028
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,15,0,0,0,0,16,8,0,0,0,0,8,3,0,0,0,0,3,17,0,0,0,0,19,20,0,0,0,0,20,53,0,0,0,0,53,35,0,0,0,0,35,34,0,0,0,0,33,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,4,17,0,0,0,0,17,217,5,0,0,3,222
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
