LGA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
LGA43710,0,0,0,0,3,0,8,0,0,3,8,0,0,14,0,5,0,19,7,3,36,5,3,4,34,4,0,57,0,0,0,21,6,0,31,17,3,0,31,4,0,48,23,0,0,24,3,0,54,18,0,0,15,0,0,36,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,0,16,11,3,32,75,15,10,179,44,9,337
LGA43790,0,3,3,12,13,0,30,0,16,0,10,3,0,27,12,49,8,48,19,3,138,58,26,22,95,28,9,236,54,8,7,68,20,0,165,111,17,3,78,15,0,225,77,0,6,53,10,0,146,30,6,0,18,0,0,50,0,5,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,0,8,3,5,0,19,23,3,62,352,128,53,412,144,20,1112
LGA44000,0,0,16,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,19
LGA44060,3,72,7,19,0,0,104,0,138,10,8,0,0,166,36,901,134,96,23,14,1198,60,485,344,156,7,8,1058,63,168,85,120,15,0,455,294,176,140,255,16,0,885,1125,125,94,600,56,6,2006,2424,102,48,753,45,9,3379,1088,14,6,232,14,0,1357,181,5,0,53,4,0,250,49,0,6,16,0,0,68,12,0,0,5,0,0,20,8,3,0,5,0,0,12,8,0,0,3,0,0,12,69,141,74,97,27,22,433,5422,2320,960,2426,206,66,11399
LGA44210,0,0,0,8,8,0,18,0,7,0,6,5,0,16,4,24,9,31,8,0,84,49,16,9,55,9,0,136,43,5,0,43,7,0,103,61,4,0,60,5,0,133,53,0,0,30,5,0,85,15,0,0,7,0,0,25,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,25,15,0,43,228,55,27,269,74,4,659
LGA44340,0,12,0,10,4,0,26,0,17,6,8,0,0,29,19,85,56,59,9,0,224,31,28,76,98,12,0,242,30,9,15,82,11,4,148,286,4,24,197,18,0,532,684,14,13,339,15,3,1068,680,10,0,383,27,0,1097,373,0,0,132,11,0,524,169,0,0,45,11,0,221,95,0,0,19,0,0,114,29,0,0,11,6,0,41,13,0,0,8,0,0,15,23,0,0,13,3,0,36,27,14,14,49,22,8,140,2453,194,203,1447,144,22,4463
LGA44550,0,9,0,11,0,0,20,5,13,0,4,0,0,22,0,142,9,28,3,0,183,12,55,19,47,3,0,139,12,18,24,45,7,0,102,52,27,18,78,40,0,220,473,24,25,209,23,0,764,1004,3,7,199,26,0,1244,205,0,3,34,3,0,254,38,0,0,11,4,0,50,7,0,0,6,0,0,11,6,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,4,0,7,14,15,9,29,23,6,96,1831,315,115,689,139,17,3118
LGA44620,0,22,3,7,0,0,36,0,63,0,3,0,0,81,75,302,22,53,10,7,469,388,198,32,105,34,0,762,233,68,11,107,13,5,432,491,71,18,128,26,6,730,478,16,5,94,8,0,605,192,5,4,28,4,0,224,32,0,3,4,3,0,44,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,8,4,0,14,20,40,3,44,26,11,150,1914,791,98,585,142,30,3555
LGA44830,0,0,0,0,6,0,8,0,0,0,0,0,0,4,3,3,0,13,4,0,27,8,0,0,26,9,0,45,5,0,0,20,5,0,29,3,0,3,13,0,0,21,6,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,20,30,16,9,86,35,0,173
LGA45040,3,17,0,9,5,0,26,0,27,4,4,4,0,39,21,220,19,30,18,4,312,118,78,29,72,12,9,320,170,44,11,100,11,0,332,682,25,7,172,24,10,923,366,16,6,87,12,0,484,59,6,3,18,3,0,91,10,0,0,5,3,0,20,4,0,4,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,45,9,39,31,9,149,1451,479,85,555,116,25,2717
LGA45090,0,0,0,7,7,0,24,0,0,0,6,3,0,13,12,3,0,49,9,0,83,49,28,23,46,17,6,162,40,13,12,38,6,0,104,93,12,0,58,15,3,189,91,0,0,39,3,0,146,7,0,0,6,0,0,14,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,26,26,3,66,299,62,47,276,100,17,803
LGA45120,0,0,0,10,0,0,10,0,4,0,3,0,0,10,4,25,3,18,9,0,61,20,9,4,45,3,0,75,27,6,0,33,3,0,67,36,0,0,28,0,0,63,12,0,0,17,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,8,0,21,94,43,11,166,27,0,339
LGA45290,0,24,3,12,3,4,48,5,47,31,6,0,0,80,18,256,60,49,9,3,392,34,103,60,82,12,0,291,41,29,19,77,9,0,187,308,29,18,173,18,7,539,967,12,10,349,51,0,1393,961,11,6,345,39,4,1353,608,0,0,189,4,0,802,255,0,0,81,6,0,336,108,0,0,28,0,0,138,48,0,0,9,0,0,57,18,0,0,3,0,0,25,36,0,0,12,0,0,49,34,42,11,57,25,18,181,3436,547,222,1460,169,34,5874
LGA45340,3,68,0,30,3,5,115,0,167,15,8,8,5,209,16,1076,62,94,24,15,1283,71,385,160,217,47,6,893,75,154,91,245,42,9,615,510,240,135,572,95,8,1563,3292,196,114,1625,81,24,5326,3265,37,26,894,50,8,4281,420,8,3,123,10,0,560,99,4,0,35,3,0,137,25,0,0,10,3,0,39,14,5,0,7,10,0,25,4,0,0,7,0,0,9,8,0,0,7,0,0,17,96,123,37,144,48,44,488,7896,2465,645,4014,427,119,15559
LGA45400,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,3,4,0,10,3,0,0,7,0,0,13,3,0,0,0,0,0,4,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,3,0,22,6,0,39
LGA45540,0,0,0,4,0,0,3,0,3,0,0,0,0,5,5,9,3,17,6,0,43,34,0,0,28,6,0,68,11,0,0,3,0,0,19,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,19,57,22,5,69,15,0,168
LGA45680,9,84,14,15,3,0,119,0,158,18,9,4,0,193,42,1002,104,68,22,6,1249,210,476,200,160,27,8,1081,314,232,104,226,18,4,900,1731,303,79,652,266,24,3065,3148,87,41,769,112,6,4163,1139,14,15,222,23,8,1408,91,9,6,23,10,0,134,19,0,0,15,0,0,32,3,0,0,0,4,0,10,3,0,0,0,0,0,9,0,0,0,0,0,0,6,4,0,0,0,3,0,14,100,163,26,108,38,47,483,6801,2527,614,2273,541,113,12869
LGA45890,9,109,17,24,4,0,155,9,247,35,24,0,0,318,43,1528,193,158,31,16,1975,115,710,541,213,37,18,1628,151,253,158,254,23,10,848,896,327,242,536,190,22,2218,2286,299,169,1137,192,14,4104,3504,184,116,991,184,11,4996,959,28,10,205,34,4,1244,155,5,4,52,12,0,231,33,0,0,16,6,0,61,7,3,0,6,0,0,22,15,0,0,4,0,0,23,12,4,0,12,0,0,36,108,223,83,176,69,50,720,8303,3924,1568,3819,795,147,18556
LGA46090,3,22,4,0,0,0,30,4,49,4,10,3,0,71,23,204,26,33,25,0,323,196,147,12,68,33,3,455,114,55,4,69,25,0,270,207,53,3,58,21,0,345,188,27,0,42,9,0,268,66,0,0,13,4,0,84,17,3,0,5,0,0,36,3,3,0,3,5,0,16,0,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,10,26,35,0,25,55,5,143,861,607,60,332,197,14,2065
LGA46300,0,15,0,10,0,0,28,0,46,11,10,5,0,72,9,188,7,24,11,0,238,95,93,14,74,22,4,298,90,37,4,73,7,0,209,185,40,11,111,16,0,366,279,25,0,135,8,0,451,150,4,0,56,10,0,222,16,0,0,8,3,0,24,4,0,0,0,6,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,11,7,27,4,20,11,8,85,841,478,46,524,100,20,2016
LGA46450,0,25,0,4,5,0,34,4,37,0,8,0,0,52,49,287,27,41,12,3,412,328,135,25,138,28,3,657,160,49,0,89,13,0,302,247,21,3,70,11,0,361,143,0,0,46,3,0,190,31,0,0,15,9,0,53,8,3,0,3,4,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,7,24,32,8,104,973,577,68,434,108,20,2190
LGA46510,0,12,0,6,0,0,17,0,24,0,0,0,0,33,10,120,21,23,3,0,180,17,21,51,42,8,0,139,26,17,10,34,6,0,79,177,16,8,95,21,5,320,553,11,4,190,25,5,795,611,5,6,169,23,3,822,291,5,0,72,7,0,375,74,0,0,22,0,0,91,27,0,0,9,0,0,35,9,0,0,3,0,0,12,5,0,0,0,0,0,5,7,0,0,3,0,0,8,19,13,5,20,4,5,70,1825,237,106,704,101,19,2991
LGA46670,0,6,0,3,17,0,30,0,18,0,8,0,0,28,14,53,24,44,13,0,147,59,35,0,80,28,0,213,74,14,3,66,17,3,176,102,11,0,66,20,3,206,73,0,0,30,3,0,115,29,0,0,20,4,0,55,3,0,0,11,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,9,3,0,7,4,10,0,17,23,8,70,365,149,40,373,134,12,1073
LGA46860,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,0,0,8,0,0,25,5,0,0,13,0,0,21,17,0,0,9,4,0,29,25,6,0,10,0,0,36,0,0,0,7,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,4,8,0,23,67,4,3,50,32,0,162
LGA46970,0,0,0,0,0,0,4,0,0,0,0,6,0,6,7,0,3,0,128,0,138,0,8,0,0,127,4,136,5,0,0,9,51,0,57,29,14,0,4,34,0,78,126,3,0,8,9,0,151,155,0,0,8,4,0,176,42,0,0,0,4,0,45,7,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,44,0,73,402,18,3,32,413,3,876
LGA47140,6,68,12,18,7,0,109,10,161,11,12,4,6,201,33,1077,56,112,53,9,1342,102,457,143,187,23,11,929,177,221,73,241,34,10,752,840,251,135,618,201,19,2070,3306,305,87,1453,279,24,5456,2359,55,36,630,150,3,3238,326,4,0,92,21,4,447,75,6,3,25,5,0,114,23,0,4,4,4,0,37,13,0,0,11,0,0,24,6,4,0,0,0,0,10,8,0,0,9,0,0,15,107,156,47,179,60,49,596,7380,2772,605,3599,855,131,15340
LGA47290,0,0,0,4,4,0,12,0,0,0,0,3,0,3,0,6,3,16,10,0,41,0,4,0,24,17,0,46,0,0,0,14,9,0,22,0,0,0,9,0,0,16,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,3,14,6,76,57,0,157
LGA47490,0,0,0,5,0,0,10,0,0,0,0,6,0,6,4,7,0,5,0,0,10,5,5,0,10,3,0,24,4,6,0,4,0,0,19,10,0,0,16,4,0,30,17,0,0,9,3,0,32,8,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,5,6,0,17,54,17,0,51,40,3,165
LGA47630,7,0,0,9,12,0,22,0,0,0,10,3,0,20,13,4,10,37,18,0,89,31,17,10,51,26,0,136,48,0,0,37,3,0,91,95,0,4,18,5,0,120,28,0,0,8,0,0,49,5,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,3,48,231,32,26,190,104,4,578
LGA47700,5,32,5,3,0,0,50,0,81,0,10,3,0,103,12,515,29,50,20,6,630,20,170,61,92,11,6,355,24,78,11,101,4,3,210,142,58,24,198,45,3,473,1098,101,21,702,58,10,1984,1862,35,0,553,46,4,2508,332,4,0,70,7,0,421,47,0,0,11,0,0,63,9,0,0,8,0,0,18,0,0,0,7,0,0,7,4,0,0,0,3,0,5,3,0,0,0,0,0,8,55,53,17,74,21,11,227,3616,1130,176,1878,221,47,7071
LGA47800,0,4,0,8,7,0,23,0,3,0,8,4,0,24,3,26,14,29,15,0,92,31,17,6,33,20,0,103,29,4,0,37,4,0,75,67,7,3,20,4,0,101,18,0,0,13,0,0,30,5,0,0,4,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,6,55,149,56,34,170,92,8,502
LGA47910,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,17,6,0,23,15,0,6,29,7,0,54,9,0,3,18,6,0,38,25,0,0,24,4,0,50,16,0,0,9,3,0,33,9,0,0,5,0,0,13,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,22,68,10,18,121,42,5,253
LGA47980,0,17,3,4,0,0,25,0,34,7,4,0,0,39,6,181,34,35,0,0,262,23,47,82,59,7,9,233,25,24,10,63,8,0,122,252,20,15,154,17,0,459,733,8,3,323,20,0,1089,824,12,8,289,12,0,1136,488,4,0,166,11,0,668,246,0,0,65,3,0,317,139,0,0,29,0,0,167,79,0,0,17,0,0,92,32,0,0,0,0,0,29,41,0,0,12,0,0,58,34,13,7,46,6,16,114,2919,350,178,1264,84,30,4818
LGA48050,5,0,0,7,0,0,9,0,0,0,3,0,0,3,9,11,16,19,8,0,61,30,12,42,40,17,0,148,28,7,3,54,4,0,97,153,9,13,106,7,3,295,359,3,10,132,11,0,522,209,0,0,61,0,0,271,14,0,0,12,0,0,32,4,0,0,0,3,0,9,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,13,5,5,23,21,3,69,830,53,95,467,78,10,1529
LGA48130,0,0,0,4,9,0,13,0,0,0,0,0,0,8,4,10,11,36,14,0,74,24,0,11,46,3,3,89,37,0,4,53,6,0,100,80,4,6,76,6,0,173,31,0,0,22,3,0,64,0,0,0,4,0,0,16,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,33,25,5,64,187,19,30,285,77,15,601
LGA48260,0,3,0,0,0,0,3,0,21,0,0,0,0,23,7,55,3,10,0,4,68,4,29,17,9,4,0,56,4,3,3,15,0,0,30,18,3,0,7,5,0,35,67,3,0,39,8,0,109,217,0,0,53,8,0,278,103,0,0,28,0,0,130,35,0,0,3,0,0,39,26,0,0,4,0,0,32,17,0,0,7,0,0,25,10,0,0,0,0,0,14,12,0,0,7,0,0,16,3,9,3,15,4,5,37,524,135,26,188,26,6,898
LGA48340,0,0,0,4,19,0,25,10,3,0,6,4,0,20,61,22,16,47,15,0,161,134,65,30,84,17,4,336,66,5,0,56,4,0,137,102,4,0,38,5,0,156,24,0,0,8,0,0,35,8,0,0,0,0,3,14,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,6,9,3,27,18,5,62,418,115,54,273,87,18,959
LGA48410,3,42,21,11,0,0,74,3,97,10,7,0,0,124,31,482,29,114,22,14,691,88,145,126,158,27,10,556,108,76,29,160,29,3,403,708,54,51,389,74,5,1287,1351,56,73,604,79,3,2165,1438,35,21,585,43,5,2124,785,7,3,251,13,0,1066,236,0,0,54,3,0,293,57,0,0,8,4,0,67,18,0,0,10,0,0,32,6,0,0,6,0,0,16,10,0,0,7,0,0,28,61,59,25,106,22,15,282,4903,1057,380,2473,332,64,9202
LGA48540,3,64,7,4,3,0,76,3,167,9,0,5,0,189,134,597,10,69,48,3,862,402,367,5,145,40,3,968,141,132,8,92,24,4,391,241,62,4,99,28,0,429,296,28,4,49,24,4,405,105,7,4,21,8,0,149,10,0,0,12,4,0,26,5,0,0,0,0,0,8,0,0,0,0,17,0,16,0,0,0,4,3,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,5,31,85,5,25,47,9,198,1372,1506,46,522,250,27,3722
LGA48640,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,10,0,14,5,0,30,0,0,0,12,7,0,22,4,0,0,8,0,0,11,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,14,3,16,0,49,21,0,92
LGA48750,0,0,0,4,3,0,7,0,0,0,0,4,0,3,0,4,0,9,11,0,23,19,8,0,20,5,0,51,11,0,4,18,6,0,37,31,0,0,31,0,0,67,58,0,3,36,5,0,96,44,0,0,28,5,0,77,12,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,6,0,0,0,17,8,0,25,185,11,13,167,39,0,407
LGA48830,0,7,0,26,5,0,30,0,13,0,11,4,0,30,3,52,18,36,23,3,135,22,13,9,77,29,4,152,43,4,0,76,11,0,130,109,4,0,92,0,0,204,52,0,0,32,10,0,90,9,4,0,10,0,0,20,0,0,0,3,4,0,5,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,12,3,0,16,4,11,12,46,45,5,116,238,101,54,408,128,10,944
LGA49399,0,39,16,8,34,0,103,0,59,10,8,13,0,86,0,40,13,11,30,0,96,3,3,0,7,12,0,31,0,0,0,5,9,0,11,0,0,0,0,9,0,8,5,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,4,0,6,3,22,112,0,150,16,156,50,72,233,5,514
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,0,16,5,5,5,0,41,0,26,5,6,9,0,43,14,189,42,54,15,7,317,13,106,83,80,42,5,340,50,53,20,98,28,3,251,121,78,59,143,34,0,433,549,79,28,374,57,7,1088,666,18,12,218,34,3,955,142,6,0,45,12,0,206,23,0,0,8,4,0,31,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,6,0,0,5,0,0,0,11,9,0,17,24,40,19,60,48,5,190,1603,605,270,1125,303,33,3938
LGA50210,0,25,8,9,6,4,43,0,27,9,8,0,0,42,22,197,26,42,7,0,300,68,116,71,90,37,8,383,187,68,6,131,25,0,422,651,80,19,304,29,3,1086,1363,43,9,579,61,6,2069,1341,5,16,441,57,5,1863,466,3,5,137,18,0,622,87,0,0,17,3,0,113,8,0,0,9,3,0,24,6,0,0,0,0,0,11,0,4,0,0,0,0,6,5,0,0,7,0,0,13,76,40,11,91,27,19,263,4284,618,170,1859,278,43,7248
LGA50250,16,16,30,5,731,8,797,0,5,4,0,33,0,34,0,34,6,3,75,0,109,0,17,3,0,36,0,52,0,11,0,4,28,0,41,5,11,0,0,15,0,29,4,6,0,7,15,0,33,17,3,0,11,8,0,41,13,0,0,8,4,0,29,11,0,0,4,5,0,17,0,0,0,0,6,0,10,0,0,0,3,6,0,7,0,0,0,0,5,0,5,9,0,0,9,32,0,48,12,4,18,28,187,3,248,88,92,60,79,1174,8,1501
LGA50280,0,4,0,8,5,0,17,0,0,0,4,0,0,10,0,33,5,24,13,0,79,3,23,3,30,12,0,79,13,9,0,46,6,0,71,32,13,3,55,10,0,111,91,16,0,125,7,0,236,255,5,0,209,8,0,475,123,0,0,66,4,0,199,23,0,0,30,4,0,51,3,0,0,3,27,0,33,0,0,0,8,3,0,11,0,0,0,0,0,0,0,0,0,0,24,8,0,31,7,6,0,53,24,3,100,564,95,14,687,136,9,1512
LGA50350,0,3,0,0,0,0,16,0,10,0,3,0,0,13,4,123,16,12,0,4,156,7,58,14,16,0,0,92,9,16,3,29,0,0,69,34,33,14,55,0,0,139,259,22,6,132,8,0,429,404,5,0,137,3,0,557,119,0,0,19,0,0,138,24,0,0,5,0,0,34,12,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,11,24,3,27,0,10,76,885,298,65,447,26,18,1738
LGA50420,4,30,0,14,0,0,53,0,51,14,6,0,0,75,27,330,14,75,7,0,455,74,129,38,104,17,0,362,218,57,13,173,19,3,481,633,68,20,312,46,0,1079,1286,48,17,623,66,0,2050,1889,21,6,665,75,7,2666,857,6,0,250,15,4,1131,201,0,0,56,7,0,264,52,0,0,12,3,0,73,16,0,0,10,6,0,28,0,0,0,6,0,0,6,14,0,0,14,0,0,33,60,54,15,110,29,11,289,5350,788,135,2433,293,40,9037
LGA50490,9,42,4,5,0,0,65,3,77,7,14,0,0,95,20,443,34,48,14,5,561,38,146,44,73,8,4,306,94,74,18,64,8,0,255,314,90,14,141,19,0,572,1239,59,8,398,54,8,1776,2001,31,8,488,61,11,2599,697,5,0,110,5,3,827,136,0,0,27,3,0,169,41,0,0,9,0,0,55,11,0,0,3,3,0,12,4,0,0,0,6,0,13,3,0,0,5,3,0,17,73,56,7,75,34,26,270,4681,1027,148,1476,218,54,7593
LGA50560,0,0,0,3,0,0,5,0,0,0,0,0,0,4,0,5,0,9,0,0,12,0,4,0,6,0,0,15,0,0,0,9,0,0,11,7,0,0,3,0,0,15,3,0,0,4,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,10,4,42,7,0,83
LGA50630,0,3,0,0,3,0,6,0,0,0,0,7,0,7,0,3,0,0,0,0,9,0,0,3,0,3,0,12,8,0,0,7,0,0,12,7,0,3,6,0,0,22,26,4,0,14,3,0,51,27,0,0,13,0,0,37,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16,71,17,5,44,39,0,178
LGA50770,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,4,0,9,0,0,13,0,6,0,10,0,0,15,4,4,0,13,5,0,28,7,4,0,16,6,0,23,9,0,0,5,0,0,17,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,13,21,12,0,60,20,0,121
