LGA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
LGA52240,25,14,8,13,20,19,21,11,0,136,200,79,87,133,156,173,135,78,12,1043
LGA52310,22,9,8,9,12,12,9,11,0,100,141,65,79,72,128,161,138,60,12,864
LGA52380,3,3,9,9,15,17,11,4,0,65,8,45,102,74,102,110,89,29,0,559
LGA52450,24,19,8,13,14,13,14,5,0,111,259,254,149,147,138,153,136,62,24,1318
LGA52520,55,17,23,45,31,46,24,16,3,266,298,113,169,206,151,219,131,74,32,1392
LGA52590,34,45,88,72,83,82,76,26,13,519,480,253,421,412,474,645,641,263,70,3649
LGA52660,235,113,124,107,156,113,115,101,94,1153,2987,1500,1747,1842,1770,1662,1372,856,358,14086
LGA52730,146,69,73,87,117,103,115,56,19,792,1099,523,435,727,823,1025,1002,538,160,6328
LGA52800,403,249,352,276,259,242,163,42,6,1991,1761,1139,1546,1205,1161,1265,936,198,34,9242
LGA52870,71,48,44,46,61,57,71,49,9,461,1024,537,483,649,801,949,903,454,120,5931
LGA52940,16,9,3,4,14,10,7,3,0,64,139,55,51,83,96,86,119,38,10,685
LGA53010,26,9,11,20,27,27,19,9,0,151,123,39,77,96,103,112,83,38,4,670
LGA53080,30,21,44,24,64,43,26,6,0,264,87,83,159,105,213,188,161,46,10,1048
LGA53150,85,58,39,74,68,53,50,53,74,558,1362,895,710,893,1156,1046,813,463,259,7605
LGA53220,193,423,1715,1673,1446,951,166,25,0,6603,1566,1584,4953,4692,4062,2818,805,125,9,20614
LGA53290,377,200,203,210,255,214,167,122,29,1780,2717,1529,1568,1660,1867,1872,1461,895,284,13849
LGA53360,72,44,87,58,72,79,98,36,6,544,844,470,898,768,731,1025,1265,416,44,6465
LGA53430,364,321,436,395,447,362,272,176,150,2920,4560,3234,4389,4443,4284,4344,3522,1892,876,31539
LGA53570,69,40,62,43,62,78,96,50,3,507,774,456,581,540,707,837,905,451,84,5336
LGA53640,37,14,11,19,14,17,20,10,0,141,250,97,182,157,148,178,140,34,8,1205
LGA53710,19,19,4,12,23,21,18,14,3,123,165,75,67,112,121,158,157,67,24,940
LGA53780,1994,1381,1653,1571,1208,817,587,379,256,9846,26295,16183,17259,19420,15724,12590,9967,5071,1864,124367
LGA53800,1076,626,636,683,612,528,413,240,114,4932,7870,4561,4604,4810,5174,5090,4166,2193,842,39311
LGA53920,258,105,128,128,115,108,91,35,9,983,989,667,752,653,578,585,500,125,17,4870
LGA53990,445,282,213,236,250,262,186,108,42,2023,5964,3143,3113,3619,3555,3529,2840,1391,394,27553
LGA54060,70,39,55,59,52,98,96,60,8,541,569,302,269,387,479,673,741,388,81,3893
LGA54130,27,13,10,18,20,17,14,3,0,133,247,73,133,161,147,185,146,42,10,1142
LGA54170,1562,1092,917,1122,1266,1050,736,446,278,8466,29839,19062,15776,20727,21990,20733,17272,7717,2839,155950
LGA54200,740,451,396,504,437,387,275,196,99,3492,11346,6677,6197,7748,7552,6896,5990,3511,1264,57181
LGA54280,818,549,853,793,668,616,348,92,31,4775,6412,3686,5139,4684,4145,3679,1949,697,197,30581
LGA54310,926,608,1313,1391,1153,876,349,67,6,6690,5631,2576,4997,5350,4197,3000,1392,360,24,27539
LGA54340,130,68,66,65,48,36,47,24,13,505,781,503,535,479,485,521,419,226,94,4054
LGA54410,15,20,14,7,26,26,20,14,4,133,149,100,102,111,151,196,150,110,43,1110
LGA54480,14,5,6,13,15,9,10,6,0,61,110,37,60,79,81,48,46,18,0,480
LGA54550,33,15,18,29,22,41,20,22,4,202,361,121,175,248,230,317,199,137,55,1846
LGA54620,27,16,20,19,16,25,15,8,8,145,143,94,148,155,171,191,123,48,23,1096
LGA54690,0,0,3,4,4,0,0,0,0,12,64,17,27,39,55,58,60,24,3,354
LGA54760,22,9,9,12,19,9,4,4,0,101,165,27,75,100,115,100,82,39,10,719
LGA54830,826,613,935,843,568,307,180,79,22,4376,10369,5553,7507,7488,5470,3998,2640,1293,410,44736
LGA54900,9,16,7,22,23,30,10,7,6,128,238,100,149,185,178,198,126,58,12,1248
LGA54970,26,133,450,390,435,302,47,0,0,1795,131,306,920,834,874,681,140,21,0,3909
LGA55040,67,196,461,387,303,214,60,8,0,1694,261,380,930,781,640,497,205,32,5,3732
LGA55110,1362,792,664,714,804,688,641,559,387,6609,15694,9195,8688,9358,10271,11054,11522,7405,2668,85859
LGA55180,147,89,76,100,153,144,102,53,18,882,1504,898,929,987,1231,1511,1161,605,209,9036
LGA55250,33,85,175,139,147,103,45,11,0,733,171,253,506,410,422,363,197,47,0,2372
LGA55320,956,725,637,698,781,712,644,527,417,6095,17905,12630,10708,13119,13433,12569,11395,6727,3415,101906
LGA55390,0,54,125,127,109,81,29,6,0,528,20,143,311,312,284,211,75,11,0,1372
LGA55460,71,57,61,65,55,64,50,23,6,445,585,340,384,370,415,444,363,155,68,3126
LGA55530,9,0,3,6,20,32,32,16,3,124,81,24,40,57,72,106,99,41,4,530
LGA55600,59,43,42,34,47,54,39,21,4,345,434,235,253,244,318,355,277,141,47,2312
LGA55670,42,26,15,17,14,29,45,16,3,199,147,72,61,66,80,105,127,51,20,735
LGA55740,88,91,70,72,83,80,51,43,33,611,1539,1177,968,1110,1305,1078,929,566,218,8894
LGA55810,71,54,121,138,127,104,42,7,0,668,124,99,227,252,254,240,137,24,3,1356
LGA55880,7,4,3,6,13,9,3,0,5,53,75,20,45,64,73,79,49,13,16,440
LGA55950,17,5,7,7,18,9,12,9,7,87,119,42,60,65,81,93,80,46,9,598
LGA56090,414,472,862,801,625,451,267,133,51,4070,6499,4250,4077,4712,5394,5384,4317,2350,734,37725
LGA56160,10,0,0,4,3,0,5,0,0,24,32,7,23,24,26,22,35,0,0,169
LGA56230,330,185,146,163,200,193,183,113,69,1588,3275,1834,1669,1870,2143,2332,2337,1362,399,17219
LGA56300,47,11,19,30,34,39,38,35,6,245,209,81,102,189,177,288,329,144,26,1553
LGA56370,16,10,17,10,16,16,18,11,12,135,150,39,105,81,109,105,82,62,39,772
LGA56460,128,92,85,79,71,63,55,31,8,607,844,656,534,526,596,640,537,319,162,4801
LGA56580,185,146,119,133,153,123,140,100,84,1177,4168,3025,1826,2464,3139,2722,2478,1540,708,22071
LGA56620,46,20,39,31,31,29,4,7,0,201,294,245,239,218,206,155,58,21,3,1441
LGA56730,304,194,247,252,211,168,139,84,43,1638,2064,1225,1201,1259,1455,1596,1403,707,232,11143
LGA56790,95,62,52,64,88,131,140,64,13,705,560,250,310,412,493,856,981,387,93,4349
LGA56860,9,9,0,4,14,10,11,3,0,65,38,34,14,20,42,43,52,10,4,253
LGA56930,22,28,3,13,7,14,8,9,4,110,294,327,109,110,212,219,174,98,45,1582
LGA57000,28,29,71,109,67,72,27,6,4,411,84,80,196,221,198,190,81,31,11,1083
LGA57080,322,686,1223,859,702,571,426,232,99,5108,2331,5285,9062,5431,3397,3057,2280,1111,382,32341
LGA57140,17,11,12,5,14,11,7,11,3,94,166,80,87,96,116,179,157,97,26,998
LGA57210,117,64,67,101,94,102,76,27,12,660,898,475,459,556,736,855,788,325,116,5217
LGA57280,600,408,885,825,722,561,203,46,6,4253,3894,1749,3672,3460,2688,2164,857,206,35,18727
LGA57350,42,14,23,24,48,48,52,20,7,277,152,40,93,76,120,152,171,87,40,935
LGA57420,36,29,71,48,77,65,20,9,4,359,368,193,455,343,419,414,234,119,30,2574
LGA57490,2417,1433,1455,1327,1199,912,612,497,341,10192,29349,16518,17549,17475,16928,14660,10422,6039,2055,131013
LGA57630,0,13,39,23,28,26,0,4,0,140,4,24,46,29,40,73,47,22,0,279
LGA57700,560,238,318,383,314,232,147,64,20,2270,8002,3617,4653,4552,3853,3208,2066,929,254,31120
LGA57770,58,25,44,59,57,120,127,54,8,552,352,130,333,298,316,625,659,216,14,2951
LGA57840,378,364,419,313,316,318,274,219,232,2823,6268,5931,6368,5628,5142,5007,4595,2467,1234,42641
LGA57910,2504,1689,2341,2146,1770,1361,1116,782,436,14146,38208,24377,36149,33938,27481,23505,19530,12409,5785,221377
LGA57980,201,125,174,165,147,122,139,103,61,1230,2793,1809,2585,2408,2124,1949,1874,1152,432,17127
