LGA_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA56930,22,43,30,23,5,6,156,0,0,5,6,8,0,4,3,29,32,49,59,104,90,67,29,10,439,4,11,13,12,28,16,14,4,103,6,6,7,3,7,10,4,4,47,3,0,0,0,0,3,0,0,8,0,0,0,0,10,3,0,0,11,10,6,7,8,14,13,3,4,65,0,0,0,6,4,7,7,0,15,10,0,5,8,7,11,0,5,46,57,96,100,181,187,140,63,28,846
LGA57000,4,4,0,0,0,0,21,0,0,0,0,3,6,0,0,6,0,18,21,9,11,7,3,0,66,0,11,7,17,16,0,0,0,51,16,49,43,39,39,6,0,0,191,3,4,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,6,22,51,46,38,37,4,0,0,207,0,0,0,0,0,0,0,0,0,23,73,95,72,71,27,7,4,382,50,159,175,141,134,53,14,5,735
LGA57080,1071,451,325,218,76,12,3940,41,235,168,114,105,67,20,4,745,1031,3294,1753,758,625,411,177,45,8090,356,683,476,349,352,239,106,33,2595,431,691,427,394,334,182,72,18,2549,164,69,29,23,22,10,4,3,312,29,55,51,50,49,35,14,10,293,622,814,500,464,407,229,89,28,3153,46,77,51,37,26,37,28,13,299,638,1172,876,664,559,437,249,109,4702,2831,7961,4885,2829,2398,1630,743,241,23517
LGA57140,0,0,4,0,0,0,6,0,5,0,0,6,0,0,0,10,11,8,16,8,7,13,0,0,60,0,9,10,10,14,10,4,0,60,19,14,19,27,35,25,8,0,144,3,3,0,3,3,0,0,0,19,0,6,3,0,6,4,0,0,16,22,29,24,26,41,29,9,0,180,0,0,0,0,0,0,3,0,3,4,8,5,18,11,12,12,8,80,38,52,59,60,90,65,34,5,403
LGA57210,13,8,21,17,4,0,69,0,4,11,12,17,16,0,0,53,16,56,70,89,68,79,19,8,404,8,26,38,75,87,74,31,4,343,88,125,128,166,146,106,39,12,803,29,15,14,12,18,4,3,0,101,8,9,8,11,25,20,6,0,85,129,141,152,192,187,133,42,9,986,0,0,4,5,3,9,0,0,23,57,44,73,77,94,97,59,35,539,205,278,363,463,478,415,160,57,2423
LGA57280,85,57,46,16,4,0,316,3,56,57,35,30,19,0,0,197,68,482,418,200,128,59,17,0,1371,28,242,326,245,180,66,7,0,1096,211,986,956,608,459,141,24,7,3395,83,74,58,32,16,6,0,0,270,14,39,47,42,32,21,3,0,193,309,1100,1061,685,505,169,29,3,3854,8,16,16,17,16,6,0,0,69,372,851,790,719,561,212,58,10,3572,791,2823,2759,1958,1470,541,121,20,10474
LGA57350,3,3,0,0,0,0,4,0,0,4,0,0,0,0,0,9,0,7,15,4,11,8,3,0,54,0,7,0,14,10,9,0,0,41,7,23,10,18,22,24,10,7,115,0,0,0,5,6,0,0,0,8,0,0,0,0,4,3,3,0,17,7,22,10,24,35,25,10,7,140,0,0,0,0,0,0,0,0,0,15,27,20,44,38,59,21,11,232,22,68,52,88,91,99,36,16,482
LGA57420,14,6,7,5,0,0,45,0,3,3,8,3,5,0,0,24,7,68,49,34,29,14,14,0,217,9,31,24,45,35,21,8,0,170,41,146,87,103,90,37,10,0,514,4,10,0,5,0,0,0,0,30,0,0,6,5,13,4,0,0,29,55,164,93,112,105,37,14,0,577,0,3,6,5,5,3,0,0,18,28,62,55,75,68,31,24,0,352,92,343,241,281,251,115,59,7,1396
LGA57490,574,476,316,147,64,3,1946,40,302,416,384,276,137,33,11,1591,553,2144,2559,1985,1143,691,266,60,9403,527,1697,2304,2336,1767,891,343,91,9954,2662,5762,5046,4662,3749,1976,967,214,25047,943,478,263,217,170,89,34,6,2195,179,232,363,410,373,271,153,22,2009,3789,6478,5678,5293,4290,2329,1155,242,29256,64,90,113,121,137,116,75,34,747,1048,1236,1099,938,803,764,803,465,7155,6034,12288,12744,11536,8727,5071,2736,902,60042
LGA57630,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,3,3,3,4,3,0,0,22,0,0,0,0,4,0,0,0,11,0,3,0,9,9,9,6,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,5,3,0,9,14,14,6,0,44,0,0,0,0,0,0,0,0,5,13,39,23,28,31,9,7,0,146,18,46,30,41,51,24,15,0,224
LGA57700,178,94,69,37,10,0,480,3,97,102,86,61,27,6,4,376,115,622,666,410,258,148,51,9,2274,111,497,580,475,356,174,75,9,2274,670,1623,1304,977,756,428,127,23,5910,185,86,68,43,36,15,3,0,433,44,61,78,115,86,54,19,9,469,900,1775,1451,1138,885,493,149,31,6816,17,26,39,31,33,25,9,7,173,162,210,214,200,157,127,89,36,1198,1317,3295,3225,2426,1819,1027,393,90,13591
LGA57770,18,13,20,15,0,0,90,0,6,7,5,14,13,0,0,44,17,78,52,39,60,48,8,0,304,3,44,30,41,65,54,16,0,259,24,66,76,62,123,123,28,0,505,8,3,3,3,10,3,3,0,40,0,3,0,6,9,9,5,0,34,37,79,82,70,147,128,33,0,580,0,0,0,0,0,8,6,0,15,35,44,54,68,117,129,48,9,491,87,278,246,238,419,398,118,6,1786
LGA57840,1034,745,568,381,128,28,3991,35,262,300,286,279,196,54,10,1422,885,2647,2216,1747,1327,934,359,97,10210,231,447,531,596,643,585,293,90,3423,508,679,543,511,560,420,175,71,3459,153,49,30,26,35,30,17,0,348,21,50,52,78,108,114,73,31,530,683,788,627,611,701,569,261,98,4340,31,32,41,53,52,60,48,21,335,248,339,268,232,262,307,368,417,2434,2198,5540,5018,4267,3835,3031,1508,752,26153
LGA57910,4269,2466,1472,869,349,67,13914,95,1300,1453,1265,960,564,196,29,5852,2765,12257,11046,7074,4501,3037,1302,362,42339,1116,3726,3969,3454,2870,2178,1158,348,18820,2470,5273,4450,3758,3530,2379,1290,484,23638,725,386,307,233,209,169,62,15,2101,197,337,462,649,596,482,300,132,3150,3394,5997,5224,4639,4333,3025,1647,624,28890,78,282,322,250,191,255,189,83,1650,1181,2183,1885,1365,1192,1273,1283,891,11258,8915,29884,28164,20519,15516,11201,6125,2404,122723
LGA57980,616,477,361,284,123,28,2474,10,122,140,159,112,109,43,8,706,363,1197,994,760,638,509,224,52,4742,54,131,164,213,206,209,154,37,1168,118,170,145,105,131,97,65,20,845,47,8,12,9,12,11,5,0,110,12,19,22,25,56,39,26,13,206,181,194,177,138,194,152,92,38,1161,0,9,22,23,24,22,22,7,126,81,138,141,123,101,168,152,90,998,730,2346,2252,1892,1637,1451,810,254,11375
LGA58050,1292,620,406,233,68,9,3642,54,433,546,418,290,136,36,10,1930,953,4122,4093,2529,1498,861,297,65,14414,645,2393,2846,2282,1691,887,336,60,11144,2778,5932,5056,4264,3483,1862,698,142,24207,874,470,346,248,168,87,32,3,2222,208,299,417,493,442,257,110,27,2248,3863,6696,5817,5003,4095,2204,831,171,28679,75,136,206,155,152,114,68,24,935,1020,1357,1276,1103,922,794,639,393,7497,6660,16088,16082,12115,9050,5226,2288,727,68250
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,16,6,0,0,39,0,3,5,4,3,0,0,0,14,4,8,7,8,3,3,6,0,43,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,10,8,8,11,5,3,6,0,50,0,0,0,0,0,0,0,0,0,3,3,0,12,12,6,6,0,45,17,22,20,41,33,15,10,4,161
LGA58260,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,5,12,7,4,0,0,0,37,0,0,18,3,10,7,4,0,44,3,10,20,17,6,13,4,0,79,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,7,4,12,17,19,15,16,4,0,94,0,0,0,0,0,0,0,0,4,5,19,22,12,17,13,13,0,101,15,42,72,52,50,42,20,0,292
LGA58330,14,10,27,21,14,0,83,0,8,12,8,15,20,0,0,67,0,35,47,43,68,59,30,0,288,5,22,43,62,100,84,30,4,345,50,89,116,146,210,163,39,0,806,16,7,8,9,6,13,0,0,56,0,3,5,17,18,23,5,0,70,65,98,121,170,233,196,46,0,933,0,0,5,8,5,3,8,3,35,37,45,43,80,119,89,62,14,493,114,215,276,390,574,473,187,23,2249
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,0,0,9,0,0,0,0,3,3,0,0,7,7,16,0,9,4,9,4,0,51,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,19,0,9,7,13,4,0,57,0,0,0,0,0,0,0,0,5,4,5,0,10,4,6,6,0,32,8,25,4,22,19,26,12,0,119
LGA58470,4,0,5,7,0,0,14,0,0,0,0,3,3,0,0,9,0,3,4,8,17,11,7,0,49,0,0,5,0,0,13,0,0,13,3,3,11,9,12,13,0,0,50,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,8,3,6,12,14,10,14,0,0,58,0,0,0,0,0,0,0,0,0,0,3,3,3,4,8,5,0,24,3,15,23,29,41,54,7,0,169
LGA58510,931,455,266,133,44,7,2912,27,247,242,201,159,90,28,0,1004,591,2768,2000,1058,642,395,138,40,7625,333,670,607,507,442,302,116,39,3014,548,917,713,607,573,369,158,54,3932,204,73,47,43,37,19,10,0,425,27,44,68,101,82,66,27,15,429,771,1035,822,746,691,454,194,75,4795,17,60,50,42,37,44,21,11,267,324,548,442,379,314,295,371,437,3114,2123,6364,5088,3388,2548,1711,907,603,22734
LGA58540,0,3,0,0,0,0,3,0,0,6,0,0,5,0,0,7,0,9,15,9,10,0,0,0,53,0,11,3,10,11,10,0,0,46,7,20,19,20,22,12,0,0,97,3,0,0,0,0,0,0,0,10,0,0,0,4,0,3,0,0,18,8,22,22,22,28,13,6,0,125,0,0,0,0,0,0,0,0,3,6,7,10,20,13,23,13,3,99,17,43,61,66,67,56,23,3,344
LGA58570,1004,615,362,225,59,10,3444,19,368,348,308,221,102,20,0,1383,643,3165,2348,1449,923,480,135,29,9182,211,661,620,519,447,272,84,26,2837,401,744,596,472,431,224,97,42,2994,123,57,36,21,29,22,6,9,301,21,45,53,90,88,65,22,5,393,538,845,691,587,546,304,119,51,3691,16,58,39,37,30,32,21,0,235,189,549,351,230,238,169,145,85,1947,1679,6759,5408,3753,2760,1582,579,206,22722
LGA58610,0,4,5,0,4,0,10,0,0,5,5,0,4,0,0,15,3,29,34,13,16,12,4,0,116,0,12,10,9,16,20,4,0,68,13,39,39,32,48,35,19,0,224,0,3,5,0,6,0,0,0,17,0,0,0,3,9,0,3,0,20,9,49,41,40,58,43,22,0,259,0,0,0,0,0,0,0,0,4,21,24,22,24,21,37,17,4,174,40,109,112,90,115,121,52,7,646
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,8,5,0,0,0,23,0,3,3,10,4,10,0,0,34,5,13,11,17,9,13,6,0,83,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,3,0,16,12,19,12,26,15,17,10,0,99,0,0,0,0,0,0,0,0,0,14,7,13,18,16,13,12,0,92,25,31,39,65,42,44,17,0,251
LGA58760,1664,1017,536,248,98,24,4678,78,589,796,653,367,173,44,7,2715,1439,5395,6009,3926,1987,1021,409,85,20272,1013,3080,3909,3747,2499,1342,480,127,16191,3560,7432,6807,6248,4755,2629,1045,238,32706,1228,555,411,364,236,119,44,3,2966,307,387,606,715,550,353,187,51,3140,5090,8377,7817,7326,5536,3102,1274,289,38813,98,188,271,271,196,167,109,34,1336,1212,1412,1489,1311,1004,902,892,570,8792,9009,20066,21959,18259,12119,6956,3298,1133,92795
LGA58820,10,7,8,4,0,0,27,3,3,5,6,13,3,0,0,33,0,34,45,43,43,26,14,3,203,3,21,40,56,50,41,25,4,241,78,124,153,165,160,91,35,8,810,23,9,15,8,13,0,4,0,75,3,3,0,16,13,9,6,0,60,103,136,168,190,187,104,44,8,942,0,0,0,6,6,6,5,0,23,40,37,49,75,47,55,54,33,390,153,243,314,376,358,243,135,52,1869
LGA58890,0,5,0,3,0,0,9,0,0,0,5,0,3,0,0,5,7,14,6,19,4,3,0,0,58,0,3,9,6,11,6,0,0,32,10,14,19,23,30,10,0,0,111,0,0,3,9,0,0,0,0,14,0,0,0,6,0,0,0,0,7,11,13,19,36,31,12,0,0,131,0,0,0,0,0,0,0,0,3,3,8,18,15,20,12,8,3,82,18,39,52,77,76,37,11,7,319
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,5,0,0,0,0,17,0,0,0,11,5,3,6,0,29,7,13,20,9,21,0,0,0,68,0,0,0,6,3,0,0,0,3,0,0,0,0,3,0,0,0,5,11,16,19,11,22,0,4,0,79,0,0,0,0,0,0,0,0,0,5,17,20,20,22,5,0,0,89,13,39,42,50,50,14,10,0,220
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,12,9,0,4,0,0,42,0,6,3,12,10,3,0,0,35,4,17,21,9,22,7,6,0,87,0,0,0,0,0,0,0,0,4,0,0,0,3,3,7,4,0,11,4,19,19,13,24,10,4,0,99,0,0,0,0,0,0,0,0,0,9,14,9,18,29,14,11,4,109,19,48,40,48,73,36,18,4,282
LGA59170,7,4,0,0,0,0,6,0,0,0,6,4,0,0,0,12,4,24,31,17,15,3,0,0,89,0,9,18,12,18,8,6,0,64,15,32,38,18,20,12,5,0,134,4,0,3,4,3,0,0,0,17,0,0,0,0,0,6,0,0,8,17,31,38,20,25,18,4,0,156,0,0,0,0,0,0,0,0,5,10,14,21,11,21,12,13,3,110,32,80,112,71,70,44,25,7,444
LGA59250,10,4,0,0,0,0,27,0,3,4,5,0,0,0,0,15,8,36,19,13,10,0,0,0,97,0,8,7,24,15,3,0,0,67,17,71,67,42,31,11,0,0,245,10,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,24,81,72,45,32,9,3,0,263,0,0,0,0,0,0,0,0,0,48,156,109,106,49,19,0,0,490,85,286,220,195,108,39,7,0,949
LGA59310,4,0,0,3,0,0,12,0,0,4,3,8,0,0,0,17,0,14,23,17,12,4,3,0,72,0,13,3,7,16,17,6,0,64,13,42,51,33,38,34,4,0,216,9,9,5,0,3,0,0,0,30,4,0,0,3,3,4,0,0,13,26,53,58,35,46,34,10,0,263,0,0,4,0,0,3,0,0,15,10,12,16,12,12,17,8,3,94,41,94,108,75,94,83,28,9,532
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,3,9,8,8,0,0,0,32,0,3,4,5,9,6,0,0,29,9,9,6,5,16,13,3,0,60,0,8,0,0,0,0,0,0,16,0,4,6,0,0,0,0,0,4,13,16,13,12,19,13,3,0,82,0,0,0,0,0,0,0,0,0,0,4,4,8,6,15,5,0,43,20,27,34,35,37,39,9,0,197
LGA59330,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,9,8,0,3,0,0,3,32,0,5,0,9,3,4,0,0,26,10,15,7,9,12,10,0,0,62,4,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,11,16,13,10,12,10,4,0,78,0,0,0,0,0,0,0,0,0,4,10,8,5,6,14,15,0,64,19,37,30,23,25,33,18,9,202
LGA59340,85,44,69,39,3,0,329,0,54,35,31,44,25,3,0,203,61,355,260,197,208,136,22,0,1237,16,117,125,122,197,129,9,0,713,102,317,329,331,291,220,34,3,1621,38,33,23,15,15,8,0,0,136,14,17,13,18,37,30,9,0,143,152,364,366,363,346,252,42,5,1897,4,14,5,3,4,7,0,0,43,216,321,285,295,263,187,49,17,1632,458,1309,1154,1059,1138,777,129,27,6047
LGA59350,6,0,4,4,0,0,10,0,0,0,6,5,3,0,0,6,7,25,12,10,6,6,5,0,63,5,3,6,8,13,8,0,0,41,9,49,30,31,20,3,0,0,142,3,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,9,58,30,38,20,9,0,0,160,0,0,4,0,0,0,0,0,5,43,176,110,123,84,25,9,0,575,61,258,160,183,128,58,18,0,864
LGA59360,4,9,3,3,0,0,23,0,6,0,0,5,0,0,0,9,11,45,29,16,20,6,0,0,125,4,10,27,32,22,8,7,0,100,25,85,89,65,60,25,4,0,349,8,5,5,4,0,4,0,0,24,4,0,3,3,4,0,0,0,15,33,89,102,73,62,25,4,0,388,0,0,0,3,0,0,0,0,3,32,105,108,108,97,28,5,3,499,77,265,260,248,203,68,18,8,1144
LGA59370,6,8,9,21,6,0,56,0,9,9,4,13,18,3,0,54,8,48,48,47,45,42,28,6,267,0,5,29,42,65,73,33,6,268,31,65,72,79,133,107,40,14,528,14,6,8,7,7,6,0,0,47,7,0,7,8,15,29,8,4,67,49,67,82,94,156,136,47,13,638,0,4,0,0,0,6,4,0,29,21,24,29,43,62,64,72,25,345,83,165,212,237,346,364,196,49,1660
LGA59799,10,16,12,0,0,0,55,0,3,7,8,7,6,0,0,31,6,69,69,62,43,21,3,0,277,8,29,90,89,58,13,7,0,292,35,129,215,193,110,17,7,0,703,7,8,4,6,4,0,0,0,28,0,3,10,13,11,0,0,0,41,44,141,231,211,122,22,3,0,776,0,4,9,3,6,4,0,0,20,53,223,434,404,223,52,10,0,1408,112,476,858,801,465,123,24,0,2853
LGA60210,25,24,35,43,11,0,159,0,3,5,16,24,24,8,0,81,7,61,115,96,130,136,45,7,595,3,23,65,77,121,117,40,5,454,62,151,187,219,294,201,87,9,1213,11,25,11,15,22,10,6,0,99,0,7,9,24,40,40,6,0,130,73,185,208,260,354,253,90,18,1440,0,0,8,11,9,3,5,0,36,52,46,54,81,143,160,95,29,656,139,349,471,551,822,731,298,60,3425
LGA60410,70,31,21,23,0,0,263,0,34,35,19,29,21,7,0,144,64,249,217,140,112,72,24,0,886,30,169,204,225,144,113,27,8,912,329,881,697,607,386,276,95,18,3288,74,98,74,52,24,16,0,0,345,21,44,40,49,39,27,11,0,232,427,1026,818,700,457,314,107,20,3863,5,13,5,3,18,13,3,0,60,202,180,163,153,148,174,114,35,1169,734,1766,1517,1280,930,724,284,65,7296
LGA60610,84,86,70,31,16,0,398,8,60,63,49,44,39,8,5,265,86,393,329,233,222,141,41,9,1451,30,141,216,256,236,156,91,22,1146,323,806,613,641,589,325,145,42,3478,105,103,62,52,29,13,7,3,372,19,28,40,45,72,58,19,5,285,450,933,708,737,691,390,180,45,4130,7,23,12,12,15,17,7,7,102,175,170,151,229,177,185,191,95,1374,759,1834,1560,1595,1455,947,536,183,8870
LGA60810,82,77,88,70,26,4,459,6,37,56,64,80,57,12,4,309,82,361,388,333,346,271,85,19,1886,27,146,200,320,338,262,114,31,1441,336,760,722,792,814,473,222,49,4162,67,81,46,46,40,34,12,0,330,33,33,35,67,89,76,26,13,380,434,877,804,912,952,579,255,63,4875,12,7,3,18,22,11,11,5,88,159,135,143,147,199,281,238,87,1401,720,1684,1677,1876,2025,1537,743,206,10457
LGA61010,12,8,19,13,0,0,64,0,0,0,7,6,12,0,0,24,11,39,31,26,26,41,9,0,181,0,14,18,15,39,34,13,0,131,33,79,71,83,97,43,20,0,424,10,14,13,0,6,4,0,0,48,5,3,4,8,8,6,5,0,34,40,90,94,86,107,60,27,0,503,0,0,0,0,3,8,0,0,13,31,18,38,31,60,60,27,4,262,84,175,184,172,264,213,74,10,1181
LGA61210,26,12,15,6,5,0,155,0,8,7,13,8,8,0,0,51,27,145,100,82,78,60,18,4,504,7,46,69,109,95,48,19,3,397,129,290,269,240,235,140,34,9,1336,45,29,21,14,23,7,0,0,142,0,10,9,9,18,15,4,0,71,171,329,292,267,277,167,35,9,1546,4,3,8,3,0,0,0,0,28,95,116,112,87,130,142,94,36,800,305,731,612,572,605,431,172,47,3480
LGA61410,755,424,385,278,96,19,3233,17,278,314,294,314,221,58,14,1505,430,2054,1955,1335,1079,893,342,113,8204,131,614,758,944,894,712,363,108,4529,723,1825,1696,1598,1560,944,495,153,9000,151,166,101,84,101,50,28,10,692,64,88,89,131,197,196,97,29,893,944,2079,1894,1812,1860,1193,619,191,10588,14,50,54,45,51,48,42,10,312,339,399,370,300,313,420,428,233,2796,1901,6729,6102,5158,4897,3758,1944,684,31176
LGA61510,43,39,37,22,8,0,178,0,10,20,17,24,14,6,4,91,28,121,114,90,96,70,18,7,553,15,62,102,124,127,92,23,10,555,156,422,420,359,327,178,80,11,1958,29,51,43,33,11,11,4,0,177,14,12,28,17,35,16,7,0,124,196,476,490,414,378,203,94,10,2256,0,11,4,13,12,10,10,0,60,111,104,110,126,123,112,73,28,788,360,809,887,821,793,520,235,63,4483
LGA61610,99,74,68,52,18,5,575,0,53,51,62,53,53,21,0,289,98,511,390,328,269,262,97,17,1973,40,214,265,353,323,254,112,37,1602,387,983,807,830,769,507,212,68,4570,110,122,63,70,55,37,13,5,481,41,44,51,65,83,85,29,7,416,543,1148,931,965,912,634,256,76,5460,10,16,19,17,16,22,23,4,123,162,228,158,175,235,301,283,148,1690,854,2411,1904,1977,1882,1578,802,292,11704
LGA61810,19,12,22,21,10,0,113,3,10,4,9,14,16,7,0,59,14,101,72,70,89,81,15,10,446,6,47,45,63,94,61,22,7,354,85,211,195,215,225,132,58,13,1126,19,23,26,19,26,9,3,0,115,4,6,11,14,15,17,4,0,74,106,239,230,247,264,159,65,13,1324,0,0,0,3,3,10,5,3,34,60,55,55,56,95,108,103,76,608,201,477,425,459,585,451,224,113,2938
LGA62010,3,11,0,9,9,0,29,0,0,0,5,5,4,5,0,21,0,15,17,18,17,19,9,0,96,0,0,16,14,19,20,11,0,72,7,27,23,24,33,33,13,0,161,0,0,4,0,3,0,0,0,14,0,0,0,3,7,0,0,0,13,6,27,26,30,40,34,11,0,183,0,0,0,0,4,0,0,0,5,4,4,15,9,11,19,9,6,78,11,53,67,79,99,110,50,13,488
LGA62210,22,14,23,25,7,5,115,0,4,5,17,7,19,3,3,62,10,69,78,54,88,83,30,0,413,0,30,47,52,90,95,34,11,367,82,208,192,215,276,177,74,5,1235,15,37,25,13,11,18,0,0,118,4,13,17,20,15,26,9,5,109,104,260,233,247,304,217,82,14,1464,5,3,7,0,0,5,3,0,26,59,61,62,79,82,99,84,22,550,186,448,449,470,601,537,243,53,2994
LGA62410,35,22,39,23,11,0,209,0,12,8,7,22,19,0,0,80,18,123,96,54,123,106,35,9,564,9,35,36,65,106,108,51,19,427,26,111,114,154,196,156,55,19,824,8,12,11,14,12,7,8,0,62,0,6,12,14,22,24,13,0,88,27,127,138,182,224,185,71,18,975,0,0,3,3,10,7,6,0,39,40,84,49,41,86,90,70,24,484,95,459,376,381,615,547,244,77,2780
LGA62610,664,216,130,78,19,9,3141,15,174,176,131,101,47,18,4,673,385,2338,1101,601,442,303,104,37,5312,133,597,613,578,547,317,149,41,2977,635,1702,1532,1365,1231,706,359,115,7647,173,189,127,78,81,41,15,3,712,40,88,90,103,125,103,38,22,605,854,1983,1745,1544,1439,854,414,141,8965,19,49,34,31,17,37,24,7,220,316,545,362,322,373,398,441,211,2960,1784,7646,4700,3411,3045,2037,1180,450,24249
LGA62810,1648,1206,944,666,246,56,7940,28,351,422,465,444,342,92,9,2142,1066,3870,2482,2090,1685,1416,558,158,13322,197,673,562,688,684,685,334,122,3949,425,840,678,769,726,489,234,69,4236,132,88,67,51,58,34,15,4,445,39,64,64,86,117,145,63,46,619,601,996,811,898,902,674,307,126,5307,23,70,52,36,53,56,43,19,353,364,663,423,395,384,421,361,261,3273,2390,9683,6407,5779,5095,4256,1946,741,36297
LGA63010,157,111,171,130,38,7,697,0,37,59,66,95,69,7,0,337,39,308,427,356,407,314,107,13,1963,24,110,183,250,334,261,80,15,1257,227,591,585,571,554,328,109,16,2977,64,50,46,42,35,18,10,0,258,14,19,25,51,63,54,27,3,253,304,663,653,658,657,398,143,14,3492,7,12,9,12,17,25,14,3,88,146,154,152,177,242,254,182,84,1394,521,1358,1631,1634,1928,1450,576,135,9234
LGA63210,18,22,30,23,3,0,150,0,10,11,17,22,21,4,0,92,20,103,104,101,106,81,23,6,543,12,42,76,101,128,69,16,4,452,94,217,202,251,256,143,48,9,1218,26,19,26,19,15,6,0,0,112,5,12,20,14,37,18,6,0,108,120,250,245,286,307,166,55,10,1435,0,0,0,0,4,7,3,0,18,82,86,68,86,103,96,75,18,611,227,552,526,614,699,452,185,42,3301
LGA63410,9,0,5,6,0,0,34,0,3,5,3,5,5,0,0,21,0,24,29,23,18,18,8,0,124,0,19,15,12,19,13,13,6,97,16,46,51,45,55,40,14,3,279,0,0,4,6,0,4,0,0,17,0,3,3,4,6,8,0,0,39,17,55,63,56,65,48,16,7,329,0,0,3,0,0,0,0,0,3,7,26,31,21,16,35,22,8,165,26,147,148,121,126,126,53,18,773
