LGA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
LGA47290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,248,624,32,27,60,8,0,8,4,0,4,8,0,4,12,3,15,45,38,85,481,318,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,64,55,121,23,45,64,4,0,6,575,416,993
LGA47490,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,329,229,557,14,18,34,4,0,4,0,0,3,8,0,8,9,0,9,38,34,79,402,280,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,10,0,0,0,0,0,0,0,3,3,0,3,3,64,74,135,48,77,126,8,4,12,530,436,969
LGA47630,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,1430,986,2412,119,118,237,38,6,47,9,5,11,19,9,26,19,4,27,136,76,210,1770,1199,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,21,18,9,21,0,0,0,0,0,0,0,0,0,0,0,0,226,223,445,74,153,228,21,10,31,2110,1588,3700
LGA47700,9,3,16,1254,1659,2915,3,0,12,0,3,3,46,58,104,18052,14843,32895,777,1135,1912,240,5,247,160,13,176,146,18,162,169,53,222,203,193,399,21057,17998,39056,13,9,15,0,0,0,0,0,0,13,5,16,0,0,0,0,0,0,25,16,38,0,0,0,9,13,21,179,271,454,26,67,99,14,9,23,230,363,596,151,80,226,404,454,859,0,3,11,10,21,38,7,3,4,23,32,49,2019,2430,4450,2035,3452,5489,82,70,151,25615,24437,50055
LGA47800,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,781,605,1387,28,37,66,21,0,21,4,0,6,5,0,9,29,8,40,92,72,163,971,730,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,23,19,3,24,0,0,0,0,0,0,3,0,3,3,0,3,207,186,394,67,126,196,17,17,35,1284,1068,2351
LGA47910,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,384,342,728,19,29,52,5,0,9,0,0,0,7,0,3,7,4,11,47,28,78,482,411,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,3,9,0,5,0,0,0,0,0,0,0,0,5,0,0,5,95,83,180,45,74,126,10,10,15,638,585,1219
LGA47980,78,86,166,321,487,802,0,0,0,157,183,344,28,42,69,5537,4864,10404,219,568,786,33,0,36,78,15,97,582,296,875,53,36,88,353,397,755,7442,6970,14418,10,19,22,0,0,0,8,3,9,3,0,10,0,0,4,10,4,9,27,32,52,0,0,0,14,27,42,15,9,23,11,18,33,11,11,21,58,59,122,81,86,165,168,175,342,8,15,27,11,22,31,4,0,7,28,34,64,1362,1458,2818,699,1309,2004,12,23,34,9698,9980,19679
LGA48050,5,0,5,0,4,4,0,0,0,0,0,0,0,5,11,1732,1619,3349,107,167,269,36,6,40,9,0,17,21,11,29,20,7,27,78,90,163,2013,1903,3914,0,0,0,0,0,0,0,0,0,5,6,14,0,0,0,0,0,0,5,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,25,15,24,43,0,0,0,0,0,0,3,0,3,3,0,3,277,345,625,301,420,721,24,28,53,2639,2720,5358
LGA48130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,807,1831,46,67,113,34,0,35,0,0,6,14,3,13,23,5,25,106,87,196,1247,974,2216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,8,8,14,4,9,19,0,0,0,0,0,0,0,0,0,0,0,0,177,152,330,87,169,253,12,11,23,1534,1312,2850
LGA48260,4,0,4,84,119,199,0,0,0,0,0,0,0,6,6,1276,1028,2305,47,149,194,6,0,6,5,3,10,57,27,85,6,6,14,38,46,86,1522,1379,2903,3,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,8,5,15,3,12,19,0,0,0,13,18,36,9,9,19,26,32,60,0,0,0,0,0,3,0,0,0,0,4,6,269,286,553,133,278,416,6,3,14,1961,1984,3948
LGA48340,0,0,0,0,0,6,0,0,0,0,0,0,0,4,8,1876,1563,3436,114,104,218,55,4,57,8,0,7,10,4,12,19,11,22,115,88,207,2190,1778,3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,10,27,19,6,27,0,0,0,0,0,0,3,0,3,6,0,7,233,263,495,202,335,534,29,30,58,2676,2414,5089
LGA48410,25,22,54,863,1300,2159,3,5,3,140,170,313,71,90,165,10715,8541,19256,466,1035,1499,109,0,109,178,30,205,444,184,629,134,39,173,315,356,674,13463,11776,25235,16,27,47,0,0,0,0,3,3,3,5,5,0,0,3,0,0,5,29,35,60,0,0,0,29,27,50,38,29,75,18,85,100,18,46,67,111,189,294,123,115,238,253,335,597,10,22,26,27,41,67,11,9,16,48,68,115,1540,1647,3184,1328,2134,3466,63,64,125,16697,16025,32722
LGA48540,0,0,0,166,25,198,0,0,0,0,0,0,37,41,78,3303,2952,6253,297,250,552,29,6,32,63,5,70,89,10,97,23,13,39,111,141,255,4123,3442,7569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,12,88,0,3,3,7,0,7,87,18,105,49,29,73,139,47,177,0,0,0,0,0,0,7,0,7,11,0,8,71,111,185,593,568,1155,33,22,49,4967,4183,9147
LGA48640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,142,321,7,7,19,9,0,9,0,0,0,6,0,6,3,0,10,31,28,59,236,187,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,54,102,18,30,52,5,4,8,314,271,585
LGA48750,0,3,6,3,0,3,0,0,0,0,0,0,0,0,0,712,661,1369,32,37,66,23,0,26,6,0,6,5,0,5,15,9,23,41,39,77,837,749,1585,0,0,0,0,0,0,0,0,0,7,6,11,0,0,0,0,0,0,7,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,12,14,6,29,0,0,0,0,0,0,0,0,0,0,0,0,178,173,355,124,179,305,14,14,27,1165,1130,2297
LGA48830,0,0,0,4,0,5,0,0,0,4,0,4,0,0,0,1307,1107,2409,45,62,106,52,0,53,6,0,6,11,3,8,40,7,51,214,146,364,1680,1327,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,21,19,5,21,0,0,0,0,0,0,0,0,0,0,0,0,325,308,629,228,314,535,30,17,48,2282,1967,4247
LGA49399,3,0,3,321,38,356,0,0,0,0,0,0,0,0,0,602,221,819,132,44,180,33,0,33,9,0,14,16,0,21,357,68,420,266,211,479,1741,590,2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,6,0,11,13,4,16,51,13,67,63,14,83,0,0,4,11,0,9,7,0,11,15,4,22,146,120,271,188,177,358,48,18,62,2203,920,3120
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,16,0,16,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22
LGA50080,4,0,3,38,14,55,0,0,0,0,0,0,16,15,37,6286,6006,12289,409,505,916,131,0,128,38,8,41,67,21,87,82,27,109,186,180,372,7258,6784,14042,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,7,9,4,0,6,0,0,3,12,9,17,61,44,102,78,55,126,0,0,0,0,0,0,0,3,4,9,0,7,495,667,1162,844,1122,1968,54,33,88,8737,8659,17393
LGA50210,443,474,920,174,139,311,9,0,9,0,0,6,60,43,103,16193,13493,29681,839,967,1811,252,19,268,94,3,100,70,13,82,397,100,501,155,156,317,18701,15408,34108,237,267,510,0,0,0,0,0,0,286,204,490,26,35,63,20,12,26,567,525,1089,0,0,0,0,0,0,8,23,32,10,21,36,9,4,14,36,46,78,184,71,254,785,639,1430,98,150,247,7,3,13,4,6,8,117,156,274,989,1518,2500,2107,2801,4915,107,74,184,22808,20601,43411
LGA50250,3,6,4,1705,348,2051,7,3,5,0,0,0,18,0,22,1627,716,2343,488,169,653,76,14,96,10,3,14,18,39,51,665,137,797,335,307,642,4949,1735,6681,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,9,5,19,12,4,14,78,26,99,95,30,131,129,36,160,230,72,296,3,0,6,90,24,116,21,0,19,114,28,139,41,98,138,428,329,757,47,22,68,5805,2285,8091
LGA50280,0,0,0,34,10,48,0,0,0,0,0,0,0,0,0,2334,2377,4702,198,164,364,45,0,44,16,4,21,67,26,98,83,25,105,140,163,304,2926,2766,5687,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,4,42,32,73,47,31,79,0,0,0,0,0,0,0,0,0,6,0,4,453,578,1031,601,675,1272,44,24,70,4075,4071,8147
LGA50350,203,213,411,39,38,81,0,0,0,0,0,0,12,18,37,2509,2392,4903,125,174,301,29,3,31,21,4,22,61,15,79,56,20,70,38,40,68,3091,2924,6007,36,39,80,0,0,0,0,0,0,28,27,57,4,7,19,6,9,16,73,87,161,0,0,0,0,0,0,6,3,7,4,3,3,5,5,3,8,7,15,24,9,35,106,108,216,11,19,30,4,0,6,0,0,0,14,20,37,328,353,676,386,550,932,12,6,22,3930,3959,7887
LGA50420,569,535,1108,790,836,1626,3,0,3,3,0,4,99,99,198,11875,10170,22043,599,981,1574,132,0,133,109,5,113,344,88,432,259,75,338,156,136,297,14933,12945,27876,158,176,334,0,0,0,0,0,0,111,114,224,19,31,48,12,12,19,297,336,632,0,0,0,0,0,3,54,62,116,21,58,86,24,11,36,104,137,234,136,89,220,533,560,1093,41,57,95,16,8,23,9,0,9,64,63,129,1213,1486,2706,1600,2308,3908,82,45,122,18424,17405,35829
LGA50490,81,83,166,630,660,1284,0,0,3,0,0,0,105,82,189,7608,5988,13593,419,692,1107,83,3,85,53,9,61,124,19,144,286,84,369,143,121,263,9529,7744,17276,76,76,153,0,0,0,0,0,0,50,60,104,8,10,18,4,0,3,142,140,284,0,0,0,0,0,0,26,33,58,11,41,55,24,16,45,65,90,149,91,48,138,298,274,574,20,45,66,18,17,31,0,4,3,43,66,106,591,671,1258,1187,1257,2445,84,37,122,11740,10050,21783
LGA50560,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,165,164,325,9,11,18,12,0,12,0,0,0,0,0,0,11,3,11,22,12,30,210,196,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,56,49,106,36,38,74,4,5,12,312,290,603
LGA50630,0,0,0,87,13,102,0,0,0,0,0,0,0,0,0,440,221,662,36,12,39,13,0,13,6,0,6,4,0,4,8,0,5,21,25,43,605,273,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,12,0,11,5,4,3,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,19,36,53,68,124,10,3,12,694,368,1067
LGA50770,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,194,180,379,6,17,20,7,0,7,4,0,4,0,0,0,5,6,14,23,12,39,247,217,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,9,0,10,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,125,99,222,28,38,69,7,0,16,422,361,786
LGA50840,0,0,0,45,6,52,0,0,0,0,0,0,0,0,0,728,671,1403,45,53,94,27,0,24,0,3,3,0,0,0,16,6,17,43,36,79,901,776,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,10,7,13,16,7,17,0,0,0,0,0,0,0,0,0,0,0,0,123,138,259,152,149,304,11,5,18,1192,1086,2279
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,96,201,11,5,13,4,0,4,3,0,3,0,0,0,4,0,4,24,24,47,144,131,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,27,70,16,18,35,3,0,0,206,172,382
LGA50980,3,5,10,42,19,60,0,0,0,0,0,0,8,7,8,2534,2726,5263,216,310,527,44,0,46,93,39,129,125,94,222,106,39,147,338,431,772,3518,3686,7199,5,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,6,4,10,35,30,65,45,34,79,0,0,0,0,0,0,5,0,4,5,0,4,247,355,605,1121,1361,2488,65,57,124,5003,5493,10498
LGA51080,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,130,115,241,7,3,11,3,0,3,0,0,0,0,0,3,3,5,4,27,18,45,178,139,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,48,112,13,7,19,4,0,4,257,201,464
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,89,233,5,7,13,7,0,7,0,0,0,0,0,6,13,0,12,22,21,41,197,119,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,42,66,11,13,22,0,0,0,238,168,406
LGA51190,4,9,14,183,35,223,0,0,0,0,0,0,19,27,45,5151,4960,10112,448,485,936,47,5,56,35,4,34,95,35,131,88,33,125,153,182,331,6240,5771,12008,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,6,4,4,0,0,0,0,0,0,71,20,89,9,9,12,10,0,13,81,30,117,80,35,115,165,71,237,0,0,0,6,0,6,4,0,8,11,3,16,212,374,584,740,926,1662,54,21,77,7422,7162,14588
LGA51260,9,3,6,85,23,112,0,0,0,0,0,0,17,10,31,5843,6027,11871,426,471,894,90,0,91,18,0,18,148,55,200,165,44,208,208,198,409,6997,6836,13833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,12,10,17,4,3,8,8,0,10,25,11,32,83,22,105,103,38,147,0,0,0,10,0,10,3,0,10,12,3,20,710,1063,1769,1346,1496,2847,51,65,114,9223,9503,18727
LGA51310,160,139,305,431,325,752,0,0,0,0,0,0,40,30,70,4320,3906,8229,237,343,584,22,0,24,40,4,41,290,100,389,67,19,83,176,173,351,5782,5043,10824,40,52,92,0,0,0,0,0,0,27,15,41,7,3,18,11,4,16,87,81,159,0,0,0,0,0,0,22,17,41,13,18,24,7,7,15,43,43,83,38,33,69,167,152,323,16,22,33,7,0,14,5,0,5,24,21,52,913,1014,1930,599,988,1583,21,12,32,7513,7230,14743
LGA51330,496,550,1046,576,730,1307,0,0,3,0,0,4,107,104,211,17111,13358,30474,717,1364,2079,166,4,175,99,9,111,203,63,260,322,67,386,176,201,377,19990,16448,36435,660,574,1229,0,0,0,0,0,0,217,176,388,38,53,93,22,8,34,943,809,1750,0,0,0,0,0,0,44,45,85,29,89,120,28,27,51,100,158,254,167,120,285,1209,1081,2289,205,178,384,19,18,45,10,4,18,237,207,447,1459,1627,3094,2055,2712,4766,116,86,199,25062,22162,47222
LGA51400,0,3,3,65,17,92,0,0,0,0,0,0,8,5,10,3025,3034,6059,206,239,444,61,3,62,12,3,19,18,12,28,65,14,81,48,43,92,3520,3366,6888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,29,15,51,4,5,9,3,0,4,37,20,60,45,26,71,85,44,126,0,0,3,10,0,14,0,0,0,6,5,9,195,301,499,538,630,1163,26,15,41,4372,4356,8729
LGA51470,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,97,72,164,3,3,9,5,0,5,0,0,0,4,0,7,3,0,3,18,12,30,134,87,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,28,11,8,19,0,0,0,156,114,275
LGA51540,3,0,6,64,12,69,0,0,0,0,0,0,0,0,3,691,661,1356,54,95,154,24,4,34,14,0,12,25,23,45,31,6,37,128,175,303,1031,982,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,15,8,21,14,8,26,0,0,0,0,0,0,3,0,6,3,0,6,146,123,264,407,389,795,14,20,39,1614,1522,3137
LGA51610,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,240,225,466,9,13,24,5,0,5,0,0,0,0,0,0,9,4,20,18,9,28,293,252,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,82,48,52,97,0,0,0,373,345,720
LGA51680,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,917,853,1771,46,54,96,40,0,42,10,0,5,0,0,3,37,11,50,33,25,63,1083,952,2038,0,0,0,0,0,0,0,0,0,6,6,17,0,5,5,0,0,0,6,8,17,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,9,9,14,20,18,35,0,0,0,0,0,0,0,0,0,6,0,4,130,188,321,194,160,351,16,7,22,1444,1330,2768
LGA51710,0,0,0,31,43,79,0,0,0,0,0,0,0,0,0,348,224,572,22,40,64,3,0,3,10,3,15,3,0,4,8,8,8,13,14,26,444,334,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,5,0,5,6,0,5,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,9,14,27,32,43,75,7,6,8,508,400,904
LGA51750,183,121,308,101,102,201,0,0,0,0,0,0,6,10,16,1417,1371,2791,85,127,209,9,0,9,21,4,24,93,27,122,13,10,29,88,74,163,2009,1857,3859,24,26,48,0,0,0,0,0,0,6,9,15,0,11,7,0,0,5,33,40,72,0,0,0,0,0,0,0,4,4,0,3,3,0,0,4,0,8,11,18,12,32,49,63,112,3,0,8,0,0,0,0,0,4,5,3,9,343,348,694,217,324,537,14,10,20,2630,2604,5238
LGA51820,874,815,1682,334,337,673,12,3,21,3,0,3,101,74,174,21325,19132,40459,1113,1460,2568,280,7,284,134,15,150,179,67,242,460,125,582,230,278,509,25043,22302,47340,430,428,861,0,0,0,0,0,0,382,345,721,49,79,127,38,11,45,891,862,1758,0,0,5,3,0,3,37,37,68,31,30,63,19,20,39,90,90,178,222,147,372,1202,1095,2298,164,171,339,8,10,21,13,0,14,186,189,370,1750,2541,4289,2958,4055,7013,117,74,193,31253,30261,61511
LGA51860,0,0,0,0,3,4,16,12,19,0,0,0,0,0,0,45,18,60,0,9,9,0,0,0,19,5,26,11,3,16,4,5,7,15,19,38,103,77,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,9,20,28,13,3,15,24,23,49,0,0,0,4,9,13,0,0,0,6,9,15,8,4,12,20,14,39,3,0,3,162,126,288
LGA51890,0,0,0,55,16,67,0,0,0,0,0,0,0,6,6,1194,1099,2296,121,94,219,19,0,19,0,0,4,7,4,8,19,8,27,37,36,68,1460,1254,2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,0,0,0,0,0,0,8,8,17,17,6,21,26,11,33,0,0,0,0,0,0,0,0,0,3,0,3,36,70,107,282,244,524,15,7,25,1817,1584,3402
LGA51960,0,0,0,139,33,166,0,0,0,0,0,0,5,0,5,598,395,991,128,36,173,18,5,21,0,0,6,3,0,3,77,8,84,35,50,85,999,528,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,0,0,0,7,4,8,15,7,24,28,4,34,50,14,62,0,0,0,10,0,15,0,0,0,13,0,18,11,11,21,99,64,161,5,6,17,1181,617,1802
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,81,205,5,12,15,11,0,11,0,0,0,0,0,0,8,6,8,21,19,35,167,114,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,42,72,22,29,51,6,0,0,235,181,414
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,138,307,3,7,10,9,0,9,0,0,0,3,0,9,5,0,9,20,27,47,211,175,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,56,39,91,9,14,25,0,4,6,279,232,512
LGA52170,132,105,237,36,31,71,0,0,0,0,0,0,0,3,3,1238,1010,2251,47,89,130,5,0,5,14,0,14,64,19,83,11,3,14,39,37,84,1582,1304,2887,13,4,16,0,0,0,0,0,0,4,12,13,0,0,0,8,0,8,24,19,41,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,4,5,8,5,18,37,24,59,6,0,8,0,0,0,0,0,0,8,0,13,296,333,622,152,243,392,15,8,22,2076,1925,4000
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,105,272,3,17,21,8,0,9,0,0,0,0,0,0,11,0,11,15,23,40,207,144,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,43,94,21,22,40,4,3,13,282,215,494
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,250,0,4,5,4,0,4,0,0,0,0,0,0,6,0,10,15,6,24,148,143,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,52,14,25,40,8,0,8,206,189,395
