LGA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA56160,0,0,5,13,6,0,0,3,21,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,3,0,0,4,0,32,0,3,0,4,0,0,0,4,12,12,16,9,22,9,0,5,5,72
LGA56230,29,126,596,1954,2938,376,112,358,6488,0,24,144,66,4,0,4,26,264,0,0,19,3,0,0,0,3,27,0,24,160,69,7,0,4,33,286,0,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,8,0,4,6,0,0,0,0,5,19,21,121,47,10,3,0,0,44,251,4,0,4,3,3,0,0,3,18,51,278,814,2039,2952,384,115,435,7075
LGA56300,9,44,105,253,144,24,7,77,661,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,11,0,0,0,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,24,3,6,3,0,0,0,0,6,24,0,0,0,3,0,0,0,0,3,21,58,114,260,141,24,11,93,722
LGA56370,0,0,27,120,85,20,9,36,298,0,0,15,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,42,126,88,20,9,38,325
LGA56460,6,32,212,783,528,103,17,154,1834,0,24,89,26,0,0,0,24,159,0,0,0,0,0,0,0,0,0,0,24,89,26,0,0,0,24,159,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,3,0,0,0,0,19,26,0,0,0,3,0,0,0,0,0,6,62,307,809,528,105,17,190,2026
LGA56580,3,22,376,1749,2685,1143,223,108,6309,3,43,243,205,29,0,0,17,551,0,34,102,172,62,0,0,11,390,3,79,344,387,98,6,0,28,940,0,45,201,36,0,0,0,20,301,0,18,16,0,0,0,0,9,38,0,27,78,46,0,0,0,9,162,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,87,287,88,3,0,4,38,509,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,11,9,188,1013,2219,2791,1150,223,179,7771
LGA56620,0,5,46,229,35,0,0,42,360,0,6,14,9,0,0,0,7,27,0,0,0,0,0,0,0,0,0,0,6,14,9,0,0,0,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,12,8,4,4,0,0,3,37,3,23,74,241,44,0,3,54,436
LGA56730,14,83,506,1754,1211,207,60,357,4188,0,23,86,26,3,0,0,34,180,0,0,3,0,4,0,0,0,11,0,24,90,26,8,0,0,34,186,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,12,0,0,0,0,0,17,6,10,19,0,0,0,0,8,46,0,3,4,0,6,0,0,10,18,17,125,629,1790,1220,209,63,408,4456
LGA56790,21,40,184,507,289,39,12,153,1244,0,3,38,17,5,0,0,22,91,0,0,10,17,5,0,0,10,48,0,3,49,35,11,0,0,32,134,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,136,165,35,22,10,0,3,28,404,13,19,12,10,0,0,0,22,83,170,233,284,578,308,42,19,255,1880
LGA56860,0,4,22,36,21,7,0,25,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,36,18,7,0,26,115
LGA56930,0,4,12,80,152,114,41,13,415,0,3,0,0,0,0,0,0,8,0,0,10,35,0,0,0,4,56,0,5,12,35,6,0,0,7,62,0,0,12,8,0,0,0,0,19,0,15,24,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,8,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,54,127,158,114,41,22,540
LGA57000,0,5,19,62,45,4,5,33,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,23,35,0,0,0,0,0,0,0,3,9,3,11,18,63,46,6,4,58,209
LGA57080,3,18,52,171,96,25,4,18,389,0,5,34,14,4,0,0,4,63,4,48,221,415,68,10,9,29,802,4,52,250,426,75,13,9,33,861,8,144,278,65,0,0,0,34,524,47,538,787,264,15,0,0,141,1782,88,959,1983,679,35,5,4,280,4025,134,1447,2932,871,22,0,16,467,5890,0,0,0,0,0,0,0,0,0,271,3086,5976,1883,75,3,23,911,12228,3,0,0,0,0,0,0,360,366,3,25,6,0,0,0,0,15,54,288,3175,6288,2483,244,43,35,1338,13900
LGA57140,3,17,87,189,98,16,5,35,459,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,87,191,98,16,5,35,468
LGA57210,17,55,318,858,549,89,37,180,2114,0,11,12,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,11,12,0,3,0,0,0,29,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,14,9,8,0,0,0,8,34,0,0,0,0,4,0,0,0,9,21,83,344,866,555,90,37,190,2187
LGA57280,14,127,226,1675,1280,140,28,459,3944,0,119,198,283,59,5,0,147,808,0,20,53,136,52,7,0,48,313,0,132,253,422,110,6,0,197,1129,8,96,152,55,0,4,3,103,419,0,27,88,11,0,0,0,12,137,0,38,41,17,0,0,0,46,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,161,280,82,0,8,9,162,705,80,141,38,16,11,3,0,222,514,18,52,10,7,3,3,3,35,127,127,618,803,2204,1404,156,34,1076,6418
LGA57350,0,5,33,156,86,11,0,119,406,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,4,0,0,0,9,0,6,37,160,91,11,4,121,426
LGA57420,7,43,126,337,219,33,6,68,840,0,3,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,11,0,0,0,6,6,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,12,5,27,5,0,0,0,0,6,44,3,0,0,0,0,0,0,0,8,14,71,135,349,227,33,6,82,910
LGA57490,32,230,1392,12835,25997,2654,372,1810,45323,6,197,953,902,57,0,0,147,2258,3,54,233,255,35,5,0,40,626,8,250,1189,1161,87,5,0,183,2882,0,113,641,236,24,0,0,99,1127,0,24,154,9,0,0,0,17,208,0,60,175,63,3,0,0,23,318,0,0,15,14,0,0,0,0,34,0,5,5,8,14,3,0,3,39,4,210,985,331,41,4,0,146,1720,31,143,102,7,6,0,0,99,392,0,10,7,5,25,4,0,19,64,80,836,3675,14340,26153,2663,375,2258,50382
LGA57630,0,0,12,14,4,0,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,3,0,25,0,0,0,0,0,0,0,6,3,4,19,11,22,4,5,6,10,75
LGA57700,13,50,284,2300,6216,811,205,407,10290,0,10,12,48,5,0,0,3,82,0,0,0,0,0,0,0,0,0,0,10,12,48,5,0,0,3,82,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,21,0,0,24,3,0,0,0,3,35,8,10,48,36,4,3,0,15,127,0,4,3,3,8,0,0,0,27,15,79,376,2391,6236,814,208,436,10555
LGA57770,7,20,54,155,69,3,3,49,355,0,11,5,8,0,0,0,7,27,0,0,0,3,0,0,0,3,3,0,11,5,11,0,0,0,8,34,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,8,199,263,19,22,29,6,4,155,695,3,6,0,4,0,0,0,23,42,207,294,82,197,92,13,7,240,1133
LGA57840,3,70,805,3237,3599,834,154,245,8956,4,129,1442,1003,125,12,0,142,2862,4,194,950,1967,315,35,8,132,3603,8,329,2397,2968,440,48,10,270,6466,5,138,542,183,32,3,7,65,971,0,215,480,96,5,0,0,48,840,0,141,197,240,3,0,0,39,621,0,83,327,117,5,3,0,22,562,0,0,0,0,0,0,0,0,7,5,573,1548,636,47,7,3,174,2996,0,0,0,0,0,0,0,0,6,0,9,6,6,0,0,0,8,30,12,980,4760,6850,4088,890,165,700,18454
LGA57910,36,310,3092,24937,19556,3629,541,1830,53935,24,1182,7258,12604,721,62,21,1284,23152,11,347,1887,3553,951,54,7,319,7135,33,1531,9145,16156,1675,116,24,1603,30285,21,1167,3623,506,23,0,4,404,5751,13,560,1468,185,0,0,0,161,2392,3,253,522,167,0,0,0,71,1012,0,44,163,100,6,0,0,25,340,0,13,19,7,3,0,0,7,47,35,2037,5796,961,32,3,6,671,9550,32,56,11,10,11,0,0,49,166,0,12,11,20,7,0,0,26,82,134,3949,18059,42084,21285,3751,574,4180,94013
LGA57980,0,42,522,1606,1026,223,28,62,3513,4,34,125,117,14,0,0,13,308,4,97,384,533,53,0,0,25,1096,7,133,506,654,68,4,0,36,1406,0,245,398,78,0,0,0,30,757,44,342,433,92,8,3,0,51,974,15,436,509,105,0,0,0,96,1156,0,0,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,56,1021,1371,271,9,3,0,174,2922,0,8,0,4,0,0,0,14,22,0,0,0,0,0,0,0,0,4,65,1206,2401,2534,1112,229,27,291,7872
LGA58050,70,223,1660,16662,24682,2702,513,1766,48282,6,327,1074,2053,185,10,5,283,3952,0,85,368,382,43,0,0,99,978,6,413,1444,2436,230,10,4,385,4931,0,90,192,73,3,0,0,39,402,0,64,271,19,0,0,0,22,375,0,24,64,8,0,0,0,16,110,0,17,33,3,0,0,0,12,63,0,19,23,10,8,6,4,3,74,3,211,585,120,9,6,4,93,1025,39,113,91,16,7,0,0,445,715,3,10,8,25,14,0,4,48,117,131,972,3784,19249,24945,2724,529,2727,55068
LGA58190,4,0,30,64,37,3,5,28,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,30,64,37,3,5,26,165
LGA58260,0,13,25,89,59,10,6,33,218,0,3,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,3,0,0,0,7,0,15,33,89,60,11,3,33,253
LGA58330,15,57,249,695,498,119,42,229,1897,0,0,0,5,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,21,45,3,0,0,0,3,0,0,0,13,15,72,261,702,507,123,42,257,1970
LGA58400,0,7,21,61,34,3,5,19,141,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,24,63,34,4,0,19,150
LGA58470,0,6,6,18,6,0,0,0,39,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,10,9,4,0,0,12,73,0,0,3,9,6,0,0,6,16,27,25,19,32,18,0,3,19,136
LGA58510,16,149,1162,4527,2057,333,101,325,8677,24,231,610,1386,108,8,6,132,2508,19,134,323,755,96,4,0,94,1427,47,366,932,2138,206,13,4,226,3938,7,338,254,201,58,9,3,81,948,10,221,421,44,0,0,0,69,761,12,504,476,80,5,0,0,102,1178,0,73,414,114,22,0,3,27,658,0,0,0,0,0,0,0,0,0,30,1133,1566,444,90,13,5,273,3545,0,0,0,0,0,0,0,16,21,3,3,0,5,4,0,0,8,27,98,1657,3666,7113,2358,356,113,857,16209
LGA58540,4,8,40,132,81,14,3,32,321,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,15,0,0,6,0,0,0,0,5,7,4,14,46,130,89,17,3,50,349
LGA58570,4,105,1375,3711,1870,309,54,200,7610,6,158,593,560,100,8,0,68,1491,0,133,605,1065,151,3,0,80,2045,5,288,1200,1627,251,11,6,147,3536,12,327,491,121,8,0,3,81,1032,39,621,851,169,9,0,0,130,1815,48,811,916,112,4,0,0,158,2048,0,3,25,0,0,0,0,0,31,0,0,0,3,0,0,0,0,12,97,1764,2281,406,16,0,3,367,4935,0,14,33,9,3,0,0,53,108,0,3,7,6,3,0,0,3,28,108,2174,4888,5757,2151,324,61,767,16224
LGA58610,0,6,99,311,176,36,10,69,707,0,10,23,0,0,0,0,6,40,0,0,0,0,0,0,0,0,0,0,10,23,0,0,0,0,6,38,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,14,123,314,180,32,10,77,760
LGA58680,0,5,23,66,70,10,0,42,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,23,66,70,10,0,42,228
LGA58760,47,268,1937,20149,38229,3971,615,2311,67535,5,349,1273,2406,229,16,8,277,4562,0,47,224,386,40,3,0,51,749,5,392,1492,2789,270,21,10,324,5310,0,12,51,20,0,0,0,8,89,0,47,84,12,0,0,0,10,154,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,21,8,10,5,4,4,78,0,77,164,38,11,5,4,23,323,23,79,57,10,14,0,0,58,244,0,4,4,15,6,0,3,15,53,84,819,3658,23009,38523,4001,629,2744,73463
LGA58820,12,26,172,535,593,99,24,69,1536,0,12,55,21,6,0,0,12,101,0,0,0,0,0,0,0,0,0,0,12,55,21,9,0,0,12,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,4,0,0,0,0,11,35,0,3,3,6,0,0,0,5,15,17,60,235,563,603,99,26,97,1692
LGA58890,3,11,36,132,93,13,0,41,323,0,3,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,3,15,41,135,93,13,0,41,336
LGA59030,0,5,22,37,30,5,4,7,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,37,30,9,4,7,115
LGA59100,0,3,35,97,77,13,0,43,269,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,99,77,13,0,43,279
LGA59170,0,14,30,164,106,24,6,43,388,0,0,9,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,13,45,164,109,24,6,49,412
LGA59250,0,9,23,40,11,0,3,26,112,0,5,7,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,7,7,0,0,0,0,0,7,18,8,24,25,42,11,0,11,36,156
LGA59310,0,16,62,236,148,30,6,41,527,0,12,4,5,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,12,4,5,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,3,8,35,68,247,148,29,5,43,577
LGA59320,4,3,23,68,46,12,9,14,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,23,68,46,12,9,15,174
LGA59330,0,6,34,114,47,3,0,24,232,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,122,47,3,0,24,240
LGA59340,20,79,192,716,419,52,14,306,1798,3,35,84,76,12,0,0,60,277,0,5,4,22,3,0,0,10,36,3,40,89,96,13,0,0,68,311,0,10,65,44,0,0,0,36,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,65,44,0,0,0,36,153,312,443,66,40,28,6,6,434,1354,16,40,21,17,19,4,10,65,190,355,615,428,913,488,59,32,914,3806
