LGA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA34880,122,405,1141,3174,1844,308,112,750,7858,5,25,27,20,4,0,0,16,92,0,0,11,0,3,0,0,0,16,4,26,34,22,5,0,0,16,110,0,92,233,30,3,0,0,98,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,92,234,34,9,5,0,129,485,128,142,51,34,11,0,3,253,638,46,64,6,13,4,0,0,18,160,308,723,1470,3272,1872,319,115,1172,9253
LGA35010,146,968,7506,51131,64209,11459,2570,5014,142997,43,1144,4373,3942,473,12,11,760,10756,31,514,2639,8465,864,15,11,989,13537,69,1658,7009,12410,1333,33,21,1756,24289,37,929,1781,778,78,18,11,380,4009,33,195,669,356,19,0,0,89,1362,13,152,859,628,9,0,0,119,1781,27,44,276,549,8,0,0,32,930,5,89,166,68,38,21,12,80,479,110,1409,3747,2385,149,37,22,699,8564,232,779,291,72,37,0,4,440,1847,25,57,49,64,41,6,5,25,281,589,4873,18596,66057,65769,11538,2623,7935,177980
LGA35250,0,3,26,50,18,0,0,3,99,6,0,36,59,20,5,0,17,143,0,0,4,6,0,0,0,0,17,6,4,40,63,24,5,0,17,160,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,0,15,3,12,72,124,38,11,0,19,284
LGA35300,18,70,371,2865,1213,222,54,359,5168,9,235,503,138,18,0,0,91,992,0,25,63,44,4,0,0,17,149,9,252,562,183,20,0,0,109,1136,0,64,147,30,3,0,0,32,284,0,0,19,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,69,164,27,3,0,0,32,311,160,256,44,26,22,3,0,314,833,18,32,10,13,3,6,3,15,101,207,681,1158,3122,1267,229,61,838,7547
LGA35600,12,44,248,712,349,65,20,192,1641,0,19,11,4,0,0,0,0,30,0,0,0,0,0,0,0,0,5,0,19,11,6,0,0,0,0,30,0,13,26,6,0,0,0,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,6,0,0,0,5,52,27,58,7,12,3,0,0,18,125,13,6,6,9,7,0,5,3,43,50,134,293,747,364,63,26,217,1896
LGA35670,0,0,18,79,38,7,4,30,181,0,0,6,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,7,0,11,14,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,14,0,0,3,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,42,83,38,11,4,36,226
LGA35740,86,340,1632,7382,6627,1254,237,807,18359,23,103,458,337,14,0,4,92,1037,5,61,947,716,67,10,0,94,1901,27,170,1404,1057,75,14,5,188,2938,19,176,665,242,21,0,4,95,1223,0,40,312,147,5,0,0,46,546,0,6,49,143,0,0,0,20,218,0,0,0,3,0,0,0,8,10,3,19,9,3,3,3,0,7,51,23,237,1036,543,25,11,4,170,2048,82,100,15,12,9,6,0,44,269,23,66,18,20,3,5,0,13,148,231,912,4110,9015,6748,1279,249,1210,23755
LGA35760,54,142,638,1791,853,160,34,423,4086,0,17,35,3,0,0,0,12,72,0,0,3,0,0,0,0,0,6,0,17,38,9,0,0,0,11,81,0,10,34,10,0,0,0,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,7,0,0,0,21,82,64,82,13,10,13,3,0,54,237,13,21,5,6,6,4,0,6,56,133,277,726,1822,864,167,37,513,4544
LGA35780,5,18,86,247,136,22,8,58,587,0,15,42,4,0,4,0,14,75,0,0,12,0,0,0,0,8,21,0,15,52,0,0,4,0,22,95,3,5,8,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,4,0,0,0,9,24,67,57,7,13,5,0,5,79,230,11,13,11,4,0,0,0,6,51,85,103,165,271,151,31,10,168,976
LGA35790,0,8,80,201,109,15,4,30,448,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,6,31,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,0,0,0,0,4,48,0,3,8,0,0,0,0,0,18,0,6,0,0,0,0,0,0,7,3,24,122,203,110,15,9,35,522
LGA35800,15,70,160,260,96,24,24,38,690,0,20,8,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,20,8,0,0,0,0,0,32,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,44,46,8,10,3,0,0,36,149,0,10,0,0,6,0,0,0,22,62,139,185,273,107,29,25,78,894
LGA36070,0,0,48,52,23,7,0,11,151,0,0,10,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,12,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,0,8,0,0,0,0,14,5,6,61,61,23,7,4,20,182
LGA36150,3,14,42,113,60,15,14,14,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5,19,15,21,6,0,0,0,0,6,52,3,16,3,0,0,5,0,0,28,27,50,66,117,62,24,14,26,377
LGA36250,92,491,2868,16324,23027,5376,895,1538,50612,51,535,1715,932,143,20,5,183,3583,18,97,1063,1860,182,3,0,161,3383,71,634,2773,2791,322,21,5,343,6964,13,315,668,473,36,7,0,109,1624,12,8,188,133,4,0,0,34,385,0,47,343,190,30,4,0,29,643,0,0,0,0,0,0,0,0,0,5,18,37,7,10,3,3,6,90,31,384,1237,812,82,14,3,177,2737,51,89,57,17,6,0,0,85,312,3,23,25,16,12,0,0,6,89,253,1617,6967,19964,23455,5409,901,2148,60718
LGA36300,3,14,23,104,47,11,7,64,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,0,0,0,0,8,28,0,5,0,15,8,0,0,0,32,10,36,29,119,55,15,9,65,344
LGA36370,79,451,3271,12151,8481,1455,331,1585,27808,9,81,887,406,39,0,0,162,1587,10,156,229,126,19,3,0,94,628,16,237,1112,531,55,4,0,256,2217,13,217,697,208,28,5,5,177,1342,0,0,16,7,0,0,0,4,24,0,0,8,8,0,0,0,0,26,0,17,62,36,0,0,0,9,116,0,5,3,11,0,0,0,10,36,13,234,779,278,28,5,7,198,1546,83,141,34,19,13,4,0,123,419,28,44,18,17,8,3,4,20,146,211,1112,5219,12995,8586,1476,349,2191,32134
LGA36510,58,306,1466,6037,4887,1063,332,884,15031,20,94,376,176,19,3,0,64,747,10,23,89,110,3,4,0,40,277,27,118,466,283,22,6,0,100,1025,0,0,25,9,0,0,0,8,36,0,3,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,5,29,11,0,0,0,5,59,65,119,25,20,22,0,0,54,300,8,11,4,9,10,5,3,8,63,159,561,1990,6357,4937,1079,343,1057,16479
LGA36580,46,163,1081,3552,3191,506,166,607,9315,0,11,45,49,42,0,0,13,163,0,0,0,5,0,0,0,0,6,0,11,48,48,44,0,0,13,165,0,3,12,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,8,0,0,0,5,23,32,76,22,12,6,0,0,92,240,10,10,4,8,0,0,0,0,27,85,270,1165,3623,3242,506,168,713,9771
LGA36630,123,405,1708,5553,3170,570,150,1117,12803,0,64,144,40,7,0,0,32,290,0,0,10,0,0,0,0,0,11,0,64,150,47,7,0,0,35,296,3,84,330,77,15,0,0,72,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,85,330,78,15,0,0,74,577,67,99,26,12,13,0,5,53,273,19,26,11,12,6,5,5,6,80,213,677,2223,5697,3209,572,160,1273,14035
LGA36660,87,323,1698,5797,3969,705,175,967,13730,0,93,549,152,17,4,0,87,897,0,3,22,23,3,5,0,4,61,0,94,572,176,20,3,0,93,960,0,18,102,20,0,0,0,34,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,102,22,0,0,0,35,183,36,61,14,14,8,0,0,65,215,8,9,18,23,4,0,3,14,75,137,514,2401,6037,4008,719,176,1177,15165
LGA36720,273,1294,6359,35703,40286,7576,1735,3657,96891,31,341,4756,3404,200,17,13,562,9319,36,427,2478,4253,539,34,12,496,8280,65,767,7230,7664,742,53,19,1059,17596,96,888,2818,1519,136,16,11,521,5999,19,262,1815,904,42,11,4,209,3266,27,588,3123,1826,140,4,0,523,6230,24,185,1046,781,36,0,0,163,2233,15,104,134,48,35,17,7,71,432,175,2028,8934,5083,383,46,23,1486,18155,439,813,307,128,62,8,5,470,2234,92,155,112,121,44,9,5,97,636,1046,5065,22947,48690,41524,7692,1789,6759,135512
LGA36820,118,488,1455,4263,2231,415,118,891,9970,4,25,191,61,3,0,0,51,343,0,16,29,4,0,0,0,9,53,4,45,216,62,4,0,0,59,396,0,54,191,53,0,0,0,32,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,54,191,53,0,0,0,33,331,185,245,86,40,25,0,3,143,727,27,64,16,14,15,3,3,44,183,332,891,1960,4429,2283,422,118,1167,11612
LGA36910,126,631,4073,23421,20528,3700,783,2454,55712,26,690,3639,2146,106,19,6,474,7112,13,198,876,580,62,8,4,131,1866,36,889,4513,2725,167,22,17,610,8974,10,204,1513,472,37,4,0,125,2357,12,9,36,0,0,0,0,6,63,0,0,36,8,0,0,0,0,50,0,0,14,13,12,0,0,58,102,3,8,5,0,3,0,0,8,21,23,221,1613,484,51,6,4,195,2596,87,189,38,22,26,6,4,234,597,11,22,19,38,21,12,3,27,160,274,1947,10261,26690,20789,3742,812,3520,68033
LGA36950,4,36,123,230,132,32,26,41,623,0,17,74,56,9,0,3,16,167,0,33,36,31,3,0,0,10,116,0,45,113,88,16,0,3,21,284,0,7,35,31,5,0,0,9,81,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45,30,5,0,0,9,99,32,33,11,9,3,0,0,14,100,9,14,0,10,0,0,0,8,38,48,133,288,361,153,35,31,93,1144
LGA36960,6,19,107,306,313,125,101,54,1024,0,3,14,4,0,0,0,0,27,0,0,4,0,0,0,0,3,8,0,3,17,4,0,0,0,3,35,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,3,6,5,0,0,3,0,18,0,6,6,5,3,0,0,3,23,6,31,138,321,317,121,109,63,1106
LGA37010,128,651,3688,25118,22656,3443,814,3082,59580,62,522,3096,715,124,8,4,510,5037,19,424,1906,653,56,4,19,382,3458,79,946,5004,1365,181,12,23,897,8503,33,395,984,338,25,8,7,244,2039,0,165,1073,207,4,3,0,135,1589,11,83,592,399,11,0,0,96,1190,3,99,274,229,5,0,0,121,742,0,3,9,4,5,0,0,6,28,51,745,2930,1180,48,15,9,610,5589,319,477,111,70,40,0,5,159,1180,64,138,38,38,18,3,7,70,376,639,2963,11764,27774,22942,3479,855,4809,75236
LGA37300,8,27,60,414,262,23,11,95,901,0,17,105,52,8,0,0,33,218,0,19,140,31,10,0,0,41,244,0,34,253,86,17,0,0,79,461,0,7,9,10,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,0,0,0,6,36,32,45,5,7,3,0,0,8,102,12,25,13,0,0,0,0,5,58,56,141,332,510,280,32,8,194,1558
LGA37310,93,320,1068,4569,3873,718,182,957,11768,4,81,408,296,35,10,3,139,967,0,3,34,59,15,0,0,19,132,4,82,440,355,54,10,3,163,1102,0,15,30,45,4,0,0,29,132,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,17,34,51,8,0,0,32,145,61,124,37,27,12,3,7,42,323,17,42,20,15,5,0,5,38,147,179,587,1593,5014,3960,727,202,1226,13484
LGA37340,91,344,1174,4459,3249,482,133,852,10780,45,148,255,141,25,3,0,106,736,11,61,276,199,18,0,4,72,632,56,210,537,344,49,3,5,179,1366,12,88,523,198,16,8,0,103,949,9,29,163,81,3,0,0,44,329,0,7,56,3,0,0,0,7,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,132,744,283,19,7,0,149,1361,383,550,119,126,51,8,11,177,1424,113,188,60,49,24,3,4,66,516,657,1419,2635,5263,3394,498,148,1434,15451
LGA37400,10,48,75,167,69,19,14,92,492,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,12,47,66,7,10,0,4,3,13,144,13,21,3,9,7,7,0,13,74,73,136,96,188,79,19,16,123,735
LGA37550,0,8,58,96,46,6,0,16,232,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,33,7,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,7,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,16,102,101,46,6,0,12,293
LGA37570,0,0,16,32,15,0,0,6,71,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,31,15,0,0,9,83
LGA37600,3,0,15,92,194,38,0,13,357,0,0,16,4,3,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,16,4,3,0,0,7,26,0,12,23,12,9,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,12,9,4,0,3,56,18,21,13,3,0,0,0,6,67,0,0,0,0,0,0,0,0,3,25,33,69,112,203,36,0,27,503
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,3,5
LGA40070,4,57,264,394,181,51,26,39,1020,8,250,527,249,38,6,4,47,1132,11,172,1179,1075,119,17,3,120,2700,23,428,1701,1325,156,21,11,167,3833,13,227,260,61,4,3,0,41,605,31,192,635,99,12,0,0,56,1026,62,513,1209,252,20,0,0,145,2203,71,990,1470,304,9,0,0,234,3084,0,0,5,0,0,0,0,0,5,181,1911,3578,718,43,6,3,473,6921,6,21,29,11,0,0,0,90,161,13,37,41,13,4,3,7,40,151,232,2456,5613,2459,394,87,48,801,12093
LGA40120,22,202,1417,6394,4624,1039,235,476,14412,0,41,179,79,3,3,0,18,321,0,0,18,38,3,0,0,0,66,0,41,195,120,10,3,0,19,384,0,20,71,16,0,0,0,12,122,0,0,18,0,0,0,0,0,20,0,23,18,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,38,107,22,0,0,0,10,187,3,16,5,0,0,0,0,9,33,0,5,5,7,3,0,3,0,31,35,299,1733,6545,4640,1049,235,510,15043
LGA40150,9,36,254,1436,1263,228,66,219,3518,0,11,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,17,0,4,4,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,4,0,0,5,0,5,17,4,24,0,3,0,0,0,9,34,0,4,0,6,5,0,0,0,13,16,72,260,1446,1264,232,66,238,3603
LGA40220,46,206,1554,5640,3051,425,101,471,11488,0,52,271,130,0,0,0,30,489,0,5,19,39,10,0,0,7,77,0,51,286,175,10,0,0,33,562,0,47,62,13,0,0,0,7,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,47,62,13,6,0,0,12,133,18,72,30,12,4,0,0,20,155,4,7,11,18,8,0,0,3,52,74,385,1944,5856,3074,426,108,532,12394
LGA40250,3,24,108,290,59,4,5,38,522,0,3,32,19,0,0,0,14,63,0,0,0,0,0,0,0,0,0,0,3,32,19,0,0,0,14,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,7,0,0,0,0,3,19,4,28,147,312,56,7,5,52,609
LGA40310,18,128,930,4478,3039,405,67,315,9374,0,56,211,196,0,0,0,31,511,0,0,7,6,3,0,0,0,10,0,59,220,201,10,0,0,35,522,4,30,46,9,0,0,0,10,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,43,9,0,0,0,11,94,15,43,14,7,5,0,0,21,114,0,7,4,9,4,0,0,0,29,41,263,1216,4709,3050,406,67,379,10136
LGA40430,4,35,197,557,239,30,3,78,1141,0,0,19,23,0,0,0,0,44,0,0,0,0,0,0,0,4,4,0,0,19,23,0,0,0,4,47,0,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,0,7,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,9,9,51,227,582,238,30,3,85,1227
LGA40520,10,53,474,2095,912,104,27,191,3872,0,33,299,115,8,0,0,51,515,0,3,14,0,0,0,0,0,11,0,36,314,115,9,0,0,51,530,0,23,57,0,0,0,0,11,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,57,4,0,0,0,11,97,18,36,18,7,7,0,0,31,115,0,6,0,0,0,0,0,8,17,28,156,860,2218,923,109,28,295,4622
LGA40700,8,73,1079,5067,4312,1123,194,138,12002,5,232,1484,890,89,3,0,64,2772,4,154,287,612,130,16,0,24,1225,9,387,1772,1497,224,19,0,87,3993,8,273,1012,112,13,5,0,48,1474,3,25,166,23,0,0,0,24,237,0,41,68,13,0,0,0,6,130,0,24,90,27,0,0,0,0,143,0,0,0,6,0,0,0,4,14,16,367,1335,176,11,3,0,84,1992,0,0,4,11,0,0,0,9,18,0,4,9,8,8,0,0,0,41,29,836,4195,6758,4563,1147,197,318,18049
LGA40910,5,64,1098,9423,4260,624,117,360,15963,5,110,947,1410,275,21,0,115,2882,0,4,164,553,112,20,4,21,870,5,113,1111,1956,389,41,6,137,3752,18,267,1316,315,14,8,6,104,2059,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,16,18,274,1319,327,14,9,6,108,2076,0,0,0,4,0,0,0,0,3,0,3,10,11,5,0,3,5,39,28,459,3539,11725,4671,674,135,613,21832
LGA41010,7,29,149,708,267,42,15,90,1312,0,9,22,3,0,0,0,7,43,0,0,0,0,0,0,0,0,3,0,11,24,3,0,0,0,7,44,0,3,16,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,3,20,10,38,20,6,5,0,0,23,111,7,9,9,0,0,0,0,11,37,33,98,221,727,278,44,15,134,1535
LGA41060,32,241,3899,19142,7535,1078,179,825,32931,13,486,3331,2928,278,23,6,401,7474,4,100,1422,2340,545,59,11,166,4641,13,590,4747,5264,821,89,17,572,12114,16,488,2486,355,35,0,0,193,3573,0,33,416,67,3,0,0,46,569,0,147,741,72,3,0,0,58,1020,0,20,139,61,0,0,0,3,229,5,16,36,14,4,0,0,11,81,18,701,3815,579,40,0,3,320,5475,16,34,31,36,15,0,0,111,246,0,15,27,55,9,0,3,14,127,86,1584,12524,25076,8413,1166,205,1839,50898
