LGA_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
LGA57140,27,50,18,25,35,14,0,179,20,31,20,32,55,9,0,157,11,17,11,23,33,8,0,97,8,0,3,0,16,4,0,26,132,186,90,133,233,57,0,830
LGA57210,132,246,147,107,137,81,0,859,101,174,133,160,157,59,0,791,35,59,50,56,87,40,0,328,5,18,11,11,30,40,0,116,743,1091,617,580,779,509,6,4324
LGA57280,358,454,154,96,551,543,11,2173,112,168,67,59,249,200,8,861,31,35,17,11,68,47,0,208,9,6,0,0,20,9,0,35,2554,3227,1056,858,3691,3445,62,14890
LGA57350,21,27,21,13,30,38,0,152,15,24,18,28,34,48,0,171,10,16,12,11,28,16,0,87,0,10,0,0,17,7,0,40,104,141,85,70,175,211,0,779
LGA57420,61,86,51,41,125,54,0,414,32,57,24,26,67,21,0,237,7,25,14,21,31,23,0,119,13,3,0,3,6,0,0,30,337,513,221,194,628,316,13,2223
LGA57490,2411,4712,2035,1429,3532,534,42,14706,1232,2523,1636,1414,3147,474,33,10455,658,1164,798,728,2175,515,13,6054,222,290,143,122,900,387,8,2063,20299,27274,11813,9841,26732,5694,184,101841
LGA57630,12,9,8,3,7,23,0,73,8,5,9,3,18,0,0,47,0,6,3,0,7,8,0,22,0,0,0,0,0,0,0,0,31,35,18,11,39,136,0,276
LGA57700,546,968,491,379,672,154,8,3219,237,489,368,323,537,107,9,2071,87,161,146,136,342,57,3,927,20,35,13,25,128,29,0,252,4670,6360,2738,2619,5467,1256,37,23150
LGA57770,93,173,51,49,149,100,0,625,62,136,97,71,179,121,0,659,17,35,19,41,58,42,0,216,0,0,6,3,6,6,0,14,374,645,254,254,614,466,20,2625
LGA57840,968,1858,720,416,865,185,22,5025,672,1427,792,481,1021,206,30,4621,321,527,366,241,803,214,0,2467,114,176,72,62,565,251,0,1232,8859,11031,4075,2571,8028,1808,164,36531
LGA57910,4601,8044,3187,1810,5020,849,96,23598,2851,5376,3186,2070,5233,817,71,19600,1450,2734,1862,1349,4229,778,27,12442,719,922,443,311,2905,489,6,5790,41688,51519,20005,13574,47654,8734,464,183632
LGA57980,438,785,311,98,236,77,10,1953,297,671,334,116,341,119,7,1883,128,306,198,100,306,110,0,1153,48,77,37,26,167,84,0,432,3614,4779,1782,924,2410,830,50,14387
LGA58050,2769,4879,2113,1495,4218,689,73,16229,1411,2595,1582,1288,3288,520,54,10740,596,1010,686,588,1930,386,19,5206,209,233,117,88,876,237,4,1767,24142,30534,12345,10384,33164,6242,305,117117
LGA58190,20,13,6,4,16,12,0,70,4,5,4,3,10,3,0,34,3,5,0,0,14,5,0,27,0,0,0,0,4,0,0,9,71,66,18,32,81,43,0,308
LGA58260,17,27,12,8,17,17,0,90,5,15,10,12,22,8,0,75,4,12,0,6,19,10,0,45,0,0,0,0,4,0,0,6,71,123,50,47,107,95,0,499
LGA58330,120,267,142,128,129,103,0,882,72,206,140,132,170,71,0,789,27,62,55,42,112,50,0,346,12,13,9,4,24,3,0,69,543,1008,523,511,755,414,0,3762
LGA58400,9,15,10,6,13,7,0,55,7,10,8,9,17,3,0,55,10,7,0,5,4,6,0,23,0,0,0,0,0,0,0,0,45,66,21,30,66,31,0,257
LGA58470,4,26,4,4,14,5,0,62,18,13,8,3,17,7,0,68,0,4,0,0,3,5,0,14,0,0,0,0,0,0,0,0,52,82,28,19,62,25,0,263
LGA58510,726,1214,448,282,796,272,14,3754,395,759,415,257,787,230,14,2859,195,304,180,131,584,267,8,1666,107,111,61,29,390,345,0,1039,7338,9160,3029,1847,7586,2745,96,31797
LGA58540,29,40,11,15,35,20,0,149,13,22,12,14,27,22,0,109,6,13,4,5,14,13,0,48,0,0,0,0,0,0,0,12,131,172,53,58,135,94,0,643
LGA58570,784,1400,489,218,638,178,16,3720,375,760,385,198,589,124,8,2436,166,262,136,100,420,98,0,1189,71,100,40,21,356,56,0,638,7920,9859,2934,1740,6135,1670,135,30393
LGA58610,41,74,41,23,61,17,0,255,35,52,43,46,63,23,0,261,20,29,21,17,50,13,0,148,8,11,4,0,20,5,0,46,277,334,175,142,307,143,3,1378
LGA58680,15,22,12,11,15,16,0,82,5,14,14,10,8,11,0,75,7,4,0,11,15,7,0,44,0,5,0,0,0,0,0,9,72,96,50,64,70,86,0,446
LGA58760,3683,6496,2723,1811,5375,681,63,20832,1871,3611,2289,1685,4348,521,55,14382,870,1555,999,797,2865,524,18,7620,269,354,180,110,1282,386,3,2580,33725,42065,17291,13449,44236,6685,334,157786
LGA58820,88,190,95,96,134,40,0,638,67,133,82,107,133,33,0,565,23,62,35,48,75,43,0,293,13,11,8,9,31,30,0,98,558,856,451,476,749,314,5,3415
LGA58890,23,37,23,25,19,16,0,142,19,25,6,16,24,11,0,103,11,15,4,3,8,0,0,47,9,4,6,5,3,4,0,24,130,164,68,77,103,72,0,618
LGA59030,12,24,0,6,23,22,0,79,12,7,14,5,3,3,0,38,0,6,4,3,3,5,0,18,4,0,3,0,0,0,0,8,57,75,32,30,64,88,4,351
LGA59100,14,33,17,11,21,30,0,124,15,16,11,9,14,9,0,76,0,5,8,4,16,11,0,51,0,0,0,0,6,6,0,11,90,116,65,58,102,99,0,532
LGA59170,24,34,25,22,32,18,0,153,15,21,14,20,24,12,0,106,11,20,4,0,20,12,0,68,4,0,3,4,6,3,0,17,160,189,91,100,148,86,0,776
LGA59250,22,28,7,0,41,51,5,151,6,10,3,5,17,21,0,66,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,169,174,44,20,318,480,5,1216
LGA59310,48,58,21,21,29,11,0,189,25,36,23,26,53,14,0,184,9,9,8,14,33,7,0,78,0,6,0,0,18,0,0,20,201,250,123,114,260,84,4,1041
LGA59320,14,15,11,12,19,5,0,81,10,8,7,8,17,12,0,58,4,3,0,0,4,3,0,16,0,0,0,0,0,0,0,0,70,65,46,51,62,36,0,335
LGA59330,14,20,14,10,13,0,0,72,7,11,10,6,23,10,0,74,14,7,6,7,22,6,0,57,0,0,0,0,3,3,0,8,64,89,51,36,108,43,0,397
LGA59340,317,469,151,81,439,238,8,1704,183,296,126,82,409,145,4,1245,25,62,14,15,83,37,0,237,0,0,0,0,19,12,0,33,1646,2315,787,505,2272,1464,121,9111
LGA59350,8,20,8,9,35,85,0,165,12,11,8,5,15,25,0,70,0,3,0,0,8,7,0,21,0,0,0,0,0,0,0,4,83,113,33,36,195,570,3,1036
LGA59360,39,62,36,14,125,93,0,365,24,19,10,16,67,27,0,167,5,10,6,5,18,9,0,52,3,3,0,0,8,0,0,20,230,280,121,90,569,483,0,1771
LGA59370,94,174,113,90,95,58,0,620,80,147,114,118,156,38,0,652,35,67,48,62,113,52,0,372,10,8,12,18,42,21,0,106,497,714,416,406,635,270,0,2933
LGA59799,39,46,15,11,208,218,29,560,20,20,9,7,67,53,0,178,3,11,3,0,7,6,0,32,0,0,0,0,0,0,4,3,221,231,78,61,1268,1385,164,3410
LGA60210,181,380,222,182,302,111,0,1386,124,307,232,217,374,87,3,1350,47,126,88,97,207,61,0,639,9,21,8,13,81,22,0,160,807,1518,899,782,1441,483,7,5936
LGA60410,317,594,257,172,612,96,3,2056,187,361,246,226,584,99,0,1705,80,132,94,92,279,51,0,729,26,21,16,10,88,17,0,178,2731,3709,1641,1298,4314,844,11,14549
LGA60610,391,840,371,259,597,123,5,2575,210,459,320,293,657,108,9,2046,123,206,162,161,458,96,3,1207,42,55,33,29,256,33,0,462,3001,4436,1987,1622,4271,944,13,16271
LGA60810,547,1172,561,355,711,128,3,3484,346,707,531,494,766,168,0,3024,153,322,237,256,675,146,0,1791,68,82,36,41,360,57,0,640,3344,5203,2631,1982,4512,1022,28,18726
LGA61010,68,132,68,51,113,52,0,491,53,112,42,69,112,36,0,426,12,33,20,22,63,19,0,172,0,4,0,6,12,6,0,22,333,568,250,256,567,204,5,2176
LGA61210,182,339,179,143,269,85,0,1194,93,179,168,139,279,95,0,959,40,53,57,61,190,70,0,474,17,16,14,4,88,20,0,164,1138,1581,909,712,1599,618,10,6564
LGA61410,1339,2783,1244,632,1357,236,5,7600,798,1892,1367,850,1558,258,6,6731,418,880,649,500,1299,269,3,4026,174,255,125,97,817,169,0,1635,10300,15239,6684,4070,11231,2571,52,50142
LGA61510,227,449,236,154,420,86,0,1567,115,266,200,162,381,89,0,1216,74,84,65,94,249,51,0,617,17,21,10,24,101,21,0,197,1554,2221,1133,905,2485,645,4,8937
LGA61610,575,981,476,276,861,162,4,3329,308,725,559,412,949,161,3,3120,179,340,254,247,743,184,4,1949,80,88,57,37,351,112,0,725,3906,5553,2652,1918,6165,1218,55,21459
LGA61810,188,328,200,128,220,69,0,1127,134,222,151,124,253,84,0,964,51,91,63,81,173,63,0,519,26,20,13,7,77,71,0,221,1040,1433,756,629,1297,476,4,5637
LGA62010,35,38,29,16,31,11,0,167,32,37,44,24,43,11,0,195,13,23,21,16,26,5,0,105,5,7,0,0,6,0,0,24,154,204,145,88,160,55,0,805
LGA62210,159,312,177,136,291,63,0,1128,89,253,189,164,316,67,0,1072,44,86,70,83,194,42,0,515,9,23,12,3,92,18,0,159,901,1419,817,667,1632,403,3,5837
LGA62410,173,299,177,109,184,66,0,1006,110,272,209,152,208,65,0,1017,44,91,79,78,149,48,0,483,8,20,13,9,71,14,0,137,769,1212,710,519,1054,377,35,4674
LGA62610,962,1807,725,471,1537,232,8,5751,550,1083,673,533,1455,234,3,4525,316,544,312,314,1194,244,4,2921,148,172,81,66,624,96,0,1193,8135,11134,4414,3194,12727,2161,37,41814
LGA62810,1264,2612,1016,396,845,329,31,6497,812,1994,1115,545,971,319,14,5770,366,823,487,287,898,221,8,3090,172,202,98,79,686,157,0,1393,11599,15422,5811,2814,10425,2798,329,49195
LGA63010,412,990,576,347,410,182,0,2923,273,641,516,373,526,190,0,2526,123,237,139,151,325,133,0,1107,27,42,23,21,140,74,0,325,2607,4416,2373,1672,2756,1101,15,14928
LGA63210,176,349,218,144,252,72,0,1219,82,219,160,141,222,70,0,893,46,83,66,48,128,52,0,421,13,24,11,5,42,13,0,110,950,1499,832,649,1253,494,12,5683
LGA63410,35,73,30,14,52,14,0,224,31,65,41,30,35,20,0,225,10,15,21,19,28,22,0,116,6,0,4,4,22,0,0,36,223,351,173,123,260,138,4,1272
LGA63610,928,1841,905,419,637,128,8,4859,553,1358,964,608,880,142,12,4519,295,613,396,348,675,115,0,2451,119,144,77,56,350,55,0,798,7168,10276,4840,2849,5949,982,41,32103
LGA63810,278,521,283,187,404,73,0,1761,203,453,349,298,462,109,0,1881,106,157,139,142,403,74,0,1029,29,41,19,20,195,36,0,341,1805,2685,1422,1091,2604,538,18,10163
LGA64010,1380,2706,1185,631,1928,381,11,8220,815,1705,1226,848,1995,409,11,7007,413,838,558,479,1686,318,0,4302,159,253,134,79,961,191,5,1779,11357,15826,6878,4754,16019,3472,156,58453
LGA64210,556,974,449,310,577,139,0,3003,298,640,463,436,751,139,0,2728,152,272,241,225,539,114,3,1545,50,83,34,35,255,39,0,498,3287,4746,2274,1807,4054,844,43,17052
LGA64610,304,636,310,211,439,102,5,2000,206,441,338,250,537,110,0,1882,96,173,121,134,376,73,0,977,35,34,24,16,154,26,0,296,2030,3070,1511,1154,2813,626,70,11275
LGA64810,389,869,376,245,445,118,0,2445,238,501,373,278,473,119,0,1992,98,184,117,131,325,68,0,920,32,39,17,16,154,38,0,297,2669,3998,1898,1290,2866,793,12,13516
LGA65010,168,296,162,141,219,78,0,1054,90,179,132,125,201,62,0,794,27,66,51,52,131,38,0,363,9,3,8,7,52,13,0,81,969,1460,738,602,1226,453,0,5445
LGA65210,81,184,86,84,73,39,0,549,51,154,77,107,109,32,0,532,18,41,30,31,82,26,0,225,12,8,4,6,15,12,0,57,342,664,296,334,416,213,7,2282
LGA65410,356,676,384,223,437,103,0,2179,232,417,370,294,565,119,0,2001,114,209,160,193,397,84,0,1161,37,46,31,27,168,44,0,345,2044,3105,1714,1348,2781,732,8,11730
LGA65610,111,186,116,74,225,74,3,788,66,126,83,72,202,53,6,603,26,29,25,34,102,30,0,250,5,3,5,5,24,16,4,57,613,924,439,427,1037,419,8,3867
LGA65810,588,1250,589,420,641,139,0,3619,340,893,649,487,699,169,4,3229,165,375,284,309,530,143,0,1803,62,101,56,44,229,89,0,572,3973,6089,2916,2123,4326,1011,18,20448
LGA69799,7,15,3,3,16,25,0,77,3,13,0,0,7,0,0,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,53,20,13,125,116,13,374
LGA70200,710,1133,390,172,890,445,21,3763,372,693,300,180,675,345,7,2573,105,171,82,62,253,91,8,763,21,17,8,7,99,26,0,180,4968,6132,2220,1442,5972,2525,102,23363
LGA70420,164,253,137,41,237,119,5,955,131,183,100,39,217,102,0,781,26,29,13,10,81,21,0,183,5,0,4,3,14,3,0,20,1256,1423,870,282,1426,750,25,6027
LGA70540,4,3,4,0,10,5,0,25,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,6,0,52,24,0,127
LGA70620,113,111,39,20,115,82,0,481,55,59,18,12,66,37,5,252,14,11,8,0,27,9,0,70,3,0,0,0,10,0,0,16,1002,866,255,135,707,671,24,3662
LGA70700,79,105,41,34,107,117,0,493,56,95,50,43,128,103,0,483,11,23,12,6,37,23,0,107,0,0,0,0,6,0,0,9,283,404,164,133,441,462,3,1886
LGA71000,1934,3169,1176,616,2244,1231,96,10464,1216,2035,1022,596,2046,888,50,7846,383,610,363,213,1008,340,15,2936,84,94,29,22,278,100,3,613,15187,19430,7129,4344,18621,8153,1072,73936
LGA71150,19,35,11,5,30,32,0,134,9,14,7,0,31,23,4,96,5,6,0,0,11,3,0,28,0,0,0,0,0,0,4,4,111,162,47,23,144,122,9,613
LGA71300,178,226,79,57,165,154,0,858,83,68,35,19,87,50,5,345,18,17,10,0,23,3,0,75,0,4,0,0,5,0,0,12,1700,1879,932,543,1514,1007,17,7597
LGA72200,262,414,156,94,399,296,11,1625,189,276,138,76,335,172,4,1196,43,59,26,27,119,53,0,332,4,3,3,0,31,10,0,50,1875,2319,874,541,2219,1634,59,9531
LGA72300,617,1044,504,337,725,586,30,3837,374,675,391,304,723,473,11,2952,111,180,85,110,243,119,0,856,14,14,9,7,49,24,0,122,3866,5414,2328,1710,4450,4497,1383,23661
LGA72330,182,201,72,17,188,126,4,792,109,118,48,26,186,78,4,565,18,21,7,6,45,27,0,118,4,3,0,0,5,0,0,14,1315,1178,585,158,1179,1210,27,5650
LGA72800,500,1015,380,217,744,288,27,3179,242,433,242,159,575,143,19,1813,84,117,59,37,228,61,0,589,15,16,11,6,101,15,0,166,5485,7927,2791,1940,6816,2576,83,27624
LGA73600,225,307,140,120,288,256,13,1345,145,255,138,97,350,201,3,1180,30,20,23,24,81,37,0,209,0,6,0,0,4,0,0,12,1513,1679,867,926,1686,1555,103,8337
LGA74050,78,35,14,6,83,22,0,240,27,12,4,0,44,15,0,98,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,591,247,71,39,748,171,5,1872
LGA74550,100,111,51,34,126,61,0,476,83,97,42,29,144,59,0,450,13,6,3,6,47,15,0,88,3,0,0,0,4,0,0,14,863,657,248,156,728,390,94,3136
LGA74560,21,21,12,11,22,3,0,97,15,19,17,21,14,8,0,87,5,4,4,0,7,4,0,27,0,0,0,0,0,0,0,3,67,107,49,41,58,31,0,356
LGA74660,194,280,91,44,174,172,0,954,77,113,59,20,119,141,0,534,14,20,10,3,34,24,0,102,0,3,0,0,0,0,0,4,1591,2158,684,307,828,899,45,6498
LGA74680,34,35,30,26,58,14,0,198,8,14,6,7,24,7,0,67,3,0,0,0,11,0,0,19,0,0,0,5,5,0,0,7,310,400,330,360,619,156,3,2176
LGA79399,206,341,110,50,291,275,9,1291,97,193,87,75,263,183,5,906,23,23,15,11,45,45,0,165,4,0,5,0,3,5,0,15,1232,1774,636,408,1475,1744,50,7309
LGA79799,4,6,4,0,54,34,0,106,0,0,0,0,20,11,0,40,0,0,0,0,6,3,0,10,0,0,0,0,0,0,0,0,22,44,12,9,237,155,17,494
LGA89399,8282,17558,7454,3308,6640,1509,179,44930,4742,11575,6941,3792,6454,1367,152,35030,2500,5120,3276,2200,4865,1079,49,19085,1017,1315,679,434,2996,755,7,7204,85472,122254,46719,24478,73682,17089,1020,370716
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,82,164,81,39,61,59,0,486,33,113,59,63,59,53,0,372,12,47,16,23,62,43,0,208,9,10,10,7,15,7,0,49,375,660,307,232,435,322,18,2342
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
