LGA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA42750,21,31,51,234,212,445,0,0,0,10,13,23,0,0,0,180,194,374,3,3,6,3,3,9,10,7,9,12,17,23,40,44,86,0,0,0,0,8,14,16,23,37,16,15,28,0,0,5,5,3,7,130,179,310,76,72,149,7,12,20,742,809,1548,10,4,12,4,5,9,0,0,0,0,0,0,0,0,0,4,9,11,4,5,12,1502,1305,2806,15,15,23,5,7,8,1518,1322,2841,297,262,560,4,0,3,2591,2439,5033
LGA43080,0,0,5,30,31,54,0,0,0,7,3,7,0,0,0,33,46,82,0,0,0,0,0,0,0,0,0,0,0,0,59,46,105,0,0,0,0,0,0,5,4,5,7,0,9,0,0,0,4,0,11,54,74,124,33,23,58,4,3,5,228,241,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,161,393,0,4,4,0,0,0,233,165,395,54,46,102,0,4,0,518,455,968
LGA43220,0,5,5,25,18,45,0,0,0,0,0,4,0,0,0,50,45,96,0,0,0,0,0,0,3,5,5,0,0,0,14,12,24,0,0,0,0,0,0,5,6,16,4,4,7,0,0,0,0,0,0,101,111,215,24,27,49,0,0,0,226,244,467,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,265,209,466,0,0,0,0,3,3,263,208,471,41,36,78,0,0,0,538,497,1033
LGA43360,5,5,16,134,137,269,0,0,0,10,3,6,0,0,0,92,122,216,0,0,0,4,3,5,5,6,5,0,7,7,23,44,67,0,0,0,0,0,5,19,14,33,22,14,38,0,0,0,0,0,0,106,146,254,25,24,49,0,0,0,436,524,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,5,6,589,493,1077,3,8,6,0,0,0,589,496,1092,105,74,175,0,0,0,1136,1115,2249
LGA43650,24,50,76,594,713,1306,0,0,0,54,54,103,0,0,0,840,996,1838,8,18,28,20,18,43,32,41,71,5,9,15,753,792,1550,3,0,3,24,16,41,72,72,145,53,36,86,11,8,23,10,7,12,370,408,772,195,222,419,12,5,24,3057,3416,6474,6,6,11,8,11,23,0,0,0,0,0,0,0,0,0,13,31,41,12,28,42,4137,3824,7965,19,24,44,9,20,24,4167,3862,8028,479,416,896,0,6,9,7760,7793,15558
LGA43710,13,18,28,254,271,518,0,0,0,37,25,59,0,0,0,379,382,765,6,5,3,8,4,11,8,5,8,0,0,0,113,156,270,0,0,0,0,5,8,42,46,91,18,27,47,8,10,18,3,3,3,256,276,526,50,59,110,0,3,5,1180,1275,2459,10,4,11,0,4,4,0,0,0,0,0,0,0,0,0,3,7,13,3,7,13,1462,1242,2700,12,0,10,4,8,8,1479,1242,2722,411,237,643,5,0,5,3089,2796,5885
LGA43790,37,38,71,399,469,863,0,0,0,33,36,62,0,0,0,484,587,1070,25,35,60,77,62,139,16,21,36,0,4,4,811,881,1694,0,0,0,8,17,25,35,48,80,37,15,56,6,9,16,36,34,69,321,422,745,166,168,333,64,56,120,2517,2865,5379,17,11,29,30,24,55,0,0,0,0,0,3,62,62,122,7,10,21,73,77,148,2608,2231,4835,21,11,37,4,18,23,2635,2254,4889,564,501,1064,93,40,128,5959,5807,11766
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,36,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,20,23,49,0,0,0,0,0,0,20,23,49,5,5,12,0,0,0,53,51,102
LGA44060,654,906,1566,2908,3866,6769,0,0,0,664,810,1475,12,8,19,6713,8204,14914,123,176,299,946,1044,1988,72,103,170,83,98,189,518,727,1247,85,100,187,169,205,372,408,509,918,265,368,637,47,66,115,58,73,126,1553,2387,3946,1168,1436,2608,76,96,171,15872,20275,36149,1906,1810,3712,1104,1067,2176,30,32,57,4,3,8,457,427,884,238,299,540,703,726,1428,22146,21588,43733,202,123,328,72,115,181,22419,21824,44245,2118,2022,4140,64,98,163,44866,48766,93633
LGA44210,31,28,55,366,444,811,0,0,0,51,45,101,0,0,0,342,346,683,9,8,20,18,15,29,4,10,17,4,0,3,506,532,1036,0,0,0,10,17,28,35,36,68,40,42,80,3,8,8,10,12,16,299,316,624,90,79,168,13,12,20,1795,1908,3708,12,5,15,4,5,8,5,0,9,0,0,0,4,0,3,11,24,32,13,26,39,2289,1931,4217,15,11,18,8,7,16,2306,1943,4251,686,448,1132,5,0,5,4861,4369,9230
LGA44340,386,522,907,2576,3310,5893,0,0,0,697,782,1475,79,86,167,4196,5137,9328,75,110,187,1040,1186,2223,29,47,84,22,14,38,577,730,1300,20,22,43,75,112,186,259,299,551,190,226,419,19,29,52,21,27,50,1513,2110,3620,755,921,1679,113,106,220,12249,15269,27514,561,483,1047,408,395,800,40,50,84,0,0,0,118,121,237,99,137,237,222,258,479,17055,16080,33132,140,112,251,52,88,148,17249,16274,33525,1448,1393,2838,33,57,91,32595,34703,67295
LGA44550,133,190,323,1219,1563,2789,0,0,0,382,415,802,60,63,123,1759,2078,3844,33,44,78,89,86,169,87,105,192,57,68,124,792,994,1789,9,6,9,55,57,108,271,307,571,111,131,239,15,26,45,28,36,65,802,1156,1961,568,644,1208,96,134,227,6428,7905,14339,78,60,139,58,46,105,11,10,20,0,0,3,38,28,64,58,124,181,97,154,250,10472,10189,20658,83,69,153,37,75,110,10590,10333,20923,1220,1162,2380,21,18,35,18637,19879,38514
LGA44620,67,89,162,720,897,1613,0,0,0,325,374,705,41,43,81,1686,2137,3818,15,15,31,58,53,105,39,56,87,17,24,43,215,270,484,7,8,14,22,32,51,145,176,318,384,492,870,47,54,105,23,25,47,445,684,1132,292,336,628,5,3,11,4468,5680,10146,67,49,117,62,54,111,3,7,7,0,0,0,23,28,52,49,83,134,76,112,187,7117,6802,13920,33,33,67,21,24,48,7174,6861,14036,975,914,1894,16,9,30,12910,13773,26686
LGA44830,10,16,22,126,164,286,0,0,0,21,30,47,0,3,5,185,203,388,3,0,6,3,3,12,0,0,0,0,0,0,77,77,151,0,0,0,0,3,4,7,10,19,10,6,21,0,0,0,6,5,4,199,212,419,31,39,63,0,0,0,675,750,1423,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,5,8,11,10,8,16,660,559,1223,3,3,9,0,4,9,672,562,1237,207,213,415,0,0,0,1565,1548,3123
LGA45040,68,106,180,553,698,1251,0,0,0,97,103,194,0,0,0,1128,1256,2384,40,43,81,19,19,33,84,115,197,23,16,40,607,731,1337,5,0,5,38,43,86,205,224,433,77,75,151,29,37,61,29,35,61,563,778,1340,330,378,707,21,32,51,3837,4585,8415,34,20,57,82,87,170,14,9,17,0,7,3,28,25,55,20,52,76,50,87,137,5257,4946,10199,29,18,44,17,29,44,5304,4988,10287,1320,812,2132,8,18,25,10709,10706,21417
LGA45090,88,83,168,372,419,786,0,0,0,48,23,68,0,0,0,487,490,972,25,32,52,4,7,10,13,12,26,9,0,6,104,125,231,0,0,0,13,11,22,70,64,131,137,141,279,4,0,5,9,10,19,343,411,755,82,83,167,0,3,5,1710,1826,3533,17,7,28,203,108,311,0,0,0,0,0,0,6,3,9,5,3,6,13,5,18,2017,1720,3733,13,13,26,0,7,9,2037,1737,3768,405,333,733,16,16,30,4484,4107,8591
LGA45120,13,6,17,180,210,395,0,0,0,33,37,70,0,0,0,368,451,815,0,0,0,7,0,6,0,3,3,4,13,9,90,98,188,0,0,0,3,0,8,6,16,28,20,18,33,6,8,10,0,0,0,264,282,544,47,54,99,0,0,0,1027,1191,2220,4,0,7,0,4,7,0,0,0,3,0,3,3,0,3,9,9,17,14,13,20,1019,839,1860,7,0,8,0,11,11,1025,852,1875,186,159,348,0,0,5,2269,2228,4499
LGA45290,342,417,757,1155,1449,2605,0,0,0,172,207,385,0,0,0,3773,4553,8325,19,33,47,634,665,1299,49,66,113,38,25,70,203,306,508,22,26,49,45,55,101,170,210,379,119,153,274,25,35,56,10,18,32,524,783,1309,348,425,778,11,12,27,7328,9022,16351,601,532,1131,348,295,642,37,31,72,0,0,0,211,198,412,68,91,163,279,296,575,8038,7684,15717,93,64,158,41,61,97,8169,7806,15977,837,835,1671,50,36,84,17992,19272,37262
LGA45340,487,781,1270,6048,7848,13894,0,0,0,1254,1450,2700,95,119,218,8887,10767,19653,164,256,416,750,773,1526,323,428,749,154,218,375,1103,1450,2556,64,53,115,281,347,625,930,1120,2052,462,546,1006,96,136,231,169,169,335,3175,4474,7647,2522,3037,5559,214,263,478,26692,33444,60137,460,446,908,597,558,1157,42,59,98,9,7,21,189,164,351,320,484,803,523,652,1176,49703,47015,96721,329,254,588,162,257,417,50197,47530,97725,5012,4829,9841,67,83,151,84087,88380,172465
LGA45400,0,0,0,46,36,85,0,0,0,7,6,9,0,0,0,98,116,213,0,0,0,0,0,0,3,6,5,0,0,0,8,9,13,0,0,0,5,0,3,0,3,0,0,6,5,0,0,0,0,0,0,64,62,127,13,17,32,0,0,0,243,256,503,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,156,147,303,0,0,0,0,0,0,159,147,305,45,37,87,0,3,4,458,458,912
LGA45540,0,3,4,80,78,163,0,0,0,12,20,30,0,0,0,99,125,219,0,0,0,0,0,0,9,15,21,0,0,0,8,11,20,0,0,0,4,0,10,5,9,11,11,9,11,5,11,15,0,0,0,57,60,121,14,13,28,0,0,3,304,353,654,3,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,8,3,402,336,742,4,0,4,0,6,6,405,342,750,124,135,263,0,0,0,848,840,1690
LGA45680,825,917,1737,3196,3967,7159,3,4,10,834,846,1682,14,4,24,5486,6108,11591,95,114,205,492,498,993,169,208,379,91,112,201,446,638,1077,34,30,66,234,265,504,786,912,1697,287,348,632,78,110,188,122,146,269,1236,1629,2861,1736,1880,3610,100,76,180,15428,17898,33317,619,619,1235,1891,1791,3680,9,15,23,5,5,7,231,208,443,286,415,704,523,628,1152,25475,24311,49784,168,110,276,54,114,163,25694,24537,50229,3715,3634,7346,24,46,75,48719,50082,98798
LGA45890,2608,3272,5878,2885,3412,6297,0,0,0,920,1127,2046,0,3,3,10552,12187,22735,77,135,213,1975,2052,4028,155,218,371,99,113,207,728,839,1569,117,123,241,270,327,600,709,866,1574,331,368,696,78,109,186,95,119,215,1416,2077,3486,1485,1780,3266,108,132,240,21998,25979,47977,4310,3601,7909,4420,3501,7918,39,34,67,14,13,24,2039,1749,3789,314,398,711,2363,2163,4527,25123,23451,48579,217,158,370,110,172,277,25449,23777,49226,4340,3600,7939,110,123,234,65628,66053,131681
LGA46090,32,26,54,507,592,1105,0,0,0,45,43,91,14,29,38,866,995,1859,6,0,3,14,19,36,21,37,62,4,6,16,84,135,221,0,0,0,30,25,59,32,53,86,109,109,215,25,44,68,29,39,67,341,441,776,96,114,207,3,5,9,2229,2688,4915,52,47,104,32,22,49,0,0,3,10,6,15,73,56,127,14,13,26,94,78,176,3584,3313,6893,14,8,27,12,12,23,3604,3335,6937,1382,683,2069,30,11,37,7455,6888,14345
LGA46300,24,47,76,461,605,1065,0,0,0,78,89,165,0,0,0,936,1110,2049,6,17,22,30,26,55,21,33,54,3,3,10,219,274,495,4,0,4,14,11,25,105,140,238,36,32,67,7,23,35,13,18,32,386,553,935,141,154,295,6,3,5,2469,3082,5554,33,20,58,8,11,19,0,6,4,6,0,5,16,19,36,11,19,35,29,42,78,3780,3502,7280,10,11,24,7,15,18,3797,3525,7327,615,528,1139,4,5,11,6989,7272,14255
LGA46450,22,42,66,479,546,1029,0,0,0,102,107,208,0,0,0,1619,1842,3461,5,7,19,93,102,188,22,25,38,17,20,40,150,222,375,0,0,0,30,30,62,54,84,140,45,51,94,15,35,50,9,6,17,557,790,1343,160,161,324,0,3,8,3357,4039,7401,24,15,44,50,41,92,0,0,0,0,0,0,14,4,17,29,39,70,39,46,86,4278,3889,8166,24,18,40,3,13,18,4304,3918,8224,745,638,1389,5,0,0,8552,8760,17310
LGA46510,283,346,624,568,648,1216,0,0,0,66,89,158,0,0,0,2342,2568,4909,21,22,37,733,754,1484,13,19,32,8,6,13,168,209,378,10,4,16,33,39,69,42,62,105,34,24,65,3,7,7,9,18,22,268,402,666,171,196,365,13,14,30,4500,5067,9567,582,497,1081,316,243,561,6,8,17,0,9,8,206,146,352,39,30,65,242,182,427,4503,4147,8650,48,43,90,19,26,39,4565,4214,8778,490,471,964,12,25,36,10997,11052,22047
LGA46670,39,59,105,292,387,682,0,0,0,23,26,51,0,0,0,558,635,1196,0,8,8,241,218,463,27,29,52,14,6,22,301,337,641,0,0,0,50,19,67,30,29,57,37,32,66,15,20,32,5,9,16,211,322,531,79,76,151,4,3,8,1885,2147,4034,37,31,74,124,74,195,0,0,0,0,0,6,177,161,334,4,12,17,182,170,353,2300,2031,4332,7,12,20,3,4,10,2314,2053,4366,448,385,840,447,20,466,5476,4944,10421
LGA46860,9,9,22,119,135,254,0,0,0,6,6,9,0,0,0,73,99,176,0,0,0,4,0,4,0,0,0,0,0,0,7,16,23,0,0,0,0,0,0,0,6,5,16,12,24,0,0,4,0,0,0,47,59,110,16,13,31,0,0,3,296,357,652,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,433,401,836,7,0,10,0,0,0,441,401,844,51,48,104,0,3,4,808,818,1629
LGA46970,36,37,72,188,107,295,0,0,0,37,25,66,0,0,0,571,323,896,0,4,7,29,17,48,0,3,4,3,0,9,66,41,112,0,0,0,5,8,17,22,11,34,27,11,37,3,0,3,0,0,0,113,82,196,72,39,111,0,0,3,1155,680,1833,30,9,42,40,12,58,0,0,0,0,0,0,6,0,5,12,13,20,15,12,26,2043,1123,3162,8,3,12,3,0,9,2055,1128,3182,1149,376,1528,8,4,11,4495,2253,6752
LGA47140,3187,3741,6928,3534,4493,8026,0,0,0,1412,1539,2953,0,5,7,10867,12181,23046,84,142,229,1506,1459,2965,233,306,536,120,126,244,822,1015,1830,111,110,225,321,336,658,1041,1168,2206,401,458,855,167,238,404,187,204,388,1745,2495,4242,2120,2315,4433,195,205,399,24865,28786,53648,3282,2906,6189,5693,5285,10973,23,18,42,8,4,15,1608,1321,2932,449,524,975,2068,1852,3914,28667,25655,54326,210,130,341,73,128,201,28957,25918,54873,4237,3831,8072,150,148,304,72458,72481,144940
LGA47290,3,8,6,66,58,120,0,0,0,8,3,9,0,0,0,76,77,152,0,0,0,7,0,10,4,0,3,0,0,0,103,99,200,0,0,0,3,0,4,24,30,49,5,4,12,0,0,0,3,0,3,140,143,280,35,31,65,4,4,8,473,450,922,5,0,3,11,8,20,0,0,0,0,0,0,7,0,4,0,0,0,7,3,12,443,352,793,0,3,5,0,3,0,446,354,800,114,104,219,0,0,3,1059,930,1990
LGA47490,4,6,10,132,124,256,0,0,0,8,4,6,0,0,0,199,193,396,0,0,0,0,6,6,0,0,0,0,0,0,17,38,58,0,0,0,4,0,4,5,14,15,7,5,14,0,0,0,0,0,0,85,83,166,16,17,35,0,0,0,480,482,962,0,0,0,6,3,6,0,0,0,0,0,0,4,0,3,4,7,12,6,6,14,555,472,1026,0,3,0,0,0,0,552,476,1030,109,102,214,0,0,0,1159,1082,2240
LGA47630,25,18,47,195,211,407,0,0,0,19,29,50,0,0,0,346,337,689,27,35,58,4,0,6,8,7,13,6,9,10,204,217,414,4,0,4,16,5,20,54,71,126,21,25,46,5,4,3,6,0,9,345,393,739,140,117,257,5,7,11,1402,1463,2868,25,18,41,150,75,218,3,5,11,0,0,0,7,4,13,4,0,6,14,6,19,1597,1355,2950,6,6,16,4,0,8,1606,1369,2975,382,294,678,14,16,35,3627,3264,6889
LGA47700,516,639,1158,3428,4435,7861,0,0,0,910,1106,2018,0,7,7,7709,8726,16441,64,88,155,774,792,1559,204,285,485,102,121,227,927,1233,2156,30,32,57,184,210,398,769,915,1682,342,417,759,120,180,299,110,129,240,2271,3171,5445,1315,1669,2980,223,240,461,19474,23752,43233,1156,1048,2206,946,860,1804,17,16,32,8,7,17,798,668,1476,263,357,622,1078,1035,2108,23455,21357,44812,163,120,285,62,100,162,23683,21573,45254,2073,2009,4080,57,58,110,48992,51004,99991
LGA47800,9,17,22,217,191,414,0,0,0,59,56,118,0,0,0,211,274,480,7,3,13,3,0,9,4,9,15,3,3,9,205,183,389,0,0,0,3,7,13,21,21,44,23,11,34,4,6,11,3,8,12,247,289,538,69,63,129,13,6,17,1091,1137,2224,14,0,16,0,0,3,0,0,0,8,9,7,10,9,13,9,9,21,24,22,46,1318,1108,2428,9,4,16,15,15,24,1340,1126,2466,344,284,624,0,0,0,2815,2593,5403
LGA47910,7,10,8,128,142,271,0,0,0,11,20,31,0,0,0,139,148,284,18,28,42,0,0,4,0,3,3,0,0,0,49,74,119,0,0,0,7,5,5,9,19,23,9,9,18,4,7,10,3,0,3,162,201,366,48,60,103,0,0,0,573,713,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,697,597,1295,5,5,14,0,5,5,705,605,1309,108,104,216,0,0,0,1396,1433,2824
LGA47980,293,376,664,1387,1995,3384,0,0,0,206,257,462,11,9,17,2722,3380,6102,23,42,69,1021,1121,2142,16,33,46,10,11,22,309,430,740,17,12,23,36,45,78,92,137,226,126,139,265,16,17,30,5,19,19,663,950,1614,314,361,675,20,20,40,6985,8984,15966,455,420,873,235,202,436,34,47,78,0,0,0,88,56,150,70,98,169,157,160,321,8989,9032,18030,97,85,176,35,67,99,9115,9186,18302,747,797,1542,31,38,65,18064,20190,38246
LGA48050,34,67,100,787,1014,1796,0,0,0,174,217,392,0,0,0,601,810,1414,44,86,127,25,26,53,36,73,109,13,11,23,154,213,369,0,0,4,24,24,51,146,175,320,73,90,158,30,35,67,10,9,25,569,771,1346,296,351,645,27,31,61,3025,3945,6968,15,11,33,17,9,26,5,3,5,0,0,0,14,7,19,16,24,43,32,34,61,3810,3830,7636,35,19,57,9,38,44,3857,3890,7743,447,521,966,15,9,25,7442,8486,15933
LGA48130,13,14,28,229,248,480,0,0,0,31,29,62,0,0,0,346,396,744,41,48,84,18,6,26,7,16,20,7,0,5,124,138,264,0,0,0,11,11,19,30,42,74,30,15,46,8,10,9,4,4,12,403,485,882,154,173,324,0,4,4,1441,1620,3060,4,10,18,13,7,16,0,0,0,0,0,0,4,0,4,14,11,17,16,11,20,1684,1444,3126,3,7,11,0,4,4,1688,1454,3143,246,215,466,0,0,5,3416,3328,6745
LGA48260,108,146,252,412,549,967,0,0,0,34,40,74,0,0,0,678,862,1537,6,8,8,145,178,325,4,0,4,5,0,6,50,72,124,0,0,0,9,15,24,21,26,47,14,25,44,6,9,3,3,8,9,140,199,338,62,88,154,3,3,8,1597,2077,3675,144,138,284,89,91,172,0,0,0,0,0,0,38,36,74,13,19,34,53,51,112,1549,1619,3169,17,5,20,3,5,9,1574,1630,3207,197,193,388,12,11,24,3766,4344,8109
LGA48340,41,30,72,418,459,872,0,0,0,31,42,67,0,0,0,799,915,1717,3,0,0,8,3,17,29,43,70,0,4,8,118,129,247,0,0,0,11,6,17,23,29,47,201,218,425,8,13,29,19,27,51,244,313,557,68,89,156,5,4,10,1985,2307,4294,20,7,26,19,11,26,0,0,0,0,0,0,13,8,18,12,20,33,25,31,57,3217,2821,6040,9,8,17,8,0,13,3237,2836,6068,516,492,1012,3,3,6,5840,5724,11561
LGA48410,547,718,1267,1331,1706,3033,0,0,0,248,334,579,4,4,6,5520,6467,11990,55,81,136,2421,2691,5112,75,90,160,15,13,25,366,518,883,137,124,260,72,110,183,180,234,419,131,176,304,11,18,30,23,39,63,850,1264,2110,597,733,1327,28,41,74,12061,14645,26701,1751,1563,3313,904,767,1666,37,30,66,0,0,0,848,728,1576,157,156,316,1007,887,1892,12050,11186,23242,113,87,202,48,64,110,12211,11339,23552,1446,1276,2723,49,63,110,30004,31281,61293
LGA48540,44,79,120,681,766,1444,0,0,0,110,143,252,0,3,3,1507,1684,3191,14,24,37,106,101,211,29,58,85,20,17,42,141,170,302,8,8,12,49,44,93,121,143,271,120,148,266,25,37,65,9,16,27,359,487,847,216,219,440,0,0,4,3522,4077,7601,89,68,156,60,47,102,9,4,10,0,0,0,32,30,66,22,52,74,58,77,138,6106,5331,11440,31,22,51,12,24,34,6147,5377,11527,978,852,1827,6,10,11,10921,10579,21501
LGA48640,0,5,4,40,33,74,0,0,0,3,4,9,0,0,0,74,74,150,4,4,8,0,0,6,0,0,0,0,0,0,39,45,85,0,0,0,4,5,3,12,11,20,3,0,5,0,0,0,0,0,0,69,82,145,13,17,36,0,0,0,257,276,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,249,240,482,0,0,0,0,0,0,247,240,482,77,72,149,3,5,3,583,594,1176
LGA48750,22,39,65,286,345,631,0,0,0,30,30,58,0,0,0,230,269,509,4,3,5,12,11,26,6,10,12,0,0,0,49,58,110,0,0,0,14,9,21,38,45,78,35,20,55,0,0,0,4,4,10,185,228,417,57,77,139,0,3,4,943,1116,2064,3,5,7,0,0,0,0,3,7,0,0,0,0,0,3,19,11,29,20,13,32,1653,1513,3170,15,8,29,11,14,21,1683,1536,3221,209,214,419,6,0,3,2886,2927,5812
LGA48830,16,31,43,577,630,1210,0,0,0,70,71,144,0,0,0,552,573,1126,8,5,11,18,7,25,16,24,41,3,0,5,278,263,539,0,0,0,12,18,39,111,160,269,48,29,76,9,12,20,0,7,6,790,881,1674,135,135,272,3,7,5,2641,2822,5464,3,7,17,5,0,8,0,0,0,8,0,8,3,0,0,10,16,22,17,16,32,2710,2224,4933,9,11,23,11,10,19,2734,2241,4980,600,530,1140,8,0,11,6026,5658,11687
LGA49399,11,11,20,286,204,492,0,0,0,31,17,50,0,0,6,372,182,555,0,5,8,12,6,17,0,0,0,8,3,11,163,143,309,0,0,0,22,4,25,14,8,22,31,28,59,6,0,5,3,0,4,162,125,284,60,48,108,0,4,6,1173,788,1964,18,3,20,9,4,10,0,3,7,17,23,50,5,0,3,10,8,18,36,36,71,1711,840,2550,21,6,24,6,3,15,1737,852,2588,1129,445,1579,9,15,21,4121,2164,6282
LGA49799,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19,0,19,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,11,0,11,7,0,7,40,0,40
LGA50080,107,191,297,1919,2526,4440,0,0,0,570,591,1166,49,49,98,1825,2170,3993,91,104,192,44,34,77,69,113,181,28,34,64,45,75,121,4,0,4,100,127,226,135,164,297,419,496,920,29,43,73,83,80,168,400,577,975,817,996,1814,16,12,31,6632,8204,14841,64,52,112,49,61,109,9,8,23,0,0,0,18,15,28,67,118,185,88,131,218,9757,9392,19150,64,41,105,31,60,95,9858,9494,19353,1765,1325,3097,31,23,56,18606,19494,38102
LGA50210,903,1212,2114,3598,4438,8040,0,0,0,1059,1150,2211,107,108,218,6558,7401,13963,82,100,184,105,126,238,171,218,390,103,116,222,81,88,168,115,95,212,288,313,598,826,975,1801,1053,1177,2224,39,53,95,253,283,535,383,510,895,2145,2470,4614,74,93,164,17042,19731,36778,2164,2147,4311,1323,1352,2676,16,16,37,3,0,6,1124,1008,2130,167,269,429,1294,1275,2572,19269,18349,37617,147,98,243,55,84,142,19477,18527,38003,2947,2805,5753,75,114,184,45238,47183,92423
LGA50250,82,83,162,738,409,1147,0,0,0,122,51,170,0,0,0,1382,706,2086,5,4,7,47,19,62,12,16,25,19,13,34,22,17,36,3,0,3,21,11,33,48,24,70,102,45,148,6,3,12,18,16,34,129,77,202,183,109,293,6,4,8,2862,1524,4386,49,13,64,76,34,107,3,0,8,51,52,104,10,0,10,12,14,26,75,66,147,4014,2123,6138,19,5,26,13,9,20,4045,2138,6180,3258,1123,4383,63,44,102,10516,5022,15541
LGA50280,92,113,209,687,846,1532,0,0,0,72,83,154,0,0,0,779,923,1701,9,9,18,24,22,47,39,52,94,5,5,8,9,25,37,0,0,0,18,20,42,18,23,43,65,78,142,0,0,0,5,6,9,102,154,255,153,184,333,5,6,11,1990,2437,4429,19,21,33,21,25,46,9,5,12,0,3,8,10,3,13,16,37,58,31,44,74,4962,4853,9813,31,24,58,13,25,35,5009,4896,9903,873,841,1714,82,25,101,8115,8410,16524
