LGA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
LGA37300,2458,2078,4534,204,169,377,371,315,684,128,122,248,155,163,320,462,408,870,359,326,681,398,280,674,279,213,492,91,64,155,20,20,43,6,0,5,0,0,0,2174,2002,4179,278,76,353,167,154,319,118,101,219,139,148,294,432,399,831,1855,1607,3458,196,245,442,1848,1608,3456,187,228,412,1990,1764,3748,51,43,91,316,272,583,78,90,168,17,32,49,55,116,165,802,934,1735,165,130,296,445,266,712,78,51,127,35,28,57,0,4,4
LGA37310,18839,17008,35845,1154,1064,2219,2582,2436,5018,1094,940,2036,1028,957,1985,2586,2346,4937,2342,2058,4396,2575,2184,4756,2441,2059,4503,1902,1642,3543,888,941,1828,241,378,620,70,67,138,16568,16298,32866,2272,707,2984,1225,1276,2496,31,44,73,40,33,78,1297,1347,2643,14666,13884,28550,1527,1425,2958,15534,14664,30200,753,724,1476,15573,14653,30223,223,224,447,2304,2178,4485,609,608,1212,106,180,287,256,541,796,5302,5959,11258,1099,968,2066,4187,3506,7691,1018,783,1806,1020,775,1798,59,52,107
LGA37340,22399,20770,43176,1060,943,1999,2413,2228,4646,997,929,1926,1149,1186,2330,3206,3106,6312,2718,2569,5288,2911,2635,5546,3388,3142,6531,3045,2672,5722,1295,1037,2331,226,324,542,227,194,418,18320,17954,36272,4086,2816,6902,883,896,1779,84,100,188,103,119,225,1080,1111,2190,15565,14534,30103,3349,3640,6990,17648,16727,34373,1301,1469,2765,17382,16435,33814,237,217,455,2166,1989,4156,554,577,1135,114,184,301,315,687,1008,7041,7953,14991,1673,1459,3129,4925,4162,9086,1092,893,1988,809,615,1421,91,63,144
LGA37400,856,892,1750,23,46,69,59,68,128,20,10,34,27,39,68,80,80,158,65,81,146,111,123,228,172,187,365,216,194,410,73,53,120,11,9,23,0,3,3,724,762,1486,131,130,266,33,36,71,6,5,4,0,5,5,39,41,85,615,640,1253,73,76,152,666,701,1371,19,20,41,668,695,1367,3,7,15,56,54,109,6,7,14,0,11,10,7,20,22,242,321,560,48,48,101,214,190,407,55,31,83,51,27,81,0,4,8
LGA37550,466,541,1009,70,54,126,118,113,235,43,46,87,24,45,71,64,99,168,43,55,98,52,61,110,37,36,70,19,21,36,0,10,8,0,0,0,0,0,0,440,522,970,27,19,45,381,464,844,0,0,0,40,38,75,424,493,917,445,512,956,5,10,12,420,492,916,22,17,39,446,517,965,13,8,16,89,103,194,16,20,32,0,0,0,6,12,17,56,101,154,32,56,87,107,151,261,40,26,69,22,21,46,0,0,0
LGA37570,130,152,279,9,16,30,21,25,51,6,4,15,5,8,14,23,30,54,17,18,29,14,19,36,16,17,36,3,10,13,3,5,8,0,0,0,0,0,0,130,152,279,0,0,0,106,136,241,0,0,0,10,3,12,115,137,255,119,149,266,5,5,7,74,82,148,49,69,117,119,142,264,0,0,0,15,20,38,0,4,4,0,0,0,7,3,3,33,24,56,16,18,36,22,29,48,15,14,25,5,12,14,0,0,0
LGA37600,1214,1286,2490,118,114,226,259,254,517,129,136,267,111,96,211,186,206,393,130,141,273,126,136,257,86,125,211,47,53,94,12,25,31,0,5,3,0,0,0,1188,1266,2461,22,17,37,1089,1176,2273,7,5,16,55,53,110,1158,1238,2399,1179,1251,2424,5,0,4,213,217,427,953,1024,1975,1177,1252,2432,29,27,53,240,234,471,52,47,103,0,0,0,10,13,24,221,253,477,147,190,341,292,291,585,83,90,174,42,54,94,4,0,7
LGA39799,317,65,385,0,0,0,6,0,6,8,6,11,8,9,18,69,35,102,107,7,114,77,3,79,26,5,34,23,0,23,0,0,0,0,0,0,17,10,24,9,3,12,308,61,370,5,0,5,0,0,0,0,0,0,5,0,5,76,9,87,39,12,48,89,19,109,24,7,29,82,16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,16,69,10,0,10,36,0,33,8,0,11,4,0,7,0,0,0
LGA40070,15050,14384,29433,333,310,644,594,567,1160,661,930,1591,2383,2459,4840,3619,3235,6855,2092,1764,3855,1657,1292,2946,1526,1404,2929,1322,1313,2633,640,737,1379,221,376,597,248,194,448,10917,10643,21553,4142,3741,7884,232,177,413,7,6,10,8,5,13,247,189,434,6962,6341,13304,5914,6100,12006,8032,7532,15567,4534,4848,9380,8572,8172,16751,75,73,145,489,448,936,539,740,1273,1618,1701,3312,1319,1468,2793,9535,9445,18975,1040,967,2012,899,699,1600,230,209,431,156,165,322,67,57,130
LGA40120,19626,20223,39854,1000,954,1960,2660,2647,5308,1362,1328,2690,1042,954,1992,1648,1747,3398,2244,2529,4768,2904,3096,6003,2896,2917,5812,2393,2447,4833,1169,1155,2317,309,451,759,25,19,39,19341,19992,39332,290,236,523,126,139,263,3,5,10,7,6,10,139,144,283,15560,16067,31627,3280,3409,6688,17852,18354,36209,1045,1178,2223,18157,18709,36865,264,268,534,2530,2524,5048,1096,1123,2223,414,483,894,468,855,1322,9385,10711,20093,2710,2430,5142,2101,1838,3942,647,576,1229,364,343,701,25,16,38
LGA40150,5000,4653,9650,312,252,566,686,586,1276,332,289,627,266,238,502,604,622,1222,590,574,1166,713,719,1431,772,689,1461,476,433,913,209,201,403,42,51,91,9,3,12,4996,4649,9647,0,0,4,120,124,246,7,3,9,0,0,0,127,131,255,4027,3710,7738,606,652,1258,4382,4155,8535,283,250,533,4461,4184,8641,75,58,135,621,549,1170,221,210,434,51,69,125,68,165,230,1261,1659,2918,900,790,1690,920,729,1649,341,244,583,228,118,348,30,23,52
LGA40220,13625,14542,28170,596,522,1120,1483,1460,2938,725,687,1412,499,534,1034,1037,1159,2192,1221,1382,2602,1683,1741,3424,2027,2294,4321,2461,2706,5165,1496,1523,3017,407,527,936,19,10,21,13423,14224,27647,202,315,523,225,221,451,8,8,16,3,0,9,239,228,469,10770,11312,22079,2127,2464,4597,12667,13445,26116,331,451,782,12519,13283,25805,149,121,271,1379,1369,2746,507,542,1046,108,174,276,208,479,692,4712,5710,10424,2538,2559,5095,2346,2334,4678,801,723,1518,455,433,886,33,22,56
LGA40250,1122,1302,2427,90,106,196,177,185,365,114,97,216,104,126,232,218,265,479,140,178,314,129,158,286,103,117,218,37,49,80,9,15,27,8,9,19,0,4,4,1107,1266,2380,17,34,50,963,1082,2049,0,0,0,0,3,10,966,1089,2057,1038,1194,2240,30,49,77,142,184,333,928,1055,1988,1062,1225,2278,25,51,72,154,173,329,25,45,69,4,7,12,7,20,29,165,268,434,116,152,265,208,214,421,112,106,216,135,123,259,17,19,36
LGA40310,12124,12599,24729,599,601,1199,1653,1536,3184,760,684,1443,586,510,1095,1144,1154,2303,1389,1575,2963,1618,1755,3372,1695,1822,3513,1573,1652,3228,851,901,1750,256,418,673,8,10,19,11948,12342,24290,179,254,437,139,158,298,4,6,8,3,5,4,145,166,312,10246,10500,20741,1383,1562,2940,11448,11773,23214,275,381,653,11308,11717,23023,177,171,350,1587,1464,3052,578,533,1110,125,186,306,186,466,652,4184,5135,9321,2126,1984,4105,1930,1769,3698,682,586,1261,491,495,987,23,19,46
LGA40430,1323,1295,2617,61,56,119,133,126,257,45,40,89,47,28,76,87,92,175,97,95,188,149,159,306,233,225,459,273,246,525,155,153,309,40,67,111,0,0,0,1283,1242,2526,39,52,90,25,27,55,0,0,4,0,0,0,30,30,58,1126,1077,2205,91,116,210,1206,1173,2378,23,25,43,1217,1174,2391,14,6,23,119,111,225,32,28,67,0,8,12,10,30,39,328,406,735,244,248,490,265,221,489,107,73,178,82,67,150,0,0,0
LGA40520,5362,5298,10661,213,239,450,626,588,1220,317,274,589,323,243,568,661,562,1225,568,580,1146,668,680,1343,748,789,1538,756,726,1480,342,406,744,140,210,353,105,11,118,5172,5161,10333,195,133,325,258,260,512,7,4,15,9,3,14,272,267,534,4250,4300,8550,668,658,1327,4428,4496,8929,539,495,1034,4717,4800,9511,44,52,95,587,558,1141,208,188,402,37,52,89,72,155,229,1514,1809,3318,892,862,1758,949,828,1771,376,304,682,347,298,649,28,37,68
LGA40700,21798,23969,45763,976,877,1848,2996,2942,5937,1614,1596,3205,1303,1237,2540,2041,2152,4194,2602,3032,5632,2963,3241,6208,2633,3004,5639,2472,2950,5427,1644,1926,3570,556,1013,1571,67,57,125,21353,23345,44700,440,624,1061,105,96,202,0,3,10,3,11,13,114,113,226,14305,15424,29726,7015,8061,15081,15488,16710,32204,5831,6766,12604,18688,20436,39123,372,346,719,2923,2881,5800,1486,1479,2966,782,798,1578,840,1245,2080,13339,14499,27840,1785,2150,3931,1287,1722,3010,506,586,1092,351,499,847,65,103,169
LGA40910,26347,28049,54397,1406,1336,2743,3220,2928,6152,1557,1357,2912,1842,1685,3525,3684,3769,7452,3598,3802,7405,3376,3554,6926,2935,3320,6257,2255,2843,5103,1720,2307,4024,757,1147,1899,47,41,92,26126,27596,53726,222,453,673,179,217,401,9,14,20,8,10,18,201,237,438,16182,16802,32989,9423,10403,19826,16307,16883,33185,9280,10282,19565,21738,22905,44639,442,364,808,3116,2848,5965,1305,1211,2521,918,910,1825,1119,1625,2751,13623,14877,28499,2987,2905,5892,2285,2426,4716,763,835,1598,1106,1492,2596,191,318,509
LGA41010,1881,1846,3731,103,132,240,248,240,492,103,79,178,98,84,185,246,248,495,184,212,399,260,241,501,257,252,504,248,238,487,104,87,193,24,28,47,3,3,6,1821,1782,3603,60,71,126,419,482,902,0,3,3,0,3,3,426,481,911,1571,1512,3088,134,159,295,1557,1507,3061,171,198,366,1688,1650,3340,29,44,76,222,211,427,56,42,96,8,14,23,27,45,74,451,596,1043,297,256,551,371,285,653,135,79,213,88,80,173,7,6,14
LGA41060,58805,62044,120845,3151,3107,6262,6256,5950,12209,3163,2861,6026,3960,3862,7821,9029,9120,18148,7657,8017,15673,7651,7985,15634,7384,7932,15314,5688,6657,12344,3428,4262,7687,1442,2290,3731,93,128,218,58011,60900,118913,795,1138,1935,917,957,1873,28,32,57,35,33,65,972,1024,1995,40411,41983,82388,16327,17877,34204,41193,42657,83850,15507,17174,32682,51284,54122,105405,868,859,1726,5977,5675,11655,2484,2409,4888,1664,1879,3547,2218,3220,5436,28940,31063,60001,7446,7035,14481,6055,6406,12458,1977,2228,4209,2352,3190,5544,492,803,1295
LGA41140,4527,4680,9213,221,223,437,554,532,1092,232,214,445,185,169,356,428,436,863,451,526,976,575,631,1209,722,735,1456,699,668,1365,359,396,757,110,149,261,0,0,4,4406,4550,8955,128,135,260,87,95,181,4,0,4,0,0,3,92,96,191,3806,3873,7681,431,511,942,4169,4270,8437,109,144,255,4147,4268,8408,54,55,104,525,503,1026,152,164,312,37,46,87,48,157,208,1516,1822,3342,862,776,1636,673,676,1349,238,205,443,180,161,341,8,13,19
LGA41190,920,841,1759,58,47,106,120,111,231,54,22,75,42,29,73,91,94,186,92,81,172,102,117,216,166,126,287,124,113,234,62,62,122,22,36,57,0,0,0,884,814,1698,37,30,67,4,9,11,0,0,0,0,0,0,4,9,11,806,740,1543,41,42,83,830,775,1608,12,12,22,838,769,1606,16,9,22,110,108,218,35,25,57,0,10,13,8,15,25,250,309,562,193,125,317,133,111,237,45,31,78,36,39,78,3,4,3
LGA41330,1223,922,2145,35,52,87,87,65,147,36,36,69,35,27,59,114,128,245,128,94,220,136,109,246,240,147,392,217,181,398,172,75,247,23,8,28,4,3,8,1063,828,1894,159,88,252,110,111,222,0,0,0,0,8,13,110,118,232,678,500,1176,258,214,473,748,562,1313,202,156,359,885,651,1532,9,11,18,68,51,119,13,23,36,0,0,3,24,32,60,318,322,642,149,102,252,203,111,317,81,44,117,76,30,109,8,4,13
LGA41560,7308,7566,14876,316,324,644,788,714,1507,366,288,653,286,288,576,623,652,1272,642,700,1344,804,907,1712,1159,1228,2388,1330,1344,2678,792,796,1586,199,310,516,5,3,8,7130,7367,14502,179,199,377,227,277,506,7,0,6,10,9,16,240,289,523,6071,6240,12313,670,791,1460,6621,6891,13515,174,196,372,6644,6897,13538,77,65,135,726,657,1382,223,201,427,40,66,102,80,190,264,1748,2259,4009,1412,1380,2788,1470,1468,2941,552,501,1058,453,377,832,16,10,28
LGA41750,624,531,1154,39,27,65,81,56,141,26,16,40,21,13,43,52,59,109,66,62,130,60,55,117,122,106,234,107,87,192,35,33,72,9,9,20,0,0,0,607,521,1128,15,7,27,22,18,41,0,0,0,0,0,0,22,20,43,515,438,954,37,44,78,551,487,1040,6,6,8,548,469,1018,8,5,19,72,58,124,15,11,23,0,3,3,4,12,14,168,179,355,103,81,181,108,75,190,33,34,65,29,27,54,5,0,4
LGA41830,900,952,1855,54,47,100,75,74,140,35,38,67,28,30,61,82,98,182,73,73,149,86,108,199,159,175,337,204,196,399,84,82,172,24,25,49,4,4,6,825,871,1699,80,78,153,90,122,208,0,0,0,0,0,0,86,126,214,739,763,1499,71,89,161,771,816,1582,34,47,81,802,842,1643,16,11,24,65,69,126,28,20,48,3,7,14,9,30,37,226,341,566,182,165,347,163,140,306,65,43,113,52,42,95,0,0,0
LGA41960,688,599,1292,20,23,49,94,60,157,25,24,45,24,16,42,74,62,134,77,59,133,83,72,153,109,105,214,122,112,235,56,45,101,13,21,29,0,0,0,675,595,1272,11,10,18,17,12,33,0,0,0,0,0,0,17,12,33,570,497,1061,54,56,107,608,538,1148,13,15,24,609,532,1138,6,6,13,83,54,134,14,14,25,3,8,7,4,14,15,164,192,354,125,123,245,146,107,247,48,34,80,30,26,54,0,0,0
LGA42030,11937,12837,24778,701,651,1349,1543,1481,3027,750,665,1416,768,730,1496,1515,1576,3089,1367,1468,2838,1387,1569,2958,1559,1774,3330,1232,1387,2620,786,1043,1826,333,497,830,9,13,21,11730,12566,24300,206,272,480,317,291,603,17,14,32,10,11,21,335,321,651,9524,10091,19611,1962,2250,4210,10966,11738,22711,546,620,1164,11031,11752,22786,171,190,367,1462,1414,2875,532,504,1043,197,248,449,266,530,794,4047,4880,8927,2128,2062,4185,1894,2012,3905,658,664,1320,474,526,996,38,49,83
LGA42110,2053,2009,4059,109,74,175,220,240,459,105,99,206,69,70,135,169,176,344,188,186,376,254,243,499,395,371,776,346,312,660,163,165,328,37,64,107,5,0,3,1998,1945,3945,58,58,115,44,60,101,3,0,4,0,0,0,49,53,106,1658,1613,3271,204,205,410,1849,1809,3658,44,47,90,1854,1792,3644,15,11,25,191,215,407,61,72,130,3,9,20,22,50,68,516,683,1208,379,323,705,390,309,696,163,128,289,126,96,213,4,8,7
LGA42250,4626,3824,8449,172,206,380,548,513,1068,269,242,513,219,168,387,471,323,792,640,476,1118,723,580,1304,724,590,1308,589,445,1029,227,196,422,52,82,134,4,4,5,3925,3747,7669,704,78,780,145,75,218,3,0,7,0,0,0,153,78,232,3908,3184,7092,366,287,645,3634,3422,7058,68,92,158,3586,3403,6991,45,48,96,511,474,984,176,171,352,33,44,72,50,117,164,1060,1395,2453,804,666,1470,1143,466,1606,283,159,448,208,107,325,9,0,9
LGA42600,17702,19502,37196,718,709,1425,1858,1701,3557,1000,982,1982,962,958,1917,1919,2043,3962,2071,2273,4345,2285,2486,4770,2514,2861,5375,2478,2792,5272,1384,1681,3060,505,1015,1524,32,32,67,16978,18706,35681,719,796,1521,163,147,309,3,6,8,9,7,16,179,160,336,13046,14258,27305,4101,4675,8774,15273,16734,32009,1865,2199,4068,15781,17377,33160,221,222,446,1791,1648,3438,845,855,1697,424,496,920,610,921,1533,9309,10397,19706,2400,2528,4925,1821,2345,4155,530,636,1162,415,448,866,69,72,137
LGA42750,2591,2439,5033,128,121,250,289,249,533,104,83,180,88,88,173,257,259,520,255,265,520,312,314,626,456,439,899,433,386,819,208,180,394,57,59,120,4,0,3,2480,2347,4826,112,94,210,51,30,80,0,0,0,0,0,0,52,30,80,1990,1836,3822,348,400,747,2264,2141,4407,94,109,201,2222,2106,4325,28,16,52,269,228,497,63,40,102,6,15,22,38,78,116,844,1054,1898,407,347,758,437,309,742,156,93,251,89,62,148,6,0,6
LGA43080,518,455,968,26,18,45,59,57,115,32,18,50,24,17,40,42,47,91,46,43,88,69,52,124,88,82,164,83,58,143,33,38,75,13,27,41,0,4,0,513,446,954,5,14,18,12,9,15,0,0,0,0,0,0,12,9,15,434,381,823,27,34,61,465,410,876,5,7,18,462,409,871,4,0,4,50,55,107,15,15,35,0,7,7,3,10,11,107,153,258,91,70,161,100,55,161,43,18,63,37,38,79,0,0,3
LGA43220,538,497,1033,31,21,44,92,86,173,13,17,36,19,15,35,51,59,110,75,55,129,54,63,119,82,64,152,64,53,113,48,38,80,15,25,37,0,0,0,506,462,968,35,31,65,10,3,11,0,0,0,0,0,0,10,3,11,482,439,915,21,22,52,500,457,952,11,9,23,492,451,939,4,3,13,84,79,159,10,14,23,5,4,6,0,19,22,147,173,320,96,93,184,79,47,126,32,20,53,41,22,68,0,0,0
LGA43360,1136,1115,2249,45,60,102,118,100,219,54,37,91,58,53,113,106,102,209,115,105,221,125,122,249,164,178,344,205,198,403,99,116,216,41,45,86,0,0,0,1111,1083,2194,25,27,54,33,23,55,0,0,4,0,0,0,31,28,54,978,946,1926,78,101,178,1040,1042,2082,28,21,50,1038,1018,2058,7,7,18,109,91,202,32,23,60,7,22,31,4,22,26,294,388,684,226,202,427,208,178,382,81,54,138,86,69,154,0,4,3
LGA43650,7760,7793,15558,449,385,825,1235,1087,2324,584,553,1140,443,498,938,747,801,1551,844,1021,1869,1097,1153,2248,1141,1097,2236,795,716,1512,333,358,694,100,115,223,0,6,9,7667,7599,15266,92,199,291,106,112,216,7,4,9,0,0,0,113,111,223,6595,6554,13143,834,917,1750,7269,7234,14506,179,235,414,7265,7252,14521,97,109,204,1174,1037,2210,440,428,866,131,232,367,114,291,405,2474,3188,5665,1471,1286,2759,1186,1038,2224,394,302,698,252,214,468,6,0,9
LGA43710,3089,2796,5885,173,173,340,451,398,850,162,145,307,100,81,180,275,261,537,381,370,747,414,427,841,482,418,895,435,355,785,186,135,320,37,45,79,5,0,5,2905,2764,5669,187,27,210,100,87,182,5,0,3,0,0,0,105,89,191,2696,2376,5073,177,211,386,2710,2578,5287,57,59,117,2720,2574,5291,35,33,71,422,372,795,104,98,206,12,9,24,26,84,114,838,1064,1897,573,471,1043,583,374,957,165,95,259,114,68,182,3,0,7
LGA43790,5959,5807,11766,322,279,600,704,702,1406,339,275,620,263,217,481,612,648,1256,611,580,1194,778,727,1506,807,830,1634,902,808,1708,468,501,967,162,235,392,93,40,128,5790,5679,11465,171,131,302,174,130,298,5,5,5,6,8,13,183,143,320,4956,4793,9746,457,541,990,5185,5082,10263,277,321,594,5234,5171,10407,61,52,107,659,659,1310,214,201,418,25,49,79,79,181,253,1550,1887,3438,1017,977,1994,1042,866,1902,404,342,748,390,320,708,17,18,35
LGA44000,53,51,102,0,0,0,4,6,12,4,4,3,5,3,7,0,9,14,8,4,9,10,9,21,9,12,22,3,0,10,4,0,4,0,0,0,0,0,0,51,48,98,3,0,5,35,28,65,0,0,0,0,0,0,35,28,65,47,45,90,0,5,4,9,15,19,37,34,71,46,46,91,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,13,8,19,5,0,4,0,4,4,0,0,4,19,16,29,6,3,6
LGA44060,44866,48766,93633,2617,2457,5085,5157,4992,10150,2487,2370,4856,3085,3216,6303,6780,7288,14067,6389,6832,13219,5449,5748,11202,5154,5962,11116,4481,5230,9708,2290,2932,5217,967,1737,2702,64,98,163,44370,47911,92281,489,858,1348,597,613,1211,20,20,35,18,12,28,629,645,1272,30655,33079,63730,12912,14339,27249,34172,37009,71173,9303,10340,19642,38625,42067,80693,790,719,1506,4962,4823,9790,1965,1993,3961,1346,1626,2971,1975,2876,4853,22193,25201,47395,5832,5811,11638,4750,5305,10055,1507,1681,3185,1185,1528,2712,246,273,525
LGA44210,4861,4369,9230,169,173,342,453,393,845,216,191,403,154,143,297,399,337,736,441,372,815,633,600,1230,922,820,1739,968,826,1795,428,387,817,93,118,211,5,0,5,4609,4313,8922,250,57,310,119,102,230,0,0,0,0,0,0,125,104,226,3885,3462,7350,532,510,1035,4201,3916,8115,82,112,190,4143,3889,8034,34,36,74,407,357,761,136,136,265,25,17,45,40,117,156,1159,1349,2510,879,813,1693,1115,773,1887,353,248,601,280,239,516,7,5,17
LGA44340,32595,34703,67295,1678,1625,3302,4282,4064,8345,2186,2177,4355,2020,2027,4049,3509,3565,7071,4067,4508,8581,4488,4731,9217,3954,4276,8228,3346,3838,7180,2197,2500,4697,874,1392,2266,33,57,91,31638,33279,64917,958,1425,2381,193,202,400,11,4,16,12,6,13,213,211,428,24428,25739,50167,7443,8118,15560,27069,28374,55448,4751,5458,10215,29396,31045,60440,589,523,1112,4208,3977,8188,1870,1954,3819,1112,1263,2378,1352,1844,3195,18002,19787,37785,3660,3430,7095,2515,2962,5476,875,956,1830,634,762,1398,101,133,235
LGA44550,18637,19879,38514,1275,1200,2479,2664,2489,5157,1175,1174,2347,1145,1102,2250,2309,2493,4799,2332,2627,4958,2425,2770,5193,2202,2413,4620,1904,2068,3970,915,1093,2009,289,449,739,21,18,35,18454,19584,38041,179,295,474,229,230,464,12,6,16,7,6,11,249,245,492,15194,15944,31138,2687,3147,5834,17018,18056,35067,905,1095,2001,17203,18266,35467,310,301,612,2546,2362,4908,918,916,1838,320,414,739,474,942,1413,7713,9508,17217,2881,2657,5544,2303,2260,4568,704,675,1383,419,379,794,29,27,59
LGA44620,12910,13773,26686,746,752,1502,1752,1621,3377,839,819,1660,753,738,1496,1682,1731,3420,1458,1599,3057,1580,1734,3314,1604,1745,3347,1407,1517,2923,782,1013,1797,299,503,796,16,9,30,12546,13364,25908,369,411,777,350,378,727,12,8,17,13,5,18,371,391,757,10751,11373,22123,1417,1641,3061,11314,12050,23363,865,966,1831,11596,12455,24056,192,206,402,1640,1517,3159,537,575,1114,79,178,263,263,619,884,3622,4800,8425,2429,2355,4786,2090,1995,4084,795,721,1509,655,663,1321,80,93,171
LGA44830,1565,1548,3123,68,66,131,147,147,295,71,63,132,40,36,72,122,105,227,130,134,259,177,204,381,323,327,647,318,279,597,138,146,289,38,51,87,0,0,0,1527,1502,3027,45,44,90,48,46,95,0,0,0,0,0,3,51,51,98,1256,1227,2482,122,132,256,1367,1342,2714,23,29,58,1355,1339,2695,16,9,25,124,135,261,43,35,79,6,6,13,15,32,53,367,539,907,349,272,619,272,206,478,115,74,192,79,73,153,8,8,11
LGA45040,10709,10706,21417,579,558,1137,1241,1279,2519,612,576,1189,620,571,1196,1363,1268,2633,1266,1107,2375,1311,1349,2664,1444,1498,2940,1222,1292,2505,806,833,1636,248,369,620,8,18,25,10109,10536,20648,603,162,769,607,582,1191,12,6,19,6,4,8,622,597,1216,8705,8599,17304,1298,1431,2732,8781,9176,17963,832,908,1741,9103,9515,18610,141,122,268,1134,1182,2311,407,406,807,87,110,200,182,351,534,2756,3478,6234,1701,1635,3335,2213,1745,3958,730,681,1416,700,650,1350,60,54,108
LGA45090,4484,4107,8591,259,229,488,579,533,1115,226,195,420,247,188,432,583,467,1053,573,568,1142,546,513,1060,611,539,1151,496,447,947,272,297,564,84,130,210,16,16,30,4365,3996,8362,121,107,229,61,71,133,0,0,4,4,6,9,66,69,140,3383,3228,6610,724,564,1286,3614,3449,7063,534,393,922,3705,3537,7245,57,53,109,534,487,1026,147,141,290,32,38,69,56,132,188,1337,1528,2868,716,646,1360,697,525,1227,240,165,411,189,165,352,105,43,141
LGA45120,2269,2228,4499,124,120,249,297,270,568,107,90,195,114,67,181,181,204,390,232,238,470,258,277,528,369,359,721,345,324,671,198,191,390,50,82,135,0,0,5,2209,2189,4396,64,41,107,58,62,124,0,6,4,0,0,0,60,64,127,1989,1925,3912,143,157,293,2096,2057,4150,45,50,94,2118,2078,4195,32,27,58,273,254,528,68,62,136,15,19,38,14,64,75,634,827,1457,461,369,827,373,311,687,143,95,235,120,104,226,5,9,14
LGA45290,17992,19272,37262,807,790,1596,1882,1850,3729,1194,892,2082,1231,1238,2464,2832,2861,5696,2401,2488,4885,2193,2352,4538,2157,2329,4482,1748,2091,3833,1052,1537,2585,500,852,1353,50,36,84,17452,18808,36263,539,460,999,102,109,207,5,6,11,5,7,10,112,114,231,11842,12597,24436,5547,6112,11661,12724,13463,26181,4664,5234,9904,14787,15877,30669,244,256,499,1811,1789,3602,1056,789,1843,708,703,1404,949,1226,2175,10633,11331,21972,1713,1746,3461,1211,1460,2674,491,479,975,523,752,1278,93,184,278
