LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
LGA35760,0,0,0,0,13,9,28,15,8,5,3,8,3,0,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,6,9,0,0,0,14,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,12,13,31,74,56,15,10,12,7,0,0,5,3,0,3,11,238,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,7,12,18,16,7,15,20,0,6,11,29,8,8,19,181,24,75,141,110,85,66,122,99,32,38,78,130,32,14,46,1089
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,4,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,19,0,11,10,24,26,9,25,13,0,0,0,3,0,0,4,122
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,8,4,3,0,0,5,4,0,0,5,32
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,6,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,3,0,3,0,0,0,0,0,0,0,34,3,16,21,14,17,13,5,17,0,0,0,0,0,4,3,125
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,5,3,4,5,0,0,0,0,0,6,0,4,33
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,3,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,3,9,11,3,13,0,0,0,0,3,0,0,5,63
LGA36250,0,0,14,42,161,143,320,215,45,24,42,50,14,11,19,1096,15,12,6,16,92,25,33,8,4,0,0,3,0,0,4,220,0,9,10,25,19,25,24,11,0,0,0,3,4,0,10,141,0,6,23,76,151,353,1262,481,104,106,98,101,45,10,35,2856,0,3,12,19,28,25,70,31,0,4,0,8,0,0,5,210,0,0,0,3,35,51,46,14,8,4,5,4,0,0,11,180,0,0,0,10,10,39,104,74,24,11,13,15,17,0,9,324,229,702,2009,1424,1455,1021,3135,1117,139,123,135,108,47,23,323,11987,6,6,45,72,69,67,134,90,8,30,10,22,8,8,15,585,0,0,0,33,34,31,39,24,13,11,4,13,7,0,9,211,84,223,464,599,582,525,916,449,88,65,68,90,30,8,143,4347,542,1672,3348,3614,4916,4362,9794,4223,673,572,628,686,289,132,1004,36448
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,9,3,7,3,3,0,0,0,0,3,0,0,48
LGA36370,0,0,0,19,84,72,215,316,60,52,41,77,20,4,23,988,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,4,0,0,8,7,5,4,5,3,47,0,0,3,9,13,29,199,56,18,7,13,29,14,0,6,397,0,0,3,0,5,7,59,85,10,12,11,21,16,10,0,247,0,0,0,0,0,3,5,11,0,0,3,9,0,0,0,33,0,0,0,0,5,15,25,41,8,3,8,5,9,0,5,115,48,163,310,205,120,92,150,79,24,14,14,25,16,0,52,1313,0,4,8,19,10,15,39,22,3,0,0,5,6,0,6,131,0,0,0,3,10,9,214,46,9,13,5,9,7,0,9,332,8,22,57,85,80,65,360,187,42,33,28,58,28,14,26,1097,93,316,503,605,651,602,2134,1385,305,347,349,464,235,88,246,8321
LGA36510,0,0,0,9,22,19,36,27,12,3,4,10,0,0,15,158,0,0,0,13,10,4,8,0,0,0,0,0,0,0,0,37,0,0,3,4,8,0,3,5,0,5,0,0,0,0,0,32,0,0,11,15,17,49,95,32,4,13,4,5,3,3,3,246,0,6,8,4,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,18,0,0,0,0,3,3,14,18,0,0,0,6,0,0,3,44,43,178,536,348,299,210,414,110,18,17,11,20,3,0,129,2338,0,0,16,19,21,18,39,25,6,3,4,13,6,0,8,172,0,0,0,0,3,3,3,0,0,0,0,0,0,0,7,18,21,39,119,131,130,78,130,69,11,14,12,14,3,0,30,804,101,361,862,908,1028,771,1207,482,90,96,94,146,51,18,332,6537
LGA36580,0,0,0,0,25,15,60,126,49,76,69,125,40,20,18,629,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,7,8,10,44,7,3,0,3,9,3,0,0,91,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,7,5,6,0,0,25,0,0,0,0,8,4,6,5,0,0,3,0,0,0,0,26,22,100,293,166,132,57,120,58,4,0,6,5,0,0,54,1000,0,0,9,4,10,7,9,4,0,0,0,0,0,0,0,46,0,0,0,0,30,9,12,9,0,5,4,8,0,0,3,82,3,24,56,43,57,30,54,24,17,0,5,0,21,6,13,347,39,208,441,378,511,318,498,318,86,93,100,163,77,32,149,3415
LGA36630,0,0,0,8,37,31,63,66,10,14,7,21,3,0,16,284,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,4,6,3,49,8,0,0,7,15,5,0,5,114,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,3,4,0,16,24,6,0,0,58,0,0,0,0,0,0,11,4,5,6,0,0,0,0,3,39,41,142,357,175,86,39,63,14,4,3,0,3,0,0,49,970,0,0,4,10,13,14,19,4,0,0,3,0,0,0,7,82,0,0,0,0,0,5,5,3,0,0,4,0,0,0,0,21,8,29,64,55,39,29,38,26,15,5,7,12,23,27,20,417,75,282,550,447,415,248,454,206,53,54,76,121,61,39,160,3249
LGA36660,0,0,0,6,28,26,64,58,12,20,17,22,3,0,6,265,0,3,7,6,4,0,4,0,0,0,0,0,0,0,0,23,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,11,0,3,6,7,4,12,40,21,6,4,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,3,14,0,5,5,11,5,0,4,44,0,0,0,4,0,0,11,6,4,0,0,4,0,0,0,35,57,152,313,191,113,46,73,23,11,3,0,9,3,0,45,1037,0,3,10,17,3,8,22,14,0,0,0,0,0,0,7,86,0,0,0,0,4,6,3,0,0,0,3,0,0,0,0,19,14,28,71,92,77,40,74,42,8,7,13,26,47,0,17,555,115,382,559,540,469,325,484,286,73,57,86,122,76,0,135,3727
LGA36720,0,0,10,44,243,181,325,311,84,82,97,101,61,7,48,1589,16,20,28,38,83,30,53,50,16,17,17,9,4,8,8,399,4,3,36,46,43,22,58,45,13,9,10,3,6,12,8,309,5,18,58,196,293,528,1500,703,179,121,137,222,60,55,83,4160,0,7,35,28,31,20,63,40,20,24,10,0,5,0,3,288,0,0,0,0,11,19,40,79,25,17,28,29,3,0,15,269,0,0,3,12,44,77,232,168,40,39,42,43,24,4,32,764,490,1585,3989,2802,2276,1859,5738,2227,480,419,399,398,204,88,548,23508,10,21,93,176,179,218,444,296,63,64,56,98,75,23,29,1856,0,0,6,14,28,25,79,99,19,37,32,44,20,0,11,427,145,479,922,1012,908,852,1801,1233,319,311,320,407,218,57,243,9234,1039,3532,6848,7160,8051,7078,16544,9039,2026,2057,1963,2294,1053,388,1803,70866
LGA36820,0,0,0,7,28,13,27,21,6,4,7,3,9,3,11,142,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,4,4,12,17,10,13,12,0,10,0,0,0,0,7,89,0,0,3,5,0,0,4,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,5,7,5,3,7,5,3,0,3,0,47,55,124,303,165,116,95,92,35,13,3,7,7,7,0,53,1078,0,0,12,34,21,18,15,13,5,0,5,3,0,0,7,140,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,9,4,45,90,115,83,61,72,50,15,13,26,74,34,30,43,756,111,332,605,552,484,338,433,242,72,42,89,120,65,38,186,3712
LGA36910,0,0,0,16,144,111,413,510,80,63,88,85,47,26,36,1621,3,4,9,0,21,4,5,4,0,0,0,0,0,0,0,54,0,5,17,14,3,10,44,21,0,11,21,45,28,13,6,241,0,0,10,39,51,126,536,137,29,51,17,28,26,15,11,1086,0,0,3,7,13,24,115,110,31,38,26,42,10,7,3,437,0,0,0,0,4,38,42,47,9,8,53,35,38,0,3,280,0,0,0,3,14,21,68,41,4,4,15,17,7,0,6,203,147,463,1049,591,376,232,513,212,20,30,26,24,18,22,127,3857,5,11,61,61,40,55,99,67,17,14,11,14,7,4,10,477,0,0,0,4,16,11,45,30,15,8,6,7,3,0,6,154,28,93,213,261,275,241,1358,727,153,304,269,268,63,16,87,4372,296,982,1785,1653,1848,1629,5271,3583,746,1155,1556,2162,648,169,600,24068
LGA36950,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,11,5,6,6,8,5,4,0,0,0,0,0,0,54,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,24,7,8,13,4,0,0,0,6,0,0,7,78,3,13,29,40,29,29,52,43,7,9,10,9,3,0,16,298
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,34,19,7,3,6,0,4,0,0,3,0,24,114,0,5,4,39,26,12,7,9,0,4,0,5,3,0,23,141
LGA37010,0,0,5,47,265,208,663,426,74,54,102,108,51,13,42,2054,8,4,8,9,22,15,20,13,0,0,0,4,0,0,0,92,0,3,16,32,17,13,17,15,4,3,0,3,0,0,0,128,3,3,14,36,65,137,487,137,16,34,30,39,49,11,17,1071,0,0,10,17,38,26,94,59,20,5,12,27,24,4,10,348,0,0,0,0,3,14,9,12,6,5,0,3,5,0,0,65,0,0,0,9,29,52,133,81,19,9,16,25,4,5,18,407,143,447,1367,794,640,527,1019,463,73,57,97,113,37,22,179,5984,3,6,34,48,47,53,156,103,20,30,31,54,35,9,10,630,0,0,0,16,46,44,73,59,26,16,23,17,10,5,10,338,51,143,347,431,498,436,1238,804,176,221,329,431,158,33,151,5444,339,1119,2525,2363,3025,2637,6594,3769,714,723,998,1285,609,181,738,27625
LGA37300,0,0,0,0,0,5,24,9,3,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,3,0,0,20,0,4,10,10,12,4,22,4,0,0,0,0,0,0,0,66,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,13,22,20,0,0,0,0,3,0,0,88,0,7,25,29,59,56,144,64,16,11,17,9,10,0,19,442
LGA37310,0,0,0,0,18,15,102,162,41,24,42,33,13,3,13,486,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,12,25,100,31,8,5,0,7,0,3,0,198,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,23,17,55,134,68,44,38,78,22,7,8,20,18,3,0,34,556,0,0,5,7,0,8,11,0,0,4,4,3,0,0,0,48,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,15,0,5,32,27,41,27,76,36,10,21,58,106,31,0,8,471,34,113,229,237,260,232,613,452,99,104,166,209,72,18,119,2958
LGA37340,0,0,5,13,67,30,65,90,12,22,32,25,15,0,12,373,0,0,5,3,11,5,10,10,0,6,0,5,0,0,0,52,0,0,4,7,3,0,3,0,0,0,0,0,0,0,0,20,0,0,4,11,22,28,116,61,10,9,11,7,5,0,3,267,0,0,4,3,0,6,16,19,0,0,0,3,0,0,0,52,0,0,0,0,0,0,18,15,6,9,18,31,5,0,0,106,0,0,0,0,7,10,46,36,8,6,6,7,6,0,0,142,43,124,364,243,233,170,262,132,36,34,27,39,29,4,61,1804,0,5,3,18,13,19,28,11,4,6,10,8,10,0,4,151,0,0,0,5,9,3,18,16,6,5,9,3,7,6,12,97,23,45,78,110,105,100,148,128,31,39,71,254,103,76,37,1350,98,302,623,691,800,632,1180,820,185,200,277,588,266,111,215,6990
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,5,6,5,5,0,0,0,0,3,0,3,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,0,0,0,5,24,0,17,24,28,18,13,22,8,4,0,0,8,3,0,3,152
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,7
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA39799,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,4,6,8,4,12,3,0,4,48
LGA40070,0,0,0,0,19,14,57,57,28,12,33,72,21,18,7,343,0,3,0,3,34,0,4,7,0,0,5,0,4,0,3,66,0,0,3,6,3,7,42,31,25,41,39,63,28,3,0,298,0,3,4,8,3,18,38,15,3,3,10,17,8,11,7,146,0,0,0,5,9,8,26,31,6,13,16,19,14,0,0,142,0,0,0,0,5,11,10,29,16,10,22,12,19,3,8,137,0,0,0,0,5,11,26,22,4,9,5,9,4,0,5,106,38,139,318,172,140,89,201,81,21,22,24,47,34,35,33,1391,0,5,9,17,19,22,39,19,5,11,4,21,25,9,7,200,0,0,0,21,34,10,26,58,31,52,55,80,41,10,14,429,26,49,51,52,72,113,187,206,83,108,126,199,146,38,38,1503,105,389,522,394,547,537,1415,1805,796,1072,1240,1758,934,250,241,12006
LGA40120,0,0,0,6,8,4,17,30,3,9,4,6,0,0,0,90,5,0,10,13,35,16,6,6,0,0,0,7,0,0,0,90,0,0,0,9,6,11,5,11,4,7,0,0,0,0,6,58,0,0,3,23,23,33,91,21,0,10,10,13,0,0,3,242,0,0,0,7,4,3,3,3,0,0,0,0,0,0,0,27,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,17,0,0,0,0,0,11,12,6,0,0,3,6,0,0,3,48,49,327,907,494,329,252,478,169,26,18,12,20,15,0,103,3203,0,9,16,35,32,37,41,22,0,8,7,4,6,0,7,223,0,0,0,10,8,4,26,4,0,3,3,0,0,0,0,68,33,52,81,89,93,114,137,45,34,20,14,18,11,3,23,769,151,729,1220,884,777,651,1140,457,96,125,88,118,48,8,185,6688
LGA40150,0,0,0,0,9,3,10,3,3,0,0,5,6,0,0,40,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,4,0,0,0,0,15,9,64,271,127,39,35,50,9,0,0,0,0,0,0,17,612,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,10,5,9,7,0,0,0,4,0,0,0,48,6,15,22,12,24,18,19,10,5,4,0,17,49,0,11,209,25,134,346,184,117,91,145,59,7,11,7,25,58,0,34,1258
