LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
LGA10800,0,0,0,0,0,0,4,9,3,0,4,11,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,8,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,10,24,12,0,3,10,0,0,0,0,0,0,0,0,66,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,14,10,0,0,0,0,6,0,0,45,0,21,38,26,28,24,62,51,11,14,11,21,13,0,11,331
LGA10850,0,0,0,0,0,3,9,6,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,8,7,22,56,25,15,9,14,12,5,0,0,4,0,0,7,172,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,6,3,8,7,5,9,4,8,0,0,0,3,0,0,0,44,18,45,87,69,63,42,57,41,5,4,8,7,3,0,15,466
LGA10900,0,0,3,20,88,47,59,48,15,16,24,21,6,0,8,350,8,8,7,17,84,35,21,12,0,0,0,0,4,0,7,202,0,0,5,14,11,12,25,10,0,0,0,4,0,0,0,87,0,7,28,66,82,46,80,21,3,4,0,0,0,0,7,352,0,0,16,8,15,7,0,3,0,0,3,3,0,0,8,71,0,0,0,4,0,5,9,9,4,0,0,0,0,0,0,29,0,0,0,0,29,23,50,28,7,9,5,11,9,0,7,172,123,472,1372,1027,737,445,490,191,28,24,19,20,3,9,106,5081,4,14,55,95,60,76,111,64,9,14,12,14,4,0,8,544,0,0,4,20,11,10,23,25,9,10,15,25,8,0,5,175,76,171,377,389,337,266,275,166,31,16,35,28,8,0,32,2217,358,1077,2465,2282,2224,1585,1785,891,182,150,184,179,54,25,290,13723
LGA10950,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,8,0,0,8,0,4,3,0,4,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,23,3,0,12,8,14,9,38,22,10,4,8,4,8,0,11,158
LGA11150,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,6,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,14,4,3,10,0,12,20,23,18,8,4,5,10,4,3,9,125
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,13,0,3,5,10,0,3,13,9,0,0,9,4,0,3,0,68
LGA11250,0,0,0,0,29,19,19,46,10,13,23,22,10,7,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,21,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,11,4,24,53,35,20,6,17,5,7,0,0,0,0,0,5,192,0,0,0,0,6,3,6,6,0,5,0,7,0,0,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,3,15,14,14,15,15,16,20,7,0,10,0,3,0,0,139,12,86,106,84,112,87,143,113,29,36,49,63,29,15,20,978
LGA11300,0,0,3,40,85,70,88,67,18,41,46,83,25,0,22,601,0,4,3,5,28,9,5,0,0,0,3,5,0,0,0,71,0,0,5,6,25,13,48,13,10,7,10,11,0,0,4,138,0,0,5,4,6,22,17,0,4,0,0,0,0,0,0,71,0,0,0,17,90,36,34,12,3,0,6,8,0,0,0,216,0,0,0,0,49,44,50,114,45,42,49,42,14,0,5,465,0,0,0,3,15,25,69,119,29,8,27,19,10,0,22,341,6,31,81,67,56,51,66,47,4,3,4,14,0,0,10,445,0,0,3,9,8,10,25,12,4,4,6,3,8,0,3,104,0,0,8,269,191,75,99,132,55,50,58,91,28,3,24,1080,29,74,170,272,257,205,193,151,79,84,89,100,38,4,27,1781,108,608,1300,1432,2384,2403,3709,2930,1103,1561,2314,2049,618,65,604,23190
LGA11350,0,0,4,6,16,9,17,17,4,0,9,7,5,0,5,100,0,5,0,0,8,5,0,6,0,0,0,0,3,0,0,35,0,3,3,3,4,0,6,0,0,3,0,0,0,5,0,40,0,0,12,46,52,49,46,11,0,0,0,5,13,0,3,233,0,0,6,0,9,0,4,0,0,0,0,0,0,0,0,22,0,0,0,0,5,4,3,5,4,3,0,0,0,0,0,17,0,0,0,3,5,6,24,20,0,5,9,4,10,0,5,86,30,127,312,267,271,272,379,204,50,36,48,44,41,0,81,2165,0,4,25,54,58,74,82,60,10,3,22,17,46,3,15,477,0,0,0,7,3,3,3,13,0,0,0,0,0,0,4,28,12,36,84,123,188,183,362,346,109,104,158,228,97,5,55,2112,66,317,613,770,975,945,1449,1001,263,250,370,436,282,28,259,8026
LGA11400,0,0,0,4,0,3,6,0,0,3,0,3,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,3,3,11,12,8,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,9,6,27,98,43,30,15,21,12,0,9,0,0,0,0,12,273,0,0,5,4,4,0,11,3,0,15,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,10,10,10,3,9,11,0,3,4,0,4,0,0,92,17,66,152,99,90,70,119,79,13,24,14,6,4,0,46,813
LGA11450,0,0,8,37,327,296,336,256,56,54,32,48,24,0,19,1495,0,3,9,10,91,33,25,11,3,0,0,0,5,0,0,194,0,4,3,6,12,7,18,11,5,3,7,4,0,0,0,82,0,0,5,47,92,93,178,61,12,9,24,55,25,4,4,617,0,3,9,16,26,52,84,70,14,5,5,7,0,0,11,296,0,0,0,0,8,25,19,16,7,4,5,0,0,0,0,93,0,0,0,0,54,47,101,47,8,8,17,12,4,0,3,303,52,259,820,601,496,253,430,289,30,36,23,16,17,8,75,3403,0,0,14,16,22,49,65,38,10,10,6,8,5,7,12,254,0,0,0,52,93,72,75,71,10,9,7,15,8,3,21,441,62,188,474,785,1026,1071,1081,580,113,135,74,92,40,18,111,5853,221,886,2143,2289,3554,4108,6782,4024,646,674,559,605,273,80,537,27381
LGA11500,0,0,12,158,1170,1106,1123,683,155,113,126,186,62,12,76,4994,12,12,9,33,260,64,48,14,0,0,6,0,0,0,11,468,0,0,6,18,26,9,38,22,18,8,5,5,0,0,4,165,0,6,17,116,274,159,174,47,8,26,19,12,5,0,12,871,0,9,7,23,122,89,164,103,16,30,28,38,26,20,5,681,0,0,0,0,23,25,23,14,0,3,3,11,0,0,0,94,0,0,0,23,153,167,242,112,22,15,19,19,5,6,23,813,79,420,1461,965,612,221,242,146,23,28,14,22,11,13,150,4397,0,0,18,33,39,51,88,47,20,4,9,22,4,0,5,341,0,0,5,97,308,199,245,171,45,37,28,28,9,0,50,1239,66,204,643,1629,2451,2183,1980,1207,298,291,241,241,104,32,326,11902,270,1150,3287,4459,8633,10016,16414,8677,1757,1607,1539,1622,663,227,1446,61764
LGA11520,0,0,11,65,184,145,159,130,44,42,61,94,28,0,20,980,12,7,13,16,51,16,34,22,4,3,11,0,0,0,0,195,0,5,4,37,47,42,60,33,7,11,6,10,10,8,10,276,0,4,17,52,86,95,114,39,18,26,27,20,0,9,11,503,0,0,9,39,124,76,68,35,11,8,9,15,4,0,12,407,0,0,0,9,60,53,65,55,14,19,11,16,4,0,3,312,0,0,0,11,42,60,117,74,30,14,16,11,4,3,4,387,41,129,332,279,276,299,542,331,58,58,62,43,18,11,53,2530,0,0,10,44,30,62,72,64,27,28,26,21,23,3,11,419,0,0,0,232,257,75,54,56,21,25,20,40,15,0,27,816,74,153,400,669,487,569,697,542,206,232,265,268,65,21,69,4707,284,1751,3141,2838,4121,4414,6872,4687,1295,1450,1562,1704,619,199,754,35674
LGA11570,0,4,21,212,1018,866,960,675,170,164,250,338,67,20,100,4880,32,33,41,67,157,69,41,35,11,4,13,3,0,0,37,551,0,3,7,56,88,77,130,53,13,10,6,17,0,0,10,473,0,0,22,77,123,109,140,41,12,8,10,11,14,0,17,591,0,6,26,54,119,119,126,73,17,13,3,15,16,0,21,595,0,0,0,10,83,87,88,107,30,39,23,33,10,0,21,534,0,0,5,32,165,240,448,250,70,36,30,39,16,12,60,1399,83,248,749,471,355,296,454,267,44,43,30,41,26,6,136,3269,0,3,20,33,66,77,138,128,18,34,33,24,21,4,20,614,5,4,31,2224,6237,4200,3175,2573,633,582,512,579,267,110,803,21940,203,524,1708,3369,3612,3789,4222,3502,1085,968,976,893,333,69,839,26112,684,3735,11779,16430,25168,24410,31575,20092,5025,5993,6006,5960,1971,575,5452,164850
