POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA4019,267,157,154,228,264,218,176,90,27,1568,3073,1877,1898,2490,3073,3081,2806,1471,472,20242
POA4020,281,198,164,209,249,234,191,115,39,1680,3590,2428,1892,2832,3688,3920,4013,2265,831,25461
POA4021,171,106,92,103,104,95,78,58,44,844,1731,1130,988,1190,1274,1154,1160,748,372,9742
POA4022,136,62,58,66,51,33,39,57,65,569,1397,899,804,779,870,778,802,783,395,7513
POA4025,17,35,45,16,31,31,12,4,0,195,46,105,108,62,102,100,53,18,0,583
POA4030,158,205,290,168,138,87,48,33,15,1144,2649,2796,4332,2839,2365,1609,969,505,271,18335
POA4031,135,115,137,121,98,72,53,11,13,748,2570,1843,2531,2309,2069,1374,829,373,206,14100
POA4032,246,185,304,228,195,190,176,196,254,1990,2655,2419,3617,2631,2031,1807,1525,1442,927,19071
POA4034,546,372,399,380,340,263,200,182,176,2868,8177,5430,6572,6598,5666,4952,4200,3049,1648,46296
POA4035,276,169,129,145,163,144,103,56,32,1211,5357,3558,2683,3659,3950,3458,2426,1337,505,26928
POA4036,109,56,65,44,58,45,22,7,0,405,1452,768,1079,1047,890,729,570,290,103,6927
POA4037,62,54,40,33,53,42,19,7,0,304,1714,1096,713,1038,1440,927,541,207,43,7714
POA4051,270,363,288,223,223,128,76,34,19,1612,5317,4622,4908,4425,4222,2711,1694,853,302,29041
POA4053,579,361,375,366,355,228,153,83,37,2535,9089,5753,7383,7328,6231,4645,3545,2080,898,46953
POA4054,139,101,76,99,85,47,46,31,20,650,2722,1608,1861,2046,1923,1309,1227,780,323,13803
POA4055,223,121,82,164,124,75,54,25,24,887,4934,2608,2265,3446,3465,2212,1860,943,312,22047
POA4059,91,161,132,99,99,49,38,11,5,686,1896,3103,2933,1958,1647,944,591,294,110,13484
POA4060,99,82,50,68,117,88,40,26,14,584,2788,2067,1324,1788,2240,1509,937,456,183,13303
POA4061,146,106,48,87,116,98,43,29,13,681,3632,2165,1208,2357,2780,1929,1596,1029,329,17036
POA4064,84,101,169,77,85,56,35,25,18,653,1739,1930,2722,1750,1588,1128,696,289,94,11942
POA4065,101,75,43,72,91,46,34,11,25,495,2241,1337,957,1489,1651,1060,704,336,182,9955
POA4066,108,205,235,124,116,116,109,94,49,1164,2263,4076,4150,2523,2030,1553,1266,726,222,18813
POA4067,52,253,150,59,45,39,34,28,12,670,1279,4750,1998,1261,864,705,718,450,118,12130
POA4068,158,186,189,138,123,97,73,41,25,1031,4268,4637,3978,3788,3078,2153,1798,1071,455,25225
POA4069,325,172,80,175,223,160,116,113,123,1483,7345,4472,2286,4741,5630,4096,3379,2175,1001,35119
POA4070,115,66,38,66,99,48,32,19,0,494,2638,1497,966,1716,1905,1385,1015,607,148,11878
POA4073,73,33,31,34,56,47,58,32,25,390,1742,1047,798,1263,1409,1187,876,559,329,9219
POA4074,218,122,112,171,152,141,98,27,9,1051,4669,2728,2631,3524,3151,2912,2564,1201,382,23773
POA4075,279,156,150,197,163,141,94,67,64,1310,5044,3140,3369,3857,3621,2543,1986,1185,559,25298
POA4076,81,481,1264,1062,531,210,85,33,12,3759,898,1174,2041,1765,1149,725,457,200,63,8471
POA4077,923,474,546,417,316,295,155,118,60,3295,8129,5060,5898,4691,3934,3547,2310,1398,617,35584
POA4078,393,230,196,205,199,157,78,36,18,1513,5450,3606,3400,3595,3778,2985,1957,996,302,26087
POA4101,377,766,1046,623,507,351,275,180,117,4233,3935,6973,9416,5648,4435,3069,2001,960,380,36800
POA4102,77,210,262,154,132,151,142,117,67,1315,972,2579,3308,1464,1070,879,607,440,217,11533
POA4103,116,161,176,109,110,90,56,27,15,851,1924,2451,3588,2358,1749,1318,842,358,144,14726
POA4104,47,56,61,57,71,63,34,22,18,430,945,1015,1061,975,882,775,584,460,240,6935
POA4105,122,76,134,136,102,92,50,26,12,749,2354,1637,2484,2187,1833,1444,1008,527,193,13665
POA4106,24,16,32,22,12,10,9,0,9,133,259,228,344,277,170,147,106,45,64,1636
POA4107,61,41,59,46,48,25,13,15,8,313,1342,785,1152,1134,827,639,378,265,178,6691
POA4108,70,67,109,62,52,29,48,38,25,506,917,832,1444,953,677,563,457,316,109,6270
POA4109,369,369,466,324,236,194,160,101,49,2262,6103,5026,6598,5517,4043,3812,3490,2116,768,37473
POA4110,302,149,217,200,138,86,48,28,13,1189,3932,1876,3277,2777,1793,1330,875,436,151,16443
POA4111,9,48,12,4,7,8,5,0,0,94,110,396,139,116,108,105,66,35,13,1091
POA4112,132,60,57,72,54,41,21,17,0,451,2056,1249,1168,1288,1107,894,597,290,69,8716
POA4113,291,219,309,275,183,131,112,44,23,1586,5333,3736,5338,4685,3330,3020,2408,1135,446,29426
POA4114,1042,611,654,547,463,295,231,147,90,4085,6831,4440,4386,3697,3439,2803,2346,1211,361,29511
POA4115,222,176,136,140,138,92,63,26,24,1010,4339,2416,2580,3311,2527,2157,1650,754,323,20052
POA4116,345,192,211,251,147,126,90,68,68,1507,6141,3317,4059,4808,3221,2686,2012,806,280,27325
POA4117,75,39,41,61,23,6,12,0,0,248,921,413,426,567,260,187,123,42,3,2947
POA4118,642,351,361,361,285,228,131,101,49,2521,6947,4214,4427,4401,4014,3791,2300,923,271,31288
POA4119,120,57,68,56,53,29,24,4,0,417,1563,866,1046,1129,864,617,457,190,45,6777
POA4120,74,85,158,91,82,91,81,82,57,804,1295,1493,2659,1702,1171,1001,689,402,184,10597
POA4121,311,171,163,188,181,149,107,61,74,1403,5478,3147,3270,4174,3782,2573,1741,1005,551,25736
POA4122,456,442,392,387,367,262,164,143,119,2729,8759,6731,6651,7100,6276,4451,3310,2412,1100,46791
POA4123,249,141,141,169,125,86,85,47,18,1055,5181,2556,3277,4028,2734,2096,1745,912,207,22739
POA4124,431,260,227,222,230,166,94,56,32,1722,5355,3053,3024,3328,3163,2510,1750,739,265,23193
POA4125,250,179,248,96,112,105,69,60,15,1132,2641,1861,2341,1412,1364,1261,1084,692,159,12812
POA4127,470,292,283,294,265,198,157,62,29,2042,5367,3351,3564,3886,3370,2854,2760,1325,456,26938
POA4128,215,153,116,150,141,118,80,23,7,993,3382,2026,2053,2541,2335,2072,1566,597,122,16696
POA4129,132,71,71,74,56,35,23,6,0,464,1560,834,1061,950,848,685,492,216,41,6684
POA4130,94,71,71,53,76,56,49,16,9,510,1763,1134,950,1188,1355,1163,1011,388,145,9078
POA4131,393,270,263,236,193,132,121,82,40,1725,2593,1829,1973,1646,1392,1188,888,411,122,12046
POA4132,1000,505,467,469,307,199,95,38,15,3101,7432,4248,3977,3628,2963,2400,1509,564,126,26843
POA4133,617,356,406,314,228,174,125,80,41,2337,5199,3081,3795,2864,2297,2039,1624,1003,354,22268
POA4151,149,129,194,144,154,95,69,43,52,1036,2692,2462,3647,2848,2361,1703,1131,704,404,17959
POA4152,429,325,289,323,300,248,153,104,103,2268,8849,5850,6284,7117,6571,5331,3982,2295,978,47247
POA4153,45,29,25,29,45,32,19,3,3,230,897,575,450,625,673,582,429,183,54,4468
POA4154,128,61,37,86,80,56,20,11,5,489,2956,1404,915,1989,1903,1079,715,294,69,11325
POA4155,16,9,7,10,6,17,5,0,0,73,275,225,80,151,242,200,181,81,19,1460
POA4156,27,26,14,20,27,20,18,6,0,162,700,537,228,445,607,429,290,112,32,3369
POA4157,256,162,171,147,164,125,116,38,19,1192,3568,2266,2467,2634,2482,2587,2179,1037,332,19553
POA4158,59,32,37,39,28,34,23,5,0,263,747,349,468,532,493,513,477,202,54,3833
POA4159,154,98,88,72,99,102,59,58,21,755,2663,1683,1502,1817,1978,1840,1715,1016,422,14634
POA4160,143,125,81,105,129,103,103,71,98,951,3337,2418,1459,2252,2872,2684,2077,1209,476,18790
POA4161,263,148,129,135,139,112,66,26,31,1051,3227,1917,2129,2255,2137,2036,1644,679,256,16280
POA4163,131,121,83,68,135,134,114,79,48,921,2105,1675,1167,1527,2100,2425,2422,1634,723,15777
POA4164,287,158,110,132,127,108,74,38,13,1045,4138,2653,2317,2602,2643,2112,1525,805,328,19118
POA4165,506,310,223,271,308,246,160,98,59,2179,7556,4550,3957,4957,5387,4814,3991,2601,1030,38843
POA4169,100,201,338,238,166,127,96,51,7,1318,1313,2423,4129,2470,1899,1603,1196,627,261,15918
POA4170,314,246,327,246,195,144,94,57,40,1656,5122,3630,5280,4830,3764,2420,1520,675,358,27584
POA4171,135,116,132,123,153,106,50,32,13,847,3178,1951,2171,2754,2685,2058,1150,510,196,16653
POA4172,43,46,60,48,40,15,22,8,5,285,902,614,948,853,708,456,296,108,31,4919
POA4173,104,42,69,80,62,52,31,19,0,455,1568,854,1305,1282,1024,1006,764,415,114,8338
POA4174,25,31,24,28,32,26,8,7,0,179,548,323,478,474,418,283,202,73,26,2815
POA4178,356,183,183,222,244,182,144,125,134,1769,4948,2937,3066,3634,3891,3316,2572,1501,736,26594
POA4179,234,142,112,117,164,103,65,60,27,1019,3975,2185,1840,2819,3164,2487,1792,1156,476,19894
POA4183,47,34,33,34,44,53,33,24,6,299,355,209,211,266,351,489,445,201,37,2562
POA4184,118,70,67,72,128,146,145,70,23,834,697,465,353,568,1066,1845,2127,960,166,8255
POA4205,120,62,90,72,61,46,83,110,121,753,956,642,740,610,620,652,851,802,429,6300
POA4207,1814,983,1060,947,770,522,333,210,56,6712,15359,8622,10577,8762,8024,6942,5662,3115,835,67895
POA4208,490,254,220,283,219,143,72,32,12,1729,6059,3079,3139,3862,3156,2308,1609,714,176,24108
POA4209,1940,998,1186,967,699,378,220,76,19,6471,19146,10242,13232,11308,8605,5416,3791,1607,374,73724
POA4210,387,199,193,226,219,152,84,37,6,1490,5147,2845,2633,3500,3376,2429,1573,724,138,22365
POA4211,1022,560,618,653,628,413,333,194,99,4528,12135,7265,7848,8802,8645,7327,5827,3355,1002,62207
POA4212,400,294,284,301,403,269,259,146,63,2424,5325,3900,3264,3974,4941,4538,4052,2382,811,33194
POA4213,516,319,238,366,329,265,171,105,57,2368,6561,3701,2891,4288,4709,3853,2817,1479,495,30778
POA4214,526,483,404,381,410,321,218,254,241,3252,6641,5224,4686,5009,5276,4723,3728,2385,927,38596
POA4215,639,839,978,740,711,650,543,439,221,5772,6590,7900,9704,6822,6746,6419,5926,4136,1806,56051
POA4216,483,357,374,352,483,477,444,301,106,3367,4971,3765,3904,4162,5288,5713,6151,4107,1360,39416
POA4217,641,757,1277,884,893,987,902,519,192,7040,5279,5238,7737,6028,6252,6592,6435,3695,944,48198
POA4218,438,376,621,460,433,518,386,240,70,3545,4859,3944,6013,4814,4744,4670,4070,2298,805,36220
POA4220,412,309,512,418,364,325,290,192,145,2958,5218,3341,4826,4610,4347,3724,3648,2184,888,32782
POA4221,409,246,317,337,289,265,218,137,48,2281,4998,3163,3777,4034,3808,3467,3146,1770,683,28857
POA4223,221,120,124,156,155,153,78,50,20,1083,2830,1591,1484,1987,2123,2014,1622,937,389,14975
POA4224,119,74,97,92,88,94,70,68,34,727,1266,696,1095,990,922,886,766,460,260,7342
POA4225,50,74,196,120,131,164,176,95,51,1060,744,737,1464,970,1023,1550,1669,801,373,9317
POA4226,446,365,343,310,343,280,295,273,258,2909,6198,4906,4629,4998,4750,4213,3897,2602,1162,37358
POA4227,402,274,242,246,229,130,95,46,14,1674,4691,3300,3224,3568,3473,2190,1797,1018,357,23618
POA4228,103,53,55,59,106,54,37,27,12,503,1138,589,439,711,829,793,589,268,152,5507
POA4270,86,44,41,55,55,46,20,9,0,364,879,506,396,599,725,626,398,172,25,4319
POA4272,119,74,43,93,112,91,72,46,16,674,1331,704,547,897,1191,1291,1274,705,196,8138
POA4275,83,60,77,73,83,63,46,9,0,496,759,430,479,611,669,609,443,181,33,4213
POA4280,566,311,221,277,283,193,96,45,6,1988,4970,2834,2657,2920,3014,2296,1544,664,138,21030
POA4285,448,263,199,233,263,213,166,107,78,1965,4377,2491,2185,2632,3088,2810,2394,1201,427,21598
POA4287,14,16,57,83,50,40,9,8,7,288,125,56,102,138,133,180,145,56,22,954
POA4300,1453,696,764,736,557,367,160,97,14,4835,17595,8929,10669,11590,8369,5683,3415,1503,300,68054
POA4301,1015,511,555,439,281,192,126,46,14,3173,10193,5514,6419,5021,3623,2885,1797,679,186,36309
POA4303,177,90,93,82,66,51,23,21,5,609,839,529,634,458,528,460,335,259,104,4137
POA4304,401,210,252,227,185,142,103,44,17,1575,3514,2174,2625,2291,2244,2076,1604,879,325,17732
POA4305,1319,791,732,712,610,521,386,320,242,5642,13173,8316,8865,8131,7918,7367,5604,3502,1423,64300
POA4306,651,685,804,623,481,296,171,77,11,3794,9740,5787,6426,6178,5867,4801,3180,1287,246,43507
POA4307,29,15,13,15,18,22,10,4,0,126,278,183,165,182,227,226,194,85,9,1559
POA4309,53,32,29,23,43,42,25,27,6,291,627,332,318,387,440,547,405,234,64,3347
POA4310,92,51,60,45,59,70,68,43,36,517,902,574,554,565,733,989,942,535,240,6027
POA4311,208,121,86,113,139,97,90,61,20,947,2032,1141,1067,1145,1451,1515,1268,580,120,10319
POA4312,25,8,11,21,37,36,39,24,0,195,290,201,144,212,359,518,553,277,48,2594
POA4313,20,14,10,12,15,27,22,26,5,145,364,193,176,220,259,386,391,259,64,2309
POA4314,61,34,29,27,55,52,65,42,3,369,455,214,221,231,396,600,751,343,44,3255
POA4340,148,93,90,80,116,97,90,57,52,820,1077,734,615,655,831,853,739,364,115,5981
POA4341,310,181,151,152,175,143,98,63,26,1300,3249,1770,1662,1931,2087,2125,1772,934,263,15796
POA4342,76,43,44,40,32,35,25,18,6,310,470,415,272,282,373,393,286,135,44,2667
POA4343,200,285,274,212,166,111,78,54,18,1396,2018,1815,2054,1448,1351,1308,1134,682,244,12051
POA4344,52,49,40,26,46,48,36,17,0,308,533,300,328,269,382,421,276,147,30,2687
POA4346,29,14,13,17,7,8,16,5,4,101,222,92,97,142,129,129,123,48,13,999
POA4347,19,20,15,16,13,8,0,4,0,94,229,158,181,156,158,200,144,74,23,1322
POA4350,1686,1325,1189,1085,1053,996,787,576,295,8983,21948,15690,15802,13712,13244,12700,11475,7618,3281,115478
POA4352,472,241,190,272,273,258,175,92,19,1996,6884,3485,3044,3959,4163,3980,3055,1482,326,30394
POA4353,8,3,6,5,3,7,5,3,0,34,67,43,26,38,46,57,39,19,3,344
POA4354,15,13,12,11,7,17,10,8,0,101,247,126,136,115,142,206,166,84,18,1233
POA4355,50,21,33,28,35,52,51,67,80,418,397,209,211,227,314,431,470,368,144,2770
POA4356,118,78,62,53,67,74,75,42,12,579,1076,603,496,556,617,639,569,368,212,5129
POA4357,44,29,37,34,43,53,33,10,4,291,403,228,296,264,340,397,342,199,68,2541
POA4358,48,34,45,25,36,32,25,9,0,251,700,383,467,317,353,305,252,116,25,2916
POA4359,16,20,9,12,22,11,14,15,0,121,273,129,153,138,175,210,157,82,12,1335
POA4360,13,9,5,10,13,14,12,12,0,85,112,64,42,58,90,87,74,43,13,590
POA4361,49,25,14,28,35,15,21,18,14,216,470,241,228,245,328,372,395,252,90,2614
POA4362,50,19,17,24,40,31,49,16,5,254,467,224,199,250,339,370,424,230,86,2595
POA4363,27,8,15,11,0,11,7,0,0,84,142,77,54,61,73,103,64,34,0,617
POA4364,0,3,0,3,4,8,4,0,0,19,35,19,19,19,31,34,8,3,0,177
POA4365,16,8,7,5,13,16,16,9,0,84,78,57,41,59,78,117,107,42,3,589
POA4370,393,202,167,181,235,235,193,145,70,1826,3525,2155,2032,1816,2287,2638,2569,1571,521,19118
POA4371,12,8,0,3,7,8,7,0,0,55,115,55,32,69,96,141,120,42,13,689
POA4372,5,0,0,0,0,0,0,3,0,8,23,5,6,17,19,42,17,8,7,140
POA4373,9,8,10,7,10,14,14,9,4,88,124,98,57,67,131,160,182,105,53,978
POA4374,0,6,4,0,5,3,7,0,0,26,55,30,29,40,63,73,69,29,3,396
POA4375,3,4,7,7,3,5,3,0,0,32,42,17,21,23,26,31,34,20,0,221
POA4376,4,3,6,5,3,12,8,0,3,41,50,44,40,24,41,64,58,23,12,345
POA4377,8,0,3,8,9,11,17,11,0,73,111,37,48,56,82,108,96,50,8,599
POA4378,17,3,4,9,8,5,6,8,0,57,101,43,82,59,75,71,78,46,14,570
POA4380,153,96,83,98,106,121,114,59,20,837,1298,751,715,829,1025,1221,1334,717,258,8149
POA4381,20,13,11,17,19,9,14,7,0,109,133,54,52,87,81,117,111,49,4,685
POA4382,0,0,4,6,10,10,6,5,0,36,61,48,47,48,89,98,104,33,9,532
POA4383,5,5,5,10,4,8,7,0,4,57,74,42,47,52,61,114,129,37,13,574
POA4384,0,4,0,0,0,0,0,5,0,4,10,0,3,9,6,4,6,4,0,51
POA4385,21,16,12,17,16,29,16,11,0,141,200,93,104,109,159,184,188,118,53,1204
POA4387,28,16,18,13,28,28,23,7,5,168,240,104,130,122,207,236,179,121,33,1369
POA4388,8,3,3,4,6,6,3,5,0,36,65,35,24,36,40,41,58,31,4,341
POA4390,167,94,116,101,89,96,73,37,12,780,1480,752,848,867,798,869,685,396,144,6838
POA4400,51,24,17,17,31,9,13,4,0,175,533,234,282,269,288,237,173,99,23,2133
POA4401,152,94,55,73,72,46,32,24,11,561,1177,756,618,634,779,723,586,358,144,5765
POA4402,3,7,3,0,11,8,3,10,0,49,30,23,19,21,34,60,51,39,4,277
POA4403,23,10,13,13,8,16,9,0,5,97,188,81,83,91,89,141,104,47,10,839
POA4404,17,8,3,4,10,11,8,0,0,59,93,39,66,53,68,76,49,19,3,467
POA4405,311,257,239,237,273,181,110,45,24,1676,3237,1950,1873,1803,1953,1712,1318,687,290,14814
POA4406,42,27,10,23,21,38,25,8,3,200,329,163,165,212,240,262,198,96,16,1695
POA4407,18,4,8,8,9,12,9,6,0,68,82,49,64,42,78,98,60,30,3,507
POA4408,10,0,4,3,3,8,4,0,4,39,100,40,39,56,70,71,84,48,12,519
POA4410,28,14,11,12,22,17,10,12,10,139,205,83,89,101,158,183,174,125,43,1163
POA4411,9,5,0,5,8,5,0,0,0,43,69,27,31,36,39,38,40,15,3,290
POA4412,13,5,3,9,3,0,6,4,0,42,43,16,27,24,35,26,15,8,6,206
POA4413,251,166,306,219,186,137,102,77,41,1480,1972,1018,1525,1256,1163,1048,779,426,140,9330
POA4415,63,47,44,39,49,63,40,26,21,388,412,267,304,244,304,342,310,160,68,2413
POA4416,12,3,12,13,0,4,6,3,0,56,85,45,60,68,66,50,53,21,0,444
POA4417,23,3,14,10,11,13,9,3,0,83,170,44,90,84,86,106,107,51,16,754
POA4418,5,0,0,0,5,0,0,0,0,9,9,8,11,7,17,18,4,12,0,87
POA4419,27,43,171,98,103,72,29,13,0,552,201,134,424,250,266,242,130,67,12,1726
POA4420,19,18,14,11,26,20,14,18,3,133,257,110,169,148,167,151,134,107,31,1269
POA4421,55,30,35,30,37,41,26,10,6,268,386,202,199,202,294,361,323,127,33,2134
POA4422,12,10,4,10,9,12,9,0,0,70,74,28,36,53,84,73,76,23,0,443
POA4423,10,0,4,3,5,4,4,4,0,28,44,14,32,28,30,22,26,11,3,203
POA4424,3,0,4,3,0,0,4,0,0,13,62,11,20,41,28,22,20,14,0,220
POA4425,0,6,0,0,0,3,0,0,0,14,41,11,7,21,22,24,23,9,0,154
POA4426,5,8,9,3,0,4,9,3,0,31,15,22,16,17,22,21,22,17,8,153
POA4427,6,3,0,0,8,8,10,6,5,46,48,28,17,32,39,47,46,37,8,304
POA4428,8,6,10,9,23,14,16,4,0,99,123,47,123,135,135,135,86,43,8,834
POA4454,24,11,34,41,40,41,19,0,4,223,126,78,170,170,194,184,115,34,16,1094
POA4455,273,194,184,193,189,154,92,70,55,1404,1894,1150,1182,1221,1184,1137,797,404,141,9117
POA4461,0,0,0,0,0,0,0,0,0,4,7,0,0,3,8,9,15,6,0,41
POA4462,3,0,4,3,0,0,0,3,0,21,18,4,15,15,13,16,20,15,3,126
POA4465,25,17,18,22,17,16,31,6,5,159,230,127,128,127,140,202,246,104,29,1323
POA4467,6,4,3,0,0,11,0,0,0,28,17,22,15,15,31,35,19,12,0,165
POA4468,0,0,6,0,7,7,9,0,0,33,28,23,30,22,36,58,48,18,4,271
POA4470,79,52,77,50,67,103,51,28,20,522,568,319,468,333,406,609,483,185,98,3471
POA4472,17,10,19,19,17,26,21,20,26,174,208,131,154,159,170,255,279,145,57,1556
POA4474,0,0,0,0,3,0,4,0,0,10,12,6,14,4,10,25,19,5,0,89
POA4477,11,0,7,8,7,16,9,7,4,63,106,41,52,63,88,109,75,35,19,585
POA4478,10,9,4,9,15,13,19,7,0,87,94,63,58,59,72,98,111,40,4,606
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,17
POA4480,20,0,5,6,10,16,7,4,4,66,129,46,90,76,103,159,126,41,11,774
POA4481,0,6,3,0,6,5,6,0,0,38,13,38,21,13,27,48,50,20,0,226
POA4482,3,0,7,3,4,4,0,0,0,23,16,17,36,20,41,38,35,8,0,208
POA4486,7,4,11,5,7,9,3,3,0,55,116,68,78,75,95,122,102,50,9,722
POA4487,93,56,50,44,54,53,23,24,22,422,670,409,429,355,442,465,366,176,56,3376
POA4488,8,3,4,5,0,4,5,0,0,38,54,20,21,45,40,41,64,17,0,296
POA4489,0,0,0,0,0,0,0,0,0,5,16,4,7,5,12,23,14,3,0,79
POA4490,28,12,17,9,21,35,36,9,0,163,346,137,186,160,212,297,315,143,37,1830
POA4491,0,0,0,0,0,7,11,0,0,17,10,4,13,8,13,32,36,12,0,123
POA4492,0,5,7,9,11,17,11,0,0,63,55,55,65,71,76,101,79,14,0,521
POA4493,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,5,5,3,0,23
POA4494,3,0,3,4,5,8,0,0,0,28,33,11,29,27,19,21,10,4,0,159
POA4496,3,5,0,6,5,3,8,0,0,35,47,23,30,36,33,27,28,8,0,218
POA4497,0,0,0,4,10,7,4,0,0,31,47,31,33,34,49,66,53,15,0,338
POA4498,13,0,4,0,0,7,0,0,0,30,57,12,34,34,21,27,5,6,0,191
POA4500,710,346,379,383,343,211,156,87,27,2637,9696,5760,6287,6718,5920,4879,3691,1731,447,45123
POA4501,101,77,75,58,60,33,28,16,0,451,1118,776,891,787,731,606,505,299,131,5849
POA4502,110,73,59,52,74,42,26,17,0,452,1703,1206,1101,1144,1284,1075,738,301,62,8612
POA4503,859,525,622,485,426,254,206,106,125,3612,11750,6618,8874,7598,6116,4748,3680,1905,661,51960
POA4504,347,211,168,172,166,81,47,27,16,1228,5159,2976,2625,3057,2994,1830,1238,586,164,20630
POA4505,454,291,263,237,239,198,131,79,26,1927,5140,3462,3514,3087,3260,2900,2503,1448,421,25737
POA4506,589,396,351,307,219,169,113,62,18,2229,5416,3509,3881,3026,3026,2770,2095,1072,310,25104
POA4507,184,92,80,97,168,188,222,197,70,1296,1893,1242,940,1336,2060,3537,5089,3271,955,20330
POA4508,438,259,227,216,201,153,113,86,89,1776,3813,2459,2098,2414,2478,2400,2070,1138,432,19292
POA4509,552,306,322,346,240,125,84,60,46,2082,9598,4907,5162,6554,5090,2769,1929,1103,419,37528
POA4510,1231,732,726,610,590,431,420,275,190,5203,11272,6627,7528,6666,6330,6178,6105,3598,1181,55492
POA4511,140,83,54,82,76,66,90,50,13,662,1588,949,726,990,1257,1267,1830,1041,200,9842
POA4512,55,47,38,36,50,46,43,17,10,331,661,427,364,437,528,560,410,174,57,3611
POA4514,119,287,667,475,256,116,96,23,4,2037,1328,914,1400,1223,1146,1063,957,378,113,8531
POA4515,119,65,64,98,78,78,55,31,4,600,809,427,533,648,547,614,595,270,84,4540
POA4516,63,39,29,40,48,30,21,8,3,285,834,535,456,528,673,554,394,171,44,4192
POA4517,20,8,13,21,8,15,4,5,0,87,155,100,89,114,112,131,107,78,16,906
POA4518,98,54,51,54,61,50,37,20,3,431,1056,598,583,702,748,733,632,330,94,5475
POA4519,165,105,98,82,97,92,73,43,11,763,1805,1079,1073,1110,1186,1208,1080,609,199,9340
POA4520,168,89,54,102,162,109,84,45,8,815,2748,1602,831,1622,2550,2028,1502,697,143,13709
POA4521,87,49,39,58,71,41,39,31,8,423,1015,503,458,627,894,777,582,229,57,5149
POA4550,64,36,42,46,68,51,20,22,3,356,877,513,618,557,714,707,539,260,53,4832
POA4551,935,620,528,630,638,596,519,403,209,5081,11976,7231,7208,8174,8669,8534,8703,5824,2155,68473
POA4552,122,63,62,81,101,125,131,65,29,774,1161,637,596,830,1188,1585,1822,1005,303,9121
POA4553,216,136,115,117,129,64,59,19,4,852,2365,1477,1569,1551,1394,1070,741,288,73,10537
POA4554,44,27,20,35,26,17,22,10,4,198,352,223,172,225,328,326,244,82,18,1977
POA4555,113,73,57,72,75,67,37,14,17,532,1418,863,748,930,1133,1020,834,452,187,7578
POA4556,588,561,366,337,404,296,271,224,225,3270,8227,6164,4721,5422,6127,5271,5125,3656,1679,46407
POA4557,299,195,213,212,227,205,147,73,22,1594,3781,2365,2565,2869,2912,2539,2142,1013,260,20451
POA4558,328,289,394,348,296,418,466,357,213,3106,2780,2471,3538,2730,2627,3364,3842,2442,932,24729
POA4559,85,54,41,82,64,75,66,46,25,549,1387,872,707,930,1129,1029,851,432,116,7455
POA4560,596,339,332,400,368,316,222,145,81,2801,6694,3605,4121,4580,4532,4746,4361,2772,1031,36450
POA4561,137,71,63,86,84,80,49,25,5,603,1745,845,968,1099,1188,1282,895,363,85,8477
POA4562,135,83,47,94,145,101,52,45,6,709,1625,875,594,1055,1476,1405,1092,459,80,8666
POA4563,162,76,83,95,110,117,94,67,72,880,1577,908,687,1073,1351,1508,1545,836,256,9746
POA4564,156,134,98,133,130,130,129,96,41,1051,1730,1220,1184,1313,1550,1971,1857,984,298,12105
POA4565,209,125,102,157,194,171,164,139,108,1374,2164,1402,1045,1530,2091,2320,2396,1506,577,15031
POA4566,84,46,55,59,96,96,136,115,41,740,1048,676,560,820,1153,1416,1992,1418,423,9514
POA4567,158,110,163,162,184,191,166,95,24,1270,1875,1132,1223,1491,1943,2119,2211,1087,272,13349
POA4568,33,33,19,34,39,53,33,9,5,270,616,369,257,391,589,654,541,251,51,3722
POA4569,39,11,24,19,21,25,17,5,0,157,323,140,146,223,250,318,211,87,25,1715
POA4570,902,521,470,473,602,586,461,253,80,4354,8085,4758,4492,4919,6023,7157,6324,3248,990,45990
POA4571,23,11,16,10,13,22,17,0,0,114,159,64,78,85,155,182,131,49,10,918
POA4572,45,48,69,42,67,70,63,37,20,466,485,476,682,444,612,724,636,359,123,4545
POA4573,512,260,220,355,344,288,224,133,44,2384,6232,3119,2920,4517,4621,4088,3611,1853,661,31625
POA4574,20,10,14,18,19,15,20,7,3,130,243,117,128,163,184,273,229,94,21,1465
POA4575,415,263,340,270,287,288,193,172,86,2317,4574,3127,3352,3398,3673,3664,3154,2104,899,27964
POA4580,65,49,23,44,65,74,90,60,27,505,448,302,241,324,505,992,1557,768,156,5298
POA4581,34,35,44,42,45,61,58,15,4,329,198,156,207,225,290,498,490,141,18,2217
POA4600,20,12,7,12,18,15,14,3,0,110,148,66,51,91,138,170,184,78,20,938
POA4601,21,15,13,16,19,35,20,21,3,152,188,113,103,120,160,220,179,109,20,1216
POA4605,133,72,38,52,64,70,61,29,12,521,1053,583,467,420,568,648,605,305,124,4779
POA4606,53,31,29,26,34,41,23,28,5,274,351,237,227,215,302,362,372,283,96,2445
POA4608,21,9,8,10,15,13,16,8,0,102,151,79,63,84,133,150,151,74,15,890
