POA_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
POA3281,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,69,13,22,0,8,0,4,0,0,6,118
POA3282,11,0,3,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,105,39,15,3,8,0,0,0,0,6,172
POA3283,5,0,0,0,4,5,4,0,17,0,0,0,0,0,0,0,0,0,0,0,46,12,15,0,0,3,7,5,4,3,94
POA3284,13,0,4,0,10,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,199,38,38,5,7,0,11,13,0,16,328
POA3285,4,0,0,5,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,83,22,9,0,0,3,0,4,3,11,134
POA3286,3,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,33,10,3,0,0,0,0,5,0,0,49
POA3287,3,0,0,0,6,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,10,5,6,0,0,3,6,5,4,0,37
POA3289,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,41,3,4,0,0,0,0,0,0,8,53
POA3292,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,16
POA3293,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,20
POA3294,3,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,28,10,10,3,4,0,0,0,0,6,65
POA3300,57,7,24,32,30,14,3,4,285,0,0,0,0,0,0,0,0,0,0,3,422,140,104,14,32,36,34,9,3,37,835
POA3301,3,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,56,13,6,0,7,4,0,0,0,9,97
POA3302,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24,5,5,0,3,0,0,0,0,0,39
POA3303,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,6,0,0,0,21
POA3304,8,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,146,20,15,4,0,0,6,0,0,10,192
POA3305,66,20,31,25,16,4,3,7,338,0,0,0,0,0,0,0,0,0,6,3,816,106,112,31,41,40,20,12,3,43,1224
POA3309,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,8
POA3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,29
POA3311,5,5,7,8,6,4,0,6,65,0,0,0,0,0,0,0,0,0,3,6,102,16,13,5,3,8,15,4,0,11,170
POA3312,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,46,3,8,4,0,0,0,0,0,6,63
POA3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,20
POA3315,12,0,0,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,103,12,10,4,4,4,6,0,0,0,138
POA3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13
POA3318,3,5,10,5,7,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,62,10,9,4,10,8,10,5,0,5,116
POA3319,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,20
POA3321,5,0,5,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,98,14,24,0,5,5,0,0,0,9,154
POA3322,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,3,0,0,0,20
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA3324,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,32,0,3,0,0,0,0,0,0,0,40
POA3325,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,4,37
POA3328,4,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,164,40,11,0,0,0,0,0,0,14,222
POA3329,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,23
POA3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10
POA3331,15,0,8,0,7,0,0,3,167,0,3,0,0,0,0,0,0,0,0,8,489,84,59,15,10,11,10,0,3,23,700
POA3332,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,78,4,5,0,3,0,3,0,0,10,105
POA3333,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,78,9,7,0,0,0,0,0,0,4,95
POA3334,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,47,3,10,0,0,0,0,0,0,0,58
POA3335,622,197,111,121,142,37,18,32,2363,0,0,0,0,0,0,0,0,0,5,4,671,718,712,218,122,131,150,40,19,40,2819
POA3336,1649,322,259,293,354,142,35,93,7054,0,0,0,0,0,0,0,0,0,6,12,2084,2647,1893,369,300,316,393,150,38,115,8301
POA3337,1434,320,250,292,290,75,20,108,7103,0,10,0,0,5,0,0,0,0,10,18,5070,2226,1821,370,305,344,330,89,38,196,10788
POA3338,2521,550,517,451,577,170,84,182,10030,12,8,5,0,0,0,0,0,0,14,31,3487,3681,2973,664,621,506,637,199,99,296,13171
POA3340,380,122,73,87,112,31,8,33,1746,0,0,0,0,0,0,0,0,0,3,10,2157,620,566,144,95,103,122,45,15,94,3972
POA3341,0,0,5,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,153,14,12,0,5,0,0,0,0,6,195
POA3342,15,0,7,0,4,0,0,3,105,0,0,0,0,0,0,0,0,0,0,0,357,48,51,8,7,0,10,0,0,17,495
POA3345,0,0,0,0,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,159,19,14,0,0,0,3,0,0,3,203
POA3350,814,239,240,311,342,152,32,66,3933,3,0,0,0,0,0,0,0,0,20,30,3781,1326,1217,312,289,398,426,192,44,194,8183
POA3351,26,9,10,4,10,3,0,8,185,0,0,0,0,0,0,0,0,0,0,0,614,75,45,9,13,4,12,6,4,26,811
POA3352,114,27,16,21,33,9,0,9,498,0,0,0,0,0,0,0,0,0,44,44,983,217,215,34,29,36,47,14,0,87,1665
POA3355,133,41,34,37,62,13,0,7,625,0,0,0,0,0,0,0,0,0,4,4,698,190,177,43,30,46,77,27,0,46,1340
POA3356,141,34,46,37,53,24,4,28,656,5,0,0,0,0,0,0,0,0,8,4,808,204,191,38,60,57,61,28,4,77,1525
POA3357,6,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,259,41,38,0,3,3,4,6,4,9,368
POA3358,75,20,15,17,25,18,0,7,257,0,0,0,0,0,0,0,0,0,0,0,93,99,86,22,19,25,23,17,0,12,381
POA3360,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,88,10,0,0,0,0,0,0,0,0,92
POA3361,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,43,0,4,7,0,0,0,0,0,3,56
POA3363,14,4,6,4,0,0,0,4,79,0,0,0,0,0,0,0,0,0,3,6,247,28,27,4,5,8,3,0,0,20,347
POA3364,6,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,152,19,9,0,3,0,5,0,0,3,193
POA3370,5,0,0,0,0,0,0,4,45,0,0,0,0,0,0,0,0,0,0,3,209,15,12,5,0,0,0,0,0,9,268
POA3371,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,101,4,7,0,0,3,0,0,0,7,128
POA3373,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,177,19,9,7,0,0,5,0,0,6,219
POA3374,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,29,4,3,0,0,4,0,0,0,0,43
POA3375,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,4,24
POA3377,70,16,39,48,57,27,29,6,441,0,0,0,0,0,0,0,0,0,203,199,423,121,104,29,44,51,59,36,33,225,1127
POA3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3379,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,53,4,3,0,3,4,3,0,0,4,77
POA3380,89,30,38,50,56,14,8,3,399,0,0,0,0,0,0,0,0,0,0,0,251,96,110,33,40,59,61,14,13,16,683
POA3381,11,3,0,4,10,0,4,0,64,0,0,0,0,0,0,0,0,0,0,0,111,23,22,9,9,0,10,0,9,5,187
POA3384,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0,0,0,0,0,46
POA3385,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,41,0,6,0,0,0,0,0,0,5,52
POA3387,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14
POA3388,6,5,0,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,21,7,7,5,0,0,7,0,0,3,46
POA3390,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,40,4,6,0,0,0,0,0,0,0,52
POA3391,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,13
POA3392,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,36,5,0,0,0,0,0,0,0,0,56
POA3393,6,4,3,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,102,19,9,4,8,7,0,0,0,8,159
POA3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,16
POA3396,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,27,7,4,0,0,0,0,0,0,10,46
POA3400,166,30,54,59,39,30,0,7,682,0,0,0,0,0,0,0,0,0,0,0,470,237,209,44,57,79,57,42,0,34,1225
POA3401,6,0,0,3,11,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,100,26,15,0,0,9,15,0,0,13,186
POA3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,22
POA3409,4,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,42,11,8,4,0,7,0,0,0,0,77
POA3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,17
POA3413,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10
POA3414,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,81,10,15,0,3,0,0,0,0,5,114
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3418,61,9,27,12,15,0,0,13,286,0,0,0,0,0,0,0,0,0,0,0,91,136,70,18,25,12,15,0,0,17,393
POA3419,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,42,7,0,0,0,0,0,0,0,0,54
POA3420,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,15
POA3423,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,35,3,4,0,0,0,0,0,0,4,42
POA3424,5,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,40,5,6,0,0,4,0,0,0,5,56
POA3427,237,33,36,34,62,21,0,19,902,0,0,0,0,0,0,0,0,0,0,0,485,310,293,45,48,32,65,24,0,32,1335
POA3428,4,6,0,6,0,0,0,4,110,0,0,0,0,0,0,0,0,0,0,0,123,14,12,6,0,6,0,0,0,6,169
POA3429,478,104,81,61,85,38,5,39,2429,5,0,3,0,0,0,0,0,0,9,16,4015,919,879,164,132,103,136,67,17,136,6565
POA3430,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,5,41
POA3431,7,3,4,3,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,372,38,29,3,8,4,7,9,0,14,486
POA3432,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,22
POA3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,19
POA3434,13,0,5,0,0,0,0,3,114,0,0,0,0,0,0,0,0,0,0,0,456,60,46,7,17,0,3,0,0,21,607
POA3435,20,3,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,225,38,39,9,0,4,5,0,0,13,341
POA3437,57,11,4,10,8,14,0,8,391,0,0,0,0,0,0,0,0,0,20,23,1031,220,131,34,15,17,14,20,7,59,1537
POA3438,6,0,8,5,0,0,0,8,74,0,0,0,0,0,0,0,0,0,0,0,196,39,25,3,4,8,0,0,0,12,289
POA3440,8,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,193,33,21,3,5,3,0,4,0,8,273
POA3441,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,181,24,21,4,6,4,0,0,0,12,254
POA3442,38,3,13,4,16,3,0,7,245,3,0,0,0,0,0,0,0,0,0,3,900,172,122,7,30,10,26,12,0,40,1319
POA3444,34,18,14,24,53,10,0,12,355,0,0,0,0,0,0,0,0,0,5,4,946,164,106,31,24,36,64,11,9,64,1451
POA3446,4,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,114,25,5,0,0,6,0,0,0,0,153
POA3447,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,58,5,5,0,0,3,0,0,0,5,66
POA3448,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,3,89,7,10,0,0,0,0,0,0,6,117
POA3450,31,5,7,13,5,6,0,3,184,0,0,0,0,0,0,0,0,0,227,227,605,96,62,8,20,13,16,7,3,259,1094
POA3451,10,5,4,0,6,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,495,72,46,7,3,6,4,5,0,16,648
POA3453,0,0,0,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,111,14,9,0,0,0,8,0,0,5,137
POA3458,3,0,0,0,3,0,4,8,58,0,0,0,0,0,0,0,0,0,4,4,292,26,31,4,0,0,8,0,0,29,383
POA3460,38,10,9,17,20,3,0,11,185,0,0,0,0,0,0,0,0,0,0,0,337,39,60,11,14,21,15,5,0,19,530
POA3461,13,3,0,8,5,3,0,8,186,0,0,0,0,0,0,0,0,0,0,0,536,66,34,8,7,16,9,3,0,21,706
POA3462,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,121,14,5,0,0,0,3,0,0,5,151
POA3463,6,3,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,7,4,264,19,21,9,0,6,0,5,0,15,334
POA3464,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,52,3,6,0,3,3,0,0,0,9,80
POA3465,48,8,16,15,20,6,0,12,239,3,0,0,0,0,0,0,0,0,0,5,657,52,63,17,19,20,23,13,0,47,904
POA3467,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,82,6,3,3,0,5,0,0,0,7,109
POA3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,34
POA3469,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,22
POA3472,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,154,10,8,0,0,5,0,0,0,6,186
POA3475,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,34
POA3477,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,53,4,3,0,0,0,4,0,0,0,57
POA3478,7,8,0,6,7,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,126,12,12,8,6,6,7,0,0,14,181
POA3480,7,0,6,0,11,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,61,22,10,0,6,0,16,5,0,3,127
POA3482,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,9,0,0,17
POA3483,5,4,0,5,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,24,6,4,6,0,5,10,0,0,0,54
POA3485,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,17,4,4,0,0,0,0,0,0,8,35
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA3490,11,0,0,0,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,37,11,8,5,5,0,6,0,0,6,77
POA3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12
POA3494,11,3,3,9,22,0,21,0,94,0,0,0,0,0,0,0,0,0,0,0,28,16,15,7,4,11,30,4,30,0,139
POA3496,39,18,26,27,52,15,5,26,343,0,0,0,0,0,0,0,0,0,0,0,277,51,52,19,31,27,54,15,5,39,573
POA3498,64,28,14,23,23,9,7,20,334,0,0,0,0,0,0,0,0,0,0,0,261,47,80,32,15,30,28,9,8,27,536
POA3500,729,300,354,421,490,172,36,158,4325,8,4,0,8,0,0,0,0,0,15,30,2171,702,905,333,394,453,547,184,42,249,5977
POA3501,8,5,0,3,5,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,89,14,18,6,5,4,13,3,0,0,142
POA3505,26,9,7,10,7,0,0,12,117,0,0,0,0,0,0,0,0,0,0,0,203,17,34,9,3,12,8,5,0,13,309
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
POA3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6
POA3512,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,3,0,6,0,0,0,0,0,0,22
POA3515,22,3,5,7,4,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,73,25,37,8,5,7,4,0,0,4,166
POA3516,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,39
POA3517,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,77,11,9,0,0,6,0,0,0,9,109
POA3518,0,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,121,11,4,0,0,0,5,0,0,4,144
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
POA3521,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,54,0,3,0,0,0,0,0,0,3,63
POA3522,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,0,37
POA3523,14,0,0,0,0,0,0,3,108,0,0,0,0,0,0,0,0,0,0,4,395,31,27,0,0,0,0,3,0,21,483
POA3525,4,0,0,0,16,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,51,13,9,3,0,0,15,0,0,3,89
POA3527,5,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,35,3,3,0,3,0,4,0,0,0,51
POA3529,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,10
POA3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
POA3533,4,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,28,5,7,0,0,8,0,0,0,7,60
POA3537,10,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,33,11,12,3,0,0,0,0,3,3,71
POA3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,18
POA3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6
POA3544,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10
POA3546,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,3,0,0,0,0,24
POA3549,174,105,111,114,164,64,18,93,1285,0,0,0,0,0,0,0,0,0,10,13,372,157,188,106,115,121,175,61,18,110,1422
POA3550,589,238,206,299,219,97,18,51,2664,4,0,5,0,0,0,0,0,0,32,40,1897,744,752,270,240,344,258,122,37,146,4796
POA3551,302,79,83,51,53,23,5,19,1213,0,0,0,0,0,0,0,0,0,5,0,1323,604,423,108,122,68,68,23,10,70,2821
POA3555,322,73,75,85,95,34,5,18,1253,0,0,0,0,0,0,0,0,0,9,9,898,428,386,101,88,90,113,39,8,66,2219
POA3556,198,41,37,64,36,12,4,13,692,0,0,0,0,0,0,0,0,0,0,0,469,276,215,42,43,70,42,14,5,36,1209
POA3557,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23,8,7,0,0,0,0,0,0,0,42
POA3558,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,31,3,3,0,4,3,6,0,0,4,51
POA3559,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,0,4,38
POA3561,9,6,8,7,10,5,0,8,66,0,0,0,0,0,0,0,0,0,0,0,139,23,23,7,8,9,15,4,0,14,233
POA3562,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,18
POA3563,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,32,5,3,0,0,0,0,0,0,7,50
POA3564,127,37,44,55,78,22,3,22,557,3,0,0,0,0,0,0,0,0,0,3,687,162,193,51,46,69,83,33,6,63,1399
POA3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
POA3566,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,0,0,0,28
POA3567,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,3,0,5,0,0,0,0,0,0,22
POA3568,10,9,7,5,8,0,0,6,57,0,0,0,0,0,0,0,0,0,0,0,90,12,13,11,7,8,8,0,0,4,156
POA3570,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,25,7,5,0,0,0,0,0,0,3,47
POA3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12
POA3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4
POA3573,0,0,0,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,14,4,5,0,0,0,4,0,3,0,30
POA3575,32,0,5,3,6,0,6,0,78,0,0,0,0,0,0,0,0,0,0,0,44,22,36,0,6,5,8,0,6,0,130
POA3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA3579,18,8,3,6,11,6,0,0,110,0,0,0,0,0,0,0,0,0,0,0,201,31,31,8,9,6,15,6,0,16,321
POA3580,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,4,0,0,0,58
POA3581,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,19
POA3583,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,23
POA3584,10,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,48,7,7,0,0,3,4,0,0,8,73
POA3585,239,58,142,171,120,20,21,38,1116,4,0,0,0,0,0,0,0,0,5,8,392,197,287,61,141,175,129,26,21,54,1481
POA3586,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,16,3,5,0,0,0,5,0,0,0,33
POA3588,0,0,0,0,5,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,5,0,0,7,30
POA3589,3,0,4,28,15,0,0,4,63,0,0,0,0,0,0,0,0,0,0,0,15,4,3,0,10,26,17,0,0,9,75
POA3590,7,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,4,0,0,0,26
POA3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
POA3594,6,3,7,20,16,8,0,0,79,0,0,0,0,0,0,0,0,0,0,0,28,12,6,3,7,19,22,8,0,0,105
POA3595,8,0,0,0,6,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,22,4,10,0,4,0,6,0,0,8,59
POA3596,0,0,0,4,4,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,0,0,3,21
POA3597,12,12,4,3,20,0,18,31,119,0,0,0,0,0,0,0,0,0,0,0,18,6,9,12,9,3,26,0,17,31,135
