POA_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
POA2042,1784,2168,5007,3145,2441,1752,970,390,137,17783,0,9,9,4,0,0,5,0,0,24,18,55,105,54,30,23,20,0,6,312,0,0,10,0,0,0,0,0,0,13,0,0,3,3,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,18,62,116,55,37,26,29,0,6,352,18,72,121,60,36,29,35,3,6,380,4,12,22,7,7,9,9,0,0,63,1805,2253,5146,3211,2482,1785,1010,388,137,18223
POA2043,1020,637,2987,2168,1193,766,338,138,35,9283,0,0,3,0,0,0,0,0,0,5,9,28,41,22,18,9,5,4,0,138,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,46,24,13,10,7,4,0,150,10,32,47,24,13,10,10,4,4,161,0,3,14,3,3,5,0,4,0,30,1031,673,3049,2195,1213,781,349,137,35,9468
POA2044,1226,700,1788,1610,1048,731,551,253,103,8004,0,0,0,0,0,0,0,4,0,8,12,19,29,31,27,11,12,0,0,145,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,32,31,30,17,12,0,0,155,12,16,35,31,30,17,10,7,0,159,0,4,4,0,3,0,5,0,0,20,1239,719,1827,1646,1082,747,566,255,103,8175
POA2045,1043,820,489,633,1023,912,686,436,275,6311,0,0,0,4,0,0,0,0,0,6,8,14,14,16,14,8,7,3,4,92,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,24,19,17,13,16,12,3,3,119,17,24,23,18,13,16,12,3,3,123,0,0,3,0,4,0,3,0,0,8,1055,839,513,654,1038,926,700,438,278,6440
POA2046,4642,2409,3065,4063,4017,3317,2661,1616,806,26596,0,0,0,0,0,4,7,30,49,96,54,42,68,51,37,49,35,31,14,375,0,0,3,0,0,6,4,0,0,12,0,0,0,0,0,4,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,54,44,69,53,37,56,52,27,14,408,52,44,69,56,43,57,60,58,56,503,3,7,4,5,7,11,3,3,0,45,4700,2461,3142,4125,4063,3387,2725,1677,864,27142
POA2047,1818,1036,1649,1735,1654,1448,1141,738,383,11604,3,0,0,5,0,0,0,0,0,12,27,23,33,27,31,27,11,11,12,196,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,26,36,25,31,29,12,12,12,207,27,26,34,30,32,28,12,12,13,222,0,0,3,0,0,0,4,0,0,16,1855,1066,1685,1762,1691,1479,1162,748,398,11844
POA2048,975,854,1561,1185,1131,715,457,306,126,7307,0,0,3,0,0,4,4,0,3,14,9,20,36,28,10,19,8,7,3,137,0,0,0,0,0,0,6,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,42,28,13,22,8,7,3,152,9,19,44,28,17,26,13,7,5,165,0,5,5,3,0,0,0,0,0,13,982,879,1610,1212,1149,739,471,312,127,7483
POA2049,1537,1339,2796,2021,1596,1143,785,422,182,11822,0,0,3,0,0,3,0,0,0,6,18,42,76,36,30,26,21,8,10,261,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,44,83,36,32,24,25,8,9,286,19,44,82,36,32,31,30,14,9,292,4,4,8,5,6,0,3,0,0,30,1559,1387,2891,2061,1629,1177,821,433,192,12146
POA2050,709,1496,2502,1629,1080,721,409,165,47,8761,0,10,0,0,0,0,0,0,0,10,45,180,119,89,84,111,141,107,112,993,0,0,5,3,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,8,0,9,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,42,196,126,92,87,117,143,113,112,1038,42,204,126,90,86,117,143,114,112,1049,3,17,3,5,8,5,0,0,0,39,755,1714,2634,1733,1177,839,555,286,157,9848
POA2060,1508,1216,3476,2599,1690,1509,1264,852,256,14370,3,0,0,0,0,0,4,0,0,13,17,49,72,43,48,51,31,13,7,338,0,0,0,8,3,4,3,0,0,17,4,0,8,9,5,7,0,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,7,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,22,57,84,67,62,67,38,14,7,407,23,57,84,63,61,67,43,14,10,422,9,9,13,16,13,5,10,4,0,74,1544,1274,3564,2680,1764,1579,1319,872,268,14865
POA2061,369,351,1310,910,682,801,696,490,145,5757,0,0,0,0,5,0,0,0,0,11,12,14,30,24,21,27,14,9,0,153,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,20,35,22,23,29,21,11,0,168,12,25,40,20,27,31,21,8,0,182,0,5,3,7,5,0,13,4,0,38,382,381,1353,936,715,831,730,503,144,5977
POA2062,1269,488,1002,1200,1038,727,626,351,80,6781,0,0,0,0,0,0,3,0,0,0,13,17,13,18,12,12,8,4,0,84,4,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,13,18,18,11,7,4,0,97,14,16,13,18,18,11,11,4,0,104,0,0,0,0,0,0,4,0,0,7,1281,507,1012,1217,1059,741,636,354,81,6889
POA2063,1291,777,348,739,1006,816,628,401,266,6280,0,0,0,0,0,0,0,0,0,10,10,16,18,14,7,6,12,5,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,18,18,14,9,8,19,8,8,114,14,18,18,12,13,10,22,8,8,121,0,0,0,5,6,5,0,0,0,16,1310,797,367,756,1026,831,654,415,273,6415
POA2064,1820,841,1422,1878,1201,834,661,329,149,9134,0,0,0,0,0,0,0,0,0,3,21,12,26,20,17,13,15,7,0,121,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,16,28,15,17,9,20,6,0,134,22,18,28,17,13,9,20,9,0,137,3,4,3,5,0,3,8,3,0,27,1843,863,1446,1904,1218,847,687,341,150,9301
POA2065,4465,2478,6666,6079,3943,2938,2407,1240,430,30634,3,0,3,4,6,0,0,0,3,14,148,149,235,241,149,228,244,216,168,1779,0,0,12,0,0,0,3,0,0,22,5,7,0,0,0,9,8,6,0,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,151,163,251,249,155,240,264,226,168,1868,155,163,256,249,160,240,264,223,169,1881,11,0,23,29,15,15,26,10,0,128,4636,2642,6943,6349,4114,3191,2699,1471,602,32644
POA2066,6302,3226,4902,5843,4448,3297,2545,1497,652,32705,0,0,0,0,3,0,0,3,0,15,74,72,87,76,39,51,29,24,41,495,0,5,0,0,0,0,4,0,0,12,5,0,3,0,0,5,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,82,81,98,79,38,60,41,25,39,550,82,81,98,82,44,60,43,34,40,562,0,8,7,3,15,22,16,6,0,82,6387,3318,5004,5930,4499,3371,2600,1537,694,33350
POA2067,4510,2887,4243,4790,3460,2520,2174,1205,641,26428,0,0,0,0,4,0,0,0,0,7,59,78,102,77,60,73,59,21,32,561,0,0,10,6,3,3,0,0,0,26,0,5,0,6,6,3,3,4,0,19,0,0,0,0,0,7,0,0,0,7,0,0,0,0,9,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,65,81,113,86,75,90,66,23,32,631,65,84,109,90,82,86,66,23,30,638,20,24,31,33,38,50,33,3,0,240,4592,2991,4387,4909,3576,2668,2277,1230,671,27301
POA2068,3545,1972,1231,2399,2801,2084,1476,860,443,16818,0,0,0,0,0,0,5,0,3,17,43,36,38,41,18,24,26,16,7,251,0,0,3,0,0,0,3,3,0,8,0,0,0,0,5,5,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,49,45,39,41,23,33,34,19,7,285,49,51,44,41,29,29,32,19,7,302,6,5,3,9,10,4,6,3,0,45,3598,2023,1279,2450,2838,2123,1517,885,451,17160
POA2069,2856,1864,1146,1884,2172,1722,1361,818,368,14195,5,0,0,0,5,0,0,0,0,11,28,32,40,38,16,22,17,6,9,204,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,28,36,43,37,23,22,16,8,10,231,30,44,48,39,21,22,19,8,10,240,4,5,7,3,11,13,12,0,0,54,2894,1913,1198,1926,2212,1754,1389,833,379,14491
POA2070,2930,1792,1180,2024,2136,1669,1299,840,403,14269,0,0,0,0,0,0,0,0,0,3,15,24,20,25,17,26,24,9,11,166,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,21,21,30,17,24,27,12,13,191,17,21,21,30,17,24,33,16,13,192,10,3,3,5,7,13,9,6,0,56,2961,1822,1203,2054,2163,1711,1340,862,410,14521
POA2071,2421,1866,1075,1647,2050,1670,1231,800,417,13175,0,0,0,0,0,0,0,0,0,8,21,50,45,22,24,24,5,11,10,202,0,4,0,3,0,0,0,0,0,10,6,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,49,42,30,24,24,9,12,10,227,27,49,42,30,22,24,9,13,15,232,6,9,4,8,13,17,8,0,0,68,2455,1925,1125,1678,2082,1710,1250,819,430,13481
POA2072,1476,1158,1025,1270,1300,1013,742,415,179,8574,0,0,0,0,0,0,0,0,0,0,16,42,29,15,14,15,3,9,4,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,19,43,30,20,15,15,10,9,4,167,19,43,30,23,15,15,10,9,4,174,6,4,4,0,11,7,0,0,0,31,1498,1207,1062,1293,1323,1036,757,423,182,8778
POA2073,3453,2240,1258,2306,2614,2189,1527,824,349,16744,0,0,0,0,0,0,3,0,0,7,23,64,41,21,23,26,28,16,5,250,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,24,71,44,22,29,26,34,16,5,272,24,67,44,22,28,26,38,16,5,276,0,6,7,0,3,14,7,0,0,37,3476,2309,1311,2333,2645,2226,1570,839,352,17062
POA2074,4237,2834,1477,2887,3400,2790,2159,1868,1112,22759,0,0,0,0,0,0,3,0,4,10,47,43,49,24,25,24,39,39,52,344,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,47,48,51,28,24,33,45,40,52,384,47,48,51,28,30,33,47,45,57,394,0,7,4,4,9,18,15,8,0,58,4287,2888,1530,2919,3435,2840,2224,1919,1171,23212
POA2075,4501,2361,1232,2932,3182,2560,2098,1651,722,21238,0,0,0,0,0,0,0,0,5,8,43,47,47,41,17,26,23,15,7,263,0,0,0,0,0,0,4,5,0,7,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,54,47,41,23,27,37,25,8,290,41,55,53,41,25,27,37,25,12,297,3,11,4,7,10,13,22,9,0,64,4546,2422,1283,2981,3216,2604,2152,1674,732,21606
POA2076,4728,3113,1626,3230,3765,2944,2281,1799,1131,24609,0,0,0,0,0,0,6,9,4,14,81,83,102,69,61,85,80,92,98,747,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,85,97,103,72,61,95,88,93,99,785,85,97,103,72,61,95,87,97,104,799,4,12,8,9,10,14,26,7,0,85,4813,3214,1735,3305,3839,3052,2394,1915,1238,25501
POA2077,8159,4238,5944,8014,5496,4227,3386,1746,722,41936,0,3,0,3,0,6,3,0,3,27,80,84,109,90,67,93,74,66,80,745,4,0,5,3,0,0,4,0,0,24,4,0,0,0,4,6,6,0,0,11,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,88,87,129,96,73,102,80,72,82,806,88,90,128,99,78,101,86,75,82,830,3,5,14,19,8,30,51,18,0,150,8247,4334,6087,8136,5575,4366,3524,1841,808,42914
POA2079,1533,919,811,1137,1182,1065,611,325,86,7672,0,0,0,0,0,0,0,0,0,3,13,19,18,10,5,9,10,8,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,18,14,5,9,8,8,3,100,13,22,19,13,5,7,8,8,3,98,0,0,3,4,0,6,7,8,0,33,1549,943,832,1155,1188,1078,627,336,95,7803
POA2080,360,201,136,232,274,236,161,89,21,1709,0,0,0,0,0,0,0,0,0,0,9,0,0,3,5,4,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,5,4,0,0,3,25,9,0,0,3,5,4,0,0,3,25,0,0,0,0,0,0,0,0,0,0,371,203,133,236,282,240,161,93,23,1737
POA2081,1112,713,377,681,875,744,440,280,53,5282,0,0,3,0,0,0,0,0,0,0,9,11,9,4,3,5,10,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,9,4,3,7,9,0,0,59,9,11,16,4,3,7,9,3,0,60,0,0,3,0,0,0,0,0,0,3,1120,722,392,689,876,758,446,281,53,5343
POA2082,1137,641,317,756,913,628,564,283,66,5301,0,0,0,3,0,0,0,0,0,9,12,22,7,8,11,3,11,6,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,8,7,11,9,11,6,0,83,6,21,9,5,13,9,13,8,3,96,0,0,0,0,0,0,0,0,0,0,1148,659,330,759,923,639,575,290,71,5399
POA2083,206,136,137,173,247,331,222,118,18,1584,0,0,0,0,0,0,0,5,0,3,3,8,7,6,6,13,10,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,7,9,6,13,13,3,0,69,3,13,7,9,9,13,13,4,0,72,0,0,0,0,0,0,0,0,0,0,210,149,139,180,254,341,236,128,21,1660
POA2084,650,452,230,356,589,514,413,297,137,3645,0,0,0,0,0,0,0,0,0,0,11,11,19,19,12,16,4,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,19,19,12,15,4,4,0,97,11,13,19,15,12,15,4,4,0,99,0,0,3,0,0,0,5,0,0,6,665,468,248,376,606,530,417,298,141,3752
POA2085,2120,1411,564,1240,1857,1236,1195,1128,471,11215,0,0,0,0,0,0,0,0,3,6,13,18,19,13,15,20,15,10,13,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,18,19,17,15,27,15,10,13,135,13,18,16,18,15,27,12,11,13,145,0,0,4,0,0,3,4,0,0,11,2139,1425,587,1261,1869,1261,1209,1133,486,11376
