POA_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
POA7170,43,1950,1011,400,2539,0.8,2318,2.8
POA7171,39,1427,770,370,1806,0.8,1524,2.4
POA7172,41,1517,693,350,1702,0.8,1360,2.4
POA7173,43,1300,733,330,1706,0.8,1385,2.4
POA7174,40,1159,579,225,1233,1,1162,2.6
POA7175,51,1343,743,260,1949,0.8,1325,2.2
POA7176,40,1300,612,0,1649,1,1593,2.9
POA7177,47,1083,622,330,1602,0.9,1281,2.4
POA7178,56,1083,491,295,1215,0.7,766,2
POA7179,57,1456,562,273,1100,0.8,953,2
POA7180,61,1148,405,210,919,0.8,767,2
POA7182,56,949,587,200,1187,0.7,941,1.9
POA7183,57,1066,420,295,850,0.6,687,2
POA7184,55,997,493,250,1234,0.8,795,2
POA7185,59,1500,725,250,1562,0.7,1275,1.9
POA7186,57,1300,563,320,1339,0.8,1125,2.1
POA7187,59,1192,511,115,1100,0.8,1010,1.8
POA7190,58,1083,559,245,1260,0.8,997,2.1
POA7209,57,867,551,210,1196,0.7,907,2
POA7210,50,867,533,220,1190,0.7,852,2.1
POA7211,48,813,653,200,1458,0.8,1192,2.3
POA7212,49,1300,659,273,1635,0.7,1329,2.3
POA7213,48,650,497,190,1160,0.8,827,2.1
POA7214,53,691,463,173,1105,0.8,778,2.1
POA7215,51,1083,593,250,1226,0.8,967,2.1
POA7216,57,1083,496,245,1139,0.7,876,2
POA7248,33,1100,583,260,1364,0.9,1118,2.4
POA7249,37,1300,734,300,1769,0.8,1346,2.3
POA7250,41,1300,744,285,1861,0.8,1399,2.3
POA7252,49,1430,701,295,1885,0.8,1609,2.5
POA7253,47,953,489,220,1180,0.7,916,2.2
POA7254,47,1300,581,250,1460,0.8,1283,2.4
POA7255,57,884,738,145,1616,0.7,1136,2
POA7256,45,1083,856,198,1719,0.7,1338,2.1
POA7257,51,0,443,85,1042,0.8,737,2
POA7258,48,1933,1015,250,2660,0.7,2356,2.7
POA7259,46,1300,682,225,1653,0.9,1421,2.5
POA7260,48,1083,561,210,1356,0.8,1041,2.3
POA7261,53,650,464,250,1034,0.7,880,2.2
POA7262,48,1300,731,260,1677,0.7,1229,2.2
POA7263,48,867,527,205,1281,0.8,991,2.3
POA7264,54,758,479,201,1105,0.8,809,2.1
POA7265,47,492,487,220,1031,0.7,933,2.1
POA7267,46,1399,697,240,1815,0.8,1662,2.6
POA7268,47,1270,683,255,1721,0.8,1392,2.5
POA7270,55,1083,508,250,1230,0.8,961,2.2
POA7275,50,1300,607,295,1520,0.8,1305,2.4
POA7276,44,1217,708,235,1738,0.8,1380,2.3
POA7277,44,1517,752,350,1954,0.8,1642,2.6
POA7290,38,1356,763,260,1888,0.8,1478,2.5
POA7291,38,1517,783,278,2071,0.8,1694,2.6
POA7292,43,1275,844,225,1914,0.8,1757,2.7
POA7300,40,1365,758,280,1827,0.8,1501,2.5
POA7301,46,1300,671,260,1547,0.8,1223,2.3
POA7302,39,1213,702,220,1602,0.8,1253,2.5
POA7303,48,1222,599,250,1423,0.8,1148,2.3
POA7304,49,1170,558,240,1416,0.8,1070,2.3
POA7305,44,1003,554,250,1382,0.8,1114,2.5
POA7306,49,1300,632,200,1464,0.8,1191,2.3
POA7307,48,1315,641,260,1523,0.8,1238,2.3
POA7310,43,1213,634,250,1515,0.8,1188,2.3
POA7315,48,1219,610,245,1479,0.8,1131,2.3
POA7316,46,1300,674,260,1742,0.8,1355,2.4
POA7320,39,1086,648,240,1558,0.8,1188,2.3
POA7321,45,1209,678,235,1666,0.8,1353,2.4
POA7322,47,1192,602,240,1463,0.8,1100,2.2
POA7325,47,1226,604,230,1552,0.8,1149,2.3
POA7330,40,1083,694,220,1626,0.8,1295,2.4
POA7331,53,1300,771,245,1762,0.7,1391,2.1
POA7466,59,417,408,46,900,0.9,875,2.2
POA7467,47,574,537,150,1371,0.7,879,2
POA7468,41,1082,759,190,1908,0.7,1342,2
POA7469,48,606,661,165,1233,0.7,1005,2
POA7470,48,571,625,130,1285,0.7,1238,1.9
POA0800,39,1777,1272,450,2403,1,2158,2
POA0810,35,2052,1025,345,2455,0.9,2170,2.7
POA0812,37,1993,938,350,2299,0.9,2008,2.8
POA0820,36,2019,1235,400,2732,0.9,2268,2.4
POA0822,32,1950,342,85,833,1.4,1423,3.8
POA0828,40,2600,855,355,2468,1.1,2027,2.9
POA0829,34,1716,1287,308,1958,1.3,1484,2
POA0830,33,1950,1031,370,2328,0.9,2005,2.7
POA0832,30,2167,1183,420,2579,0.9,2343,2.9
POA0834,48,2500,1053,460,3005,0.9,2343,2.9
POA0835,38,2383,1113,400,2774,0.9,2356,2.9
POA0836,39,2300,1110,400,2840,1,2549,3
POA0837,53,2229,636,263,1774,1,1325,2.5
POA0838,41,2069,974,350,2447,1,2024,2.8
POA0839,43,1573,839,320,1713,1,1451,1.9
POA0840,60,1248,544,250,1015,1,1073,1.9
POA0841,49,1891,773,300,2200,0.9,1512,2.4
POA0845,50,1517,683,180,1337,0.8,1083,2
POA0846,57,1341,683,200,1281,1,1083,2.2
POA0847,48,1083,610,138,1375,1,1187,2.5
POA0850,38,1602,972,330,2284,1,1849,2.7
POA0852,35,1465,458,88,756,1.6,1404,4
POA0853,29,3354,1495,260,2929,0.9,2837,3.1
POA0854,34,1117,422,33,1017,1.4,1352,3.5
POA0860,36,1127,720,189,1433,1,1653,2.7
POA0862,40,1200,785,185,866,1.1,1301,3.1
POA0870,35,1733,1129,390,2507,0.9,2117,2.6
POA0872,33,910,392,80,781,1.4,1324,3.6
POA0873,48,2257,787,280,2188,1,1640,2.6
POA0874,36,2167,1439,345,3374,0.9,2115,2.2
POA0875,33,1733,1025,328,2276,0.9,2022,2.7
POA0880,33,1595,904,95,2425,1.1,2370,3.3
POA0885,35,1083,1821,80,3718,1,3275,2.8
POA0886,45,50,1230,90,2329,1,2007,2.3
POA2600,44,2819,1633,541,4035,0.8,3014,2.2
POA2601,23,1950,543,550,2895,1.1,2244,1.7
POA2602,35,2167,1244,438,3124,0.9,2330,2.4
POA2603,40,2500,1587,490,4094,0.9,2989,2.3
POA2604,37,2140,1588,500,3395,0.9,2440,2
POA2605,42,2650,1301,490,3631,0.8,2871,2.6
POA2606,34,1800,1257,430,2684,1,2150,2.2
POA2607,41,2383,1218,440,3109,0.8,2414,2.5
POA2609,46,2600,848,330,1850,0.9,1136,1.9
POA2611,36,2167,1298,450,3069,0.8,2480,2.6
POA2612,30,1986,1423,490,3320,1,2369,2
POA2614,39,2102,1156,420,2843,0.8,2246,2.5
POA2615,36,2000,1101,420,2620,0.8,2258,2.7
POA2617,32,1950,1065,441,2534,0.9,2174,2.4
POA2618,44,2899,1105,446,3125,0.8,2864,3
POA2900,36,1625,1197,450,2343,0.9,1860,1.9
POA2902,40,2000,1067,400,2630,0.7,2203,2.6
POA2903,39,2100,1126,400,2710,0.8,2310,2.6
POA2904,41,2167,1206,462,2994,0.7,2570,2.7
POA2905,37,2000,1122,430,2639,0.8,2309,2.7
POA2906,36,2000,1167,413,2785,0.8,2408,2.7
POA2911,34,2400,1386,460,3235,0.9,2794,2.8
POA2912,31,1800,1042,450,2395,1,2204,2.6
POA2913,34,2000,1178,460,2737,0.8,2426,2.8
POA2914,31,2167,1238,480,2998,0.9,2835,3.1
POA2899,51,1300,750,250,1630,0.8,1197,2.1
POA6798,39,1300,1322,150,2659,1,2073,2.5
POA6799,45,1528,829,231,1678,1.1,2449,3.8
POA9797,45,1733,2397,0,2249,0.8,2041,1.9
