POA_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
POA3662,3,0,0,3,16,0,0,19,0,6,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,20,5,277,674,71,0,1024
POA3663,0,6,0,10,28,0,0,36,0,0,0,0,24,4,0,28,0,7,0,7,12,0,0,15,0,0,0,0,0,0,0,0,18,18,3,34,96,19,0,149
POA3664,0,22,0,22,141,10,0,170,3,21,0,26,135,3,0,168,0,7,0,7,74,3,0,90,0,0,0,0,22,0,0,27,164,77,3,246,652,36,0,938
POA3665,5,8,0,9,51,5,0,66,0,20,0,20,51,8,0,76,0,3,0,3,25,0,0,31,0,0,0,0,3,0,0,5,45,37,3,81,215,38,0,335
POA3666,10,79,0,93,654,91,0,840,5,102,0,106,755,93,0,945,0,23,0,22,428,41,0,493,0,0,0,0,199,21,0,227,592,287,24,901,3093,421,3,4415
POA3669,14,35,0,51,201,28,0,277,0,32,0,29,235,31,0,296,0,7,0,7,134,11,0,149,0,0,0,0,60,8,0,62,155,88,9,245,868,153,0,1269
POA3670,3,16,0,22,98,5,0,126,0,6,0,13,86,14,0,112,0,0,0,0,25,0,0,25,0,0,0,0,3,0,0,6,64,34,3,103,375,35,0,513
POA3672,42,171,3,218,1262,122,0,1601,6,158,0,167,1343,101,0,1611,4,21,0,30,980,116,0,1119,0,0,0,0,431,74,0,512,1148,542,65,1755,6631,834,9,9225
POA3673,10,41,0,51,300,33,0,384,3,55,0,59,241,31,0,327,0,9,0,9,101,15,0,121,0,0,0,0,18,0,0,20,227,135,0,365,1058,132,0,1553
POA3675,20,37,0,59,248,19,0,326,3,30,0,37,233,22,0,285,0,0,0,0,93,10,0,103,0,0,0,0,21,7,0,25,314,109,8,434,1010,130,0,1579
POA3677,67,350,0,427,1794,120,0,2341,20,338,0,352,1737,123,0,2205,7,56,0,62,1426,156,0,1644,0,6,0,9,671,126,0,808,2791,1157,99,4049,10759,1019,12,15831
POA3678,35,162,0,197,815,56,0,1068,16,134,5,148,729,53,0,927,6,18,0,20,376,32,0,427,0,0,0,0,85,7,0,90,1023,405,35,1468,3492,338,3,5296
POA3682,10,10,0,17,75,3,0,98,0,8,0,12,69,0,0,77,0,0,0,0,25,0,0,27,0,0,0,0,6,0,0,3,109,33,0,137,326,37,0,501
POA3683,4,43,0,45,246,11,0,303,0,23,0,23,224,15,0,266,0,7,0,6,130,19,0,153,0,0,0,0,22,3,0,24,228,100,3,337,1043,114,0,1490
POA3685,15,49,0,58,359,29,0,445,0,54,0,56,354,23,0,435,0,12,0,11,210,16,0,235,0,0,0,0,86,14,0,94,415,170,15,597,1661,143,4,2407
POA3687,9,20,0,19,111,3,0,141,0,23,0,23,139,4,0,167,0,3,0,3,67,8,0,79,0,0,0,0,22,4,0,23,154,61,3,224,598,50,0,871
POA3688,0,31,0,31,169,13,0,216,0,22,0,22,97,20,0,140,0,4,0,4,50,5,0,55,0,0,0,0,9,3,0,10,211,88,5,304,655,84,0,1046
POA3690,173,611,8,790,3247,171,11,4230,36,486,0,526,2945,181,7,3658,10,83,0,92,1720,133,0,1948,0,7,0,7,586,58,0,650,5626,1948,259,7834,18563,1569,33,28008
POA3691,70,206,9,287,1102,68,0,1458,7,172,0,182,892,56,0,1137,0,22,4,25,460,44,0,522,0,0,0,0,186,33,0,222,2510,613,105,3223,6024,475,5,9730
POA3695,3,12,0,16,61,4,0,83,0,16,0,16,65,0,0,82,0,0,0,0,17,3,0,24,0,0,0,0,7,0,0,3,68,45,4,115,264,21,0,403
POA3697,4,9,0,10,94,11,0,118,0,7,0,8,81,0,0,98,0,0,0,0,32,3,0,34,0,0,0,0,10,0,0,14,80,35,6,121,326,28,0,480
POA3698,9,9,0,23,124,8,0,150,0,14,0,14,155,9,0,185,0,0,0,0,78,8,0,91,0,0,0,0,19,6,0,26,154,39,8,197,625,59,0,882
POA3699,6,11,0,22,206,28,0,260,0,31,0,36,182,24,0,237,0,7,0,6,73,6,0,87,0,0,0,0,30,0,0,34,273,78,13,361,1404,265,28,2067
POA3700,7,36,0,43,159,7,0,213,0,30,0,34,150,8,0,184,0,4,0,4,95,11,0,113,0,0,0,0,60,25,0,86,196,86,4,287,782,90,6,1164
POA3701,0,28,0,31,164,14,0,210,6,30,0,37,148,21,0,201,0,6,0,6,71,12,0,83,0,0,0,0,14,0,0,19,124,71,3,199,599,89,0,894
POA3704,0,6,0,6,4,0,0,6,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,12,3,0,20
POA3705,0,3,0,3,41,8,0,52,6,5,0,9,31,4,0,46,0,0,0,0,9,10,0,16,0,0,0,0,4,0,0,3,23,16,0,42,129,53,0,228
POA3707,8,32,0,37,243,16,0,295,0,26,0,26,218,19,0,262,0,11,0,11,159,16,0,184,0,0,0,0,70,15,0,83,235,100,7,340,1020,139,0,1498
POA3708,3,0,0,3,9,0,0,15,0,0,0,0,8,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,11,0,0,8,41,0,0,54
POA3709,0,0,0,7,54,3,0,62,0,4,0,4,65,14,0,84,0,0,0,0,23,9,0,27,0,0,0,0,5,0,0,4,23,11,0,33,192,38,0,272
POA3711,0,11,0,11,95,12,0,107,0,10,0,10,96,15,0,112,0,0,0,0,35,0,0,38,0,0,0,0,11,3,0,16,77,21,0,97,367,45,0,511
POA3712,5,6,0,3,60,8,0,71,0,4,0,4,65,5,0,69,0,0,0,0,28,0,0,34,0,0,0,0,7,0,0,7,42,13,0,56,228,32,0,313
POA3713,4,18,0,20,162,17,0,201,0,12,0,17,158,20,0,199,0,7,0,7,97,10,0,117,0,0,0,0,39,10,0,51,77,53,7,137,725,96,0,957
POA3714,28,53,0,78,483,24,0,589,7,72,0,76,541,26,0,643,0,11,0,13,337,29,0,376,0,0,0,0,113,6,0,124,511,195,23,724,2295,183,4,3208
POA3715,0,6,0,3,58,11,0,69,0,5,0,5,60,6,0,81,0,3,0,3,21,4,0,27,0,0,0,0,0,0,0,4,47,17,0,69,214,39,0,324
POA3717,19,61,0,82,493,53,0,629,3,71,0,70,442,54,0,571,0,15,0,15,294,30,0,336,0,0,0,0,79,4,0,92,436,179,18,637,2071,312,0,3011
POA3718,0,0,0,6,10,0,0,19,0,5,0,5,13,9,0,24,0,0,0,0,7,0,0,13,0,0,0,0,3,0,0,3,6,8,0,16,53,9,0,77
POA3719,7,4,0,7,67,6,0,84,0,3,0,3,73,8,0,83,0,0,0,0,34,3,0,41,0,0,0,0,8,0,0,8,43,15,0,58,281,32,0,373
POA3720,9,12,0,18,109,3,0,135,0,17,0,14,118,8,0,145,0,3,0,3,37,3,0,44,0,0,0,0,5,0,0,5,78,41,3,118,452,37,0,603
POA3722,33,101,0,140,690,36,0,868,3,106,0,116,638,28,0,784,4,21,0,25,404,32,0,460,0,3,0,3,159,13,0,179,904,325,42,1269,3111,255,7,4642
POA3723,39,56,4,100,542,137,3,782,4,58,0,66,515,93,0,670,0,10,0,10,193,28,0,230,0,0,0,4,44,4,0,47,588,178,29,800,2695,863,39,4391
POA3725,3,15,0,14,87,6,0,106,0,19,0,19,89,11,0,121,0,0,0,0,25,0,0,25,0,0,0,0,6,4,0,8,91,38,3,125,335,51,0,511
POA3726,6,6,0,9,51,7,0,69,0,6,0,10,57,6,0,76,0,0,0,0,30,10,0,38,0,0,0,0,7,0,0,7,42,16,5,65,241,41,0,342
POA3727,3,4,0,10,54,0,0,61,0,0,0,0,26,10,0,35,0,0,0,0,26,3,0,34,0,0,0,0,8,0,0,8,35,11,0,43,183,24,0,254
POA3728,5,21,0,23,108,10,0,137,0,12,0,10,81,5,0,96,0,0,0,0,39,5,0,47,0,0,0,0,5,0,0,5,100,47,6,154,365,40,0,555
POA3730,36,175,0,211,1058,50,0,1318,11,153,0,167,1284,86,0,1544,0,27,0,27,879,104,0,1007,0,3,0,3,326,71,0,402,1302,493,46,1841,5624,534,0,7993
POA3732,5,10,0,12,61,8,0,86,0,10,0,12,72,13,0,93,0,0,0,0,43,6,0,49,0,0,0,0,8,4,0,12,81,32,0,118,344,43,0,504
POA3733,4,7,0,11,28,5,0,41,0,8,0,8,32,7,0,41,0,0,0,0,19,4,0,21,0,0,0,0,5,0,0,5,37,12,0,51,126,18,0,195
POA3735,0,22,0,19,97,6,0,125,0,3,0,5,68,0,0,81,0,3,0,3,27,0,0,33,0,0,0,0,21,0,0,20,92,42,9,131,374,30,0,539
POA3737,19,85,0,108,581,32,3,719,0,86,0,85,494,37,0,618,0,10,0,10,333,36,0,382,0,0,0,0,176,15,0,190,571,241,20,838,2665,207,6,3709
POA3738,3,6,0,3,32,8,0,39,0,0,0,0,27,0,0,29,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,29,11,0,41,106,11,0,167
POA3739,0,5,0,5,40,9,0,58,0,0,0,0,34,0,0,31,0,0,0,0,14,0,0,11,0,0,0,0,0,0,0,4,32,10,0,41,129,30,0,202
POA3740,16,16,0,32,125,3,0,167,0,13,0,14,125,11,0,149,0,8,0,8,76,0,0,83,0,0,0,0,12,0,0,14,228,49,7,285,624,42,0,947
POA3741,33,64,0,97,490,78,0,665,8,47,0,45,439,55,0,543,0,11,0,12,247,38,0,303,0,0,0,0,68,23,0,92,564,169,28,762,2539,513,13,3831
POA3744,10,8,0,19,48,3,0,69,4,3,0,8,50,3,0,60,0,3,0,3,20,3,0,21,0,0,0,0,11,0,0,11,111,17,0,124,238,25,0,389
POA3746,4,3,0,8,53,4,0,66,0,6,0,6,52,0,0,57,0,3,0,3,31,0,0,35,0,0,0,0,6,0,0,6,56,20,0,70,226,23,0,320
POA3747,37,65,0,104,651,41,0,799,5,87,0,96,656,35,0,785,0,21,0,19,342,21,0,382,0,0,0,0,115,13,0,129,755,243,18,1017,2820,323,0,4168
POA3749,18,49,0,63,285,14,0,367,0,33,0,35,219,10,0,269,0,6,0,6,142,15,0,166,0,0,0,0,81,3,0,85,336,111,4,464,1115,87,4,1669
POA3750,78,165,0,243,945,66,17,1272,19,127,3,154,632,58,19,862,0,12,0,20,233,9,5,267,0,0,0,0,39,6,0,43,5966,612,74,6651,9745,862,54,17321
POA3751,0,3,0,7,17,6,0,22,0,5,0,5,26,9,0,33,0,0,0,0,12,4,0,13,0,0,0,0,8,0,0,3,23,11,0,31,81,15,0,129
POA3752,131,292,0,427,2014,57,4,2501,29,232,4,265,1174,64,14,1516,6,36,0,41,703,52,4,795,0,0,0,0,338,49,0,386,4895,905,88,5885,13081,727,29,19725
POA3753,22,69,0,90,242,22,3,356,0,46,0,46,157,7,0,213,0,0,0,5,52,11,0,64,0,0,0,0,12,0,0,11,1107,189,25,1326,1855,172,10,3363
POA3754,181,613,11,802,2683,108,21,3615,59,591,6,653,1924,80,24,2685,15,76,0,96,959,29,9,1088,0,0,0,4,162,3,0,173,12335,2084,296,14716,20605,1246,70,36632
POA3755,5,7,0,10,18,8,0,36,0,0,0,0,25,4,0,28,0,3,0,3,22,6,0,26,0,0,0,0,7,0,0,7,40,20,0,55,132,23,0,207
POA3756,79,222,3,303,1297,73,0,1671,12,164,0,174,795,31,0,1004,4,19,0,23,335,32,0,396,0,3,0,3,86,4,0,88,3286,689,97,4073,7216,630,8,11927
POA3757,42,158,5,197,896,96,0,1198,12,155,0,171,759,64,0,1000,0,19,0,18,432,52,0,504,0,0,0,3,202,36,0,240,1667,496,41,2205,5000,558,3,7771
POA3758,13,43,0,53,240,29,0,321,3,49,0,51,157,23,0,239,0,3,0,3,60,8,0,72,0,0,0,0,14,0,0,14,424,148,20,587,1018,157,0,1766
POA3759,9,24,0,31,144,6,0,184,6,25,0,29,83,16,0,128,0,7,0,7,41,0,0,48,0,0,0,0,10,0,0,10,158,70,0,228,605,42,0,875
POA3760,3,8,0,13,64,0,0,73,0,11,0,9,33,0,0,46,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,60,18,6,88,191,9,0,285
POA3761,17,24,0,39,130,14,0,189,5,25,0,30,111,6,0,157,0,8,0,8,53,4,0,59,0,0,0,0,9,0,0,9,187,72,6,265,649,73,0,982
POA3762,0,3,0,3,17,0,0,25,0,0,0,0,10,0,0,11,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,3,17,4,0,23,58,13,0,92
POA3763,11,35,0,40,193,20,0,251,0,20,3,22,135,12,0,170,0,3,0,3,50,3,0,56,0,0,0,0,5,0,0,9,258,84,11,350,900,112,0,1358
POA3764,59,161,6,230,968,86,3,1296,7,143,6,154,906,63,4,1127,0,21,0,23,631,54,0,715,0,3,0,3,236,22,0,265,1777,528,64,2371,5649,576,19,8616
POA3765,40,130,0,168,590,21,0,779,13,143,4,157,514,16,0,685,0,30,0,31,387,10,0,426,0,0,0,0,201,11,0,213,1298,425,52,1781,3512,164,0,5454
POA3766,9,13,0,24,133,0,0,156,3,19,0,20,107,4,0,129,4,7,0,11,51,0,0,61,0,0,0,0,4,0,0,3,266,53,15,329,632,28,0,990
POA3767,6,25,0,28,134,7,0,174,0,23,0,26,131,7,0,161,0,8,0,8,78,10,0,90,0,0,0,0,21,6,0,26,205,62,7,275,702,35,0,1010
POA3770,22,75,0,94,360,18,0,472,4,77,5,87,239,11,0,336,0,9,0,9,157,11,0,177,0,0,0,0,39,8,0,38,553,217,20,788,1724,137,0,2649
POA3775,34,75,0,106,443,31,0,579,3,84,0,87,381,34,0,503,0,17,0,17,220,22,0,258,0,0,0,0,60,5,0,65,702,247,29,982,2112,195,0,3292
POA3777,65,246,0,308,1238,94,0,1644,9,231,0,247,991,53,0,1294,3,36,0,42,689,61,0,787,0,0,0,0,289,23,0,317,1696,693,68,2457,6031,513,5,9010
POA3778,8,4,0,13,35,0,0,43,0,8,0,8,32,0,0,41,0,0,0,0,7,4,0,9,0,0,0,0,0,0,0,0,33,13,0,44,112,8,0,164
POA3779,5,3,0,12,84,5,0,94,0,10,0,10,89,9,0,106,0,3,0,4,46,8,0,56,0,0,0,0,11,0,0,13,55,22,0,78,330,44,0,450
POA3781,21,75,0,95,458,44,0,598,3,44,0,43,283,35,0,357,0,5,0,5,93,9,0,106,0,0,0,0,26,5,0,27,901,194,31,1126,2120,294,3,3541
POA3782,66,156,0,222,875,37,0,1135,9,172,0,188,682,24,0,885,0,32,0,30,343,28,0,396,0,0,0,0,104,16,0,123,1447,495,55,1994,4202,223,4,6424
POA3783,23,32,0,63,272,27,0,365,0,49,0,54,167,20,0,242,0,0,0,0,109,15,0,123,0,5,0,5,19,3,0,21,428,143,13,582,1206,206,0,1993
POA3785,0,0,0,0,3,0,0,8,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,12,0,0,11,31,0,0,52
POA3786,13,30,0,43,187,4,0,231,3,34,0,36,136,7,0,169,0,5,0,7,68,3,0,75,0,0,0,0,13,0,0,16,276,90,3,373,812,34,0,1220
POA3787,10,16,0,28,128,8,0,161,0,28,0,28,101,8,0,135,0,4,0,4,36,3,0,41,0,0,0,0,11,0,0,11,167,73,3,243,535,27,4,810
POA3788,17,36,0,52,195,13,0,261,0,52,0,54,180,8,0,242,0,10,0,10,64,6,0,80,0,0,0,0,11,0,0,11,340,124,6,464,886,71,0,1424
POA3789,0,9,0,13,36,0,0,45,3,7,0,10,26,0,0,34,0,0,0,0,22,0,0,20,0,0,0,0,3,0,0,3,50,26,4,82,149,7,0,238
POA3791,14,21,0,38,175,14,0,226,0,40,0,42,170,4,0,220,0,4,0,9,68,4,0,82,0,0,0,0,13,0,0,13,247,93,8,344,802,42,4,1187
POA3792,9,20,0,30,116,3,0,153,0,32,0,31,109,3,0,152,0,3,0,4,47,0,0,52,0,0,0,0,16,0,0,16,206,66,7,283,527,19,3,823
POA3793,12,82,3,100,309,16,4,426,6,79,0,83,301,10,0,397,0,12,0,12,152,9,0,171,0,0,0,0,56,3,0,60,647,254,31,933,1824,111,3,2883
POA3795,3,20,0,22,148,18,0,182,0,26,0,28,101,4,0,129,0,7,0,7,74,0,0,80,0,0,0,0,19,0,0,22,210,73,16,297,698,41,8,1047
POA3796,48,170,0,226,964,26,0,1210,5,194,5,204,682,14,0,905,0,28,0,38,393,13,0,444,0,0,0,0,77,3,0,83,1878,580,65,2525,5036,160,7,7731
POA3797,19,62,0,80,360,45,0,487,9,61,0,66,352,40,0,457,0,12,0,12,224,29,0,259,0,0,0,5,89,6,0,99,584,205,34,822,1945,267,0,3033
POA3799,38,107,0,146,743,64,0,953,8,82,0,95,544,76,0,712,0,16,0,16,261,40,0,316,0,0,0,0,101,14,0,120,848,307,47,1199,3193,519,4,4908
POA3802,174,381,16,571,2722,119,13,3425,45,384,0,437,2127,104,9,2680,13,61,0,78,948,49,6,1076,4,5,0,10,332,22,0,362,3822,1188,96,5104,13925,1001,43,20076
POA3803,65,123,3,194,1113,68,5,1373,23,106,0,130,815,39,3,989,9,29,0,34,473,42,0,548,0,0,0,0,261,29,0,289,1680,414,26,2118,6326,619,20,9085
POA3804,67,184,3,252,952,48,0,1257,7,152,0,162,581,55,0,798,0,26,0,33,317,40,0,391,0,0,0,0,138,46,0,185,1341,492,52,1881,4696,370,0,6948
POA3805,358,754,11,1119,5283,263,26,6694,66,507,8,589,2958,140,29,3715,10,86,0,97,1613,82,4,1790,0,7,0,7,522,30,4,565,10352,2423,255,13036,30938,2196,95,46266
POA3806,289,728,10,1030,4390,180,34,5637,57,712,7,777,2815,161,29,3787,6,120,0,133,2117,194,9,2448,0,0,0,7,901,108,4,1020,10111,2353,251,12713,26119,1750,111,40692
POA3807,62,136,0,196,724,30,3,947,0,108,0,111,420,28,0,558,0,15,0,15,270,21,0,309,0,0,0,4,69,14,0,83,1432,401,38,1866,4013,215,10,6099
POA3808,27,71,0,96,317,23,0,437,3,71,0,76,227,16,0,318,0,14,0,16,115,14,0,140,0,0,0,0,41,3,0,44,594,205,12,813,1484,140,0,2433
POA3809,85,182,0,265,1013,46,11,1344,19,233,0,258,756,32,18,1059,0,20,0,20,317,19,6,366,0,0,0,0,44,4,0,42,4493,764,100,5366,8730,602,46,14739
POA3810,235,652,11,902,3474,153,12,4547,56,520,8,582,2768,143,14,3516,14,82,0,90,1940,171,16,2220,0,3,0,3,665,120,0,793,11179,2447,393,14022,25727,2272,83,42102
POA3812,17,48,0,69,283,31,0,379,0,42,0,42,191,25,0,255,0,4,0,4,75,3,0,80,0,0,0,0,25,8,0,32,399,147,9,560,1294,173,0,2028
POA3813,6,18,0,26,123,14,0,169,0,19,0,19,55,9,0,84,0,6,0,6,36,0,0,44,0,0,0,0,12,5,0,15,129,51,10,194,537,71,0,793
POA3814,11,49,0,58,249,32,0,346,0,51,0,53,196,26,0,277,0,10,0,10,135,18,0,157,0,0,0,0,29,4,0,31,456,155,14,625,1245,174,0,2043
POA3815,20,84,0,99,348,20,0,473,6,57,0,58,261,16,0,338,0,8,0,8,195,20,0,224,0,0,0,0,73,12,0,86,635,222,25,887,1798,196,6,2886
POA3816,20,62,0,76,317,38,0,434,3,30,0,35,233,30,0,299,0,3,0,5,121,26,0,154,0,0,0,0,34,4,0,36,544,154,27,722,1514,242,0,2480
POA3818,65,351,3,420,1575,98,0,2090,19,271,0,291,1616,93,0,2001,7,44,0,49,1049,72,0,1166,0,0,0,0,376,33,0,403,2893,1018,134,4036,8839,680,12,13567
POA3820,95,336,8,439,1822,71,0,2332,14,327,0,346,1729,71,0,2148,4,59,0,62,1262,84,0,1410,0,0,0,0,515,49,0,573,3232,1084,135,4453,10807,796,30,16085
POA3821,23,77,0,93,385,29,0,514,3,57,0,65,300,28,0,389,0,3,0,3,132,12,0,144,0,0,0,0,22,5,0,26,475,197,14,690,1589,186,0,2462
POA3822,9,14,0,30,108,11,0,140,0,10,0,13,76,3,0,96,0,0,0,0,47,0,0,44,0,0,0,0,5,0,0,9,152,51,6,207,533,53,0,793
POA3823,15,51,0,67,254,15,0,337,3,41,0,48,258,13,0,310,0,6,0,6,128,7,0,133,0,0,0,0,36,3,0,45,324,145,9,473,1185,88,0,1746
POA3824,20,117,0,136,486,32,0,651,7,111,0,115,511,36,0,662,0,15,0,17,286,35,0,344,0,0,0,3,96,43,0,146,863,346,39,1255,2736,271,0,4266
POA3825,77,422,5,501,2251,194,3,2943,22,292,0,309,2220,173,0,2698,5,37,0,45,1321,124,0,1492,0,0,0,0,557,48,0,607,2687,1183,143,4016,12010,1299,47,17369
POA3831,9,47,0,59,232,25,0,315,0,38,0,43,240,29,0,307,0,4,0,4,126,16,0,146,0,0,0,0,44,14,0,52,273,123,12,415,1080,155,0,1646
POA3832,4,5,0,6,32,0,0,44,0,7,0,7,40,0,0,43,0,3,0,3,21,0,0,21,0,0,0,0,0,0,0,0,36,23,5,56,140,7,0,201
POA3833,0,4,0,4,60,13,0,77,0,6,0,6,50,6,0,65,0,0,0,0,27,5,0,34,0,0,0,0,4,0,0,3,24,22,0,47,255,52,0,357
POA3835,5,18,0,22,56,4,0,82,0,4,0,4,62,3,0,64,0,0,0,0,19,3,0,23,0,0,0,0,3,0,0,10,66,30,0,96,266,30,0,386
POA3840,81,316,3,400,1854,193,5,2447,10,204,0,216,1689,154,0,2064,5,24,0,29,1037,117,0,1189,0,5,0,5,408,78,0,489,2175,904,85,3157,9523,1485,9,14170
POA3842,27,87,0,113,479,23,0,628,4,86,0,94,452,26,0,571,0,17,0,19,254,15,0,294,0,0,0,0,43,7,0,50,727,304,13,1046,2541,346,4,3937
POA3844,133,623,3,761,2912,257,10,3940,14,444,6,457,2641,303,0,3405,6,62,0,75,1582,299,0,1957,0,0,0,3,619,248,0,872,5032,1800,199,7033,16599,2125,45,25801
POA3847,10,40,0,52,261,31,0,336,7,36,0,43,226,30,0,299,0,8,0,8,128,8,0,138,0,0,0,0,18,0,0,21,325,121,23,465,1183,195,9,1853
POA3850,68,254,0,326,1472,86,3,1883,15,245,0,266,1360,86,0,1717,7,36,0,37,953,78,0,1068,0,3,0,3,399,74,0,471,2383,817,92,3293,8389,788,37,12508
POA3851,20,104,0,130,873,103,0,1105,16,79,0,91,798,82,0,971,0,7,0,7,303,20,0,335,0,0,0,0,55,7,0,67,691,273,27,990,3257,1128,4,5380
POA3852,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,20,290,7,4,318
POA3854,6,53,0,66,159,12,0,227,0,35,0,35,111,8,0,157,0,4,0,5,59,4,0,67,0,0,0,0,13,0,0,12,257,139,11,411,694,70,0,1170
POA3856,0,38,0,40,109,12,0,163,0,13,0,13,98,14,0,128,0,0,0,0,29,0,0,29,0,0,0,0,3,0,0,3,163,85,11,261,510,69,0,837
POA3857,4,18,0,19,34,4,0,59,0,11,0,11,54,5,0,69,0,0,0,0,13,0,0,15,0,0,0,0,4,0,0,3,48,32,4,83,200,46,0,327
POA3858,12,63,0,81,325,47,0,459,10,49,0,60,352,44,0,454,0,12,0,12,209,21,0,237,0,0,0,0,67,7,0,78,411,195,24,622,1643,299,4,2567
POA3859,5,18,0,25,97,15,0,133,3,14,0,16,80,10,0,110,0,4,0,4,49,5,0,61,0,0,0,0,17,0,0,17,150,56,7,215,462,70,0,751
POA3860,37,142,0,176,801,42,0,1016,6,116,0,117,814,53,0,990,0,14,0,19,453,30,0,505,0,3,0,3,152,13,0,165,1074,415,55,1550,3964,365,10,5885
POA3862,19,70,0,87,365,26,0,481,5,60,0,66,407,36,0,504,3,12,0,11,168,17,0,196,0,0,0,0,46,3,0,49,555,209,25,790,1872,193,0,2857
POA3864,0,5,0,5,40,0,0,46,0,0,0,0,28,7,0,42,0,0,0,0,10,0,0,17,0,0,0,0,0,0,0,0,34,14,0,48,133,23,0,207
POA3865,0,15,0,15,45,10,0,67,0,15,0,15,58,6,0,75,0,0,0,0,34,0,0,34,0,0,0,0,10,0,0,10,59,35,3,103,295,39,4,441
POA3869,10,32,0,37,238,11,0,284,0,31,0,35,155,15,0,202,0,11,0,11,74,4,0,88,0,0,0,0,25,0,0,27,272,105,9,383,943,70,0,1397
POA3870,5,28,0,32,206,29,0,273,0,16,0,15,151,18,0,188,0,6,0,6,68,5,0,77,0,0,0,0,17,0,0,19,168,74,13,251,736,102,0,1090
POA3871,12,72,0,78,353,32,0,460,4,67,0,73,337,31,0,435,4,13,0,12,183,19,0,222,0,3,0,3,76,7,0,85,453,220,22,692,1562,178,0,2432
POA3873,0,7,0,7,40,5,0,52,0,16,0,16,26,4,0,45,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,53,29,4,83,144,29,0,253
POA3874,3,12,0,16,109,7,0,130,0,13,0,16,121,9,0,142,0,0,0,0,39,7,0,45,0,0,0,0,4,0,0,4,46,39,5,90,413,39,0,541
POA3875,86,342,3,429,2131,166,0,2731,17,283,0,295,2269,161,0,2724,0,54,0,61,1490,177,0,1722,0,3,0,3,465,160,0,633,2698,1044,123,3866,11277,1302,13,16462
POA3878,12,20,0,28,203,6,0,239,4,19,0,18,269,5,0,294,0,4,0,10,111,7,0,122,0,0,0,0,38,0,0,42,124,58,3,192,893,30,0,1112
POA3880,25,55,0,83,601,27,0,705,5,72,0,87,921,34,0,1044,0,16,0,16,616,32,0,662,0,0,0,0,198,5,0,206,354,200,8,562,3021,144,4,3738
POA3882,7,38,0,42,159,9,0,210,3,28,0,31,165,9,0,209,0,4,0,4,87,9,0,99,0,0,0,0,22,5,0,24,234,81,3,315,708,46,0,1070
POA3885,11,45,0,60,258,19,0,331,3,26,0,32,207,19,0,251,0,10,0,11,86,10,0,105,0,0,0,0,25,3,0,28,265,120,13,399,1005,121,4,1531
POA3886,0,4,0,4,49,0,0,59,0,7,0,3,67,3,0,81,0,0,0,0,21,8,0,23,0,0,0,0,3,0,0,7,52,19,3,71,224,34,0,326
POA3887,0,0,0,0,37,3,0,43,0,4,0,6,42,3,0,52,0,0,0,0,18,4,0,19,0,0,0,0,0,0,0,0,18,11,0,36,159,23,0,220
POA3888,17,75,3,96,524,50,0,670,5,55,0,64,475,53,0,590,0,6,0,10,295,36,0,342,0,0,0,0,97,11,0,109,375,210,19,605,2079,318,4,3003
POA3889,0,0,0,0,35,3,0,45,0,0,0,0,38,12,0,49,0,0,0,0,15,4,0,26,0,0,0,0,5,0,0,5,9,0,0,13,133,31,0,173
POA3890,0,6,0,5,67,6,0,81,0,0,0,0,39,9,0,50,0,0,0,0,21,0,0,22,0,0,0,0,0,4,0,3,41,6,0,48,204,35,0,283
