POA_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
POA3891,0,0,0,0,19,0,0,22,0,0,0,0,20,5,0,19,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,7,0,0,7,66,18,0,91
POA3892,10,19,0,26,208,22,0,259,0,24,0,24,241,32,0,297,0,5,0,6,108,15,0,126,0,0,0,0,37,3,0,47,130,55,6,196,803,95,0,1098
POA3893,0,0,0,0,13,0,0,13,0,3,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22,0,0,20
POA3895,0,4,0,4,32,0,0,35,0,0,0,0,27,3,0,34,0,0,0,0,17,0,0,17,0,0,0,0,7,0,0,4,25,11,0,31,133,8,0,170
POA3896,9,4,0,9,47,0,0,57,0,6,0,6,48,3,0,58,0,0,0,0,27,0,0,28,0,0,0,0,0,0,0,0,54,18,0,71,183,20,0,276
POA3898,9,12,0,18,104,24,0,148,0,18,0,14,82,19,0,117,0,0,0,0,42,8,0,49,0,0,0,0,9,8,0,19,145,50,12,201,585,136,8,929
POA3900,0,0,0,0,31,3,0,33,0,0,0,0,35,14,0,46,0,0,0,0,17,4,0,21,0,0,0,0,7,0,0,7,14,4,0,16,104,28,0,157
POA3902,0,10,0,9,59,7,0,68,0,0,0,0,82,3,0,90,0,0,0,0,43,6,0,54,0,0,0,0,3,0,0,3,47,17,4,69,267,44,0,380
POA3903,3,18,0,18,95,5,0,116,0,16,0,16,143,13,0,175,0,0,0,0,60,6,0,69,0,0,0,0,11,4,0,14,112,50,10,176,455,70,4,703
POA3904,12,29,0,40,326,14,0,385,0,42,0,41,429,16,0,484,0,12,0,11,179,11,0,201,0,0,0,0,24,3,0,26,207,99,3,306,1286,94,0,1687
POA3909,26,145,0,174,1030,126,3,1333,10,132,0,146,1341,137,0,1628,3,24,0,23,786,91,0,906,0,0,0,0,250,47,0,295,953,446,44,1443,5151,826,6,7424
POA3910,105,473,0,581,2273,78,0,2937,26,424,0,449,1550,80,5,2082,0,76,0,73,930,83,3,1093,0,11,0,11,332,32,0,374,4431,1423,173,6027,12010,714,14,18766
POA3911,22,79,0,100,380,19,0,502,0,65,0,68,276,13,0,359,3,4,0,11,163,7,0,177,0,0,0,0,53,0,0,49,579,210,22,810,1983,120,0,2917
POA3912,69,354,0,427,1588,73,0,2090,8,284,0,295,1206,48,0,1555,5,57,0,58,704,73,0,833,0,5,0,5,280,75,0,358,2741,1027,100,3860,8131,548,3,12550
POA3913,20,85,5,108,381,18,6,505,10,59,6,73,276,0,0,349,0,17,0,17,163,7,4,191,0,0,0,0,55,0,0,58,571,243,20,839,1897,92,6,2829
POA3915,58,162,0,214,966,78,0,1269,4,185,0,185,992,92,0,1277,4,28,0,33,784,74,0,890,3,3,0,0,266,28,0,301,1582,563,75,2225,5764,643,7,8634
POA3916,5,26,0,35,169,7,0,205,0,44,0,48,158,19,0,222,0,4,0,13,108,4,0,122,0,0,0,4,48,0,0,49,135,88,0,224,682,49,0,953
POA3918,25,102,0,126,463,18,0,609,12,103,0,112,450,11,0,574,0,18,0,18,291,10,0,319,0,4,0,4,48,8,0,53,707,281,29,1020,2303,110,0,3433
POA3919,24,56,0,75,335,23,0,433,4,38,0,41,280,10,0,333,0,3,0,3,143,14,0,156,0,0,0,0,26,7,0,33,582,176,32,785,1696,159,0,2644
POA3920,0,0,0,0,15,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,3,7,103,1117,36,0,1261
POA3921,0,0,0,0,17,0,0,26,0,4,0,3,18,8,0,30,0,0,0,0,7,6,0,11,0,0,0,0,4,0,0,4,19,5,0,28,81,21,0,129
POA3922,57,172,0,230,1371,109,0,1709,10,207,0,220,1426,117,3,1770,0,22,0,25,791,86,0,896,0,0,0,0,262,78,0,336,1349,535,47,1929,5955,649,8,8541
POA3923,3,10,0,16,136,8,0,163,0,22,0,28,149,18,0,193,0,0,0,0,67,0,0,72,0,0,0,0,8,3,0,14,86,47,5,132,500,49,0,681
POA3925,30,77,3,108,555,70,0,734,6,86,0,94,510,68,0,666,0,4,0,4,225,43,0,273,0,0,0,0,81,19,0,101,707,227,28,960,2383,459,3,3805
POA3926,31,71,0,105,395,15,0,512,11,128,0,141,332,21,0,492,0,28,0,26,267,22,0,313,0,0,0,3,88,3,0,96,552,265,24,838,1768,144,4,2757
POA3927,23,40,0,64,240,24,0,328,0,73,0,77,249,18,0,342,0,7,0,9,133,15,0,155,0,0,0,0,35,0,0,37,278,137,6,422,1015,123,4,1567
POA3928,4,7,6,13,66,5,0,88,0,10,4,16,71,7,0,98,0,0,0,0,40,0,0,42,0,0,0,0,12,4,0,14,55,34,9,91,289,32,0,416
POA3929,8,28,0,38,184,32,0,249,7,52,0,56,189,22,0,271,0,11,0,11,135,11,0,152,0,0,0,0,23,8,0,30,117,100,4,215,725,114,4,1058
POA3930,188,334,4,525,1823,59,0,2408,23,491,0,518,1526,55,7,2105,0,116,0,122,1195,53,0,1374,4,5,0,8,474,35,0,517,3655,1163,101,4921,9189,454,11,14571
POA3931,166,420,7,591,2381,109,8,3084,35,643,0,678,2638,172,8,3493,8,150,0,152,2505,258,0,2922,3,7,0,12,1041,340,0,1392,3839,1526,102,5466,14745,1320,31,21563
POA3933,17,25,0,40,121,4,0,162,7,29,0,25,102,0,0,128,0,11,0,10,52,3,0,62,0,0,0,0,25,0,0,25,150,76,0,229,605,32,0,865
POA3934,149,364,4,513,1833,71,0,2417,19,462,4,481,1740,72,6,2303,4,104,0,111,1420,61,0,1595,0,6,0,6,534,52,0,601,3652,1231,114,4994,10085,562,20,15664
POA3936,74,282,7,367,1437,98,7,1902,21,346,0,368,1559,116,0,2047,3,55,0,59,1192,98,0,1346,0,0,0,0,376,63,0,444,1786,886,70,2744,7746,748,9,11250
POA3937,20,32,0,51,254,24,0,327,0,69,0,65,218,26,0,309,0,3,0,3,96,8,0,114,0,0,0,0,29,10,0,35,257,131,6,396,970,99,4,1464
POA3938,16,84,0,96,393,15,0,505,9,114,0,117,478,24,0,619,0,10,0,10,313,20,0,345,0,0,0,0,80,9,0,91,411,256,12,680,1987,145,0,2818
POA3939,78,265,4,345,1755,148,0,2253,14,334,5,354,1842,131,0,2326,9,68,3,75,1355,143,0,1568,0,6,0,6,521,71,0,600,2113,941,65,3127,9175,1078,8,13379
POA3940,16,71,0,95,414,35,0,541,4,86,0,91,615,66,0,777,0,16,0,18,677,125,0,819,3,3,0,4,535,146,0,680,568,237,16,822,3267,504,0,4594
POA3941,89,264,4,358,1581,141,5,2083,27,312,0,342,1540,146,3,2027,4,36,0,41,968,92,0,1101,0,4,0,4,333,45,0,378,2006,809,85,2898,7615,919,15,11454
POA3942,22,61,0,86,377,37,0,497,3,110,0,113,488,47,0,650,0,22,0,21,297,26,0,349,0,0,0,0,66,14,0,79,356,221,6,586,1823,212,6,2620
POA3943,12,33,0,45,280,36,0,366,3,133,0,133,413,45,0,594,3,20,0,24,279,24,0,320,0,0,0,0,59,9,0,65,209,203,15,425,1397,169,3,1995
POA3944,12,17,0,28,133,13,0,174,3,49,0,45,157,10,0,217,0,16,0,22,145,21,0,180,0,0,0,0,35,6,0,38,90,92,4,181,634,70,5,892
POA3945,8,31,0,31,146,18,0,193,0,27,0,28,128,3,0,160,0,0,0,0,66,0,0,70,0,0,0,0,10,0,0,10,167,69,5,243,556,54,0,857
POA3946,0,14,0,16,45,3,0,67,0,11,0,13,33,6,0,49,0,0,0,0,12,0,0,13,0,0,0,0,3,0,0,8,34,34,0,73,178,18,0,262
POA3950,38,89,0,128,541,38,0,704,3,103,0,109,544,27,0,680,0,17,0,17,349,29,0,399,0,6,0,6,174,19,0,204,711,302,39,1057,2897,226,9,4190
POA3951,6,25,0,36,133,4,0,175,0,23,0,28,128,17,0,168,0,0,0,0,35,11,0,49,0,0,0,0,3,0,0,9,163,63,6,231,536,61,0,835
POA3953,43,138,0,185,852,46,0,1084,5,136,0,144,937,63,0,1147,3,30,0,29,587,52,0,674,0,0,0,5,219,24,0,245,1277,456,43,1778,4397,406,3,6585
POA3954,3,21,0,24,67,0,0,89,0,9,0,9,31,5,0,45,0,0,0,0,21,0,0,26,0,0,0,0,9,6,0,7,42,36,7,80,230,15,0,320
POA3956,22,91,0,106,425,40,0,574,9,73,0,77,438,28,0,544,0,8,0,8,182,26,0,223,0,0,0,0,50,11,0,60,412,201,15,634,1782,188,0,2607
POA3957,3,14,0,11,30,3,0,48,0,6,0,6,29,3,0,38,0,3,0,3,20,0,0,22,0,0,0,0,0,0,0,3,56,28,0,88,136,17,0,236
POA3958,0,6,0,6,35,4,0,45,0,11,0,11,32,0,0,38,0,0,0,0,15,4,0,20,0,0,0,0,0,0,0,4,34,25,4,61,141,32,0,236
POA3959,15,31,0,41,189,10,0,238,5,37,0,45,183,11,0,237,0,8,0,8,101,10,0,113,0,0,0,0,17,5,0,16,167,96,11,275,758,79,0,1113
POA3960,17,35,0,56,377,38,0,474,0,41,0,44,448,37,5,537,0,18,0,18,277,23,0,316,0,0,0,0,125,10,0,137,254,129,24,404,1789,187,7,2384
POA3962,0,15,0,19,121,9,0,154,0,19,3,19,164,17,0,200,0,0,0,0,63,4,0,76,0,0,0,0,17,5,0,25,98,52,14,160,558,74,6,793
POA3964,0,12,0,12,24,0,0,35,0,3,0,3,16,0,0,18,0,0,0,0,9,0,0,8,0,0,0,0,4,0,0,4,27,19,0,45,90,0,0,138
POA3965,0,7,0,6,29,4,0,45,0,5,0,5,52,4,0,58,0,0,0,0,27,0,0,23,0,0,0,0,5,0,0,5,9,12,0,25,149,23,0,199
POA3966,0,12,0,15,60,3,0,72,0,3,0,5,83,8,0,96,0,0,0,0,30,4,0,36,0,0,0,0,8,3,0,11,79,23,3,99,307,36,0,444
POA3967,0,4,0,4,12,6,0,20,0,4,0,4,17,5,0,29,0,0,0,0,11,0,0,11,0,0,0,0,5,0,0,5,18,11,0,26,66,7,0,98
POA3971,22,81,0,103,568,46,0,714,0,64,0,62,619,63,0,750,0,14,0,13,338,43,3,390,0,0,0,0,117,21,0,136,460,220,18,693,2539,337,10,3578
POA3975,99,180,8,289,1104,55,11,1459,25,143,3,178,608,29,8,821,3,19,0,24,277,7,4,309,0,0,0,0,159,3,0,158,3930,626,66,4623,8185,609,42,13455
POA3976,184,313,9,506,2359,159,10,3034,34,180,0,212,1423,103,8,1741,11,30,0,42,627,50,4,728,0,5,0,3,168,10,0,184,4111,946,97,5165,13768,1422,39,20392
POA3977,570,1365,33,1967,7862,464,61,10346,121,1106,17,1248,5162,278,64,6748,21,141,0,169,2920,188,22,3300,0,5,0,6,996,104,5,1111,24190,4961,713,29865,53489,4455,199,88008
POA3978,173,353,11,529,1600,88,50,2266,27,259,9,295,1057,55,36,1437,8,52,0,55,529,20,12,612,0,3,0,3,91,10,0,99,11069,1426,181,12675,16785,1355,118,30935
POA3979,0,7,0,12,49,3,0,56,0,8,0,9,36,6,0,55,0,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,56,25,5,79,183,31,0,290
POA3980,11,68,0,84,346,31,0,460,6,48,0,59,292,33,0,382,0,13,0,13,114,10,0,140,0,0,0,0,38,3,0,38,615,197,36,845,1732,190,3,2768
POA3981,15,81,0,96,491,25,0,607,7,44,0,45,364,22,0,435,0,18,0,22,227,25,0,274,0,5,0,5,105,23,0,129,972,259,50,1277,2701,230,9,4209
POA3984,33,154,0,186,846,69,0,1101,7,130,0,142,820,77,0,1038,0,3,0,9,420,49,0,480,0,0,0,0,94,19,0,114,1070,443,47,1562,4005,468,0,6032
POA3987,9,39,0,54,164,23,0,240,0,24,0,26,110,10,0,147,0,9,0,8,47,3,0,64,0,0,0,0,10,0,0,10,269,95,14,379,790,114,0,1280
POA3988,4,31,0,39,124,12,0,173,0,21,0,22,111,5,0,134,0,0,0,0,65,3,0,65,0,0,0,0,10,0,0,10,173,64,12,248,587,45,0,887
POA3990,0,0,0,0,29,0,0,32,0,0,0,0,17,4,0,20,0,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,13,0,0,13,82,14,0,102
POA3991,0,6,0,6,55,9,0,71,0,0,0,3,58,8,0,66,0,0,0,0,10,4,0,19,0,0,0,0,0,0,0,0,50,15,0,66,225,45,0,340
POA3992,13,24,0,33,152,9,0,190,3,23,0,26,139,8,0,173,0,0,0,0,44,3,0,46,0,0,0,0,11,3,0,13,214,72,6,288,676,71,0,1033
POA3995,59,195,3,265,1363,93,0,1721,6,187,0,200,1508,123,0,1822,0,37,0,37,920,108,0,1071,0,3,0,3,355,70,0,424,1518,604,68,2195,6907,689,11,9789
POA3996,37,133,0,172,796,20,0,988,5,174,0,180,1009,43,0,1234,6,25,0,30,646,47,0,719,0,0,0,0,210,28,0,236,912,419,33,1361,3925,222,3,5522
POA4000,74,109,5,185,1640,484,62,2376,17,163,0,180,911,202,21,1313,0,36,0,39,409,83,8,536,0,0,0,0,97,21,0,124,1768,582,33,2376,16610,3846,535,23367
POA4005,96,168,3,261,1748,116,13,2140,20,235,3,255,1193,104,8,1565,0,53,0,53,621,84,0,766,0,3,0,3,222,68,0,292,1866,726,56,2652,12184,1018,58,15906
POA4006,47,117,0,164,1346,235,18,1768,10,113,0,127,776,142,7,1057,0,30,0,32,512,129,0,672,0,0,0,0,242,37,0,280,1733,641,28,2409,19306,2536,120,24373
POA4007,100,154,3,260,1584,124,17,1985,18,254,0,268,1062,58,6,1392,3,69,0,67,668,31,3,772,0,0,0,0,293,22,3,315,1887,693,50,2632,10102,864,80,13671
POA4008,3,11,0,14,92,78,12,196,0,11,0,11,53,41,0,110,0,0,0,0,23,3,0,24,0,0,0,0,5,0,0,9,69,32,0,106,397,489,37,1024
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11
POA4010,14,19,0,31,218,12,0,264,5,27,0,31,150,15,0,197,0,4,0,4,134,28,0,171,0,0,0,0,69,17,0,86,338,92,8,435,2448,206,15,3100
POA4011,132,140,5,273,1490,51,3,1816,5,229,0,237,938,45,0,1219,6,55,0,63,574,22,3,668,0,0,0,5,221,22,0,244,2685,648,64,3405,9116,422,34,12967
POA4012,104,209,7,317,1913,66,11,2300,19,243,4,266,1251,47,5,1566,8,34,0,40,657,41,0,735,0,3,0,3,371,17,0,395,3992,837,101,4933,13713,682,31,19358
POA4013,23,33,0,57,419,16,0,493,5,58,0,62,231,7,0,305,4,5,0,11,132,4,0,147,0,0,0,0,35,0,0,37,861,184,23,1061,2780,168,22,4029
POA4014,74,142,0,218,1040,28,5,1294,0,167,0,168,723,27,5,920,4,32,0,35,467,15,0,519,0,0,0,0,258,64,3,327,2635,562,59,3255,6776,336,19,10388
POA4017,228,595,6,835,3688,108,6,4635,43,680,5,725,2770,139,9,3642,3,113,0,120,1748,147,4,2006,0,3,0,3,673,129,0,805,6986,2013,222,9221,19769,1105,36,30135
POA4018,63,156,0,221,1059,26,13,1329,21,163,3,184,964,41,15,1206,0,45,0,43,892,59,0,996,0,0,0,0,387,82,0,473,2595,606,48,3250,7611,460,38,11357
POA4019,100,333,8,440,2493,145,3,3081,21,372,0,386,2278,134,3,2811,4,49,0,55,1328,86,3,1474,0,3,0,3,442,30,0,472,2816,1143,118,4071,12078,1019,23,17192
POA4020,143,484,8,641,3124,158,15,3933,26,573,0,605,3279,133,4,4024,7,108,0,116,1994,156,6,2272,0,0,0,0,732,96,0,831,3415,1557,127,5094,15643,1132,40,21910
POA4021,35,144,7,184,906,66,0,1157,15,135,0,153,945,64,0,1160,0,21,0,22,666,66,0,751,0,0,0,0,323,49,0,372,1398,553,74,2025,5472,515,8,8017
POA4022,38,103,0,139,612,21,3,782,9,82,3,89,685,27,0,802,0,28,0,28,696,57,0,784,0,4,0,4,318,78,0,395,1104,353,44,1507,4266,343,9,6123
POA4025,3,3,0,6,62,26,0,100,0,0,0,0,42,13,0,53,0,0,0,0,13,4,0,18,0,0,0,0,0,0,0,0,39,16,0,61,312,169,3,542
POA4030,105,120,0,223,1337,46,7,1614,12,156,0,170,766,31,0,969,6,19,0,25,462,21,0,505,0,0,0,0,244,22,0,271,2812,554,56,3421,11577,687,36,15724
POA4031,68,114,0,187,1152,34,0,1374,12,142,3,153,645,23,0,828,0,32,0,28,333,12,3,379,0,0,0,0,196,8,0,206,2705,471,70,3246,7917,372,15,11555
POA4032,77,178,0,254,1412,145,12,1823,9,224,4,234,1118,174,11,1532,0,63,0,68,1148,232,4,1451,0,0,0,0,625,301,6,937,2563,783,53,3402,11411,1601,62,16470
POA4034,222,585,12,815,3997,136,21,4974,41,730,3,777,3302,120,23,4219,11,200,0,215,2677,156,4,3055,3,11,0,13,1436,196,0,1652,7745,2328,216,10293,26197,1625,83,38201
POA4035,167,494,4,672,2742,44,7,3463,30,562,0,587,1794,44,9,2436,3,105,0,115,1176,44,0,1332,0,9,0,9,470,27,0,505,5250,1571,141,6959,14192,415,45,21612
POA4036,31,112,0,145,566,14,3,732,7,121,0,130,419,21,3,570,0,23,0,19,262,9,0,290,0,0,0,0,98,4,0,103,1335,406,48,1785,3502,182,14,5484
POA4037,41,115,0,158,760,12,0,932,3,95,0,105,429,4,5,544,0,16,0,18,185,5,0,207,0,0,0,0,37,0,0,43,1662,358,38,2061,3866,73,7,6007
POA4051,196,220,4,415,2219,74,8,2715,18,330,0,353,1295,45,5,1703,0,68,0,68,752,35,5,854,0,7,0,7,278,13,0,302,5446,1038,117,6603,16269,853,47,23776
POA4053,236,556,14,797,3727,121,9,4655,45,703,0,746,2710,90,7,3558,5,151,0,161,1855,69,3,2086,0,3,0,4,866,29,0,897,9190,2138,213,11540,25161,1162,62,37928
POA4054,56,153,6,208,1080,19,3,1311,5,250,0,249,945,23,0,1225,0,44,0,50,699,33,0,780,0,7,0,5,275,44,0,323,2570,664,81,3318,7462,297,11,11087
POA4055,103,302,3,410,1773,28,6,2220,20,431,3,447,1392,22,3,1866,0,95,0,94,825,19,0,942,0,3,0,3,295,18,0,312,4828,1161,154,6140,10716,263,15,17135
POA4059,81,58,0,137,779,29,12,957,11,111,0,120,448,24,4,599,3,22,0,26,249,18,0,293,0,0,0,0,100,3,0,110,1979,420,64,2461,8702,428,66,11655
POA4060,129,161,0,296,1184,39,6,1518,10,226,0,239,683,16,8,944,0,55,0,52,384,20,0,457,0,0,0,0,171,12,0,183,2740,645,71,3451,6825,232,29,10535
POA4061,128,205,3,335,1560,33,11,1940,18,421,3,446,1136,19,11,1608,7,131,0,136,880,13,0,1029,0,8,0,8,318,7,0,329,3664,965,96,4726,8477,197,30,13433
POA4064,73,104,4,178,924,24,4,1133,6,162,0,171,497,27,4,699,0,21,0,27,244,20,0,293,0,0,0,0,78,14,0,94,1810,454,50,2313,7521,366,32,10236
POA4065,86,85,0,169,873,12,0,1060,7,150,3,159,522,19,3,710,0,40,0,37,289,12,7,344,4,0,0,4,152,28,0,188,2217,409,60,2692,4821,199,27,7735
POA4066,89,121,4,216,1270,71,6,1565,8,241,0,247,933,88,10,1282,3,48,0,54,584,91,3,728,0,0,0,0,176,49,0,226,2440,667,43,3150,12622,782,72,16628
POA4067,61,45,0,106,574,32,8,712,18,142,0,155,530,32,3,722,3,48,0,52,380,20,0,448,0,0,0,0,104,6,0,117,1381,355,10,1748,8608,497,73,10922
POA4068,159,183,0,351,1764,44,21,2168,29,370,0,399,1348,47,17,1817,11,97,0,110,913,53,3,1078,4,10,0,9,391,56,4,454,4390,951,48,5383,14941,628,97,21051
POA4069,319,384,8,712,3331,54,17,4121,56,841,5,902,2427,55,24,3403,11,233,0,247,1847,78,5,2174,5,15,0,16,864,116,0,1000,7411,1875,147,9435,17748,599,87,27868
POA4070,68,167,4,240,1117,27,0,1383,10,181,0,199,798,21,6,1024,0,45,0,44,547,22,0,607,0,5,0,5,142,3,0,148,2563,555,62,3173,5875,190,18,9264
POA4073,53,143,0,197,971,22,0,1190,21,193,0,206,652,17,0,881,6,34,0,42,506,14,5,565,0,0,0,0,319,8,0,329,1726,465,40,2230,5119,127,11,7492
POA4074,172,346,3,521,2353,46,9,2923,22,550,0,575,1946,43,3,2573,9,115,0,123,1056,17,6,1203,0,3,0,3,372,10,0,386,4557,1372,132,6055,12661,382,40,19142
POA4075,146,249,0,400,2087,65,9,2552,28,390,0,422,1504,61,3,1992,5,93,0,93,1024,63,6,1189,0,4,0,4,491,63,0,559,4926,1122,142,6188,13414,653,52,20302
POA4076,33,40,3,76,447,197,3,725,6,48,0,56,321,87,0,457,0,7,0,7,156,37,0,200,0,0,0,0,55,8,0,63,779,172,30,981,2968,3628,8,7581
POA4077,232,325,8,563,2754,230,20,3563,48,254,4,311,1856,139,11,2323,10,57,0,69,1214,120,3,1406,0,3,0,3,552,59,0,618,5449,1326,138,6920,18454,2082,61,27513
POA4078,162,377,13,545,2353,87,13,2999,49,323,3,372,1523,68,18,1973,7,60,3,72,894,30,9,1003,0,4,0,4,277,16,0,302,4678,1350,139,6163,13685,782,58,20691
POA4101,225,235,3,461,2326,279,39,3106,38,325,0,368,1378,252,19,2012,4,50,0,56,739,169,4,959,0,4,0,4,251,120,0,381,4326,1184,90,5604,23837,3423,350,33215
POA4102,46,49,0,96,643,139,6,875,9,55,4,63,394,147,0,606,3,28,0,25,298,121,0,440,0,0,0,0,145,69,0,217,1066,303,26,1398,8071,1093,67,10633
POA4103,89,102,0,194,1068,60,3,1324,8,136,0,140,663,38,4,842,9,24,0,28,303,25,0,359,0,3,0,0,135,5,0,144,2079,527,59,2661,9670,473,26,12834
POA4104,49,59,0,110,622,43,0,779,6,114,0,124,437,23,0,584,0,42,0,42,404,15,0,460,0,3,0,4,228,9,0,240,1041,319,16,1372,4359,248,5,5990
POA4105,95,138,3,235,1159,43,10,1453,14,168,6,181,788,37,7,1010,10,46,0,53,449,26,0,527,0,10,0,10,173,14,0,193,2416,558,70,3045,7851,412,36,11340
POA4106,4,16,0,21,117,10,0,147,0,11,0,11,91,5,0,103,0,8,0,7,42,0,0,45,0,0,0,0,62,3,0,64,231,51,3,286,1011,89,6,1385
POA4107,41,70,0,110,508,20,0,639,7,57,0,66,293,14,3,378,0,11,0,15,234,12,0,264,0,0,0,0,167,11,0,178,1334,237,45,1612,3551,186,8,5359
POA4108,25,55,0,81,454,23,3,566,10,57,0,68,354,43,3,468,0,7,0,7,272,36,0,321,0,0,0,0,79,26,0,109,895,211,16,1116,3831,408,17,5373
POA4109,274,456,9,741,2919,155,24,3837,120,627,8,751,2614,123,21,3511,12,137,0,157,1868,91,0,2117,3,7,0,5,723,42,0,773,5830,1805,143,7775,21888,1699,161,31528
POA4110,79,159,0,235,1017,75,14,1343,17,139,6,152,685,33,11,878,4,21,0,25,392,30,0,436,0,0,0,0,142,14,0,151,3282,672,72,4028,7730,753,47,12561
POA4111,10,3,0,11,92,0,0,105,5,11,0,17,45,5,0,66,0,7,0,7,26,0,0,35,0,0,0,0,8,0,0,13,117,39,0,156,754,70,0,978
POA4112,56,109,4,181,691,28,5,898,12,122,0,130,454,9,6,599,0,23,0,23,257,10,5,295,0,0,0,0,63,0,0,68,1706,443,42,2193,4223,247,24,6686
POA4113,185,338,16,538,2392,97,27,3044,93,395,8,495,1853,65,31,2443,6,76,0,81,1003,51,3,1142,0,0,0,6,425,19,0,446,5248,1243,106,6599,16384,1117,108,24209
POA4114,155,269,6,431,2112,264,5,2809,33,206,3,244,1883,219,3,2348,3,46,0,49,1012,147,4,1211,0,0,0,0,271,88,0,361,3878,1301,182,5361,14494,2823,37,22717
POA4115,113,307,3,426,1684,49,24,2179,54,290,0,349,1258,45,10,1661,3,30,0,36,696,22,9,756,0,0,0,0,302,15,0,323,3973,990,111,5073,10091,542,53,15764
POA4116,167,391,3,569,2041,83,35,2718,74,394,6,481,1477,50,26,2032,8,49,0,62,690,58,6,810,0,0,0,3,206,68,0,280,5602,1316,101,7016,13266,902,98,21282
POA4117,21,23,0,41,137,8,0,193,5,14,0,19,98,9,0,125,0,0,0,0,37,0,0,42,0,0,0,0,0,0,0,3,639,108,17,760,1103,162,4,2032
POA4118,174,546,7,723,2948,120,12,3798,27,324,3,360,1839,102,10,2308,5,51,0,64,811,48,3,925,0,0,0,0,262,7,0,277,5603,1733,220,7548,15524,1271,44,24385
POA4119,35,69,0,104,497,22,4,619,10,60,0,76,366,12,3,461,0,20,0,20,167,3,0,190,0,0,0,0,41,0,0,45,1410,263,32,1703,3278,233,17,5225
POA4120,56,94,0,151,777,78,0,1002,3,97,0,105,503,73,0,689,0,15,0,23,286,93,0,402,0,0,0,0,129,53,0,184,1460,373,35,1870,6825,612,16,9318
POA4121,175,238,3,425,2067,79,9,2575,20,374,3,398,1300,51,6,1751,3,77,0,81,874,53,6,1014,0,3,0,3,486,69,0,551,5497,1064,118,6687,12937,639,36,20292
POA4122,277,499,7,786,3505,156,26,4470,59,622,3,683,2526,107,20,3338,10,160,0,175,2113,126,4,2418,0,9,0,8,991,103,0,1103,8517,1993,198,10711,25703,1619,108,38137
POA4123,130,307,7,448,1601,51,12,2111,28,338,0,365,1333,42,17,1762,3,71,5,83,791,40,3,913,0,0,0,0,181,24,0,207,4988,1110,125,6221,10771,564,55,17613
POA4124,97,337,4,434,1984,92,13,2525,12,244,0,256,1418,71,6,1751,4,34,0,36,661,49,0,749,0,3,0,6,239,25,0,264,4476,1222,164,5865,11149,828,40,17878
POA4125,59,181,0,238,968,49,7,1268,6,104,0,116,912,57,9,1089,0,9,0,13,621,58,0,695,0,0,0,0,148,14,0,159,2072,645,82,2801,6641,736,17,10189
POA4127,126,361,8,498,2227,133,10,2868,28,425,0,448,2198,112,7,2760,8,61,0,68,1199,63,0,1325,0,3,0,3,424,29,0,456,4412,1417,171,6004,14365,1200,30,21601
POA4128,85,331,4,422,1596,52,9,2074,13,321,4,331,1177,55,0,1564,5,51,0,55,529,10,0,597,0,6,0,7,115,3,0,122,3154,1119,128,4396,8511,402,23,13338
POA4129,28,114,0,142,521,24,0,685,5,77,0,82,393,18,0,498,0,12,0,13,198,3,0,216,0,0,0,0,34,4,0,41,1298,379,53,1730,3172,226,4,5132
POA4130,50,171,0,224,923,12,0,1165,13,179,3,193,788,28,0,1011,0,27,0,27,335,21,0,388,0,4,0,4,133,8,0,145,1654,553,55,2265,4848,205,13,7328
POA4131,54,120,5,177,894,114,6,1196,8,79,0,87,691,109,0,891,0,17,0,18,316,84,0,415,0,0,0,0,72,44,5,122,1803,514,84,2396,5854,1198,31,9486
