POA_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA3201,4198,2476,3666,3181,2867,2522,1668,844,425,21837
POA3202,579,345,275,391,545,336,286,186,84,3028
POA3204,6009,4311,4182,4728,5185,3816,2546,1397,657,32829
POA3205,1308,1027,2488,1992,1619,1309,897,511,270,11406
POA3206,1652,882,897,1341,1609,1366,1014,744,230,9733
POA3207,2424,1354,2687,3070,2871,2162,1596,874,236,17278
POA3211,265,203,93,169,215,216,127,44,15,1345
POA3212,3724,2130,3013,2877,2553,1982,1629,786,282,18980
POA3213,918,680,535,558,737,677,362,181,49,4693
POA3214,4306,3644,3842,2827,2975,2912,2299,1227,436,24470
POA3215,3499,2412,3274,2625,2674,2483,2413,1603,857,21828
POA3216,10274,8503,8374,7434,7145,6332,5577,3821,1941,59400
POA3217,4989,2515,4707,3390,1791,1350,989,408,181,20321
POA3218,2749,1584,2510,2312,1885,1668,1195,610,236,14762
POA3219,2944,2440,3071,2332,2550,2654,2221,1349,538,20107
POA3220,2801,2265,2494,2182,2349,2327,1885,1035,401,17739
POA3221,167,105,56,101,131,115,104,26,12,813
POA3222,3215,1858,1843,2087,2185,2531,2567,1419,517,18223
POA3223,1023,609,614,765,1120,1718,2160,1072,300,9380
POA3224,2612,1596,1772,1762,1807,1791,1764,1218,433,14758
POA3225,644,373,316,432,555,885,1206,752,299,5454
POA3226,3561,1596,1605,2398,2314,2267,2206,1037,415,17399
POA3227,1066,503,317,649,817,787,796,339,102,5376
POA3228,5236,2370,2354,3784,3381,2571,2314,1095,413,23518
POA3230,492,248,280,342,401,566,590,294,103,3312
POA3231,206,150,106,133,242,412,335,140,29,1742
POA3232,155,130,213,129,141,268,323,118,55,1538
POA3233,330,169,266,252,356,457,450,204,68,2555
POA3234,35,16,38,27,38,52,58,15,0,287
POA3235,78,39,38,59,71,98,68,19,6,481
POA3236,31,14,31,24,33,55,38,19,4,242
POA3237,30,24,23,32,49,60,36,19,0,271
POA3238,36,20,15,38,48,68,27,4,4,260
POA3239,74,46,47,45,75,90,85,16,0,477
POA3240,465,256,168,316,313,319,218,79,20,2150
POA3241,521,316,401,376,372,439,370,188,80,3067
POA3242,184,75,107,114,118,130,134,54,5,922
POA3243,60,43,39,45,60,51,81,23,6,399
POA3249,624,370,289,363,470,543,448,178,41,3329
POA3250,2161,1395,1657,1403,1476,1525,1464,995,492,12571
POA3251,77,39,51,68,71,89,94,27,16,531
POA3254,85,43,52,43,35,58,20,11,0,351
POA3260,768,461,449,472,602,703,720,448,144,4766
POA3264,347,226,234,213,263,360,282,193,104,2217
POA3265,581,370,319,295,406,458,264,112,34,2828
POA3266,530,345,305,279,420,436,335,243,104,2986
POA3267,34,20,26,15,25,45,22,13,4,206
POA3268,424,299,253,287,326,382,272,150,64,2460
POA3269,125,67,96,77,100,105,82,24,14,690
POA3270,53,17,36,23,40,63,49,33,6,317
POA3271,29,26,18,16,32,33,32,8,3,188
POA3272,283,137,163,154,179,244,232,138,67,1605
POA3273,13,23,12,3,21,31,15,10,0,132
POA3274,46,26,18,25,28,29,39,18,3,243
POA3275,102,75,56,56,73,55,36,7,3,471
POA3276,71,56,45,47,58,80,56,12,4,430
POA3277,359,190,202,206,245,260,212,83,26,1787
POA3278,69,25,48,37,62,42,32,18,7,338
POA3279,65,50,29,25,55,30,23,12,0,290
POA3280,5736,3758,4368,3983,4123,4249,3686,2212,1099,33212
POA3281,435,205,153,256,295,244,175,67,14,1837
POA3282,503,245,269,278,317,361,296,152,43,2460
POA3283,264,156,128,154,204,235,187,56,8,1400
POA3284,673,286,295,433,432,542,680,359,158,3865
POA3285,227,126,87,152,188,199,182,69,5,1238
POA3286,87,47,34,59,61,96,96,36,12,523
POA3287,76,54,44,41,72,71,23,19,4,411
POA3289,138,72,54,81,100,143,125,48,30,798
POA3292,7,3,11,14,25,47,55,17,0,180
POA3293,54,30,29,41,49,55,53,16,3,331
POA3294,175,71,103,114,117,136,171,69,20,968
POA3300,1766,1202,1183,1060,1186,1376,1303,905,416,10390
POA3301,233,124,112,107,194,211,204,61,6,1258
POA3302,55,32,42,41,56,58,45,26,4,362
POA3303,41,27,34,33,51,40,29,14,7,280
POA3304,466,231,263,288,341,462,437,187,73,2742
POA3305,2071,1376,1294,1413,1816,2113,1828,890,369,13178
POA3309,23,10,3,11,20,14,20,14,0,125
POA3310,20,20,16,26,31,62,47,30,3,258
POA3311,186,148,139,112,177,317,293,229,104,1706
POA3312,186,79,90,94,147,168,156,72,8,1011
POA3314,112,45,51,72,70,83,90,29,10,569
POA3315,247,153,127,169,202,300,263,131,81,1667
POA3317,29,18,15,13,35,31,22,15,7,184
POA3318,191,85,118,118,152,195,211,107,65,1240
POA3319,56,26,33,32,55,94,63,29,10,404
POA3321,429,181,152,264,271,249,149,53,7,1764
POA3322,27,12,15,18,19,34,31,22,5,178
POA3323,12,10,10,5,12,15,12,5,6,90
POA3324,88,58,52,71,47,109,98,43,16,576
POA3325,75,17,36,37,53,102,78,43,11,448
POA3328,550,247,248,339,326,283,194,55,21,2261
POA3329,62,26,31,43,34,45,41,15,0,299
POA3330,42,26,25,23,39,24,29,14,3,215
POA3331,1741,801,886,1041,964,643,598,302,121,7103
POA3332,267,132,120,168,156,171,93,27,8,1147
POA3333,149,80,92,108,123,139,107,44,14,863
POA3334,74,73,42,53,90,98,82,30,4,554
POA3335,1496,641,1703,1090,512,413,276,74,6,6218
POA3336,5265,1844,3653,3948,1561,834,490,119,19,17742
POA3337,9490,5070,5930,6050,4929,4043,3271,1388,308,40477
POA3338,10213,4153,6686,6258,3666,2673,2233,859,295,37039
POA3340,5335,2843,3599,3575,3222,2753,2431,1193,451,25397
POA3341,314,184,134,200,280,253,148,66,8,1594
POA3342,747,337,428,527,525,566,430,239,93,3887
POA3345,278,127,125,191,207,212,145,56,13,1351
POA3350,12170,8390,9042,8580,8103,7595,6617,3753,1680,65925
POA3351,1795,1086,877,1096,1322,1360,1006,391,74,9015
POA3352,3982,2154,2017,2418,2716,2495,1955,770,160,18672
POA3355,2069,1673,1733,1238,1548,1568,1506,1109,525,12976
POA3356,2700,1964,2309,1770,1715,1763,1703,1068,497,15487
POA3357,800,356,220,448,567,511,498,200,61,3660
POA3358,895,431,784,489,329,244,148,67,16,3388
POA3360,133,63,77,68,128,115,131,63,12,794
POA3361,103,65,47,64,95,126,75,58,36,678
POA3363,595,287,307,380,481,536,524,305,145,3555
POA3364,393,196,179,272,322,337,370,133,37,2236
POA3370,271,150,150,199,268,341,302,153,48,1879
POA3371,115,107,54,76,159,266,229,62,24,1098
POA3373,357,229,185,232,347,366,409,204,80,2410
POA3374,55,38,27,45,72,57,84,30,3,417
POA3375,55,20,13,28,38,42,27,23,3,241
POA3377,1414,972,1278,1062,1213,1359,1250,723,310,9574
POA3378,39,13,11,19,16,12,12,6,0,125
POA3379,117,52,58,72,103,126,133,71,30,755
POA3380,946,656,782,601,706,888,847,511,219,6158
POA3381,229,123,208,162,208,296,227,80,13,1553
POA3384,90,61,38,56,79,113,80,48,12,585
POA3385,76,41,41,60,73,105,110,34,9,555
POA3387,45,23,27,40,44,48,39,19,4,283
POA3388,85,49,52,55,61,121,75,47,18,558
POA3390,180,100,78,93,119,140,138,76,20,944
POA3391,25,27,14,18,18,33,23,12,5,173
POA3392,65,42,35,50,75,112,88,57,42,569
POA3393,419,255,279,217,293,384,367,245,116,2578
POA3395,59,17,37,32,33,72,46,28,12,344
POA3396,94,47,56,69,63,121,127,66,50,691
POA3400,2754,1732,2112,1695,1620,1828,1596,1146,581,15064
POA3401,911,598,392,505,749,752,479,208,44,4628
POA3407,75,39,26,37,71,69,56,36,6,418
POA3409,145,73,99,111,124,207,119,66,46,981
POA3412,66,19,26,34,27,44,42,36,6,301
POA3413,24,15,15,15,32,40,18,25,10,194
POA3414,235,153,153,161,213,276,253,170,76,1693
POA3415,5,8,6,0,4,11,0,0,0,39
POA3418,458,291,378,268,333,412,314,264,136,2845
POA3419,144,84,80,86,111,137,141,75,38,887
POA3420,68,28,29,36,34,39,29,13,0,276
POA3423,60,29,32,37,55,113,84,34,30,469
POA3424,115,50,56,79,75,136,139,75,31,752
POA3427,1180,544,1333,936,568,544,380,136,25,5644
POA3428,104,84,75,74,107,81,101,41,10,673
POA3429,7414,4706,5486,5231,5294,4841,3472,1661,653,38767
POA3430,49,30,40,30,49,41,29,25,0,296
POA3431,850,543,394,526,674,628,448,214,31,4306
POA3432,27,21,4,13,41,37,33,8,0,183
POA3433,39,27,15,29,38,23,22,14,0,206
POA3434,1232,687,810,759,883,761,582,279,62,6057
POA3435,614,342,354,408,439,464,392,176,29,3211
POA3437,2632,1325,921,1724,1687,1454,1055,557,178,11529
POA3438,517,316,175,329,403,268,196,156,73,2439
POA3440,456,223,118,270,333,265,260,113,19,2049
POA3441,279,102,89,173,223,242,236,96,13,1445
POA3442,1651,818,547,1072,1405,1169,1071,551,164,8457
POA3444,1666,935,866,1196,1510,1432,1357,755,314,10028
POA3446,201,121,109,131,175,185,156,46,17,1133
POA3447,57,53,36,57,93,109,86,27,11,526
POA3448,159,71,83,104,145,164,172,77,14,987
POA3450,954,525,714,932,967,1072,1199,804,412,7592
POA3451,1000,499,501,675,850,909,833,379,95,5743
POA3453,300,186,151,202,257,314,249,129,24,1819
POA3458,322,144,159,241,342,433,389,203,47,2294
POA3460,327,165,266,299,383,538,479,255,124,2823
POA3461,615,324,334,513,787,832,811,301,72,4584
POA3462,178,97,92,116,178,234,240,95,21,1247
POA3463,273,171,189,193,331,538,546,268,73,2576
POA3464,231,112,107,126,146,176,182,76,14,1165
POA3465,1502,935,942,845,1224,1438,1628,1123,427,10062
POA3467,217,113,118,124,170,162,261,127,54,1348
POA3468,30,23,15,29,30,51,58,30,3,273
POA3469,31,14,8,17,42,53,53,30,8,266
POA3472,199,105,96,107,188,280,264,181,41,1462
POA3475,45,12,26,30,48,70,84,32,9,361
POA3477,127,52,53,73,108,169,150,62,3,790
POA3478,347,217,248,200,336,389,419,294,124,2576
POA3480,286,170,158,157,214,299,259,161,91,1796
POA3482,32,20,12,20,25,42,28,23,3,206
POA3483,148,81,104,81,112,123,121,62,31,873
POA3485,40,25,11,25,41,62,63,24,14,304
POA3487,13,10,5,9,12,16,12,4,0,82
POA3488,16,9,11,9,14,15,15,5,0,88
POA3489,19,0,4,6,3,8,10,3,0,59
POA3490,160,107,156,117,141,208,210,124,82,1310
POA3491,27,19,17,12,21,24,20,11,4,151
POA3494,107,55,110,95,72,127,61,18,3,644
POA3496,1179,730,758,736,836,943,685,325,151,6354
POA3498,1156,714,724,682,818,732,616,341,105,5884
POA3500,6287,4075,5109,4131,4141,4289,3630,2239,998,34906
POA3501,504,229,180,297,315,306,212,85,30,2162
POA3505,988,493,534,539,670,718,549,296,135,4918
POA3506,5,0,6,3,4,5,0,3,4,35
POA3507,29,21,14,12,18,32,42,12,3,177
POA3509,40,8,20,25,30,47,32,18,4,224
POA3512,75,15,30,45,37,60,54,30,10,361
POA3515,637,247,418,382,234,259,213,83,15,2495
POA3516,105,82,78,69,87,119,102,52,16,711
POA3517,223,123,119,134,187,254,241,126,82,1490
POA3518,153,84,92,87,170,286,249,124,39,1294
POA3520,16,11,12,11,15,36,27,18,3,158
POA3521,157,81,77,84,132,95,83,34,14,755
POA3522,42,33,25,32,52,61,50,22,10,337
POA3523,469,251,270,339,541,725,734,459,137,3925
POA3525,191,117,102,98,178,240,264,131,73,1382
POA3527,99,52,67,47,98,148,119,85,42,748
POA3529,28,16,13,8,15,19,16,3,0,120
POA3530,9,9,5,8,25,37,20,7,0,107
POA3531,36,21,21,14,33,31,25,8,8,195
POA3533,122,75,74,77,82,139,115,67,29,771
POA3537,178,96,75,97,124,166,168,112,91,1097
POA3540,22,33,16,13,33,56,51,22,9,259
POA3542,24,10,10,10,21,30,27,11,4,140
POA3544,40,38,24,26,22,50,36,16,8,256
POA3546,56,26,23,33,47,74,49,22,12,347
POA3549,749,393,705,659,406,489,398,162,71,4037
POA3550,6696,5700,5980,4726,5048,5213,4530,2738,1448,42078
POA3551,8315,4046,3926,4914,4657,4170,3347,1427,324,35116
POA3555,3553,2210,2948,2530,2280,2450,2347,1727,818,20868
POA3556,2650,1733,1953,1549,1578,1821,1589,776,305,13953
POA3557,175,92,101,103,118,131,79,41,4,842
POA3558,147,72,99,80,124,157,130,111,32,956
POA3559,98,55,56,55,65,110,81,59,11,575
POA3561,732,461,372,434,551,691,584,396,175,4393
POA3562,47,23,30,34,27,48,36,12,3,263
POA3563,154,96,77,79,95,139,100,55,27,831
POA3564,2884,1918,1932,1772,2221,2431,2105,1310,551,17122
POA3565,36,18,9,9,28,16,12,10,3,132
POA3566,105,45,44,61,83,93,87,51,8,569
POA3567,111,67,57,54,95,105,92,68,9,657
POA3568,427,241,236,270,358,396,489,316,132,2874
POA3570,139,74,53,83,126,165,126,50,11,834
POA3571,52,29,38,32,40,40,49,27,12,306
POA3572,22,17,7,18,22,23,19,6,0,135
POA3573,67,27,33,50,41,53,56,11,0,342
POA3575,152,77,74,101,106,141,121,47,24,839
POA3576,9,0,8,6,4,4,16,0,0,61
POA3579,912,483,488,551,628,821,816,487,235,5408
POA3580,163,92,80,104,135,196,205,117,14,1110
POA3581,16,10,6,14,24,37,25,20,0,144
POA3583,23,21,12,11,33,25,16,11,3,161
POA3584,213,130,122,119,131,171,138,84,17,1119
POA3585,2216,1292,1684,1402,1218,1396,1129,823,425,11591
POA3586,153,92,68,101,105,151,86,26,7,793
POA3588,71,41,46,40,40,64,55,27,11,403
POA3589,68,37,56,47,46,51,35,21,3,356
POA3590,66,37,37,44,36,66,35,12,0,340
POA3591,27,14,13,17,23,32,29,3,0,159
POA3594,72,48,92,51,80,96,74,36,9,548
POA3595,125,59,80,69,89,105,72,42,17,663
POA3596,17,17,5,15,21,15,17,3,6,108
POA3597,71,36,71,62,66,60,53,23,5,451
POA3599,25,11,17,14,19,33,33,5,6,147
POA3607,19,27,12,21,26,22,17,3,3,151
POA3608,413,230,265,303,307,475,493,246,100,2821
POA3610,216,140,204,164,256,251,234,102,29,1596
POA3612,220,116,140,125,265,361,311,179,59,1783
POA3614,207,93,101,117,148,123,90,29,0,915
POA3616,1006,543,679,592,718,765,666,418,139,5517
POA3617,28,21,10,17,28,30,25,7,0,161
POA3618,95,64,76,64,99,109,94,40,17,662
POA3620,1441,919,822,857,1020,1108,1037,712,331,8241
POA3621,513,264,266,235,302,300,285,152,73,2386
POA3622,114,52,55,66,56,96,66,18,7,525
POA3623,135,77,102,88,107,142,122,85,21,872
POA3624,104,69,68,58,57,89,68,42,11,569
POA3629,1612,1110,1207,1026,1196,1248,1127,650,245,9415
POA3630,6171,3963,4789,3784,3735,3629,3090,2068,935,32165
POA3631,3261,1677,1631,2013,1902,1759,1246,655,262,14411
POA3633,111,82,58,75,101,92,67,22,0,604
POA3634,399,217,157,230,283,281,205,75,19,1870
POA3635,87,58,67,38,82,95,73,36,5,549
POA3636,883,535,596,536,686,828,707,461,217,5457
POA3637,151,68,70,70,94,87,63,17,11,632
POA3638,364,270,203,209,251,347,295,169,83,2196
POA3639,52,34,36,36,64,117,91,40,6,481
POA3640,201,142,136,140,135,132,100,34,10,1025
POA3641,264,137,134,144,177,174,162,64,20,1263
POA3644,1544,882,1036,1000,1111,1211,1333,850,298,9271
POA3646,104,57,40,58,95,101,82,39,9,577
POA3647,0,62,10,3,7,0,0,0,0,85
POA3649,79,54,54,45,63,81,55,26,15,475
POA3658,1139,696,787,734,886,889,626,321,89,6174
POA3659,114,86,63,64,116,144,105,44,17,744
POA3660,1164,936,905,812,1007,1204,1055,558,229,7864
POA3662,262,387,311,208,90,19,7,0,0,1287
POA3663,20,12,19,19,19,36,28,15,0,171
POA3664,187,101,87,133,160,170,168,90,27,1127
POA3665,63,38,17,39,60,66,76,31,5,398
POA3666,702,426,420,499,575,835,945,493,227,5117
POA3669,195,95,87,114,181,277,296,149,62,1462
POA3670,88,43,49,55,76,126,112,25,6,594
POA3672,1499,1045,1118,1010,1210,1601,1611,1122,512,10721
POA3673,264,148,132,179,249,384,327,121,20,1813
POA3675,347,177,142,235,276,327,285,103,25,1924
POA3677,3308,2105,2261,2150,2300,2336,2211,1644,808,19129
POA3678,1198,613,485,694,989,1072,923,427,90,6494
POA3682,137,57,54,70,114,98,77,27,3,635
POA3683,246,175,130,161,282,303,266,153,24,1744
POA3685,469,264,284,283,360,445,435,235,94,2875
POA3687,174,93,92,118,149,141,167,79,23,1040
POA3688,253,127,154,160,186,216,140,55,10,1299
POA3690,6730,4255,4632,4299,4325,4215,3646,1942,650,34700
POA3691,2856,1581,1653,1670,1482,1458,1134,522,222,12580
POA3695,84,49,38,54,70,83,82,24,3,487
POA3697,97,41,37,67,70,118,94,34,14,571
POA3698,154,81,94,126,134,150,185,91,26,1035
POA3699,294,514,379,265,260,260,237,87,34,2326
POA3700,221,120,140,130,166,209,184,113,86,1378
POA3701,176,77,63,112,122,210,201,83,19,1061
POA3704,0,0,4,0,0,6,9,0,0,19
POA3705,24,23,20,21,41,52,46,16,3,247
POA3707,294,138,151,173,201,295,262,184,83,1787
POA3708,12,7,3,6,6,15,8,3,0,67
POA3709,33,13,9,31,30,62,84,27,4,302
POA3711,82,34,50,61,81,107,112,38,16,590
POA3712,43,27,23,40,46,71,69,34,7,358
POA3713,115,74,92,91,135,201,199,117,51,1065
POA3714,561,325,306,383,466,589,643,368,124,3763
POA3715,54,27,31,43,49,69,81,27,4,376
POA3717,513,309,257,350,472,629,571,336,92,3524
POA3718,7,7,0,9,14,19,24,13,3,86
POA3719,42,30,33,31,62,84,83,41,8,413
POA3720,74,55,66,40,113,135,145,44,5,677
POA3722,1053,455,544,691,661,868,784,460,179,5683
POA3723,897,820,584,556,677,774,670,230,47,5252
POA3725,125,53,53,71,73,106,121,25,8,631
POA3726,60,37,24,29,65,69,76,38,7,408
POA3727,38,30,28,28,34,61,35,34,8,298
POA3728,131,60,65,66,80,137,96,47,5,687
POA3730,1538,845,854,899,1128,1318,1542,1007,402,9520
POA3732,96,61,54,64,86,86,93,49,12,599
POA3733,31,21,20,19,23,41,41,21,5,229
POA3735,100,45,78,56,89,125,81,35,20,635
POA3737,660,426,386,440,545,713,618,382,190,4362
POA3738,27,20,25,18,29,39,29,7,0,193
POA3739,35,21,12,27,29,58,31,11,4,232
POA3740,215,100,109,152,181,167,149,83,14,1161
POA3741,669,543,529,553,592,665,543,303,92,4479
POA3744,112,31,37,78,77,69,60,21,11,501
POA3746,57,32,28,45,60,66,57,35,6,377
POA3747,795,406,370,593,709,799,785,382,129,4964
POA3749,369,157,119,232,274,367,269,166,85,2035
POA3750,7106,2435,5160,5232,2038,1256,846,257,43,24368
POA3751,20,15,11,9,20,22,33,13,3,147
POA3752,5204,3497,3295,3960,3760,2496,1507,790,386,24896
POA3753,1249,478,890,806,538,352,215,64,11,4597
POA3754,13556,5603,7567,9777,6098,3600,2660,1084,173,50118
POA3755,39,21,30,19,42,36,28,26,7,244
POA3756,3837,1875,2558,2393,1933,1673,1005,392,89,15755
POA3757,1825,1247,990,1146,1453,1198,1000,504,240,9597
POA3758,491,249,238,292,343,321,239,72,14,2251
POA3759,163,140,83,109,174,184,128,48,10,1037
POA3760,61,42,14,38,58,73,46,4,0,344
POA3761,184,164,84,133,185,189,155,59,9,1167
POA3762,29,8,15,7,17,25,11,3,3,124
POA3763,293,184,182,220,286,251,170,56,9,1651
POA3764,1981,1309,1238,1211,1450,1293,1125,715,265,10573
POA3765,1340,755,776,900,922,779,685,426,213,6789
POA3766,242,111,111,193,223,156,129,61,3,1228
POA3767,221,130,110,161,172,171,161,90,26,1227
POA3770,605,415,407,378,420,473,336,177,38,3256
POA3775,721,435,424,456,569,579,503,258,65,4011
POA3777,1808,1101,1167,1238,1451,1643,1294,787,317,10807
POA3778,34,16,13,9,39,43,37,9,0,196
POA3779,46,37,45,36,59,94,106,57,13,495
POA3781,1013,523,606,660,658,594,357,106,29,4551
POA3782,1449,956,708,992,1234,1132,885,396,123,7870
POA3783,507,302,265,285,387,365,242,123,21,2496
POA3785,16,4,12,13,4,8,5,3,0,64
POA3786,273,172,109,186,249,231,169,75,16,1487
POA3787,148,114,87,103,159,161,135,41,11,960
POA3788,316,168,150,224,295,261,242,78,11,1738
POA3789,50,32,28,21,48,45,34,20,3,289
POA3791,211,137,107,190,219,228,220,82,13,1392
POA3792,195,92,82,128,162,153,152,51,16,1022
POA3793,704,436,369,450,567,424,397,171,60,3571
POA3795,257,146,140,160,178,182,128,80,22,1297
POA3796,1934,1210,1297,1294,1278,1210,901,444,83,9655
POA3797,662,423,404,393,516,487,457,259,99,3695
POA3799,945,619,589,653,941,949,712,318,120,5850
POA3802,4303,2913,3316,3365,2913,3413,2671,1070,360,24333
POA3803,2229,1423,1711,1458,1290,1368,983,546,289,11292
POA3804,1484,1340,788,880,1313,1258,798,391,185,8429
POA3805,12177,8901,8155,8084,8326,6665,3679,1789,564,58347
POA3806,10678,6878,5541,7765,7596,5599,3757,2442,1015,51257
POA3807,1474,1187,740,975,1300,946,558,305,83,7560
POA3808,630,418,206,400,467,437,318,140,44,3065
POA3809,4872,2270,4145,3488,2017,1328,1044,352,42,19565
POA3810,13273,6597,9607,8630,6156,4532,3492,2202,789,55298
POA3812,455,316,257,303,406,379,255,80,32,2479
POA3813,158,144,112,91,146,169,84,44,15,950
POA3814,533,308,290,306,324,346,277,157,31,2569
POA3815,795,451,396,442,472,473,334,224,86,3677
POA3816,690,307,469,430,361,434,299,154,36,3172
POA3818,3449,1786,2261,1896,1947,2089,2001,1166,403,17002
POA3820,3671,2220,2690,2305,2376,2332,2148,1409,570,19718
POA3821,606,338,302,330,418,514,389,144,26,3072
POA3822,202,114,100,128,159,140,96,44,9,997
POA3823,361,211,267,220,223,331,310,133,45,2109
POA3824,1032,566,564,669,661,657,662,344,146,5294
POA3825,3444,2253,2519,2230,2575,2942,2698,1492,607,20766
POA3831,346,206,182,211,222,315,307,146,52,1990
POA3832,35,23,23,26,28,44,43,21,0,244
POA3833,34,46,49,31,50,77,65,34,3,385
POA3835,85,53,46,48,66,82,64,23,10,474
POA3840,3037,1922,2065,1856,2143,2439,2066,1189,489,17202
POA3842,943,662,646,553,540,624,571,294,50,4879
POA3844,5771,3604,4288,3980,3723,3930,3405,1955,868,31527
POA3847,400,220,277,265,280,336,299,138,21,2243
POA3850,2829,1726,1903,1788,1913,1884,1715,1070,469,15306
POA3851,845,520,712,836,839,1105,971,335,67,6224
POA3852,3,142,121,42,9,3,0,0,0,319
POA3854,285,167,164,164,205,227,157,67,12,1451
POA3856,228,119,127,152,117,163,128,29,3,1066
POA3857,60,41,42,43,48,59,69,15,3,382
POA3858,534,330,318,322,361,459,454,237,78,3101
POA3859,181,111,111,103,109,133,110,61,17,927
POA3860,1392,796,806,837,778,1013,986,505,165,7267
POA3862,675,375,434,401,408,481,504,196,49,3524
POA3864,39,18,25,24,30,46,42,17,0,248
POA3865,76,45,73,69,57,67,75,34,10,512
POA3869,309,177,206,190,223,284,202,88,27,1701
POA3870,201,121,126,130,157,273,188,77,19,1290
POA3871,540,251,248,317,414,460,435,223,85,2973
POA3873,71,19,26,54,31,52,45,14,0,322
POA3874,59,46,27,53,85,130,142,45,4,593
POA3875,3444,2058,2181,2043,2354,2729,2724,1722,631,19890
POA3878,135,93,91,85,141,239,294,122,42,1240
POA3880,389,235,238,244,402,705,1041,660,206,4126
POA3882,238,128,136,120,153,210,209,99,24,1314
POA3885,310,160,191,200,261,331,248,105,28,1839
POA3886,67,41,24,38,57,59,81,23,7,401
POA3887,25,18,11,37,40,43,52,19,0,243
POA3888,504,267,319,298,411,669,590,342,109,3498
POA3889,15,14,9,13,21,45,49,26,5,184
POA3890,44,23,20,33,43,81,50,22,3,329
POA3891,19,0,4,14,12,22,19,8,0,112
POA3892,131,67,71,112,124,251,295,126,47,1232
POA3893,4,0,0,5,0,13,6,0,0,24
POA3895,23,12,19,8,36,35,34,17,4,195
POA3896,59,27,27,27,54,57,58,28,0,329
POA3898,142,148,141,141,160,148,117,49,19,1068
POA3900,17,6,11,18,21,33,46,21,7,170
POA3902,48,45,29,35,54,68,90,54,3,431
POA3903,155,48,80,105,91,116,175,69,14,853
POA3904,242,103,110,161,208,385,484,201,26,1923
POA3909,1272,738,717,806,1003,1328,1628,906,295,8686
POA3910,4690,2729,3064,3290,3189,2937,2082,1090,373,23436
POA3911,569,447,445,420,512,502,359,177,49,3480
POA3912,2880,1816,2013,1886,1991,2090,1550,833,358,15422
POA3913,580,449,422,359,490,506,349,188,58,3411
POA3915,1945,1094,1361,1235,1209,1269,1278,890,299,10572
POA3916,127,74,77,74,133,205,222,122,49,1082
POA3918,723,437,410,447,574,609,574,319,53,4156
POA3919,650,364,464,420,443,433,332,156,33,3294
POA3920,105,810,274,108,54,16,0,0,0,1365
POA3921,19,13,11,18,25,23,30,11,4,144
POA3922,1547,724,854,1037,1202,1709,1769,896,336,10082
POA3923,76,61,45,62,83,163,193,72,16,759
POA3925,762,414,431,566,614,734,666,274,101,4565
POA3926,605,295,204,386,458,512,492,314,96,3358
POA3927,304,173,109,196,215,330,344,155,37,1869
POA3928,54,39,30,36,73,88,98,42,14,473
POA3929,117,92,47,79,129,251,271,152,30,1174
POA3930,3813,2178,918,2115,2955,2410,2103,1374,519,18374
POA3931,3907,2476,2091,2678,3415,3076,3483,2918,1390,25438
POA3933,138,157,74,88,165,162,128,62,25,1006
POA3934,3798,2245,1144,2238,3102,2418,2296,1595,594,19442
POA3936,1806,1239,1153,1337,1771,1896,2044,1348,444,13043
POA3937,271,170,106,143,255,327,308,114,35,1734
POA3938,401,298,245,301,402,505,619,345,91,3214
POA3939,2362,1459,1564,1640,1961,2251,2326,1568,600,15731
POA3940,665,369,468,439,510,541,777,819,680,5261
POA3941,2200,1113,1275,1486,1988,2080,2023,1102,378,13635
POA3942,357,238,201,247,356,497,650,349,79,2970
POA3943,225,134,132,155,231,367,594,320,65,2220
POA3944,86,64,67,53,103,174,211,180,38,966
POA3945,190,60,106,104,153,193,160,70,10,1048
POA3946,46,21,41,24,38,67,49,13,8,307
POA3950,867,523,537,496,646,704,680,396,204,5046
POA3951,164,118,66,80,165,175,168,49,9,995
POA3953,1516,814,731,903,979,1084,1147,674,245,8096
POA3954,49,40,19,33,58,89,45,26,7,373
POA3956,489,246,256,315,387,574,544,221,60,3088
POA3957,67,32,30,32,37,48,38,22,3,302
POA3958,49,27,19,25,44,45,38,20,4,287
POA3959,194,125,71,129,176,238,237,113,16,1311
POA3960,318,214,182,210,314,474,532,320,137,2701
POA3962,142,70,74,91,107,154,200,76,25,935
POA3964,32,14,17,18,17,35,18,8,4,167
POA3965,14,7,12,18,25,45,58,23,5,209
POA3966,92,49,44,51,81,72,96,36,11,536
POA3967,9,8,11,4,15,20,29,11,5,116
POA3971,588,341,355,369,518,712,750,393,142,4160
POA3975,4584,2311,2531,3437,2415,1450,814,305,158,18001
POA3976,5571,3719,4216,3639,3117,3023,1731,724,186,25926
POA3977,28783,14539,18197,19868,13839,10293,6685,3279,1106,116588
POA3978,12265,4536,9379,8713,3855,2219,1404,605,99,43081
POA3979,70,30,32,46,49,56,55,19,0,359
POA3980,697,405,412,440,493,462,382,140,38,3467
POA3981,1161,644,786,650,679,609,435,275,130,5369
POA3984,1249,663,926,799,914,1101,1038,480,114,7282
POA3987,333,178,164,215,265,240,147,64,10,1612
POA3988,208,108,134,134,127,173,134,65,10,1088
POA3990,12,7,6,10,18,32,20,12,0,116
POA3991,51,48,31,42,53,71,66,19,0,388
