POA_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA6337,128,44,78,87,72,81,38,8,0,536
POA6338,135,41,79,88,94,116,124,40,4,718
POA6341,57,27,33,39,36,26,28,6,0,253
POA6343,51,8,34,40,43,26,18,13,0,227
POA6346,143,137,278,203,255,209,93,26,15,1358
POA6348,200,49,147,128,150,172,142,87,16,1089
POA6350,50,21,33,30,49,51,51,34,6,318
POA6351,14,3,3,10,7,10,9,0,0,57
POA6352,33,10,24,33,27,30,19,7,0,190
POA6353,150,75,101,97,102,115,72,47,9,770
POA6355,87,20,50,70,71,75,52,13,0,435
POA6356,20,6,10,23,23,19,11,0,0,117
POA6357,6,6,7,8,15,3,10,0,0,53
POA6358,22,10,8,10,18,13,9,6,5,94
POA6359,83,58,113,117,112,115,65,25,12,700
POA6361,15,12,5,13,14,16,6,6,0,86
POA6363,21,5,10,11,19,7,3,8,0,86
POA6365,117,20,54,71,66,78,59,28,9,506
POA6367,51,21,34,30,48,70,52,21,9,328
POA6368,29,3,14,18,6,11,11,4,0,92
POA6369,116,34,77,59,94,94,71,53,34,639
POA6370,94,28,54,38,45,78,45,37,12,431
POA6372,9,8,7,15,18,21,24,9,7,112
POA6373,13,6,9,11,17,7,10,0,0,77
POA6375,144,68,92,100,95,112,138,63,38,845
POA6383,145,40,93,80,110,152,170,87,40,910
POA6384,4,4,0,0,13,0,0,0,0,23
POA6385,0,0,0,0,0,7,3,0,0,16
POA6386,17,16,8,13,12,20,13,0,0,102
POA6390,370,136,247,293,318,324,191,85,20,1979
POA6391,224,71,110,151,118,149,107,68,17,1011
POA6392,74,23,37,54,54,81,52,31,15,412
POA6393,26,8,8,13,22,20,16,6,0,120
POA6394,77,31,28,49,86,80,61,43,9,451
POA6395,304,100,154,211,167,256,155,108,51,1511
POA6396,56,20,34,55,61,65,37,17,3,351
POA6397,13,3,4,7,22,18,17,4,0,91
POA6398,62,31,45,46,87,135,108,66,10,580
POA6401,1504,936,919,936,1021,1150,980,514,205,8165
POA6403,23,13,7,14,20,32,17,17,0,141
POA6405,81,29,33,43,30,47,47,14,5,325
POA6407,180,227,114,100,108,104,86,44,20,997
POA6409,65,29,42,36,61,70,34,27,9,374
POA6410,131,69,90,97,126,158,119,96,42,924
POA6411,13,18,12,11,16,27,20,13,0,131
POA6412,12,9,3,0,11,17,4,0,0,58
POA6413,3,0,0,10,10,16,13,4,0,53
POA6414,19,3,11,4,9,14,14,3,0,77
POA6415,520,319,363,331,360,394,307,140,65,2799
POA6418,143,57,80,95,81,89,113,62,22,741
POA6419,8,8,9,0,15,8,0,5,0,50
POA6420,15,0,14,8,12,10,9,6,0,71
POA6421,36,14,14,26,28,13,19,4,0,149
POA6422,20,8,7,9,10,9,0,0,0,61
POA6423,17,16,37,47,61,70,29,15,8,296
POA6424,6,4,12,8,9,18,6,3,0,65
POA6425,13,0,10,6,6,23,5,3,4,72
POA6426,100,92,253,250,263,256,131,38,16,1397
POA6427,0,18,71,68,92,58,12,0,0,319
POA6428,11,6,6,6,15,12,9,0,0,59
POA6429,149,125,277,225,278,252,151,33,4,1492
POA6430,4859,2718,3793,3434,3015,2594,1365,539,168,22481
POA6431,125,218,359,328,308,203,61,17,0,1626
POA6432,1531,883,1140,1072,1000,1012,556,148,31,7378
POA6434,14,67,194,155,107,56,14,0,0,599
POA6436,14,32,59,84,62,73,50,9,0,387
POA6437,154,207,458,394,287,204,53,5,0,1768
POA6438,108,170,473,385,351,289,151,29,5,1962
POA6440,131,306,920,834,874,681,140,21,0,3909
POA6442,539,333,462,438,463,365,176,52,12,2843
POA6443,88,97,184,132,257,210,173,44,10,1189
POA6445,30,0,15,15,31,24,18,7,0,144
POA6446,27,8,15,18,20,15,7,5,0,115
POA6447,30,15,31,21,21,28,11,0,0,165
POA6448,97,81,54,43,55,50,46,12,6,436
POA6450,2555,1426,1485,1577,1757,1784,1381,876,272,13122
POA6452,0,0,0,0,0,0,0,0,0,4
POA6460,112,60,48,75,76,113,127,51,20,689
POA6461,86,46,31,62,65,57,87,34,6,483
POA6462,57,11,25,17,20,19,19,3,0,164
POA6463,7,5,6,3,0,5,4,0,0,28
POA6465,0,0,0,4,12,5,11,6,0,39
POA6466,4,3,12,3,0,6,4,0,0,42
POA6467,8,0,0,3,0,9,8,0,0,28
POA6468,34,16,18,31,31,41,15,9,0,191
POA6470,11,0,0,4,3,0,0,0,0,24
POA6472,22,9,13,22,31,23,15,5,3,145
POA6473,18,0,0,10,11,3,8,0,0,53
POA6475,49,17,27,35,55,52,61,24,3,331
POA6476,9,0,5,3,9,14,8,3,5,42
POA6477,40,11,27,27,36,41,19,9,7,226
POA6479,109,41,56,60,80,93,79,48,9,577
POA6480,5,0,3,0,11,4,8,0,0,37
POA6484,3,0,6,0,11,11,11,5,0,37
POA6485,57,30,45,40,50,66,71,57,7,436
POA6487,3,8,5,0,4,6,4,0,0,38
POA6488,18,7,22,8,23,28,25,14,0,154
POA6489,5,11,5,3,13,20,27,11,0,91
POA6490,38,34,14,20,42,43,52,10,4,253
POA6501,148,99,90,97,151,154,105,47,13,907
POA6502,217,116,84,119,152,192,179,98,29,1183
POA6503,396,200,275,274,288,352,298,172,27,2282
POA6504,29,18,21,16,29,47,36,24,3,219
POA6505,30,5,14,17,6,19,15,8,0,126
POA6506,9,4,3,11,9,10,9,6,0,59
POA6507,76,66,123,114,125,141,63,30,6,747
POA6509,22,14,10,24,24,30,24,15,0,169
POA6510,371,215,223,204,239,306,240,121,43,1954
POA6511,66,22,58,42,53,102,118,46,17,519
POA6512,16,6,3,13,19,24,12,9,5,85
POA6513,37,17,16,17,36,26,16,7,0,166
POA6514,66,33,37,37,65,135,156,70,14,618
POA6515,56,18,37,44,41,68,50,18,6,337
POA6516,291,128,190,212,245,336,404,146,43,1977
POA6517,62,32,43,64,44,65,70,31,10,413
POA6518,17,19,18,32,32,50,29,23,5,231
POA6519,110,38,67,92,79,90,75,45,6,608
POA6521,45,36,52,49,45,56,58,30,3,368
POA6522,81,24,40,57,72,106,99,41,4,530
POA6525,569,302,269,387,479,673,741,388,81,3893
POA6528,63,27,41,34,51,67,67,18,10,382
POA6530,6550,3942,3896,4087,4317,4300,3464,1972,781,33296
POA6532,1495,704,775,828,1045,974,778,243,58,6907
POA6535,269,98,118,171,191,317,348,161,60,1732
POA6536,264,151,167,230,276,509,608,224,38,2464
POA6537,329,123,313,277,278,548,614,208,14,2703
POA6556,320,233,173,223,297,333,196,73,23,1871
POA6558,117,283,660,618,409,278,132,48,6,2556
POA6560,247,147,130,127,201,221,160,93,15,1340
POA6562,277,120,115,170,202,165,208,82,12,1357
POA6564,50,22,31,31,44,60,56,16,4,312
POA6566,451,240,238,289,414,635,605,257,61,3189
POA6567,66,38,24,41,68,95,78,41,4,460
POA6568,25,9,14,17,22,45,32,15,3,177
POA6569,56,12,29,31,35,31,31,14,5,251
POA6571,8,3,4,20,5,11,7,0,0,62
POA6572,14,3,10,6,8,12,4,0,0,60
POA6574,9,5,14,3,12,6,8,4,0,66
POA6575,22,3,15,9,26,16,14,7,0,115
POA6603,212,96,122,143,131,158,151,69,21,1105
POA6605,8,4,7,0,10,8,3,0,0,41
POA6606,17,5,11,18,15,23,26,12,3,128
POA6608,26,9,16,15,18,32,16,5,0,140
POA6609,193,75,125,133,92,116,79,51,25,884
POA6612,32,11,20,25,14,37,33,15,8,191
POA6613,10,0,3,8,5,8,10,0,5,50
POA6614,0,0,3,0,0,0,4,0,0,13
POA6616,12,3,0,12,5,10,10,0,0,55
POA6620,68,70,192,206,189,170,65,22,8,984
POA6623,133,55,56,68,63,95,118,42,23,646
POA6625,9,11,4,3,8,4,4,3,0,56
POA6627,11,6,6,9,13,12,3,9,0,71
POA6628,10,0,4,0,0,5,0,0,0,15
POA6630,98,39,54,75,79,108,140,30,3,627
POA6631,0,0,0,0,0,5,0,0,0,17
POA6632,19,4,3,16,12,3,5,8,0,74
POA6635,53,78,302,191,218,152,58,17,4,1079
POA6638,124,99,227,252,254,240,137,24,3,1356
POA6639,4,24,46,29,40,73,47,22,0,279
POA6640,8,45,102,74,97,113,89,29,0,561
POA6642,171,253,506,410,422,363,197,47,0,2372
POA6646,91,129,343,259,257,145,66,9,0,1303
POA6701,1222,626,932,869,1010,1370,1623,599,98,8349
POA6705,53,15,23,37,41,62,68,14,0,310
POA6707,819,464,879,750,698,995,1216,416,44,6279
POA6710,244,83,299,286,333,378,374,108,11,2123
POA6712,0,7,64,80,92,45,6,0,0,298
POA6713,363,106,152,241,226,171,78,29,0,1354
POA6714,4499,2028,4110,4397,3423,2327,977,232,20,22017
POA6716,244,187,546,520,439,367,117,15,0,2434
POA6718,164,171,187,158,146,119,72,29,0,1051
POA6720,610,270,537,552,411,380,267,70,3,3102
POA6721,1068,381,1074,1140,840,817,509,131,10,5981
POA6722,2836,1378,2630,2354,1859,1449,526,115,33,13166
POA6725,3122,1422,2280,2223,1918,2291,2125,582,85,16054
POA6726,1514,722,1281,1160,1162,1430,1511,534,49,9365
POA6728,1340,859,1174,931,892,976,733,152,31,7089
POA6740,405,221,339,398,385,360,226,52,3,2386
POA6743,1711,844,1491,1223,1177,1364,1040,205,28,9092
POA6751,990,619,1908,1809,1699,1292,501,100,5,8923
POA6753,1314,1045,3275,3073,2715,1780,374,42,6,13623
POA6754,276,155,302,360,307,217,39,12,3,1670
POA6758,38,172,756,746,589,357,55,9,4,2718
POA6760,82,161,476,489,466,375,158,32,6,2252
POA6762,66,154,356,294,251,172,24,3,0,1316
POA6765,413,264,358,268,265,276,198,44,4,2099
POA6770,890,579,677,597,516,561,475,111,12,4418
POA7000,1810,2396,3693,2141,2153,2041,1606,769,333,16944
POA7004,1039,975,1525,1044,932,936,880,538,235,8105
POA7005,1730,1949,2822,1559,1445,1466,1545,951,436,13902
POA7007,589,406,422,459,483,392,374,144,40,3303
POA7008,2020,1392,2435,1852,1663,1535,1247,646,341,13130
POA7009,2226,1544,3063,1956,1510,1455,1150,617,206,13724
POA7010,2837,2005,3725,2282,1915,2085,1751,1181,563,18337
POA7011,2796,1808,2563,1980,1819,1852,1398,1047,401,15673
POA7012,146,83,79,116,133,134,94,28,3,817
POA7015,1656,991,1512,1337,1164,1341,1376,1006,658,11038
POA7016,594,399,641,520,360,316,169,128,41,3157
POA7017,1147,681,764,835,843,836,690,320,90,6201
POA7018,3703,2404,3329,2953,2800,2719,2645,1817,686,23062
POA7019,1737,1001,1616,1074,766,683,606,230,60,7766
POA7020,490,272,233,359,419,457,275,83,17,2597
POA7021,509,239,285,331,309,391,274,150,51,2544
POA7022,150,73,88,112,125,149,153,63,19,934
POA7023,51,26,29,29,51,78,70,27,7,360
POA7024,134,43,52,84,86,83,60,9,6,565
POA7025,303,154,130,217,250,306,263,144,38,1811
POA7026,225,120,178,130,142,169,110,62,16,1150
POA7027,44,43,57,46,44,65,44,15,3,368
POA7030,4372,2495,2785,2411,2456,2301,1859,745,145,19570
POA7050,2477,1654,2442,1928,1590,1447,1477,945,340,14305
POA7052,1384,793,842,1042,982,954,915,466,143,7524
POA7053,585,437,261,384,553,485,456,225,111,3506
POA7054,2073,1028,978,1280,1312,1172,983,489,147,9458
POA7055,123,69,94,89,61,39,39,20,4,533
POA7109,1750,947,1088,1218,1313,1556,1148,510,135,9662
POA7112,617,344,283,380,453,513,615,231,42,3471
POA7113,182,118,131,121,168,220,188,101,98,1322
POA7116,424,233,216,284,305,411,402,172,23,2476
POA7117,104,57,77,83,122,186,161,89,22,911
POA7119,11,4,0,6,5,9,3,3,3,39
POA7120,258,208,163,171,253,354,281,150,40,1874
POA7139,0,0,0,0,4,0,0,0,0,13
POA7140,2154,1390,1364,1470,1580,1780,1400,710,211,12062
POA7150,472,273,298,380,507,559,434,180,42,3143
POA7155,146,78,42,110,138,146,163,69,16,904
POA7162,105,49,42,62,79,139,113,66,4,664
POA7163,58,24,22,52,57,61,67,33,4,375
POA7170,1065,637,559,707,864,890,673,279,43,5718
POA7171,682,397,565,481,437,479,438,209,64,3748
POA7172,789,431,606,521,486,556,513,340,146,4387
POA7173,1260,765,866,940,955,1252,920,315,64,7338
POA7174,40,15,31,19,26,31,28,14,0,198
POA7175,20,14,15,18,16,36,26,12,4,166
POA7176,36,27,22,12,30,36,7,3,4,181
POA7177,76,29,48,50,50,68,70,36,9,441
POA7178,34,19,27,28,27,74,54,19,13,305
POA7179,40,24,32,38,51,92,91,36,9,421
POA7180,17,11,16,12,11,43,51,14,0,163
POA7182,23,15,42,35,23,61,57,25,5,272
POA7183,0,0,0,6,8,12,5,4,0,37
POA7184,111,63,60,78,131,166,160,99,22,875
POA7185,12,3,8,14,16,40,25,11,4,132
POA7186,25,16,12,21,18,30,55,20,3,198
POA7187,16,5,3,6,22,34,27,10,8,141
POA7190,341,220,267,289,394,703,738,373,111,3433
POA7209,43,31,25,28,63,77,97,38,14,411
POA7210,159,100,106,101,135,166,192,92,34,1091
POA7211,44,29,31,25,31,56,24,14,9,252
POA7212,269,152,174,185,249,308,270,140,35,1776
POA7213,45,30,26,31,49,47,52,14,0,301
POA7214,74,49,40,70,88,118,123,39,15,613
POA7215,536,235,528,481,546,819,738,304,66,4258
POA7216,430,221,259,301,421,736,729,398,97,3604
POA7248,2966,2693,3422,2078,1833,1730,1373,840,277,17211
POA7249,2414,1615,2383,1737,1602,1443,1256,928,566,13946
POA7250,8577,6126,6732,6137,6716,6420,5664,3495,1348,51213
POA7252,457,253,280,328,428,528,428,185,32,2924
POA7253,867,536,529,524,577,772,779,406,142,5130
POA7254,109,36,61,56,86,109,75,24,10,558
