POA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
POA2029,0,4,0,0,0,0,3,28,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,8,17,15,0,0,6,0,3,0,0,74,0,9,14,10,7,7,8,19,0,5,5,5,0,0,0,88,0,0,0,4,0,7,0,9,4,0,0,0,0,0,0,38,0,0,0,0,4,0,14,9,4,0,0,0,0,3,0,31,0,0,3,5,3,3,0,0,0,0,0,0,0,0,0,12,0,0,3,5,10,3,4,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,21,0,8,17,17,38,34,42,32,0,3,6,7,4,3,4,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA2030,0,0,0,0,0,0,0,45,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,9,11,14,4,0,0,0,0,0,0,3,46,0,20,11,11,7,11,9,13,3,0,0,5,0,0,0,89,0,0,3,0,0,10,7,0,0,0,0,0,0,0,0,28,0,0,0,6,4,13,6,3,0,0,0,0,0,0,0,31,0,3,5,7,5,3,6,0,0,0,0,0,0,0,0,24,0,0,0,15,11,10,14,7,5,4,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,5,0,8,6,0,0,0,0,0,0,0,31,3,7,25,34,33,39,46,27,0,4,0,0,0,9,3,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
POA2031,0,6,0,9,0,0,0,77,0,0,3,10,0,0,0,4,0,0,0,0,0,0,0,28,0,3,22,11,42,74,221,311,78,88,145,204,88,14,20,1320,7,40,43,16,13,11,37,74,3,3,11,5,4,0,9,267,0,0,0,3,15,21,38,21,4,0,6,3,4,5,6,128,0,0,0,0,11,12,19,13,3,6,0,6,4,0,0,78,4,0,13,14,13,4,0,3,0,0,0,0,0,0,0,58,0,0,17,32,52,32,30,26,13,10,24,19,13,0,7,272,0,0,0,0,0,0,4,11,3,8,12,15,6,0,0,55,0,7,3,0,10,9,10,9,3,0,0,5,0,0,8,69,4,11,38,78,130,110,145,94,18,18,17,26,8,19,22,739,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,20
POA2032,3,5,8,18,8,5,3,79,0,0,0,4,0,11,11,4,0,0,0,0,0,0,0,24,0,0,4,7,14,23,44,30,0,11,0,15,3,8,0,163,5,30,23,13,4,4,9,10,0,3,3,0,0,0,0,115,0,0,0,5,10,13,11,6,0,0,3,7,0,0,0,52,0,0,3,0,9,17,31,11,5,0,9,7,4,0,3,94,0,4,7,17,10,0,8,0,0,0,0,0,5,0,0,51,0,3,19,22,69,32,46,36,9,17,26,31,21,0,8,337,0,0,0,0,0,0,0,11,4,8,22,7,4,0,0,57,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,16,0,5,14,22,46,45,41,23,0,3,0,8,5,9,5,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,5,5,7,4,18,14,4,0,0,69
POA2033,4,7,4,8,0,3,0,53,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,0,0,0,8,7,24,41,6,9,7,6,10,0,0,117,0,23,10,0,0,3,9,21,6,7,7,5,0,0,3,91,0,0,0,0,6,14,19,6,5,0,6,3,0,0,0,58,0,0,0,0,13,10,35,15,0,3,0,0,3,0,0,85,0,0,8,0,8,0,0,0,0,0,0,0,3,0,0,26,0,0,5,14,34,11,25,23,19,7,9,20,33,0,4,213,0,0,0,0,0,0,0,0,3,8,12,5,0,0,0,35,0,7,0,0,0,0,6,4,0,4,0,0,0,0,0,24,0,0,7,16,27,41,43,24,6,5,9,15,5,6,3,211,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,7,5,0,3,4,5,0,0,0,35
POA2034,0,0,0,0,0,0,0,35,0,0,0,5,0,17,5,9,0,0,0,0,0,0,0,36,0,0,14,11,31,35,110,175,30,48,99,130,48,14,7,749,0,16,12,9,3,9,23,28,4,7,4,18,0,0,6,142,0,0,0,3,7,10,12,0,0,0,0,0,0,0,0,42,0,0,0,5,5,3,6,5,0,0,0,0,0,0,0,35,3,3,18,18,7,0,3,6,0,0,0,0,0,0,0,64,0,3,10,29,30,15,16,8,9,0,0,6,0,0,0,118,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,3,4,0,4,5,3,5,5,3,20,7,0,0,68,0,3,13,57,55,70,98,77,14,13,17,9,9,11,15,452,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,13
POA2035,0,0,0,0,0,0,0,71,0,0,4,0,13,20,17,15,0,0,0,0,0,0,0,64,3,0,9,14,37,49,168,154,20,42,37,54,20,3,7,615,3,93,82,25,12,8,25,52,10,12,9,11,7,0,14,364,0,0,0,5,28,28,32,22,0,0,6,6,0,0,0,131,0,0,0,0,26,8,32,14,3,4,4,0,0,0,0,101,0,9,23,41,14,10,12,3,0,3,0,0,0,0,5,119,0,4,26,65,125,49,83,25,5,13,6,5,5,4,8,438,0,0,0,0,3,5,7,3,0,8,10,0,0,0,3,42,3,9,4,3,5,5,12,13,4,3,0,6,0,0,3,61,0,3,32,62,105,98,114,47,10,16,15,15,8,13,17,546,0,0,0,4,8,0,4,0,3,0,0,0,0,0,0,22,0,0,0,0,5,0,3,7,0,0,5,0,0,0,0,23
POA2036,7,4,6,4,0,0,8,118,0,0,11,3,19,91,50,24,21,13,15,3,0,0,0,259,0,3,29,23,36,33,170,202,34,52,53,70,24,3,13,758,7,46,44,29,9,7,22,30,3,5,0,4,7,0,15,223,0,0,4,3,9,18,19,10,0,3,0,3,0,0,3,76,0,0,0,10,18,11,28,5,0,0,0,5,0,0,0,86,0,5,27,31,15,3,6,0,0,0,0,0,7,3,11,115,0,0,14,47,104,27,45,5,11,11,8,4,0,0,11,293,0,0,0,0,0,3,10,3,0,0,5,0,0,0,0,22,0,8,5,3,11,4,13,4,0,0,4,0,0,0,6,57,5,7,33,105,119,97,112,63,4,10,9,10,5,7,34,626,0,0,3,3,4,4,3,0,0,0,0,0,0,0,7,20,0,0,0,0,11,3,0,10,0,6,6,6,3,0,0,53
POA2037,5,0,0,8,0,0,0,71,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,19,12,29,14,0,3,0,5,0,0,0,98,3,8,12,5,4,6,13,35,4,3,11,10,6,0,0,116,0,0,0,3,9,26,22,18,3,5,3,4,0,0,0,90,0,0,0,5,13,17,29,8,6,0,14,5,8,0,4,103,0,0,5,4,16,6,0,3,0,0,0,0,3,0,0,37,0,0,11,16,42,20,35,20,7,0,5,0,3,0,7,160,0,0,0,0,0,6,9,0,0,3,0,4,0,0,0,23,0,5,3,0,0,4,4,16,0,6,6,5,0,0,0,40,4,0,29,67,81,75,79,49,14,15,12,17,12,12,10,471,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,4,4,3,0,0,0,0,0,0,14
POA2038,0,7,0,0,0,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,4,5,8,13,13,0,4,0,0,4,0,0,66,0,21,24,9,0,4,3,0,0,0,0,0,0,0,4,80,0,0,0,0,0,5,4,0,3,4,0,0,5,0,0,20,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,24,0,3,3,3,6,0,0,0,0,0,0,0,0,0,3,20,0,0,4,7,16,5,4,0,5,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,20,0,7,15,39,42,30,49,26,3,0,5,4,5,0,9,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
POA2039,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,23,14,38,28,0,0,3,0,0,0,0,114,0,8,11,0,6,5,10,9,0,0,0,5,0,0,3,53,0,0,0,0,5,3,8,9,0,0,0,0,0,0,0,30,0,0,0,3,3,9,3,7,0,0,0,3,0,0,0,28,0,0,6,0,5,0,0,0,5,4,0,0,0,0,3,18,0,0,3,4,9,8,6,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,24,0,0,16,29,41,31,64,16,0,0,0,3,3,4,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA2040,0,0,0,0,0,0,0,53,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,14,0,0,0,13,29,41,57,45,3,8,4,3,0,0,0,205,9,126,177,52,13,16,27,46,3,6,4,9,0,0,14,513,0,0,0,0,15,6,24,15,0,0,0,0,5,0,6,81,0,0,0,4,16,7,16,10,0,0,0,0,0,0,3,65,0,5,11,7,12,0,0,3,0,0,0,0,0,0,0,38,0,0,0,21,26,21,17,15,0,3,0,0,0,0,3,111,0,0,0,0,4,3,4,4,6,0,4,5,0,0,0,20,0,4,5,5,7,3,5,3,4,0,6,0,0,0,0,46,0,7,29,67,90,128,125,53,3,7,20,6,5,3,9,558,0,4,8,12,5,0,8,0,0,0,0,0,0,0,0,34,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,9
POA2041,0,0,0,0,0,0,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,8,0,0,5,13,34,38,60,35,3,0,9,0,0,6,0,202,3,23,21,7,6,8,15,20,5,0,0,3,0,0,12,116,0,0,0,11,9,8,10,5,0,4,0,0,0,0,0,44,0,0,0,8,13,6,13,4,0,0,4,0,0,0,6,44,0,0,7,0,6,0,0,3,0,0,0,4,0,0,0,20,0,0,7,6,25,5,13,0,0,0,0,3,0,0,0,56,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,9,0,11,7,4,0,4,16,12,0,5,5,5,0,0,0,63,3,3,32,54,80,80,69,27,3,3,10,8,0,0,8,395,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA2042,0,3,0,6,0,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,22,29,39,31,10,8,4,6,5,6,0,163,0,5,9,3,3,3,3,27,6,16,5,9,4,0,4,97,0,0,0,0,5,18,22,13,9,5,3,12,0,0,0,93,0,0,0,3,6,7,22,10,5,0,4,0,3,0,0,68,0,0,6,0,18,3,0,0,0,0,0,0,3,0,0,40,0,0,6,13,28,6,27,17,7,5,11,3,0,0,0,117,0,0,0,0,0,0,13,4,0,4,3,10,0,0,0,35,0,5,3,0,0,9,13,13,0,4,4,0,0,0,0,51,0,0,7,42,90,102,93,67,12,16,7,15,6,9,6,477,0,0,10,12,3,0,3,0,0,0,0,0,0,0,0,28,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,25
POA2043,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,30,26,3,8,8,6,0,0,0,103,0,0,3,3,0,7,3,18,0,0,5,0,0,0,0,48,0,0,0,3,0,5,10,8,5,3,3,3,0,0,0,42,0,0,0,4,8,15,14,10,4,0,6,0,0,0,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,30,10,16,19,3,6,0,0,0,0,0,93,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,6,5,0,4,0,0,0,3,0,0,0,16,0,0,5,20,33,53,78,47,15,8,10,14,12,0,7,304,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4
POA2044,0,0,0,0,0,0,0,8,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,8,7,20,19,0,0,0,0,0,0,0,63,0,3,8,3,5,0,4,7,0,3,3,0,0,0,4,43,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,28,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,21,0,3,7,8,4,0,3,4,0,0,0,0,0,0,0,27,0,0,0,0,12,8,14,9,0,0,0,5,0,0,0,53,0,0,0,0,0,6,9,4,3,8,10,0,0,0,0,41,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,17,0,0,3,26,34,38,30,25,4,6,0,3,5,5,4,180,0,0,59,57,7,5,0,0,0,0,0,4,0,0,3,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA2045,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,8,9,0,0,0,4,0,0,0,37,20,262,286,54,9,6,3,3,6,0,0,3,0,0,15,675,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,10,3,0,0,4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,17,22,17,19,10,0,0,0,0,0,0,5,99,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA2046,7,5,0,0,3,0,0,98,0,0,0,4,0,0,3,6,0,0,0,0,0,0,0,21,0,3,9,21,21,35,65,50,8,5,5,8,0,0,0,226,39,551,692,134,39,33,38,90,9,22,8,11,8,0,91,1752,0,0,0,3,9,16,22,5,0,0,0,0,0,0,0,59,0,0,0,16,45,41,37,11,0,5,0,3,0,0,9,164,0,5,24,52,19,7,3,0,0,0,0,0,0,0,0,120,0,0,7,21,47,13,18,21,0,4,0,0,0,0,5,140,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,11,0,8,0,0,3,8,0,4,0,0,0,0,0,0,4,31,0,0,21,56,73,84,86,39,7,3,7,6,3,0,14,393,0,0,3,12,6,5,3,0,0,0,0,0,0,0,0,35,0,0,0,0,7,3,4,7,0,3,0,4,0,0,0,24
POA2047,4,0,3,0,0,0,0,46,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,8,0,18,17,25,28,0,3,3,4,4,0,0,111,12,81,71,10,9,3,14,25,0,3,0,5,4,0,8,255,0,0,0,6,10,6,11,4,0,0,0,0,0,0,0,29,0,0,0,6,12,12,11,5,0,4,0,0,4,0,0,56,0,4,5,8,3,3,3,0,0,0,0,0,0,0,0,32,0,3,8,19,18,7,11,4,0,0,0,0,0,0,7,83,0,0,0,0,0,0,5,0,3,3,0,3,0,0,0,9,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,17,4,9,9,39,36,52,49,34,4,5,3,0,0,0,3,253,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,9
POA2048,0,5,0,3,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,15,12,0,0,0,0,0,0,0,46,0,31,19,6,7,3,6,0,0,0,0,0,0,0,0,85,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,21,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,12,15,6,0,0,0,0,3,0,0,5,43,0,0,0,0,0,0,6,4,3,0,3,4,0,0,0,19,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,10,0,0,3,12,35,46,29,12,0,0,4,0,4,0,5,157,0,0,3,12,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA2049,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,7,6,11,9,38,16,0,0,0,0,0,0,3,88,0,29,36,17,4,8,14,25,4,6,7,3,0,0,10,164,0,0,0,0,4,10,15,7,0,3,0,6,0,0,0,52,0,0,0,0,13,4,18,4,4,0,0,0,0,0,3,43,0,4,17,8,5,0,0,4,3,0,0,0,0,0,0,44,0,0,3,8,20,17,16,3,3,5,0,0,0,0,0,68,0,0,0,0,0,0,10,3,0,5,10,0,0,0,0,24,0,0,0,0,5,3,9,3,0,0,0,0,0,0,0,24,0,0,8,35,47,41,47,28,3,12,5,9,0,0,5,246,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,7
POA2050,4,0,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,9,15,17,0,6,0,4,0,0,0,70,3,0,9,0,0,0,7,21,4,7,3,0,0,0,0,50,0,0,0,0,8,12,16,10,0,0,5,3,5,0,0,59,0,0,0,4,15,5,22,3,0,0,0,0,4,0,0,62,0,0,4,9,0,6,0,0,0,0,0,0,0,0,0,21,0,0,7,4,16,20,22,17,3,9,4,0,3,6,0,101,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,9,9,0,0,0,0,0,0,0,23,0,3,3,19,36,49,69,32,10,10,9,16,14,8,0,276,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,14
POA2060,10,9,3,8,3,0,0,123,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,8,3,15,3,15,18,7,6,4,4,3,0,0,85,0,12,6,0,0,3,9,20,10,6,0,11,0,0,0,82,0,0,0,12,9,19,50,20,10,9,9,18,4,3,4,158,0,0,0,9,17,27,36,12,10,7,9,18,4,0,3,154,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,16,0,0,7,16,46,23,25,10,4,4,9,6,0,3,0,160,0,0,0,0,0,0,4,3,0,4,10,9,4,0,0,46,4,12,5,7,0,3,3,6,3,0,0,0,0,0,0,49,0,7,24,38,59,42,73,45,11,16,7,20,3,13,0,351,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,8,4,6,0,0,0,0,0,28
POA2061,0,0,0,0,0,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,7,0,12,10,3,7,0,0,0,0,0,48,0,4,6,0,6,3,5,13,4,5,8,4,3,0,0,55,0,0,0,4,8,0,6,0,4,7,5,5,10,5,0,63,0,0,0,3,15,19,15,6,0,0,0,3,5,8,0,76,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,27,22,0,15,3,0,3,5,5,3,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,8,23,25,26,14,27,0,0,4,3,3,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
POA2062,0,4,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,14,9,8,3,0,0,0,0,0,0,0,44,0,9,10,3,0,0,0,12,0,0,4,0,0,0,6,43,0,0,0,3,18,14,14,12,0,0,4,4,9,0,0,79,0,0,0,4,9,13,8,6,0,0,0,5,0,0,0,38,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,11,4,6,5,5,5,0,0,3,0,0,47,0,0,0,0,0,0,5,0,0,5,10,3,0,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,17,17,32,40,27,10,0,0,4,3,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA2063,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,9,3,6,0,0,0,0,0,0,0,29,0,13,4,0,3,0,0,3,0,0,0,0,0,0,0,29,0,0,0,4,24,19,21,14,0,0,0,7,7,0,4,104,0,0,0,0,8,3,4,0,0,0,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,0,0,11,23,19,10,5,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,0,0,4,0,0,4,3,3,0,0,0,0,0,0,0,13,0,0,6,17,26,27,34,9,0,0,3,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA2064,0,4,0,5,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,0,0,0,0,0,0,0,28,0,8,13,0,0,0,9,10,0,0,0,0,0,0,0,43,0,0,0,3,17,48,58,20,3,6,8,0,3,0,7,186,0,0,0,7,17,29,45,27,0,0,0,0,3,0,0,133,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,13,45,17,33,12,0,4,3,9,0,0,0,140,0,0,0,0,0,0,31,30,7,18,32,23,3,0,0,146,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,7,13,23,33,28,18,3,0,5,0,3,6,0,141,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,4,11,4,9,0,0,4,7,0,0,0,38
POA2065,8,21,13,15,11,0,14,272,0,0,4,3,0,3,8,0,0,0,0,0,0,0,4,31,0,0,7,12,28,33,43,40,5,6,10,15,6,0,6,201,3,22,17,10,5,4,16,41,11,6,11,3,6,0,14,163,0,0,0,11,48,84,126,63,28,37,42,59,36,24,21,584,0,0,0,13,50,70,105,43,7,12,6,9,0,3,12,337,0,0,10,22,9,9,10,0,0,0,0,4,0,0,15,70,0,0,19,51,100,55,76,40,11,10,18,15,7,4,7,409,0,0,0,0,0,0,20,17,4,20,33,17,3,0,0,124,0,4,6,0,7,8,18,10,3,9,0,5,0,3,5,87,8,8,41,79,133,161,180,99,11,22,33,12,8,11,26,825,0,3,10,8,3,3,4,0,0,0,0,0,0,0,4,38,0,0,0,0,0,8,17,16,6,8,7,6,0,0,0,63
POA2066,30,38,9,12,10,0,7,480,0,0,3,4,0,3,4,3,0,0,0,0,0,0,0,14,0,4,9,9,43,26,32,59,0,3,6,0,0,0,0,204,13,30,28,13,7,15,13,39,7,0,0,4,3,3,0,181,0,0,0,13,32,62,100,52,8,7,4,7,0,0,4,293,0,0,0,10,51,58,95,41,10,6,4,6,0,4,7,312,3,0,18,13,13,12,7,3,0,0,0,0,0,0,0,77,0,9,26,56,117,62,103,40,11,10,11,5,0,3,4,451,0,0,0,0,0,0,49,23,9,19,53,22,0,0,6,179,4,20,6,3,3,6,14,12,0,0,0,5,0,0,0,73,10,12,36,83,92,121,120,67,3,6,5,14,7,0,9,591,0,6,8,4,3,4,9,4,3,3,0,0,0,4,0,38,0,0,0,3,9,8,6,24,3,4,9,3,3,0,0,79
