POA_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA6027,13,38,199,4455,7132,1274,197,336,13636,0,79,121,469,75,3,0,46,790,8,75,110,316,105,24,12,39,689,8,148,233,786,185,26,12,83,1485,0,7,16,21,5,0,0,0,51,0,56,197,58,5,0,0,35,358,4,100,247,124,0,0,0,42,518,0,0,0,0,0,0,0,0,0,0,10,14,3,5,0,3,0,30,4,173,473,203,20,0,3,77,950,0,0,0,10,4,0,0,71,91,3,4,7,6,0,0,0,20,32,29,374,908,5458,7332,1300,210,587,16192
POA6028,6,34,77,954,5469,753,100,138,7539,0,8,38,168,25,0,0,19,254,0,0,0,8,8,4,0,0,19,0,8,40,173,29,4,0,20,269,0,17,21,38,0,0,0,9,84,0,14,56,29,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,34,75,66,0,0,0,10,197,0,6,0,3,0,0,0,12,20,0,0,0,0,0,0,0,4,6,3,89,201,1200,5505,763,96,185,8033
POA6029,0,0,54,313,396,92,16,22,889,0,0,33,33,0,0,0,5,67,0,0,32,26,0,0,0,5,67,0,0,66,58,0,0,0,7,135,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,371,399,92,16,33,1034
POA6030,9,40,358,3628,7660,913,112,536,13252,0,64,500,554,54,0,3,79,1262,0,24,109,69,9,0,0,17,222,0,85,606,620,62,5,5,93,1481,0,0,0,0,0,0,0,0,11,0,29,66,12,0,0,0,12,118,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,0,5,5,0,0,14,0,35,78,21,3,5,0,15,151,0,0,0,0,0,0,0,9,13,0,0,0,4,5,0,0,3,11,12,166,1044,4274,7729,916,111,659,14913
POA6031,7,10,102,1584,3771,303,46,171,5993,0,16,66,75,12,0,0,19,183,0,0,17,3,0,0,0,0,23,0,16,82,78,12,0,0,17,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,9,0,4,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,7,29,189,1656,3787,308,48,193,6214
POA6032,0,3,3,16,22,9,3,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,22,9,3,12,73
POA6033,0,0,8,33,64,16,10,10,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,64,16,10,10,143
POA6034,0,4,6,487,696,32,8,53,1279,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,494,699,28,8,53,1287
POA6035,4,10,123,1225,2026,203,24,168,3785,0,0,45,32,0,0,0,6,84,0,0,0,17,0,0,0,0,15,0,0,45,49,6,0,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,18,164,1268,2031,203,24,176,3896
POA6036,0,27,274,2092,3030,299,37,216,5974,0,6,40,44,5,0,0,8,104,0,17,33,3,0,0,0,4,56,0,25,71,50,4,0,0,7,160,0,8,26,6,0,0,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,28,6,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,62,374,2150,3039,299,37,223,6189
POA6037,0,8,89,484,614,112,22,98,1426,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,8,94,487,611,112,21,97,1435
POA6038,7,14,79,1380,1844,100,10,108,3534,0,0,6,25,11,0,0,0,39,0,0,16,24,0,0,0,0,40,0,0,20,48,10,0,0,4,83,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,102,1436,1855,100,9,115,3629
POA6041,8,16,34,186,261,44,23,42,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,16,36,186,261,44,23,47,611
POA6042,0,0,3,18,14,5,0,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,6,5,18,14,4,0,14,60
POA6043,0,0,13,46,36,3,0,3,106,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,6,0,0,0,8,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,7,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,12,49,39,3,0,6,130
POA6044,5,17,61,227,145,31,9,40,524,0,0,15,6,3,0,0,3,33,0,0,0,0,3,0,0,0,6,0,0,20,9,5,0,0,3,38,0,9,3,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,4,0,0,0,19,5,5,0,0,4,0,0,6,27,3,0,0,0,0,0,0,0,4,8,35,84,236,156,31,9,50,610
POA6050,0,31,389,1345,1317,434,62,63,3643,0,51,357,158,17,3,0,28,608,0,11,210,322,44,0,0,9,601,0,62,567,473,58,3,0,37,1212,8,187,406,19,0,0,0,47,667,5,195,267,9,0,0,0,36,517,20,137,198,31,0,0,0,31,419,0,16,80,0,0,0,0,11,112,0,0,0,0,0,0,0,0,3,32,532,957,66,3,0,0,130,1721,0,0,3,4,0,0,0,10,22,0,0,0,0,0,0,0,3,0,31,627,1921,1891,1386,435,61,247,6594
POA6051,0,37,283,1022,523,89,16,55,2028,0,24,232,247,14,5,0,25,536,0,152,693,651,77,3,0,98,1683,0,179,927,896,89,3,0,123,2221,3,188,736,215,3,0,0,75,1224,3,116,311,42,0,0,0,31,503,7,184,188,0,0,0,0,38,413,0,141,111,19,0,0,0,17,281,0,0,0,0,0,0,0,0,0,13,628,1349,276,3,0,0,154,2429,0,0,0,0,0,0,0,13,16,0,0,0,6,0,0,0,3,7,19,843,2555,2199,618,97,14,348,6697
POA6052,3,36,452,1695,1084,120,20,95,3496,5,20,191,186,26,3,0,7,442,0,8,38,126,32,0,0,3,209,5,32,233,312,52,5,0,8,647,0,94,174,20,3,0,0,14,308,4,86,123,3,0,0,0,9,228,3,70,0,0,0,0,0,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,247,302,21,3,0,3,38,616,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,6,8,311,985,2032,1145,123,24,144,4774
POA6053,7,46,659,2533,1429,188,22,136,5019,0,130,340,286,46,0,0,63,867,0,0,60,60,24,0,0,4,160,0,134,400,345,71,3,0,64,1030,0,21,108,0,0,0,0,9,133,0,5,82,0,0,0,0,7,94,0,0,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,26,196,3,0,0,0,19,251,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,4,6,211,1260,2884,1501,196,19,221,6298
POA6054,7,54,557,3329,2231,312,64,289,6836,0,111,358,649,29,6,0,99,1255,0,17,52,125,21,0,0,26,241,9,124,404,775,54,10,0,123,1497,0,22,116,94,0,0,0,9,235,0,12,16,0,0,0,0,8,43,0,15,34,6,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,10,0,49,174,94,0,0,0,22,344,0,0,0,0,0,0,0,4,10,0,0,0,4,0,0,0,0,11,8,231,1141,4209,2286,319,66,440,8700
POA6055,18,43,385,3738,5427,437,97,257,10400,0,12,85,176,25,0,0,11,310,0,7,15,46,0,0,0,8,80,0,24,99,222,27,0,0,21,393,0,0,10,9,0,0,0,4,24,0,0,19,6,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,4,41,13,0,0,0,4,68,15,59,85,5,3,0,0,43,213,4,0,0,5,10,0,0,9,33,42,127,608,3987,5463,435,101,330,11099
POA6056,18,109,842,5325,5545,756,165,542,13299,0,250,629,1119,33,0,4,173,2209,0,46,233,151,15,0,0,57,499,0,294,859,1271,49,0,4,233,2711,0,69,138,29,0,0,0,23,261,0,49,136,13,0,0,0,19,214,0,24,64,8,0,0,0,16,110,0,17,33,3,0,0,0,12,63,0,8,7,4,0,3,0,0,24,6,165,375,63,9,3,0,65,681,18,50,4,10,0,0,0,398,481,0,0,5,8,0,4,3,35,52,46,616,2088,6667,5601,762,169,1268,17222
POA6057,7,37,297,2236,2882,409,75,209,6150,0,0,27,126,19,5,0,11,176,0,0,5,0,4,0,0,0,16,0,0,33,128,23,5,0,7,194,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,11,3,0,0,0,0,20,3,7,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,7,10,48,342,2366,2905,418,75,223,6370
POA6058,5,23,125,2054,1996,247,35,193,4673,3,56,141,211,9,0,0,33,463,0,12,0,14,0,0,0,4,22,3,64,141,230,9,0,0,33,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,3,0,0,3,0,0,0,9,9,22,76,9,0,0,0,70,197,0,0,0,0,0,0,0,0,5,20,117,344,2287,2013,243,35,302,5366
POA6059,4,33,285,2728,3020,621,117,194,7008,0,86,728,1181,102,9,5,105,2216,0,17,62,94,29,0,0,11,218,7,105,790,1275,132,13,8,119,2435,0,101,222,59,0,0,0,24,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,104,223,59,0,0,0,27,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,241,1300,4065,3155,633,120,342,9867
POA6060,0,50,399,2440,1186,164,31,144,4421,4,114,1731,2194,131,7,0,200,4387,3,43,345,583,229,10,0,54,1262,10,155,2074,2773,361,20,5,257,5652,5,283,1119,211,15,0,0,97,1716,0,43,92,12,0,0,0,9,155,0,14,17,8,0,0,0,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,344,1227,220,15,0,0,108,1920,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,10,9,551,3699,5440,1561,185,34,517,11997
POA6061,7,91,612,7174,1657,232,47,762,10593,10,442,927,3462,117,6,3,399,5355,0,72,221,319,54,0,0,54,715,5,510,1141,3776,162,12,0,454,6075,0,28,151,48,0,0,0,17,246,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,30,169,49,3,0,0,15,273,0,0,0,0,0,0,0,22,22,0,3,0,14,0,0,0,6,23,19,636,1927,11018,1829,243,53,1260,16977
POA6062,5,44,413,4960,4619,688,106,356,11194,0,21,551,997,163,11,6,97,1846,0,15,76,123,25,3,0,15,265,0,39,635,1118,192,11,6,111,2114,0,6,47,11,0,0,0,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,12,52,11,0,0,0,4,71,0,0,0,0,0,0,0,10,13,0,0,3,4,0,0,0,11,18,14,93,1099,6087,4812,702,109,490,13408
POA6063,6,11,87,1719,2408,265,43,182,4727,0,18,64,178,14,0,0,19,296,0,6,7,5,0,0,0,3,19,0,24,70,181,12,0,0,28,320,0,20,11,0,0,0,0,3,31,0,6,19,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,10,0,34,31,0,0,0,0,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,188,1900,2425,272,43,219,5123
POA6064,8,30,174,4214,4135,488,104,380,9536,0,187,268,693,58,11,3,95,1306,0,0,19,195,3,0,0,25,242,0,193,285,890,60,11,3,112,1553,0,0,22,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,15,0,3,21,3,0,0,0,4,39,0,0,0,0,0,0,0,21,21,0,0,0,5,0,0,0,3,8,8,227,487,5117,4193,499,105,522,11158
POA6065,14,113,677,4777,13887,1370,181,532,21550,3,62,280,944,90,8,0,62,1449,0,4,9,75,24,0,0,3,119,3,69,288,1019,118,8,0,67,1571,0,0,0,0,0,0,0,0,4,0,19,19,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,15,0,23,20,4,0,0,0,5,57,23,75,58,7,3,0,0,26,198,3,0,0,4,6,0,0,4,6,37,283,1047,5804,14012,1375,188,638,23381
POA6066,0,17,63,1820,3347,472,73,205,5985,0,44,88,135,0,0,0,14,284,0,14,10,38,0,0,0,4,70,0,60,98,176,0,0,3,20,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,10,0,4,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,78,160,1992,3353,472,78,222,6349
POA6067,0,5,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,5
POA6068,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4
POA6069,5,54,383,4279,8145,845,134,505,14342,0,24,323,431,118,3,0,50,956,0,12,97,99,27,0,0,14,244,0,33,417,525,143,4,0,66,1198,0,0,27,12,3,0,0,4,43,0,4,89,0,0,0,0,7,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,15,0,9,123,12,3,0,0,12,158,0,0,0,0,0,0,0,3,6,0,3,0,3,0,0,0,9,12,8,100,927,4821,8290,849,138,589,15721
POA6070,0,10,77,439,580,154,15,29,1321,0,0,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,10,88,447,585,156,15,30,1342
POA6071,0,8,66,436,556,109,32,32,1244,0,0,8,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,8,73,442,559,109,32,41,1264
POA6072,0,0,8,111,140,29,5,6,303,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,111,140,29,5,6,304
POA6073,0,17,75,395,493,95,23,27,1121,0,27,39,11,0,0,0,21,99,0,0,0,0,0,0,0,0,0,0,27,39,11,0,0,0,21,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,4,9,50,115,403,493,95,23,51,1234
POA6074,0,6,23,126,156,34,12,7,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,6,26,126,159,34,12,7,367
POA6076,9,59,405,2495,3415,927,201,161,7665,0,85,150,114,7,0,0,21,378,0,0,24,16,0,0,0,0,46,0,82,178,134,10,0,0,25,419,0,3,31,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,3,4,4,28,0,10,31,8,4,3,4,7,69,0,0,3,13,13,11,5,6,49,0,0,4,0,4,0,0,0,11,12,161,623,2647,3443,939,206,198,8221
POA6077,0,3,24,104,211,78,49,10,479,0,4,71,22,0,0,0,11,101,0,0,18,5,0,0,0,0,26,0,4,84,24,0,0,0,11,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,115,134,211,78,47,20,614
POA6078,0,0,13,37,159,39,19,19,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,159,37,24,19,295
POA6079,0,0,0,4,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,16
POA6081,4,17,93,489,868,159,49,45,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,96,486,868,163,49,45,1725
POA6082,0,12,90,356,556,103,31,50,1204,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,91,364,557,109,31,44,1213
