POA_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA3978,20,84,291,222,110,43,11,0,0,787,29,103,422,339,131,83,15,0,0,1117,710,1850,7453,7224,3162,1349,250,25,4,22018
POA3979,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,9,7,26,33,37,40,18,7,0,188
POA3980,3,6,12,18,15,17,3,0,0,76,3,5,17,17,17,22,3,0,0,93,101,146,334,353,401,329,91,11,3,1763
POA3981,7,8,36,17,30,24,8,6,0,125,5,10,28,42,34,34,7,11,0,167,172,242,641,518,544,438,131,45,6,2727
POA3984,5,15,46,36,30,25,6,0,0,175,9,11,38,24,49,38,12,4,0,187,157,241,721,589,648,643,193,22,4,3221
POA3987,0,6,6,8,11,9,0,0,0,41,0,3,10,11,14,10,0,0,0,45,38,63,128,164,211,148,48,5,0,801
POA3988,5,3,6,3,8,7,0,0,0,31,6,0,0,0,4,0,5,0,0,22,39,31,105,105,107,100,50,11,0,557
POA3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,17,15,5,3,0,66
POA3991,0,0,0,0,3,0,0,0,0,11,4,0,0,0,4,3,0,0,0,10,10,10,19,29,41,41,21,0,0,174
POA3992,0,0,5,4,3,0,0,0,0,18,0,0,8,3,4,0,3,0,0,29,36,48,122,122,125,122,53,9,0,639
POA3995,9,15,45,38,56,42,10,0,0,221,13,17,29,26,39,33,21,3,0,181,327,355,805,856,984,922,276,36,5,4560
POA3996,7,7,13,12,23,14,5,0,0,76,3,8,12,14,23,17,11,0,0,88,159,152,410,558,584,588,200,39,3,2684
POA4000,8,53,138,50,38,40,3,0,0,334,25,83,221,115,96,53,13,4,0,604,464,1878,4869,2551,1729,1235,356,64,5,13142
POA4005,10,23,101,79,54,40,11,0,0,321,7,40,161,95,68,43,14,5,3,434,185,891,3674,2446,1824,1393,472,65,7,10961
POA4006,7,102,276,102,69,33,6,0,0,601,12,126,299,174,64,51,7,6,0,740,292,2658,7814,3335,1655,967,253,55,3,17031
POA4007,12,15,94,50,41,48,19,5,0,278,16,24,100,92,67,47,22,7,4,373,316,897,2289,1771,1747,1362,464,87,9,8941
POA4008,0,6,6,0,3,0,0,0,0,8,0,0,3,4,3,9,0,0,0,17,5,24,67,67,69,72,13,0,0,317
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
POA4010,0,8,39,16,9,3,0,0,0,80,4,19,41,19,17,3,0,0,0,104,60,300,870,437,299,178,57,8,0,2210
POA4011,11,42,59,42,58,31,18,0,0,263,14,41,87,83,48,31,12,4,0,326,436,902,2047,1993,1848,1307,373,66,3,8976
POA4012,14,54,145,109,90,68,24,0,0,501,15,50,121,124,83,49,7,3,0,453,581,1318,3876,3326,2669,1533,376,32,3,13711
POA4013,0,9,24,20,7,10,5,3,0,79,0,15,37,30,19,10,4,0,0,104,127,274,787,709,496,309,84,14,0,2794
POA4014,14,25,73,64,49,44,14,3,0,279,5,22,78,71,56,37,9,0,0,286,339,484,1741,1976,1451,904,195,22,3,7099
POA4017,34,62,150,157,136,106,33,5,0,679,34,78,162,204,204,108,23,11,0,817,1218,1397,3280,4445,4594,3022,614,59,3,18630
POA4018,9,16,62,52,34,33,10,0,0,216,10,30,87,85,38,32,10,0,0,287,246,532,1767,1916,1186,838,189,16,4,6698
POA4019,19,28,73,64,79,72,21,5,0,359,20,35,78,100,97,63,16,5,0,402,471,614,1371,1847,2241,1765,462,33,3,8808
POA4020,35,33,70,78,106,74,40,4,0,436,18,22,76,102,130,102,39,7,4,498,718,735,1386,2197,2859,2334,671,83,9,10987
POA4021,13,15,32,41,36,23,10,0,0,167,15,31,39,44,31,40,10,0,0,211,286,348,687,845,899,689,196,13,0,3949
POA4022,11,19,27,27,27,23,12,0,0,136,4,19,40,26,23,19,5,0,0,146,228,321,594,592,662,488,117,13,0,3016
POA4025,0,6,0,3,0,0,0,0,0,6,0,5,0,0,4,0,0,0,0,11,14,47,65,35,74,48,10,0,0,297
POA4030,8,48,121,61,53,25,6,0,0,320,15,69,133,94,51,24,14,3,0,401,430,1582,3702,2389,1937,1071,251,26,0,11386
POA4031,16,25,67,55,40,43,12,3,0,260,15,34,68,68,49,29,4,0,0,266,510,793,2168,2005,1805,955,222,15,0,8471
POA4032,20,50,99,67,57,50,8,0,0,349,16,46,107,78,61,29,12,4,3,356,386,1212,2850,2025,1530,1024,261,34,5,9330
POA4034,39,77,185,174,157,129,52,4,0,816,38,98,228,229,159,116,38,14,5,929,1202,2106,5271,5444,4542,3219,872,116,11,22789
POA4035,25,51,101,123,153,83,35,0,0,575,22,32,98,121,112,74,23,12,0,492,1134,1298,2309,3231,3464,2456,540,62,5,14497
POA4036,0,10,35,44,21,28,4,0,0,150,7,14,45,41,32,12,0,0,0,157,167,281,884,867,702,486,98,16,0,3499
POA4037,16,22,33,31,56,40,6,0,0,196,5,17,17,25,37,30,4,0,0,131,359,353,611,930,1300,697,117,12,0,4382
POA4051,30,72,135,102,87,50,18,0,0,493,19,51,130,98,112,45,10,3,5,483,975,2172,4254,3803,3588,1865,392,42,3,17098
POA4053,35,110,213,192,162,143,42,9,0,900,28,99,204,201,175,109,20,4,0,844,1335,2502,6261,6303,5210,3180,779,74,4,25647
POA4054,13,23,64,67,59,40,12,0,0,290,21,30,45,50,44,28,3,0,0,218,421,597,1560,1730,1573,869,234,17,0,7001
POA4055,27,28,82,86,91,49,11,3,0,384,16,15,55,98,66,44,13,0,0,315,821,786,1938,3036,3038,1576,352,31,0,11578
POA4059,11,39,54,32,30,20,10,0,0,199,7,58,99,64,37,20,5,0,0,299,531,1394,2282,1551,1337,680,167,14,3,7964
POA4060,23,21,38,38,37,27,10,0,0,198,12,23,41,45,53,25,12,0,0,210,582,765,1144,1592,1943,1116,247,34,3,7424
POA4061,19,20,29,61,76,32,10,6,0,261,16,13,29,47,76,30,8,3,0,237,721,587,1007,2065,2442,1413,426,54,3,8718
POA4064,5,42,90,35,33,19,4,0,0,228,6,42,83,55,42,26,10,0,0,268,310,1059,2349,1528,1326,812,223,19,0,7626
POA4065,15,15,19,32,38,17,6,3,0,143,10,20,39,48,52,32,7,0,0,208,323,560,818,1315,1432,796,208,24,4,5487
POA4066,13,51,88,47,41,31,10,4,0,280,18,83,120,91,59,29,15,3,0,419,540,1999,3302,2138,1651,1090,378,78,0,11178
POA4067,30,40,36,20,16,7,4,0,0,161,40,46,44,38,24,11,9,12,0,224,936,1448,1181,906,663,472,203,53,0,5867
POA4068,6,63,98,80,49,43,17,3,0,364,14,59,99,89,73,23,16,0,0,380,645,2130,3200,3060,2472,1448,512,85,3,13554
POA4069,38,46,65,99,115,89,28,9,0,491,11,42,71,141,130,99,33,6,0,535,1123,1401,1877,4043,4883,2950,1025,172,16,17481
POA4070,16,17,26,51,49,28,13,4,0,200,13,14,24,52,50,32,4,0,0,200,424,425,804,1484,1621,984,281,44,5,6071
POA4073,3,13,24,30,32,21,11,0,0,131,9,9,21,43,35,22,9,0,0,143,287,329,674,1103,1237,818,218,18,0,4676
POA4074,26,40,97,98,115,74,37,4,0,481,24,41,86,134,104,67,32,3,0,488,650,923,2202,3036,2670,2018,663,69,0,12234
POA4075,13,57,96,117,76,55,19,0,0,427,20,44,108,111,85,76,20,10,0,472,771,1146,2827,3233,3045,1747,458,64,0,13292
POA4076,3,12,22,36,21,11,0,0,0,117,9,7,28,33,26,17,0,0,0,133,86,208,607,516,431,292,81,7,0,2221
POA4077,39,118,299,233,162,82,18,0,0,951,55,106,294,253,182,127,24,3,0,1039,669,1694,3885,3108,2386,1615,328,29,4,13717
POA4078,18,59,126,133,142,80,15,0,0,574,34,76,154,141,127,108,18,3,0,659,765,1158,2591,2781,2985,2005,391,33,0,12707
POA4101,19,62,182,115,73,78,21,3,0,552,24,99,266,169,114,64,23,8,0,768,863,2635,6971,4309,3249,1903,498,66,4,20497
POA4102,7,43,80,32,29,10,5,0,0,200,6,41,85,40,22,14,8,4,0,222,279,1215,2505,1064,767,456,105,19,0,6390
POA4103,11,41,79,50,37,32,4,4,0,255,7,42,106,77,45,36,5,0,0,307,347,1333,2937,1955,1391,834,185,23,0,9009
POA4104,6,17,25,29,25,12,5,3,0,116,0,11,37,22,18,11,6,4,0,110,183,507,897,824,697,535,147,31,0,3815
POA4105,5,18,62,54,51,36,6,6,0,238,4,32,90,67,52,39,9,5,0,304,287,768,2046,1810,1525,911,229,26,5,7608
POA4106,0,5,12,17,6,11,4,0,0,54,0,5,12,7,3,6,3,0,0,43,15,114,279,210,111,85,27,0,0,841
POA4107,5,16,35,30,25,23,7,0,0,142,9,15,42,35,32,16,3,0,0,150,169,319,957,972,692,425,86,0,0,3615
POA4108,6,26,42,32,17,11,5,0,0,135,5,23,63,32,24,20,3,0,0,174,90,385,1017,720,465,310,76,0,0,3062
POA4109,9,65,166,140,105,78,25,0,0,588,31,115,377,250,170,99,34,14,0,1088,639,1817,4704,4058,2793,2016,651,106,0,16790
POA4110,3,37,97,90,56,37,7,0,0,320,17,60,138,124,72,47,8,3,0,474,293,686,2482,2152,1255,726,158,15,0,7762
POA4111,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,3,0,0,0,19,63,96,96,100,93,79,6,0,0,533
POA4112,8,11,29,33,23,16,5,0,0,129,4,17,59,51,35,36,11,0,0,218,205,392,855,967,866,567,133,25,0,4004
POA4113,12,51,150,142,101,60,8,0,0,526,22,98,295,232,109,76,26,0,0,868,545,1540,3980,3635,2499,1781,437,37,0,14465
POA4114,18,55,99,81,82,49,13,3,0,391,54,107,210,158,151,97,18,0,0,808,534,1094,2119,1894,1684,1211,299,27,0,8870
POA4115,16,45,75,97,68,75,14,0,0,390,26,58,126,134,98,53,16,3,0,514,581,842,1994,2693,2069,1402,308,26,0,9904
POA4116,12,42,96,126,88,69,13,3,0,461,28,75,178,219,114,64,24,0,0,702,649,1127,3049,3808,2510,1616,439,33,0,13225
POA4117,0,10,14,22,5,3,0,0,0,56,7,12,22,25,12,3,3,0,0,75,59,113,297,430,182,117,17,0,0,1221
POA4118,36,79,173,144,119,81,24,0,0,666,29,80,195,168,161,136,32,0,0,805,870,1426,3193,3329,3076,2428,466,33,0,14820
POA4119,3,15,36,28,19,12,3,0,0,123,10,14,41,45,28,23,7,0,0,163,169,302,774,869,682,386,104,12,0,3296
POA4120,7,30,77,50,28,17,5,0,0,208,4,19,69,48,33,15,5,0,0,202,207,901,2209,1428,950,604,133,15,5,6447
POA4121,19,51,94,85,88,57,16,0,0,409,15,40,93,136,89,56,16,3,0,448,833,1231,2766,3655,3224,1765,420,37,7,13935
POA4122,36,89,183,188,194,125,32,4,0,844,45,104,233,234,194,89,24,8,3,944,1390,2431,5254,5820,5038,2799,703,73,8,23526
POA4123,16,37,114,120,104,50,13,0,0,459,15,44,143,152,83,50,13,10,0,513,586,838,2626,3360,2204,1365,379,55,0,11425
POA4124,35,47,123,143,116,86,13,0,0,569,34,65,151,189,134,96,19,0,0,695,730,1037,2344,2680,2520,1639,328,15,0,11297
POA4125,14,36,89,53,59,42,8,0,0,306,15,50,123,75,53,42,15,0,0,380,346,793,1732,1093,1044,789,173,12,0,5982
POA4127,25,54,123,114,92,82,29,3,0,535,31,69,149,163,127,75,29,3,0,653,708,1080,2593,2970,2536,1779,566,44,3,12286
POA4128,16,26,76,90,98,75,18,0,0,395,20,28,80,87,85,57,19,4,0,373,556,710,1680,2146,1954,1440,373,21,0,8877
POA4129,9,16,50,41,25,26,3,0,0,157,8,20,54,35,29,27,6,0,0,183,182,306,833,758,665,465,107,9,0,3325
POA4130,11,15,34,35,35,31,12,0,0,175,9,17,37,33,56,32,21,0,0,200,336,387,772,1055,1156,810,253,11,0,4797
POA4131,10,23,68,29,39,21,11,0,0,198,22,33,71,70,49,39,4,0,0,304,275,523,1205,984,823,558,148,18,0,4535
POA4132,28,57,104,77,75,54,7,0,0,398,29,107,210,189,109,74,28,3,0,760,678,1150,2370,2310,1894,1307,243,9,0,9967
POA4133,20,57,138,100,79,46,7,5,0,450,38,83,185,119,80,75,15,4,0,601,499,1054,2638,1999,1619,1177,248,20,4,9257
POA4151,14,36,96,61,52,39,6,4,0,304,13,41,96,82,63,26,8,7,0,340,477,1238,3157,2472,2003,1197,295,36,3,10874
POA4152,32,88,204,188,164,127,30,6,0,836,35,111,202,228,204,115,36,11,6,946,1445,2428,5409,6122,5604,3712,891,102,3,25718
POA4153,0,9,14,23,26,11,9,0,0,92,0,13,16,24,21,11,4,0,0,97,173,211,365,538,565,419,95,13,0,2386
POA4154,15,13,30,50,57,26,4,0,0,195,15,16,38,67,62,44,10,0,0,248,486,428,781,1791,1715,797,180,21,0,6192
POA4155,6,0,0,7,3,3,0,4,0,21,6,0,3,11,8,6,4,0,0,34,60,80,59,127,203,137,68,12,0,747
POA4156,5,3,14,14,17,10,0,4,0,64,5,3,10,14,16,13,4,0,0,71,169,168,192,377,511,304,82,13,0,1829
POA4157,25,36,103,118,85,92,39,3,0,501,26,44,86,93,79,68,11,9,0,415,587,852,2012,2202,2028,1774,459,53,0,9961
POA4158,5,0,19,21,15,17,3,0,0,80,5,12,20,10,27,13,0,0,0,87,83,135,373,438,410,337,90,0,0,1877
POA4159,11,29,58,58,73,46,12,5,0,289,11,25,55,66,68,56,18,3,0,305,468,601,1231,1557,1684,1233,330,45,5,7155
POA4160,32,31,58,58,94,62,17,4,0,360,26,33,53,89,89,74,20,0,0,381,838,769,1202,1948,2519,1909,440,40,0,9667
POA4161,36,34,104,91,85,61,20,0,0,435,9,28,81,84,91,56,14,0,0,370,503,678,1731,1851,1728,1400,348,15,0,8260
POA4163,18,25,47,54,72,56,22,5,0,302,11,41,44,79,66,58,27,8,0,323,493,563,888,1230,1677,1556,477,55,5,6947
POA4164,19,60,106,106,91,65,16,3,0,472,24,47,97,111,109,61,16,0,0,469,824,1010,1969,2239,2265,1539,312,28,0,10184
POA4165,42,94,166,184,195,125,34,3,0,857,64,67,154,202,203,122,45,3,4,868,1407,1601,3272,4223,4552,3282,711,73,3,19122
POA4169,16,40,98,68,54,28,6,4,0,326,6,50,137,72,71,34,16,0,0,387,272,1410,3396,1943,1458,1051,332,67,4,9932
POA4170,17,47,175,114,106,48,21,0,0,520,15,72,166,171,105,43,16,9,0,589,810,1808,4587,4190,3218,1674,373,41,4,16707
POA4171,16,18,60,58,50,30,9,0,0,245,10,40,81,107,90,51,10,0,0,400,545,748,1881,2348,2269,1493,309,45,5,9643
POA4172,3,12,33,31,17,13,0,0,0,112,8,3,32,21,15,16,4,0,0,95,126,281,818,724,587,316,83,10,0,2938
POA4173,3,19,45,40,34,28,6,0,0,177,4,19,41,46,36,21,12,0,0,180,215,379,1140,1075,865,703,166,7,0,4541
POA4174,0,3,19,19,8,11,3,0,0,63,4,6,18,21,14,5,8,0,0,72,87,110,399,398,348,203,35,3,0,1589
POA4178,33,54,117,128,115,68,19,4,0,528,23,50,112,134,118,79,22,5,0,545,771,1079,2501,3026,3184,2200,473,44,0,13278
POA4179,9,35,72,89,86,46,14,3,0,360,11,23,66,109,116,69,17,13,11,438,648,732,1499,2417,2654,1684,371,40,11,10053
POA4183,0,4,3,3,7,4,3,0,0,24,7,4,3,15,21,10,4,0,0,71,47,74,160,203,264,268,87,8,0,1114
POA4184,3,6,6,16,19,23,3,0,0,72,5,5,9,11,26,47,7,0,3,117,85,77,137,248,534,698,225,33,3,2046
POA4205,6,10,29,16,15,7,0,0,0,90,9,12,36,18,19,23,8,0,0,118,126,231,520,405,414,345,88,15,0,2146
POA4207,63,171,339,290,248,171,56,7,0,1341,75,189,484,396,310,198,47,9,0,1710,1691,3132,7501,6442,5698,4079,944,81,5,29563
POA4208,26,62,122,146,88,72,5,0,0,528,43,61,161,172,132,80,12,0,0,666,905,1039,2501,3249,2617,1615,314,37,4,12275
POA4209,69,200,502,354,279,112,27,0,0,1544,99,220,578,447,341,149,43,4,0,1881,2226,3843,9973,8797,6674,3362,753,54,0,35687
POA4210,22,62,103,146,127,99,16,0,0,577,31,59,112,149,129,78,18,0,0,573,810,983,2136,2927,2800,1690,349,27,0,11720
POA4211,51,114,322,348,264,212,53,9,4,1378,88,156,329,380,328,210,71,9,6,1582,1893,2564,6158,7128,6839,4832,1404,154,12,30989
POA4212,43,63,110,142,136,129,36,6,0,659,40,62,143,158,186,172,52,15,3,827,1083,1310,2492,3194,3863,2887,955,146,5,15939
POA4213,33,53,128,171,165,112,43,4,0,708,40,55,123,189,190,103,30,12,0,741,1157,1112,2250,3445,3869,2536,701,105,6,15179
POA4214,31,77,162,176,170,132,37,3,0,797,43,111,179,236,179,110,45,9,5,913,1181,1850,3450,3936,4117,3062,848,92,11,18551
POA4215,31,137,285,198,179,126,43,8,0,1005,53,169,399,232,233,157,57,21,13,1327,1144,3316,6947,4757,4504,3527,1144,155,13,25513
POA4216,21,70,140,123,160,147,55,10,0,730,40,69,150,169,202,158,85,19,3,903,849,1390,2923,3191,3919,3449,1230,190,19,17157
POA4217,36,97,216,168,150,101,48,10,0,818,33,120,289,285,202,197,75,28,3,1241,917,2115,5267,4147,4201,3636,1499,281,17,22084
POA4218,32,89,211,160,126,90,22,5,0,729,29,86,267,200,191,137,45,14,0,971,845,1788,4762,3755,3646,2762,911,125,9,18604
POA4220,29,70,172,158,125,60,23,0,0,633,26,85,209,197,149,95,26,9,0,800,893,1405,3820,3761,3492,2323,727,79,8,16507
POA4221,18,45,137,128,90,60,18,0,0,507,38,78,148,167,129,101,22,0,0,688,946,1252,3084,3319,3077,2218,636,70,4,14608
POA4223,8,22,47,59,56,45,15,0,0,254,20,21,86,79,86,61,13,0,0,369,492,516,1200,1632,1696,1302,377,36,3,7258
POA4224,5,4,33,31,20,12,3,0,0,110,12,5,46,39,30,26,3,0,0,170,193,261,884,815,729,544,154,14,4,3596
POA4225,4,13,39,25,24,28,6,4,0,138,4,16,58,41,33,44,12,3,0,213,149,363,1120,729,719,818,266,22,9,4191
POA4226,26,87,160,172,137,84,31,3,0,693,41,75,174,193,168,129,52,9,0,850,1144,1816,3667,4047,3754,2803,910,122,5,18267
POA4227,17,47,146,142,113,49,14,0,0,524,22,61,143,146,124,56,22,0,0,567,788,1144,2607,2942,2792,1466,423,39,0,12202
POA4228,11,8,22,19,25,27,4,0,0,112,7,8,25,31,33,27,11,0,0,143,193,204,334,575,651,538,146,9,0,2648
POA4270,14,13,12,25,25,24,4,0,0,117,3,9,26,23,35,23,8,0,0,130,147,158,296,467,574,413,92,10,0,2162
POA4272,13,8,13,21,34,32,7,0,0,122,8,4,19,32,36,26,15,9,5,160,245,158,388,653,932,796,258,65,4,3508
POA4275,4,4,19,17,21,23,3,0,0,81,11,7,13,20,31,19,4,0,0,110,125,146,357,478,510,358,104,13,0,2093
POA4280,35,51,107,120,106,68,34,0,0,524,36,49,139,125,138,72,13,3,0,574,752,867,2050,2312,2316,1448,303,36,4,10087
POA4285,26,40,80,96,84,81,23,0,0,429,32,48,79,114,147,99,31,8,6,563,672,727,1572,1958,2275,1694,493,63,11,9469
POA4287,0,0,0,4,0,6,3,0,0,12,4,0,0,0,6,3,0,0,0,15,17,9,35,42,69,91,39,4,3,304
POA4300,50,147,364,336,261,138,26,3,0,1318,89,199,455,436,314,200,33,5,5,1731,1948,3013,8161,9296,6629,3549,632,46,6,33285
POA4301,30,90,205,120,101,56,17,0,0,623,61,168,289,262,154,93,24,0,0,1046,914,1980,4406,3593,2569,1601,337,11,3,15407
POA4303,5,5,22,8,10,15,0,0,0,53,5,15,26,12,17,15,0,0,0,94,71,146,354,241,281,213,31,4,0,1344
POA4304,8,35,80,63,53,37,16,4,0,297,16,44,131,75,74,58,6,3,0,408,401,728,1807,1575,1481,1132,233,20,5,7374
POA4305,43,148,335,237,178,145,29,6,0,1117,77,138,329,287,220,154,37,9,3,1257,1830,2674,6351,5952,5559,4223,803,92,3,27491
POA4306,48,109,231,177,184,117,36,4,0,898,52,98,216,203,181,126,26,9,0,911,1580,2072,4924,4979,4830,3189,650,71,6,22308
POA4307,0,0,13,4,8,7,0,0,0,29,9,9,5,3,4,8,3,0,0,44,57,59,131,148,185,146,70,13,0,802
POA4309,9,4,9,5,18,11,0,0,0,55,11,0,11,12,16,10,7,0,0,67,125,87,238,295,336,323,88,36,0,1528
POA4310,10,8,22,19,23,22,8,0,0,108,4,15,30,17,18,37,18,0,3,144,187,153,410,431,533,584,211,33,5,2554
POA4311,10,20,34,17,34,31,8,0,0,143,23,25,34,34,42,37,10,3,0,207,250,310,714,769,958,770,193,18,0,3994
POA4312,4,0,0,5,5,9,0,5,0,28,7,0,12,0,16,12,7,0,0,44,53,52,94,145,238,251,79,9,4,925
POA4313,0,0,3,3,11,0,0,0,0,24,3,6,6,7,5,8,3,5,0,48,56,42,121,172,176,200,82,18,3,875
POA4314,0,0,0,0,8,6,0,0,0,23,3,0,12,11,11,14,10,3,0,64,61,42,120,132,208,227,103,32,5,933
POA4340,7,18,24,18,24,21,4,0,0,113,16,12,31,35,40,19,7,6,0,166,149,251,392,454,584,481,144,34,3,2490
POA4341,19,27,62,54,33,38,8,0,0,241,9,30,66,76,69,56,3,3,0,319,465,528,1157,1408,1456,1156,239,39,0,6454
POA4342,4,9,9,6,9,19,5,0,0,51,0,3,11,7,10,7,0,0,0,41,88,160,183,190,255,218,51,11,3,1157
POA4343,15,26,36,21,28,14,11,8,0,158,18,29,100,46,50,29,13,3,0,286,363,544,1498,970,945,769,215,45,0,5346
POA4344,0,7,9,10,12,16,0,0,0,56,0,5,8,12,13,7,8,0,0,57,81,81,233,200,295,263,61,13,3,1236
POA4346,0,3,10,5,5,0,0,0,0,24,0,3,0,3,0,6,3,0,0,24,24,35,80,119,110,82,35,8,0,482
POA4347,0,4,11,0,5,4,0,0,0,24,0,4,12,11,6,3,0,0,0,37,45,64,132,120,125,121,31,11,0,645
POA4350,150,268,553,424,402,326,106,26,4,2251,130,230,428,387,330,225,84,31,6,1856,3674,5737,12032,10501,10035,7967,2224,325,32,52529
POA4352,65,50,128,137,123,91,26,3,0,624,42,41,81,129,128,88,36,4,0,544,1299,991,2537,3397,3546,2720,709,108,13,15315
POA4353,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,11,18,19,28,41,35,15,3,0,168
POA4354,3,3,8,3,3,3,0,0,0,31,5,3,5,3,6,3,0,0,0,21,35,40,101,89,99,120,37,10,5,531
POA4355,0,0,3,4,6,6,5,0,0,30,3,3,6,15,8,11,3,6,0,54,50,52,140,153,210,218,69,27,0,919
POA4356,10,12,31,14,16,20,6,0,0,105,11,10,17,27,20,15,4,3,3,110,169,195,389,471,497,422,163,34,8,2345
POA4357,3,0,0,0,5,3,3,0,0,15,8,4,16,14,13,3,0,0,0,59,68,58,198,189,220,206,63,15,0,1020
POA4358,4,15,19,14,4,7,4,0,0,68,4,12,20,9,17,10,0,0,0,62,86,166,359,264,289,191,82,17,0,1458
POA4359,0,0,12,3,4,3,0,0,0,23,0,0,4,3,8,0,0,3,0,22,29,54,111,111,124,149,52,13,0,649
POA4360,0,6,0,0,4,0,0,0,0,12,3,0,0,0,4,0,0,0,0,11,11,19,33,41,57,47,9,5,0,228
POA4361,4,6,8,4,8,7,0,0,0,31,6,3,4,11,12,6,7,4,0,58,73,70,173,174,239,223,123,36,0,1108
POA4362,4,7,5,8,6,5,4,0,0,36,9,5,5,8,11,12,9,7,0,59,73,61,152,191,238,224,104,26,4,1077
POA4363,3,0,0,0,4,0,0,0,0,15,0,0,3,4,8,5,0,0,0,24,18,22,34,47,55,65,23,6,0,263
POA4364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,15,23,23,3,0,0,83
POA4365,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,11,14,18,27,31,37,53,7,0,0,193
POA4370,34,36,68,61,48,52,18,3,0,324,24,30,73,62,73,65,37,10,4,368,662,695,1481,1363,1641,1582,543,92,12,8080
POA4371,0,0,0,3,0,0,3,0,0,15,0,0,0,4,0,3,5,0,0,15,21,17,19,60,76,79,32,5,0,309
POA4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,15,17,30,5,3,0,72
POA4373,0,3,0,5,3,0,0,0,0,12,0,0,0,5,0,3,4,3,0,23,27,40,29,54,98,83,44,15,0,391
POA4374,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,10,8,6,22,26,50,52,14,9,0,183
POA4375,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,3,0,0,13,5,0,18,13,15,16,10,0,0,85
POA4376,0,0,0,0,0,0,6,0,0,6,0,0,0,4,0,0,4,0,0,13,7,8,27,18,27,23,18,3,0,132
POA4377,0,0,0,5,3,4,0,0,0,8,0,0,3,0,5,4,0,0,0,16,13,14,40,35,60,59,24,3,0,243
POA4378,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,10,12,14,60,45,57,43,18,0,3,249
POA4380,14,10,24,25,24,31,12,0,0,136,7,8,13,24,27,23,16,8,0,122,233,196,494,607,722,696,261,35,6,3240
POA4381,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,20,16,30,58,51,57,25,9,0,263
POA4382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,15,12,18,29,42,70,62,33,6,0,279
POA4383,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,9,21,40,33,43,15,4,0,169
POA4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,25
POA4385,0,3,0,3,0,0,0,0,0,8,4,0,4,3,3,8,0,0,6,26,31,28,69,77,114,99,42,10,0,467
POA4387,0,0,0,0,0,3,0,0,0,11,0,8,0,3,7,3,4,0,0,23,27,28,83,88,140,141,47,8,0,565
POA4388,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,14,22,22,28,23,9,0,0,123
POA4390,10,22,51,29,33,30,4,0,0,177,7,21,31,18,27,37,9,4,0,163,223,281,668,695,651,611,215,35,4,3374
POA4400,0,0,8,19,9,5,0,0,0,47,0,5,7,10,6,6,5,0,0,34,59,94,224,218,204,140,40,6,0,973
POA4401,6,10,16,21,10,7,3,0,0,82,7,12,22,21,22,28,6,0,0,124,195,250,427,470,560,455,120,24,7,2517
POA4402,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,10,15,10,21,6,0,0,72
POA4403,0,0,0,0,4,3,0,0,0,9,4,0,0,0,4,0,0,0,0,19,22,26,50,71,60,91,41,19,5,389
POA4404,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,3,0,3,0,15,10,16,57,45,60,53,31,13,6,282
