POA_CODE_2021,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA2000,1734,1009,435,105,23445
POA2007,281,160,53,24,5273
POA2008,385,217,53,13,7512
POA2009,982,779,295,60,8953
POA2010,2106,1218,609,215,20428
POA2011,1735,1204,572,294,16630
POA2015,644,316,86,19,8070
POA2016,969,596,283,81,8997
POA2017,1180,789,350,132,21049
POA2018,1099,642,314,89,11837
POA2019,888,488,202,81,7287
POA2020,980,445,193,48,14768
POA2021,1261,895,536,163,10153
POA2022,993,731,451,149,9027
POA2023,1038,837,377,108,6567
POA2024,982,611,349,290,7204
POA2025,622,601,434,197,4732
POA2026,1952,1263,654,240,22067
POA2027,765,746,527,193,5252
POA2028,384,401,258,76,3149
POA2029,842,705,486,235,6177
POA2030,1493,1046,521,255,8330
POA2031,2572,1725,989,640,22313
POA2032,1007,661,333,128,8593
POA2033,759,487,304,141,7293
POA2034,1587,1012,442,155,13121
POA2035,2866,1818,967,400,19944
POA2036,2679,1733,916,307,18613
POA2037,1374,1032,425,95,11211
POA2038,872,609,221,64,6240
POA2039,745,594,202,26,5472
POA2040,1818,1105,428,181,13661
POA2041,1715,1322,615,147,10113
POA2042,1390,687,184,49,12738
POA2043,611,253,73,15,7065
POA2044,499,271,85,23,4962
POA2045,735,473,152,61,3517
POA2046,2505,1698,730,345,15548
POA2047,1171,857,446,222,7519
POA2048,610,335,160,47,5015
POA2049,909,560,214,93,7986
POA2050,688,461,225,134,7053
POA2060,1359,1083,686,189,11162
POA2061,697,578,352,80,4644
POA2062,607,467,252,48,4483
POA2063,710,500,286,176,3747
POA2064,674,479,212,80,5850
POA2065,2683,2077,1085,440,23322
POA2066,2812,1970,1042,410,21108
POA2067,2000,1488,744,338,16972
POA2068,1723,1086,512,242,9871
POA2069,1512,1074,608,266,8699
POA2070,1450,1011,624,235,8646
POA2071,1464,959,596,302,8170
POA2072,866,578,314,100,5597
POA2073,1923,1235,604,220,10189
POA2074,2423,1736,1363,785,14042
POA2075,2175,1578,1162,419,12591
POA2076,2533,1810,1336,813,15160
POA2077,3295,2353,1175,494,26069
POA2079,808,420,185,39,4383
POA2080,186,109,63,8,977
POA2081,597,319,178,32,3009
POA2082,508,386,173,44,3004
POA2083,269,166,83,11,1044
POA2084,404,293,178,73,2110
POA2085,999,771,670,252,6128
POA2086,1265,832,592,202,7916
POA2087,1242,706,575,259,7099
POA2088,3044,2341,1555,576,17862
POA2089,995,757,427,170,7941
POA2090,1306,1111,564,177,9122
POA2092,756,446,247,79,4056
POA2093,2225,1327,714,256,13510
POA2094,651,385,208,45,3883
POA2095,1494,912,559,202,11111
POA2096,1260,725,323,89,9210
POA2097,1463,907,500,175,8768
POA2099,3394,1970,1099,408,24180
POA2100,1894,1153,615,294,11876
POA2101,1849,1341,853,498,11351
POA2102,671,445,341,232,4540
POA2103,1100,916,582,271,6250
POA2104,429,424,400,155,2238
POA2105,320,237,105,20,1250
POA2106,1235,843,418,96,5783
POA2107,1941,1491,727,268,8885
POA2108,287,277,168,27,1236
POA2110,995,847,536,435,5810
POA2111,1388,914,470,231,9297
POA2112,2943,1851,848,441,22562
POA2113,1913,1188,580,308,18114
POA2114,2079,1333,600,223,15814
POA2115,872,485,224,113,6578
POA2116,575,287,139,38,3775
POA2117,1893,1060,528,230,11742
POA2118,2319,1556,805,260,15437
POA2119,1393,1041,637,242,7505
POA2120,2157,1464,805,216,12348
POA2121,2996,2046,889,338,21042
POA2122,2710,1895,930,383,18653
POA2125,1937,1591,562,141,9676
POA2126,2148,1505,665,350,11345
POA2127,1167,666,181,25,15498
POA2128,175,83,26,4,2577
POA2130,586,358,113,31,4738
POA2131,1668,1069,602,407,14623
POA2132,951,549,318,211,5972
POA2133,888,512,183,65,5472
POA2134,1031,635,308,176,11076
POA2135,1992,1249,685,314,16283
POA2136,640,369,209,77,4239
POA2137,2538,1754,881,262,15965
POA2138,1304,941,432,201,13544
POA2140,804,427,164,47,13207
POA2141,1851,1022,383,156,16638
POA2142,1217,678,254,77,13898
POA2143,572,322,125,41,4168
POA2144,1495,835,413,216,17227
POA2145,4962,3158,1626,785,47320
POA2146,1194,742,365,99,10209
POA2147,2602,1799,796,219,18504
POA2148,3894,2523,1189,492,33476
POA2150,1327,807,287,123,23169
POA2151,1673,1116,595,223,12244
POA2152,788,578,403,160,6243
POA2153,5048,3783,1988,610,35060
POA2154,3843,2866,1534,805,23471
POA2155,4925,2709,1095,314,40405
POA2156,1372,1040,665,210,7216
POA2157,366,258,102,25,2032
POA2158,919,616,396,188,4954
POA2159,561,423,252,86,2865
POA2160,2028,1076,499,194,17255
POA2161,1490,850,438,224,13202
POA2162,1083,638,268,188,7744
POA2163,508,346,150,89,4161
POA2164,1088,754,349,170,7538
POA2165,2009,1298,612,184,14370
POA2166,2074,1222,642,343,16954
POA2167,690,406,219,173,5469
POA2168,2455,1226,507,128,15541
POA2170,6445,3890,1951,817,50130
POA2171,2129,907,269,34,15888
POA2172,321,134,38,8,1568
POA2173,1088,429,133,34,7599
POA2174,413,169,44,4,5909
POA2175,139,70,35,8,778
POA2176,3101,2105,831,288,18642
POA2177,855,515,185,104,5983
POA2178,287,198,65,25,1804
POA2179,562,406,233,149,7531
POA2190,1437,792,336,135,10692
POA2191,462,233,114,50,2937
POA2192,815,432,221,122,6492
POA2193,1387,689,255,66,9899
POA2194,1399,715,363,197,12915
POA2195,1082,563,288,166,12019
POA2196,1715,874,441,158,13913
POA2197,520,351,165,82,3897
POA2198,475,356,294,159,4135
POA2199,977,605,253,112,7750
POA2200,2261,1376,709,366,20283
POA2203,1149,549,197,55,8564
POA2204,1708,937,380,117,15593
POA2205,1010,552,277,121,16086
POA2206,1572,838,479,270,9717
POA2207,2053,1306,676,413,13863
POA2208,888,576,265,97,6034
POA2209,1155,735,318,143,7759
POA2210,2525,1696,1047,573,16638
POA2211,1407,812,435,287,8716
POA2212,1133,700,351,267,8221
POA2213,1822,1031,436,152,11185
POA2214,281,207,119,16,1843
POA2216,1731,1138,538,210,15501
POA2217,2093,1249,832,539,16765
POA2218,1233,696,302,102,8964
POA2219,1243,814,456,184,7235
POA2220,2159,1282,591,333,19187
POA2221,1641,955,476,238,8872
POA2222,1020,627,248,124,6992
POA2223,1929,1323,579,259,11966
POA2224,1218,907,658,268,7525
POA2225,488,368,141,34,2948
POA2226,1165,800,385,166,7272
POA2227,1318,872,461,152,8251
POA2228,1507,1110,739,463,11355
POA2229,2631,1947,1081,611,17000
POA2230,3268,2411,1009,408,18427
POA2231,193,109,57,17,1198
POA2232,2802,1885,1190,462,19829
POA2233,2342,1769,996,402,15588
POA2234,3321,2144,634,176,16183
POA2250,6050,4492,2547,1373,37661
POA2251,3337,2739,1561,580,17930
POA2256,1473,1287,773,274,8348
POA2257,2790,2572,1385,421,15596
POA2258,557,312,125,25,2779
POA2259,4687,3670,2310,834,30820
POA2260,2515,2026,971,211,14206
POA2261,4418,3750,1916,851,27131
POA2262,1485,1035,614,167,9113
POA2263,1806,1582,867,368,11131
POA2264,1380,1265,830,283,7984
POA2265,603,526,383,237,3913
POA2267,329,381,169,27,1609
POA2278,207,152,30,4,1188
POA2280,2446,1959,1068,384,13805
POA2281,1513,1324,622,204,7673
POA2282,1544,1312,699,192,8621
POA2283,2281,2161,1104,364,12410
POA2284,1037,758,448,199,6230
POA2285,2068,1475,769,268,16235
POA2286,285,256,110,23,2158
POA2287,2558,1872,920,397,19812
POA2289,1530,1014,633,222,10812
POA2290,2778,1952,1136,492,18073
POA2291,1446,972,429,195,8400
POA2292,195,119,42,13,1476
POA2293,297,201,59,13,2068
POA2294,159,94,45,10,1142
POA2295,734,725,293,118,4135
POA2296,148,98,29,3,1255
POA2297,159,74,26,5,1044
POA2298,700,496,368,374,5808
POA2299,803,516,248,145,6158
POA2300,1262,902,396,75,7979
POA2302,135,122,89,39,1064
POA2303,923,714,270,117,5567
POA2304,1113,768,352,251,8486
POA2305,1295,959,554,223,7780
POA2306,176,148,57,20,1193
POA2307,240,216,162,52,2206
POA2308,0,0,0,0,496
POA2311,93,71,31,10,423
POA2312,169,117,49,9,696
POA2315,1649,1674,1016,362,8257
POA2316,738,689,371,69,3531
POA2317,652,694,489,133,3370
POA2318,1095,878,420,58,6553
POA2319,700,606,297,68,3211
POA2320,2789,1887,914,286,18342
POA2321,1301,968,410,80,9426
POA2322,1440,878,380,67,10670
POA2323,2058,1473,675,234,12518
POA2324,2220,2021,1098,340,11773
POA2325,2305,1771,768,264,14465
POA2326,530,363,130,23,3167
POA2327,460,373,158,59,3197
POA2328,183,123,48,21,1153
POA2329,161,167,55,23,936
POA2330,1590,925,372,99,10018
POA2331,6,9,0,0,355
POA2333,921,531,221,69,6124
POA2334,150,101,60,3,1430
POA2335,556,340,100,20,3916
POA2336,220,110,52,15,1113
POA2337,606,417,218,85,3820
POA2338,175,147,58,27,763
POA2339,72,47,22,0,340
POA2340,3728,2825,1651,587,24743
POA2341,96,97,41,10,539
POA2342,36,33,9,0,213
POA2343,416,345,174,42,2286
POA2344,66,46,16,5,314
POA2345,55,41,16,3,307
POA2346,239,202,97,28,1318
POA2347,167,133,87,20,760
POA2350,2337,1709,1051,349,14715
POA2352,199,194,74,13,1338
POA2353,106,76,37,20,554
POA2354,334,308,150,30,1716
POA2355,77,63,18,3,304
POA2356,13,3,5,0,44
POA2357,389,387,181,91,2113
POA2358,398,342,125,40,1893
POA2359,69,36,22,3,322
POA2360,1145,913,485,147,6707
POA2361,83,73,41,10,400
POA2365,332,269,155,46,1814
POA2369,59,40,13,0,297
POA2370,706,626,304,100,3734
POA2371,124,128,48,22,559
POA2372,517,527,209,53,2371
POA2379,27,14,4,0,140
POA2380,799,527,303,123,5023
POA2381,100,68,13,11,506
POA2382,99,63,40,19,725
POA2386,18,18,7,0,130
POA2387,13,4,0,0,90
POA2388,213,132,59,14,1054
POA2390,720,444,187,68,3954
POA2395,62,79,24,4,303
POA2396,64,60,33,8,342
POA2397,15,22,11,0,121
POA2398,32,15,10,3,137
POA2399,61,40,16,0,304
POA2400,804,564,261,71,4982
POA2401,25,12,0,0,106
POA2402,135,96,58,19,700
POA2403,54,52,17,4,332
POA2404,162,138,86,22,744
POA2405,38,41,19,0,265
POA2406,49,27,16,7,341
POA2408,26,21,9,0,152
POA2409,89,52,14,0,470
POA2410,20,15,8,0,108
POA2411,17,3,0,0,64
POA2415,46,45,19,0,223
POA2420,424,325,156,40,1959
POA2421,202,166,51,8,1106
POA2422,611,593,276,83,2779
POA2423,392,364,132,37,1653
POA2424,65,43,16,4,265
POA2425,205,146,74,17,980
POA2426,91,59,21,5,380
POA2427,398,543,244,50,1772
POA2428,2591,2849,1637,658,13151
POA2429,1021,845,374,90,4612
POA2430,3411,3222,1707,611,17916
POA2431,665,741,361,128,3095
POA2439,394,483,232,53,2081
POA2440,2155,1704,718,243,11091
POA2441,532,437,104,23,2158
POA2443,976,1090,637,222,4500
POA2444,4595,4368,2537,1110,27230
POA2445,804,736,426,66,3845
POA2446,1327,1104,506,181,7188
POA2447,869,710,298,98,3859
POA2448,1088,1101,587,164,5018
POA2449,272,181,58,7,1027
POA2450,4278,3631,1860,703,24524
POA2452,1271,1119,574,241,7552
POA2453,365,301,129,37,1416
POA2454,976,805,318,96,4534
POA2455,387,405,180,46,1755
POA2456,1552,1522,573,155,8826
POA2460,2702,2106,996,403,15065
POA2462,291,292,82,10,1266
POA2463,870,862,373,118,4138
POA2464,848,962,455,123,4037
POA2465,29,23,15,0,157
POA2466,245,277,144,24,967
POA2469,613,451,147,41,2250
POA2470,1057,962,509,192,6505
POA2471,247,180,73,20,1293
POA2472,196,153,51,13,962
POA2473,344,374,149,61,1736
POA2474,754,629,210,91,3185
POA2475,41,40,14,3,163
POA2476,103,77,36,9,424
POA2477,1353,1131,589,210,6876
POA2478,3064,2999,1431,613,17418
POA2479,693,498,165,70,3395
POA2480,4783,3634,1381,512,24548
POA2481,1419,1184,381,102,8824
POA2482,813,686,208,46,4052
POA2483,1273,987,346,90,6730
POA2484,2266,1749,687,303,10581
POA2485,1328,1378,888,404,8366
POA2486,2709,2398,1564,750,16063
POA2487,1642,1324,562,187,8310
POA2488,392,207,86,36,1901
POA2489,634,600,334,122,4016
POA2490,95,45,14,4,377
POA2500,3387,2470,1365,571,26156
POA2502,722,423,220,78,4832
POA2505,404,221,76,45,2308
POA2506,515,339,138,63,3220
POA2508,914,536,213,77,5125
POA2515,1445,1042,370,118,6963
POA2516,646,376,169,34,3599
POA2517,1141,863,492,236,7324
POA2518,1664,1124,553,250,10178
POA2519,1468,1107,577,188,9227
POA2525,963,777,465,204,6646
POA2526,1445,910,436,242,8602
POA2527,1779,1226,468,229,12439
POA2528,1772,1382,771,266,10463
POA2529,2379,1663,734,301,14445
POA2530,2359,1674,943,270,16207
POA2533,1966,1890,894,323,10156
POA2534,657,591,273,100,3442
POA2535,955,1051,573,218,4787
POA2536,2123,2087,1071,315,10199
POA2537,1732,1634,707,227,7472
POA2538,322,312,113,62,1418
POA2539,2280,2254,1032,270,10843
POA2540,4845,4348,2146,576,25204
POA2541,2105,1706,954,389,13487
POA2545,144,169,52,9,650
POA2546,1286,1504,608,254,5850
POA2548,946,1024,530,185,4895
POA2549,467,408,153,54,2097
POA2550,2082,1593,644,223,8981
POA2551,363,396,168,64,1782
POA2555,3,4,0,0,56
POA2556,164,125,46,7,1049
POA2557,783,403,128,24,9212
POA2558,808,439,101,21,4819
POA2559,103,64,15,3,1085
POA2560,4981,3817,1706,408,36437
POA2563,19,7,5,0,119
POA2564,873,515,221,59,6060
POA2565,1851,1056,364,77,15301
POA2566,1793,1111,348,69,12093
POA2567,2509,1234,434,80,18313
POA2568,95,112,115,93,735
POA2569,135,113,36,8,685
POA2570,3339,2502,1078,448,30162
POA2571,1066,629,206,43,6475
POA2572,376,314,173,113,2684
POA2573,304,258,116,32,2517
POA2574,422,309,158,43,2664
POA2575,1565,1281,695,200,9304
POA2576,1457,1770,1371,568,8509
POA2577,1883,1663,855,217,9566
POA2578,368,499,264,85,1826
POA2579,463,468,228,41,2527
POA2580,2732,2143,1003,371,16009
POA2581,253,176,73,12,1344
POA2582,1270,903,399,125,7228
POA2583,525,408,185,57,2210
POA2584,58,32,16,3,247
POA2585,21,20,5,0,126
POA2586,304,212,106,23,1412
POA2587,247,206,109,17,1293
POA2588,32,30,3,9,147
POA2590,593,588,339,95,3238
POA2594,893,683,332,100,5066
POA2619,897,354,107,22,4982
POA2620,3604,2125,812,216,23889
POA2621,675,395,157,24,3612
POA2622,549,433,216,40,2393
POA2623,43,36,16,0,276
POA2624,254,139,32,6,1158
POA2625,267,154,34,0,1251
POA2626,72,29,14,0,279
POA2627,680,402,133,16,4484
POA2628,267,190,61,18,1278
POA2629,100,53,39,10,493
POA2630,894,592,349,133,4728
POA2631,84,52,14,3,323
POA2632,166,136,65,22,842
POA2633,39,32,13,0,146
POA2640,3299,2351,1157,391,20298
POA2641,1051,889,434,150,7336
POA2642,520,320,115,20,2578
POA2643,223,236,104,42,1331
POA2644,237,185,65,16,1118
POA2645,47,24,3,5,142
POA2646,577,469,276,104,3040
POA2647,179,229,143,28,1186
POA2648,283,223,105,25,1440
POA2649,0,4,0,0,20
POA2650,4538,3174,1544,654,29878
POA2651,112,68,21,8,1622
POA2652,402,294,90,28,2164
POA2653,222,194,90,27,1278
POA2655,121,100,31,8,614
POA2656,135,91,54,17,587
POA2658,124,94,57,17,625
POA2659,90,44,25,3,390
POA2660,125,105,66,19,703
POA2661,0,3,0,0,352
POA2663,384,259,118,35,2762
POA2665,127,157,55,19,817
POA2666,470,371,160,66,2442
POA2668,39,26,10,3,172
POA2669,130,80,31,5,640
POA2671,306,207,122,52,1940
POA2672,95,63,32,6,563
POA2675,120,69,23,13,830
POA2678,0,0,0,0,173
POA2680,1589,954,470,244,11002
POA2681,131,74,36,7,782
POA2700,370,272,147,55,2031
POA2701,185,169,61,31,1102
POA2702,62,53,25,9,331
POA2703,33,38,6,0,210
POA2705,733,452,245,89,4468
POA2706,68,54,22,6,427
POA2707,93,55,19,6,496
POA2710,842,574,309,103,4375
POA2711,305,172,88,28,1385
POA2712,115,104,55,48,635
POA2713,262,184,116,60,1297
POA2714,242,279,159,47,1318
POA2715,124,72,22,15,570
POA2716,87,72,27,13,450
POA2717,90,62,41,8,504
POA2720,726,452,283,113,3878
POA2721,14,10,4,0,88
POA2722,275,219,94,29,1521
POA2725,29,28,11,5,152
POA2726,29,14,11,0,133
POA2727,40,26,7,0,159
POA2729,154,105,48,8,709
POA2730,130,100,47,16,568
POA2731,547,509,292,86,3338
POA2732,193,149,72,33,835
POA2733,56,35,19,10,283
POA2734,51,29,14,9,233
POA2735,32,23,10,0,157
POA2736,31,27,11,6,209
POA2737,53,54,13,4,345
POA2738,152,92,34,11,939
POA2739,108,52,27,6,655
POA2745,2105,1107,371,68,14689
POA2747,2554,1791,793,275,25182
POA2748,168,82,46,9,785
POA2749,1149,575,194,36,7498
POA2750,3058,2430,1273,545,24036
POA2752,389,197,68,4,2537
POA2753,1359,875,492,243,8595
POA2754,458,420,239,81,3455
POA2756,2681,1516,649,147,16572
POA2757,85,50,26,5,436
POA2758,978,638,241,53,4794
POA2759,2055,1142,243,52,11450
POA2760,1782,1123,559,233,15817
POA2761,2299,1078,301,130,15729
POA2762,688,355,76,14,11744
POA2763,2045,1267,358,80,17219
POA2765,1962,1184,404,78,23794
POA2766,1152,722,348,359,8184
POA2767,1659,1079,340,75,11400
POA2768,2125,1121,366,62,15992
POA2769,640,447,213,63,8463
POA2770,2995,1889,781,159,22506
POA2773,713,553,234,63,3450
POA2774,1231,1041,457,94,7242
POA2775,231,140,64,5,889
POA2776,424,323,116,23,2285
POA2777,1810,1508,723,342,10029
POA2778,325,232,61,17,1441
POA2779,499,390,165,34,2785
POA2780,1658,1622,719,237,8309
POA2782,762,823,371,125,3898
POA2783,352,214,81,12,1500
POA2784,161,100,42,3,757
POA2785,702,615,303,71,3085
POA2786,162,168,72,14,776
POA2787,422,401,157,48,2314
POA2790,1438,1139,607,175,7642
POA2791,37,25,24,8,177
POA2792,45,23,16,3,188
POA2793,110,125,52,3,536
POA2794,808,771,346,126,4649
POA2795,3682,2747,1327,449,22967
POA2797,31,30,22,6,203
POA2798,212,172,65,8,1171
POA2799,333,236,91,33,1811
POA2800,3624,2726,1350,476,24016
POA2803,35,30,15,3,149
POA2804,263,205,112,38,1357
POA2805,31,33,14,0,182
POA2806,80,81,25,10,395
POA2807,42,35,8,0,191
POA2808,36,35,10,0,115
POA2809,33,13,12,0,102
POA2810,262,240,131,46,1381
POA2817,37,33,7,0,186
POA2818,83,70,26,8,430
POA2820,557,417,253,77,3342
POA2821,332,254,161,55,2074
POA2822,51,40,5,0,217
POA2823,90,77,46,24,554
POA2824,177,106,71,48,920
POA2825,163,97,64,28,985
POA2826,10,5,3,0,77
POA2827,306,228,139,44,1616
POA2828,91,51,16,10,365
POA2829,200,144,68,13,1216
POA2830,3186,2088,1104,378,21921
POA2831,195,114,42,12,963
POA2832,232,155,47,13,1215
POA2833,60,42,15,6,288
POA2834,280,239,129,29,1219
POA2835,323,199,89,20,1957
POA2836,79,68,24,8,456
POA2838,15,21,8,0,103
POA2839,91,43,12,3,434
POA2840,206,127,53,10,1179
POA2842,56,62,27,0,303
POA2843,100,99,63,16,593
POA2844,107,96,62,9,594
POA2845,140,120,48,7,865
POA2846,43,35,10,5,142
POA2847,216,192,77,12,1107
POA2848,125,118,84,23,630
POA2849,196,188,86,18,911
POA2850,1656,1126,583,164,9624
POA2852,302,256,104,28,1758
POA2864,61,49,29,10,376
POA2865,66,60,25,8,421
POA2866,270,192,99,43,1466
POA2867,60,41,22,3,268
POA2868,49,25,26,4,225
POA2869,157,107,45,18,697
POA2870,861,582,288,111,5258
POA2871,666,497,307,100,3989
POA2873,51,33,11,16,246
POA2874,36,24,16,8,184
POA2875,71,58,30,5,354
POA2876,45,36,9,5,217
POA2877,254,145,79,34,1472
POA2878,30,11,0,0,171
POA2879,71,57,18,3,297
POA2880,1507,1097,468,211,8084
POA2898,54,38,22,4,282
POA3000,1474,746,246,40,34110
POA3002,593,553,274,99,4126
POA3003,328,161,57,6,5834
POA3004,944,795,493,194,9431
POA3006,1055,630,263,45,17877
POA3008,892,495,131,18,11883
POA3011,1230,629,274,172,14086
POA3012,1347,684,284,163,15186
POA3013,1099,468,150,72,8870
POA3015,1403,658,225,154,10316
POA3016,1860,1131,470,138,9018
POA3018,1015,687,356,134,7188
POA3019,400,253,72,23,4542
POA3020,2015,1243,623,244,19244
POA3021,2418,1857,930,453,21813
POA3022,138,98,50,17,1558
POA3023,3099,1711,687,202,28666
POA3024,1190,647,191,41,16003
POA3025,521,298,236,123,5765
POA3026,315,120,38,5,3656
POA3027,342,186,19,0,5393
POA3028,1866,1068,338,112,13529
POA3029,4842,2660,911,186,63305
POA3030,5696,3284,1271,439,58628
POA3031,1061,662,204,81,10959
POA3032,2112,1211,405,107,17673
POA3033,960,624,479,103,7065
POA3034,732,610,374,181,5716
POA3036,509,385,209,86,2948
POA3037,2894,1322,497,157,22609
POA3038,2343,1305,453,99,12206
POA3039,1325,824,287,125,9719
POA3040,2414,1408,552,232,15269
POA3041,1066,727,297,97,6940
POA3042,1105,699,342,118,8276
POA3043,996,827,474,118,8127
POA3044,1882,875,398,261,15463
POA3045,38,25,8,0,296
POA3046,1799,934,622,418,19042
POA3047,843,441,251,88,8539
POA3048,752,371,181,43,6197
POA3049,740,412,180,67,4515
POA3051,848,518,194,67,10177
POA3052,461,350,259,120,5065
POA3053,574,475,294,132,11021
POA3054,654,574,272,67,5646
POA3055,932,552,200,80,9247
POA3056,1482,867,303,87,16685
POA3057,688,374,134,31,9349
POA3058,2186,1168,435,242,19468
POA3059,1371,657,162,20,9491
POA3060,599,337,154,88,6319
POA3061,192,119,81,15,1651
POA3062,0,0,0,0,0
POA3063,62,26,11,3,280
POA3064,4218,1779,525,156,48316
POA3065,884,565,255,93,7596
POA3066,455,234,89,17,6379
POA3067,494,315,139,29,6654
POA3068,1528,1214,546,145,12910
POA3070,2009,1065,393,138,15665
POA3071,1297,646,250,181,11350
POA3072,2060,1034,357,169,19065
POA3073,2722,1578,868,463,26059
POA3074,857,590,278,76,7899
POA3075,874,571,298,84,9220
POA3076,1707,970,543,352,15529
POA3078,1155,670,201,45,7494
POA3079,1786,1256,593,255,10625
POA3081,927,512,195,59,7499
POA3082,2338,1308,391,129,13842
POA3083,2091,1239,744,297,16513
POA3084,2438,1781,1052,447,15852
POA3085,1019,760,376,184,7808
POA3087,658,452,242,67,4799
POA3088,2168,1696,784,266,14374
POA3089,1161,603,218,49,6535
POA3090,226,110,60,35,1235
POA3091,194,93,64,10,835
POA3093,343,285,156,39,2170
POA3094,745,660,322,61,5040
POA3095,2974,2208,789,197,15652
POA3096,205,101,62,23,1015
POA3097,182,121,57,4,865
POA3099,559,392,140,23,2763
POA3101,2501,1838,1025,495,15080
POA3102,709,421,214,86,3795
POA3103,1519,1154,703,326,9139
POA3104,2266,1340,716,272,11800
POA3105,942,580,402,128,5806
POA3106,1714,1278,743,278,9277
POA3107,1130,773,686,245,7606
POA3108,1883,1372,964,426,14299
POA3109,2452,1762,1144,376,16661
POA3111,1158,808,536,243,6878
POA3113,990,606,242,44,4713
POA3114,429,252,115,35,2005
POA3115,433,250,102,24,1959
POA3116,835,592,324,57,5784
POA3121,2023,1227,549,156,21771
POA3122,1736,1317,738,246,14809
POA3123,1221,871,506,173,9659
POA3124,2306,1673,979,574,13382
POA3125,1028,645,413,247,8984
POA3126,888,719,404,192,4670
POA3127,2007,1529,635,255,11278
POA3128,1583,1070,675,422,14134
POA3129,1503,959,484,151,10130
POA3130,2813,1828,1110,550,18589
POA3131,1630,1139,805,485,12924
POA3132,1265,829,408,111,9481
POA3133,1824,1503,945,406,12532
POA3134,2729,1788,960,396,18645
POA3135,1609,1168,662,296,11366
POA3136,3472,2476,1401,538,23788
POA3137,1025,652,383,158,7062
POA3138,1521,1056,502,148,11256
POA3139,1196,745,302,54,6918
POA3140,1320,845,485,145,8586
POA3141,1586,1205,664,197,18509
POA3142,1342,1266,811,286,8333
POA3143,690,657,406,114,6189
POA3144,1065,913,640,292,6854
POA3145,2106,1417,690,324,14218
POA3146,2594,1673,900,270,15799
POA3147,1354,861,437,224,8485
POA3148,571,352,165,49,5587
POA3149,3157,1870,1214,541,20373
POA3150,5300,4076,2865,1316,35682
POA3151,810,540,444,126,6021
POA3152,2913,2310,1123,592,19000
POA3153,1309,874,543,369,11024
POA3154,342,230,125,74,2294
POA3155,1555,1212,634,205,12328
POA3156,3146,1936,883,287,19634
POA3158,678,461,139,26,3721
POA3159,249,174,53,7,1439
POA3160,871,580,174,44,4975
POA3161,1312,1333,550,303,10587
POA3162,1655,1481,658,399,10959
POA3163,2415,1666,779,316,20858
POA3165,2332,1408,591,269,16031
POA3166,1782,853,342,144,13982
POA3167,718,435,188,87,5124
POA3168,810,533,348,300,14098
POA3169,1090,787,385,181,10625
POA3170,1311,928,608,218,10294
POA3171,785,538,326,164,9113
POA3172,1300,985,537,175,9481
POA3173,1409,975,416,131,12763
POA3174,1806,1321,720,250,17352
POA3175,2675,1924,1028,409,23661
POA3177,506,365,205,75,4785
POA3178,3145,1584,713,212,17137
POA3179,470,303,123,25,3116
POA3180,572,412,251,51,3978
POA3181,1212,836,493,335,13975
POA3182,1992,1145,432,92,16216
POA3183,1211,821,335,109,11539
POA3184,1360,731,252,63,10150
POA3185,1127,818,378,138,8164
POA3186,2681,2044,1264,567,13831
POA3187,1682,1133,715,499,9370
POA3188,2041,1199,602,167,10546
POA3189,466,291,173,86,3524
POA3190,923,592,297,119,6770
POA3191,1223,882,498,252,6430
POA3192,1778,1134,607,382,13015
POA3193,2356,1738,938,324,11322
POA3194,1083,772,460,188,7525
POA3195,3258,1904,898,364,19688
POA3196,2046,1331,674,275,14311
POA3197,1054,754,297,100,6185
POA3198,1177,852,467,146,8801
POA3199,4356,3248,1789,815,29332
POA3200,360,208,126,53,2532
POA3201,1256,744,362,191,10252
POA3202,231,193,123,55,1645
POA3204,2925,1676,744,275,19050
POA3205,966,601,305,169,7793
POA3206,1100,730,412,107,5859
POA3207,1593,1031,475,80,10945
POA3211,136,67,24,4,631
POA3212,1120,779,324,82,8633
POA3213,391,183,76,13,2205
POA3214,1242,864,424,134,9524
POA3215,1423,1150,567,302,10759
POA3216,4271,3313,1989,827,32295
POA3217,884,565,198,64,10851
POA3218,1124,693,282,81,8337
POA3219,1479,1061,512,190,10024
POA3220,1731,1296,638,195,10574
POA3221,93,65,18,4,443
POA3222,1653,1465,731,200,9242
POA3223,1143,1259,554,172,5235
POA3224,1092,914,638,232,7412
POA3225,708,902,522,170,3534
POA3226,1640,1464,601,249,9686
POA3227,628,582,241,61,3174
POA3228,1955,1562,674,246,13189
POA3230,439,464,201,55,2122
POA3231,342,273,106,24,1220
POA3232,214,233,76,41,1013
POA3233,312,318,119,27,1531
POA3234,51,46,5,0,189
POA3235,82,47,10,0,301
POA3236,43,29,4,0,138
POA3237,44,22,6,0,167
POA3238,53,20,5,0,168
POA3239,62,54,9,0,254
POA3240,220,130,47,9,1111
POA3241,279,217,92,52,1626
POA3242,89,77,23,5,472
POA3243,38,55,14,4,232
POA3249,332,249,76,14,1587
POA3250,793,699,363,147,5306
POA3251,47,45,10,0,251
POA3254,41,10,4,0,168
POA3260,378,334,172,58,2166
POA3264,211,127,63,37,984
POA3265,263,123,40,11,1315
POA3266,237,130,75,37,1252
POA3267,24,14,4,0,89
POA3268,193,133,49,23,1100
POA3269,66,43,22,0,370
POA3270,34,36,20,0,172
