POA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
POA2282,92,6,0,0,0,104,36,3,0,0,0,36,26,0,0,0,0,31,44,8,3,0,0,59,72,0,0,0,0,74,183,23,16,0,0,219,210,22,17,0,0,247,431,14,10,0,0,457,330,9,0,0,0,342,246,10,0,0,0,258,163,3,0,0,0,168,117,6,8,0,0,128,1955,110,52,0,0,2120
POA2283,151,20,3,0,0,179,60,0,0,0,0,60,53,10,0,0,0,61,79,9,0,0,0,90,122,4,0,0,0,128,404,18,6,0,0,428,533,32,3,0,0,572,750,13,9,0,0,775,306,0,3,0,0,318,222,0,0,0,0,222,149,0,0,0,0,149,188,3,0,0,0,196,3035,119,20,0,0,3168
POA2284,75,0,0,0,0,78,29,0,0,0,0,29,27,4,0,0,0,26,45,3,0,0,0,49,70,4,0,0,0,74,196,10,10,0,0,216,293,16,5,0,0,315,433,10,3,0,0,447,226,8,0,0,0,237,151,4,0,0,0,155,65,0,0,0,0,68,90,4,0,0,0,96,1720,60,10,0,4,1792
POA2285,173,13,3,0,0,185,77,5,0,0,0,81,54,8,0,0,0,62,125,4,3,0,0,132,181,0,4,0,0,189,635,25,3,0,0,661,984,37,0,0,0,1018,1592,32,6,4,0,1627,749,5,0,0,0,756,319,4,0,6,0,323,152,0,0,0,0,159,236,9,0,0,0,246,5270,140,25,6,0,5442
POA2286,28,0,0,0,0,28,14,0,0,0,0,14,19,0,0,0,0,19,16,0,0,0,0,16,23,0,0,0,0,23,103,0,0,0,0,103,167,0,0,0,0,168,256,3,0,0,0,254,83,0,0,0,0,83,35,0,0,0,0,35,12,0,0,0,0,12,39,0,0,0,0,44,792,7,0,0,0,794
POA2287,198,20,0,0,0,224,76,15,0,0,0,87,64,7,0,0,0,72,120,3,0,0,0,130,200,14,5,0,0,222,576,66,5,0,0,650,922,109,4,0,0,1032,1546,79,4,0,0,1640,697,16,4,0,0,710,407,11,4,0,0,424,171,5,5,0,0,180,259,13,3,4,0,287,5248,359,31,3,6,5639
POA2289,102,3,0,0,0,107,42,4,0,0,0,46,34,0,0,0,0,36,62,0,0,0,0,66,81,5,0,0,0,90,216,22,17,0,0,253,328,24,18,0,0,374,649,34,7,0,0,691,494,20,4,0,0,515,348,3,3,0,0,360,170,4,5,0,0,174,129,10,3,0,0,142,2658,128,72,0,0,2857
POA2290,185,16,3,0,0,204,88,9,0,0,0,96,63,8,5,0,0,69,115,12,4,0,0,130,141,7,7,0,0,154,467,60,16,0,0,543,645,101,31,0,0,777,1203,105,38,0,0,1350,601,34,9,0,0,644,457,14,4,0,0,474,252,7,0,0,0,265,213,22,3,0,0,237,4439,389,124,0,0,4946
POA2291,75,11,6,0,0,93,17,4,0,0,0,21,11,6,3,0,0,16,20,8,3,0,0,29,36,10,11,0,0,53,79,15,21,0,0,111,103,21,27,0,0,152,201,34,38,0,0,275,141,30,5,0,0,181,251,22,9,0,0,288,320,17,12,0,0,347,90,18,6,0,0,106,1353,187,135,0,0,1683
POA2292,6,4,0,0,0,12,6,0,0,0,0,6,3,0,0,0,0,6,9,0,0,0,0,9,10,0,5,0,0,16,41,5,0,0,0,46,47,8,0,0,0,52,79,4,9,0,0,91,55,0,5,0,0,59,23,0,0,0,0,29,13,0,0,0,0,13,8,0,3,0,0,13,307,22,17,0,0,349
POA2293,15,6,9,0,0,27,4,9,3,0,0,8,3,0,0,0,0,5,9,6,5,0,0,14,7,7,3,0,0,22,33,7,4,0,0,55,27,11,17,0,0,50,52,21,39,0,0,114,44,12,8,0,0,63,32,11,4,0,0,44,18,8,0,0,0,24,4,3,3,0,0,14,242,101,95,3,0,438
POA2294,6,4,0,0,0,18,3,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,3,5,0,0,0,0,3,22,5,0,0,0,27,26,9,0,0,0,39,59,14,0,0,0,73,22,0,0,0,0,22,27,5,0,0,0,31,6,0,0,0,0,7,18,4,0,0,0,23,201,54,9,0,0,255
POA2295,36,6,0,0,0,40,19,0,0,0,0,22,9,0,0,0,0,9,42,0,0,0,0,42,29,0,0,0,0,29,71,0,3,0,0,73,101,6,4,0,0,111,196,6,0,0,0,205,168,0,7,0,0,175,108,0,0,0,0,116,61,0,0,0,0,59,45,0,0,0,0,46,884,29,17,0,0,925
POA2296,10,0,3,0,0,16,3,0,0,0,0,0,4,0,0,0,0,7,7,4,0,0,0,7,9,0,0,0,0,11,34,3,0,0,0,42,21,8,3,0,0,33,45,29,9,0,0,79,27,11,5,0,0,38,16,5,4,0,0,23,0,4,0,0,0,9,10,5,0,0,0,12,180,81,21,4,0,285
POA2297,11,0,0,0,0,11,3,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,14,12,0,0,0,0,12,34,0,0,0,0,34,47,5,0,0,0,48,51,0,0,0,0,55,38,0,0,0,0,37,21,0,0,0,0,20,15,0,0,0,0,13,14,0,0,0,0,14,254,4,4,0,0,262
POA2298,54,6,0,0,0,54,20,0,0,0,0,20,16,0,0,0,0,19,26,4,0,0,0,33,42,0,8,0,0,52,124,14,20,0,0,154,174,19,8,0,0,200,295,26,5,0,0,325,152,7,0,0,0,164,89,8,0,0,0,103,37,0,0,0,0,46,62,7,4,0,0,72,1102,87,46,0,0,1236
POA2299,48,7,3,0,0,62,17,0,0,0,0,13,12,0,0,0,0,11,20,0,3,0,0,20,36,4,0,0,0,47,121,14,11,0,0,143,150,28,8,0,0,189,278,25,11,0,0,311,170,7,3,0,0,179,94,0,0,0,0,91,55,5,3,0,0,61,51,4,0,0,0,54,1047,100,46,0,0,1197
POA2300,17,22,23,0,0,59,5,0,3,0,0,7,0,7,10,0,0,14,4,10,7,0,0,19,3,11,21,0,0,27,10,21,59,0,0,91,14,32,90,0,0,132,29,56,132,0,0,211,24,47,44,0,0,110,33,71,54,0,0,157,85,64,70,0,0,218,14,17,31,0,0,61,234,344,538,0,4,1124
POA2302,0,0,5,0,0,5,0,0,6,0,0,6,0,0,5,0,0,5,0,0,3,0,0,3,0,0,4,0,0,0,0,0,13,0,0,14,0,0,22,0,0,27,0,0,33,0,0,29,0,0,19,0,0,19,0,0,10,0,0,10,0,0,7,0,0,9,0,0,5,0,0,5,4,5,129,0,0,136
POA2303,51,8,0,0,0,64,20,6,0,0,0,21,14,6,0,0,0,20,17,3,0,0,0,19,19,3,0,0,0,30,59,13,10,0,0,79,66,22,9,0,0,88,143,28,13,0,0,190,92,13,0,0,0,109,114,12,0,0,0,126,127,5,5,0,0,143,48,11,3,0,0,65,769,135,43,0,0,949
POA2304,81,4,0,0,0,83,31,3,0,0,0,34,27,3,3,0,0,32,62,3,0,0,0,70,71,5,0,0,0,73,226,35,9,0,0,273,346,40,7,0,0,398,579,30,4,0,0,616,259,9,5,0,0,275,133,4,0,0,0,136,59,3,0,0,0,57,96,4,0,0,0,98,1956,148,32,3,0,2144
POA2305,77,3,0,0,0,84,23,9,0,0,0,29,13,0,0,0,0,20,40,3,5,0,0,41,52,4,3,0,0,56,159,8,9,0,0,184,194,18,16,0,0,230,303,25,6,0,0,334,274,5,5,0,0,281,221,4,0,0,0,231,176,3,0,0,0,177,86,8,3,0,0,92,1613,94,44,0,0,1755
POA2306,3,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,34,6,0,0,0,37,40,0,0,0,0,40,27,0,0,0,0,27,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,4,4,0,0,0,8,129,10,0,0,0,146
POA2307,22,0,0,0,0,20,10,0,0,0,0,12,11,0,0,0,0,6,14,7,0,0,0,22,31,0,0,0,0,32,73,9,0,0,0,76,143,27,0,0,0,167,139,16,0,0,0,151,28,8,0,0,0,30,10,0,0,0,0,12,9,0,0,0,0,9,29,3,0,0,0,33,510,68,0,0,0,577
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,18,0,0,0,0,18,23,0,0,0,0,23,20,0,0,0,0,20,7,0,0,0,0,7,9,0,0,0,0,9,5,0,0,0,0,5,8,0,0,0,0,8,103,0,0,0,0,100
POA2312,12,0,0,0,0,12,5,0,0,0,0,5,4,0,0,0,0,4,15,0,0,0,0,15,16,0,0,0,0,16,34,0,0,0,0,34,46,0,0,0,0,46,25,0,0,0,0,25,12,0,0,0,0,18,11,0,0,0,0,11,9,0,0,0,0,9,18,0,0,0,0,18,196,0,0,0,0,201
POA2315,90,22,10,0,0,116,23,6,6,0,0,33,21,10,0,0,0,33,32,11,4,0,0,48,41,19,5,0,0,56,130,34,12,0,0,179,149,40,17,0,0,205,269,60,8,6,0,346,154,13,3,0,0,174,127,3,5,0,0,137,73,4,0,0,0,88,74,13,5,0,0,93,1182,245,66,5,0,1503
POA2316,33,0,0,0,0,35,3,0,0,0,0,9,10,5,0,0,0,13,26,0,0,0,0,26,33,4,0,0,0,34,86,7,0,0,0,98,95,23,0,0,0,118,158,15,3,0,0,180,89,0,0,0,0,85,56,0,0,0,0,60,26,0,0,0,0,32,36,6,0,0,0,41,661,71,3,3,0,735
POA2317,26,9,0,0,0,36,10,6,0,0,0,16,5,5,0,0,0,10,18,9,5,0,0,34,22,6,0,0,0,28,59,25,3,0,0,79,71,23,3,0,0,95,110,29,9,0,0,142,60,10,0,0,0,72,49,8,0,0,0,58,35,8,0,0,0,41,33,9,0,0,0,40,505,126,27,0,0,658
POA2318,76,0,0,0,0,72,30,0,0,0,0,31,22,0,0,0,0,25,59,4,0,0,0,63,70,0,0,0,0,74,249,5,0,0,0,251,318,4,0,0,0,322,482,0,0,0,0,483,268,0,0,0,0,261,199,0,0,0,0,199,75,0,0,0,0,75,111,0,0,0,0,110,1960,17,3,0,0,1978
POA2319,44,0,0,0,0,48,26,0,0,0,0,26,16,0,0,0,0,18,32,0,0,0,0,32,50,4,0,0,0,52,123,6,0,0,0,129,167,3,0,0,0,174,150,8,0,0,0,163,55,0,0,0,0,55,30,0,0,0,0,30,15,0,0,0,0,12,56,0,0,0,0,54,758,30,0,3,0,788
POA2320,189,3,0,0,0,192,67,5,0,0,0,72,72,6,0,0,0,76,124,8,0,0,0,126,197,8,0,0,0,204,734,31,3,3,0,772,1084,32,0,0,0,1120,1443,25,3,4,6,1475,616,7,0,0,0,621,473,3,0,0,5,480,271,0,0,0,0,280,292,7,0,0,0,302,5559,128,11,10,9,5716
POA2321,86,3,0,0,0,87,39,4,0,0,0,44,28,0,0,0,0,35,51,6,0,0,0,55,77,6,0,0,0,85,273,11,0,0,0,287,543,9,0,0,0,553,895,6,0,0,0,901,374,0,0,0,0,378,262,0,0,0,0,260,104,0,0,0,0,101,160,7,0,0,0,164,2891,50,3,3,0,2943
POA2322,121,0,0,0,0,121,49,0,0,0,0,49,44,0,0,0,0,44,79,0,0,0,0,87,130,6,0,0,0,139,508,19,0,0,0,527,658,27,5,0,0,688,897,12,0,0,0,908,433,0,0,0,0,434,226,6,0,0,0,230,108,0,4,0,0,110,189,4,0,0,0,197,3446,70,7,3,4,3524
POA2323,134,8,0,0,0,142,53,5,0,0,0,57,41,6,0,0,0,44,78,10,3,0,0,87,116,9,0,0,0,134,481,46,4,0,0,531,707,44,11,0,0,759,849,18,0,0,0,868,303,6,0,0,0,311,213,0,0,0,0,215,116,3,0,0,0,113,154,8,0,0,0,165,3240,164,25,0,0,3422
POA2324,132,6,0,0,0,142,62,6,0,0,0,69,50,3,0,0,0,53,109,7,0,0,0,122,136,18,5,0,0,154,493,54,0,6,0,550,571,19,0,0,0,589,552,14,0,0,0,571,205,8,0,0,0,210,137,3,0,0,0,141,88,0,0,0,0,87,153,9,0,0,0,165,2685,142,17,3,7,2855
POA2325,134,9,0,0,0,144,83,3,0,0,0,85,64,0,0,0,0,64,122,11,0,0,0,131,220,9,0,0,0,226,731,17,5,0,0,755,851,17,0,0,5,866,688,0,0,0,0,694,265,6,0,0,0,274,233,0,0,0,3,236,115,0,0,0,0,115,226,6,0,4,0,233,3719,75,8,3,4,3816
POA2326,41,0,0,0,0,41,27,0,0,0,0,23,35,0,0,0,0,35,49,0,0,0,0,47,74,4,0,0,0,76,241,3,7,0,0,248,251,0,0,0,0,251,175,0,0,0,0,178,68,0,0,0,0,72,78,0,0,0,0,78,36,0,0,0,0,36,62,0,0,0,0,62,1141,3,3,0,0,1153
POA2327,40,0,0,0,0,41,20,3,0,0,0,20,16,0,0,0,0,16,38,0,0,0,0,44,64,13,0,0,0,67,252,20,3,0,0,273,251,8,0,0,0,258,181,0,0,0,0,185,43,0,0,0,0,44,15,0,0,0,0,19,14,0,0,0,0,14,67,3,0,0,0,70,1000,54,10,0,0,1063
POA2328,9,0,0,0,0,9,6,0,0,0,0,7,4,0,0,0,0,4,14,0,0,0,0,14,12,0,0,0,0,12,56,3,3,0,0,56,62,0,0,0,0,64,74,0,0,0,0,74,26,0,0,0,0,26,18,0,0,0,0,17,20,0,0,0,0,20,15,0,0,0,0,20,309,8,6,4,0,324
POA2329,14,0,0,0,0,18,10,0,0,0,0,10,5,0,0,0,0,5,13,0,0,0,0,13,18,0,0,0,0,18,38,0,0,0,0,38,29,0,0,0,0,29,24,0,0,0,0,24,7,0,0,0,0,7,9,0,0,0,0,9,9,0,0,0,0,9,10,0,0,0,0,10,191,0,0,0,0,191
POA2330,106,0,0,0,0,108,36,0,3,0,0,36,37,3,0,0,0,39,62,8,0,0,0,63,101,13,3,0,3,120,371,24,3,0,0,397,587,24,5,0,0,616,730,19,3,0,0,752,325,4,0,0,0,329,248,6,4,0,0,255,124,0,0,0,0,122,165,9,0,0,0,177,2883,104,20,0,7,3018
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2333,57,6,0,0,0,59,27,0,0,0,0,27,31,0,0,0,0,36,84,4,0,0,0,85,100,3,0,0,0,105,342,7,0,0,0,354,387,6,0,0,0,395,292,0,0,0,0,295,113,0,0,0,0,113,82,0,0,0,0,82,52,0,0,0,0,52,101,0,0,0,0,101,1664,30,3,0,0,1703
POA2334,11,0,0,0,0,16,8,0,0,0,0,8,6,0,0,0,0,6,18,0,0,0,0,18,33,0,0,0,0,27,83,3,0,0,0,80,131,3,0,0,0,137,185,0,0,0,0,185,55,0,0,0,0,63,28,0,0,0,0,31,13,0,0,0,0,13,39,0,0,0,0,39,611,4,0,0,6,620
POA2335,40,0,0,0,0,45,17,0,0,0,0,17,11,0,0,0,0,11,30,0,0,0,0,34,34,0,0,0,0,36,142,10,0,0,0,159,229,8,0,0,0,235,347,9,0,0,0,350,174,0,0,0,0,175,150,0,0,0,0,150,78,0,0,0,0,78,57,0,0,0,0,60,1305,36,4,0,0,1345
POA2336,12,0,0,0,0,12,8,0,0,0,0,8,3,0,0,0,0,3,8,0,0,0,0,14,15,0,0,0,0,15,72,0,0,0,0,72,80,0,0,0,0,80,60,0,0,0,0,58,23,0,0,0,0,23,16,0,0,0,0,24,12,0,0,0,0,12,27,0,0,0,0,25,339,0,0,0,0,342
POA2337,44,0,0,0,0,48,12,0,0,0,0,18,13,0,0,0,0,13,31,0,0,0,0,31,57,8,0,0,0,65,178,6,0,0,0,178,208,3,0,0,0,211,203,4,0,0,0,212,91,0,0,0,0,91,70,0,0,0,0,70,42,0,0,0,0,48,51,5,0,0,0,54,1005,19,3,3,0,1032
POA2338,19,0,0,0,0,19,7,0,0,0,0,7,12,0,0,0,0,9,17,0,0,0,0,17,18,0,0,0,0,14,42,0,0,0,0,42,21,0,0,0,0,20,16,0,0,0,0,16,12,0,0,0,0,12,4,0,0,0,0,4,8,0,0,0,0,8,6,0,0,0,0,6,177,0,0,3,0,178
POA2339,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,14,0,0,0,0,14,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,66,0,0,0,0,66
POA2340,185,12,0,0,0,194,109,0,0,0,0,108,96,7,0,0,0,103,222,9,0,0,0,235,431,13,0,0,0,451,1275,35,4,0,0,1307,1278,25,3,0,3,1309,1168,4,0,0,0,1178,432,3,0,0,0,437,271,4,0,0,0,274,188,0,0,0,3,195,299,5,0,4,0,302,5955,116,14,5,6,6098
POA2341,3,0,0,0,0,3,9,0,0,0,0,9,18,0,0,0,0,18,26,0,0,0,0,26,18,0,0,0,0,18,30,0,0,0,0,30,17,0,0,0,0,17,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,9,142,3,3,0,0,148
POA2342,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,14,12,0,0,0,0,12,10,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,58,4,0,0,0,59
POA2343,34,0,0,0,0,34,11,0,0,0,0,11,22,0,0,0,0,22,33,0,0,0,0,33,63,0,0,0,0,62,99,0,0,0,0,105,57,0,0,0,0,62,39,0,0,0,0,41,17,0,0,0,0,17,17,0,0,0,0,17,10,0,0,0,0,10,32,0,0,0,0,32,436,0,3,3,0,444
POA2344,10,0,0,0,0,10,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,14,0,0,0,0,14,22,0,0,0,0,22,25,0,0,0,0,25,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,103,0,0,0,0,103
POA2345,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,34,0,0,0,0,34,17,0,0,0,0,17,14,0,0,0,0,14,6,0,0,0,0,6,5,0,0,0,0,5,6,0,0,0,0,6,15,0,0,0,0,15,125,0,0,0,0,124
POA2346,14,0,0,0,0,14,14,0,0,0,0,14,15,0,0,0,0,15,32,0,0,0,0,32,44,0,0,0,0,44,81,0,0,3,0,85,46,0,0,0,0,46,37,0,0,0,0,37,12,0,0,0,0,16,5,0,0,0,0,5,10,0,0,0,0,10,20,0,0,0,0,20,318,0,0,3,0,326
POA2347,29,0,0,0,0,29,10,0,0,0,0,10,10,0,0,0,0,10,28,0,0,0,0,28,11,0,0,0,0,11,22,0,0,0,0,22,8,0,0,0,0,8,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17,160,0,0,0,0,160
POA2350,137,0,0,0,0,139,48,0,0,0,0,56,57,4,0,0,0,60,115,5,0,0,0,124,186,10,4,0,0,197,572,9,3,0,0,585,560,10,0,0,0,570,461,9,0,0,0,471,178,4,0,0,0,182,129,3,0,0,0,136,97,0,0,0,0,95,149,5,0,0,0,147,2681,66,12,0,6,2766
POA2352,14,0,0,0,0,16,9,0,0,0,0,14,9,0,0,0,0,9,20,0,0,0,0,20,36,0,0,0,0,36,101,0,0,0,0,101,89,0,0,0,0,95,55,0,0,0,0,55,20,0,0,0,0,20,13,0,0,0,0,13,7,0,0,0,0,7,20,0,0,0,0,22,400,0,0,5,0,401
POA2353,3,0,0,0,0,3,5,0,0,0,0,5,8,0,0,0,0,8,10,0,0,0,0,10,8,0,0,0,0,8,49,0,0,0,0,49,42,0,0,0,0,42,33,0,0,0,0,33,15,0,0,0,0,15,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,176,0,0,0,0,177
POA2354,51,0,0,0,0,51,8,0,0,0,0,10,8,0,0,0,0,8,27,0,0,0,0,27,37,0,0,0,0,37,48,0,0,0,0,48,38,0,0,0,0,38,36,0,0,0,0,35,12,0,0,0,0,12,13,0,0,0,0,13,21,0,0,0,0,21,19,0,0,0,0,21,320,0,6,0,0,328
POA2355,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,11,11,0,0,0,0,11,16,0,0,0,0,16,5,0,0,0,0,5,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,67,0,0,0,0,67
POA2356,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
POA2357,27,0,0,0,3,33,28,0,0,0,0,27,25,0,0,0,0,24,42,0,0,0,0,48,44,0,0,0,0,44,71,0,0,0,0,71,32,0,0,0,0,32,24,0,0,0,3,26,17,0,0,0,0,17,6,0,0,0,0,6,9,0,0,0,0,8,30,0,0,0,0,30,355,0,0,0,10,359
POA2358,22,0,0,0,0,22,21,0,0,0,0,21,12,0,0,0,0,16,35,0,0,0,0,35,44,0,0,0,0,51,110,3,0,0,0,111,88,0,0,0,0,88,44,0,0,0,0,44,17,0,0,0,0,17,16,0,0,0,0,16,15,0,0,0,0,16,21,0,0,0,0,22,447,3,0,7,0,459
POA2359,13,0,0,0,0,13,4,0,0,0,0,4,8,0,0,0,0,8,6,0,0,0,0,6,9,0,0,0,0,9,9,0,0,0,0,9,7,0,0,0,0,7,4,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,63,0,0,0,0,63
POA2360,78,0,0,0,0,80,34,0,0,4,0,40,55,0,0,0,0,55,121,3,0,0,0,127,170,0,0,0,0,176,463,6,0,0,0,469,242,0,0,0,0,246,211,0,0,3,0,213,63,0,0,0,0,61,37,0,0,0,0,37,30,0,0,0,0,30,71,0,0,0,0,72,1591,16,0,9,4,1618
POA2361,16,0,0,0,0,16,4,0,0,0,0,8,0,0,0,0,0,0,19,0,0,0,0,19,10,0,0,0,0,10,7,0,0,0,0,7,6,0,0,0,0,6,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,85,0,0,0,0,88
POA2365,40,0,0,0,0,40,12,0,0,0,0,12,20,0,0,0,0,20,19,0,0,0,0,19,33,0,0,0,0,33,75,0,0,0,0,80,34,0,0,0,0,32,32,0,0,0,0,32,16,0,0,0,0,16,7,0,0,0,0,7,18,0,0,0,0,18,20,0,0,0,0,20,333,0,0,0,0,337
POA2369,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,14,8,0,0,0,0,8,15,0,0,0,0,15,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,85,0,0,0,0,85
POA2370,60,0,0,0,0,60,26,0,0,0,0,26,34,0,0,0,0,36,90,0,0,0,0,90,108,0,0,0,0,111,171,0,0,0,0,174,78,0,0,4,0,82,81,0,0,0,0,83,29,0,0,0,0,29,15,0,0,0,0,15,26,0,0,0,0,26,45,0,0,0,0,51,765,4,0,7,0,772
POA2371,16,0,0,0,0,16,11,0,0,0,0,11,11,0,0,0,0,11,8,0,0,0,0,8,9,0,0,0,0,9,22,0,0,0,0,22,9,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,15,0,0,0,0,15,103,0,0,3,0,107
POA2372,44,5,0,0,0,42,14,4,0,0,0,22,15,0,0,0,0,15,27,0,0,0,0,27,57,0,0,0,0,57,100,0,0,0,0,98,65,0,0,0,0,65,55,0,0,0,0,55,9,0,0,0,0,9,9,0,0,0,0,9,6,0,0,0,0,6,31,0,0,0,0,30,435,4,0,0,0,444
POA2379,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,25
POA2380,50,6,0,0,0,58,26,0,0,0,0,26,23,0,0,0,0,27,58,0,0,0,0,60,95,0,0,0,0,96,286,5,0,0,0,290,278,6,0,0,0,277,229,0,0,0,0,227,97,0,0,0,0,96,71,0,0,0,0,71,33,0,0,0,0,35,86,3,0,0,0,90,1333,24,0,3,0,1369
POA2381,14,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,8,18,0,0,0,0,18,18,0,0,0,0,18,28,0,0,0,0,28,6,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,117,0,0,0,0,117
POA2382,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,9,0,0,0,0,9,29,0,0,0,0,25,12,0,0,0,0,12,12,0,0,0,0,13,4,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,20,119,0,0,0,0,122
