POA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
POA2100,97,3,16,0,0,122,31,0,7,0,0,40,21,0,4,0,0,28,31,5,8,0,0,39,46,3,12,0,0,65,111,7,26,0,0,150,100,12,31,0,0,146,247,21,96,0,0,356,206,18,88,0,0,313,449,47,84,0,0,583,936,38,43,0,0,1015,141,15,23,0,0,183,2418,174,448,0,9,3044
POA2101,80,0,21,0,0,108,14,0,3,0,0,20,11,6,8,0,0,20,14,5,12,0,0,32,32,0,12,3,0,42,90,3,38,0,0,132,77,5,61,0,0,141,140,8,113,0,0,268,137,6,104,0,0,247,301,8,115,0,0,426,617,17,80,4,3,720,146,5,33,0,0,184,1653,64,602,6,4,2339
POA2102,32,7,6,0,0,44,6,0,0,0,0,12,4,0,0,0,0,12,9,3,9,0,0,21,4,11,7,0,0,25,36,26,8,0,0,70,38,26,15,0,0,81,54,41,39,0,0,137,72,36,34,0,0,141,130,50,68,0,0,250,290,77,24,0,0,390,34,34,5,0,0,74,709,323,216,0,3,1251
POA2103,36,9,15,0,0,72,11,5,7,0,0,15,10,0,3,0,0,13,10,0,3,0,0,15,11,6,10,0,0,23,32,3,15,0,0,54,31,14,17,0,0,59,85,19,36,0,0,142,64,19,32,0,0,116,145,24,43,0,0,215,313,43,26,3,0,384,61,13,16,0,0,85,816,151,220,6,0,1195
POA2104,25,0,0,0,0,27,6,0,0,0,0,6,3,3,0,0,0,7,3,0,0,0,0,8,0,0,0,0,0,3,11,4,0,0,0,14,9,0,0,0,0,9,21,0,0,0,0,26,23,0,0,0,0,25,64,4,4,0,0,71,149,4,0,0,0,156,29,5,0,0,0,36,342,28,12,0,0,378
POA2105,20,0,0,0,0,20,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,15,0,0,0,0,15,19,0,0,0,0,19,27,0,0,0,0,25,28,0,0,0,0,28,49,0,0,0,0,49,90,5,0,0,0,91,18,0,0,0,0,18,287,0,4,0,0,290
POA2106,62,5,7,0,0,76,15,0,0,0,0,20,10,0,0,0,0,10,11,0,6,0,0,16,23,0,8,0,0,30,47,5,19,0,0,74,46,6,28,3,0,76,98,4,54,5,0,165,80,3,38,3,0,126,161,13,47,0,0,223,349,11,14,0,0,384,86,3,15,0,0,103,990,48,244,10,0,1291
POA2107,115,0,5,0,0,114,13,0,0,0,0,13,20,0,0,0,0,20,24,0,0,0,0,31,38,0,5,0,0,42,100,0,16,0,0,121,72,4,18,0,0,97,194,3,22,0,0,214,138,6,14,0,0,160,328,5,19,0,0,353,741,6,17,0,0,765,143,0,9,0,0,152,1932,19,118,0,0,2081
POA2108,17,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,12,0,0,0,0,12,20,0,0,0,0,20,7,0,0,0,0,9,21,0,4,0,0,23,83,0,0,0,0,84,13,0,4,0,0,17,183,0,10,0,0,194
POA2110,62,3,8,0,0,65,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,4,8,0,3,0,0,18,28,6,4,0,0,37,22,3,8,0,0,33,48,12,11,0,0,78,33,10,14,0,0,57,75,24,14,0,0,116,496,36,8,0,0,545,70,6,3,0,0,83,865,113,70,0,0,1048
POA2111,63,13,17,0,0,99,8,4,3,0,0,14,10,0,6,0,0,22,16,5,8,0,0,27,15,3,19,0,0,34,47,11,46,0,0,105,48,16,67,0,0,130,105,35,160,0,0,293,81,14,110,0,0,207,155,37,102,0,0,289,513,88,46,0,0,651,84,23,29,0,0,129,1141,238,617,3,0,2003
POA2112,149,28,72,0,0,246,24,6,5,0,0,41,19,0,10,0,0,30,31,3,21,0,0,60,40,9,28,0,0,76,122,28,118,0,0,268,100,28,176,0,0,296,234,49,463,0,0,750,200,42,347,0,0,586,344,94,252,0,0,689,835,117,113,0,0,1070,202,23,94,0,0,328,2297,433,1706,0,0,4440
POA2113,94,27,52,0,0,167,17,4,11,0,0,28,11,3,0,0,0,18,27,9,8,0,0,46,28,4,20,0,0,52,69,21,57,0,0,146,69,18,127,0,0,204,156,49,342,0,0,546,127,40,250,0,0,418,223,53,210,0,0,487,496,67,105,0,0,664,98,21,65,0,0,185,1405,303,1249,4,0,2962
POA2114,81,19,38,0,0,139,18,0,16,0,0,39,25,0,4,0,0,28,24,3,24,0,0,56,35,5,33,0,0,78,91,16,101,0,0,210,77,26,150,0,0,258,162,36,335,0,0,530,140,24,225,0,0,392,235,65,148,0,0,448,445,64,90,0,0,596,102,15,68,0,0,179,1442,273,1225,0,0,2945
POA2115,49,9,0,0,0,63,5,0,0,0,0,12,14,3,6,0,0,17,14,8,3,0,0,26,24,10,0,0,0,36,59,23,7,0,0,89,55,26,15,0,0,92,105,55,56,0,0,225,106,61,49,0,0,215,168,64,20,0,0,255,223,56,14,0,0,293,60,22,14,0,0,99,885,340,185,0,0,1415
POA2116,23,12,3,0,0,39,4,0,0,0,0,3,9,5,0,0,0,10,4,10,0,0,0,14,11,7,0,0,0,15,27,16,7,0,0,50,43,25,10,0,0,80,82,61,31,0,0,173,52,39,24,0,0,116,109,38,9,0,0,156,117,26,6,0,0,150,39,15,9,0,0,57,516,248,96,0,0,859
POA2117,87,40,3,0,0,133,20,7,3,0,0,31,13,8,0,0,0,28,24,14,8,0,0,42,43,22,5,0,0,62,83,64,15,0,0,161,84,81,29,0,0,199,181,187,65,0,0,430,137,167,31,0,0,332,321,208,17,0,0,550,375,112,10,0,0,496,104,47,3,0,0,158,1468,953,190,0,0,2616
POA2118,145,17,19,0,0,185,24,0,0,0,0,26,17,5,6,0,0,27,20,7,9,0,0,39,52,13,15,0,0,75,104,19,43,0,0,166,106,31,74,0,0,209,245,61,245,0,0,554,179,72,155,0,0,417,333,105,84,0,0,522,532,60,35,0,0,621,145,26,43,0,0,213,1895,421,742,0,0,3061
POA2119,82,4,6,0,0,99,12,0,0,0,0,12,7,0,0,0,0,15,12,0,4,0,0,18,15,0,3,0,0,14,61,6,4,0,0,71,73,3,7,0,0,83,144,3,10,0,0,153,111,5,9,0,0,128,230,3,19,0,0,256,554,12,8,0,0,584,103,0,0,0,5,109,1408,46,75,0,5,1528
POA2120,151,23,4,0,0,178,36,6,0,0,0,41,26,0,0,0,0,25,43,0,3,0,0,47,64,3,3,0,0,78,113,15,13,0,0,142,158,21,16,0,0,191,288,45,47,0,0,375,295,26,32,0,0,356,494,74,30,0,0,600,678,33,7,0,0,723,145,10,8,0,0,164,2497,264,171,0,0,2928
POA2121,192,22,44,0,0,256,26,6,4,0,0,39,26,5,4,0,0,31,33,0,18,0,0,48,29,10,21,0,0,55,101,17,55,0,0,174,113,21,90,0,0,228,215,47,286,0,0,549,191,45,263,0,3,498,291,66,201,0,3,559,730,74,86,0,0,890,156,18,73,0,3,248,2097,329,1133,0,10,3571
POA2122,149,53,44,0,0,250,15,9,8,0,0,41,25,8,9,0,0,38,24,9,13,0,0,50,37,21,12,0,0,70,92,56,43,0,0,186,79,72,44,0,0,192,195,190,129,4,0,522,106,184,81,0,0,381,265,191,62,3,0,514,491,159,30,0,0,680,149,62,32,0,0,249,1633,1011,506,10,3,3160
POA2125,160,3,3,0,0,167,30,3,0,0,0,36,16,0,0,0,0,18,28,0,0,0,0,33,38,0,0,0,0,35,93,9,0,0,0,103,90,8,0,0,0,101,210,9,3,0,0,222,185,12,0,0,0,198,352,41,5,0,0,402,696,27,3,0,0,734,137,4,0,0,0,146,2042,124,21,0,0,2190
POA2126,161,15,0,0,0,176,28,3,0,0,0,31,29,5,0,0,0,35,35,3,0,0,0,41,41,0,0,0,0,49,115,22,0,0,0,140,115,38,0,0,0,158,239,50,0,0,0,294,210,39,0,0,0,250,379,108,0,0,0,483,673,57,0,0,0,734,146,22,0,0,0,168,2167,373,9,0,0,2552
POA2127,27,9,64,0,0,105,10,3,9,0,0,23,3,0,14,0,0,18,8,0,24,0,0,37,8,0,36,0,0,47,22,14,129,0,0,162,22,4,298,0,0,322,44,28,823,0,0,892,32,24,569,0,8,626,65,35,379,0,7,483,91,31,175,0,0,310,20,8,141,0,0,165,356,146,2661,0,18,3185
POA2128,0,0,0,0,0,5,5,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,3,5,4,0,0,0,8,7,9,12,0,0,23,4,0,29,0,0,36,9,18,44,0,0,74,8,23,24,0,0,51,12,18,6,0,0,35,14,3,9,0,0,27,10,6,0,0,0,18,81,75,128,0,0,282
POA2130,18,9,16,0,0,37,0,0,4,0,0,3,4,3,10,0,0,12,6,4,9,0,0,11,7,4,9,0,0,16,9,11,33,0,0,50,17,12,37,0,0,58,19,23,94,0,0,134,15,21,89,0,0,129,31,38,73,0,0,142,85,75,56,0,0,213,11,12,25,0,0,47,220,200,449,0,0,865
POA2131,41,10,59,0,0,115,9,3,14,0,0,26,13,4,16,0,0,30,10,4,30,0,0,43,11,0,42,0,0,56,42,12,112,0,0,159,36,19,138,0,0,192,71,43,362,0,0,478,46,34,219,0,0,297,95,49,157,0,0,302,198,45,73,0,0,313,40,11,57,0,0,117,609,237,1275,0,0,2124
POA2132,53,17,9,0,0,84,12,0,3,0,0,16,7,4,3,0,0,15,5,9,3,0,0,15,16,0,5,0,0,27,35,15,19,0,0,62,33,8,28,0,0,71,65,30,70,4,0,170,61,18,62,0,0,140,110,50,36,0,0,200,236,57,14,0,0,302,41,17,13,0,0,71,670,234,251,4,0,1155
POA2133,40,23,12,0,0,71,12,6,0,0,0,19,10,9,0,0,0,16,14,6,3,0,0,20,14,13,7,0,0,34,47,18,26,0,0,95,44,31,36,0,0,106,72,48,50,0,0,176,60,55,33,0,0,148,122,86,21,0,0,222,180,67,5,0,0,257,71,27,7,0,0,105,676,370,211,0,0,1261
POA2134,44,7,42,0,0,91,4,0,4,0,0,6,4,0,3,0,0,7,0,4,13,0,0,19,9,3,12,0,0,32,19,10,51,0,0,79,12,4,54,0,0,73,34,13,158,0,0,205,16,15,126,0,0,163,48,29,109,0,0,179,108,34,51,0,0,195,34,13,46,0,0,93,334,134,669,6,0,1141
POA2135,96,4,24,0,0,131,14,0,5,0,0,17,15,0,8,0,0,16,6,0,9,0,0,18,16,0,11,0,0,25,58,13,47,0,0,114,50,0,56,0,0,107,125,17,178,0,0,322,65,9,130,0,0,210,127,15,81,0,0,227,567,19,56,0,0,643,152,5,37,0,0,195,1289,96,637,4,0,2032
POA2136,32,6,14,0,0,50,5,9,0,0,0,12,0,0,0,0,0,3,11,0,0,0,0,17,8,4,5,0,0,15,22,13,19,0,0,52,28,17,31,0,0,75,57,41,94,0,0,187,34,26,40,0,0,101,83,32,28,0,0,141,139,26,4,0,0,165,47,13,11,0,0,75,472,185,243,0,0,907
POA2137,85,13,58,3,0,158,19,7,15,0,0,36,16,0,6,0,0,22,20,7,21,0,0,46,25,5,19,0,0,54,62,14,79,0,0,153,81,24,74,3,0,177,143,30,179,9,0,355,102,32,173,9,0,315,223,58,192,7,0,475,595,105,198,0,0,900,126,23,68,0,0,216,1492,313,1085,27,0,2916
POA2138,54,10,62,0,0,132,5,0,9,0,0,19,5,0,10,0,0,19,7,3,18,0,0,27,12,9,23,0,0,38,31,17,67,0,0,120,39,9,107,0,0,156,60,22,334,0,0,414,57,16,292,0,0,365,92,21,326,0,0,436,202,41,186,8,0,439,43,9,99,0,0,154,602,161,1539,10,0,2310
POA2140,17,3,45,4,0,69,0,0,14,0,0,16,0,0,14,0,0,14,7,0,27,0,0,36,8,0,30,0,0,39,9,3,129,0,0,141,8,0,246,0,0,259,26,15,747,0,0,791,20,14,313,0,0,346,36,24,164,0,0,223,55,4,74,0,0,134,20,0,115,0,0,138,201,69,1930,9,4,2212
POA2141,111,35,47,3,0,201,25,0,7,0,0,31,19,4,11,0,0,32,25,10,8,0,0,44,44,9,27,0,0,73,107,50,78,0,0,232,103,69,140,0,0,302,189,113,354,0,0,661,152,99,289,0,0,550,236,111,116,0,0,467,234,49,67,0,0,345,140,39,80,0,0,255,1390,584,1224,3,0,3200
POA2142,52,8,22,0,0,85,14,4,3,0,0,23,9,4,13,0,0,27,32,0,21,0,0,57,24,14,30,0,0,68,68,22,129,0,0,219,95,43,213,0,0,353,203,73,292,0,0,570,129,45,79,5,0,263,145,31,30,0,0,202,83,13,19,0,0,125,111,19,48,0,0,176,965,284,907,11,5,2171
POA2143,51,5,7,0,0,58,10,0,0,0,0,15,12,0,5,0,0,19,16,4,3,0,0,24,21,0,7,0,0,28,47,5,21,0,0,78,44,8,31,0,0,88,100,15,43,0,0,155,86,10,27,0,0,123,102,14,10,0,0,127,75,3,6,0,0,89,45,3,9,0,0,63,619,69,174,4,3,866
POA2144,101,22,53,0,0,168,22,7,14,0,0,43,12,3,13,0,0,35,26,4,30,0,0,56,40,8,34,0,0,87,115,17,102,0,0,232,111,32,164,0,0,308,259,73,305,0,0,634,149,60,111,0,0,332,213,39,37,0,0,287,135,12,17,0,0,168,134,25,63,0,0,223,1324,298,942,7,4,2576
POA2145,267,67,55,0,0,396,63,13,10,0,0,93,63,15,9,0,0,91,88,29,12,0,0,123,104,35,48,0,0,179,353,125,140,0,0,619,467,195,310,0,4,978,845,489,814,0,7,2151,810,407,265,0,0,1485,1106,252,108,0,0,1468,737,137,83,0,6,961,430,145,112,0,0,689,5343,1912,1972,0,13,9242
POA2146,68,19,8,0,0,97,22,9,6,0,0,36,21,4,4,0,0,25,28,9,4,0,0,38,52,6,3,0,0,57,128,54,28,0,0,210,158,73,74,0,4,305,296,145,169,0,0,611,252,94,48,0,0,398,293,52,18,0,0,367,153,24,13,0,0,187,102,35,18,0,0,145,1572,514,385,0,4,2472
POA2147,205,5,5,0,0,216,41,4,0,0,0,49,56,0,0,0,0,54,84,11,3,0,0,96,106,0,7,0,0,110,367,13,11,0,0,391,464,22,21,0,0,506,879,59,53,0,0,989,774,42,29,0,0,842,801,26,6,0,0,830,320,8,6,0,0,335,269,13,7,0,0,292,4377,196,132,5,0,4714
POA2148,263,44,10,0,0,319,61,5,9,0,0,76,75,9,0,0,0,88,127,27,12,0,0,163,123,33,17,0,0,180,495,114,94,0,0,699,650,178,145,0,0,980,1252,416,195,0,0,1866,992,223,41,0,0,1260,733,144,19,0,0,900,329,67,12,0,0,406,380,103,38,0,0,515,5476,1356,605,0,3,7443
POA2150,15,12,101,0,0,125,4,0,16,0,0,24,0,0,18,0,0,18,9,4,28,0,0,42,16,7,44,0,0,65,29,17,189,3,0,238,27,14,296,4,0,344,30,40,610,11,5,690,30,26,305,4,0,356,38,20,159,5,0,221,35,8,73,0,0,119,21,13,137,3,0,169,235,154,1988,27,3,2417
POA2151,76,8,23,0,0,113,18,6,9,0,0,28,16,5,4,0,0,29,21,7,18,0,0,42,23,10,28,0,0,60,86,25,76,0,0,187,84,14,129,0,0,233,161,81,185,0,0,431,158,64,105,0,0,320,273,73,43,0,0,389,322,25,17,0,0,366,98,33,32,0,0,159,1329,354,670,0,0,2363
POA2152,34,8,13,0,0,56,12,10,0,0,0,20,12,6,11,0,0,27,12,0,3,0,0,15,13,9,5,0,0,29,50,23,20,0,0,95,84,37,74,0,0,196,136,78,100,0,0,318,127,59,41,0,0,233,175,51,25,0,0,251,161,28,11,0,0,199,54,15,21,0,0,93,874,329,336,0,0,1532
POA2153,379,25,22,0,0,420,88,9,6,0,0,102,49,10,3,0,0,66,112,7,7,0,0,126,150,21,6,0,0,177,415,54,42,0,0,516,475,59,55,0,0,598,925,179,212,0,0,1308,804,183,137,0,5,1129,1478,207,101,0,10,1786,1799,106,45,0,0,1947,500,44,33,0,0,577,7174,896,663,0,17,8751
POA2154,260,24,20,0,0,302,58,3,9,0,0,72,39,3,0,0,0,45,58,8,5,0,0,73,92,3,7,0,0,104,206,27,24,0,0,263,259,32,28,0,0,321,480,62,75,0,0,609,339,69,58,0,0,468,753,118,57,0,0,929,1319,62,30,0,0,1413,317,30,14,0,0,358,4177,440,331,0,0,4952
POA2155,347,24,10,0,0,383,79,3,4,0,0,93,62,4,5,0,0,77,102,7,10,0,0,122,156,4,13,0,0,173,485,33,30,0,0,540,615,50,79,0,0,747,1283,139,237,0,3,1664,1362,137,120,0,3,1621,2743,154,65,0,4,2971,2787,94,36,0,5,2921,742,37,28,0,6,806,10776,678,636,0,17,12109
POA2156,92,11,0,0,0,101,23,0,0,0,0,24,16,6,0,0,0,21,22,12,0,0,0,28,29,0,0,0,0,31,69,3,0,0,0,79,66,4,0,0,0,71,158,10,0,0,0,171,109,9,0,0,0,119,253,15,0,0,0,264,553,14,0,0,0,572,132,5,0,0,0,135,1521,85,8,0,0,1613
POA2157,39,0,0,0,0,39,3,0,0,0,0,3,6,0,0,0,0,6,8,0,0,0,0,8,13,0,0,0,0,13,30,0,0,0,0,30,34,0,0,0,0,34,59,0,0,0,0,63,45,0,0,0,0,45,97,0,0,0,0,97,149,0,0,0,0,149,33,0,0,0,0,33,515,0,0,0,0,516
POA2158,52,7,0,0,0,61,18,0,0,0,0,18,4,4,0,0,0,6,9,3,0,0,0,12,12,6,0,0,0,22,45,14,0,0,0,57,46,6,3,0,0,49,88,8,0,0,0,103,72,7,0,5,0,86,146,20,0,0,0,171,331,13,0,0,0,341,88,3,3,0,0,97,909,85,13,4,0,1014
POA2159,32,0,0,0,0,36,4,0,0,0,0,4,7,0,0,0,0,11,17,0,0,0,0,17,13,0,0,0,0,13,33,0,0,0,0,34,41,0,0,0,0,40,76,4,4,0,0,79,57,0,0,0,0,57,100,0,0,0,0,99,156,0,7,0,0,164,44,0,4,0,0,47,575,10,11,3,4,600
POA2160,129,24,25,0,0,177,18,7,10,0,0,34,19,3,9,0,0,32,35,9,17,0,0,67,52,8,33,0,0,98,141,41,121,0,0,307,184,66,196,0,0,444,323,143,206,3,0,673,277,97,66,4,0,444,321,81,26,7,0,428,200,27,19,0,0,244,174,54,70,0,0,295,1872,573,789,14,5,3247
POA2161,115,14,15,0,0,144,19,4,5,0,0,35,17,3,0,0,0,32,39,6,11,0,0,53,58,7,14,0,0,82,184,37,62,0,0,290,218,40,108,0,0,366,388,115,110,0,0,616,294,72,28,0,0,395,325,64,25,0,0,409,168,23,4,0,0,201,207,41,22,0,0,264,2034,430,415,0,9,2884
POA2162,74,9,6,0,0,85,14,5,3,0,0,21,18,0,8,0,0,28,24,3,7,0,0,38,41,11,9,0,0,62,109,27,22,0,0,148,141,29,33,0,0,207,254,62,38,0,0,357,193,45,8,0,0,240,197,27,9,0,0,238,116,14,0,0,0,130,123,21,13,0,0,159,1311,257,153,0,0,1721
POA2163,27,0,16,0,0,44,15,0,3,0,0,16,7,0,3,0,0,13,15,0,7,0,0,21,23,0,8,0,0,29,60,6,34,0,0,100,59,4,30,0,0,90,109,7,21,4,0,142,80,13,3,0,0,105,56,12,13,0,0,76,25,5,0,0,0,34,34,4,13,0,0,58,511,52,155,8,0,725
POA2164,86,0,0,0,0,89,14,0,0,0,0,19,23,0,0,0,0,24,24,7,0,0,0,31,69,7,0,0,0,76,149,24,0,0,0,172,189,28,3,0,0,220,328,54,9,0,0,389,265,27,6,0,0,299,228,18,3,0,0,254,109,12,0,0,3,120,144,14,3,0,0,162,1627,198,36,0,6,1862
POA2165,140,29,26,0,0,190,48,8,7,0,0,68,32,4,8,0,0,41,51,11,12,0,0,72,67,13,18,0,0,102,237,46,89,0,0,363,228,80,91,0,0,400,415,150,66,0,0,637,269,79,19,0,0,367,290,45,6,0,0,345,135,20,16,0,0,177,176,36,26,0,0,239,2081,518,387,3,6,2997
POA2166,248,54,46,0,0,352,63,17,18,0,0,99,58,13,14,0,0,88,69,34,32,0,0,133,86,30,33,0,0,159,310,101,161,0,4,576,288,121,121,0,0,531,463,147,70,0,0,675,297,73,15,0,0,385,321,42,17,0,0,379,166,24,12,0,0,208,219,50,36,0,0,310,2590,702,582,6,6,3889
POA2167,49,11,0,0,0,58,5,0,0,0,0,5,7,3,0,0,0,12,21,6,0,0,0,33,24,8,0,0,0,36,63,49,4,0,0,118,106,52,0,0,0,165,239,100,7,0,0,353,195,35,6,0,0,229,150,17,0,0,0,166,61,12,0,0,0,77,79,12,4,0,0,88,1013,306,20,0,3,1343
POA2168,209,16,9,0,0,230,60,4,0,0,0,70,46,12,0,0,0,60,94,4,0,0,0,101,137,11,0,0,0,150,384,41,5,0,0,427,495,69,11,0,0,571,896,111,15,0,0,1028,557,39,10,0,0,604,380,30,3,0,0,406,202,12,0,0,0,218,274,31,3,0,0,299,3735,376,54,0,0,4168
POA2170,407,64,66,0,0,539,113,14,27,0,0,158,88,21,30,0,0,135,176,34,61,0,0,263,249,39,73,0,0,364,712,153,299,0,0,1165,928,205,395,0,0,1535,1892,433,417,0,0,2744,1374,242,106,0,3,1729,1485,104,76,0,0,1663,696,44,50,0,0,790,702,94,126,0,0,917,8833,1448,1716,3,9,12009
POA2171,215,3,0,0,0,224,62,0,0,0,0,63,58,0,0,0,0,58,78,5,0,0,0,81,119,6,0,0,0,125,403,20,3,0,0,420,521,44,0,0,0,565,1107,87,4,0,3,1197,971,39,0,0,0,1011,1032,29,5,0,0,1066,527,9,4,0,0,540,384,18,0,0,0,399,5473,265,11,0,4,5753
POA2172,23,0,0,0,0,23,9,0,0,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,8,0,0,0,0,8,29,0,0,0,0,29,22,0,0,0,0,22,53,0,0,0,0,53,48,0,0,0,0,48,92,0,0,0,0,92,90,0,0,0,0,90,26,0,0,0,0,26,426,0,0,0,0,426
POA2173,84,6,0,0,0,91,24,3,0,0,0,24,24,0,0,0,0,24,27,0,0,0,0,26,46,0,0,0,0,48,149,6,0,0,0,152,201,22,0,0,0,221,383,57,0,0,0,439,304,35,0,0,0,334,305,24,0,0,0,329,131,8,0,0,0,144,91,3,0,0,0,98,1763,171,6,0,0,1936
POA2174,56,0,6,0,0,67,4,0,0,0,0,9,7,0,0,0,0,7,9,0,0,0,0,7,14,0,0,0,0,18,52,6,11,0,0,75,67,6,32,0,0,103,254,21,40,0,5,320,401,18,13,0,0,439,505,14,7,0,5,532,231,12,4,0,0,246,122,0,3,0,0,130,1725,87,120,0,10,1937
POA2175,18,0,0,0,0,18,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,10,18,0,0,0,0,21,51,0,0,0,0,51,12,0,0,0,0,12,132,0,0,0,0,133
POA2176,249,9,9,0,0,266,65,4,0,0,0,71,65,4,0,0,0,70,96,5,4,0,0,101,134,7,7,0,0,145,389,28,4,0,0,419,442,35,16,0,0,497,783,76,17,0,0,878,564,39,12,0,0,608,641,21,8,0,0,665,319,4,4,0,0,324,350,15,5,0,0,369,4092,240,77,0,3,4410
POA2177,86,3,3,0,0,93,24,0,0,0,0,26,17,0,0,0,0,17,52,0,0,0,0,53,69,4,0,0,0,72,146,11,3,0,0,158,167,21,11,0,0,200,310,31,17,0,0,358,185,12,0,0,0,199,168,3,7,0,0,184,70,4,0,0,0,74,111,10,3,0,0,127,1401,102,56,0,0,1564
POA2178,25,0,0,0,0,28,4,0,0,0,0,4,4,0,0,0,0,7,6,0,0,0,0,6,8,0,0,0,0,8,28,0,0,0,0,28,24,0,0,0,0,26,36,0,0,0,0,36,19,0,0,0,0,24,29,0,0,0,0,33,79,0,0,0,0,78,37,0,0,0,0,37,300,4,0,0,0,305
POA2179,52,0,0,0,4,53,8,0,0,0,0,8,4,0,0,0,0,6,3,0,0,0,0,8,19,0,0,0,0,19,61,7,0,0,0,66,122,0,5,0,3,130,462,28,0,0,11,504,696,24,0,0,21,745,523,12,5,0,5,542,211,9,0,0,3,222,134,7,0,0,0,144,2303,83,12,0,52,2448
POA2190,77,24,0,0,0,105,28,8,0,0,0,34,34,8,0,0,0,40,25,16,0,0,0,41,43,19,0,0,0,72,108,65,14,0,0,187,122,85,18,0,0,232,270,167,18,0,0,457,193,129,13,0,5,326,305,96,7,5,0,412,252,55,13,0,0,315,193,57,6,0,0,261,1651,721,96,4,6,2480
POA2191,26,10,4,0,0,41,6,0,0,0,0,9,9,0,0,0,0,14,14,0,0,0,0,10,14,0,0,0,0,18,30,15,7,0,0,46,45,16,3,0,0,63,73,33,11,0,0,117,63,29,15,0,0,101,100,23,9,0,0,130,115,17,3,0,0,136,50,7,0,0,0,59,531,156,55,0,0,750
POA2192,39,5,10,0,0,55,19,6,8,0,0,27,14,0,3,0,0,17,16,5,9,0,0,25,29,5,16,0,0,51,40,11,46,0,0,101,52,7,85,0,0,150,104,20,165,0,0,288,62,11,60,0,0,146,112,28,37,0,0,179,111,21,13,0,0,142,57,7,21,0,0,84,647,133,483,3,0,1265
POA2193,51,8,19,0,0,83,26,0,6,0,0,28,19,0,10,0,0,23,19,5,7,0,0,33,13,4,15,0,0,35,67,11,65,0,0,143,81,24,94,3,0,196,115,33,244,5,0,397,109,28,158,0,0,301,195,49,99,0,0,346,272,35,31,5,0,343,67,13,38,0,0,116,1029,206,791,18,6,2047
POA2194,28,17,54,0,0,104,9,0,21,0,0,32,10,7,16,0,0,25,12,3,34,0,0,47,16,8,42,0,0,62,47,19,130,0,0,192,28,27,217,0,0,277,69,56,425,0,0,550,44,38,189,0,0,268,68,45,100,0,0,211,92,30,52,0,0,173,49,18,93,0,0,154,474,267,1364,0,5,2104
POA2195,48,13,37,0,0,96,15,3,19,0,0,38,9,4,14,0,0,22,16,3,35,0,0,51,18,3,51,0,0,73,69,11,181,0,0,264,66,18,187,0,0,274,95,25,192,0,0,320,76,11,45,0,0,135,101,18,28,0,0,149,40,3,13,0,0,58,51,15,68,0,0,132,597,123,876,0,0,1596
