POA_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
POA2790,6553,6506,13060,2256,1279,3537,711,1429,2145,259,313,573,221,136,358,3445,3167,6606,2632,2942,5570,6.3,4.4,5.4,52.6,48.6,50.6,49.3,46.5,47.9,137,159,305,66,143,213,430,687,1115,398,603,1002,1905,930,2837,74,150,224,93,154,246,2077,1241,3311,6009,6152,12165,852,917,1765,4260,4370,8630,2282,2372,4653
POA2791,129,136,270,57,32,92,17,35,52,4,3,9,6,3,7,85,72,162,37,52,84,5.8,4.2,5.1,65.6,52.2,58.7,61.8,50,55.8,3,3,7,0,3,3,6,22,26,10,21,31,38,15,54,3,3,11,3,4,5,46,22,67,127,128,257,15,12,33,94,98,196,39,43,85
POA2792,165,154,325,80,45,117,20,34,58,4,10,12,4,0,12,107,93,201,51,54,99,6.4,3.3,5,65.3,58.3,61.9,61.1,56.4,58.8,3,7,14,0,7,9,17,23,41,12,17,26,41,18,61,0,8,9,7,0,4,44,32,74,159,142,297,30,24,50,123,116,235,58,52,106
POA2793,503,436,937,145,72,215,38,97,134,13,12,22,10,3,19,208,178,381,242,217,456,4.4,3.9,4.2,40.9,40.9,40.9,39.1,39.3,39.2,4,3,15,0,5,6,28,45,74,28,41,75,128,64,193,0,8,8,11,12,23,131,91,221,456,392,850,45,44,93,339,298,638,138,114,256
POA2794,4209,4451,8661,1651,873,2517,455,1024,1483,125,157,280,127,120,245,2355,2179,4533,1526,1985,3508,5.4,5.7,5.5,55.9,48.9,52.3,52.9,46.1,49.4,59,83,140,29,97,125,243,411,659,197,427,628,1121,663,1787,63,97,160,63,106,168,1237,866,2112,4044,4204,8249,612,683,1296,2815,2861,5678,1603,1796,3399
POA2795,18432,18272,36707,7810,5133,12944,2370,4690,7053,595,698,1299,494,410,909,11269,10939,22205,6119,6363,12485,4.4,3.8,4.1,61.1,59.9,60.5,58.5,57.6,58,697,738,1437,258,528,793,1718,3028,4748,1164,1892,3058,4895,2749,7647,205,343,546,302,526,823,5405,3613,9013,16906,17247,34157,3443,3657,7098,10811,10873,21685,8389,9013,17401
POA2797,161,169,332,90,45,134,11,42,54,6,5,17,4,3,8,107,99,205,38,54,89,2.8,2,2.4,66.5,57.3,61.7,64.6,56.1,60.2,0,0,4,0,0,0,6,22,22,5,19,25,48,30,80,4,3,11,7,0,6,59,38,95,158,169,323,22,19,38,123,132,254,44,47,89
POA2798,837,845,1684,377,246,624,126,234,360,31,27,60,14,10,20,553,519,1065,206,256,469,2,1.5,1.8,65.6,61.1,63.3,64.3,60.1,62.2,34,52,86,26,37,60,125,181,305,57,107,162,199,107,303,10,15,26,23,15,36,228,138,365,866,884,1750,110,102,215,623,621,1246,306,323,633
POA2799,1606,1670,3271,750,444,1196,171,403,578,54,53,108,58,52,117,1035,957,1994,482,649,1132,6,5.4,5.7,64.5,57.4,60.9,60.6,54.3,57.4,21,37,63,17,41,56,98,185,280,83,142,227,522,311,832,20,39,63,23,52,79,564,400,966,1629,1686,3314,280,294,569,1071,1094,2160,701,777,1478
POA2800,18352,19957,38305,8941,5837,14778,2280,4991,7274,562,773,1328,449,375,830,12237,11978,24210,5039,6835,11876,3.7,3.2,3.4,66.7,60,63.2,64.2,58.1,61,849,917,1768,257,561,819,2243,3504,5746,1314,2121,3437,4799,2873,7678,191,352,546,265,545,815,5253,3779,9038,18581,19586,38168,3496,3628,7126,11424,12107,23537,9241,9860,19103
POA2803,128,122,250,54,30,83,10,27,40,4,5,12,0,0,5,69,60,136,49,50,99,1.4,1.6,1.5,55.5,52.1,53.8,54.7,51.2,53,0,0,6,0,0,0,11,18,25,3,19,23,42,19,62,0,0,0,0,0,5,45,24,65,132,112,240,16,12,30,100,90,182,44,31,73
POA2804,1143,1192,2335,461,246,710,120,287,411,22,41,62,22,20,47,637,593,1230,391,485,874,3.9,4,4,55.6,50.1,52.8,53.4,48.1,50.7,6,31,44,9,19,25,81,171,249,65,121,187,296,149,443,14,17,30,17,18,30,321,183,511,1107,1186,2293,101,107,208,773,786,1558,379,441,822
POA2805,166,174,342,68,27,100,17,46,69,8,12,12,4,3,4,95,91,184,58,66,121,2.1,3.4,2.7,55.9,51.2,53.5,54.7,49.4,52,0,4,4,0,0,0,13,13,27,9,18,33,48,15,63,0,0,6,0,4,6,53,22,71,164,167,330,12,14,33,115,123,238,57,55,107
POA2806,369,342,709,160,81,241,26,77,99,13,11,21,4,3,8,202,166,366,121,131,246,2,1.8,1.9,54.5,49.6,52.1,53.4,48.7,51.1,3,13,22,0,4,4,15,27,46,20,33,47,95,55,148,3,13,16,0,6,4,107,68,173,331,325,661,31,30,66,238,213,453,109,120,228
POA2807,211,181,393,59,36,96,17,31,47,11,5,18,6,3,13,96,83,168,97,77,170,6.5,7.5,7,43.8,44.7,44.2,41,41.3,41.1,0,0,0,0,0,0,3,13,15,9,20,34,46,17,71,4,7,11,0,0,4,57,28,81,177,157,335,24,21,48,137,113,253,68,57,125
POA2808,107,94,198,28,12,36,9,16,21,3,0,7,3,3,6,36,33,67,51,49,99,5.1,6.5,5.7,37.1,32.6,35,35.2,30.5,33,7,0,10,0,0,0,7,14,18,0,15,20,25,6,37,0,4,0,3,0,5,29,13,40,88,77,166,11,14,31,66,60,122,34,28,64
POA2809,96,80,167,35,11,39,11,28,33,6,3,8,3,0,3,48,37,90,34,36,70,6.1,0,3.4,52.7,50,51.5,49.5,50,49.7,0,0,7,0,0,5,6,13,21,13,13,21,16,6,26,0,3,7,4,0,8,24,15,40,97,82,171,0,5,9,67,62,127,27,23,48
POA2810,1315,1264,2585,511,240,747,123,306,429,40,39,75,37,23,64,707,617,1321,532,559,1096,5,4.4,4.7,53.5,48.7,51.1,50.8,46.6,48.7,8,20,36,3,29,36,70,145,217,68,123,191,341,172,514,14,24,42,30,29,55,384,224,613,1281,1210,2494,153,147,305,987,907,1895,388,390,781
POA2817,162,143,302,83,35,119,20,45,61,3,5,8,3,3,7,113,86,199,29,26,54,3.5,2.3,3,69.8,62.6,66.4,67.3,61.2,64.5,0,0,0,0,5,4,11,36,46,4,14,19,37,18,54,4,0,5,3,6,0,39,22,65,147,145,295,10,12,23,111,101,212,39,41,81
POA2818,324,333,657,157,110,266,43,94,138,10,12,16,13,6,20,222,219,443,80,90,172,5.9,3.2,4.5,68.1,65.6,66.8,64.1,63.5,63.8,0,7,13,3,3,6,16,36,50,21,48,73,112,74,188,0,12,16,5,7,12,118,92,216,333,325,658,52,48,104,252,237,486,106,116,221
POA2820,3042,2696,5740,934,592,1524,270,524,799,86,84,165,91,76,174,1386,1275,2661,1331,1107,2443,6.8,6.1,6.5,45.6,47.3,46.4,42.5,44.4,43.4,36,37,74,16,50,69,155,273,432,124,217,346,637,376,1014,28,51,79,33,59,93,701,483,1186,2403,2451,4857,447,431,883,1671,1652,3317,1012,1058,2070
POA2821,1801,1896,3693,796,455,1250,165,403,567,53,89,135,49,48,97,1059,986,2046,523,671,1189,4.5,4.8,4.6,58.8,52.1,55.4,56.1,49.7,52.8,17,21,33,6,28,33,100,246,350,69,156,226,477,257,737,21,40,60,21,45,65,515,345,857,1737,1714,3451,280,304,581,1245,1234,2477,624,697,1319
POA2822,180,177,355,85,54,133,21,44,63,5,0,5,6,4,9,102,104,202,47,54,97,2.8,2,2.4,59.2,55.9,57.5,57.5,54.7,56.1,0,3,3,0,3,3,6,22,35,3,14,25,49,19,73,0,8,8,6,7,12,56,30,95,177,164,335,20,23,38,128,118,242,58,52,108
POA2823,555,511,1061,257,141,394,32,109,136,18,18,34,10,9,25,322,275,594,155,171,326,3.4,4,3.7,57.6,53.6,55.7,55.6,51.5,53.6,5,12,15,8,12,19,38,60,95,29,46,72,106,50,149,4,16,17,3,6,17,111,69,183,529,481,1003,69,61,125,385,345,735,168,164,333
POA2824,864,873,1734,404,208,608,48,169,220,23,23,47,25,15,46,500,419,924,253,337,584,5.2,4.3,4.8,58,48.3,53.1,55,46.3,50.6,15,14,27,9,17,26,45,104,148,37,77,115,179,78,256,14,13,27,9,11,22,207,99,301,780,778,1566,119,129,245,558,553,1111,294,307,601
POA2825,951,908,1855,524,260,780,71,200,271,39,45,76,18,21,40,652,518,1172,226,310,537,3.4,3.7,3.5,68.7,57.3,63.2,66.4,55.2,60.9,22,27,40,10,17,26,71,104,177,43,65,107,247,119,367,5,6,8,10,25,37,260,156,412,897,867,1760,144,143,287,640,609,1251,356,336,693
POA2826,82,67,145,54,28,77,8,15,22,0,3,7,0,0,0,57,45,106,18,19,37,1.7,2.1,1.9,75.6,70.1,73.1,74.4,68.7,71.7,0,0,0,0,0,0,9,15,21,8,7,14,15,8,18,3,4,4,6,3,8,23,13,31,78,72,147,12,4,14,68,60,131,15,13,28
POA2827,1452,1569,3013,544,317,861,120,345,465,51,78,129,42,34,78,755,777,1535,497,598,1099,5.7,4.8,5.2,52.2,49.6,50.8,49.2,47.2,48.2,11,23,32,4,19,26,58,194,253,41,121,162,359,226,584,11,21,31,26,37,56,397,274,675,1381,1418,2801,157,193,349,1048,1064,2105,391,470,867
POA2828,346,350,695,150,72,228,24,69,95,12,9,26,11,14,30,200,175,373,110,129,237,5.5,9.2,7.2,57.3,50,53.7,54.2,45.4,49.8,0,8,8,0,9,4,22,46,67,18,26,41,61,42,98,0,4,9,10,5,22,70,58,128,334,320,656,47,47,92,248,237,483,101,109,210
POA2829,1157,1214,2374,420,295,715,114,203,316,36,42,74,44,25,74,609,570,1177,386,472,854,7.1,5.1,6.1,52.5,47,49.7,48.8,44.6,46.6,11,25,40,4,16,26,54,131,184,49,81,131,218,145,367,7,27,40,14,6,21,234,185,419,1095,1058,2150,182,206,383,792,748,1536,369,428,797
POA2830,16995,18550,35539,8417,5819,14231,1979,4355,6330,564,743,1307,415,333,747,11374,11246,22619,4145,5793,9940,3.6,3,3.3,66.9,60.6,63.6,64.5,58.8,61.5,673,785,1458,201,465,669,1642,2939,4580,1020,1736,2753,4501,2675,7183,164,346,509,248,474,724,4916,3498,8415,16381,17599,33977,3247,3497,6742,10118,10682,20801,8189,9068,17260
POA2831,836,726,1562,391,228,612,60,146,204,40,34,74,17,11,26,502,419,922,163,206,367,3,2.4,2.7,60,58.1,59.1,58.3,56.7,57.5,3,10,13,8,13,16,36,105,140,35,80,114,221,99,320,0,23,24,17,19,30,237,136,371,784,699,1482,68,78,141,579,506,1082,218,235,447
POA2832,886,860,1748,289,195,477,60,117,181,23,28,51,17,14,30,390,351,739,196,219,417,4.6,4.6,4.6,44,40.9,42.5,42,39,40.5,5,17,19,5,11,13,48,91,149,52,66,113,149,77,224,15,21,27,10,23,30,176,118,291,622,591,1211,101,103,204,432,390,818,237,263,505
POA2833,254,274,527,83,64,141,15,28,45,15,4,18,9,3,15,115,102,212,77,99,176,7.9,4,6.1,44.5,36.5,40.4,41,35,37.9,0,0,0,0,3,4,14,22,42,16,19,29,33,16,52,0,6,5,9,0,10,37,27,68,192,214,406,38,27,67,149,156,311,63,61,130
POA2834,1049,965,2008,180,153,339,91,169,260,49,52,101,49,25,73,371,404,769,473,363,831,13,6.7,9.7,35.1,41.7,38.3,30.6,38.9,34.5,14,14,28,8,20,27,40,97,138,55,73,133,227,122,348,13,20,31,13,21,41,258,167,419,808,734,1546,134,146,279,604,516,1124,307,319,632
POA2835,1737,1529,3266,879,443,1321,124,293,417,91,61,151,32,33,56,1121,823,1944,326,452,785,2.6,3.6,3,64.5,54.1,59.6,62.8,52.1,57.8,26,31,55,10,15,26,106,159,265,63,102,167,528,213,741,6,25,40,24,28,46,559,268,825,1447,1316,2762,293,291,579,962,869,1827,685,634,1318
POA2836,407,414,826,113,88,200,30,37,62,10,7,15,14,6,17,165,140,306,153,182,331,7.4,5,6.3,39.9,34.1,36.9,36.9,32.4,34.6,5,11,15,0,9,9,18,34,58,22,29,54,64,33,99,7,7,10,4,8,12,66,47,118,331,330,656,71,67,135,259,252,507,108,114,227
POA2838,113,102,214,27,14,47,7,11,16,7,5,15,4,0,3,50,36,79,37,47,90,10.6,3,7.5,43.1,32.4,37.9,38.5,31.4,35.1,0,0,4,0,0,0,3,12,15,3,8,9,21,5,23,0,0,0,0,0,0,21,7,29,98,92,187,12,4,10,80,81,168,15,11,29
POA2839,434,465,901,142,128,271,30,49,83,12,17,25,15,12,26,202,207,408,150,185,339,8.4,6.3,7.3,46.8,44.1,45.4,42.9,41.4,42.1,3,14,15,0,3,10,23,46,65,16,35,51,55,39,92,4,12,17,8,0,6,65,48,113,384,397,777,77,67,140,284,280,560,142,158,298
POA2840,1024,1021,2042,465,335,801,73,152,229,51,43,96,17,16,34,610,548,1158,244,306,549,2.8,2.7,2.8,59.7,53.6,56.7,58,52.2,55.1,21,26,43,10,15,25,67,135,201,58,86,142,191,102,295,13,9,23,13,17,29,216,131,341,904,853,1756,147,160,308,662,639,1300,314,317,625
POA2842,301,271,571,106,48,156,22,54,73,10,10,20,12,12,24,151,124,272,125,120,242,6.8,9.6,8.1,49.5,46.1,47.9,46.2,41.7,44,5,5,6,6,3,10,18,23,44,18,19,42,68,46,111,3,6,13,3,7,3,75,57,130,296,280,576,32,26,57,206,197,402,98,93,188
POA2843,512,523,1033,186,107,293,55,115,170,11,18,28,9,14,21,259,254,520,159,191,348,3,5.1,4.1,51.4,48.5,49.9,49.8,46,47.9,3,11,13,5,8,6,20,64,84,27,42,73,110,63,176,3,7,15,8,12,19,118,87,211,471,442,912,53,59,112,330,324,653,155,156,313
POA2844,568,558,1123,217,101,319,38,125,163,24,26,56,14,13,29,290,272,560,210,232,444,4.1,5.2,4.7,51.2,48.1,49.7,49.1,45.6,47.4,7,7,16,3,8,14,28,64,91,28,43,70,131,69,204,6,13,20,9,12,19,142,96,242,528,518,1046,77,75,146,412,391,800,163,168,338
POA2845,828,757,1588,352,184,532,77,197,275,34,39,71,33,19,49,497,435,933,290,291,584,6.6,3.9,5.4,59.7,57.3,58.6,55.8,55,55.4,6,9,19,3,16,21,38,72,106,37,68,106,294,136,435,13,20,38,18,21,38,322,175,503,881,815,1701,93,106,199,629,567,1201,296,310,603
POA2846,118,110,228,35,14,49,12,21,34,7,3,9,0,0,3,56,39,97,52,56,109,1.8,4.9,3.1,47.5,37.3,42.6,46.7,35.5,41.3,3,4,8,0,0,0,12,17,30,14,9,24,38,13,44,0,8,8,0,0,0,33,23,53,104,106,208,12,13,26,79,81,156,39,35,70
POA2847,1008,989,1997,366,159,532,94,227,321,40,29,69,37,29,64,534,447,985,391,451,846,6.9,6.3,6.6,53.3,45.2,49.3,49.7,42.4,46.1,15,12,24,10,13,22,44,77,118,49,81,133,336,160,500,10,18,33,16,26,44,366,210,571,972,928,1907,121,123,245,746,702,1456,296,304,600
POA2848,663,641,1305,124,59,186,55,122,179,14,11,19,33,21,50,226,210,438,367,368,736,13.7,10.4,12.1,34,32.9,33.5,29.4,29.5,29.4,5,14,20,0,3,6,24,34,62,24,45,71,161,77,235,9,17,22,8,17,23,179,108,283,628,590,1218,69,71,141,468,413,878,206,223,427
POA2849,753,692,1442,250,118,367,79,174,248,28,28,57,30,7,39,386,328,711,281,300,576,7,3.1,5.2,51.4,47.1,49.3,47.8,45.7,46.8,20,26,42,4,13,21,63,83,147,51,88,144,211,89,296,8,17,23,19,24,44,235,127,355,684,663,1342,87,77,161,479,463,950,258,238,499
POA2850,7753,7698,15453,3667,1835,5497,834,2089,2923,298,368,668,176,167,340,4973,4454,9426,2161,2708,4877,3.5,3.7,3.6,64.1,57.9,61,61.9,55.7,58.8,153,245,400,64,160,228,639,1066,1698,475,787,1263,2554,1268,3821,90,157,245,122,233,351,2764,1660,4424,7498,7337,14838,1394,1426,2817,4637,4453,9088,3739,3825,7568
POA2852,1542,1494,3036,671,297,970,160,359,514,67,63,135,30,31,58,922,758,1675,464,606,1069,2.9,4.2,3.5,59.6,50.6,55.2,57.8,48.5,53.2,14,22,36,0,19,20,69,140,209,67,135,204,533,269,802,17,22,40,23,46,68,569,336,907,1465,1450,2918,250,252,506,1002,911,1920,628,697,1330
POA2864,318,321,643,157,82,239,33,84,119,10,12,23,4,4,5,203,181,384,101,115,209,2,1.6,1.8,63,57.5,60.3,61.8,56.6,59.2,6,10,16,5,6,9,25,45,68,26,25,55,96,45,139,0,13,11,0,13,14,99,65,161,347,328,676,33,27,68,253,245,494,112,90,203
POA2865,385,364,755,195,79,275,32,97,125,17,21,39,12,6,24,259,201,460,101,143,246,5.1,4,4.6,66.4,54.8,60.7,63,52.6,58,6,3,12,0,6,6,15,34,51,14,33,51,122,56,174,6,12,21,6,9,15,134,79,216,394,365,754,53,46,98,298,277,578,123,115,241
POA2866,1163,1259,2427,569,307,874,132,319,453,39,53,94,12,14,27,754,687,1441,320,474,791,2,1.9,1.9,64.9,54.5,59.5,63.7,53.4,58.4,19,38,58,13,23,39,101,175,276,60,130,191,327,191,517,13,25,36,20,28,51,359,243,605,1163,1221,2383,211,201,412,821,832,1649,477,521,992
POA2867,241,241,488,103,47,151,30,63,95,7,13,19,4,5,10,142,130,274,74,86,160,2.8,3.9,3.3,59.5,53.3,56.4,57.9,51.2,54.5,3,10,10,0,8,8,11,39,44,14,26,40,54,24,79,6,6,9,6,8,14,65,40,106,250,231,484,31,34,69,185,163,344,84,87,166
POA2868,222,240,461,100,54,149,19,47,66,10,8,14,6,3,7,129,111,244,70,121,193,3.8,1.9,2.9,60.6,44.8,52.3,58.3,44,50.8,0,6,6,0,0,0,14,27,41,9,21,33,58,33,92,0,4,3,0,11,11,58,48,105,224,231,455,28,41,71,163,151,319,73,106,180
POA2869,634,617,1254,223,126,350,59,116,169,17,25,39,27,19,52,326,282,604,216,245,457,9.5,6.8,8.2,51.3,45.4,48.4,46.5,42.3,44.4,6,11,12,0,7,7,28,82,107,17,44,64,135,73,208,7,18,25,8,11,17,152,107,257,580,561,1140,73,76,148,434,415,852,176,188,366
POA2870,4739,4858,9597,2200,1300,3500,500,1115,1614,156,155,307,169,95,271,3022,2671,5692,1382,1904,3283,5.7,3.7,4.7,63.8,54.9,59.3,60.2,52.9,56.5,68,100,175,47,76,127,292,547,841,248,398,646,1337,846,2182,52,85,137,70,146,218,1464,1080,2539,4728,4816,9539,781,778,1564,3159,3194,6352,1995,2107,4094
POA2871,3584,3666,7253,1594,916,2511,389,845,1235,118,134,247,79,71,155,2180,1972,4150,1087,1400,2491,3.8,3.7,3.7,60.9,53.7,57.3,58.6,51.7,55.1,48,84,133,20,67,82,221,459,683,163,324,486,928,507,1433,38,75,113,60,115,174,1023,696,1717,3503,3607,7104,532,581,1108,2449,2509,4960,1368,1441,2809
POA2873,240,225,468,109,63,168,25,49,75,5,3,15,3,0,10,152,115,265,77,89,161,2.7,2.6,2.7,60.9,51.1,56.2,59.3,49.8,54.7,0,5,5,0,3,3,5,25,30,10,22,35,52,31,75,0,8,7,5,3,11,65,35,96,233,211,446,22,26,45,184,167,349,56,67,123
POA2874,146,149,297,59,31,89,7,37,46,0,9,9,6,3,7,76,74,153,51,49,102,6.8,3.8,5.3,50.7,52,51.4,47.3,50,48.6,6,4,9,0,4,4,8,21,35,7,20,24,29,15,45,0,0,0,0,0,4,35,14,48,144,143,281,9,11,25,111,112,226,31,32,65
POA2875,340,320,660,150,76,226,34,74,108,5,14,17,7,0,17,199,164,367,109,118,230,5.5,1.2,3.6,58.9,52.2,55.6,55.6,51.6,53.6,6,11,13,0,0,0,17,42,64,15,35,52,61,41,103,6,6,14,10,7,20,76,59,137,340,302,644,37,33,71,264,221,481,99,103,204
POA2876,197,170,365,87,40,126,22,45,62,3,8,11,3,5,6,120,97,208,51,54,109,2.6,6.4,4.3,59.7,55.3,57.7,58.2,51.8,55.2,6,0,3,0,0,0,8,27,31,6,11,21,53,17,72,4,5,4,0,12,10,59,35,90,207,169,371,14,16,33,168,146,311,37,40,79
POA2877,1423,1400,2822,631,327,964,138,299,439,44,41,82,48,42,89,862,711,1572,401,518,925,5.3,5.8,5.5,60.5,50.9,55.7,57.3,47.9,52.7,26,26,50,8,30,34,78,148,232,51,110,163,298,167,464,20,26,39,25,31,49,340,219,557,1337,1282,2617,236,228,468,954,910,1869,512,514,1026
POA2878,188,115,312,87,39,133,6,16,21,0,0,3,3,7,5,104,61,162,28,36,69,3.9,5.1,4.3,53.9,50.4,52.6,51.8,47.9,50.3,8,3,9,0,0,3,4,13,17,3,8,8,28,7,33,3,5,14,0,3,3,33,15,45,118,94,210,32,24,55,91,67,158,50,37,87
POA2879,301,267,573,81,50,129,17,32,47,15,12,29,8,4,12,116,100,218,130,112,243,8.5,4,6.4,39.1,37.2,38.2,35.8,35.7,35.7,0,3,5,3,3,10,19,21,41,9,16,24,53,28,79,6,8,11,0,4,9,58,34,96,251,213,464,28,33,60,205,162,362,71,81,145
POA2880,7446,7889,15343,2779,1959,4739,776,1493,2273,286,317,605,274,155,429,4116,3930,8045,2736,3301,6039,6.7,3.9,5.3,55.3,49.8,52.4,51.6,47.8,49.7,127,181,304,68,179,247,368,798,1167,371,599,966,2034,1089,3126,77,130,211,87,184,267,2197,1406,3597,7044,7343,14386,1012,1113,2128,5298,5386,10690,2355,2682,5036
POA2898,191,192,379,64,51,113,42,55,104,8,10,25,6,4,12,124,122,247,42,51,97,4,2.5,3.2,65.4,63.9,64.7,62.8,62.3,62.6,9,7,26,0,5,5,26,37,59,15,28,39,57,29,91,0,3,3,5,8,14,69,38,107,175,183,355,27,31,60,123,124,246,72,75,145
POA3000,21840,21443,43282,7750,5735,13487,4763,6037,10803,1014,1078,2092,1413,1369,2781,14937,14233,29167,4288,5010,9292,9.5,9.6,9.5,68.4,66.4,67.4,61.9,60,61,3515,3829,7343,382,480,859,6628,7034,13663,2021,1971,3998,1143,825,1973,135,100,236,151,186,338,1428,1117,2542,9151,8819,17968,10760,11053,21816,3276,3013,6293,16267,16510,32780
POA3002,2417,2588,5006,1213,975,2183,353,497,855,66,101,168,59,45,106,1694,1624,3313,519,756,1269,3.5,2.8,3.2,70.1,62.5,66.1,67.6,60.7,64.1,466,472,934,103,144,242,830,858,1691,194,227,423,137,78,220,12,11,20,23,41,59,174,130,299,1782,1882,3664,576,627,1208,890,1028,1924,1406,1444,2846
POA3003,3795,3553,7346,1805,1420,3227,755,917,1672,149,167,309,168,188,352,2877,2681,5559,703,686,1390,5.7,6.9,6.3,75.8,75.6,75.7,71.4,70.3,70.9,655,735,1391,89,139,236,1262,1223,2484,321,301,618,262,173,430,17,18,33,26,37,63,304,224,531,2044,2050,4089,1648,1582,3225,726,725,1460,2849,2813,5662
POA3004,5743,5667,11416,2839,2138,4972,782,1083,1861,181,200,383,188,168,354,3984,3589,7574,981,1444,2421,4.7,4.7,4.7,69.4,63.2,66.3,66.1,60.3,63.2,930,974,1908,141,271,414,1673,1765,3437,493,563,1057,476,227,706,32,35,59,80,80,160,583,341,927,3644,3713,7355,1667,1672,3341,1545,1671,3219,3617,3555,7168
POA3006,10953,10567,21526,5797,4342,10141,2083,2527,4612,451,498,951,461,491,952,8796,7858,16652,1473,2075,3548,5.2,6.3,5.7,80.3,74.3,77.4,76.1,69.7,72.9,2164,2192,4358,305,398,707,3667,3866,7536,1060,968,2030,750,437,1193,46,37,86,78,108,186,878,583,1463,6120,5945,12065,4760,4573,9337,2136,2145,4278,8446,8103,16544
POA3008,7458,6868,14330,3919,2571,6495,1054,1330,2382,295,303,594,326,385,710,5595,4591,10185,1176,1638,2813,5.8,8.4,7,75,66.9,71.1,70.6,61.2,66.1,1335,1377,2714,177,219,403,2589,2340,4932,608,621,1230,511,278,788,34,37,67,77,61,138,624,375,997,4225,3884,8106,3068,2830,5902,1380,1326,2710,5638,5138,10774
POA3011,9881,9518,19404,4485,3324,7805,1765,2378,4145,361,457,818,464,359,831,7076,6523,13601,2063,2404,4461,6.6,5.6,6.1,71.6,68.5,70.1,66.9,64.7,65.8,1217,1290,2511,313,533,842,2569,2681,5249,856,802,1656,1017,612,1631,72,65,138,92,108,205,1186,787,1974,7818,7473,15295,2539,2574,5112,4273,4170,8442,5602,5414,11016
POA3012,11095,11112,22204,5260,3810,9070,1798,2665,4462,398,548,949,491,396,885,7953,7417,15371,2413,3057,5470,6.2,5.3,5.8,71.7,66.8,69.2,67.2,63.2,65.2,1185,1230,2420,283,560,843,2568,2868,5432,955,1058,2005,1466,775,2237,80,86,168,121,143,268,1662,1010,2674,10218,10239,20454,2317,2255,4570,6142,6372,12514,5693,5449,11141
POA3013,5988,6463,12456,3338,2490,5831,848,1701,2546,200,331,528,199,163,362,4585,4683,9270,1192,1576,2769,4.4,3.4,3.9,76.5,72.4,74.4,73.2,70,71.5,631,799,1430,192,381,571,1639,1976,3613,530,604,1128,845,418,1254,42,46,90,74,94,172,961,551,1513,5977,6346,12319,1168,1228,2398,3961,4256,8221,2755,2927,5685
