POA_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
POA4122,1236,6171,6523,1879,911,16729,657,17381
POA4123,194,2187,3521,1133,579,7614,221,7835
POA4124,146,1594,2787,1422,1202,7153,337,7493
POA4125,148,1317,1611,646,554,4273,362,4636
POA4127,478,3322,3609,1278,711,9400,560,9962
POA4128,124,1461,2476,1028,614,5702,247,5949
POA4129,50,599,955,372,236,2215,110,2326
POA4130,36,679,1233,543,497,2987,73,3063
POA4131,302,1411,1298,467,220,3708,447,4152
POA4132,374,2644,2858,1166,587,7626,806,8427
POA4133,441,2520,2635,934,680,7203,699,7903
POA4151,682,3461,2522,649,304,7622,265,7889
POA4152,897,6146,7256,2087,1056,17449,520,17971
POA4153,29,367,695,237,174,1493,48,1541
POA4154,31,759,1823,579,349,3549,68,3617
POA4155,3,65,144,110,115,444,12,462
POA4156,11,173,471,217,166,1032,23,1053
POA4157,352,2192,2788,1095,796,7222,277,7502
POA4158,74,690,585,179,85,1608,62,1675
POA4159,197,1582,2210,803,522,5309,143,5450
POA4160,214,2052,2884,1050,617,6817,143,6961
POA4161,214,1701,2406,967,527,5819,195,6017
POA4163,527,2575,2250,769,427,6545,245,6786
POA4164,135,1503,2960,1114,654,6375,175,6545
POA4165,474,3745,5860,2383,1335,13800,416,14213
POA4169,901,3667,2013,462,205,7246,504,7746
POA4170,599,4346,4215,1054,511,10731,455,11187
POA4171,303,2604,2561,670,338,6476,224,6702
POA4172,101,691,752,220,99,1865,76,1940
POA4173,101,1200,1307,402,205,3214,104,3319
POA4174,25,334,453,136,67,1015,38,1054
POA4178,774,3786,3836,1213,599,10212,414,10628
POA4179,398,2515,3102,967,472,7455,228,7682
POA4183,74,455,313,106,51,1001,112,1105
POA4184,453,2156,1132,266,94,4097,359,4459
POA4205,237,1166,713,215,102,2430,227,2657
POA4207,1227,8088,8725,3252,2040,23325,1950,25275
POA4208,105,1762,3501,1383,863,7615,343,7959
POA4209,362,6551,10630,3538,1696,22778,1503,24280
POA4210,110,1653,3202,1343,918,7220,271,7493
POA4211,757,6753,8986,3432,2053,21991,1051,23036
POA4212,315,3629,5062,1913,1056,11977,586,12568
POA4213,182,2152,4303,1880,1319,9846,451,10295
POA4214,499,4172,5386,2028,1132,13218,691,13906
POA4215,2633,12088,6588,1536,628,23481,1982,25455
POA4216,908,7529,6035,1610,760,16848,1096,17933
POA4217,1833,9053,5711,1406,747,18756,2174,20929
POA4218,930,6048,5184,1437,761,14360,1249,15603
POA4220,714,4925,5060,1390,714,12800,850,13650
POA4221,546,3900,4498,1406,764,11122,604,11735
POA4223,215,1773,2213,808,462,5471,238,5711
POA4224,123,1011,1074,328,150,2686,181,2866
POA4225,340,2008,1243,248,136,3979,303,4281
POA4226,505,4863,5636,1707,789,13501,585,14087
POA4227,287,3157,3554,1024,470,8496,395,8892
POA4228,17,256,650,354,322,1600,83,1681
POA4270,11,192,518,319,298,1335,77,1410
POA4272,63,1018,1213,486,251,3030,152,3181
POA4275,12,247,545,242,212,1255,86,1341
POA4280,51,1126,2449,1324,1251,6205,405,6614
POA4285,262,2162,2713,1348,1001,7487,479,7970
POA4287,9,109,104,53,32,301,20,316
POA4300,725,6864,9840,3038,1406,21863,1133,22992
POA4301,483,4046,4526,1496,715,11266,786,12048
POA4303,143,638,401,146,67,1398,187,1583
POA4304,689,2759,2264,774,382,6877,452,7328
POA4305,1706,8934,8540,3045,1561,23790,1395,25186
POA4306,176,3276,6203,2623,1925,14197,561,14761
POA4307,5,101,202,109,118,537,38,573
POA4309,21,333,484,216,171,1223,114,1330
POA4310,74,708,896,372,268,2319,142,2461
POA4311,96,967,1385,696,468,3615,233,3847
POA4312,35,419,378,173,109,1116,75,1185
POA4313,33,334,336,159,84,949,57,1002
POA4314,46,549,491,208,91,1382,143,1525
POA4340,106,607,727,352,280,2067,227,2301
POA4341,138,1509,2163,1014,691,5516,421,5936
POA4342,19,217,368,169,160,939,72,1005
POA4343,194,1314,1411,668,478,4064,284,4342
POA4344,15,220,346,177,139,903,103,1001
POA4346,4,103,150,60,56,371,26,398
POA4347,9,111,200,84,74,475,14,494
POA4350,3101,17923,16051,4876,2471,44421,2136,46561
POA4352,103,2058,4601,2135,1445,10338,404,10744
POA4353,0,25,49,24,17,116,18,134
POA4354,8,129,192,74,54,457,31,485
POA4355,51,423,408,139,80,1096,115,1212
POA4356,55,477,673,314,242,1760,179,1936
POA4357,31,295,360,144,111,947,130,1079
POA4358,11,272,435,188,129,1032,86,1115
POA4359,5,107,211,92,60,481,40,519
POA4360,0,70,76,26,32,207,30,236
POA4361,21,328,389,167,119,1023,75,1100
POA4362,28,300,373,182,116,995,79,1068
POA4363,4,45,73,50,28,193,28,224
POA4364,0,19,17,15,11,60,13,73
POA4365,3,62,89,43,23,224,39,258
POA4370,429,2694,2639,959,639,7362,548,7906
POA4371,3,81,107,53,33,281,14,294
POA4372,5,20,25,10,10,59,3,61
POA4373,13,158,145,63,26,398,36,433
POA4374,0,50,52,40,18,166,12,182
POA4375,0,20,30,16,5,78,7,87
POA4376,7,40,36,26,16,132,18,147
POA4377,3,66,84,50,18,222,30,250
POA4378,0,49,77,38,27,193,10,205
POA4380,194,1197,1116,435,269,3207,289,3496
POA4381,3,93,98,33,24,246,44,292
POA4382,3,57,86,22,28,200,14,214
POA4383,13,104,101,38,10,270,17,290
POA4384,0,3,5,10,0,16,0,20
POA4385,30,196,171,67,41,504,49,555
POA4387,31,192,187,84,46,544,58,598
POA4388,8,54,51,15,17,143,5,153
POA4390,99,800,929,369,226,2423,252,2674
POA4400,10,169,308,157,85,728,35,760
POA4401,87,702,744,309,205,2045,132,2180
POA4402,0,34,42,19,13,113,23,135
POA4403,5,71,103,59,49,284,38,316
POA4404,3,32,56,48,27,169,16,190
POA4405,286,1792,1921,760,441,5198,346,5539
POA4406,9,134,206,125,115,591,68,666
POA4407,7,55,77,35,23,188,25,210
POA4408,8,79,78,41,19,217,16,233
POA4410,19,153,145,83,50,448,57,500
POA4411,0,26,27,28,17,97,11,109
POA4412,0,19,27,12,22,74,11,90
POA4413,131,1033,1121,475,268,3026,364,3394
POA4415,39,355,285,104,72,855,143,994
POA4416,3,43,69,38,14,163,14,177
POA4417,14,105,99,42,30,286,33,317
POA4418,0,10,7,3,9,36,0,40
POA4419,34,117,117,74,51,384,51,441
POA4420,16,121,146,84,65,429,52,483
POA4421,37,332,288,119,55,837,95,932
POA4422,7,39,53,37,25,163,32,195
POA4423,0,20,27,14,9,72,10,77
POA4424,0,17,34,17,15,74,6,85
POA4425,7,16,22,13,11,67,3,66
POA4426,4,15,23,4,8,54,15,67
POA4427,9,35,43,20,9,115,25,141
POA4428,11,63,94,40,31,238,20,259
POA4454,8,97,82,42,40,271,40,312
POA4455,176,1131,1139,476,279,3200,313,3513
POA4461,0,3,10,0,3,15,0,19
POA4462,0,14,17,7,5,50,9,58
POA4465,36,173,179,78,47,514,65,577
POA4467,3,11,16,11,17,58,9,67
POA4468,7,39,31,17,23,112,10,125
POA4470,90,580,417,161,84,1331,196,1524
POA4472,29,263,202,79,57,628,38,669
POA4474,0,9,5,5,5,29,5,34
POA4477,11,77,72,38,26,218,29,247
POA4478,14,67,73,34,21,217,21,234
POA4479,0,0,4,0,7,9,0,8
POA4480,9,138,115,40,24,325,22,347
POA4481,0,44,25,5,8,76,10,83
POA4482,0,35,24,0,3,65,13,78
POA4486,10,101,92,45,36,288,28,320
POA4487,71,432,429,169,127,1227,109,1336
POA4488,3,37,44,16,20,121,15,134
POA4489,0,15,11,4,10,32,0,32
POA4490,91,317,222,59,54,737,60,796
POA4491,5,20,15,6,7,53,12,63
POA4492,12,86,42,15,16,170,9,179
POA4493,0,5,6,0,0,7,0,7
POA4494,3,8,18,11,0,46,13,54
POA4496,0,22,27,18,10,78,10,86
POA4497,3,31,50,18,19,126,9,137
POA4498,3,15,20,13,11,53,8,66
POA4500,537,4690,6553,2402,1455,15639,523,16160
POA4501,203,944,789,220,134,2294,122,2413
POA4502,122,983,1339,462,229,3131,100,3230
POA4503,697,6761,7653,2388,1156,18661,868,19528
POA4504,85,1512,2889,1205,716,6416,210,6624
POA4505,328,2747,3287,1441,1192,8998,439,9441
POA4506,345,3060,3136,1203,870,8617,523,9137
POA4507,660,4609,3100,814,389,9573,446,10021
POA4508,460,2788,2371,863,539,7023,464,7486
POA4509,375,4150,5586,1600,627,12343,410,12755
POA4510,1246,7245,6852,2618,1664,19627,1377,21004
POA4511,85,1539,1458,512,330,3923,149,4074
POA4512,11,158,418,270,249,1113,72,1186
POA4514,47,600,940,475,413,2472,160,2641
POA4515,43,459,582,270,189,1540,218,1755
POA4516,12,187,474,325,293,1295,54,1348
POA4517,10,132,120,52,40,351,27,375
POA4518,25,494,780,341,251,1897,98,1991
POA4519,80,936,1305,582,389,3294,211,3505
POA4520,36,688,1904,980,819,4427,158,4583
POA4521,22,344,762,353,291,1772,112,1883
POA4550,49,490,742,281,214,1773,84,1854
POA4551,1260,10243,10199,3065,1536,26303,1212,27520
POA4552,103,1344,1381,499,312,3644,232,3872
POA4553,30,758,1567,650,425,3433,190,3622
POA4554,7,119,232,142,114,612,54,672
POA4555,78,742,1070,440,350,2672,116,2793
POA4556,762,5961,6883,2281,1273,17163,746,17907
POA4557,327,2858,3088,945,471,7686,341,8033
POA4558,741,4899,3236,870,431,10172,786,10957
POA4559,75,691,1007,470,343,2585,126,2713
POA4560,622,4695,5410,1897,1093,13716,722,14440
POA4561,55,648,1247,529,440,2913,156,3062
POA4562,29,573,1282,617,446,2951,155,3108
POA4563,93,1077,1456,603,422,3650,196,3852
POA4564,132,1885,1886,556,251,4712,258,4965
POA4565,294,2136,2169,815,481,5891,360,6251
POA4566,225,1760,1403,381,200,3956,168,4121
POA4567,147,2011,2038,576,212,4981,264,5244
POA4568,22,374,562,235,173,1361,82,1444
POA4569,7,199,268,99,68,637,52,691
POA4570,728,5763,6643,2632,1688,17453,1226,18680
POA4571,7,95,144,60,32,344,34,379
POA4572,98,824,663,198,100,1876,156,2035
POA4573,276,4306,5115,1437,650,11786,549,12335
POA4574,13,168,232,75,75,562,41,601
POA4575,415,4094,4149,1283,703,10639,571,11209
POA4580,122,1118,877,257,91,2465,167,2628
POA4581,58,412,267,73,30,835,120,954
POA4600,3,147,150,67,36,396,33,431
POA4601,21,175,153,83,46,472,56,527
POA4605,197,608,523,193,127,1653,186,1833
POA4606,51,375,333,142,88,975,92,1070
POA4608,0,131,128,63,39,364,32,393
POA4610,318,1993,2039,870,490,5714,455,6163
POA4611,0,10,19,6,8,43,6,55
POA4612,0,39,31,10,9,92,17,109
POA4613,12,140,130,52,23,359,51,406
POA4614,26,224,167,58,32,509,59,574
POA4615,123,1058,1059,415,230,2878,352,3230
POA4620,8,40,84,21,22,177,40,214
POA4621,33,289,251,114,75,759,77,841
POA4625,49,343,355,138,110,994,157,1155
POA4626,74,248,274,105,78,775,94,873
POA4627,25,107,93,56,50,327,47,375
POA4630,37,380,329,152,105,992,106,1096
POA4650,989,5085,4697,1759,1069,13591,938,14533
POA4655,1531,11523,9458,3017,1591,27122,1483,28606
POA4659,74,1021,907,282,151,2438,161,2594
POA4660,114,1258,1318,465,240,3390,444,3836
POA4662,9,84,107,45,33,272,34,309
POA4670,2088,12996,11720,4159,2310,33267,1876,35147
POA4671,61,840,933,355,246,2436,304,2736
POA4673,7,101,103,49,32,285,29,316
POA4674,9,268,251,101,59,698,94,791
POA4676,0,25,25,7,5,66,13,81
POA4677,74,811,715,221,106,1926,257,2183
POA4678,11,94,139,51,36,331,14,345
POA4680,970,6960,7972,2983,1498,20381,1345,21729
POA4694,3,9,16,5,4,44,4,51
POA4695,15,106,130,76,55,387,65,449
POA4697,3,11,17,7,8,46,9,60
POA4699,3,46,50,32,22,154,14,174
POA4700,629,2788,2227,728,320,6687,487,7171
POA4701,1118,5926,5959,2062,1078,16152,1033,17185
POA4702,314,3146,3996,1721,1226,10403,955,11356
POA4703,425,3256,3650,1357,752,9433,818,10255
POA4704,0,22,24,10,10,61,0,66
POA4705,11,50,56,24,33,176,80,250
POA4706,0,13,12,9,7,39,3,39
POA4707,8,56,35,16,14,135,22,148
POA4709,10,98,97,42,12,263,26,285
POA4710,43,794,816,268,112,2035,144,2179
POA4711,0,96,200,144,141,582,27,608
POA4712,3,45,37,17,5,112,10,121
POA4713,128,106,28,16,3,278,15,297
POA4714,108,511,335,135,66,1156,188,1346
POA4715,147,756,941,372,261,2481,405,2889
POA4716,4,71,121,70,52,324,19,345
POA4717,87,551,610,243,101,1594,196,1790
POA4718,40,335,336,127,89,924,181,1100
POA4719,27,143,146,67,58,436,61,499
POA4720,195,1713,2021,792,454,5175,479,5658
POA4721,43,530,530,198,170,1473,178,1657
POA4722,12,138,186,117,81,537,76,612
POA4723,19,165,185,99,79,531,104,638
POA4724,6,63,65,30,45,206,35,241
POA4725,39,343,217,94,47,738,77,818
POA4726,17,83,63,24,16,196,9,208
POA4727,10,66,36,14,19,144,34,177
POA4728,7,45,32,14,17,120,9,124
POA4730,98,584,422,153,112,1370,187,1556
POA4731,4,67,47,10,16,147,10,152
POA4732,0,53,30,9,10,104,22,123
POA4733,3,25,12,9,23,63,26,84
POA4735,38,274,150,51,38,548,99,643
POA4736,3,28,17,3,14,69,25,90
POA4737,86,885,1136,481,305,2897,301,3204
POA4738,5,152,154,96,55,464,54,524
POA4739,0,64,68,26,10,157,14,178
POA4740,1579,10531,12009,4434,2351,30905,2574,33479
POA4741,59,633,996,476,326,2492,309,2804
POA4742,11,111,114,46,47,331,98,422
POA4743,10,112,69,18,9,215,47,260
POA4744,72,816,1179,481,248,2795,211,3004
POA4745,31,319,361,130,73,911,141,1059
POA4746,18,226,204,63,39,555,60,615
POA4750,38,594,916,369,138,2060,141,2201
POA4751,27,383,638,315,193,1567,144,1706
POA4753,17,308,676,275,164,1439,79,1523
POA4754,9,176,311,142,88,729,138,860
POA4756,7,94,87,38,23,252,62,309
POA4757,5,53,37,21,13,127,28,153
POA4798,6,78,91,37,30,235,60,292
POA4799,10,146,148,63,36,405,32,433
POA4800,142,1257,1411,600,343,3751,332,4087
POA4802,486,2149,1626,425,211,4895,461,5355
POA4804,52,336,258,88,54,783,95,876
POA4805,274,1848,1693,566,293,4677,513,5189
POA4806,44,536,588,215,143,1521,120,1641
POA4807,271,1409,1596,609,291,4175,449,4623
POA4808,11,111,184,64,51,415,35,451
POA4809,7,125,155,51,47,385,34,415
POA4810,850,4452,3177,799,352,9629,859,10493
POA4811,188,1772,1930,653,285,4830,280,5106
POA4812,783,3504,2566,723,340,7909,646,8553
POA4814,954,5293,6339,2110,1017,15720,934,16650
POA4815,358,2549,2759,1056,558,7273,594,7866
POA4816,309,1210,1242,412,315,3483,383,3863
POA4817,429,3333,4604,1645,808,10815,469,11278
POA4818,160,2842,5140,1769,903,10806,651,11457
POA4819,174,605,315,81,35,1204,112,1315
POA4820,228,1568,1382,510,309,3998,621,4618
POA4821,41,264,195,82,66,644,103,751
POA4822,13,92,95,40,44,281,63,347
POA4823,26,159,102,26,56,370,71,445
POA4824,111,613,406,137,87,1351,326,1680
POA4825,613,2533,2525,785,424,6884,815,7704
POA4828,13,81,35,11,5,138,29,165
POA4829,24,108,55,12,21,224,51,273
POA4830,126,232,99,22,32,519,146,662
POA4849,44,346,234,50,18,691,78,768
POA4850,248,1709,1723,665,331,4684,398,5080
POA4852,66,960,720,181,70,1997,188,2187
POA4854,115,728,789,267,148,2040,267,2313
POA4855,12,99,121,55,22,300,37,344
POA4856,7,90,90,42,27,261,43,304
POA4858,18,203,262,86,47,616,51,671
POA4859,9,70,64,22,18,183,38,220
POA4860,391,1744,1449,484,231,4291,423,4710
POA4861,45,232,224,73,29,602,63,670
POA4865,92,782,1228,479,300,2880,235,3120
POA4868,423,2965,3292,999,459,8138,733,8875
POA4869,242,1958,2821,981,502,6504,535,7041
POA4870,2662,11406,9164,2747,1310,27295,2533,29824
POA4871,266,1657,1397,515,342,4174,645,4820
POA4872,61,610,610,266,188,1732,286,2016
POA4873,125,1105,1018,345,151,2737,308,3046
POA4874,192,645,659,240,114,1857,309,2166
POA4875,832,747,288,80,45,1994,158,2151
POA4876,181,428,199,51,43,897,181,1077
POA4877,214,1266,750,176,104,2508,267,2770
POA4878,255,2289,2317,674,321,5854,386,6242
POA4879,272,3360,3494,999,443,8576,495,9071
POA4880,313,1733,1731,677,414,4865,624,5487
POA4881,77,592,687,267,147,1772,239,2009
POA4882,37,342,493,189,110,1177,95,1269
POA4883,248,1544,1210,398,233,3638,369,4015
POA4884,10,269,373,120,51,822,53,878
POA4885,48,520,597,229,120,1512,129,1646
POA4886,7,150,145,59,19,377,76,457
POA4887,17,290,297,111,67,779,111,894
POA4888,42,457,386,163,69,1117,142,1263
POA4890,62,246,137,45,31,513,77,594
POA4891,24,420,169,28,15,659,58,714
POA4892,599,561,208,62,56,1491,314,1805
POA4895,202,913,531,162,77,1894,366,2259
POA5000,3148,4070,975,113,58,8356,721,9081
POA5006,381,1510,773,161,82,2900,109,3012
POA5007,439,1762,1058,243,107,3603,183,3786
POA5008,614,2174,1940,590,295,5612,261,5871
POA5009,177,848,730,242,128,2125,71,2194
POA5010,289,791,710,229,112,2133,111,2251
POA5011,390,2173,1973,625,287,5447,165,5614
POA5012,447,1508,1394,465,233,4047,221,4265
POA5013,487,1532,1358,460,242,4078,211,4286
POA5014,561,2096,1810,591,272,5326,176,5495
POA5015,294,1258,866,219,111,2750,130,2881
POA5016,275,1438,1413,421,224,3778,108,3882
POA5017,260,893,687,203,97,2147,121,2264
POA5018,111,774,953,317,167,2327,59,2389
POA5019,376,1668,1395,367,170,3974,293,4261
POA5020,40,433,562,168,70,1268,35,1301
POA5021,164,1156,1135,284,190,2926,64,2989
POA5022,433,2462,2566,756,419,6636,184,6818
POA5023,738,3059,2451,747,349,7344,329,7672
POA5024,336,2001,2239,729,411,5713,183,5895
POA5025,219,1198,1377,487,266,3542,96,3640
POA5031,525,1775,1286,422,190,4190,172,4358
POA5032,496,2080,1965,575,313,5429,158,5586
POA5033,384,1587,1219,312,149,3649,113,3761
POA5034,290,1715,1481,394,205,4082,95,4176
POA5035,292,1284,826,200,101,2706,76,2781
POA5037,493,1954,1561,451,234,4692,144,4843
POA5038,753,3137,2465,682,302,7341,242,7580
POA5039,426,1463,1296,372,184,3736,139,3880
POA5040,99,297,394,95,50,938,42,985
POA5041,282,1681,2012,684,353,5006,86,5096
POA5042,380,1869,1567,454,223,4502,217,4719
POA5043,1051,3895,2726,698,296,8662,340,8999
POA5044,380,1841,1768,508,256,4746,110,4860
POA5045,661,3366,2399,605,277,7311,226,7543
POA5046,431,1832,1404,339,143,4143,123,4274
POA5047,356,1409,1306,368,188,3631,126,3756
POA5048,521,2558,2300,625,313,6326,180,6505
POA5049,146,1285,1758,535,287,4015,97,4117
POA5050,67,669,924,289,189,2132,39,2173
POA5051,133,1471,2505,850,491,5449,83,5535
POA5052,68,750,1052,395,210,2471,70,2547
POA5061,264,1559,1452,424,239,3937,88,4021
POA5062,287,1895,2444,777,410,5807,97,5903
POA5063,445,2271,1825,430,185,5155,135,5294
POA5064,180,1267,1596,485,258,3790,89,3877
POA5065,373,1838,1571,401,199,4385,97,4485
POA5066,129,1352,2000,661,317,4451,56,4512
POA5067,533,2300,1507,342,138,4810,197,5008
POA5068,460,2298,1753,490,255,5253,151,5404
POA5069,314,1362,1208,348,192,3434,117,3555
POA5070,693,2838,2052,562,308,6456,196,6650
POA5072,382,2030,2078,604,325,5415,129,5555
POA5073,458,2511,2374,714,386,6442,176,6621
POA5074,509,2362,2007,532,284,5702,221,5918
POA5075,313,1584,1644,512,314,4360,128,4488
POA5076,100,1021,1545,529,340,3533,67,3604
POA5081,306,1470,1500,420,234,3927,161,4080
POA5082,512,2350,2331,710,357,6259,198,6456
POA5083,275,1219,1160,359,173,3192,79,3265
POA5084,505,1446,1169,375,246,3746,245,3995
POA5085,664,3408,3493,947,389,8895,335,9233
POA5086,601,2494,2439,704,306,6554,268,6822
POA5087,415,2085,1807,477,195,4982,194,5174
POA5088,121,589,542,154,67,1473,65,1536
POA5089,49,621,1137,424,250,2477,54,2534
POA5090,289,1346,1089,357,186,3264,109,3375
POA5091,86,925,1271,451,257,2995,59,3056
POA5092,408,2605,2647,853,449,6965,192,7153
POA5093,185,1309,1385,455,224,3557,129,3679
POA5094,23,120,117,46,38,340,17,357
POA5095,464,3086,2948,931,447,7872,242,8112
POA5096,290,1690,1932,736,425,5065,178,5243
POA5097,264,1897,2247,660,363,5429,131,5564
POA5098,318,1830,1826,576,274,4822,173,4996
POA5106,10,7,0,0,0,15,3,18
POA5107,394,1995,2362,940,448,6141,256,6391
POA5108,1372,5756,5254,1809,1020,15213,906,16113
POA5109,543,2972,2715,984,551,7757,323,8081
POA5110,128,1015,1270,438,263,3106,209,3316
POA5111,0,7,0,0,0,11,0,10
POA5112,1272,2997,2165,702,423,7564,591,8155
POA5113,1127,3137,1946,606,260,7079,694,7771
POA5114,639,4256,4969,1723,960,12546,592,13138
POA5115,230,1638,1905,551,245,4568,192,4763
POA5116,280,1667,1479,490,296,4211,174,4383
POA5117,28,239,498,251,256,1267,46,1313
POA5118,442,2352,2708,1133,769,7402,295,7695
POA5120,28,219,398,190,107,937,67,1006
POA5121,36,329,306,130,78,876,54,928
POA5125,298,2478,3010,1101,690,7577,123,7700
POA5126,95,814,1182,455,233,2776,69,2844
POA5127,147,960,1220,441,240,3010,62,3071
POA5131,4,44,124,70,82,333,10,340
POA5132,0,16,69,25,37,145,9,155
POA5133,0,19,45,28,28,126,7,127
POA5134,0,28,72,29,21,148,8,162
POA5136,0,24,83,39,29,180,10,186
POA5137,4,30,71,44,48,197,10,204
POA5138,0,17,58,25,10,110,11,124
POA5139,0,11,41,28,13,97,4,98
POA5140,0,24,84,28,23,161,4,164
POA5141,0,33,105,62,42,247,13,257
POA5142,5,57,86,47,14,220,6,224
POA5144,7,26,65,34,27,160,6,167
POA5150,0,3,8,4,4,20,0,23
POA5151,3,25,61,23,24,137,7,142
POA5152,62,607,1044,392,252,2350,54,2404
POA5153,30,455,984,495,382,2347,128,2475
POA5154,15,256,556,239,123,1191,14,1210
POA5155,19,473,670,223,111,1495,26,1521
POA5156,3,77,173,50,38,347,10,361
POA5157,3,164,431,221,227,1051,61,1115
POA5158,213,2722,4157,1442,698,9242,154,9392
POA5159,317,3654,5462,1958,1082,12477,248,12726
POA5160,0,3,4,3,0,14,0,13
POA5161,236,1607,1588,494,262,4185,140,4320
POA5162,919,5448,5176,1670,901,14107,529,14643
POA5163,433,2117,2042,723,408,5728,304,6039
POA5164,358,931,569,155,85,2088,244,2329
POA5165,240,1124,832,249,96,2545,133,2675
POA5166,56,345,273,89,40,800,41,844
POA5167,131,880,979,335,178,2500,77,2573
POA5168,192,870,835,264,157,2314,109,2417
POA5169,370,2806,3108,885,427,7596,239,7841
POA5170,21,172,204,65,41,491,16,513
POA5171,82,740,921,393,260,2388,96,2479
POA5172,33,353,632,273,216,1507,77,1585
POA5173,184,1938,2001,640,328,5084,238,5322
POA5174,20,329,486,198,110,1138,73,1208
POA5201,5,143,331,181,122,787,66,851
POA5202,5,77,135,64,49,326,18,346
POA5203,11,208,206,94,50,564,23,587
POA5204,43,645,624,173,74,1563,83,1652
POA5210,5,127,287,149,79,643,33,671
POA5211,396,3407,2596,756,380,7534,273,7813
POA5212,40,454,336,101,48,991,18,1012
POA5213,9,194,227,73,38,535,24,561
POA5214,208,1923,1550,446,260,4393,186,4575
POA5220,3,19,28,7,3,61,6,67
POA5221,4,69,67,20,8,175,17,187
POA5222,11,135,129,49,21,333,21,358
POA5223,78,526,541,206,139,1484,145,1627
POA5231,7,80,196,107,77,466,31,495
POA5232,0,17,53,36,42,146,4,154
POA5233,10,104,221,91,96,527,18,549
POA5234,5,92,180,111,87,478,23,500
POA5235,15,258,383,217,155,1028,79,1103
POA5236,0,28,62,27,22,141,13,151
POA5237,0,36,40,35,36,146,12,151
POA5238,76,775,693,255,194,1990,149,2142
POA5240,4,29,71,48,31,183,8,191
POA5241,27,304,396,138,90,953,44,1000
POA5242,10,166,251,121,75,625,33,661
POA5243,10,75,124,60,51,317,17,333
POA5244,23,425,635,277,224,1589,50,1643
POA5245,46,354,450,177,159,1187,41,1232
POA5250,14,327,586,213,166,1308,28,1337
POA5251,378,2551,2920,932,515,7302,271,7572
POA5252,49,685,1074,404,246,2459,104,2563
POA5253,567,2825,2521,969,635,7512,490,8005
POA5254,15,211,343,196,158,922,59,977
POA5255,113,1099,1427,720,494,3854,182,4036
POA5256,17,266,241,103,63,694,61,757
POA5259,14,123,182,72,57,449,29,479
POA5260,40,283,238,97,62,727,95,819
POA5261,4,27,43,24,31,129,12,141
POA5262,0,28,71,45,33,170,22,191
POA5263,4,13,23,15,8,65,0,63
POA5264,27,179,178,70,59,522,61,579
POA5265,5,56,65,23,30,183,12,188
POA5266,7,71,91,43,25,245,25,266
POA5267,28,223,292,144,79,765,90,857
POA5268,52,436,527,209,154,1378,95,1478
POA5269,5,13,39,24,20,98,11,106
POA5270,0,36,95,62,36,223,24,251
POA5271,124,894,1144,443,276,2880,255,3136
POA5272,13,69,129,47,74,328,32,356
POA5273,0,11,18,16,3,46,0,46
POA5275,42,336,389,153,113,1031,63,1089
POA5276,21,219,250,87,40,616,33,648
POA5277,31,396,445,177,118,1168,65,1235
POA5278,0,51,84,30,30,194,26,219
POA5279,5,56,85,32,30,209,26,237
POA5280,168,994,1080,510,283,3032,206,3236
POA5290,833,4137,3713,1225,638,10542,590,11129
POA5291,38,558,1293,738,616,3251,237,3487
POA5301,4,52,65,32,44,206,12,217
POA5302,20,108,126,52,43,342,34,371
POA5303,3,7,22,15,6,58,4,62
POA5304,19,106,129,62,37,354,34,391
POA5306,0,7,13,9,7,26,5,36
POA5307,14,65,76,42,30,233,23,252
POA5308,0,19,19,5,10,57,6,63
POA5309,0,5,8,13,12,41,4,48
POA5310,0,0,5,0,4,12,0,12
POA5311,6,32,57,21,41,154,29,176
POA5320,19,139,117,42,31,349,27,372
POA5321,0,63,49,21,13,153,35,187
POA5322,12,103,159,75,45,392,17,409
POA5330,88,507,483,193,121,1394,126,1520
POA5331,0,35,54,26,13,133,6,137
POA5332,3,46,55,29,14,156,11,167
POA5333,121,727,980,342,222,2395,168,2568
POA5340,19,155,222,94,59,545,66,615
POA5341,215,1109,1141,495,260,3215,196,3414
POA5342,9,86,168,90,74,424,13,437
POA5343,196,832,684,260,124,2094,181,2273
POA5344,5,64,123,71,57,319,25,348
POA5345,89,556,499,213,137,1497,97,1598
POA5346,5,36,51,38,21,153,11,166
POA5350,0,14,74,42,51,184,9,186
POA5351,30,484,902,452,336,2198,89,2288
POA5352,70,745,845,281,216,2159,69,2233
POA5353,44,450,599,280,192,1561,80,1645
POA5354,5,66,50,28,12,167,76,242
POA5355,138,1144,1212,482,360,3336,95,3433
POA5356,3,56,104,63,61,286,29,314
POA5357,8,78,74,31,15,201,37,238
POA5360,4,85,171,94,64,408,45,452
POA5371,9,59,135,104,118,420,24,447
POA5372,3,222,361,182,117,886,31,916
POA5373,59,455,516,226,164,1413,61,1471
POA5374,9,195,219,101,88,615,42,655
POA5381,4,53,44,31,21,148,5,154
POA5400,0,54,146,71,55,323,19,343
POA5401,8,92,105,53,42,300,14,320
POA5410,0,36,35,26,14,120,0,123
