POA_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
POA5411,0,21,50,18,21,112,7,122
POA5412,22,179,197,64,41,513,31,539
POA5413,6,117,117,62,53,357,20,376
POA5414,0,18,15,9,13,57,8,60
POA5415,0,38,36,19,13,101,3,105
POA5416,0,21,34,15,13,82,5,91
POA5417,37,228,232,99,68,659,43,704
POA5418,0,14,17,10,7,49,8,54
POA5419,3,36,31,10,17,97,6,102
POA5420,0,3,10,8,4,29,0,29
POA5421,4,23,21,7,7,61,7,64
POA5422,77,325,202,92,52,755,116,867
POA5431,21,98,114,59,64,350,27,383
POA5432,0,21,17,6,16,67,3,68
POA5433,16,205,190,83,56,557,60,616
POA5434,21,151,74,23,21,285,28,323
POA5440,0,35,22,6,12,86,17,98
POA5451,3,93,148,48,23,320,8,334
POA5452,0,38,67,39,21,172,3,172
POA5453,96,647,839,299,184,2059,151,2214
POA5454,3,46,44,26,30,149,8,153
POA5455,0,4,10,6,4,15,0,20
POA5460,8,67,110,47,47,283,12,291
POA5461,54,371,357,165,96,1039,41,1078
POA5462,5,60,77,28,17,192,15,206
POA5464,0,57,69,47,38,217,27,246
POA5470,0,18,26,9,8,62,6,68
POA5471,0,11,10,5,10,33,3,37
POA5472,0,28,31,13,12,80,5,92
POA5473,16,113,117,44,24,314,26,344
POA5480,10,126,121,56,44,362,26,383
POA5481,8,63,74,56,36,237,13,251
POA5482,5,56,60,32,36,195,8,199
POA5483,0,45,68,21,17,148,22,172
POA5485,9,95,87,47,28,263,69,331
POA5490,0,8,20,13,9,57,7,66
POA5491,42,237,294,119,74,766,26,793
POA5493,0,13,6,7,3,24,0,28
POA5495,14,100,110,41,27,294,36,331
POA5501,39,546,1075,609,527,2795,179,2968
POA5502,30,144,199,110,110,589,52,641
POA5510,0,15,12,12,6,46,4,52
POA5520,20,98,73,25,15,238,19,255
POA5521,3,21,17,13,9,63,7,69
POA5522,38,293,227,89,50,700,42,743
POA5523,40,262,266,125,90,779,48,824
POA5540,657,2446,2014,775,424,6319,406,6726
POA5550,29,146,135,67,33,405,36,439
POA5552,0,22,51,28,26,127,12,137
POA5554,101,740,801,282,195,2112,131,2244
POA5555,4,55,99,33,32,217,10,225
POA5556,107,814,709,183,121,1939,122,2062
POA5558,105,867,881,300,152,2291,153,2447
POA5560,9,65,60,32,18,183,18,202
POA5570,7,113,122,18,18,284,19,305
POA5571,35,377,325,113,65,920,76,992
POA5572,3,15,29,13,15,64,7,69
POA5573,37,300,336,104,87,864,80,943
POA5575,32,377,389,179,97,1070,82,1153
POA5576,32,178,176,61,31,484,40,526
POA5577,3,94,92,37,31,261,26,282
POA5580,4,57,65,30,18,168,8,175
POA5581,15,128,128,27,6,309,27,336
POA5582,14,100,120,28,18,287,10,294
POA5583,17,166,159,52,19,412,28,446
POA5600,180,977,916,359,219,2643,119,2760
POA5601,0,17,14,3,6,38,3,45
POA5602,30,179,187,95,59,553,52,602
POA5603,7,48,69,33,23,175,17,193
POA5604,3,39,46,14,4,108,8,113
POA5605,56,336,327,106,49,870,51,917
POA5606,440,2185,2161,669,311,5766,452,6222
POA5607,25,509,813,382,238,1964,147,2105
POA5608,915,2326,1586,538,251,5616,548,6164
POA5609,26,254,310,100,63,753,24,775
POA5611,10,33,10,3,9,64,6,72
POA5630,0,10,20,9,13,46,0,47
POA5631,12,106,160,83,41,401,12,415
POA5632,0,5,34,16,18,74,5,82
POA5633,7,34,41,13,11,101,12,111
POA5640,26,146,158,58,36,420,33,457
POA5641,13,123,143,84,38,402,22,415
POA5642,5,17,21,15,29,89,7,97
POA5650,0,14,12,12,19,51,10,62
POA5651,0,4,10,4,10,24,0,27
POA5652,19,77,94,38,36,258,23,283
POA5653,0,5,4,3,3,17,4,24
POA5654,3,23,21,17,14,84,14,100
POA5655,0,5,13,8,3,31,0,33
POA5660,0,0,3,3,3,13,0,12
POA5661,0,16,7,10,12,49,9,55
POA5670,10,81,80,27,19,218,24,247
POA5671,4,27,22,10,17,83,6,85
POA5680,33,317,332,137,88,908,96,1002
POA5690,154,544,519,193,125,1540,190,1734
POA5700,532,1849,1428,455,238,4504,536,5041
POA5701,0,14,4,0,0,25,5,29
POA5710,14,224,335,158,83,819,56,876
POA5713,0,3,3,0,0,12,5,14
POA5715,4,0,3,0,3,13,0,11
POA5717,0,10,9,4,4,27,4,31
POA5719,0,15,15,6,3,30,4,38
POA5720,24,77,30,7,8,153,22,177
POA5722,7,49,43,19,18,145,14,158
POA5723,76,399,241,72,35,830,212,1041
POA5724,3,44,12,0,10,67,10,77
POA5725,38,389,547,223,96,1287,149,1433
POA5730,4,19,16,13,5,58,9,64
POA5731,17,54,18,6,10,112,19,134
POA5732,10,58,21,10,3,98,22,123
POA5733,6,32,19,3,8,72,15,85
POA5734,17,28,13,0,4,56,4,65
POA5950,0,0,0,0,0,0,0,0
POA6000,1475,3442,1019,152,56,6146,790,6935
POA6003,311,992,341,66,12,1726,212,1934
POA6004,1028,3335,1066,149,50,5621,501,6129
POA6005,495,1748,627,63,40,2976,180,3155
POA6006,295,1598,1451,381,151,3876,142,4017
POA6007,283,1755,1141,232,86,3487,177,3664
POA6008,648,3460,2164,468,164,6909,270,7177
POA6009,363,2052,2608,834,427,6279,169,6453
POA6010,365,2708,2892,789,355,7108,274,7381
POA6011,101,1127,1427,515,274,3447,117,3567
POA6012,329,1301,1288,393,213,3527,179,3702
POA6014,461,3289,3300,878,431,8361,216,8577
POA6015,87,493,1010,418,292,2301,58,2359
POA6016,280,1649,1642,380,149,4105,158,4265
POA6017,187,1115,658,118,52,2125,179,2302
POA6018,811,5727,6903,1830,826,16092,567,16659
POA6019,350,4066,4132,991,427,9964,472,10443
POA6020,200,2048,3840,1241,705,8037,222,8257
POA6021,478,2903,3269,990,513,8156,318,8467
POA6022,70,592,900,263,155,1972,56,2028
POA6023,136,1426,2701,805,444,5519,98,5621
POA6024,143,1601,2296,743,363,5149,144,5296
POA6025,277,3362,5317,1780,950,11689,261,11957
POA6026,241,2306,3626,1262,760,8194,148,8341
POA6027,499,4820,6693,2360,1229,15603,590,16192
POA6028,127,1846,3628,1437,814,7857,181,8033
POA6029,21,256,459,164,99,998,33,1034
POA6030,576,4838,5733,2041,1065,14254,661,14913
POA6031,142,1709,2733,947,498,6029,186,6214
POA6032,3,9,20,12,14,68,9,73
POA6033,0,18,39,34,39,127,10,143
POA6034,17,442,611,117,53,1238,53,1287
POA6035,110,1380,1545,458,231,3730,166,3896
POA6036,229,2212,2400,785,338,5964,225,6189
POA6037,37,451,536,191,117,1337,99,1435
POA6038,74,1354,1565,376,145,3511,112,3629
POA6041,7,133,217,116,87,555,52,611
POA6042,3,21,12,6,0,42,14,60
POA6043,0,42,45,26,8,120,7,130
POA6044,17,195,202,88,54,559,56,610
POA6050,515,2741,2129,621,326,6334,256,6594
POA6051,682,3343,1851,328,153,6344,350,6697
POA6052,325,1858,1795,446,207,4625,149,4774
POA6053,387,2419,2415,585,278,6084,217,6298
POA6054,542,3162,3114,961,470,8250,450,8700
POA6055,224,3096,5106,1571,783,10777,317,11099
POA6056,1073,5715,5648,2136,1369,15944,1273,17222
POA6057,159,1892,2441,1018,647,6156,218,6370
POA6058,213,1709,2001,709,430,5059,303,5366
POA6059,599,3601,3515,1113,707,9535,329,9867
POA6060,831,5618,3845,801,376,11471,527,11997
POA6061,1198,6813,5504,1551,648,15717,1262,16977
POA6062,662,4530,5185,1617,903,12907,504,13408
POA6063,209,1407,1956,834,489,4895,225,5123
POA6064,575,3418,4025,1596,1018,10641,514,11158
POA6065,577,6273,10194,3686,2032,22770,614,23381
POA6066,199,1713,2456,1073,702,6146,207,6349
POA6067,3,4,0,0,0,7,0,5
POA6068,0,0,0,0,0,0,0,4
POA6069,326,4584,6703,2280,1252,15137,579,15721
POA6070,9,263,610,262,157,1305,34,1342
POA6071,14,251,514,258,190,1236,30,1264
POA6072,3,54,131,65,48,294,6,304
POA6073,49,324,440,217,161,1186,52,1234
POA6074,15,71,128,83,70,359,7,367
POA6076,221,1907,3244,1487,1152,8018,201,8221
POA6077,12,162,169,90,159,594,27,614
POA6078,3,29,79,84,87,280,15,295
POA6079,0,0,5,5,4,16,0,16
POA6081,17,305,668,380,312,1688,41,1725
POA6082,16,236,451,245,230,1166,50,1213
POA6083,6,158,442,286,298,1191,60,1248
POA6084,40,530,1112,657,593,2927,179,3108
POA6090,4,6,4,0,0,16,7,21
POA6100,592,3322,2267,539,209,6933,361,7290
POA6101,559,2968,2570,643,262,7000,424,7422
POA6102,648,2108,1566,527,289,5142,384,5524
POA6103,436,2381,1559,339,148,4860,248,5110
POA6104,434,2342,2177,655,281,5894,391,6285
POA6105,460,2529,2229,638,315,6182,420,6606
POA6106,3,11,0,0,0,17,5,18
POA6107,866,5885,6464,2166,1219,16601,991,17595
POA6108,340,2738,3338,1235,688,8330,335,8664
POA6109,303,1711,1545,598,426,4574,315,4889
POA6110,732,4968,6023,2208,1274,15203,774,15977
POA6111,388,2776,3298,1358,908,8731,483,9211
POA6112,959,7182,10412,3286,1741,23581,1170,24749
POA6121,9,91,316,235,309,952,31,983
POA6122,93,1673,3096,1205,795,6870,230,7102
POA6123,8,142,311,153,120,731,43,777
POA6124,9,75,174,98,73,429,29,456
POA6125,17,219,364,222,263,1082,81,1167
POA6126,0,17,35,17,15,86,10,93
POA6147,280,2043,2147,700,388,5555,233,5793
POA6148,254,2188,2913,916,451,6719,178,6897
POA6149,199,1895,3098,971,506,6674,114,6784
POA6150,107,1190,1903,701,382,4280,96,4370
POA6151,415,3263,2654,670,293,7297,310,7602
POA6152,602,4242,4010,1134,459,10452,399,10850
POA6153,310,2859,3425,1025,552,8176,252,8431
POA6154,234,1401,1616,465,247,3967,100,4065
POA6155,287,4229,7576,2906,1549,16542,346,16893
POA6156,368,2205,2894,829,469,6771,252,7020
POA6157,365,2442,2346,579,302,6042,223,6262
POA6158,124,1053,1205,375,169,2926,96,3022
POA6159,104,704,660,144,70,1679,85,1762
POA6160,494,1949,1248,278,126,4102,362,4461
POA6161,120,12,7,0,0,143,42,184
POA6162,357,1961,1832,485,224,4861,225,5087
POA6163,1342,8185,8392,2572,1373,21861,1013,22871
POA6164,617,6871,10337,3300,1696,22818,701,23517
POA6165,0,11,6,3,11,21,13,39
POA6166,90,1090,1677,658,396,3918,218,4127
POA6167,567,3630,3777,1258,655,9881,604,10486
POA6168,865,4716,3235,1034,489,10339,649,10989
POA6169,653,4701,5193,1831,898,13272,611,13883
POA6170,220,1799,2501,729,352,5604,254,5853
POA6171,231,3949,5560,1705,886,12329,513,12845
POA6172,118,1361,1891,713,352,4437,207,4638
POA6173,47,908,1769,737,400,3856,87,3944
POA6174,49,643,813,278,152,1933,88,2020
POA6175,18,337,609,241,125,1331,43,1368
POA6176,3,162,300,113,74,661,31,692
POA6180,38,793,950,352,149,2286,70,2351
POA6181,0,16,42,34,50,151,3,151
POA6182,0,0,0,0,0,0,0,0
POA6207,3,50,158,95,83,384,34,416
POA6208,125,1716,1814,741,448,4843,269,5120
POA6209,31,252,211,134,130,763,73,837
POA6210,1742,12312,10674,3405,1695,29821,1450,31272
POA6211,52,967,1368,463,249,3104,99,3209
POA6213,10,78,86,49,33,257,31,284
POA6214,0,40,80,48,62,226,17,242
POA6215,60,472,597,269,205,1597,94,1692
POA6218,3,53,95,32,20,200,11,212
POA6219,0,36,89,38,45,215,13,231
POA6220,77,516,593,265,174,1628,113,1740
POA6221,0,30,26,17,20,94,7,97
POA6223,0,8,21,20,11,59,0,63
POA6224,13,138,165,88,56,453,38,495
POA6225,166,1081,1267,585,390,3498,283,3782
POA6226,0,39,121,68,65,294,11,309
POA6227,0,52,116,64,40,272,17,292
POA6228,0,12,28,10,10,56,6,65
POA6229,0,48,22,8,5,89,21,106
POA6230,981,6549,6595,2159,1004,17301,1051,18348
POA6232,122,1366,1737,613,275,4123,183,4300
POA6233,158,2018,3138,1218,636,7169,310,7480
POA6236,7,151,308,182,144,790,43,833
POA6237,6,185,363,200,166,917,62,983
POA6239,35,493,676,306,196,1713,101,1815
POA6240,0,14,18,21,11,65,7,71
POA6243,0,12,12,8,9,29,0,33
POA6244,22,161,216,115,84,595,73,666
POA6251,0,25,44,22,24,113,6,121
POA6252,0,20,16,17,12,58,4,64
POA6253,5,111,109,48,22,300,17,315
POA6254,7,68,80,44,21,221,15,238
POA6255,47,568,691,270,175,1748,131,1874
POA6256,0,30,65,29,33,159,11,166
POA6258,135,837,911,399,241,2526,186,2712
POA6260,21,164,199,84,47,513,61,579
POA6262,8,83,107,41,40,282,41,320
POA6271,28,371,532,252,117,1289,77,1366
POA6275,33,174,247,104,52,615,83,699
POA6280,441,4212,4517,1575,868,11616,646,12264
POA6281,42,1016,1437,408,174,3081,181,3263
POA6282,9,146,239,121,67,571,44,618
POA6284,11,238,426,156,76,911,105,1015
POA6285,124,1269,1632,500,241,3763,323,4086
POA6286,4,80,155,50,26,318,29,350
POA6288,0,55,85,44,38,224,22,240
POA6290,34,357,331,96,50,863,55,919
POA6302,49,493,508,244,152,1450,153,1601
POA6304,22,192,247,118,92,671,78,751
POA6306,15,89,130,62,52,348,37,387
POA6308,28,169,206,104,101,607,79,686
POA6309,0,33,39,17,28,116,16,135
POA6311,3,66,75,52,52,246,15,265
POA6312,117,661,567,245,153,1743,194,1939
POA6313,0,19,39,21,17,93,3,101
POA6315,42,229,262,99,97,726,80,810
POA6316,0,32,50,31,36,139,16,158
POA6317,109,483,499,205,151,1457,158,1612
POA6318,9,46,55,36,35,179,20,203
POA6320,5,58,46,52,33,189,23,212
POA6321,8,66,58,40,16,181,22,206
POA6322,0,20,30,20,16,84,9,92
POA6323,9,129,168,78,50,432,36,470
POA6324,33,406,495,235,179,1350,137,1486
POA6326,0,25,68,45,41,180,17,195
POA6327,0,16,27,18,19,82,13,98
POA6328,4,42,56,28,28,159,27,189
POA6330,685,5022,5535,2075,1281,14600,772,15373
POA6333,61,918,977,344,147,2449,294,2745
POA6335,10,66,93,44,56,270,26,289
POA6336,0,23,47,25,31,128,16,145
POA6337,10,61,63,43,29,201,31,226
POA6338,0,81,126,50,41,307,13,317
POA6341,0,30,35,16,16,95,8,104
POA6343,0,12,16,16,24,75,20,97
POA6346,16,96,93,42,47,301,29,324
POA6348,19,222,168,43,27,481,53,532
POA6350,3,39,49,9,19,125,24,149
POA6351,0,0,14,9,3,23,0,23
POA6352,0,9,23,5,6,53,16,67
POA6353,8,84,119,37,46,300,24,325
POA6355,3,41,70,28,37,175,21,198
POA6356,0,13,11,3,8,46,5,50
POA6357,0,0,3,3,6,18,7,28
POA6358,0,9,6,8,13,33,3,38
POA6359,3,57,56,26,20,154,28,187
POA6361,0,4,16,5,8,26,6,32
POA6363,0,3,9,11,13,28,0,33
POA6365,5,51,76,25,38,198,23,221
POA6367,11,51,46,21,16,144,18,162
POA6368,0,7,10,3,7,30,0,38
POA6369,10,73,95,36,25,234,38,274
POA6370,6,28,75,20,22,154,32,185
POA6372,0,12,19,10,4,42,6,48
POA6373,0,0,3,12,13,26,0,26
POA6375,12,132,132,48,31,355,31,386
POA6383,13,102,111,35,39,302,110,416
POA6384,0,0,0,3,4,6,0,6
POA6385,0,5,4,0,3,9,0,9
POA6386,0,3,14,5,3,25,22,46
POA6390,14,179,215,123,63,600,63,659
POA6391,12,90,140,85,47,372,51,425
POA6392,6,43,74,25,33,177,22,195
POA6393,0,7,15,4,12,43,8,49
POA6394,0,33,72,41,42,189,22,208
POA6395,32,165,210,90,96,591,63,656
POA6396,3,36,47,36,26,146,18,163
POA6397,3,6,13,7,9,40,6,40
POA6398,14,127,104,25,10,282,24,306
POA6401,192,1036,1038,420,289,2966,288,3252
POA6403,0,20,19,21,10,64,3,70
POA6405,0,30,44,23,21,112,17,124
POA6407,17,96,126,68,37,346,23,362
POA6409,4,48,48,22,24,136,29,165
POA6410,30,121,115,51,50,380,40,416
POA6411,0,9,17,11,6,47,10,53
POA6412,0,4,6,8,3,18,6,21
POA6413,0,7,10,4,3,23,6,30
POA6414,0,5,0,7,8,22,12,30
POA6415,68,380,384,156,72,1057,156,1206
POA6418,10,96,102,37,28,269,30,291
POA6419,0,0,8,0,12,18,6,21
POA6420,0,0,8,9,10,31,0,29
POA6421,0,12,13,10,8,49,10,58
POA6422,0,4,11,3,0,21,0,20
POA6423,6,23,20,9,9,71,9,81
POA6424,0,9,10,4,5,26,6,27
POA6425,0,3,10,8,8,31,3,29
POA6426,26,135,108,42,34,348,31,380
POA6427,13,3,0,0,0,10,0,11
POA6428,0,0,8,0,7,14,9,23
POA6429,29,109,94,57,23,323,82,405
POA6430,369,2463,3063,1171,662,7726,753,8480
POA6431,106,61,25,4,8,204,20,228
POA6432,142,823,863,354,217,2401,574,2972
POA6434,0,0,0,0,3,3,10,15
POA6436,12,29,15,10,0,63,24,90
POA6437,23,76,44,6,4,155,44,199
POA6438,35,86,65,42,12,241,110,351
POA6440,46,112,43,23,10,235,52,287
POA6442,34,287,301,125,69,818,222,1037
POA6443,36,169,78,18,22,317,69,385
POA6445,4,10,17,13,13,53,9,61
POA6446,0,9,21,10,10,50,6,48
POA6447,0,6,22,12,19,61,9,68
POA6448,0,26,49,16,24,116,20,143
POA6450,238,1620,1857,696,472,4882,574,5458
POA6452,0,0,0,0,0,0,0,0
POA6460,7,95,99,48,24,280,41,321
POA6461,8,74,81,33,18,214,24,232
POA6462,0,15,22,7,8,54,4,64
POA6463,0,0,3,5,0,11,0,11
POA6465,0,9,8,8,0,22,3,24
POA6466,0,6,6,3,7,17,0,17
POA6467,0,0,4,3,5,13,0,13
POA6468,0,14,26,19,11,61,17,80
POA6470,0,4,0,0,0,7,0,7
POA6472,0,14,22,7,11,62,6,68
POA6473,0,5,0,9,9,16,0,19
POA6475,3,63,48,16,24,152,8,164
POA6476,0,10,6,3,6,19,0,19
POA6477,0,37,33,15,14,99,10,102
POA6479,5,66,74,35,28,213,30,250
POA6480,0,0,7,5,4,13,0,15
POA6484,3,11,7,0,4,23,0,26
POA6485,13,85,69,28,17,205,27,230
POA6487,0,0,6,3,0,15,0,15
POA6488,8,23,25,13,10,76,7,87
POA6489,4,19,14,3,4,43,6,48
POA6490,5,26,27,16,17,88,23,115
POA6501,3,53,107,79,81,321,20,343
POA6502,12,117,167,91,59,442,45,486
POA6503,14,200,312,144,143,814,70,880
POA6504,0,14,26,18,8,69,17,83
POA6505,0,3,18,4,12,43,4,47
POA6506,0,8,12,3,11,30,0,31
POA6507,0,43,63,25,46,176,10,190
POA6509,3,10,15,7,14,50,25,76
POA6510,34,256,230,93,78,701,112,814
POA6511,6,77,98,32,10,227,18,245
POA6512,0,6,13,10,5,34,3,38
POA6513,5,8,21,11,11,59,3,62
POA6514,7,107,108,52,13,296,28,322
POA6515,0,31,48,19,23,121,27,158
POA6516,27,302,323,135,60,838,77,915
POA6517,4,56,64,22,13,163,35,198
POA6518,10,44,29,7,16,101,28,128
POA6519,9,80,72,30,29,212,36,253
POA6521,4,20,38,27,22,110,20,131
POA6522,5,58,59,25,27,178,64,239
POA6525,70,591,549,225,123,1554,189,1746
POA6528,4,40,53,33,27,155,15,166
POA6530,682,4564,4679,1635,812,12376,1172,13543
POA6532,38,637,1017,436,338,2462,200,2662
POA6535,12,210,239,119,71,647,108,761
POA6536,29,496,289,76,38,932,125,1057
POA6537,38,517,215,39,42,856,216,1065
POA6556,0,145,252,171,136,697,31,731
POA6558,3,51,111,51,55,274,26,294
POA6560,10,153,172,89,73,498,52,553
POA6562,3,86,187,108,86,475,55,523
POA6564,0,38,49,28,19,134,8,141
POA6566,32,346,480,204,188,1253,209,1462
POA6567,0,36,71,38,29,172,32,208
POA6568,0,16,25,17,10,71,5,86
POA6569,3,30,39,14,15,99,14,110
POA6571,0,3,14,11,0,27,6,33
POA6572,0,3,6,3,5,21,3,21
POA6574,0,7,9,5,11,28,0,27
POA6575,0,10,8,10,5,41,4,46
POA6603,12,140,193,80,26,451,40,493
POA6605,0,3,0,3,4,16,4,18
POA6606,4,14,18,14,13,68,0,67
POA6608,3,8,10,4,15,38,15,57
POA6609,6,77,119,37,25,272,45,316
POA6612,5,31,21,13,9,73,16,91
POA6613,0,3,9,3,0,21,0,21
POA6614,0,0,3,0,3,5,0,5
POA6616,0,6,10,0,3,13,9,22
POA6620,4,42,34,11,17,110,51,165
POA6623,13,73,83,27,13,205,49,255
POA6625,0,0,7,7,5,22,0,22
POA6627,0,5,3,8,9,25,0,25
POA6628,0,0,0,5,0,3,0,3
POA6630,12,101,58,32,21,230,50,279
POA6631,0,0,0,4,0,9,0,9
POA6632,0,4,9,9,7,25,0,25
POA6635,13,36,19,3,4,77,26,103
POA6638,13,91,45,13,18,181,138,316
POA6639,3,25,29,3,8,67,12,75
POA6640,8,47,22,10,5,96,71,168
POA6642,56,168,76,20,22,348,92,444
POA6646,25,66,18,3,11,116,34,156
POA6701,207,1551,847,228,146,2973,420,3390
POA6705,8,77,24,4,7,115,17,136
POA6707,72,1095,639,198,153,2161,158,2320
POA6710,36,288,155,49,22,544,143,686
POA6712,5,0,0,0,0,4,0,7
POA6713,21,98,185,77,48,418,59,480
POA6714,192,1670,2348,903,455,5569,1025,6592
POA6716,22,82,18,6,3,131,23,156
POA6718,54,78,73,21,13,247,19,270
POA6720,27,230,320,102,54,735,202,939
POA6721,95,767,688,226,117,1893,300,2197
POA6722,252,1177,1429,529,227,3614,790,4396
POA6725,475,2302,1376,476,295,4919,738,5661
POA6726,141,1199,831,288,126,2581,265,2853
POA6728,421,806,385,122,80,1819,542,2362
POA6740,169,238,102,27,14,550,135,683
POA6743,291,1129,659,222,150,2444,805,3248
POA6751,113,680,411,137,65,1409,192,1596
POA6753,166,570,574,192,102,1598,229,1826
POA6754,15,178,101,39,25,363,50,416
POA6758,18,27,10,6,0,53,8,62
POA6760,42,139,35,10,14,241,28,265
POA6762,30,28,6,0,0,60,0,66
POA6765,194,253,93,28,7,574,91,662
POA6770,414,527,157,32,19,1146,166,1315
POA7000,811,2779,1833,507,239,6163,311,6474
POA7004,335,1612,988,281,137,3354,114,3468
POA7005,468,2162,1804,574,301,5300,171,5468
POA7007,53,447,501,179,95,1272,36,1312
POA7008,475,2075,1824,542,286,5195,186,5388
POA7009,528,2244,1688,615,302,5379,250,5622
POA7010,860,2923,2199,826,430,7237,423,7659
POA7011,525,2357,2038,784,487,6187,324,6511
POA7012,4,61,119,45,69,301,7,308
POA7015,245,1740,1731,515,295,4527,125,4654
POA7016,81,382,323,124,58,969,49,1018
POA7017,21,570,885,464,364,2301,57,2356
POA7018,651,3502,3471,1144,620,9379,307,9687
POA7019,242,1169,1058,306,153,2927,167,3097
POA7020,4,135,385,226,173,922,18,941
POA7021,29,234,410,194,83,950,22,975
POA7022,3,120,154,62,44,386,21,406
POA7023,7,64,62,31,13,169,8,182
POA7024,4,40,105,36,31,208,4,213
POA7025,19,186,290,136,92,718,26,743
POA7026,5,78,153,83,74,396,35,433
POA7027,0,25,49,25,23,125,39,161
POA7030,478,2171,2332,1131,954,7059,482,7541
POA7050,344,2233,2059,671,394,5704,162,5863
POA7052,67,976,1206,426,234,2905,55,2963
POA7053,56,496,542,182,100,1371,30,1400
POA7054,49,837,1426,589,438,3341,107,3451
POA7055,4,68,82,36,7,200,8,203
POA7109,98,1006,1482,643,416,3651,249,3898
POA7112,68,517,540,153,125,1412,93,1503
POA7113,12,146,164,68,55,443,34,478
POA7116,26,317,382,164,89,981,70,1046
POA7117,11,153,143,61,36,406,23,432
POA7119,0,0,8,0,0,12,0,12
POA7120,35,220,272,152,109,778,65,842
POA7139,0,3,0,0,0,3,0,3
POA7140,249,1404,1588,810,550,4606,323,4927
POA7150,28,338,526,222,157,1266,69,1333
POA7155,9,91,161,81,34,371,14,385
POA7162,4,58,137,36,26,265,5,269
POA7163,0,39,72,16,10,141,17,155
POA7170,26,343,817,406,396,1988,38,2028
POA7171,29,499,606,230,124,1494,59,1549
POA7172,76,561,617,275,183,1711,82,1791
POA7173,59,904,1139,507,329,2946,219,3162
POA7174,0,14,30,13,13,68,4,76
POA7175,4,21,30,15,9,77,7,83
POA7176,0,16,16,11,9,53,6,61
POA7177,3,48,72,28,27,181,11,189
POA7178,4,51,50,21,16,150,7,156
POA7179,0,70,74,40,19,204,9,214
POA7180,3,21,24,17,11,77,11,90
POA7182,16,45,36,15,6,121,19,137
POA7183,0,7,7,0,0,20,0,22
POA7184,13,184,139,54,28,417,34,445
POA7185,0,10,34,11,0,57,7,67
POA7186,0,22,36,19,10,88,5,96
POA7187,3,23,29,7,6,67,6,76
POA7190,43,520,608,219,165,1556,72,1623
POA7209,10,66,62,27,25,188,11,197
POA7210,37,152,169,80,31,465,28,492
POA7211,0,26,37,20,14,99,13,107
POA7212,14,216,283,114,95,722,30,755
POA7213,10,43,42,20,12,123,23,144
POA7214,8,87,101,48,32,275,22,304
POA7215,72,665,688,237,133,1796,127,1922
POA7216,92,692,552,229,107,1675,112,1786
POA7248,678,2609,1990,726,355,6361,419,6779
POA7249,479,2330,1940,676,342,5765,204,5970
POA7250,1334,7691,7348,2583,1462,20415,976,21396
POA7252,9,246,468,245,179,1137,64,1204
POA7253,174,867,688,255,151,2138,155,2290
POA7254,4,46,67,40,45,209,19,227
POA7255,8,139,146,78,33,401,32,433
POA7256,30,248,239,94,46,655,65,729
POA7257,14,5,0,0,0,24,9,33
POA7258,0,50,145,78,65,340,8,353
POA7259,5,35,83,36,41,198,7,198
POA7260,68,448,436,201,189,1340,79,1419
POA7261,0,42,34,16,7,107,10,113
POA7262,24,255,288,131,89,774,79,854
POA7263,8,78,88,41,37,251,16,271
POA7264,3,84,87,45,27,252,23,273
POA7265,5,23,47,16,7,100,8,105
POA7267,6,46,90,93,56,289,19,301
POA7268,8,81,169,88,56,402,38,448
POA7270,65,609,669,307,192,1841,168,2005
POA7275,24,315,505,272,181,1299,74,1374
POA7276,0,72,91,41,38,243,20,263
POA7277,49,643,956,425,323,2398,59,2455
POA7290,35,285,365,159,108,952,40,988
POA7291,3,50,107,58,49,269,11,278
POA7292,0,42,92,49,48,229,16,249
POA7300,31,435,611,260,185,1524,39,1562
POA7301,77,636,693,305,182,1896,102,2000
POA7302,23,161,223,147,98,658,39,698
POA7303,36,317,455,218,161,1191,60,1249
POA7304,82,804,872,443,286,2487,164,2647
POA7305,5,127,187,91,60,474,48,522
POA7306,47,437,573,308,227,1597,116,1713
POA7307,147,1554,1839,726,443,4708,219,4923
POA7310,834,4281,4091,1552,897,11661,537,12193
POA7315,339,2281,2311,884,572,6386,330,6716
POA7316,74,740,927,416,293,2451,149,2599
POA7320,602,2944,2334,773,397,7050,357,7408
POA7321,41,511,752,357,269,1931,132,2067
POA7322,117,659,596,213,116,1694,87,1788
POA7325,245,1229,1264,570,343,3653,190,3848
POA7330,99,788,955,381,224,2448,286,2738
POA7331,11,98,107,35,10,265,7,274
POA7466,0,0,5,0,0,16,0,16
POA7467,92,365,244,89,39,830,69,896
POA7468,16,124,109,42,16,307,39,353
POA7469,20,175,109,37,16,356,43,401
POA7470,24,215,100,27,12,376,65,442
POA0800,448,1722,823,141,44,3169,359,3525
POA0810,794,4205,4579,1483,716,11770,882,12652
POA0812,381,2111,2425,905,438,6258,594,6853
POA0820,572,3152,2934,808,390,7863,628,8493
POA0822,2139,2187,1161,433,312,6227,843,7069
POA0828,41,167,190,64,51,513,194,709
POA0829,36,201,71,14,11,332,128,461
