POA_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA3170,4,3,9,19,31,74,250,360,166,926,0,0,16,19,20,37,74,89,42,296,20,46,110,92,97,82,79,105,61,700,383,1115,2701,2891,2581,2091,1962,1442,553,15719
POA3171,4,21,122,145,208,312,299,311,199,1626,7,42,158,182,228,280,254,169,106,1425,63,101,349,161,138,130,108,98,84,1226,447,1846,4504,2977,2493,2321,1814,1183,608,18189
POA3172,6,8,53,111,177,250,282,280,144,1314,0,27,74,90,120,257,173,95,61,898,32,57,126,132,90,108,90,103,59,796,495,1505,2778,3057,3088,2965,2360,1412,544,18199
POA3173,6,4,45,108,191,331,334,275,135,1438,0,15,58,100,167,253,181,104,52,942,46,48,135,143,98,94,102,85,50,810,716,1943,4254,4692,3826,3181,2486,1254,447,22797
POA3174,16,29,117,235,268,405,478,567,308,2436,13,43,173,198,228,318,225,146,79,1423,92,169,501,307,257,262,227,185,81,2085,777,2923,7359,5661,4516,4174,3358,2125,882,31772
POA3175,25,66,329,492,410,461,632,746,357,3525,14,59,470,560,492,346,244,208,124,2515,205,313,946,769,525,487,422,368,198,4240,1159,3608,9646,7961,6087,5369,4417,2830,1266,42339
POA3177,12,24,98,161,103,116,136,95,62,800,0,23,163,196,123,85,43,22,17,673,57,73,220,161,117,105,121,101,51,1008,275,770,2259,1777,1293,1157,887,508,201,9128
POA3178,6,0,22,19,42,117,215,274,121,822,0,5,11,23,23,45,57,55,24,246,30,51,109,102,75,94,114,84,43,696,762,2333,3776,4155,4983,5065,3022,1610,543,26243
POA3179,3,0,7,9,17,23,50,36,11,155,0,0,0,0,10,13,11,9,6,43,18,12,28,41,18,16,21,12,8,181,151,414,691,907,873,734,592,263,63,4694
POA3180,0,0,3,6,17,22,41,63,19,176,0,0,6,12,3,10,7,8,4,48,7,13,28,31,23,22,33,35,9,205,151,457,926,1120,996,897,782,540,126,5993
POA3181,0,3,7,9,23,31,65,189,124,445,0,0,9,10,4,11,8,45,30,124,28,73,273,152,126,119,142,194,232,1346,205,1527,6196,3311,2038,1626,1203,933,568,17620
POA3182,6,8,12,18,26,30,55,60,32,247,0,5,15,10,5,8,12,19,4,72,23,109,474,344,270,257,171,108,24,1793,220,1343,6387,4240,3000,2552,1552,658,175,20115
POA3183,8,4,20,27,10,21,32,63,38,211,0,0,7,15,3,3,12,19,11,81,25,76,250,179,103,93,81,49,25,878,237,1187,4438,3105,2126,1568,1147,538,223,14570
POA3184,3,0,0,4,7,8,24,40,39,128,0,0,4,5,4,9,6,11,3,32,13,30,189,201,131,86,56,36,21,763,152,698,3212,2767,2339,1701,988,404,133,12410
POA3185,0,0,4,3,8,13,34,50,58,177,0,4,3,3,3,3,4,16,7,44,20,22,81,70,39,35,41,29,28,363,220,747,2291,1959,1804,1416,1110,597,281,10428
POA3186,0,3,6,8,3,19,34,90,78,230,0,0,0,6,8,7,9,11,10,61,36,27,66,87,109,89,121,130,144,793,465,1170,1824,2422,3429,3261,2739,1908,951,18172
POA3187,0,0,3,9,4,17,40,98,106,281,0,6,4,13,9,8,6,13,11,69,34,19,49,58,79,49,63,102,153,591,382,823,1142,1925,2634,2091,1580,1197,827,12600
POA3188,0,0,4,21,18,26,72,111,94,349,0,5,3,4,13,13,18,19,3,78,26,24,73,90,96,87,96,82,24,600,408,1034,1644,2318,3008,2592,1739,1038,385,14163
POA3189,0,0,7,6,6,10,42,53,44,176,0,0,6,3,11,12,10,11,5,64,5,6,37,41,31,29,36,50,43,288,120,303,831,1055,872,694,546,369,206,4995
POA3190,3,4,3,7,15,26,65,99,67,289,0,4,0,3,5,4,19,21,11,67,22,11,64,67,59,29,48,47,44,388,214,556,1592,1857,1842,1293,1033,590,282,9266
POA3191,4,0,5,0,7,11,22,30,51,126,0,0,0,0,0,0,3,5,10,13,19,9,38,54,46,48,62,75,96,445,232,502,832,1275,1727,1541,1212,751,477,8552
POA3192,3,0,4,16,30,53,149,287,213,758,0,3,12,17,20,17,31,40,39,176,31,39,131,125,112,76,100,92,104,799,433,1193,3019,3751,3362,2612,2011,1428,936,18736
POA3193,0,0,6,5,9,13,41,75,57,207,0,0,9,0,6,0,12,6,0,29,28,7,19,56,82,61,70,71,40,434,440,1017,1121,1919,3301,2962,2477,1453,608,15288
POA3194,0,0,4,6,11,26,50,124,84,305,0,0,8,8,6,8,10,19,15,70,5,9,66,55,35,45,58,57,56,380,211,644,1708,1891,1982,1584,1263,872,402,10552
POA3195,8,4,18,22,42,85,164,239,197,781,3,0,5,21,22,36,36,31,21,173,46,47,113,136,135,119,126,151,114,988,786,2030,3567,5043,6081,4785,3222,1872,845,28235
POA3196,9,8,16,28,26,63,118,233,171,673,6,3,11,14,7,10,24,22,8,103,45,44,146,164,135,128,130,144,96,1026,449,1168,3472,4180,3743,3151,2490,1538,689,20883
POA3197,3,3,7,13,11,34,85,101,66,326,0,0,4,3,7,17,18,10,8,72,20,12,55,48,43,32,44,57,25,336,224,555,1303,1557,1829,1692,1352,686,242,9445
POA3198,8,8,18,32,46,63,108,137,70,480,3,3,9,0,0,9,12,10,3,64,40,39,129,159,175,114,87,107,57,912,303,790,2328,2668,2429,2028,1619,998,358,13525
POA3199,21,27,62,90,118,168,325,447,279,1539,4,11,30,29,23,28,28,31,20,204,173,195,539,467,464,404,381,410,385,3405,1261,3089,7515,7529,7478,6699,5690,3499,1601,44368
POA3200,6,9,23,30,29,57,59,72,60,346,0,0,0,4,0,4,6,4,3,24,55,37,103,91,92,83,46,56,14,577,140,343,973,697,647,701,467,334,196,4498
POA3201,10,12,30,36,82,101,165,172,107,719,9,3,14,15,17,25,21,21,14,127,54,53,162,132,130,92,102,114,121,953,479,1297,3665,3180,2861,2515,1666,837,425,16938
POA3202,0,0,4,3,4,10,16,16,14,67,0,0,0,0,0,0,4,4,0,9,5,5,17,17,20,30,81,84,50,304,70,132,275,391,545,336,285,185,84,2306
POA3204,7,8,6,10,22,37,127,236,136,592,4,8,28,21,24,35,31,28,31,207,40,74,178,141,137,98,106,105,72,964,701,2064,4185,4720,5185,3814,2543,1392,658,25255
POA3205,0,0,13,16,12,19,37,61,37,201,0,0,11,3,13,10,14,13,18,84,26,46,130,132,120,100,70,78,91,796,140,652,2488,1992,1619,1304,893,511,270,9866
POA3206,0,4,5,6,4,11,48,149,54,280,0,0,0,0,0,0,4,22,17,48,0,8,28,39,37,42,47,42,27,283,143,357,897,1341,1608,1366,1014,744,230,7704
POA3207,4,0,9,13,23,42,90,140,75,405,0,0,7,5,3,11,23,33,11,97,37,49,204,188,162,146,121,69,24,1002,245,681,2687,3069,2871,2162,1596,878,236,14417
POA3211,0,0,0,3,4,4,18,13,3,48,0,0,0,0,0,0,0,0,0,8,12,6,3,12,32,30,7,3,4,118,54,97,93,169,215,216,127,44,15,1029
POA3212,11,5,21,34,42,71,154,144,86,563,0,5,6,10,13,8,10,11,5,69,32,49,157,134,102,63,58,62,36,686,457,1042,3014,2876,2551,1977,1628,786,282,14614
POA3213,3,6,7,3,19,21,41,53,15,162,0,0,5,5,4,3,6,3,0,24,5,19,28,30,31,36,9,9,3,175,120,347,535,558,732,677,362,181,49,3558
POA3214,34,47,121,159,181,258,417,339,179,1723,7,14,77,134,124,96,68,62,28,599,158,151,403,317,290,245,225,182,79,2055,752,1742,3834,2823,2972,2906,2297,1227,436,18979
POA3215,8,6,35,47,69,106,334,481,316,1399,0,0,25,9,25,28,44,64,52,253,44,64,129,130,130,85,141,168,162,1054,431,1313,3275,2625,2678,2483,2404,1599,857,17654
POA3216,24,17,46,47,82,124,268,497,418,1526,0,8,31,24,31,41,25,17,28,202,128,242,376,212,238,205,254,344,316,2309,1607,4753,8373,7434,7147,6325,5573,3821,1941,46967
POA3217,9,0,23,18,14,31,67,48,46,260,0,0,7,8,3,4,5,5,5,47,44,64,136,103,77,64,45,32,21,582,416,1586,4707,3386,1791,1350,989,408,181,14812
POA3218,6,12,12,21,25,45,83,124,60,388,4,3,14,3,7,9,11,8,10,60,22,47,97,77,59,50,62,48,31,503,238,923,2505,2315,1885,1668,1195,610,236,11584
POA3219,12,14,47,38,70,128,249,314,171,1042,0,3,15,21,24,20,24,18,14,132,54,95,183,184,160,159,165,148,86,1238,466,1420,3066,2332,2547,2655,2222,1349,538,16603
POA3220,0,7,13,18,21,37,64,119,87,360,0,7,6,4,4,5,8,15,13,66,27,73,147,127,139,150,142,139,87,1030,365,1229,2494,2182,2349,2322,1879,1035,401,14263
POA3221,0,0,0,0,0,0,9,0,3,7,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,3,4,0,0,32,16,42,56,101,131,115,104,26,12,598
POA3222,11,7,16,23,24,48,130,172,116,548,0,3,3,7,5,6,10,6,3,40,20,24,57,65,53,86,97,103,54,559,377,838,1843,2087,2185,2531,2569,1422,517,14358
POA3223,4,4,8,11,16,54,126,135,63,419,0,0,0,0,5,0,7,17,6,44,17,17,27,54,80,119,150,151,96,717,125,302,614,762,1120,1719,2160,1071,300,8166
POA3224,7,8,13,14,23,51,137,183,88,512,0,0,0,5,3,9,3,8,4,37,26,14,58,54,54,42,85,83,28,439,332,748,1772,1762,1807,1791,1764,1218,433,11631
POA3225,0,0,0,0,0,3,17,34,34,91,0,0,0,0,0,0,0,0,0,9,3,3,15,33,19,43,80,65,20,289,69,181,316,432,555,885,1206,752,299,4686
POA3226,4,0,10,11,5,18,57,88,61,254,5,4,7,4,3,0,0,4,0,26,34,28,55,87,78,76,114,104,121,695,322,662,1605,2398,2314,2262,2206,1037,409,13222
POA3227,0,0,0,0,0,4,12,19,10,51,0,0,0,0,0,0,0,0,0,0,14,14,14,39,44,55,57,32,14,285,83,187,317,649,817,787,796,339,102,4071
POA3228,0,0,8,7,12,19,46,89,78,266,0,4,6,0,9,0,0,0,0,28,51,39,89,135,113,88,107,111,106,827,398,1024,2354,3784,3381,2571,2314,1095,413,17339
POA3230,0,0,0,0,0,4,13,14,18,45,0,0,5,0,0,0,0,3,3,7,4,5,18,15,25,20,30,8,8,133,48,123,280,342,401,566,590,294,103,2743
POA3231,0,0,0,0,0,0,5,0,3,7,0,0,0,0,0,0,0,0,0,0,6,7,13,13,17,18,24,10,0,100,27,68,106,133,242,412,335,140,29,1485
POA3232,0,0,0,0,0,3,5,7,3,21,0,0,0,0,0,0,0,0,0,3,3,4,10,5,10,22,33,11,9,113,24,67,213,129,141,268,323,118,55,1350
POA3233,0,0,4,5,7,5,16,18,18,82,0,0,0,0,0,0,0,0,0,0,6,9,28,27,41,44,51,18,14,236,35,77,266,252,356,457,450,204,68,2158
POA3234,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,4,0,22,3,11,38,27,38,52,58,15,0,248
POA3235,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,10,6,6,14,0,4,0,53,7,13,38,59,71,98,68,19,6,382
POA3236,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,12,7,4,0,29,0,3,31,24,33,55,38,19,4,203
POA3237,0,0,0,0,0,5,3,0,0,7,0,0,0,0,0,0,0,0,0,0,6,6,8,9,7,14,0,0,0,41,8,9,23,32,49,60,36,19,0,236
POA3238,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,3,0,0,0,21,6,8,15,38,48,68,27,4,4,224
POA3239,0,0,0,0,0,0,11,0,0,19,0,0,0,0,0,0,0,0,0,0,3,4,10,4,8,11,11,3,0,60,15,15,47,45,75,90,85,16,0,388
POA3240,0,0,0,3,4,4,14,8,4,37,0,0,0,0,0,0,0,0,0,0,0,3,11,14,5,7,16,3,4,63,54,99,168,316,313,319,218,79,20,1586
POA3241,0,0,5,4,4,8,20,27,14,82,0,0,0,0,0,0,0,0,0,10,18,10,30,32,26,33,37,34,40,246,69,135,401,376,372,439,370,188,80,2440
POA3242,0,0,0,0,4,5,3,11,0,16,0,0,0,0,0,0,0,0,0,0,0,4,7,5,4,8,8,3,0,40,13,30,107,114,118,130,134,54,5,701
POA3243,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,4,4,0,3,12,5,4,6,0,37,13,19,39,45,60,51,81,23,6,333
POA3249,0,0,3,9,8,17,24,31,14,99,0,0,0,3,0,0,0,0,0,7,14,5,22,17,37,34,20,20,5,179,88,146,289,363,470,545,448,178,35,2572
POA3250,4,7,27,37,33,75,151,245,189,771,0,0,29,14,25,24,17,6,7,122,17,28,98,80,65,78,130,100,50,646,275,682,1655,1403,1474,1526,1460,995,492,9961
POA3251,0,0,0,4,0,8,11,6,7,25,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,3,8,0,0,25,13,18,51,68,71,89,94,27,16,438
POA3254,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,3,0,4,6,4,10,5,5,0,37,11,17,52,43,35,58,20,11,0,255
POA3260,3,0,5,5,11,26,66,97,69,287,0,0,0,0,0,4,0,3,0,14,20,17,38,42,47,45,44,43,17,320,124,202,449,472,599,701,720,447,144,3852
POA3264,0,0,3,6,7,14,34,57,43,169,0,0,4,4,3,0,0,3,0,15,5,4,4,14,8,15,30,28,23,142,53,104,234,213,263,360,282,193,104,1806
POA3265,0,0,9,3,0,9,23,18,11,79,0,0,0,0,0,0,0,0,0,0,48,11,26,21,31,33,16,18,7,212,120,133,319,295,406,458,264,112,34,2129
POA3266,0,7,0,3,0,13,33,64,45,163,0,0,0,0,0,0,4,0,0,10,19,17,22,21,34,32,16,26,18,209,78,156,305,279,420,436,335,243,104,2349
POA3267,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,17,5,9,26,15,25,45,22,13,4,166
POA3268,0,3,4,0,3,4,22,31,17,88,0,0,0,0,0,0,0,4,0,4,8,14,22,18,21,25,17,15,11,141,53,131,253,287,326,383,272,150,64,1920
POA3269,0,0,0,0,0,0,3,7,0,11,0,0,0,0,0,0,0,0,0,0,5,0,14,0,6,11,3,7,5,42,19,32,96,77,100,105,82,24,14,540
POA3270,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,3,3,36,23,40,63,49,33,6,257
POA3271,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,0,6,5,7,0,0,29,10,14,18,16,32,33,32,8,3,161
POA3272,0,0,5,4,7,9,15,28,17,84,0,0,0,0,0,0,0,0,0,8,4,10,11,11,11,19,30,13,7,112,29,65,163,154,179,244,232,138,67,1262
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,5,12,3,21,31,15,10,0,109
POA3274,0,0,0,0,0,0,3,3,6,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,0,12,6,13,18,25,28,29,39,18,3,195
POA3275,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,3,3,31,21,37,56,56,73,55,36,7,3,340
POA3276,0,0,0,0,0,4,4,8,0,17,0,0,0,0,0,0,0,0,0,0,8,6,0,0,5,8,5,0,0,28,16,31,45,47,58,80,56,12,4,347
POA3277,0,0,0,0,0,4,13,19,9,58,0,0,0,0,0,0,0,0,0,0,7,8,16,7,15,19,21,15,4,100,54,85,202,206,241,260,212,83,26,1375
POA3278,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,6,7,0,0,19,9,13,48,37,62,42,32,18,7,260
POA3279,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,17,12,19,29,25,55,30,23,12,0,206
POA3280,17,15,53,63,61,114,311,448,290,1372,0,6,32,28,12,25,19,5,3,131,123,106,276,292,234,219,255,271,246,2024,815,1791,4367,3979,4122,4248,3686,2212,1099,26320
POA3281,0,0,0,0,0,0,7,10,10,36,0,0,0,0,0,0,0,0,0,6,4,0,4,10,5,14,9,0,0,44,42,69,153,256,295,244,175,67,14,1316
POA3282,0,0,6,8,3,8,28,30,9,83,0,0,0,0,0,0,3,0,0,6,14,8,14,14,19,22,16,17,10,126,48,104,269,278,317,361,296,152,43,1874
POA3283,0,0,0,0,3,0,16,13,0,37,0,0,0,0,0,0,0,0,0,0,4,10,13,4,11,10,14,7,0,72,31,66,128,154,204,235,187,56,8,1072
POA3284,3,4,6,0,4,3,22,55,38,134,0,0,0,0,0,0,0,0,0,5,7,3,21,22,29,33,55,42,31,251,62,92,295,433,432,542,680,361,158,3065
POA3285,0,0,0,0,3,7,12,10,3,37,0,0,0,0,0,3,0,0,0,3,15,3,3,8,24,11,3,12,0,70,30,47,87,152,188,199,182,69,5,963
POA3286,0,0,0,0,0,3,11,12,8,30,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,4,7,5,0,27,10,16,34,59,61,96,96,36,12,417
POA3287,0,0,0,0,0,4,4,6,4,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,7,0,0,21,11,22,44,41,72,71,23,19,4,311
POA3289,0,4,3,0,0,5,8,5,13,38,0,0,0,0,0,3,0,0,0,4,0,0,0,3,4,13,14,9,4,49,15,27,54,81,100,143,125,48,30,632
POA3292,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,9,0,0,20,3,4,11,14,25,47,55,17,0,173
POA3293,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,4,0,0,23,7,13,29,41,49,55,53,16,3,266
POA3294,0,0,0,0,0,4,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,5,13,5,9,56,11,35,103,119,117,136,171,69,20,766
POA3300,10,12,20,19,27,53,91,184,128,542,0,3,6,0,5,5,0,3,0,28,28,36,69,47,64,76,84,105,91,598,252,541,1183,1060,1186,1376,1303,901,416,8222
POA3301,0,0,0,0,0,3,9,4,6,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,15,11,8,0,65,22,33,112,107,194,211,204,61,6,956
POA3302,0,0,0,0,4,0,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,4,3,0,0,18,4,17,42,41,56,58,45,26,4,299
POA3303,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,6,0,0,5,22,7,8,34,33,51,40,29,14,7,224
POA3304,0,0,4,7,9,24,41,45,34,153,0,0,0,0,0,0,0,0,0,4,18,14,20,32,40,38,48,26,23,257,62,106,268,288,340,456,437,187,73,2213
POA3305,8,4,23,31,48,84,168,162,107,633,0,0,6,4,6,7,4,4,0,45,37,44,81,105,108,124,132,113,48,794,328,625,1292,1415,1813,2114,1825,891,369,10671
POA3309,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,3,11,19,14,14,14,0,89
POA3310,0,0,0,0,3,3,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,18,3,7,16,26,31,62,47,30,3,233
POA3311,0,0,3,6,8,13,25,57,40,149,0,0,0,0,0,4,0,0,0,12,0,6,6,7,10,34,28,38,13,142,22,74,139,112,177,317,293,229,104,1468
POA3312,0,0,0,0,4,8,8,16,6,35,0,0,0,0,0,0,0,0,0,0,3,3,5,8,11,11,22,13,0,85,20,34,90,94,147,168,156,72,8,790
POA3314,0,0,0,0,0,0,6,4,0,13,0,0,0,0,0,0,0,0,0,0,4,3,4,6,5,6,15,8,0,38,9,25,51,72,70,83,90,29,10,441
POA3315,0,0,0,0,8,13,27,26,42,118,0,0,0,0,0,0,0,0,0,9,9,8,13,14,26,26,25,23,12,142,34,74,127,169,201,300,263,131,81,1378
POA3317,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,0,13,8,3,15,13,35,31,22,15,7,156
POA3318,0,0,0,3,0,8,22,22,17,72,0,0,0,0,0,0,0,0,0,7,8,5,0,8,14,6,25,14,9,94,33,30,118,118,152,195,211,107,65,1023
POA3319,0,0,0,0,0,3,5,6,0,13,0,0,0,0,0,0,0,0,0,0,3,7,5,6,17,20,9,8,0,62,8,14,33,32,55,94,63,29,10,331
POA3321,0,0,4,0,3,6,5,7,3,26,0,0,0,0,0,0,0,0,0,0,5,0,3,8,10,16,11,10,0,67,38,63,152,264,271,250,149,53,7,1249
POA3322,0,0,0,0,0,4,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,12,4,9,15,18,19,34,31,22,5,148
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,10,5,12,15,12,5,6,79
POA3324,0,0,0,0,0,5,11,10,3,43,0,0,0,0,0,0,0,0,0,0,3,0,9,5,0,14,11,0,0,48,9,34,52,71,47,109,98,43,16,478
POA3325,0,0,0,0,0,0,5,7,4,22,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,6,3,33,0,7,36,37,53,102,78,43,11,367
POA3328,0,0,7,6,5,8,14,11,6,49,0,0,0,0,0,0,0,0,0,0,6,8,13,15,17,13,9,10,3,86,61,96,245,339,322,283,194,55,21,1616
POA3329,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,31,43,34,45,41,15,0,229
POA3330,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,3,3,0,26,9,5,25,23,39,24,29,14,3,165
POA3331,0,3,12,7,15,18,34,49,18,161,0,0,4,0,7,0,5,8,0,23,15,10,27,51,29,24,34,43,55,276,167,320,886,1041,961,643,598,304,121,5055
POA3332,0,0,0,0,0,10,5,4,0,33,0,0,0,0,0,0,0,0,0,0,0,6,7,12,13,10,10,0,6,56,33,59,120,168,156,171,93,27,8,838
POA3333,0,0,0,3,0,9,6,9,0,33,0,0,0,0,0,0,0,0,0,3,3,0,6,0,8,14,13,4,0,58,21,29,92,108,123,139,107,44,14,685
POA3334,0,0,0,0,3,0,11,3,4,27,0,0,0,0,0,0,0,0,0,0,10,0,6,15,12,12,13,4,0,71,23,18,42,53,90,98,82,30,4,453
POA3335,5,0,19,10,19,25,58,19,0,153,0,0,3,13,17,11,17,14,5,79,23,26,103,64,50,28,25,7,0,326,115,396,1704,1090,512,413,276,74,6,4586
POA3336,0,6,35,39,35,68,90,34,10,317,3,3,16,17,21,38,35,17,4,144,41,54,132,127,70,52,20,7,3,504,317,937,3650,3932,1557,834,490,119,19,11865
POA3337,29,40,98,132,177,221,434,335,96,1554,0,17,42,66,91,65,57,53,15,397,174,174,444,446,338,265,220,156,27,2243,1071,2485,5921,6043,4927,4030,3270,1379,306,29437
POA3338,16,38,144,142,125,160,272,193,72,1157,3,10,87,103,76,80,59,32,7,456,135,165,492,389,258,174,159,115,48,1942,831,2139,6679,6249,3658,2668,2228,859,295,25613
POA3340,7,10,33,38,53,102,219,236,145,841,0,0,6,8,17,13,27,13,10,98,62,56,155,145,138,129,148,107,47,995,564,1408,3593,3576,3217,2749,2426,1191,451,19188
POA3341,0,0,0,3,0,4,12,16,3,39,0,0,0,0,0,0,0,0,0,0,7,8,13,3,19,11,15,4,0,81,38,84,134,200,280,253,148,66,8,1217
POA3342,3,0,5,6,9,20,33,49,24,144,0,0,0,0,0,0,0,0,0,3,9,3,17,23,18,28,43,28,16,181,84,145,428,527,524,567,430,239,93,3031
POA3345,0,0,0,3,0,0,18,8,5,40,0,0,0,0,0,0,0,0,3,5,0,3,8,12,14,14,5,3,0,65,38,38,125,191,207,212,145,56,13,1025
POA3350,29,46,76,85,109,181,414,509,391,1830,4,8,27,22,27,27,36,23,12,188,200,269,485,380,382,344,391,414,340,3192,1642,4328,9035,8578,8106,7594,6607,3753,1680,51323
POA3351,4,4,13,13,16,41,73,57,22,251,0,0,0,6,5,6,0,0,0,25,36,25,56,72,99,77,79,41,4,496,259,489,877,1096,1322,1360,1006,391,74,6873
POA3352,5,7,23,24,34,65,136,148,46,494,0,3,4,4,9,5,0,0,4,31,57,23,99,112,155,129,144,85,18,824,457,894,2017,2418,2712,2496,1955,770,160,13880
POA3355,25,24,42,39,49,93,171,202,141,779,6,5,11,4,9,8,11,3,0,56,54,52,131,99,128,111,115,133,91,916,351,803,1732,1234,1548,1568,1506,1109,520,10371
POA3356,14,22,41,38,57,85,203,247,184,890,0,5,16,5,17,14,10,7,6,73,70,83,148,124,120,92,124,135,72,963,434,1082,2309,1762,1715,1758,1703,1068,497,12332
POA3357,0,0,0,4,4,6,26,23,9,76,0,0,0,0,0,0,6,0,0,10,7,9,14,15,18,8,18,6,9,103,73,121,220,448,567,511,498,200,61,2710
POA3358,0,3,5,5,5,4,6,16,0,55,0,0,4,0,0,0,0,0,0,10,5,8,20,13,7,7,5,4,0,74,63,268,784,489,329,239,148,67,16,2397
POA3360,0,0,5,0,5,4,13,6,4,37,0,0,0,0,0,0,0,0,0,0,3,3,6,3,11,14,11,6,3,53,14,25,77,68,128,115,131,63,12,636
POA3361,0,0,0,4,0,6,5,16,12,40,0,0,0,0,0,0,0,0,0,4,5,5,0,9,12,12,9,5,4,61,12,23,47,64,95,126,75,58,36,542
POA3363,4,0,6,4,12,22,32,52,40,169,0,0,0,0,0,3,5,0,0,6,9,17,18,44,40,46,51,50,26,287,73,121,307,380,481,539,524,305,145,2871
POA3364,0,0,0,0,3,7,15,28,12,61,0,0,0,0,0,0,0,0,0,4,6,4,13,26,31,27,34,20,8,162,40,74,179,272,320,337,370,133,37,1757
POA3370,0,0,4,7,11,17,20,28,11,98,0,0,0,0,0,0,3,3,0,6,3,4,9,7,29,19,19,20,8,117,35,68,150,199,268,341,302,153,48,1567
POA3371,5,0,0,0,3,7,21,15,5,55,0,0,0,0,0,0,0,0,0,8,10,7,3,10,30,39,35,15,6,153,35,41,54,76,159,266,229,62,24,952
POA3373,0,0,0,3,6,15,34,37,8,117,0,0,0,0,0,0,0,0,0,0,12,11,20,20,25,28,29,36,22,200,54,102,185,232,347,366,409,204,80,1977
