POA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
POA2092,777,49,50,0,0,879,906,56,25,0,0,983,179,34,34,0,0,249,26,9,0,0,0,35,4,4,0,0,0,4,37,6,6,0,0,51,7,15,0,0,0,22,0,0,0,0,0,0,256,72,41,0,0,369,18,4,0,0,0,24,56,7,3,0,0,70,2011,194,120,0,3,2331
POA2093,1967,336,547,12,0,2865,2019,323,767,14,0,3125,328,194,1245,33,3,1805,22,30,57,0,0,111,3,5,14,0,0,28,107,38,175,10,0,330,6,0,14,0,0,15,9,5,4,0,0,11,472,268,1513,38,3,2299,34,8,50,0,0,88,84,18,106,5,4,215,4571,959,2977,76,11,8590
POA2094,282,199,332,0,0,813,286,179,252,0,0,716,46,126,508,0,4,683,0,0,6,0,0,6,0,0,3,0,0,3,20,25,111,3,0,154,0,0,0,0,0,0,0,0,6,0,0,3,62,150,626,5,6,843,9,11,14,0,0,31,8,16,52,3,0,82,643,550,1276,7,5,2487
POA2095,414,287,1262,0,3,1968,225,229,822,0,0,1277,90,161,2471,17,6,2740,3,5,117,0,0,131,0,22,38,0,0,64,37,61,539,10,0,644,0,10,27,0,0,38,0,4,13,0,0,22,134,263,3214,28,4,3633,15,23,79,0,0,116,25,35,225,4,0,296,805,837,5604,32,9,7282
POA2096,963,96,607,0,0,1669,1004,62,819,3,3,1890,199,58,1430,6,9,1701,0,21,24,0,0,45,6,6,3,0,0,13,94,25,263,0,0,381,10,0,10,0,0,21,5,0,0,0,0,10,305,115,1733,9,9,2166,22,0,53,0,0,81,67,10,106,3,4,184,2364,274,3326,14,11,5988
POA2097,1487,81,413,6,0,1980,1576,53,456,3,0,2086,276,32,636,15,0,961,0,0,0,0,0,4,0,0,0,0,0,3,114,7,110,5,0,235,8,0,11,0,0,16,3,0,0,0,0,4,402,47,759,14,4,1222,37,5,59,0,0,99,88,12,72,10,0,175,3582,193,1761,26,5,5572
POA2099,2483,257,1556,0,5,4301,2793,183,2291,8,3,5279,656,114,3660,18,9,4459,100,178,118,0,0,403,41,63,80,0,0,178,288,40,576,3,6,907,29,38,40,0,3,117,12,3,22,0,0,45,1133,438,4497,23,14,6105,55,155,279,0,3,495,225,66,347,9,3,649,6683,1106,8963,44,29,16831
POA2100,2015,138,158,0,0,2318,2418,174,448,0,9,3044,523,102,465,13,5,1103,5,10,57,0,0,74,41,23,51,0,0,120,199,26,95,5,0,328,14,3,8,0,0,30,6,0,10,0,0,18,801,165,694,17,9,1684,52,28,47,0,0,124,127,15,82,0,4,219,5407,523,1425,22,22,7399
POA2101,1613,214,668,13,3,2518,1653,64,602,6,4,2339,336,63,930,12,3,1344,0,32,7,0,0,47,5,51,43,0,0,100,202,29,194,3,7,438,22,22,12,5,0,68,5,6,5,0,0,21,563,210,1204,26,16,2018,68,247,120,0,0,429,112,63,122,10,0,309,4015,811,2713,51,26,7612
POA2102,502,216,146,0,0,864,709,323,216,0,3,1251,131,86,144,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,42,29,31,0,0,101,7,8,5,0,0,21,0,0,0,0,0,0,175,125,186,0,0,488,32,17,53,0,0,106,42,19,34,0,4,99,1459,697,639,0,14,2806
POA2103,1021,342,425,12,0,1795,816,151,220,6,0,1195,167,91,335,17,3,608,6,0,0,0,0,4,0,0,24,0,0,26,92,43,81,6,3,218,4,0,11,0,0,16,5,0,0,0,0,3,261,137,449,18,3,879,10,7,53,4,0,76,74,28,88,3,0,192,2180,664,1237,43,13,4139
POA2104,456,149,133,3,6,742,342,28,12,0,0,378,47,10,6,0,0,65,0,0,0,0,0,0,0,9,5,0,0,10,19,3,4,0,0,29,0,0,0,0,0,4,0,0,0,0,0,6,72,22,17,3,0,112,16,141,121,0,0,280,25,43,29,0,0,103,906,375,315,7,3,1608
POA2105,358,6,10,3,5,381,287,0,4,0,0,290,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,33,0,0,0,0,0,0,6,0,0,0,0,6,69,0,0,0,0,68,5,0,0,0,0,4,31,4,0,3,0,39,745,11,17,4,11,791
POA2106,990,142,292,15,0,1444,990,48,244,10,0,1291,170,35,328,29,0,565,0,0,0,0,0,0,0,27,0,0,0,27,106,14,95,0,0,209,7,0,9,0,0,17,4,0,6,0,0,10,280,72,436,30,0,827,19,4,16,0,0,44,78,7,20,4,0,107,2352,283,1004,67,3,3713
POA2107,2159,120,187,5,4,2473,1932,19,118,0,0,2081,352,16,147,0,4,513,0,0,0,0,0,0,0,0,0,0,0,0,149,5,54,0,3,218,5,0,3,0,0,13,3,0,0,0,0,3,514,19,208,0,7,744,41,6,5,0,0,51,110,13,28,0,0,146,4751,176,544,4,13,5495
POA2108,411,3,31,0,0,441,183,0,10,0,0,194,63,0,13,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,26,0,10,0,0,32,4,0,0,0,0,3,0,0,0,0,0,0,89,0,23,0,0,120,15,0,8,0,0,21,29,0,0,0,0,32,730,8,71,0,0,807
POA2110,1121,149,116,4,0,1386,865,113,70,0,0,1048,159,71,171,0,0,401,4,0,73,0,0,76,5,0,73,0,0,74,64,14,28,0,0,106,9,0,0,0,0,7,0,0,3,0,0,3,231,94,346,0,0,672,34,4,55,0,3,95,75,11,37,3,3,135,2321,376,618,6,9,3333
POA2111,1261,299,268,0,0,1834,1141,238,617,3,0,2003,253,199,1274,6,0,1732,3,25,186,0,0,206,0,5,72,0,0,76,74,25,107,3,0,210,12,0,0,0,0,12,6,0,3,0,0,9,346,253,1643,6,0,2251,35,9,24,0,0,68,71,15,103,0,0,194,2857,815,2662,13,5,6350
POA2112,2571,423,699,0,0,3690,2297,433,1706,0,0,4440,739,353,3677,4,10,4782,65,119,90,0,0,275,41,35,83,0,0,159,233,65,299,0,0,604,22,9,32,0,6,65,5,0,20,0,0,28,1101,588,4215,3,15,5922,70,15,162,0,0,249,174,69,323,0,0,570,6215,1523,7110,6,18,14867
POA2113,1590,237,474,0,7,2308,1405,303,1249,4,0,2962,409,346,3394,0,4,4159,35,57,75,0,0,172,19,37,87,0,11,153,136,40,354,0,9,536,15,17,63,0,13,104,6,4,13,0,0,23,616,512,3989,0,41,5156,38,33,113,0,4,190,113,49,307,9,13,488,3764,1131,6142,16,60,11110
POA2114,1705,216,603,6,0,2535,1442,273,1225,0,0,2945,460,219,2741,39,4,3460,33,34,50,0,0,122,12,34,49,0,0,97,135,28,260,7,5,429,11,12,23,0,0,48,3,0,3,0,0,9,652,322,3126,50,8,4161,63,13,64,0,0,135,86,28,216,5,0,342,3947,862,5238,61,8,10117
POA2115,768,135,32,0,0,937,885,340,185,0,0,1415,403,159,350,9,4,925,283,122,136,0,5,534,14,17,10,0,0,42,91,24,22,0,0,137,99,85,9,0,0,203,0,5,0,0,0,5,888,413,527,6,7,1847,21,5,8,0,0,42,133,48,53,4,0,241,2691,944,812,12,13,4478
POA2116,394,139,22,0,0,553,516,248,96,0,0,859,198,250,146,0,0,602,146,94,52,0,3,298,9,12,12,0,0,36,48,40,17,0,0,107,3,3,0,0,0,10,0,3,6,0,0,8,414,408,232,0,4,1061,9,17,5,0,0,31,69,57,29,0,0,152,1406,863,379,5,4,2653
POA2117,1471,428,105,3,0,2014,1468,953,190,0,0,2616,589,662,269,9,0,1535,237,230,250,0,3,722,10,22,103,0,0,138,129,101,34,0,4,270,20,59,5,0,0,83,4,0,5,0,0,4,993,1075,667,9,5,2756,48,37,13,0,0,107,177,103,122,0,3,409,4157,2598,1100,19,14,7890
POA2118,2294,227,232,0,0,2758,1895,421,742,0,0,3061,733,335,1383,0,0,2453,34,26,44,0,0,103,3,13,21,0,0,38,169,51,106,0,0,318,23,21,16,0,0,58,6,0,3,0,0,14,971,444,1569,0,0,2986,50,12,112,0,0,176,126,40,125,0,0,287,5336,1150,2776,0,9,9270
POA2119,1602,109,110,0,0,1827,1408,46,75,0,5,1528,284,27,183,0,0,501,0,0,3,0,0,3,0,4,23,0,4,33,69,5,23,0,0,99,4,0,0,0,0,5,0,0,0,0,0,0,359,37,240,0,3,648,29,5,16,0,0,52,71,6,27,0,4,110,3465,209,471,4,13,4158
POA2120,2337,193,81,0,0,2612,2497,264,171,0,0,2928,542,174,291,5,3,1012,27,60,17,0,0,104,20,35,19,0,0,77,144,30,34,0,0,211,15,4,0,0,0,22,3,0,0,0,0,3,752,297,362,3,9,1417,55,44,19,0,0,120,94,23,33,0,0,153,5731,825,656,6,8,7235
POA2121,2679,291,531,0,0,3501,2097,329,1133,0,10,3571,645,351,2764,0,8,3765,9,17,22,0,0,49,7,10,49,0,0,61,202,47,294,0,3,541,37,9,44,0,0,98,4,4,6,0,0,22,907,431,3184,0,15,4540,66,25,87,0,0,179,105,27,213,0,3,346,5858,1104,5150,0,28,12142
POA2122,2231,733,413,4,0,3385,1633,1011,506,10,3,3160,566,1021,1427,24,10,3045,50,230,43,0,0,318,37,99,30,0,0,164,267,169,207,7,9,657,41,28,29,4,0,107,7,7,11,0,0,26,974,1553,1742,34,15,4322,76,53,183,0,0,317,150,143,181,3,4,480,5064,3500,3020,48,25,11664
POA2125,2222,87,14,0,0,2324,2042,124,21,0,0,2190,362,49,36,0,0,454,9,17,6,0,0,31,4,16,29,0,0,45,90,13,3,0,0,105,8,4,5,0,0,10,0,0,0,0,0,3,472,95,82,0,0,650,27,31,22,0,0,74,67,11,16,0,0,97,4827,352,155,0,0,5333
POA2126,2017,321,15,4,0,2349,2167,373,9,0,0,2552,495,215,12,0,0,721,0,4,0,0,0,0,4,9,8,0,0,20,79,29,7,0,0,118,10,6,0,0,0,17,0,0,0,0,0,0,594,258,32,0,0,883,29,63,28,0,0,120,72,32,10,0,0,115,4881,1048,80,4,0,6016
POA2127,229,100,772,0,6,1106,356,146,2661,0,18,3185,127,74,4867,0,37,5101,0,0,10,0,0,15,0,0,23,0,0,21,21,4,377,0,3,409,12,9,95,0,0,109,0,0,21,0,0,21,156,86,5395,0,39,5674,8,0,78,0,0,95,14,5,439,0,5,464,760,342,9345,0,65,10516
POA2128,79,10,20,0,0,104,81,75,128,0,0,282,62,70,200,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,12,4,23,0,0,38,10,0,3,0,0,15,0,6,5,0,0,5,80,80,232,0,5,388,6,5,0,0,0,10,15,9,29,0,0,50,251,177,402,0,0,832
POA2130,291,145,225,0,0,659,220,200,449,0,0,865,75,149,1060,0,5,1293,0,0,19,0,0,24,0,0,46,0,0,46,17,25,121,0,0,164,4,0,10,0,0,12,0,0,8,0,0,6,95,173,1270,3,10,1549,5,11,25,0,0,37,10,6,69,0,0,95,619,535,2032,3,10,3203
POA2131,975,180,917,8,0,2078,609,237,1275,0,0,2124,275,203,3330,25,8,3837,7,3,98,0,0,106,7,4,113,0,0,128,89,40,410,11,5,551,26,4,39,6,0,74,0,0,14,0,0,12,409,257,4002,38,14,4714,33,14,234,0,0,282,57,25,296,0,8,382,2083,709,6724,44,19,9583
POA2132,980,183,120,6,0,1285,670,234,251,4,0,1155,232,149,428,13,0,827,6,14,64,0,0,83,9,5,9,0,0,24,65,27,32,8,0,135,7,9,9,0,0,30,0,0,0,0,0,3,321,210,544,21,0,1098,36,12,83,0,4,126,64,24,38,0,6,133,2074,653,1032,32,8,3800
POA2133,849,395,115,0,0,1361,676,370,211,0,0,1261,221,193,495,15,0,925,8,85,65,0,0,157,3,5,9,0,0,19,76,40,42,0,0,154,7,6,7,0,0,16,0,0,4,0,0,4,308,326,626,11,0,1276,23,16,3,0,0,48,69,32,39,3,0,149,1941,1139,994,22,7,4095
POA2134,707,219,413,0,3,1342,334,134,669,6,0,1141,207,166,2621,56,43,3092,3,37,116,0,0,150,4,0,50,0,0,59,85,41,391,3,9,526,20,18,117,0,3,160,4,6,18,0,0,27,330,262,3310,60,56,4015,31,9,101,0,0,146,56,23,338,8,13,433,1458,643,4833,77,67,7077
POA2135,1937,106,429,4,0,2475,1289,96,637,4,0,2032,394,139,2551,20,15,3118,19,6,96,0,0,126,5,0,29,0,4,38,133,22,266,9,0,427,26,4,53,0,0,78,0,0,22,0,0,24,579,169,3013,22,23,3812,64,18,107,0,0,189,130,24,327,0,8,492,4002,413,4510,43,33,8995
POA2136,604,170,74,0,0,850,472,185,243,0,0,907,162,93,409,15,3,681,0,55,26,0,0,80,3,8,13,0,0,24,37,23,43,0,0,108,10,5,5,0,0,19,0,0,4,0,0,5,210,180,499,13,0,911,16,19,8,0,0,37,65,26,65,0,4,156,1369,578,885,12,10,2858
POA2137,2254,285,1246,17,0,3806,1492,313,1085,27,0,2916,505,195,1913,71,6,2696,15,68,50,0,0,136,13,17,29,0,0,58,118,31,171,19,0,336,14,42,78,3,0,133,4,0,6,0,0,8,671,352,2247,95,13,3373,41,11,68,7,0,127,119,40,185,16,6,358,4579,1003,4824,158,19,10583
POA2138,904,95,575,3,0,1576,602,161,1539,10,0,2310,230,134,2848,7,5,3230,8,9,27,0,0,51,0,5,19,0,0,25,59,19,292,3,3,375,11,9,77,0,0,105,0,0,10,0,0,12,311,182,3273,14,8,3796,22,7,62,0,0,92,63,21,256,0,4,345,1901,469,5698,25,16,8109
POA2140,296,46,421,4,0,759,201,69,1930,9,4,2212,132,98,3481,26,15,3756,3,19,98,0,0,120,0,9,24,0,0,31,32,21,331,0,4,386,10,3,144,0,11,173,0,0,20,0,0,23,177,147,4099,30,32,4490,9,8,79,0,4,97,34,9,437,5,19,496,716,280,6970,42,56,8061
POA2141,1896,279,334,0,3,2516,1390,584,1224,3,0,3200,822,450,2069,20,12,3375,55,102,81,0,0,237,15,12,43,0,0,66,290,94,262,9,10,662,78,28,61,5,0,174,15,4,10,0,0,35,1275,686,2526,34,25,4548,66,27,68,0,0,164,251,85,269,8,3,613,4872,1662,4424,52,30,11036
POA2142,1080,129,302,3,0,1519,965,284,907,11,5,2171,595,266,2536,4,17,3419,172,161,365,0,3,707,18,40,90,0,4,150,255,54,222,0,8,547,87,10,51,0,11,159,9,0,21,0,0,33,1142,539,3287,4,41,5017,90,17,53,17,0,177,381,104,420,3,4,908,3657,1073,4974,36,51,9796
POA2143,719,33,65,0,0,825,619,69,174,4,3,866,323,50,301,11,0,685,116,22,104,0,0,245,14,14,13,0,0,37,111,10,33,4,0,158,45,3,8,0,0,60,5,0,10,0,0,13,612,103,472,14,3,1194,32,3,15,0,0,50,122,8,49,3,0,182,2099,215,773,21,5,3114
POA2144,1687,184,522,8,0,2398,1324,298,942,7,4,2576,839,277,2710,10,14,3851,55,154,222,0,0,431,15,38,90,0,0,140,321,63,327,6,3,723,147,28,122,0,4,313,16,4,20,0,0,47,1398,564,3495,17,29,5510,97,23,77,3,0,200,497,113,444,10,18,1079,5002,1191,5477,40,53,11765
POA2145,5261,805,462,0,7,6540,5343,1912,1972,0,13,9242,2529,1561,4769,0,39,8894,330,583,446,0,4,1363,44,75,244,0,0,362,573,202,327,0,4,1110,90,66,46,0,0,210,17,10,27,0,0,56,3581,2513,5853,4,49,11997,155,92,143,0,0,400,790,365,766,0,10,1927,15130,5694,9196,7,77,30101
POA2146,1472,129,39,0,0,1639,1572,514,385,0,4,2472,659,367,476,0,12,1514,27,190,22,0,0,241,10,22,36,0,0,69,159,26,46,0,0,231,26,3,3,0,0,32,9,0,0,0,0,8,884,614,587,3,11,2100,49,10,21,0,0,78,187,84,95,0,0,369,4171,1346,1122,9,14,6653
POA2147,3591,73,41,5,0,3705,4377,196,132,5,0,4714,2003,161,157,16,9,2349,494,316,187,0,0,994,28,47,19,0,0,89,435,18,39,4,4,495,45,8,5,0,0,53,22,3,5,0,0,32,3021,553,407,21,15,4023,106,18,21,0,0,142,552,92,103,6,5,762,11655,927,710,35,18,13347
POA2148,4652,353,143,0,0,5148,5476,1356,605,0,3,7443,3732,1077,1561,0,17,6394,348,296,249,0,0,889,35,51,66,0,0,156,857,150,168,0,4,1178,169,28,31,0,0,225,28,29,10,0,0,63,5175,1624,2086,0,27,8911,177,60,23,0,0,263,942,289,297,0,11,1528,16414,3686,3151,4,36,23296
POA2150,366,114,812,15,0,1308,235,154,1988,27,3,2417,277,295,7417,82,26,8093,13,68,289,0,0,370,7,8,138,0,0,152,106,53,698,18,4,879,15,6,98,3,3,123,8,5,35,0,0,43,418,435,8669,98,34,9665,19,15,88,0,3,128,79,49,832,16,10,979,1118,768,12396,155,49,14495
POA2151,1399,148,321,0,0,1872,1329,354,670,0,0,2363,425,336,1648,3,4,2420,102,121,153,0,0,383,14,27,63,0,0,103,116,39,150,5,0,302,14,0,16,0,0,27,3,0,9,0,0,13,684,521,2039,6,0,3252,49,9,96,0,3,156,106,61,258,3,5,431,3571,1095,3386,11,10,8072
POA2152,802,177,155,0,0,1137,874,329,336,0,0,1532,294,206,535,0,0,1031,40,61,60,0,0,164,4,32,35,0,0,70,69,29,27,0,0,125,8,0,6,0,0,12,0,0,5,0,0,6,421,323,657,0,4,1408,29,11,211,0,0,248,64,34,53,0,0,155,2182,871,1413,0,3,4475
POA2153,5962,544,508,0,4,7018,7174,896,663,0,17,8751,1772,667,1136,0,9,3584,37,35,5,0,0,77,8,13,18,0,0,38,356,77,100,0,0,539,27,16,8,0,0,58,9,4,5,0,0,17,2213,809,1270,0,15,4308,117,78,194,0,0,391,319,71,146,0,3,538,15783,2398,2782,0,37,21002
POA2154,3892,321,433,0,0,4646,4177,440,331,0,0,4952,1187,418,845,0,0,2454,8,42,0,0,0,51,12,35,64,0,0,110,223,55,81,0,0,364,26,16,17,0,0,49,3,9,12,0,0,20,1456,573,1021,0,3,3050,174,87,235,0,0,502,232,44,91,0,0,363,9928,1463,2109,0,7,13513
POA2155,4022,170,240,0,6,4436,10776,678,636,0,17,12109,2936,603,1372,0,19,4930,16,0,12,0,0,24,7,4,16,0,0,30,347,50,84,0,0,473,124,14,10,0,0,141,11,4,4,0,0,11,3437,676,1487,0,18,5624,170,6,92,0,0,266,383,62,183,0,9,635,18787,1593,2633,0,50,23075
POA2156,1700,170,22,0,6,1893,1521,85,8,0,0,1613,180,14,6,0,0,203,0,5,0,0,0,3,0,6,5,0,0,9,89,11,7,0,0,109,8,3,0,0,0,14,3,0,0,0,0,5,281,39,19,0,0,337,49,268,16,0,0,332,77,20,6,0,0,104,3625,580,70,0,7,4278
POA2157,469,3,5,0,0,475,515,0,0,0,0,516,98,0,3,0,5,107,0,0,0,0,0,0,0,0,0,0,0,0,59,0,3,0,0,63,7,0,0,0,0,9,0,0,0,0,0,0,168,0,3,0,3,181,24,0,0,0,0,23,38,0,0,0,0,38,1213,9,7,0,3,1232
POA2158,1017,75,144,42,0,1279,909,85,13,4,0,1014,202,51,9,8,0,265,0,0,0,0,0,0,0,0,0,0,0,0,83,6,11,0,0,96,12,0,0,22,0,34,0,0,0,0,0,0,299,55,20,27,7,399,63,12,12,0,0,92,75,7,11,8,0,103,2364,230,201,82,6,2886
POA2159,679,31,31,0,0,743,575,10,11,3,4,600,81,4,9,0,0,94,0,0,0,0,0,0,0,3,4,0,0,9,83,0,4,0,3,89,7,0,5,0,0,15,0,0,0,0,0,0,176,12,21,0,7,211,36,27,36,0,0,95,58,3,6,0,3,66,1523,71,104,4,8,1717
POA2160,2161,243,384,0,0,2795,1872,573,789,14,5,3247,1051,475,2174,31,35,3762,119,204,371,0,4,694,20,56,166,0,0,248,333,75,218,6,3,634,113,27,63,7,3,217,25,9,30,0,0,59,1660,852,3022,41,41,5615,107,39,80,0,0,231,591,183,569,10,10,1361,6394,1884,4839,64,56,13244
POA2161,1868,179,136,0,0,2184,2034,430,415,0,9,2884,1057,301,987,4,19,2360,176,372,307,0,0,852,28,130,137,0,0,297,393,80,116,4,12,604,148,24,33,5,9,210,21,9,5,0,0,31,1814,915,1589,6,37,4362,102,31,27,0,0,163,611,192,235,0,5,1048,6428,1750,2404,9,50,10642
POA2162,1409,130,79,6,0,1620,1311,257,153,0,0,1721,658,135,215,6,7,1014,295,162,184,0,0,648,18,44,32,0,0,94,250,37,44,9,4,346,76,9,18,3,5,99,9,4,9,0,0,22,1312,393,494,9,15,2225,83,14,12,0,0,112,415,81,99,0,6,596,4532,870,851,12,24,6282
POA2163,434,26,113,5,0,580,511,52,155,8,0,725,255,25,291,19,0,585,470,54,308,0,0,833,23,4,35,0,0,62,111,12,41,8,4,171,29,0,19,5,0,51,5,0,3,0,0,15,895,91,692,32,11,1717,45,4,14,3,0,67,192,27,143,12,0,377,2073,201,1123,61,11,3470
POA2164,1975,81,9,12,0,2083,1627,198,36,0,6,1862,1037,216,131,4,9,1392,129,96,160,0,0,383,23,15,48,0,0,84,250,30,29,3,0,314,103,9,18,36,0,173,7,5,6,0,0,18,1550,365,382,49,8,2359,90,9,10,0,0,111,233,46,52,35,5,364,5465,702,489,94,23,6775
POA2165,2844,272,296,0,3,3410,2081,518,387,3,6,2997,1763,688,1663,9,42,4165,185,333,348,0,4,868,33,55,250,0,0,339,480,99,176,0,4,752,177,39,69,0,10,297,43,13,21,0,0,79,2678,1225,2532,12,53,6494,123,19,41,0,0,185,573,128,328,3,11,1047,8294,2169,3585,19,74,14129
POA2166,3386,560,674,3,0,4632,2590,702,582,6,6,3889,1581,639,1648,12,25,3904,393,477,106,0,0,970,34,108,64,0,0,211,638,174,297,8,6,1126,223,52,93,0,7,378,23,10,26,0,0,60,2897,1464,2237,19,40,6658,170,55,57,3,0,294,637,170,336,9,10,1162,9690,2956,3888,39,63,16635
POA2167,576,135,15,0,0,722,1013,306,20,0,3,1343,513,271,26,5,0,819,0,129,0,0,0,124,0,3,0,0,0,6,81,24,4,0,0,115,24,7,0,0,0,29,4,0,0,0,0,3,622,437,35,6,0,1094,14,22,5,0,0,37,75,68,3,0,0,150,2298,961,74,7,5,3340
POA2168,2977,190,35,0,0,3206,3735,376,54,0,0,4168,1670,234,95,0,7,2010,1093,299,682,0,8,2079,75,47,147,0,0,273,463,54,35,0,0,559,155,7,21,0,0,187,25,6,8,0,0,36,3482,644,996,0,14,5142,112,17,28,0,0,153,760,98,231,0,4,1091,11066,1323,1345,5,22,13763
POA2170,6794,606,864,5,5,8274,8833,1448,1716,3,9,12009,3403,1435,5507,22,33,10403,702,714,613,0,9,2042,92,162,246,0,8,494,780,144,383,3,9,1319,218,50,119,0,3,390,44,14,45,0,0,99,5232,2515,6910,24,64,14748,243,167,162,6,0,582,1282,428,1160,16,10,2889,22387,5162,10814,47,102,38506
POA2171,2284,54,3,0,0,2337,5473,265,11,0,4,5753,1231,232,20,0,0,1490,33,9,0,0,0,41,20,12,0,0,0,30,259,28,11,0,3,305,128,3,0,0,0,139,7,0,0,0,0,12,1679,285,33,0,8,2010,83,5,5,0,0,90,398,32,3,0,0,434,9921,641,59,0,15,10629
POA2172,288,0,6,0,0,288,426,0,0,0,0,426,49,0,0,0,0,55,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,18,33,30,0,0,0,66,0,0,0,0,0,0,108,35,5,0,0,143,6,0,0,0,0,6,22,0,0,0,0,19,845,36,9,0,0,888
POA2173,974,35,4,0,0,1014,1763,171,6,0,0,1936,737,143,7,0,0,888,26,0,0,0,0,26,8,0,0,0,0,8,96,11,3,0,0,110,299,5,0,0,0,299,0,0,0,0,0,0,1172,154,8,0,0,1335,22,4,0,0,0,30,107,14,0,0,0,126,4032,381,14,0,0,4435
POA2174,243,19,17,0,3,274,1725,87,120,0,10,1937,642,99,161,0,5,894,9,0,5,0,0,10,0,0,0,0,0,0,53,11,26,0,0,84,67,0,0,0,0,71,6,0,0,0,0,6,774,103,189,0,5,1074,25,0,10,0,0,33,143,25,38,0,0,205,2903,227,371,0,19,3526
POA2175,270,0,5,0,0,272,132,0,0,0,0,133,50,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,22,8,0,0,0,0,11,4,0,0,0,0,4,82,0,0,3,3,89,12,0,0,0,0,14,35,0,0,0,0,35,533,5,7,3,3,550
POA2176,5622,153,40,0,0,5820,4092,240,77,0,3,4410,1894,176,140,3,13,2223,295,268,22,0,0,588,47,29,0,0,0,70,524,52,44,0,0,620,206,16,30,0,0,256,16,3,0,0,0,18,2983,538,241,3,11,3779,164,27,13,0,0,207,543,72,37,0,4,662,13405,1030,412,9,23,14876
POA2177,1451,49,19,0,0,1511,1401,102,56,0,0,1564,494,98,91,3,0,688,255,246,3,0,0,504,110,103,10,0,0,225,155,11,14,0,0,185,47,8,0,0,3,56,6,3,0,0,0,3,1063,463,116,3,4,1656,40,10,9,0,0,60,211,36,22,0,3,279,4167,657,223,7,13,5070
POA2178,516,5,14,0,0,532,300,4,0,0,0,305,111,0,5,0,0,117,0,0,0,0,0,0,0,3,0,0,0,3,83,0,3,0,0,91,16,0,0,0,0,16,0,0,0,0,0,0,215,3,5,0,0,225,31,9,7,0,0,47,81,7,0,0,0,86,1144,26,27,0,3,1195
POA2179,871,8,22,75,5,987,2303,83,12,0,52,2448,971,33,7,0,12,1028,4,0,0,0,0,4,4,0,0,0,0,5,151,7,0,0,7,165,40,0,0,6,0,53,9,0,0,0,0,10,1182,40,11,8,17,1258,76,0,15,0,0,92,252,11,4,13,0,286,4684,147,59,97,81,5074
