SA2_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
102011029,79,165,0,248,1415,47,0,1710,20,203,0,223,1536,67,0,1824,6,30,0,31,844,60,0,938,0,4,0,4,235,24,0,259,1876,511,40,2427,6470,358,8,9264
102011030,28,58,0,84,665,55,0,808,7,53,0,59,496,61,0,611,0,11,0,16,256,37,0,310,0,0,0,0,71,0,0,75,629,166,10,807,2866,363,5,4041
102011031,73,236,0,303,1448,61,4,1815,20,214,3,239,1605,133,0,1975,5,41,0,43,1453,244,0,1746,0,7,0,0,568,417,0,994,2229,643,46,2917,8292,1051,15,12273
102011032,120,247,0,366,2130,190,5,2692,37,219,0,255,1764,161,3,2188,0,32,0,36,1069,122,0,1227,0,0,0,0,483,134,0,619,3315,805,85,4206,12658,1317,18,18204
102011033,39,88,3,135,636,33,4,805,7,41,0,50,353,11,4,418,0,3,0,3,176,10,4,196,0,0,0,0,66,4,0,71,1329,233,27,1580,3287,186,14,5070
102011034,34,116,0,151,692,35,0,880,3,133,0,138,727,43,0,913,0,14,0,16,773,66,0,859,0,0,0,0,414,92,0,508,1265,358,17,1639,4276,337,6,6256
102011035,42,87,3,130,775,13,0,918,3,97,0,102,575,11,0,692,0,9,0,9,278,8,0,295,0,0,0,0,77,3,0,77,1405,334,27,1773,3716,141,4,5628
102011036,57,105,4,169,876,23,0,1065,7,75,0,80,642,17,0,733,0,22,0,22,344,6,0,370,0,0,0,0,182,9,0,198,1585,355,40,1975,4358,167,6,6503
102011037,53,89,0,137,741,30,0,911,12,65,6,81,608,19,0,708,0,19,0,18,515,26,6,562,0,0,0,0,228,15,0,248,1116,248,26,1385,3813,192,11,5404
102011038,41,96,0,140,818,17,0,975,6,107,0,118,702,28,0,848,3,15,0,15,520,24,0,554,0,0,0,0,184,29,0,215,1222,305,22,1556,4005,208,3,5766
102011039,110,256,0,366,1543,77,0,1995,14,284,0,305,1446,67,4,1824,7,47,0,56,828,62,3,952,0,4,0,4,209,25,0,243,2694,751,39,3485,8065,586,28,12162
102011040,132,327,3,464,2783,168,5,3412,22,330,8,353,2920,199,3,3481,11,45,0,55,1996,197,0,2248,0,6,0,8,697,147,0,856,3793,1029,96,4920,14395,1333,31,20682
102011041,83,179,5,262,987,45,0,1297,10,178,0,190,936,47,0,1168,5,24,0,29,623,31,0,682,0,0,0,0,198,16,0,215,1974,540,49,2566,5522,323,8,8417
102011042,82,160,0,240,1682,79,9,2001,18,164,0,183,1574,106,5,1867,6,39,0,48,1207,92,0,1343,0,5,0,5,544,78,0,627,2068,551,48,2663,8782,770,14,12228
102011043,72,80,0,154,1063,58,0,1276,6,122,0,124,1030,58,0,1219,0,26,0,31,802,54,0,886,0,0,0,0,407,71,0,486,1890,378,47,2322,6372,520,12,9230
102021044,86,339,6,433,2133,102,0,2672,19,294,4,321,2129,124,0,2569,0,34,0,36,1313,182,0,1540,0,0,0,0,620,269,0,893,3904,983,109,5002,11929,1228,14,18176
102021045,42,133,0,174,986,43,5,1205,9,64,5,79,727,28,0,830,0,10,0,9,465,27,0,500,0,0,0,0,134,16,0,147,2103,449,73,2625,5623,388,5,8639
102021046,45,157,0,210,1113,59,0,1379,5,106,0,110,1077,67,0,1258,0,21,0,21,754,70,0,851,0,8,0,4,221,28,0,256,1418,447,52,1913,5565,516,12,8001
102021047,67,261,3,336,1648,76,3,2060,7,183,0,195,1406,63,0,1665,0,33,0,32,898,100,0,1032,0,0,0,0,325,94,0,428,2890,728,79,3690,8500,607,12,12803
102021048,89,281,5,373,2300,154,4,2834,11,168,0,177,2206,191,4,2576,0,31,0,28,1450,231,0,1713,0,5,0,5,612,214,0,825,3204,864,93,4163,12723,1501,24,18402
102021049,32,61,4,94,444,14,0,556,5,60,0,68,310,21,0,391,3,3,0,7,150,7,0,165,0,0,0,0,28,0,0,28,565,180,14,758,1972,130,5,2864
102021050,39,170,4,209,1216,49,0,1475,4,107,0,113,1564,113,5,1793,5,9,0,12,1289,140,0,1447,0,0,0,0,313,54,0,367,1431,433,47,1912,6776,514,7,9207
102021051,31,91,0,122,589,17,0,728,0,62,0,65,387,9,0,460,0,15,0,15,190,8,0,209,0,0,0,0,58,3,0,64,886,265,10,1161,2680,155,8,4006
102021052,27,113,0,141,717,40,0,898,7,84,0,91,753,20,0,864,7,19,0,20,421,22,0,467,0,0,0,0,119,15,0,128,1027,323,27,1374,3678,242,0,5294
102021053,72,238,0,312,1858,139,0,2308,15,209,0,221,1981,152,6,2354,0,18,0,19,1178,118,0,1315,4,0,0,4,429,72,0,509,2078,705,54,2828,9776,1070,14,13693
102021054,39,156,7,199,1068,64,5,1328,9,113,4,131,1154,63,4,1347,0,19,0,23,829,66,0,917,0,0,0,0,398,30,0,429,1379,440,45,1871,5853,523,10,8256
102021055,24,63,0,91,503,13,0,610,3,49,0,53,382,18,0,454,0,6,0,4,256,10,0,276,0,0,0,0,76,5,0,77,932,203,35,1170,2845,176,5,4200
102021056,83,202,0,292,1390,76,9,1762,10,147,0,158,1250,110,4,1519,4,30,0,28,848,180,0,1058,4,0,0,0,228,218,0,446,4059,765,132,4959,9396,1059,13,15425
102021057,38,103,0,137,973,69,0,1188,14,61,0,75,823,69,0,963,4,15,0,18,492,37,0,547,0,0,0,0,147,14,0,160,1295,359,43,1699,5173,594,3,7465
103011059,51,222,0,276,955,51,0,1285,12,182,0,194,876,40,0,1113,5,17,0,21,584,33,0,640,0,3,0,5,246,18,0,268,2158,740,104,2997,6021,470,7,9495
103011060,42,141,0,186,880,88,0,1156,10,125,0,141,713,88,0,944,0,17,0,22,335,33,0,385,0,0,0,0,71,10,0,83,1070,418,33,1513,3568,571,3,5652
103011061,19,97,0,113,545,61,0,719,3,63,0,69,597,99,4,763,0,18,0,19,310,52,0,382,0,0,0,0,96,5,0,99,589,252,22,860,2617,568,9,4058
103011612,30,119,0,154,989,96,5,1239,9,150,0,151,844,50,3,1052,0,37,0,42,719,58,0,815,0,3,0,3,432,37,0,471,1157,500,54,1716,6597,1370,22,9712
103011613,80,284,7,370,1245,71,0,1691,11,237,0,252,1084,52,0,1380,0,35,0,40,598,46,0,681,0,0,0,0,210,26,0,237,2507,948,130,3588,7138,522,9,11254
103021062,36,128,0,169,622,93,0,879,3,80,0,85,580,58,0,723,0,15,0,18,361,50,0,431,0,0,0,0,176,39,0,213,913,351,31,1305,3121,619,11,5045
103021063,33,173,3,213,910,68,4,1190,8,124,0,132,1073,72,0,1276,3,17,0,22,711,63,0,799,0,0,0,0,333,29,0,362,1239,525,57,1825,5226,561,7,7622
103021064,29,114,0,137,702,83,0,919,7,82,0,89,742,83,0,915,0,7,0,9,464,53,0,526,0,0,0,0,110,18,0,128,708,306,27,1040,3261,533,5,4839
103021065,47,186,9,234,984,113,0,1337,9,134,5,140,979,93,0,1215,0,14,0,20,694,93,0,804,0,0,0,0,273,36,0,308,1412,524,90,2028,5296,780,10,8111
103021066,19,66,0,91,453,42,0,580,6,67,0,75,452,44,0,573,0,19,0,19,295,27,0,345,0,0,0,0,124,12,0,140,422,216,28,659,2109,209,0,2975
103021067,37,211,0,243,1021,88,0,1349,8,142,0,150,897,64,0,1114,4,32,0,34,660,46,0,745,0,5,0,5,301,26,0,330,1659,655,86,2404,5725,598,7,8728
103021068,13,49,3,69,411,59,0,541,5,36,0,44,351,32,0,425,0,5,0,8,183,12,0,203,0,0,0,0,77,12,0,82,474,157,16,647,1686,274,0,2614
103021069,34,110,0,148,604,92,0,835,8,72,0,81,531,70,0,688,0,18,0,21,327,49,0,395,0,0,0,0,152,22,0,178,873,334,35,1234,2922,512,7,4675
103031070,64,232,7,294,1350,104,0,1749,15,144,4,162,1337,100,0,1600,0,22,0,25,959,90,0,1077,0,0,0,4,360,24,0,388,1573,633,85,2290,7111,979,0,10389
103031071,45,173,6,219,1117,101,0,1430,14,123,0,135,1004,99,0,1241,0,24,0,23,495,53,0,566,0,0,0,0,138,10,0,153,1164,480,49,1695,4842,553,11,7104
103031072,39,193,0,239,1078,85,0,1396,3,135,0,136,950,70,0,1158,3,39,0,46,715,71,0,832,0,0,0,6,296,47,0,353,2165,631,109,2906,6493,677,4,10080
103031073,16,60,0,77,457,47,0,572,5,33,0,39,509,53,0,605,0,5,0,5,329,44,0,375,0,0,0,0,82,11,0,95,358,147,12,520,2122,300,4,2939
103031074,56,198,0,260,1339,166,0,1761,4,120,0,121,1140,133,0,1393,0,28,0,28,636,89,0,750,0,0,0,0,168,18,0,191,1660,556,64,2273,5836,943,3,9058
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,51,115,0,163,843,74,0,1084,4,93,0,102,700,66,0,865,5,18,0,25,409,52,0,482,0,0,0,5,143,20,0,162,1231,372,52,1653,3841,420,0,5920
103041077,89,320,6,419,1745,138,10,2312,13,295,3,312,1685,136,3,2135,8,61,0,70,1188,150,0,1403,0,7,0,7,596,90,0,697,2738,1127,133,4004,10663,1261,34,15952
103041078,75,335,3,418,1739,87,4,2248,19,312,6,336,1429,69,0,1839,4,62,0,69,882,59,0,1007,3,4,0,3,266,60,0,327,4352,1261,206,5815,10731,806,24,17376
103041079,56,262,4,319,1277,99,0,1696,7,216,0,226,1086,88,0,1396,0,45,0,48,605,59,0,710,0,3,0,3,181,29,0,209,1963,738,95,2791,5891,629,0,9319
104011080,87,346,7,439,1850,136,0,2419,21,266,0,289,1887,129,0,2305,5,75,0,78,1403,121,0,1598,0,3,0,3,671,100,0,775,2713,1185,160,4063,10420,1212,46,15741
104011081,88,317,10,412,2319,280,4,3015,28,240,0,262,2176,186,5,2635,3,46,0,49,978,82,0,1108,0,5,0,5,241,17,0,264,1956,925,111,2990,9253,2130,19,14389
104011082,86,305,0,393,2462,143,0,3004,17,270,0,283,3193,200,0,3678,5,48,0,52,1913,146,0,2116,0,10,0,10,639,78,0,731,2052,892,91,3033,11741,1016,17,15805
104021083,60,95,0,157,754,60,0,968,6,102,0,109,653,78,3,840,0,25,0,25,324,41,0,391,0,0,0,0,108,37,0,145,1000,333,77,1410,3170,423,9,5010
104021084,78,252,3,333,1822,130,3,2289,16,276,4,296,1861,103,0,2265,3,50,0,56,1266,119,4,1445,4,0,0,4,468,72,0,543,2535,937,135,3600,10459,1065,32,15158
104021085,50,148,4,201,1080,129,4,1415,9,152,0,165,1021,148,0,1335,5,40,0,44,856,213,0,1113,0,7,0,9,450,211,0,668,1431,536,77,2053,6548,1244,42,9890
104021086,29,79,0,110,486,45,0,645,4,56,6,63,372,25,0,462,4,10,0,12,152,19,0,189,0,0,0,0,22,3,0,29,628,220,31,884,2070,256,0,3202
104021087,24,67,0,91,512,55,0,652,5,37,0,46,473,39,0,553,0,5,0,5,244,29,0,273,0,0,0,0,84,11,0,97,383,159,17,559,1929,266,0,2750
104021088,49,186,5,243,1141,47,4,1432,16,191,3,204,1121,32,0,1355,0,23,0,26,499,31,0,557,0,0,0,5,123,3,0,132,1896,560,73,2537,5320,312,28,8189
104021089,131,368,11,508,2079,99,5,2688,21,344,3,366,2155,88,4,2611,4,57,0,61,1383,87,0,1535,0,7,0,6,521,76,0,601,3054,1156,161,4371,11175,862,21,16427
104021090,26,99,6,132,702,41,0,877,7,96,0,97,782,72,6,959,4,14,0,23,419,41,0,483,0,0,0,5,169,13,0,181,628,283,40,951,3093,331,9,4386
104021091,60,255,3,322,1565,114,14,2014,11,275,5,294,1864,108,5,2269,6,36,0,47,891,70,3,1006,0,8,0,8,303,44,0,349,2118,837,122,3074,8475,733,144,12434
105011092,14,44,5,59,409,89,0,554,5,22,0,25,270,56,0,356,0,3,0,3,132,32,0,161,0,0,0,0,43,8,0,56,410,128,17,551,1827,516,11,2904
105011093,14,60,0,76,473,96,0,642,9,33,0,44,326,66,0,432,0,0,0,0,183,44,0,229,0,0,0,0,63,12,0,76,617,205,17,835,2170,638,3,3647
105011094,18,80,0,98,408,68,0,577,3,44,0,50,332,61,0,440,0,0,0,0,203,34,0,239,0,0,0,0,77,11,0,85,519,209,16,748,1954,453,3,3166
105011095,19,74,0,94,498,75,0,667,3,63,0,68,391,59,0,519,4,14,0,19,298,67,0,387,0,0,0,0,107,48,0,157,682,217,6,911,2533,464,8,3915
105011096,20,66,0,89,673,234,0,994,5,32,0,39,658,184,6,890,0,5,0,5,293,117,0,410,0,0,0,0,62,21,0,82,540,196,17,755,2927,1266,20,4966
105021097,66,333,6,408,2065,156,4,2633,17,246,0,264,1871,147,3,2282,5,35,0,44,1078,150,0,1268,3,6,0,3,461,119,0,583,2203,968,125,3295,10129,1350,15,14788
105021098,9,44,0,53,302,78,0,435,0,23,0,23,331,67,0,417,0,3,0,3,125,23,0,146,0,0,0,0,20,8,0,33,254,103,7,358,1484,459,0,2311
105031099,34,112,4,142,922,182,0,1244,9,98,0,104,984,193,0,1285,5,26,0,29,552,135,0,713,0,0,0,0,225,66,0,292,937,363,41,1337,4332,1068,9,6748
105031100,34,249,7,294,981,86,0,1363,6,154,0,163,719,68,0,955,4,18,0,19,427,62,0,516,0,3,0,0,158,33,0,190,1690,702,89,2479,5215,782,3,8487
105031101,67,348,0,418,1505,156,4,2086,13,248,0,265,1263,105,0,1639,0,67,0,70,934,109,0,1115,0,10,0,10,442,60,0,510,3151,1142,131,4420,9936,1301,25,15680
105031102,43,152,0,190,721,68,0,972,11,120,0,130,726,75,0,927,0,22,0,23,581,56,0,665,0,0,0,3,172,34,0,205,1734,552,71,2355,4911,766,16,8050
105031103,20,146,0,165,633,95,0,893,6,96,0,100,511,53,0,669,0,23,0,27,247,29,0,304,0,0,0,0,61,6,0,69,934,386,46,1360,2802,437,0,4598
105031104,23,104,0,126,474,74,0,681,10,69,0,73,454,75,5,602,4,18,0,24,289,54,0,371,0,0,0,0,113,18,0,134,585,294,36,913,2205,488,3,3611
105031105,21,103,0,126,621,105,0,853,3,102,0,104,564,77,0,747,6,26,0,26,360,83,0,470,0,0,0,0,113,53,0,166,854,358,55,1267,3057,715,8,5043
105031106,26,152,0,183,880,114,0,1175,14,105,0,115,808,96,0,1014,5,22,0,20,505,64,0,588,0,3,0,3,187,34,0,227,975,453,50,1476,4239,1113,16,6843
106011107,67,244,0,310,1104,55,3,1467,6,143,0,155,1007,41,0,1203,6,21,0,24,446,39,0,507,0,0,0,0,85,7,0,92,2553,675,77,3305,6240,365,13,9911
106011108,61,478,4,551,1960,237,0,2749,20,386,0,407,1852,178,3,2437,7,56,0,62,1187,138,0,1385,0,0,0,0,554,97,0,650,3447,1465,148,5071,11509,2538,13,19134
106011109,55,211,6,268,1038,69,0,1371,4,167,0,177,912,51,4,1141,0,32,0,30,359,21,0,414,0,0,0,0,92,6,0,98,1521,609,56,2185,4811,399,10,7402
106011110,46,263,0,307,1177,58,0,1549,11,152,0,160,1049,50,0,1257,3,19,0,23,601,40,0,666,0,3,0,3,168,16,0,185,1536,612,62,2216,5197,380,0,7798
106011111,71,392,10,473,1748,101,7,2323,6,278,0,286,1578,90,3,1960,3,27,0,31,803,61,0,892,0,0,0,4,305,23,0,335,3619,1208,165,4990,10311,818,12,16132
106011112,71,324,0,400,1405,92,3,1892,16,199,0,213,1065,74,0,1351,3,37,0,44,620,41,0,704,0,4,0,4,292,17,0,309,2990,994,133,4112,8677,887,16,13697
106011113,32,138,0,172,588,62,0,817,8,74,0,85,439,43,0,572,0,9,0,11,211,23,0,241,0,0,0,0,40,0,0,40,952,346,25,1329,2574,392,3,4299
106021114,34,116,0,154,608,59,4,823,0,93,0,97,506,45,3,652,0,13,0,16,276,70,0,355,0,0,0,0,123,78,0,202,1684,408,85,2173,4177,464,15,6828
106021116,41,188,6,231,785,30,0,1047,3,169,0,170,632,24,0,831,0,25,0,23,410,13,0,442,0,0,0,0,133,9,0,145,1756,569,61,2396,4170,210,8,6779
106021614,79,373,4,454,1625,73,5,2167,18,321,0,342,1368,73,0,1778,3,53,0,59,805,60,0,924,0,3,0,3,309,68,0,388,3026,1099,146,4271,9525,679,19,14494
106021615,70,283,0,353,1278,48,0,1682,14,240,0,255,1248,38,6,1547,3,38,0,41,802,59,0,899,0,0,0,0,284,32,0,317,3480,964,141,4589,8341,559,12,13500
106021616,23,133,0,157,666,41,0,862,3,101,0,102,567,32,0,709,0,8,0,14,292,11,0,316,0,0,0,0,94,8,0,101,1316,437,54,1809,4078,361,4,6253
106021617,45,208,0,255,882,32,0,1170,0,232,0,235,894,32,0,1158,5,28,0,33,725,34,0,794,0,0,0,0,207,8,0,219,1642,671,60,2378,5417,302,3,8102
106021618,48,339,0,386,1207,17,7,1620,8,214,0,220,797,27,3,1048,0,17,0,22,401,12,6,434,0,4,0,4,86,5,0,93,3318,875,136,4336,7400,279,16,12031
106031119,35,140,0,177,791,52,0,1014,0,112,0,112,949,59,0,1122,0,12,0,12,605,54,0,672,0,0,0,0,105,15,4,127,848,363,39,1253,3853,308,4,5418
106031120,33,118,3,149,898,47,0,1101,8,95,0,104,976,33,0,1117,0,26,0,27,542,33,0,604,0,0,0,0,142,18,0,163,910,352,41,1303,4087,315,10,5712
106031121,105,323,5,440,2836,119,4,3399,23,398,4,420,3230,147,0,3804,0,82,5,87,2415,188,0,2694,0,0,0,0,777,190,0,973,2641,1083,84,3805,14068,1006,12,18892
106031122,57,292,4,353,1348,80,0,1779,16,188,0,203,1181,90,0,1476,4,32,0,36,693,87,0,810,4,5,0,7,224,20,0,249,2209,869,102,3182,7629,776,4,11586
106031123,32,149,0,181,706,16,0,900,3,119,0,125,456,13,0,597,0,10,0,7,198,10,0,220,0,3,0,3,55,6,0,59,968,410,35,1404,2938,136,6,4485
106031124,21,102,0,124,857,48,0,1029,10,117,4,126,1340,67,0,1535,0,20,0,20,959,85,0,1059,0,0,0,0,283,67,0,348,407,288,16,716,4288,371,6,5384
106031125,59,311,3,371,1448,78,3,1906,10,221,0,226,1349,74,0,1650,0,33,0,36,757,55,4,850,0,0,0,0,154,10,0,167,2595,910,118,3618,7503,509,11,11644
106041126,47,156,4,210,1122,93,0,1425,13,107,0,120,836,61,0,1009,0,24,0,24,445,42,0,513,0,0,0,0,152,30,0,183,2108,574,72,2757,6058,921,8,9746
106041127,15,84,0,101,436,39,0,574,0,35,0,38,351,40,0,428,0,11,0,11,192,26,0,229,0,0,0,0,69,5,0,76,644,206,19,870,2264,255,13,3399
106041128,28,96,3,123,574,22,3,723,3,69,0,75,459,37,5,572,3,14,0,14,353,51,0,417,0,0,0,0,163,33,0,197,969,306,34,1304,3298,309,16,4936
106041129,29,133,0,158,972,110,0,1237,5,121,0,132,876,78,0,1081,0,12,0,10,481,37,0,520,0,4,0,3,169,21,0,197,1231,413,28,1679,4590,532,12,6809
107011131,84,429,5,518,2209,80,7,2818,18,356,0,375,2208,68,3,2654,3,69,0,75,1694,79,0,1842,3,0,0,0,601,46,0,650,3948,1272,123,5339,13462,826,15,19644
107011132,40,197,0,242,991,35,4,1270,10,118,0,126,658,18,0,801,0,12,0,17,363,18,0,395,0,0,0,0,118,4,0,122,2707,572,56,3334,5678,227,3,9236
107011133,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8
107011134,78,288,0,370,1618,55,0,2046,9,242,0,254,1174,56,3,1487,7,46,0,51,745,81,0,882,0,3,0,3,355,136,0,499,2578,794,60,3429,8389,601,5,12424
107011545,57,196,0,259,1426,79,4,1765,11,140,0,153,1124,59,0,1331,4,22,0,26,779,46,0,854,0,3,0,3,328,39,0,371,2119,617,61,2794,7915,648,8,11363
107011546,40,165,4,206,972,73,0,1252,12,109,0,119,811,54,0,981,0,17,0,22,656,36,0,715,0,3,0,3,390,18,0,413,1377,489,38,1907,5516,570,0,7991
107011547,15,87,0,99,485,31,5,613,3,73,0,77,511,63,0,649,6,9,0,12,427,51,0,493,0,4,0,0,136,21,0,161,555,227,16,800,2556,242,3,3596
