SA2_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
102011042,204,136,139,113,152,135,117,96,51,1137,2183,1363,1538,1657,1829,1996,1860,1343,627,14401
102011043,192,119,105,87,107,82,52,46,56,849,2145,1243,1397,1420,1291,1272,1218,884,483,11363
102021044,439,227,227,244,214,178,163,130,154,1968,4495,2344,2700,2839,2611,2672,2565,1536,893,22655
102021045,240,142,107,110,122,89,50,24,19,899,2512,1524,1675,1276,1468,1206,830,500,147,11149
102021046,143,100,114,103,104,92,86,63,22,830,1622,985,1125,1024,1118,1380,1258,851,250,9616
102021047,230,134,112,114,119,140,87,96,67,1103,3078,1855,1928,1895,1938,2058,1665,1030,428,15872
102021048,416,279,240,240,245,204,198,212,164,2195,3808,2665,2766,2380,2642,2826,2571,1712,827,22193
102021049,59,48,22,39,44,31,30,8,0,270,608,495,275,389,569,558,395,165,28,3475
102021050,144,72,65,69,85,84,134,126,50,831,1600,1004,1003,974,1146,1475,1789,1447,367,10804
102021051,65,65,33,42,50,43,19,5,8,325,896,663,561,619,698,730,457,209,64,4898
102021052,95,68,63,56,66,67,35,27,13,500,1123,700,676,698,864,898,864,467,128,6416
102021053,235,187,185,209,197,193,196,117,49,1569,2253,1614,1722,1828,2037,2304,2351,1315,509,15934
102021054,178,95,118,100,100,106,85,58,28,869,1593,954,1075,1032,1162,1327,1345,913,429,9847
102021055,91,55,40,38,37,27,21,12,3,327,1029,737,648,662,729,610,451,276,77,5222
102021056,391,214,164,179,159,111,104,112,95,1526,4809,2733,2471,2893,2545,1754,1517,1057,450,20221
102021057,218,148,127,128,133,103,72,44,14,976,1662,1184,1146,1060,1218,1183,962,549,160,9127
103011059,234,148,110,116,121,77,59,45,12,908,2730,1684,1489,1475,1539,1280,1113,635,268,12214
103011060,116,87,99,117,137,120,103,32,6,808,1231,708,587,766,1024,1156,944,385,83,6887
103011061,142,95,92,121,103,75,113,52,6,800,822,447,487,540,618,719,763,382,99,4864
103011612,119,271,428,342,217,125,78,54,44,1667,1356,1818,1849,1262,1182,1236,1051,814,471,11043
103011613,248,148,131,114,138,122,86,60,25,1074,3071,1833,1868,1768,1793,1686,1380,681,237,14315
103021062,217,105,106,106,120,108,74,54,27,909,1332,609,733,713,735,879,723,430,213,6367
103021063,182,108,115,80,119,97,89,59,31,877,1678,1032,984,897,1078,1183,1276,796,362,9293
103021064,122,105,60,74,99,83,96,64,17,710,906,548,505,528,767,919,915,526,128,5734
103021065,239,147,127,115,127,147,115,98,34,1158,2047,1149,1085,1053,1155,1335,1215,804,308,10149
103021066,48,26,26,30,42,53,42,31,11,308,543,307,284,326,422,580,573,345,140,3517
103021067,232,138,133,157,111,121,72,47,32,1044,2232,1333,1321,1242,1295,1349,1110,740,332,10955
103021068,95,56,40,43,48,79,36,10,13,426,649,325,316,334,383,538,425,203,82,3256
103021069,145,55,70,104,95,105,72,49,28,720,1080,568,642,667,701,835,688,395,178,5755
103031070,236,162,265,208,172,161,120,84,29,1440,1983,1276,1482,1294,1516,1749,1600,1077,388,12371
103031071,156,99,87,97,111,124,132,51,9,872,1440,862,807,883,1148,1430,1236,569,153,8534
103031072,266,120,171,143,151,117,100,69,39,1178,2687,1393,1856,1578,1520,1396,1158,825,353,12758
103031073,97,41,30,39,55,54,55,48,10,427,515,301,242,282,467,572,604,375,95,3446
103031074,245,133,122,151,177,213,151,85,27,1303,2147,1052,1068,1264,1571,1764,1393,750,191,11201
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,143,77,60,70,102,101,80,51,19,700,1520,776,805,777,975,1079,865,482,162,7440
103041077,403,242,242,240,216,179,166,131,83,1911,3684,2295,2592,2329,2159,2298,2129,1402,697,19608
103041078,439,216,235,204,213,164,102,65,54,1698,5434,2863,3245,3032,2810,2247,1829,1004,327,22783
103041079,235,106,82,146,129,138,122,65,37,1062,2479,1291,988,1400,1618,1693,1396,710,209,11791
104011080,425,259,253,204,220,175,140,94,58,1825,3636,2195,2185,2017,2205,2419,2305,1598,775,19332
104011081,294,291,554,463,384,343,233,94,14,2669,2483,1558,1705,1746,2354,3011,2633,1108,264,16853
104011082,237,124,119,151,160,248,275,152,69,1528,2509,1346,1326,1612,1984,3004,3676,2115,731,18303
104021083,134,66,44,76,99,80,80,32,18,632,1201,601,494,673,883,967,842,391,145,6207
104021084,310,222,237,227,199,179,139,116,36,1659,3143,2125,2091,2171,2212,2283,2256,1437,540,18267
104021085,152,138,173,159,175,149,153,199,176,1475,1774,1247,1416,1327,1320,1415,1335,1113,668,11614
104021086,59,52,43,33,65,65,25,18,4,356,734,423,380,467,604,645,462,189,29,3935
104021087,65,32,44,52,43,65,57,22,6,387,470,215,277,295,392,652,553,276,97,3220
104021088,155,69,51,104,91,101,69,36,4,678,2087,953,984,1349,1399,1424,1355,557,132,10250
104021089,379,210,171,199,198,168,132,83,66,1603,3656,2104,2056,2216,2609,2677,2615,1534,603,20066
104021090,70,49,36,54,63,65,95,49,8,482,720,392,408,444,641,873,958,483,181,5100
104021091,255,112,150,159,125,155,139,53,28,1178,2569,1352,1903,1748,1651,2005,2265,1008,351,14852
105011092,169,94,93,80,92,94,59,28,4,716,736,434,507,388,446,554,356,161,56,3636
105011093,151,96,129,113,89,113,69,40,7,815,833,490,669,589,511,643,432,229,76,4479
105011094,184,82,84,85,53,80,55,36,9,667,868,441,501,416,464,577,440,239,85,4028
105011095,89,58,55,60,79,86,73,62,41,607,872,515,585,426,643,665,519,387,159,4776
105011096,311,168,195,175,213,244,195,103,15,1631,1018,558,688,586,743,998,886,410,82,5969
105021097,410,286,266,259,226,228,178,133,118,2109,2992,1894,2194,1896,2032,2628,2284,1268,583,17767
105021098,100,73,76,63,63,89,79,28,8,577,443,281,321,290,378,435,417,146,33,2752
105031099,217,134,123,111,170,209,203,140,73,1381,1359,767,746,720,972,1244,1285,712,292,8095
105031100,312,180,197,146,152,110,85,66,38,1292,2301,1299,1634,1304,1224,1363,953,511,190,10782
105031101,485,277,348,242,238,216,123,104,49,2083,4084,2233,3473,2458,2139,2080,1640,1115,510,19738
105031102,331,167,184,168,131,75,89,58,24,1228,2394,1286,1595,1259,1117,972,925,665,205,10422
105031103,142,80,57,78,92,110,73,33,4,678,1242,619,531,686,825,893,669,304,69,5838
105031104,130,60,72,73,87,86,85,62,21,668,835,378,448,446,555,681,601,371,134,4449
105031105,261,114,105,125,95,136,99,76,52,1053,1378,705,711,685,706,855,747,470,166,6410
105031106,286,163,280,250,188,133,112,57,24,1500,1594,892,1018,920,994,1175,1014,588,227,8424
106011107,224,100,103,122,88,95,55,39,3,823,2891,1478,1788,1769,1602,1472,1200,507,92,12797
106011108,449,409,706,604,465,314,208,140,92,3390,4303,2819,3334,2936,2817,2746,2437,1385,650,23421
106011109,163,109,67,83,102,100,68,13,6,701,1779,1032,926,1085,1327,1371,1141,414,98,9169
106011110,148,70,57,95,72,73,63,34,12,635,1780,917,852,1114,1263,1542,1257,666,185,9576
106011111,424,222,262,199,207,147,107,63,22,1666,4377,2536,3242,2432,2399,2321,1954,892,335,20490
106011112,314,347,255,179,180,151,87,49,15,1570,3576,2543,2600,2079,2194,1896,1351,704,309,17258
106011113,106,71,58,68,103,81,47,19,3,553,1084,589,532,688,809,817,568,241,40,5378
106021114,165,63,104,97,67,80,53,49,28,704,1940,1007,1492,1267,1029,821,652,355,202,8753
106021116,152,80,53,85,73,77,30,19,6,580,1935,1123,839,1183,1167,1047,831,442,146,8711
106021614,295,174,197,161,150,150,78,58,70,1330,3397,2342,2261,2271,2349,2161,1778,924,388,17869
106021615,356,181,160,182,128,96,72,61,29,1268,4071,2120,2506,2374,2039,1682,1548,899,317,17559
106021616,171,95,111,100,87,56,45,23,9,708,1652,1003,1345,1021,895,862,709,313,101,7902
106021617,157,74,75,80,76,55,48,34,9,613,1895,1066,1298,1199,1185,1171,1163,788,219,9989
106021618,235,133,153,116,85,81,39,17,3,861,3709,2001,2694,2282,1857,1615,1043,433,93,15726
106031119,90,51,41,36,70,69,80,56,8,506,963,641,467,547,821,1014,1122,670,121,6379
106031120,101,66,57,50,63,64,58,32,10,508,1099,661,627,638,802,1101,1113,604,163,6812
106031121,197,167,112,135,161,204,230,221,169,1593,2918,1931,1602,1918,2563,3393,3801,2689,969,21799
106031122,372,140,195,169,173,132,92,82,21,1378,2907,1844,1917,1725,1786,1779,1474,810,249,14499
106031123,110,57,25,46,65,47,32,14,5,397,1108,775,448,632,855,900,597,219,59,5591
106031124,63,36,32,29,47,72,93,98,87,553,489,307,267,339,500,1028,1535,1059,348,5861
106031125,240,131,105,114,147,110,96,60,9,1006,3151,1705,1550,1827,1987,1902,1649,844,167,14782
106041126,298,185,258,225,190,131,77,37,22,1419,2679,1493,1910,1660,1543,1426,1015,512,183,12414
106041127,85,52,39,52,53,53,45,19,10,407,767,485,468,535,594,574,428,229,76,4150
106041128,102,48,68,53,68,54,42,36,31,498,1195,653,827,783,749,714,571,417,197,6107
106041129,133,82,81,92,103,136,91,50,16,775,1471,890,881,945,1051,1236,1080,520,197,8272
107011131,342,235,210,196,214,171,101,89,35,1592,4407,2896,2969,2870,2928,2813,2656,1842,655,24035
107011132,159,83,93,107,82,83,45,16,3,665,2907,1574,1677,1906,1483,1272,796,395,122,12134
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8
107011134,181,124,112,103,116,94,72,47,24,864,2750,1927,1778,1845,1966,2046,1485,882,499,15171
107011545,273,147,156,150,163,138,71,49,29,1169,2775,1718,1866,1715,1739,1762,1331,854,367,14129
107011546,200,97,142,113,98,101,59,32,12,855,1737,1022,1262,1161,1190,1252,981,715,413,9727
107011547,49,28,27,32,37,47,75,54,18,374,603,399,372,418,485,615,649,493,161,4201
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
107031136,307,143,162,149,119,111,75,59,112,1239,4231,2361,2999,2524,2324,2036,1416,675,304,18876
107031137,138,73,69,69,62,50,38,19,12,530,1201,826,923,752,792,922,788,452,212,6868
107031138,98,61,53,63,72,79,73,49,20,570,1315,742,812,910,948,1302,1425,896,392,8739
107031139,63,56,36,44,43,44,43,15,3,348,1127,665,521,749,785,830,798,331,117,5928
107031140,79,65,41,55,64,74,90,54,41,571,1370,871,709,851,1022,1219,1182,674,255,8156
107031141,282,196,147,153,170,125,111,78,98,1359,3866,2547,1972,2642,2724,2387,1864,905,310,19207
107031142,156,116,104,80,107,112,87,73,50,892,1739,1278,1275,1139,1320,1507,1308,727,335,10629
107031143,418,262,202,204,212,203,172,164,104,1936,3538,2393,2365,2240,2463,2745,2348,1654,545,20288
107041144,247,214,187,159,187,172,140,115,88,1500,3506,2991,2602,2559,2659,2594,2135,1588,661,21293
107041145,203,145,143,140,134,140,79,81,24,1086,2805,1812,2144,2005,2003,2118,1638,975,457,15957
107041146,252,465,148,157,169,122,117,109,134,1666,4079,4020,2608,2819,2861,2295,1931,1347,639,22587
107041147,94,56,54,67,82,60,33,11,10,465,1948,1091,979,1273,1306,1190,757,368,137,9045
107041148,143,68,64,99,97,95,62,45,37,711,2321,1281,1081,1530,1707,1760,1348,598,212,11834
107041150,231,151,108,174,164,147,110,63,41,1188,4123,2325,1949,2813,2905,2507,2033,1259,659,20574
107041548,112,189,239,152,148,129,85,55,29,1150,1256,2425,3804,1773,1576,1917,1615,1105,458,15930
107041549,240,223,278,178,205,174,135,116,57,1606,2428,2867,3172,2031,1969,1774,1378,879,357,16854
108011151,118,58,47,56,95,80,86,33,20,600,873,456,421,460,770,927,810,429,136,5289
108011152,195,99,106,128,138,158,183,145,75,1223,1918,1181,1103,1322,1568,2191,2807,1886,850,14817
108011153,151,77,46,86,103,150,148,66,19,838,1142,565,495,713,903,1396,1393,597,112,7311
108011154,51,33,41,20,43,52,76,72,46,438,615,492,422,418,579,957,1400,1041,500,6434
108021155,462,372,514,415,266,212,138,108,38,2523,2879,1913,1862,1681,1784,2031,1942,1141,462,15689
108021156,190,116,84,111,139,176,140,79,26,1055,1524,876,786,885,1247,1860,1649,669,173,9662
108021157,96,57,48,45,57,61,50,41,19,480,893,443,500,495,571,865,868,484,209,5330
108021158,155,69,92,73,80,149,150,66,34,868,974,579,535,590,733,1175,1405,926,380,7288
108021159,199,107,80,75,103,153,124,42,20,895,1385,765,657,764,1014,1499,1340,577,125,8132
108021160,99,34,54,47,60,73,81,46,10,506,762,403,448,467,592,1025,1310,736,236,5989
108031161,0,0,6,8,3,12,7,10,0,46,76,16,72,62,53,80,56,30,15,460
108041162,168,119,84,88,108,177,208,137,64,1152,2413,1475,1073,1425,2092,2979,3748,2435,807,18451
108041164,334,226,204,184,180,180,148,149,141,1757,3236,2500,2437,2126,2253,2449,2965,2252,1068,21300
108041165,97,58,40,62,73,81,77,23,8,526,885,456,416,530,715,976,874,333,64,5249
108041166,249,135,111,107,126,100,89,57,27,1007,2490,1446,1306,1320,1580,1628,1592,953,380,12698
108041619,153,109,103,131,142,158,159,84,17,1055,1929,1359,1207,1451,1684,1873,1772,885,258,12417
108041620,187,124,79,92,121,135,130,96,52,1008,2994,1671,1290,1835,2162,2231,2316,1868,860,17223
108051167,57,38,42,43,59,63,80,53,15,450,764,419,376,476,652,935,1002,558,214,5384
108051168,198,97,64,93,126,131,152,86,23,966,2005,993,908,1119,1507,1976,2368,1186,341,12407
108051169,506,284,256,251,228,232,254,188,117,2314,3760,2323,2276,2094,2344,2780,2796,2007,929,21314
108051170,193,113,100,101,143,171,168,88,30,1105,1763,1075,903,1060,1615,2491,2654,1233,275,13084
108051171,111,52,54,48,50,80,38,37,15,481,982,519,557,512,599,825,741,461,168,5377
109011172,252,132,155,148,133,118,74,65,25,1110,3870,2170,2494,2443,2098,1870,1531,930,349,17764
109011173,213,178,147,112,134,106,64,49,18,1020,1915,1358,1370,1163,1331,1331,1044,632,261,10402
109011174,166,114,114,120,111,113,84,47,31,906,1624,1177,1314,1230,1295,1483,1288,793,407,10615
109011175,259,146,73,143,166,193,150,95,24,1251,2572,1381,986,1417,1598,1867,1515,770,231,12347
109011176,340,179,189,167,156,138,118,90,28,1402,2845,1979,2119,1838,1713,1802,1809,1062,357,15526
109021177,69,46,45,42,41,66,45,30,12,400,472,315,322,267,334,510,345,249,88,2894
109021178,179,113,101,105,119,94,92,41,15,849,1264,706,698,728,835,934,832,440,132,6569
109021179,111,65,102,102,112,117,90,28,6,744,680,331,525,465,545,626,475,192,68,3904
109031180,97,60,52,38,55,54,50,27,24,462,806,524,476,456,684,846,847,577,251,5463
109031181,146,78,74,85,86,113,134,59,27,807,1204,642,630,716,819,1045,1186,642,221,7111
109031182,138,101,95,97,105,98,90,60,26,807,1161,742,708,678,863,1046,943,584,274,7008
109031183,138,45,89,76,87,134,81,68,31,753,1217,542,644,656,833,1157,947,544,184,6728
109031184,93,54,47,59,57,69,72,59,25,529,1183,585,630,706,800,876,1090,672,215,6746
109031185,231,113,98,104,129,168,182,116,50,1192,1516,817,870,886,1081,1448,1647,954,353,9579
110011186,517,894,392,276,236,259,159,154,117,3013,4222,4110,3269,2665,2541,2730,2160,1511,592,23814
110011187,134,76,78,73,99,86,67,54,22,692,858,492,444,477,584,683,548,326,103,4508
110011188,88,50,45,46,67,87,66,28,3,489,1057,587,537,599,810,949,803,404,115,5858
110011189,69,37,45,32,48,63,49,31,8,386,519,282,294,279,392,484,497,323,82,3148
110021190,220,132,149,144,153,165,133,90,41,1222,1364,867,862,842,1076,1418,1344,830,294,8897
110021191,330,152,177,164,162,142,125,88,55,1401,2355,1409,1446,1293,1355,1456,1396,1001,381,12087
110021192,140,71,69,72,113,97,69,37,18,685,958,547,492,475,751,825,712,390,91,5238
110021193,119,70,46,74,93,96,85,46,19,650,993,514,418,577,749,914,857,531,188,5735
110021194,121,74,69,82,107,147,140,64,23,821,980,579,507,589,848,1239,1409,618,210,6991
110031195,373,230,264,249,211,212,150,83,28,1805,1628,902,1145,991,990,1088,871,516,151,8287
110031196,305,175,161,176,220,240,143,71,13,1509,1128,653,675,602,779,789,530,239,50,5446
110031197,193,90,99,92,88,103,58,23,13,758,1392,779,982,803,850,992,729,455,173,7156
110031198,154,90,82,68,124,128,72,41,7,775,954,490,501,493,597,758,524,242,89,4647
110041199,303,134,190,128,120,118,98,99,59,1249,2214,1055,1409,1154,1021,1120,913,686,286,9857
110041200,100,75,58,76,80,88,74,24,15,591,892,497,536,528,591,659,484,257,82,4525
110041201,183,123,102,109,150,138,154,74,35,1067,1338,789,721,787,950,1139,1075,593,185,7587
110041202,498,312,282,264,263,177,146,128,41,2119,4216,2856,2890,2446,2478,2569,2209,1384,462,21502
110041203,318,197,237,189,157,181,159,205,174,1825,3296,1801,2526,2064,1800,1716,1579,1300,726,16819
110041204,303,173,137,125,111,60,44,30,6,995,1551,911,919,712,629,533,449,239,46,6004
110041205,322,199,148,184,230,246,183,105,30,1635,3661,1944,1724,2149,2598,2732,2421,1274,377,18888
111011206,257,141,134,125,152,120,106,86,52,1177,3024,2032,1910,2049,2259,2276,2167,1370,614,17703
111011207,81,53,49,43,63,56,52,27,13,438,865,602,514,586,768,928,831,449,139,5678
111011208,342,186,236,241,200,168,134,98,60,1672,4930,2785,3444,3520,3086,2816,2281,1529,688,25071
111011209,320,171,191,186,182,127,93,62,21,1358,4687,2966,3308,3396,3013,2776,2342,1365,486,24350
111011210,252,115,125,117,110,88,69,42,21,939,1764,1078,1242,987,1169,1216,962,698,338,9446
111011211,54,32,17,25,21,32,39,27,22,270,652,381,241,394,508,496,471,336,220,3700
111011212,139,95,63,82,86,125,98,70,38,780,2091,1209,962,1354,1636,1885,1811,1097,408,12447
111011213,135,78,26,65,92,76,51,41,28,596,2425,1438,818,1516,1715,1620,1542,940,299,12314
111011214,145,106,85,103,121,125,108,41,26,867,2424,1672,1419,1771,2001,1993,1762,1124,374,14546
111021215,200,100,88,114,101,70,72,114,106,961,1779,1140,1265,1115,1182,1289,1034,793,377,9969
111021216,158,83,72,69,71,77,58,32,10,619,1732,1103,1068,1027,1160,1284,1190,774,186,9531
111021217,271,133,136,131,121,93,52,46,20,998,3664,1963,2352,2476,1991,1518,1243,686,318,16204
111021218,248,163,128,126,115,120,115,115,65,1197,2986,1967,1985,1850,1996,2209,2176,1760,933,17866
111021219,195,112,105,95,134,127,114,92,70,1038,2172,1452,1410,1314,1718,1908,2078,1241,524,13809
111021220,154,84,54,78,82,73,86,47,14,673,1502,976,802,1003,1153,1417,1489,747,191,9287
111021221,104,65,55,58,43,55,29,18,4,433,1410,892,1034,891,872,902,766,309,72,7155
111031222,175,123,115,108,107,107,72,43,26,873,3207,2131,2193,2352,2157,1721,1264,971,387,16392
111031223,179,98,96,76,72,69,32,30,11,667,1571,1007,1216,919,1008,1041,923,605,155,8452
111031224,151,195,222,158,197,120,89,36,29,1197,1808,1766,1916,1603,1668,1570,1306,692,372,12708
111031225,324,187,188,179,189,224,192,202,107,1790,3275,2200,1992,2318,2531,2240,1699,1057,490,17811
111031226,223,128,131,131,109,79,48,12,5,862,3822,2282,2211,2538,2226,1577,1091,442,97,16292
111031227,189,168,227,148,135,115,67,36,25,1113,2425,1744,2985,2197,1767,1766,1363,722,455,15419
111031228,135,129,117,108,128,108,61,37,21,855,2419,1981,1881,1754,1999,1856,1353,702,340,14277
111031229,89,153,189,141,145,137,88,42,13,992,1192,1771,2683,1588,1577,1641,1286,634,168,12543
111031230,0,0,0,0,0,0,0,0,0,5,4,0,4,7,9,5,4,3,0,28
111031231,168,624,249,132,87,76,72,92,142,1645,1651,3366,2467,1267,892,894,777,611,373,12302
111031232,104,81,60,63,64,108,138,62,19,702,1453,772,850,1020,925,1137,1485,842,249,8729
111031233,265,204,189,181,163,158,92,83,49,1386,3401,2565,3089,2555,2320,2307,2172,1524,843,20776
111031234,113,172,172,126,125,124,141,146,203,1328,1891,1863,2366,1599,1453,1311,1033,826,656,13008
111031235,75,84,90,99,78,62,40,11,4,541,1255,1167,1928,1293,1143,1096,679,286,101,8957
112011236,255,153,153,166,186,181,240,166,132,1635,2482,1575,1678,1904,2110,2515,3159,2120,1175,18713
112011237,260,150,142,147,168,184,138,97,30,1305,3225,1915,1698,2022,2442,2634,2397,1390,521,18237
112011238,173,77,106,132,138,138,98,41,29,933,1323,606,815,992,1044,1055,833,275,115,7054
112011239,177,116,136,150,145,135,116,42,8,1020,1485,849,1051,1279,1372,1356,1182,492,144,9208
112011240,186,136,236,195,162,159,109,41,30,1250,1550,1004,2183,1733,1438,1442,1246,491,174,11258
112011241,114,83,49,90,94,86,86,37,21,659,903,521,467,598,721,926,1046,500,180,5864
112011242,154,67,110,109,88,83,72,34,5,706,1801,855,938,1305,1318,1311,1112,458,125,9235
112011243,271,130,145,193,215,208,146,57,16,1372,1505,782,908,1123,1359,1388,1231,426,148,8871
112021244,357,198,165,170,125,127,105,108,55,1415,2408,1496,1318,1194,1387,1444,1594,1067,454,12378
112021245,210,116,91,100,120,179,126,64,17,1039,1278,728,649,720,933,1349,1066,470,140,7338
112021246,278,164,157,130,120,94,72,32,25,1073,2482,1529,1656,1579,1593,1670,1567,1007,472,13554
112021247,180,65,87,102,94,139,139,55,30,890,1242,645,588,762,933,1390,1300,537,207,7609
112021248,297,276,231,229,196,244,188,153,150,1961,2473,1972,1940,1849,2025,2233,1738,924,464,15613
112021249,333,170,159,219,294,294,232,89,23,1803,2700,1522,1267,1828,2420,2818,2282,753,212,15806
112031250,237,117,130,163,157,163,150,107,22,1242,2732,1394,1136,1883,2080,2265,2183,1121,405,15199
112031251,157,102,79,116,100,111,111,104,138,1017,1705,970,833,1120,1189,1346,1178,754,431,9519
112031252,259,161,95,174,219,241,164,60,17,1396,1709,1042,828,1142,1447,1948,1526,535,152,10319
112031253,315,130,131,184,199,161,120,56,33,1333,2883,1204,1295,1919,1840,1991,1753,922,346,14157
112031254,304,207,291,277,270,268,253,192,124,2178,2777,1778,2352,2322,2325,2943,3188,2145,964,20796
112031550,220,150,125,119,150,108,88,96,67,1128,2578,1664,1504,1644,1925,2033,2182,1742,845,16135
112031551,57,41,28,28,37,31,22,9,0,257,690,402,263,401,490,459,377,156,58,3301
112031552,119,64,76,79,86,99,97,82,41,738,1073,763,804,791,844,1128,1439,1281,588,8707
113011256,421,220,324,275,243,234,149,113,78,2053,3982,2414,3366,2736,2546,2359,1663,1111,604,20776
113011257,368,236,236,215,301,248,206,96,28,1934,2499,1572,1606,1441,1812,1838,1305,596,195,12866
113011258,227,134,148,131,114,132,78,52,39,1049,2139,1395,1272,1147,1201,1295,940,636,272,10294
113011259,181,84,71,95,85,89,83,50,27,765,1173,591,573,635,693,854,709,439,205,5877
113021260,72,51,79,85,67,53,41,30,13,478,597,324,353,402,443,553,474,279,94,3516
113021261,156,67,85,95,88,81,39,55,8,675,1299,732,763,788,794,881,732,512,195,6698
113021262,108,46,37,64,79,94,67,45,12,542,834,430,387,553,654,792,658,326,111,4745
