SA2_CODE_2021,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
108041162,736,1214,1040,1014,761,594,364,700,95,6519
108041164,882,1707,1114,1488,1048,952,378,836,176,8578
108041165,450,329,347,269,269,173,160,274,53,2322
108041166,575,790,893,853,695,563,376,562,90,5395
108041619,717,1566,717,825,650,555,175,524,67,5800
108041620,825,1841,931,1053,975,660,267,554,117,7220
108051167,376,261,278,245,183,168,174,294,45,2029
108051168,553,1126,739,674,545,442,204,432,87,4793
108051169,689,1156,949,1266,762,902,467,1035,134,7367
108051170,800,771,654,610,492,405,346,593,102,4762
108051171,162,277,280,356,189,198,169,310,38,1983
109011172,1103,2198,1291,1226,1142,821,510,670,111,9061
109011173,486,776,713,722,590,464,347,537,86,4719
109011174,766,1363,634,587,633,410,231,399,89,5104
109011175,1200,902,825,575,660,393,407,609,112,5684
109011176,554,794,1081,1046,732,724,633,937,137,6639
109021177,274,136,186,123,137,108,93,221,24,1303
109021178,474,425,385,325,327,208,188,354,64,2748
109021179,499,161,214,136,145,79,187,335,32,1798
109031180,259,285,354,296,213,217,181,503,39,2349
109031181,609,330,450,319,338,226,293,411,72,3047
109031182,378,491,440,441,364,283,216,343,84,3049
109031183,1064,322,295,234,305,155,203,457,64,3104
109031184,433,538,479,402,355,284,163,295,58,2998
109031185,807,487,523,452,421,285,331,554,84,3941
110011186,1300,2783,1206,1387,1160,866,389,1111,145,10348
110011187,578,246,213,160,185,135,112,346,42,2019
110011188,517,507,376,313,339,192,136,336,42,2754
110011189,486,165,136,115,123,75,81,229,23,1434
110021190,677,441,413,419,374,306,203,484,71,3382
110021191,519,744,664,733,473,531,265,821,84,4844
110021192,541,191,195,229,150,128,119,331,52,1937
110021193,662,294,234,238,216,144,151,312,48,2295
110021194,579,338,286,280,276,175,191,329,75,2521
110031195,408,604,454,396,413,284,362,356,71,3349
110031196,696,222,170,168,224,97,237,364,48,2220
110031197,382,532,554,359,371,293,503,378,52,3421
110031198,546,243,207,179,192,132,272,251,39,2069
110041199,450,638,657,505,441,361,720,521,71,4366
110041200,552,241,255,184,170,107,371,275,47,2201
110041201,615,380,345,324,295,192,395,420,61,3031
110041202,1024,1606,1444,1361,1177,990,699,1475,152,9917
110041203,804,1895,945,1019,846,652,437,960,104,7660
110041204,160,161,315,270,196,229,175,595,35,2134
110041205,1631,1422,1289,988,1057,724,696,1008,162,8973
111011206,852,1621,1393,1054,1100,712,472,780,126,8119
111011207,207,375,411,350,312,246,155,273,39,2372
111011208,1330,3340,1832,1551,1682,957,571,979,153,12399
111011209,1253,2761,1785,1662,1643,1052,763,1052,138,12113
111011210,314,597,580,529,482,357,236,435,58,3593
111011211,213,470,230,211,199,113,64,99,23,1629
111011212,643,1081,834,739,648,432,283,452,81,5193
111011213,872,1750,812,643,823,514,235,363,59,6069
111011214,833,1750,940,925,1007,648,374,522,87,7080
111021215,379,769,691,642,518,378,342,433,78,4221
111021216,446,709,684,555,562,361,314,413,86,4132
111021217,826,1496,1314,1067,1121,808,621,789,137,8179
111021218,820,1374,1226,934,834,555,613,802,154,7298
111021219,641,1103,884,744,723,476,423,539,80,5614
111021220,447,766,725,551,513,301,315,352,79,4049
111021221,282,468,716,508,456,328,352,443,51,3602
111031222,1100,2719,1072,997,1076,752,346,558,86,8710
111031223,249,344,582,477,385,305,424,683,66,3532
111031224,819,2053,634,898,715,494,215,453,98,6379
111031225,1094,2838,943,999,1101,756,348,627,106,8826
111031226,833,1912,1213,1126,1163,761,593,715,139,8467
111031227,759,2151,986,1099,918,585,432,678,129,7725
111031228,1227,2882,744,898,847,567,212,366,86,7825
111031229,1106,2911,658,916,792,474,204,313,85,7455
111031230,4,0,5,3,0,0,4,0,0,16
111031231,294,1043,736,965,513,671,425,650,78,5384
111031232,434,839,544,446,436,238,211,296,55,3503
111031233,890,2303,1342,1323,1173,840,627,922,144,9561
111031234,612,1786,832,937,774,542,328,547,81,6437
111031235,715,1779,611,723,564,336,161,337,87,5311
112011236,812,1489,1057,1175,800,752,336,867,105,7388
112011237,1334,1796,1179,1089,993,792,384,917,161,8646
112011238,717,963,388,318,283,265,70,228,76,3311
112011239,563,1041,634,570,396,354,124,376,97,4159
112011240,1014,1433,745,744,423,464,136,509,135,5614
112011241,296,373,314,326,217,162,167,322,38,2222
112011242,765,1398,625,546,495,446,125,300,58,4745
112011243,611,1000,491,459,277,313,133,345,79,3712
112021244,421,477,591,680,494,441,385,1033,68,4595
112021245,592,320,357,368,309,219,257,510,69,2989
112021246,601,1201,793,843,847,635,324,732,95,6076
112021247,477,448,370,364,293,203,211,414,78,2850
112021248,557,1389,838,1109,676,649,359,999,95,6687
112021249,1290,1620,962,857,892,586,358,805,121,7489
112031250,1044,1712,858,841,793,560,217,576,124,6734
112031251,348,645,599,580,423,352,266,496,57,3766
112031252,725,803,655,514,447,313,245,546,102,4351
112031253,788,1341,992,833,681,489,262,641,112,6132
112031254,865,1577,1412,1275,908,808,436,937,165,8386
112031550,737,1110,1058,999,917,838,349,720,139,6868
112031551,230,368,253,199,191,144,72,130,24,1612
112031552,255,403,472,500,345,327,160,447,50,2956
113011256,1336,1505,1415,1004,1125,924,717,2184,271,10481
113011257,1725,624,775,512,724,377,626,1014,127,6503
113011258,610,623,685,521,508,335,398,875,97,4656
113011259,477,288,316,285,232,157,199,391,49,2385
113021260,361,178,198,194,114,72,171,248,26,1563
113021261,291,434,458,380,273,253,302,489,41,2919
113021262,481,263,295,183,225,110,229,368,63,2225
113031263,424,428,388,398,286,250,241,380,59,2857
113031264,359,185,189,151,164,117,125,362,42,1690
113031265,460,296,310,354,238,142,224,428,31,2483
113031266,619,417,387,347,293,215,202,365,50,2903
113031267,1049,1696,1240,1098,1056,774,405,773,143,8229
113031268,284,705,410,517,298,289,154,344,40,3045
113031269,1070,2193,1556,1620,1287,1083,635,1131,188,10759
113031270,668,1428,793,1139,581,513,294,672,104,6194
113031271,1845,1456,1467,1310,842,618,553,790,180,9054
114011272,770,1056,568,406,409,277,140,327,75,4034
114011273,211,310,219,192,149,130,66,159,19,1450
114011274,285,408,311,298,240,141,119,226,21,2050
114011275,5,5,0,3,4,0,0,5,0,26
114011276,341,614,314,275,219,153,45,101,36,2095
114011277,799,1362,1036,1057,732,675,371,739,119,6894
114011278,881,1271,1452,1615,909,938,534,1066,136,8796
114011279,524,776,943,918,625,499,281,687,100,5362
114011280,157,206,288,214,189,115,84,167,21,1437
114011281,239,310,322,185,205,146,102,173,37,1717
114011282,852,1190,1115,918,682,739,243,736,100,6571
114011283,344,434,407,241,270,185,104,252,45,2286
114021284,1023,1636,619,532,636,484,164,333,85,5508
114021285,348,433,665,393,386,332,335,351,58,3308
114021286,721,1112,851,644,525,451,251,541,75,5170
114021287,689,936,852,522,542,423,320,574,81,4936
114021288,415,455,272,175,185,113,70,187,37,1917
114021289,682,726,533,331,380,210,189,285,70,3405
115011290,1932,4133,1169,901,1773,842,380,553,172,11846
115011291,2017,3889,889,713,1740,813,313,423,182,10981
115011294,645,900,288,190,456,263,56,111,36,2930
115011296,1308,2406,417,348,920,475,113,201,89,6275
115011553,656,1252,349,317,552,283,90,150,53,3696
115011554,454,781,131,150,340,161,45,77,29,2161
115011555,1219,1996,465,405,799,488,119,244,78,5811
115011556,904,1816,429,354,721,438,113,229,80,5087
115011557,552,950,176,168,429,228,68,95,51,2718
115011558,1703,3551,633,638,1396,657,186,310,152,9225
115011621,1645,2846,870,754,1365,815,261,442,162,9157
115011622,1147,1994,400,378,878,451,162,226,97,5732
115021297,2337,2467,1650,774,1642,876,402,675,222,11045
115021298,560,651,344,226,336,210,72,159,29,2589
115031299,225,249,244,119,132,81,106,131,39,1317
115031300,1813,1864,2245,1144,1735,820,856,988,188,11655
115041301,967,818,1143,472,976,432,476,433,106,5833
115041623,884,1660,603,504,866,372,259,239,90,5466
115041624,1695,2893,854,659,1317,728,260,347,142,8883
115041625,1779,2811,896,848,1379,869,310,475,120,9488
116011303,667,1575,859,828,1027,585,1133,813,174,7650
116011304,728,1791,966,936,1272,683,1180,858,216,8632
116011306,930,2225,1045,1082,1580,708,1259,1022,256,10099
116011307,1426,2769,1454,1088,1745,838,899,867,206,11294
116011560,486,957,591,557,859,456,730,541,133,5306
116011561,578,1408,831,754,1078,575,1051,772,176,7226
116011626,722,1598,796,678,1045,496,732,572,153,6792
116011627,557,1467,535,455,757,324,489,433,99,5122
116021309,1251,2574,695,714,1318,668,469,411,139,8234
116021562,271,557,192,189,344,170,124,114,31,1980
116021563,1528,3266,1315,1211,1933,1045,964,824,262,12352
116021628,1826,3403,887,890,1700,798,446,413,162,10537
116021629,937,2340,706,655,1186,481,713,442,151,7600
116021630,781,1575,895,663,985,500,545,531,118,6603
116021631,744,1689,462,402,816,324,338,283,113,5179
116021632,1806,4368,1115,1078,1859,842,807,657,231,12752
116021633,949,1958,521,459,938,440,295,284,99,5940
116031313,306,494,561,697,655,408,1128,850,191,5284
116031314,304,581,491,423,633,318,608,394,77,3832
116031315,738,1607,1151,1053,1533,814,1448,1127,204,9667
116031316,543,1008,715,810,1015,620,1291,943,178,7125
116031317,484,1139,809,951,1053,638,1393,983,192,7631
116031318,3,3,4,10,0,0,16,0,0,28
116031319,844,1815,1076,991,1584,732,1464,988,216,9703
117011320,43,94,30,29,39,28,13,11,0,281
117011321,1207,1708,824,665,1077,532,387,432,129,6949
117011323,866,1817,864,758,914,621,419,558,136,6949
117011324,0,0,0,0,3,0,0,0,0,7
117011325,3,0,0,10,0,0,0,0,0,20
117011634,416,911,429,425,546,396,288,370,90,3872
117011635,1553,3605,1422,1248,1700,989,653,996,287,12449
117021327,1970,5094,867,929,1378,672,235,413,128,11702
117021328,910,1760,433,338,618,298,158,228,70,4818
117021636,1178,2679,611,481,760,362,189,291,140,6695
117021637,1148,2907,689,583,956,458,256,396,115,7513
117031329,1477,3069,350,477,663,400,81,215,123,6859
117031330,2794,6080,831,711,1411,718,185,275,186,13185
117031331,2095,5172,652,752,1208,619,170,331,198,11198
117031333,2635,4783,927,1206,1218,624,161,324,178,12063
117031336,1997,4512,559,611,937,562,149,357,180,9866
117031638,781,2338,301,538,544,324,69,137,60,5085
117031639,612,1785,303,402,481,326,75,189,76,4253
117031640,1624,4160,655,727,1007,507,177,279,128,9260
117031641,1541,2626,484,598,793,441,153,309,144,7082
117031642,1277,3332,524,546,805,448,162,340,147,7580
117031643,1412,2743,675,530,965,482,226,296,128,7461
117031644,1203,2140,295,362,573,306,64,164,110,5213
117031645,1465,3039,1314,1390,986,829,403,1320,291,11036
117031646,468,1346,348,455,400,296,159,351,84,3908
117031647,1594,3675,722,611,960,608,255,398,157,8984
117031648,1359,3186,678,519,946,562,137,314,145,7849
118011339,2292,4562,727,674,969,672,177,334,211,10613
118011340,2735,5084,763,779,1039,872,181,311,244,12007
118011341,1928,3861,689,640,950,593,155,366,185,9371
118011342,0,0,0,0,0,0,0,0,0,0
118011344,1323,2153,344,381,637,426,61,138,103,5565
118011345,1973,4097,368,444,840,553,81,149,134,8627
118011346,1502,2072,205,328,603,417,37,92,168,5433
118011347,859,1823,134,183,330,256,20,54,76,3738
118011649,1750,3167,320,398,760,533,59,122,220,7342
118011650,1311,2338,185,238,550,350,32,90,157,5258
118021564,847,2275,503,519,753,457,160,306,92,5903
118021565,865,2406,621,625,825,511,269,425,114,6651
118021566,927,1707,400,358,644,307,118,206,85,4756
118021567,942,1746,539,469,574,314,169,280,81,5128
118021568,738,1620,527,450,677,395,204,314,99,5028
118021569,1714,3867,706,646,988,545,181,284,150,9076
118021570,1216,2953,614,585,815,455,142,299,97,7183
118021651,2453,5053,903,752,1211,672,142,285,213,11689
118021652,847,1304,479,394,585,288,124,205,79,4304
118021653,964,1548,734,610,992,496,336,403,96,6184
118021654,554,840,163,189,279,177,44,76,50,2372
119011354,816,1439,935,673,1170,635,631,614,182,7096
119011355,86,216,53,57,84,46,34,35,17,626
119011356,448,830,521,398,621,344,340,393,124,4028
119011358,960,1880,870,706,1319,585,510,548,139,7509
119011360,964,1797,817,707,1231,625,547,536,152,7366
119011361,653,1492,825,731,1166,621,648,789,191,7121
119011571,479,1265,577,677,771,502,523,637,163,5596
119011572,459,1201,692,715,883,528,600,734,153,5979
119011655,541,1002,538,394,725,405,353,362,109,4428
119011656,465,867,433,378,624,386,265,302,125,3836
119011657,685,1128,656,493,894,455,303,324,92,5032
119011658,1118,1835,827,638,1375,576,361,420,136,7285
119021362,889,1731,925,883,1230,678,523,645,187,7690
119021366,576,1200,750,759,967,674,690,683,221,6520
119021367,726,1284,676,538,928,546,409,410,116,5635
119021573,320,892,501,612,495,553,555,630,148,4692
119021574,219,541,327,402,347,406,410,356,86,3100
119021659,396,879,576,578,500,430,327,620,134,4447
119021660,218,588,391,514,316,293,237,527,93,3173
119021661,704,1447,546,535,809,472,306,421,134,5379
119021662,1428,2421,853,565,1213,658,292,394,175,7989
119021663,382,619,287,184,401,277,140,156,48,2504
119031370,692,1502,587,546,921,484,386,415,134,5671
119031371,987,2062,518,456,956,469,191,261,76,5982
119031372,1382,2508,1056,784,1566,705,420,434,153,9007
119031373,368,972,480,442,603,401,372,428,124,4194
119031374,1653,3154,1177,1202,1653,1089,495,1002,286,11708
119031664,491,1414,590,845,634,670,281,749,131,5803
119031665,593,1326,541,495,783,488,303,441,151,5130
119031666,1102,2193,733,661,1136,561,282,433,132,7228
119031667,430,1160,509,535,671,412,245,470,68,4502
119041377,861,1691,593,429,946,471,286,362,96,5740
119041378,703,1986,671,719,830,506,312,583,126,6423
119041379,939,2072,829,730,1140,732,403,645,146,7634
119041380,980,1545,697,550,1003,518,384,392,156,6210
119041381,1010,2235,1104,1207,1201,948,563,1207,210,9686
119041382,1254,1883,839,611,1272,718,342,411,141,7471
119041668,992,2056,816,656,1076,597,450,680,161,7481
119041669,543,1035,494,348,677,339,284,305,93,4130
119041670,781,1855,766,806,1002,666,454,781,143,7256
119041671,793,2344,585,493,858,491,240,451,157,6409
120011383,2412,3679,908,740,1798,917,267,448,221,11386
120011385,2209,3487,682,579,1317,711,150,295,169,9599
120011386,2288,3572,879,706,1536,780,265,397,182,10599
120011672,1004,2149,617,527,981,440,182,354,93,6342
120011673,1008,2888,467,402,856,451,160,228,136,6595
120021387,2191,3636,393,418,842,479,69,148,98,8271
120021389,1939,3052,474,400,815,469,122,196,89,7550
120021674,1119,2358,327,337,560,327,71,112,76,5282
120021675,2079,4036,658,677,1048,594,168,269,127,9646
120031392,948,2040,516,484,838,430,217,327,101,5897
120031393,1187,2365,779,637,1276,617,320,465,168,7815
120031394,1761,4105,837,735,1276,584,266,401,123,10088
120031395,1295,3007,531,501,942,488,160,240,92,7258
120031396,1079,3551,1029,1064,1319,895,629,1068,297,10931
120031576,265,572,160,136,274,121,78,101,29,1729
120031676,691,2152,570,677,769,438,237,515,104,6153
120031677,770,2241,582,539,755,412,194,431,106,6043
120031678,802,2297,680,825,861,664,322,802,231,7475
120031679,752,1758,444,380,744,420,161,328,116,5105
120031680,805,2652,824,1040,857,817,308,1317,210,8824
120031681,809,1722,331,228,685,351,105,139,88,4468
121011399,2170,4712,841,769,1381,725,220,412,169,11403
121011401,1680,3394,393,423,765,365,67,127,97,7319
121011682,801,2181,297,321,589,295,83,166,76,4818
121011683,1555,2594,257,339,681,411,68,126,129,6154
121011684,1608,3609,651,678,1132,739,171,383,201,9185
121011685,1532,3052,308,390,768,417,48,146,124,6786
121011686,1811,3608,511,549,1038,540,107,209,131,8499
121011687,1395,2441,345,383,801,476,130,195,97,6264
121021403,1768,3848,1242,1156,1633,789,367,615,130,11534
121021404,1055,1861,754,576,884,416,170,346,69,6138
121021406,1724,3668,780,751,1248,634,187,375,103,9468
121021577,662,2177,578,772,799,472,231,548,116,6356
121021578,751,1956,491,448,679,306,136,270,79,5122
121021579,827,2305,400,480,710,328,110,261,102,5521
121031407,2136,4519,539,617,1312,777,146,280,195,10521
121031408,2584,5148,510,701,1316,777,146,298,212,11688
121031409,1961,3545,402,484,1035,560,86,231,146,8450
121031410,2306,3764,553,623,1251,781,154,248,176,9848
121031411,2072,3785,464,605,1182,608,129,263,134,9235
121031412,1897,3596,420,643,1107,557,94,231,153,8700
121041413,2567,4493,506,595,1188,619,110,224,147,10446
121041414,2326,5119,579,589,1328,591,94,208,146,10974
121041416,2175,4334,526,566,1159,618,101,195,151,9816
121041417,1722,3482,335,363,863,395,55,131,138,7496
121041688,1641,2694,302,404,777,489,56,152,161,6669
121041689,1778,3079,291,429,757,513,82,142,160,7228
122011418,2661,3717,613,732,1101,776,131,245,165,10142
122011419,3102,5249,774,837,1199,831,180,292,198,12655
122021420,1410,1900,705,491,684,480,105,276,117,6176
122021421,1214,1478,575,405,664,432,130,242,91,5227
122021422,1539,2125,863,592,830,581,163,328,107,7134
122021690,1302,1819,961,640,920,630,217,337,117,6952
122021691,1099,1470,762,586,739,477,199,275,77,5694
122031424,1285,1750,884,680,981,638,289,501,105,7110
122031425,708,995,503,353,535,296,142,226,66,3828
122031427,1324,2091,501,523,811,500,158,242,68,6222
122031429,2603,4052,1358,1025,1376,920,339,500,192,12366
122031430,1876,2734,914,801,1096,750,275,369,119,8921
122031432,399,470,262,159,233,158,58,91,16,1844
122031692,855,1166,380,308,583,370,115,190,51,4004
122031693,1449,1973,999,690,946,597,242,360,119,7374
122031694,935,1458,563,555,600,393,157,263,63,4983
122031695,1544,2638,1322,1307,1133,961,510,962,166,10546
122031696,1833,2637,928,681,1145,706,244,386,99,8663
122031697,991,1486,787,527,713,462,180,244,68,5454
123011433,920,1309,929,697,892,512,385,418,92,6153
123011698,380,534,571,363,490,270,340,312,68,3329
123011699,1021,1311,1056,743,1070,599,504,539,102,6947
123011700,957,1181,803,583,948,635,378,346,99,5932
123011701,1290,1794,1421,1123,1624,945,860,784,156,10000
123011702,606,967,773,654,764,452,433,365,92,5105
123021436,691,1123,1067,1009,1142,704,994,909,159,7787
123021437,835,1976,1068,1071,1318,784,1039,912,214,9220
123021438,810,1262,1170,1023,1385,823,1082,899,201,8650
123021439,0,0,0,0,0,0,0,0,0,0
123021441,631,1160,908,802,1022,590,841,779,172,6902
123021443,744,1465,1020,1114,1262,759,1062,988,231,8642
123021444,952,1351,1084,941,1248,815,929,910,179,8405
123021703,876,1931,674,619,1008,508,515,427,167,6716
123021704,447,1257,485,528,693,277,426,396,117,4634
123021705,678,1435,768,819,1085,591,768,764,173,7082
123021706,349,869,548,685,727,435,622,621,117,4965
123031445,350,332,537,270,361,228,301,332,84,2792
123031446,837,889,949,505,819,406,440,422,119,5391
123031447,1137,1367,1719,1008,1239,754,837,961,145,9155
123031448,748,685,933,461,711,347,430,398,87,4803
124011449,339,777,312,292,253,149,88,178,43,2420
