SA2_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
101031016,4,0,9,3,8,13,30,33,10,117,4,0,8,0,3,0,9,4,4,32,91,133,257,176,195,215,150,46,14,1277,503,1303,2213,1540,1913,1832,1181,385,98,10964
101041017,5,7,11,7,26,58,100,85,47,356,0,0,0,3,0,0,8,4,0,22,40,31,75,58,76,90,109,92,35,607,217,345,784,815,1028,1333,1453,803,320,7101
101041018,3,0,5,17,25,37,104,101,42,330,0,0,0,4,0,3,5,0,8,27,29,23,63,63,91,100,112,105,73,664,195,311,715,785,1101,1482,1661,991,353,7597
101041019,4,0,9,12,24,45,59,91,49,308,0,0,0,0,0,5,3,3,0,19,36,28,70,67,64,71,73,99,98,603,209,400,878,973,1096,1405,1160,719,295,7128
101041020,3,4,11,18,29,55,104,79,38,329,0,0,3,6,0,0,5,5,4,23,41,23,57,57,106,156,116,54,20,639,244,340,781,888,1247,1953,1630,530,126,7736
101041021,0,0,0,0,3,8,27,25,17,84,0,0,0,0,0,3,9,0,0,11,6,5,24,28,28,35,45,31,11,215,79,125,314,378,451,621,699,359,157,3181
101041022,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,7,14,0,0,30
101041023,4,0,5,10,13,31,47,51,18,174,0,0,0,0,0,0,3,0,5,11,16,9,37,32,36,41,46,43,40,302,87,126,266,301,426,554,621,332,136,2854
101041024,3,0,0,5,8,18,36,27,3,101,0,0,0,0,0,0,0,4,0,10,22,17,22,32,63,70,66,35,0,333,91,148,282,321,483,707,655,268,40,2996
101041025,8,0,6,9,20,21,90,116,86,369,0,0,0,0,4,10,7,0,0,17,34,35,75,58,96,112,145,87,77,705,223,408,1022,1028,1390,1904,2136,1245,468,9824
101041026,10,0,5,21,17,46,113,65,38,309,3,0,0,0,0,3,3,5,0,21,37,35,50,74,90,152,148,86,48,723,189,300,662,743,1022,1682,1685,819,271,7371
101041027,0,0,0,12,15,48,107,100,70,363,0,0,0,0,0,6,9,4,0,16,40,16,68,83,87,135,176,120,86,809,203,239,730,816,1034,1783,2283,1056,443,8576
101051539,10,5,36,58,64,127,264,248,152,961,0,0,8,16,15,19,10,19,10,98,89,133,376,275,274,189,209,181,171,1894,689,1596,3562,2931,2939,3034,2685,1671,731,19828
101051540,7,4,12,17,40,74,169,125,52,504,0,0,0,0,7,4,8,10,8,40,64,40,94,139,120,224,192,122,45,1038,396,522,1183,1467,1872,2420,2022,960,300,11132
101061541,0,5,4,11,14,29,41,43,46,192,0,0,3,0,0,6,8,5,6,27,23,32,67,55,92,61,47,55,41,473,178,333,798,863,914,843,752,437,239,5357
101061542,4,3,6,9,23,28,56,43,28,199,0,0,3,0,4,0,0,7,4,18,22,25,72,68,106,101,95,65,14,579,315,547,1091,1554,2147,1761,1361,626,132,9538
101061543,0,0,20,27,33,70,120,116,85,477,0,0,3,6,6,12,12,8,0,52,32,26,94,81,89,99,100,78,36,654,328,545,1171,1232,1225,1398,1290,808,341,8340
101061544,7,0,8,16,21,56,101,79,26,317,0,0,0,0,5,3,8,8,3,28,32,27,66,70,95,144,132,86,25,685,173,326,751,697,985,1265,1147,637,168,6147
102011028,0,0,0,0,5,12,25,18,7,69,0,0,5,5,0,7,6,5,3,20,7,9,15,40,30,21,23,13,8,181,204,386,524,960,1189,1091,853,379,73,5660
102011029,0,0,3,10,11,27,67,52,41,204,0,3,0,0,5,0,4,0,3,13,16,24,22,39,50,52,83,81,22,395,238,464,746,1196,1534,1707,1827,937,257,8887
102011030,0,0,3,5,11,27,43,28,15,136,0,0,0,0,0,0,0,7,0,14,16,27,43,36,76,65,59,34,4,368,132,270,419,525,750,808,609,310,74,3893
102011031,0,0,0,9,16,42,85,137,93,380,0,0,0,5,0,8,3,8,22,49,14,16,35,46,55,51,108,193,241,760,331,640,1048,1493,1717,1814,1969,1743,992,11738
102011032,9,10,22,23,34,91,114,97,73,470,0,3,11,5,12,9,19,4,3,69,46,77,219,170,173,198,198,160,164,1411,488,1440,3549,2845,2579,2687,2189,1226,613,17611
102011033,4,4,3,5,21,22,24,15,13,109,0,0,0,0,0,5,3,0,0,14,15,15,32,27,28,28,11,12,5,167,218,383,768,937,952,795,418,189,71,4738
102011034,0,0,0,0,6,20,40,52,36,157,0,0,0,5,8,0,0,0,0,18,12,4,35,24,23,37,58,103,151,441,172,343,700,799,830,878,906,859,508,6006
102011035,5,4,9,8,16,26,36,34,23,150,0,0,7,4,8,0,0,0,0,19,11,0,17,34,20,17,22,15,12,148,192,364,855,991,979,918,692,295,77,5368
102011036,10,0,3,8,13,22,31,37,44,164,0,0,4,0,0,0,0,0,21,29,13,10,36,26,26,27,23,24,35,222,235,456,875,1060,1149,1063,735,369,198,6149
102011037,0,0,0,3,13,14,34,24,23,107,0,0,0,0,0,3,3,4,4,15,13,7,16,29,29,35,36,60,66,285,147,289,599,803,914,914,705,558,244,5179
102011038,3,0,0,0,9,12,39,31,20,112,0,0,0,0,0,0,5,0,0,13,12,13,21,24,23,18,34,33,25,204,166,325,657,836,942,975,849,554,215,5515
102011039,0,0,8,0,5,20,39,53,37,168,0,0,0,5,0,4,6,0,0,21,28,29,86,97,75,81,86,83,28,589,369,772,1458,1851,2089,1991,1817,946,240,11541
102011040,7,3,15,20,44,113,195,203,126,727,0,4,7,12,16,14,20,19,13,100,54,77,169,152,172,187,251,260,131,1455,502,1141,2246,3003,3122,3407,3475,2239,852,19998
102011041,0,0,0,0,5,16,34,41,34,138,0,0,0,0,0,0,3,0,9,13,17,27,36,49,37,40,47,46,18,317,260,524,939,1352,1485,1291,1167,681,219,7923
102011042,0,6,20,21,36,89,150,156,86,551,4,0,5,10,9,21,10,15,0,68,48,39,107,85,104,97,134,119,102,833,331,671,1536,1657,1829,1996,1860,1342,627,11851
102011043,0,0,10,11,23,46,67,70,57,284,0,3,0,5,3,3,4,7,0,27,46,28,70,54,72,55,87,101,100,618,297,585,1396,1418,1293,1273,1219,884,483,8853
102021044,5,5,16,32,34,85,214,140,150,677,0,0,3,6,6,4,14,8,13,59,67,38,130,162,116,114,155,200,241,1210,528,1103,2698,2839,2609,2666,2565,1533,893,17434
102021045,7,8,22,22,38,64,91,82,36,378,0,0,0,6,3,5,11,3,0,32,25,37,64,55,56,48,46,45,18,403,351,788,1675,1272,1468,1205,830,500,147,8244
102021046,0,4,5,3,13,72,101,100,51,353,0,0,3,0,0,3,6,6,6,19,37,29,69,68,56,62,85,85,33,530,266,462,1125,1024,1118,1380,1257,844,250,7733
102021047,0,0,16,11,27,68,108,82,58,363,0,0,8,0,4,3,3,12,4,31,24,37,57,57,64,65,76,124,101,611,409,910,1928,1895,1935,2059,1665,1030,425,12255
102021048,16,3,31,43,73,160,242,241,137,945,0,5,3,11,9,13,18,18,3,88,69,82,172,163,165,172,240,290,228,1594,672,1329,2763,2377,2639,2826,2566,1709,827,17717
102021049,3,4,0,4,7,15,28,21,4,83,0,0,3,3,0,0,0,0,0,8,15,5,12,21,24,14,24,9,0,129,137,210,271,389,569,558,395,165,28,2713
102021050,3,5,6,9,23,68,156,138,58,452,0,0,0,0,5,3,3,12,10,30,23,11,31,34,45,53,136,180,75,581,262,472,1003,974,1146,1472,1788,1447,367,8933
102021051,0,0,0,0,8,16,22,22,6,74,0,0,0,0,5,3,7,0,0,14,22,17,14,29,30,24,8,9,13,160,160,321,561,621,694,726,457,209,64,3812
102021052,0,0,4,6,11,32,76,48,15,200,0,0,0,0,0,3,4,4,0,16,18,16,37,26,44,42,25,34,13,253,173,324,676,692,863,898,864,468,128,5092
102021053,0,5,12,25,34,86,148,136,83,537,0,0,4,8,8,6,13,8,9,61,61,78,156,159,124,146,173,158,73,1123,341,846,1722,1820,2032,2306,2350,1311,506,13237
102021054,0,0,8,8,31,64,98,104,72,391,0,0,0,0,0,9,12,7,4,33,28,25,85,65,78,67,83,100,104,638,217,493,1075,1030,1162,1331,1341,913,429,8001
102021055,0,0,4,3,3,18,24,27,14,88,0,0,0,0,0,0,0,3,3,13,18,15,28,25,23,13,24,16,4,169,175,359,647,662,729,610,451,276,77,3983
102021056,10,5,19,28,28,82,158,118,72,513,0,0,8,5,13,15,38,25,6,113,58,53,123,110,102,79,106,165,165,952,684,1180,2464,2889,2545,1751,1513,1053,450,14537
102021057,13,3,24,20,37,72,96,62,39,363,0,0,4,3,8,7,7,3,3,33,56,44,104,105,93,77,66,56,19,617,321,598,1139,1060,1218,1183,963,549,160,7190
103011059,3,3,11,16,19,47,89,68,49,303,0,0,0,4,6,3,8,4,0,35,37,42,61,77,73,51,55,69,62,526,364,702,1491,1475,1537,1274,1107,635,268,8854
103011060,0,0,0,3,7,36,62,49,11,167,0,0,0,0,0,0,4,0,0,3,16,32,78,90,110,101,82,36,11,560,184,269,586,766,1024,1156,944,385,83,5393
103011061,0,0,3,10,15,36,62,48,17,190,0,0,0,3,0,0,10,3,0,29,34,50,79,102,82,64,106,70,11,598,128,221,487,540,618,719,763,382,99,3962
103011612,7,4,16,21,24,49,79,96,98,394,0,4,14,7,10,5,8,6,0,50,57,164,413,316,183,95,69,82,51,1426,413,1155,1850,1262,1178,1232,1052,817,471,9423
103011613,4,6,25,8,26,56,89,82,45,329,0,0,8,0,4,7,4,7,5,30,40,47,84,68,86,71,71,57,22,546,381,835,1868,1768,1792,1687,1380,681,237,10628
103021062,4,0,9,12,9,42,86,69,37,265,0,0,5,0,4,0,11,10,4,31,30,41,96,101,98,104,85,64,53,670,166,290,733,713,733,879,723,430,213,4882
103021063,0,4,8,18,27,65,142,114,66,451,0,0,0,5,0,6,5,0,0,21,40,55,86,72,89,91,108,82,53,665,240,512,981,894,1077,1183,1274,796,362,7317
103021064,0,0,0,10,17,46,99,61,29,271,0,0,4,0,0,5,7,6,0,16,38,34,53,59,89,84,105,80,27,563,149,233,505,528,766,919,915,526,128,4660
103021065,7,0,10,18,30,70,144,107,67,449,0,0,0,0,0,9,7,6,5,30,59,54,99,93,99,123,115,128,58,827,294,498,1085,1053,1155,1337,1215,804,308,7748
103021066,0,3,0,9,12,22,57,34,17,149,0,0,0,0,0,0,0,0,6,9,8,7,21,24,29,46,39,47,15,232,66,123,284,326,422,580,573,345,140,2857
103021067,3,6,14,19,27,73,132,101,84,460,0,0,0,0,4,0,6,7,6,27,48,42,94,106,84,93,74,84,59,670,298,662,1321,1242,1295,1349,1113,740,332,8354
103021068,0,0,0,4,12,30,45,33,16,151,0,0,0,0,3,0,0,4,0,8,31,15,32,37,43,71,41,20,18,306,105,123,316,334,383,538,425,203,82,2509
103021069,5,0,7,3,17,44,68,46,33,220,0,0,0,0,0,0,6,5,0,10,16,25,65,85,73,93,82,51,33,527,139,276,642,667,701,835,688,395,178,4523
103031070,6,5,15,25,40,84,148,122,79,522,0,0,0,0,0,10,4,6,0,31,51,65,229,172,130,124,152,133,67,1129,337,623,1481,1295,1512,1749,1600,1077,388,10061
103031071,0,0,8,11,24,60,108,71,28,312,0,0,0,6,3,0,0,7,0,22,29,38,64,63,100,94,123,63,14,586,226,399,807,883,1150,1429,1236,569,153,6847
103031072,3,4,8,16,22,56,100,81,77,369,0,0,4,0,0,9,7,15,5,37,26,45,109,107,102,87,79,81,55,689,351,681,1855,1578,1520,1396,1158,825,353,9714
103031073,5,0,5,3,9,31,84,51,20,211,0,0,0,0,0,0,0,4,0,7,14,9,28,39,51,54,55,54,14,326,97,116,242,282,467,572,604,375,95,2848
103031074,0,0,6,15,30,91,144,114,41,441,0,0,0,6,0,3,6,8,0,23,61,43,113,151,141,173,162,105,23,973,309,400,1068,1264,1567,1764,1395,750,191,8701
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,4,0,6,11,16,40,75,60,47,257,0,0,0,3,3,4,3,5,0,21,21,21,41,47,69,77,81,74,15,447,184,307,805,777,975,1079,865,478,162,5631
103041077,12,12,30,53,63,127,220,172,132,819,0,0,11,4,13,10,21,13,11,85,77,97,198,169,173,153,184,175,114,1354,480,1103,2592,2328,2162,2298,2131,1401,697,15195
103041078,13,7,30,29,62,79,131,120,70,543,0,0,8,15,18,8,22,11,0,89,40,65,152,126,106,105,88,84,70,832,629,1393,3240,3032,2808,2243,1829,1004,324,16511
103041079,3,0,13,9,21,44,113,75,44,315,0,0,3,7,4,3,4,5,0,24,43,28,59,108,92,99,97,77,41,651,280,541,988,1400,1618,1693,1396,707,214,8841
104011080,16,4,29,39,67,112,193,225,166,846,0,3,5,8,13,15,17,12,5,77,76,97,191,159,168,147,191,189,184,1402,519,1098,2184,2017,2200,2415,2309,1595,775,15122
104011081,7,3,13,25,68,135,212,159,80,699,4,0,4,4,3,4,9,3,5,39,77,163,529,425,332,312,227,129,25,2215,389,691,1705,1740,2354,3011,2633,1108,264,13903
104011082,0,3,9,8,27,73,197,213,139,667,0,4,0,4,0,4,10,7,5,27,39,51,97,125,127,173,245,191,92,1136,332,585,1326,1612,1985,3004,3675,2112,731,15360
104021083,4,3,4,8,14,20,19,24,22,119,0,0,0,0,3,0,0,0,3,12,26,17,31,56,82,64,70,45,36,427,150,207,494,673,883,967,842,391,145,4751
104021084,11,15,47,87,46,106,165,152,100,727,3,10,32,45,29,37,16,6,5,176,79,62,192,170,136,133,133,165,87,1162,517,1011,2084,2169,2212,2275,2257,1438,540,14508
104021085,10,13,46,69,43,55,81,83,77,479,0,3,53,27,23,20,15,4,8,160,52,44,144,123,142,126,170,246,266,1314,313,593,1409,1332,1320,1413,1337,1108,668,9497
104021086,0,0,10,10,3,19,21,28,4,100,0,0,3,4,0,0,0,0,0,12,20,17,26,30,44,54,25,22,3,247,114,186,380,467,604,645,462,189,29,3078
104021087,3,0,7,8,5,33,39,37,28,152,0,0,0,0,0,0,0,5,6,16,12,5,28,37,33,56,39,25,13,268,63,92,277,288,392,652,553,276,97,2687
104021088,4,0,0,6,9,23,47,45,21,162,0,0,3,3,3,5,5,0,0,30,12,15,47,49,48,44,47,27,13,310,214,356,984,1349,1399,1424,1355,557,132,7785
104021089,6,6,23,42,45,96,162,167,110,655,0,0,3,8,0,4,12,10,8,36,62,41,119,121,127,105,94,109,94,876,544,873,2057,2210,2608,2674,2608,1534,603,15710
104021090,0,0,3,5,10,22,47,42,43,177,0,0,0,0,0,4,0,0,0,6,23,14,30,47,53,42,80,54,15,348,105,157,408,444,641,872,958,483,181,4248
104021091,3,4,22,40,39,72,138,100,62,488,0,7,28,19,16,14,17,9,6,109,26,37,154,101,80,121,127,95,58,800,350,622,1901,1748,1651,2005,2265,1008,351,11901
105011092,4,0,3,0,18,57,50,33,19,192,0,0,0,0,3,5,7,0,0,19,40,48,94,76,89,86,71,39,10,547,122,233,507,388,444,554,356,161,56,2822
105011093,3,4,11,9,15,29,65,44,22,201,0,0,0,0,0,0,3,0,0,13,43,49,124,113,87,100,74,49,7,658,140,256,669,589,511,643,432,229,76,3547
105011094,0,3,10,12,21,41,48,52,31,209,0,0,0,5,0,0,7,5,5,21,43,35,71,74,52,73,68,59,22,488,125,206,501,416,464,577,440,238,85,3050
105011095,0,0,3,8,21,28,56,55,22,199,0,0,3,0,0,4,6,5,0,16,19,24,46,48,70,76,80,67,52,487,117,270,585,426,642,665,519,387,157,3770
105011096,5,4,11,13,17,53,103,79,13,289,0,0,0,0,6,0,9,10,0,37,85,66,181,161,195,241,200,114,29,1270,175,262,688,586,742,998,883,417,82,4832
105021097,11,13,34,56,69,235,376,229,149,1176,0,0,0,0,7,10,3,15,3,47,93,103,193,205,169,176,198,174,132,1445,540,929,2194,1892,2032,2630,2279,1268,584,14333
105021098,10,10,13,7,14,37,43,32,14,164,0,0,0,0,0,6,11,4,0,21,29,39,73,52,66,75,69,31,12,450,97,156,321,289,378,435,417,146,33,2275
105031099,0,0,6,9,32,74,125,110,47,408,0,0,0,0,3,3,4,4,4,23,63,43,102,108,149,186,226,150,77,1106,201,299,746,720,972,1244,1285,713,292,6463
105031100,6,3,12,20,23,58,105,88,46,366,0,0,8,4,4,9,6,3,0,34,60,60,161,119,116,96,90,71,36,807,352,644,1634,1301,1222,1363,951,511,190,8169
105031101,9,3,16,15,50,97,158,138,100,587,0,0,10,6,10,13,18,12,3,64,96,95,277,189,164,163,132,137,112,1358,517,1129,3465,2458,2139,2077,1640,1115,510,15056
105031102,6,5,9,15,30,52,106,74,32,325,0,0,0,8,4,8,7,3,0,27,62,63,159,136,100,71,81,64,31,765,311,669,1595,1259,1117,976,925,665,205,7718
105031103,7,0,9,9,14,37,61,39,16,195,0,0,0,0,0,3,3,3,0,10,40,29,46,54,63,96,61,53,11,452,155,243,528,686,827,893,669,304,69,4380
105031104,0,0,5,11,16,33,71,64,30,229,0,0,0,0,4,0,8,3,0,10,28,17,66,66,76,85,83,62,27,518,106,159,448,446,555,681,601,371,134,3495
105031105,7,0,4,12,20,39,101,65,24,260,0,0,4,5,4,0,6,11,3,27,47,41,101,105,83,110,95,92,58,721,182,314,709,685,710,853,747,470,166,4826
105031106,0,3,15,15,39,80,116,85,63,413,0,0,0,3,0,0,4,0,0,13,48,78,252,240,178,131,132,94,32,1189,207,429,1018,920,989,1175,1014,588,224,6572
106011107,7,5,7,16,21,52,118,47,29,294,0,0,6,0,3,3,3,3,0,25,21,22,61,65,52,54,59,50,6,393,371,703,1788,1769,1602,1468,1200,507,92,9502
106011108,18,14,46,46,66,166,316,199,124,991,0,0,9,9,12,15,15,14,4,75,74,217,636,537,384,247,226,235,162,2714,702,1458,3334,2930,2810,2746,2433,1386,650,18452
106011109,0,3,11,10,24,55,84,54,23,257,0,0,0,0,3,8,0,0,0,25,31,36,47,58,65,70,67,23,6,404,300,441,926,1085,1327,1371,1141,414,98,7100
106011110,3,4,7,6,9,58,89,81,46,305,0,0,3,0,0,4,3,4,0,16,23,12,43,59,47,69,66,58,16,397,271,389,852,1109,1263,1542,1257,666,185,7535
106011111,8,15,30,33,65,150,292,139,94,828,0,3,10,3,5,7,9,9,5,58,53,69,151,116,122,98,114,109,54,893,637,1341,3238,2432,2403,2318,1954,892,335,15545
106011112,8,11,38,21,48,73,116,100,88,501,4,0,5,7,4,13,3,5,3,50,106,125,173,115,96,92,90,56,22,880,763,1247,2594,2079,2194,1894,1353,704,309,13139
106011113,0,3,3,5,10,32,54,40,10,153,0,0,0,3,0,3,0,0,0,10,39,15,43,48,84,63,53,20,6,372,171,233,532,688,809,817,568,241,40,4112
106021114,3,7,11,16,17,37,56,42,34,228,0,0,0,3,0,7,3,4,3,24,15,15,68,58,42,61,54,76,73,467,216,573,1487,1264,1029,821,652,355,202,6596
106021116,3,0,6,6,14,9,33,39,33,139,0,3,0,0,0,3,0,3,0,16,20,13,30,42,21,32,19,29,14,211,345,424,839,1183,1162,1047,825,445,146,6410
106021614,15,10,29,10,42,85,151,95,64,504,0,0,7,10,14,12,11,7,10,61,41,44,131,98,84,104,104,92,89,779,562,1155,2262,2271,2347,2161,1778,921,388,13854
106021615,4,8,19,22,31,74,130,120,80,480,0,4,3,5,5,10,8,8,5,45,45,40,95,96,73,54,87,87,41,617,486,1041,2505,2371,2039,1678,1547,899,317,12886
106021616,7,9,19,23,28,58,89,58,31,308,0,0,3,6,7,0,3,0,0,23,21,32,76,70,49,45,40,21,12,361,233,537,1345,1021,896,854,706,313,101,6015
106021617,3,4,18,11,32,46,79,73,39,309,0,0,3,4,0,9,0,0,0,19,18,23,45,47,40,33,37,44,11,305,263,519,1298,1201,1185,1167,1163,786,220,7798
106021618,3,0,10,10,24,56,94,73,29,309,0,0,12,9,12,9,14,0,0,58,18,25,69,56,26,28,26,18,0,262,395,1043,2692,2282,1857,1609,1041,433,93,11443
106031119,0,3,0,4,10,33,65,48,13,177,0,0,0,5,0,4,0,3,3,9,13,17,16,18,45,56,78,82,19,341,182,267,467,549,821,1014,1124,670,121,5223
106031120,0,0,8,3,20,34,81,58,30,248,0,0,0,6,0,0,0,4,0,16,27,15,44,29,47,50,63,46,22,343,169,296,627,638,802,1101,1113,604,163,5511
106031121,0,7,17,17,28,88,173,187,118,635,0,3,7,5,7,8,21,6,3,64,50,46,76,68,85,135,193,290,218,1153,465,827,1602,1918,2563,3393,3801,2693,969,18231
106031122,16,9,32,31,75,95,183,113,53,608,0,4,13,3,13,15,9,3,0,55,43,38,141,130,130,105,132,112,32,859,473,892,1917,1725,1789,1778,1474,807,249,11107
106031123,0,0,0,9,3,25,35,25,17,116,0,0,0,0,4,0,0,0,0,12,11,9,12,28,22,20,20,10,0,129,198,340,448,632,855,900,597,219,59,4238
106031124,4,0,3,7,6,21,69,48,27,189,0,0,0,3,0,0,3,3,3,8,10,15,26,26,39,53,91,122,105,470,84,129,267,339,498,1028,1535,1059,348,5277
106031125,3,4,28,31,26,74,134,88,43,425,0,0,0,0,5,4,0,4,5,26,28,46,61,66,70,88,83,82,20,536,425,758,1550,1827,1988,1899,1649,844,167,11107
106041126,10,8,31,51,46,83,118,90,61,487,0,0,0,0,8,8,11,0,0,35,50,71,221,185,133,93,75,57,36,933,373,710,1910,1656,1543,1426,1015,512,183,9322
106041127,0,0,9,7,9,29,39,48,21,163,0,0,0,0,0,0,3,4,0,15,19,10,30,34,47,41,48,27,12,265,140,189,468,535,594,574,428,229,76,3234
106041128,5,0,4,18,7,24,47,57,33,200,0,7,3,7,3,9,5,8,0,35,6,19,53,27,42,32,44,71,51,353,139,300,825,783,744,713,571,417,197,4689
106041129,0,4,4,9,20,65,107,80,40,328,0,0,0,0,4,5,5,3,7,27,29,22,68,68,72,116,89,49,41,550,217,385,875,945,1050,1236,1080,520,197,6510
107011131,10,4,25,33,54,120,267,231,151,904,4,0,6,8,10,13,22,23,12,98,74,51,136,125,104,79,100,130,72,871,681,1425,2972,2868,2922,2806,2646,1842,655,18818
107011132,0,0,3,19,19,35,80,42,21,222,0,3,0,0,4,10,7,9,6,43,19,14,50,43,31,52,30,57,32,331,367,732,1677,1902,1483,1266,798,395,122,8753
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8
107011134,4,0,12,17,30,64,136,161,109,538,0,5,3,3,7,11,22,16,18,83,26,18,85,53,50,46,58,87,108,536,438,911,1781,1845,1966,2046,1482,882,499,11839
107011545,0,8,24,54,61,160,276,247,113,941,0,0,14,17,21,26,68,66,49,257,42,52,109,101,105,85,77,66,41,673,376,886,1861,1715,1734,1758,1323,854,367,10889
107011546,0,0,21,20,40,95,214,285,193,863,0,0,9,7,10,23,47,71,76,235,31,38,116,92,76,71,71,68,23,592,205,553,1259,1157,1189,1250,975,708,413,7721
107011547,0,0,4,3,8,22,77,92,41,250,0,0,0,0,4,0,15,3,7,30,7,11,17,15,24,32,66,58,28,262,104,195,372,418,485,616,649,493,161,3490
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
107031136,0,6,12,23,19,63,135,101,50,422,0,3,9,9,14,10,7,16,0,54,21,20,65,80,40,51,59,72,117,528,509,1177,2999,2527,2324,2036,1415,678,304,13969
107031137,0,4,14,8,15,42,95,80,59,323,0,3,0,6,11,15,8,6,0,51,15,24,42,42,41,34,29,39,16,286,194,454,923,752,792,922,779,445,212,5473
