SA2_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
303011047,138,26,30,30,34,19,4,12,852,0,0,0,0,0,0,0,0,0,0,4,1197,428,278,44,61,43,65,29,6,37,2180
303011048,202,40,44,33,41,23,0,11,805,0,0,0,0,0,0,0,0,0,0,3,764,361,347,65,65,73,57,29,11,27,1805
303011049,237,62,45,42,58,34,6,32,1351,0,0,0,0,0,0,0,0,0,3,6,1450,536,438,86,76,66,81,49,7,72,2864
303011050,191,38,35,41,55,11,10,15,974,0,0,4,0,0,0,0,0,0,0,6,926,327,285,65,45,58,62,17,10,34,1829
303011051,452,92,98,105,121,41,23,46,3490,3,0,0,0,0,0,0,0,0,0,3,3051,1206,657,120,130,151,140,55,28,90,5621
303021052,433,118,149,176,220,73,8,39,2101,3,0,0,0,0,0,0,0,0,0,3,1447,528,595,154,192,202,280,111,12,73,3595
303021053,473,151,174,218,263,72,19,34,2398,0,0,0,0,0,0,0,0,0,5,10,1765,670,732,193,218,273,317,111,25,76,4384
303021054,136,33,53,75,91,24,3,5,813,0,3,0,0,0,0,0,0,0,0,5,651,212,212,47,84,85,118,38,11,21,1478
303021055,325,106,134,144,192,51,20,24,1759,0,0,0,0,6,0,0,0,0,7,5,1299,444,462,143,156,178,224,66,31,52,3053
303021056,181,27,17,53,47,28,0,18,881,0,0,0,0,0,0,0,0,0,0,0,958,286,292,47,38,64,63,35,0,34,1826
303021057,149,45,37,38,55,20,4,8,835,0,0,0,0,0,0,0,0,0,0,0,724,270,236,58,54,51,70,19,13,28,1525
303021058,394,169,197,297,412,161,35,44,2396,5,0,0,0,0,0,0,0,0,9,16,956,422,533,209,245,349,474,194,47,101,3529
303021059,199,61,62,87,86,33,3,15,1126,0,0,0,0,0,0,0,0,0,4,5,1205,417,330,85,85,115,100,45,13,53,2431
303031060,1133,262,262,326,415,126,30,104,6620,0,0,0,0,0,0,5,0,0,0,15,3348,1708,1267,285,300,354,447,139,41,135,8032
303031061,495,134,151,208,253,78,8,87,2857,0,0,0,0,0,0,0,0,0,12,12,1218,611,561,147,163,231,276,88,13,115,3431
303031062,423,91,83,80,68,29,32,15,2164,0,0,0,0,0,4,3,0,0,0,4,1413,674,491,103,100,108,84,38,36,32,3077
303031063,484,95,106,130,149,32,9,29,2449,0,0,7,0,0,0,0,0,0,4,15,1954,853,664,128,128,168,181,39,15,66,4195
303031064,983,207,221,211,200,111,35,60,4530,0,6,0,0,0,0,0,6,0,7,15,1866,1468,1092,224,249,233,239,123,36,90,5621
303031065,663,168,214,225,272,117,23,52,3020,0,0,0,0,0,0,0,0,0,5,11,1492,738,796,193,244,254,304,133,29,93,4273
303031066,731,169,147,135,176,100,37,63,3419,4,0,0,0,0,0,0,0,0,4,9,1872,995,832,198,162,160,195,102,37,89,4641
303041067,430,119,122,154,206,65,12,62,2185,0,0,0,0,0,0,0,0,0,9,15,868,521,464,129,140,170,226,78,16,90,2703
303041068,260,64,63,91,99,41,13,24,1476,0,0,0,0,0,0,0,0,0,0,0,1306,466,395,88,90,108,122,49,19,42,2689
303041069,326,96,110,157,252,96,23,46,2459,0,0,0,0,0,0,0,0,0,14,9,1224,437,359,103,112,173,264,108,21,61,2871
303041070,150,40,48,62,81,41,4,18,974,0,0,0,0,0,0,0,0,0,0,0,850,324,240,53,61,78,90,50,6,40,1793
303041071,130,32,21,41,19,23,23,7,868,0,0,0,0,0,0,0,0,0,0,0,1175,344,242,35,28,45,27,25,26,22,1968
303051072,499,133,87,84,134,46,20,24,2485,3,4,0,0,0,0,0,0,0,5,8,1537,858,627,157,103,105,155,51,26,58,3675
303051073,1853,344,347,351,476,187,36,179,10423,0,3,0,0,0,0,0,0,0,7,11,5479,3003,2131,373,390,386,529,218,42,226,12766
303051074,1009,183,143,155,157,74,24,62,4149,0,3,3,0,0,0,0,0,0,0,4,1478,1577,1203,218,175,194,177,88,34,79,5223
303051075,1046,188,158,164,203,99,14,78,5348,0,3,0,0,0,0,0,0,0,10,12,3060,1946,1205,210,182,195,226,112,19,121,7273
303051076,574,95,74,99,95,45,13,83,2318,3,0,5,0,0,0,0,0,0,0,9,1358,650,690,119,89,114,114,53,15,116,3317
303061077,685,113,110,116,145,62,16,51,3596,4,0,4,0,0,0,0,0,0,8,11,2104,1010,789,132,125,137,144,68,20,81,4611
303061078,1194,282,271,385,449,150,23,121,6183,0,0,0,0,0,0,0,0,0,9,18,2767,1574,1339,303,289,407,470,148,22,155,7488
303061079,777,216,260,295,427,128,22,115,4274,0,0,0,0,0,0,0,0,0,3,4,1761,817,880,239,272,317,454,133,30,143,5046
303061080,1273,328,322,388,434,151,29,178,7815,3,0,3,0,0,0,0,0,0,15,27,4141,1832,1431,362,335,426,464,166,34,271,9456
304011081,168,29,34,25,42,10,8,38,1256,0,0,0,0,0,0,0,0,0,0,0,1470,394,284,49,50,35,48,18,7,58,2417
304011082,188,23,30,37,33,11,3,29,1385,0,0,0,0,0,0,0,0,0,0,0,1472,449,294,43,49,42,44,24,8,47,2458
304011083,116,15,21,12,16,3,6,7,580,0,0,0,0,0,0,0,0,0,3,3,722,196,192,25,27,10,24,10,0,15,1230
304011084,317,41,48,37,27,13,0,28,1796,3,0,0,0,0,0,0,0,0,0,3,2033,539,467,57,61,53,43,22,9,88,3363
304011085,102,14,31,16,19,13,6,14,884,0,0,0,0,0,0,0,0,0,0,0,1078,225,137,20,44,20,38,13,6,24,1598
304021086,246,57,69,44,44,14,6,3,1242,0,0,0,0,0,0,0,0,0,0,0,1639,901,574,92,105,76,75,31,16,31,3525
304021087,115,15,26,19,25,19,8,22,730,3,0,0,0,0,0,0,0,0,3,3,1299,390,279,37,50,42,44,35,11,60,2252
304021088,343,78,80,72,81,47,8,12,1915,0,0,0,0,0,0,0,0,0,0,0,1948,773,586,125,101,89,122,53,14,29,3842
304021089,119,22,31,28,29,13,0,5,560,0,0,0,0,0,0,0,0,0,0,0,694,271,255,40,53,41,61,26,10,8,1457
304021090,277,58,40,73,79,23,11,16,1356,0,0,0,0,0,0,0,0,0,0,0,1461,669,472,112,64,90,138,35,26,34,3092
304021091,53,6,7,8,15,0,0,17,416,0,0,0,0,0,0,0,0,0,0,0,954,298,160,34,25,22,33,3,4,38,1575
304031092,117,40,30,31,49,25,12,17,699,4,0,0,0,0,0,0,0,0,16,20,929,339,250,72,50,68,81,60,14,47,1908
304031093,119,20,28,32,51,10,0,13,574,0,0,0,0,0,0,0,0,0,0,0,607,228,198,38,50,46,63,18,11,25,1289
304031094,753,217,282,327,475,209,80,55,3821,0,0,0,0,0,0,0,0,0,0,0,1787,844,960,277,344,379,568,273,94,85,5610
304031095,170,38,71,36,76,11,5,6,717,0,0,0,0,0,0,0,0,0,0,0,756,293,267,51,86,57,97,29,11,20,1673
304031096,522,194,272,435,582,304,82,43,3283,0,6,3,0,0,0,0,0,0,3,8,1204,672,704,233,331,538,684,396,112,69,4949
304031097,375,106,122,207,206,98,25,26,1835,0,0,0,0,0,0,0,0,0,0,4,1068,514,524,141,161,240,259,117,38,44,3124
304041098,165,31,54,65,94,22,4,16,832,0,0,0,0,0,0,0,0,0,0,0,757,310,289,63,66,79,111,37,9,29,1747
304041099,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
304041100,124,26,34,19,23,3,0,15,523,0,0,0,0,0,0,0,0,0,0,6,700,255,203,32,50,37,27,8,0,53,1358
304041101,89,21,19,48,20,13,6,9,566,0,0,0,0,0,0,0,0,0,0,0,815,305,205,40,34,64,38,30,3,23,1567
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,215,54,38,50,53,30,17,11,1240,0,0,0,0,0,0,0,0,0,0,0,2253,833,597,98,76,87,86,57,28,42,4153
304041104,210,37,47,28,12,0,14,13,869,0,0,0,0,0,0,0,0,0,3,3,1181,505,430,76,98,64,31,16,19,41,2463
305011105,686,282,434,588,951,492,105,75,4812,8,0,0,0,0,0,4,0,0,21,37,1657,864,920,341,517,690,1148,626,173,148,7100
305011106,466,196,229,298,398,120,14,31,2299,5,0,0,0,0,0,0,0,0,5,11,951,501,705,279,306,372,504,183,40,71,3909
305011107,174,53,48,73,100,54,6,12,1169,0,0,0,0,0,0,0,0,0,70,70,938,315,264,72,66,119,151,79,17,113,2123
305011108,309,98,117,134,270,92,30,46,1713,0,0,0,0,0,0,0,0,0,3,6,1256,470,512,136,177,215,348,147,45,88,3395
305011109,219,95,98,139,163,80,18,21,1537,0,0,0,0,0,0,3,0,0,6,13,1648,439,431,148,138,192,242,135,41,53,3463
305011110,845,384,455,568,869,381,104,97,5098,0,4,0,0,0,0,9,0,0,3,16,1515,1023,1137,445,554,692,1057,538,153,134,7251
305011111,423,137,206,317,615,251,43,47,2503,0,0,0,0,0,0,0,0,0,14,15,709,331,551,171,245,365,700,307,54,73,3519
305011112,635,190,229,284,392,177,50,38,3297,0,0,0,0,0,0,0,0,0,0,4,2034,815,950,280,295,397,519,255,79,73,5696
305021113,75,13,9,14,17,10,6,3,315,0,0,0,0,0,0,0,0,0,0,0,510,197,182,18,30,42,32,29,9,22,1077
305021114,89,32,42,42,48,21,15,8,612,0,0,0,0,0,0,0,0,0,0,0,869,368,259,63,85,84,91,58,42,40,1952
305021115,176,55,84,97,146,42,12,11,949,0,0,0,0,0,0,0,0,0,0,3,671,260,278,84,115,122,187,64,17,38,1830
305021116,50,25,16,16,19,11,3,5,318,0,0,0,0,0,0,0,0,0,0,0,544,221,156,43,37,43,52,25,3,13,1143
305021117,304,85,71,86,95,42,6,16,1283,0,0,5,0,0,0,0,0,0,0,7,1356,650,608,151,131,129,170,75,21,60,3342
305021118,72,18,28,20,28,10,6,5,431,0,0,0,0,0,0,0,0,0,0,0,708,243,224,31,35,29,48,36,23,11,1393
305031119,95,37,38,52,71,29,3,3,542,0,0,0,0,0,0,0,0,0,8,3,447,211,157,43,61,88,100,44,16,22,1182
305031120,112,40,43,49,39,6,0,0,525,0,0,0,0,0,0,0,0,0,0,0,605,223,189,52,68,64,48,20,0,19,1290
305031121,106,28,36,38,70,23,6,3,580,0,0,0,0,0,0,0,0,0,0,0,640,212,200,44,59,63,92,46,7,20,1396
305031122,280,89,132,192,164,54,22,18,1480,5,0,0,0,0,0,4,0,0,0,9,1135,457,461,118,156,231,188,79,30,45,2900
305031123,53,16,15,24,15,7,0,0,236,0,0,0,0,0,0,0,0,0,0,0,396,141,125,18,25,30,26,10,0,13,787
305031124,144,60,66,57,74,40,24,20,921,0,0,0,0,0,0,0,0,0,0,5,907,302,263,80,91,85,115,49,32,50,1975
305031125,44,15,6,10,22,10,0,0,313,0,0,0,0,0,0,0,0,0,0,0,493,176,127,31,18,24,37,11,9,11,932
305031126,522,182,281,363,454,193,51,42,2708,0,0,0,0,0,0,0,0,0,12,15,873,566,702,219,327,426,521,236,67,80,4016
305031127,108,41,46,65,80,34,0,11,636,0,0,0,0,0,0,0,0,0,0,4,484,224,180,59,56,91,99,47,8,26,1267
305031128,532,211,241,259,334,152,29,39,2706,0,0,0,0,0,0,0,0,0,13,13,1980,864,972,327,358,394,485,260,81,97,5820
305031129,34,15,13,14,23,3,0,0,291,0,0,0,0,0,0,0,0,0,0,0,405,140,92,25,30,25,38,10,3,9,773
305031130,137,58,75,86,97,30,3,21,906,0,0,0,0,0,0,0,0,0,0,4,759,348,266,80,94,104,118,40,5,43,1868
305031131,278,110,143,175,157,46,8,38,1458,0,0,0,0,0,0,0,0,0,0,5,1089,444,432,149,164,210,201,64,23,69,2856
305041132,147,28,38,49,85,29,4,6,850,0,0,3,0,0,0,0,0,0,3,10,1400,458,377,87,77,65,131,43,8,34,2676
305041133,114,39,43,85,85,44,3,4,667,0,0,0,0,0,0,0,0,0,0,0,608,219,231,56,60,106,106,51,10,13,1458
305041134,73,18,18,21,30,17,4,6,522,0,0,0,0,0,0,0,0,0,0,0,1086,350,245,41,41,53,59,44,14,21,1950
305041135,222,95,106,115,151,60,17,23,1225,0,0,0,0,0,0,0,0,0,0,3,1187,355,456,142,154,188,231,119,44,52,2923
305041136,88,23,34,42,52,37,0,9,492,0,0,0,0,0,0,0,0,0,0,0,624,216,181,33,50,63,76,47,6,16,1313
305041137,398,181,212,284,367,190,35,35,2509,0,0,0,3,0,0,0,0,0,3,4,1366,622,587,247,259,354,414,231,67,57,4212
306011138,68,21,14,10,9,4,0,7,413,0,0,0,0,0,0,0,0,0,4,4,681,227,131,40,24,21,24,7,3,19,1180
306011139,156,23,33,52,69,25,8,10,915,0,0,0,0,0,0,0,0,0,3,3,2134,586,393,62,74,81,106,38,12,54,3547
306011140,32,7,3,0,12,9,0,6,199,0,0,0,0,0,0,0,0,0,0,0,474,93,53,13,20,11,23,15,4,23,717
306011141,257,63,58,33,54,31,0,20,1145,4,0,0,0,0,0,0,0,0,59,57,1490,671,446,104,78,55,84,37,7,100,3078
306011142,332,77,71,48,78,39,20,34,1650,0,0,0,0,0,0,0,0,0,6,12,2113,951,703,133,134,95,155,80,32,101,4487
306011143,51,10,23,17,17,6,0,8,354,0,0,0,0,0,0,0,0,0,0,0,892,183,134,34,37,30,38,10,0,31,1393
306021144,118,20,16,3,21,0,0,14,618,0,0,0,0,0,0,0,0,0,0,0,735,288,219,36,32,18,31,7,0,30,1391
306021145,473,114,145,189,435,236,38,65,2482,8,0,0,0,0,0,0,3,0,0,21,1621,591,715,167,221,261,537,309,68,115,4615
306021146,132,29,23,23,33,6,0,9,649,0,0,0,0,0,0,0,0,0,0,0,983,229,202,40,32,35,43,6,5,33,1608
306021147,123,16,8,21,16,8,0,14,684,0,0,0,0,0,0,0,0,0,0,0,919,278,212,26,17,40,27,8,13,47,1586
306021148,53,20,9,10,22,4,6,13,386,0,0,0,0,0,0,0,0,0,0,5,756,158,100,38,12,23,27,16,8,39,1178
306021149,396,46,31,70,57,13,0,44,1529,0,0,0,0,0,0,0,0,0,0,0,1219,504,488,59,52,79,70,16,4,76,2559
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,136,29,47,43,46,18,3,23,686,0,0,0,0,0,0,0,0,0,0,0,666,212,209,46,63,51,60,22,4,43,1386
306021152,170,52,53,84,99,6,5,18,755,4,0,0,0,0,0,0,0,0,0,5,606,196,227,60,61,100,109,8,5,39,1411
306021153,168,34,11,19,18,20,6,18,945,4,0,0,0,0,0,0,0,0,3,7,1034,360,242,59,25,31,30,23,8,36,1844
306021154,258,51,69,56,86,32,4,38,995,4,0,3,0,0,4,0,0,0,0,11,721,260,362,59,88,86,111,42,5,73,1805
306021155,59,14,14,4,13,0,4,19,354,0,0,0,0,0,0,0,0,0,0,0,502,148,99,16,24,13,19,4,4,40,869
306021156,133,17,24,35,42,6,4,11,672,0,0,0,0,0,0,0,0,0,0,6,1142,282,240,42,43,48,60,19,14,36,1917
306021157,111,10,11,35,21,7,0,16,524,0,0,0,0,0,0,0,0,0,0,3,573,169,142,18,18,41,24,6,0,39,1028
306031158,11,5,3,6,14,0,0,10,155,0,0,0,0,0,0,0,0,0,6,6,395,40,34,6,3,3,17,5,0,38,538
306031159,173,52,41,87,143,53,10,43,1032,0,0,0,0,0,0,0,0,0,5,9,688,213,211,62,50,98,160,64,12,72,1642
306031160,33,12,0,10,25,8,18,26,330,3,0,0,0,0,0,0,0,0,3,3,633,95,59,10,6,9,31,9,18,68,940
306031161,91,28,30,24,48,32,26,56,611,4,0,0,0,0,0,0,0,0,0,8,1148,198,186,45,51,33,85,35,34,107,1927
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
306031163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
306041164,42,10,3,5,17,0,0,5,238,0,0,0,0,0,0,0,0,0,0,0,739,144,99,17,16,17,22,10,0,46,1109
306041165,78,19,29,55,182,104,13,15,679,0,0,0,0,0,0,3,0,0,3,4,1042,243,212,50,52,69,211,124,24,60,2073
306051166,72,21,19,38,64,42,28,20,541,7,0,0,0,0,0,0,0,0,0,9,1046,147,128,34,33,55,81,46,32,84,1691
306051167,13,3,3,6,0,0,3,8,105,0,0,0,0,0,0,0,0,0,3,5,548,36,40,6,8,10,8,3,3,39,693
306051168,33,3,0,0,5,3,0,4,224,0,0,0,0,0,0,0,0,0,0,6,818,91,69,14,0,8,4,4,3,41,1048
306051169,28,10,8,11,23,9,4,16,249,0,0,0,0,0,0,0,0,0,5,3,979,100,71,26,4,29,28,19,7,65,1336
306051170,126,38,42,109,148,53,14,37,1120,0,0,0,0,0,0,0,0,0,5,4,1101,210,219,55,62,117,171,59,13,93,2099
307011171,26,9,4,9,24,14,3,4,125,0,0,0,0,0,0,0,0,0,0,0,149,40,38,11,5,19,27,25,3,14,325
307011172,76,9,22,50,74,21,10,7,356,0,0,0,0,0,0,0,0,0,7,10,293,141,126,17,27,71,106,28,10,28,853
307011173,54,9,14,9,21,13,0,5,212,0,0,0,0,0,0,0,0,0,0,0,152,99,88,13,22,21,24,15,0,9,429
307011174,3,4,5,7,12,0,14,0,81,0,0,0,0,0,0,0,0,0,0,0,136,27,20,4,7,11,23,7,14,14,255
307011175,34,15,15,34,34,10,3,7,194,0,0,0,0,0,0,0,0,0,0,3,171,66,63,13,26,42,47,17,6,20,473
307011176,90,22,10,23,48,10,18,8,356,0,0,0,0,0,0,0,0,0,0,0,229,158,155,24,21,36,58,10,14,17,721
307011177,16,4,0,0,4,3,0,5,84,0,0,0,0,0,0,0,0,0,0,3,212,70,43,10,5,3,7,4,0,15,378
307011178,7,3,5,5,3,3,0,8,74,0,0,0,0,0,0,0,0,0,0,0,225,25,19,10,8,5,3,3,0,23,312
307021179,12,3,4,11,15,29,3,0,138,0,0,0,0,0,0,0,0,0,0,0,606,58,51,5,7,16,18,30,3,23,823
307021180,83,12,6,6,11,0,3,10,262,0,0,0,0,0,0,0,0,0,5,0,252,142,118,13,10,6,10,0,3,29,586
307021181,41,15,3,45,27,8,3,3,218,0,0,0,0,0,0,0,0,0,0,0,148,62,50,15,7,45,34,9,10,15,397
307021182,33,14,16,9,10,7,0,11,147,0,0,0,0,0,0,0,0,0,0,0,183,63,55,14,16,12,11,16,0,28,397
307021183,171,44,27,34,36,23,3,15,582,0,0,0,0,0,0,0,0,0,0,0,535,264,245,57,38,43,49,25,3,47,1321
307031184,10,0,0,0,0,0,8,0,75,0,0,0,0,0,0,0,0,0,3,3,250,40,25,0,3,4,6,0,8,21,362
307031185,8,0,0,3,5,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,246,28,25,3,0,9,4,0,0,15,337
307031186,14,0,0,0,0,0,0,4,82,0,0,0,0,0,0,0,0,0,0,0,336,43,43,3,4,0,0,0,0,25,457
307031187,32,15,12,31,16,19,0,10,337,0,0,0,0,0,0,0,0,0,0,0,536,59,58,21,20,33,22,19,0,30,788
307031188,5,3,3,7,29,36,0,8,207,0,0,0,0,0,0,0,0,0,3,3,587,53,25,6,10,11,31,40,0,35,794
307031189,90,32,21,24,52,13,0,3,440,0,0,0,0,0,0,0,0,0,0,3,857,147,139,43,23,33,56,16,0,36,1361
308011190,47,6,5,17,18,14,0,9,193,0,0,0,0,0,0,0,0,0,0,0,272,144,127,14,11,27,24,14,0,30,655
308011191,33,4,3,10,38,12,38,4,225,4,0,0,0,0,0,0,0,0,0,4,492,101,75,8,8,9,52,19,43,32,844
308011192,216,52,66,68,107,45,17,30,961,4,0,0,0,0,0,0,0,0,5,9,694,481,406,88,82,90,129,58,36,67,2137
308031205,88,14,10,40,32,6,15,7,346,0,0,0,0,0,0,0,0,0,0,0,249,144,113,20,17,41,38,10,15,20,673
308031206,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,62,6,10,0,5,3,3,0,0,9,92
308031207,16,3,4,3,0,0,0,10,98,0,4,0,0,0,0,0,0,0,0,4,471,93,54,10,5,11,5,0,0,15,673
308031208,88,18,19,20,42,7,0,3,433,0,0,0,0,0,0,0,0,0,0,5,364,198,134,31,26,19,55,14,0,20,865
308031209,4,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,39,39,172,28,20,0,0,0,11,0,0,43,279
308031210,79,21,27,19,21,14,0,0,348,0,0,0,0,0,0,0,0,0,0,0,440,200,160,26,31,31,33,24,3,19,970
308031211,117,9,43,50,55,21,7,10,420,0,0,0,0,0,0,0,0,0,0,0,151,124,137,10,43,45,63,17,8,21,624
308031212,7,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,166,18,10,0,0,0,3,0,0,12,217
308031213,275,58,55,73,83,48,3,16,1152,0,0,0,0,0,0,0,0,0,6,14,400,502,349,87,71,81,91,64,4,29,1691
308031214,49,10,8,16,21,8,6,9,184,0,0,0,0,0,0,0,0,0,0,0,154,72,62,10,12,14,35,13,9,9,390
308031215,112,22,26,24,32,16,5,11,414,0,0,0,0,0,0,0,0,0,0,3,238,178,152,21,31,31,36,18,5,35,748
308031216,33,4,15,12,14,16,3,5,158,0,0,0,0,0,0,0,0,0,0,3,209,87,54,11,20,11,23,21,4,11,448
308031217,32,3,19,18,20,4,5,7,158,5,0,0,0,0,0,0,0,0,0,5,178,64,50,13,28,19,26,8,9,18,399
308031218,11,0,4,0,6,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,193,37,28,11,4,0,3,0,0,12,287
308031219,6,4,4,11,8,0,0,5,77,0,0,0,0,0,0,0,0,0,0,0,282,38,28,10,4,11,12,0,0,16,411
308031220,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,75,21,6,0,0,0,4,0,0,7,124
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031222,102,40,50,35,37,28,20,13,508,0,0,0,0,0,0,0,0,0,0,3,395,205,151,62,57,41,62,45,33,35,1086
308031223,91,20,31,35,31,10,0,11,543,3,0,0,0,0,0,0,0,0,0,5,1578,361,270,40,64,69,84,28,10,64,2574
308041528,28,6,0,0,13,8,3,0,133,0,0,0,0,0,0,0,0,0,0,0,306,92,75,15,6,4,16,14,6,22,548
308041529,71,25,66,53,66,17,15,8,457,0,0,0,0,0,0,0,0,0,0,6,239,127,105,20,70,62,61,26,20,27,767
308051530,25,6,3,3,12,3,0,9,164,0,0,0,0,0,0,0,0,0,0,3,712,102,83,13,8,6,18,14,0,44,1000
308051531,72,3,20,18,15,4,14,0,296,0,0,0,0,0,0,0,0,0,0,0,752,311,225,16,25,32,27,8,22,25,1445
308051532,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,15
308051533,263,62,55,42,49,16,0,9,960,0,0,0,0,0,0,0,0,0,5,3,768,497,480,93,80,61,78,22,8,45,2127
308051534,165,20,23,31,39,14,3,10,489,0,0,0,0,0,0,0,0,0,7,8,509,164,227,34,35,46,53,23,9,38,1131
308051535,31,10,8,4,22,6,0,4,232,0,0,0,0,0,0,0,0,0,4,4,643,188,113,16,18,15,33,10,4,33,1066
308051536,48,3,3,4,3,0,0,4,147,0,0,0,0,0,0,0,0,0,0,0,192,89,75,8,12,10,16,3,0,11,417
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,93,7,25,13,24,3,0,4,281,0,0,0,0,0,0,0,0,0,0,0,341,128,164,21,33,25,29,14,0,10,765
308051539,79,23,9,18,14,21,8,3,324,0,0,0,0,0,0,0,0,0,0,0,358,133,128,39,15,28,27,19,8,20,781
309011224,112,53,54,49,75,30,3,26,890,0,0,0,0,0,0,0,0,0,0,0,1360,327,235,82,83,76,118,42,16,59,2399
309011225,92,33,37,32,50,23,0,15,495,0,0,0,0,0,0,0,0,0,34,36,1113,229,208,64,68,69,84,53,11,92,1996
309011226,144,34,38,35,44,17,3,24,865,0,0,0,0,0,0,0,0,0,0,0,1985,479,397,72,78,70,92,49,7,87,3315
309011227,290,124,128,158,202,64,27,30,1740,3,0,0,0,0,0,0,0,0,46,51,2028,582,594,196,197,237,279,119,65,124,4422
309011228,248,63,94,78,102,47,4,41,1511,0,0,0,0,0,0,0,0,0,0,4,2004,514,455,110,145,139,163,79,17,110,3735
309011229,86,37,56,56,73,16,6,0,543,0,0,0,0,0,0,0,0,0,0,6,832,225,207,79,80,73,117,44,15,36,1712
309021230,81,37,46,51,61,17,16,9,468,0,0,0,0,0,0,0,0,0,7,8,784,151,160,59,58,86,95,34,20,62,1507
309021231,121,40,24,37,50,20,4,9,574,0,0,0,0,0,0,0,0,0,33,34,1177,336,312,77,60,73,95,40,16,87,2284
309021232,55,29,11,19,10,6,0,9,327,0,0,0,0,0,0,0,0,0,0,0,1055,282,142,59,28,39,32,14,5,43,1696
309021233,55,15,15,13,20,3,0,13,456,0,0,0,0,0,0,0,0,0,5,8,1467,354,234,43,46,35,45,11,17,58,2308
309021234,129,46,42,57,56,27,7,19,704,5,0,0,0,0,0,0,0,0,3,6,1572,438,331,106,93,97,95,60,36,85,2912
309031235,362,69,81,74,100,40,16,51,1846,0,0,0,0,0,0,0,0,0,9,5,1963,880,573,123,113,123,138,49,23,112,4095
309031236,309,122,90,116,102,41,3,38,1628,0,0,0,0,0,0,0,0,0,7,9,1757,517,490,176,118,154,136,82,23,108,3560
309031237,149,34,50,36,29,14,6,41,949,0,3,0,0,0,0,0,0,0,8,7,1998,491,365,60,82,74,63,25,19,114,3291
309031238,529,152,105,154,169,52,12,74,2648,10,9,0,0,0,0,0,0,0,52,70,3231,923,876,221,154,219,252,86,23,248,6226
309031239,86,28,21,11,31,11,4,15,618,8,0,0,0,0,0,0,0,0,0,10,1701,351,219,53,36,23,50,32,14,75,2539
309031240,130,22,26,33,22,15,9,21,784,5,0,0,0,0,0,0,0,0,4,10,1815,346,307,54,49,40,41,23,14,85,2777
309041241,19,3,0,4,9,0,0,0,144,0,0,0,0,0,0,0,0,0,20,20,645,112,78,8,8,8,19,0,0,41,924
309041242,59,16,22,20,16,8,0,18,566,5,0,0,0,0,0,0,0,0,3,12,2401,509,275,48,55,47,55,18,10,122,3531
309051243,30,7,8,5,10,0,3,4,228,0,0,0,0,0,0,0,0,0,3,3,962,194,101,12,12,14,21,14,13,45,1399
309051244,152,41,40,30,32,35,4,22,1233,3,4,0,0,0,0,0,0,0,9,7,2853,1009,566,110,87,77,85,71,19,98,4978
309051245,137,31,35,28,32,8,3,8,728,0,0,0,0,0,0,0,0,0,0,0,1105,532,342,57,59,68,74,14,7,28,2280
