SA2_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
101031016,1251,989,1248,898,1121,983,671,275,91,7510,0,8,7,3,0,3,0,4,0,19,671,892,651,496,632,647,360,70,7,4427,11,57,47,13,10,16,13,0,0,170,12,170,83,23,37,24,17,4,0,384,0,33,34,0,6,10,7,3,0,98,0,44,35,0,4,4,0,0,0,85,0,20,16,5,5,6,7,0,0,59,0,13,0,0,0,0,0,0,0,11,113,51,103,105,92,137,98,32,0,735,0,0,0,0,0,0,0,0,0,0,801,1281,957,640,794,850,505,107,9,5957,801,1283,972,646,795,856,510,114,9,5983,4,29,85,10,6,4,0,0,4,143,2056,2297,2300,1550,1922,1842,1178,385,100,13626
101041017,1317,720,724,760,947,1234,1386,787,314,8190,0,0,0,0,4,3,3,4,3,17,52,52,45,33,44,56,37,7,5,326,6,0,5,0,5,7,0,0,0,23,0,0,7,4,10,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,13,19,34,15,5,0,112,0,0,0,0,0,0,0,0,0,0,61,58,55,54,75,97,63,16,3,486,61,58,61,54,78,98,66,21,6,503,0,0,0,0,0,4,3,0,0,12,1376,778,784,819,1032,1337,1455,805,320,8705
101041018,1211,680,649,736,1017,1342,1584,930,333,8484,0,0,0,0,3,3,3,0,0,26,33,60,45,44,53,73,29,34,9,384,0,0,0,0,5,6,4,0,0,16,0,0,4,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,18,13,23,46,38,20,7,176,0,0,0,0,0,0,0,0,0,0,47,71,62,53,81,138,70,54,18,595,46,69,63,53,86,137,76,60,22,617,0,0,0,0,0,4,3,0,0,14,1257,750,713,794,1103,1482,1662,993,355,9107
101041019,1512,793,806,919,1022,1313,1085,674,279,8406,3,3,0,0,3,10,3,0,0,26,53,53,59,42,55,61,57,26,14,423,4,5,3,0,6,8,3,14,3,41,0,0,0,0,4,5,5,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,5,5,5,9,5,0,50,0,0,0,0,0,0,0,0,0,0,58,69,70,51,65,88,76,44,11,530,61,77,71,51,69,90,79,47,11,558,0,4,0,0,0,0,0,0,0,4,1576,865,879,971,1094,1405,1162,721,295,8971
101041020,1441,798,727,843,1201,1880,1556,500,122,9077,8,0,6,8,10,4,9,6,0,41,36,40,39,28,27,44,36,19,3,264,5,5,3,0,0,3,4,6,0,32,0,6,3,0,0,3,3,3,0,15,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,11,8,17,15,8,0,60,0,0,0,0,0,0,0,0,0,0,44,55,52,36,39,72,68,21,5,383,51,52,51,41,42,73,71,28,5,421,0,0,3,4,0,3,0,0,0,11,1492,858,784,890,1248,1957,1630,530,126,9507
101041021,551,303,286,349,418,550,610,332,153,3552,0,0,0,0,0,5,0,3,0,11,8,16,20,19,8,26,44,14,4,169,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,8,14,36,38,10,0,129,0,0,0,0,0,0,0,0,0,0,14,25,34,33,30,67,87,26,6,313,12,25,34,30,30,72,87,28,4,326,0,0,0,0,0,0,0,0,0,3,566,330,318,378,451,623,699,359,160,3880
101041022,0,0,0,0,3,7,14,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,0,0,31
101041023,520,272,240,272,384,506,573,316,124,3212,0,0,0,0,4,5,3,0,5,13,26,18,15,22,20,29,34,13,5,179,0,3,0,0,11,8,11,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,6,0,7,4,0,22,0,0,0,0,0,0,0,0,0,0,35,20,23,31,37,43,47,17,3,249,35,17,23,27,41,49,49,15,10,270,0,0,0,0,0,0,0,0,0,7,551,297,270,301,425,559,629,332,136,3492
101041024,440,305,255,296,458,642,616,253,33,3303,0,0,0,0,0,7,0,0,0,5,23,25,21,22,18,51,33,10,0,197,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,12,5,4,0,0,38,0,0,0,0,0,0,0,0,0,0,26,33,20,31,27,61,39,9,0,248,26,33,20,31,25,67,42,8,0,254,0,0,0,0,0,0,0,0,0,0,469,340,275,326,483,707,656,268,40,3558
101041025,1495,852,903,952,1295,1727,1958,1173,438,10783,0,3,4,3,0,5,7,5,0,33,62,70,89,52,66,100,75,23,15,548,0,0,9,6,10,39,52,37,15,163,0,5,3,0,0,11,3,0,0,25,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,14,17,9,12,22,33,10,0,127,0,0,0,0,0,0,0,0,0,0,67,96,122,70,93,172,172,69,29,883,68,99,122,78,91,175,179,72,30,921,0,0,7,0,0,0,3,0,0,13,1567,949,1029,1028,1392,1904,2137,1247,468,11721
101041026,1084,628,607,699,964,1559,1597,783,251,8174,0,0,0,5,6,8,8,0,4,29,35,41,48,38,41,72,64,25,14,374,5,0,0,0,0,3,3,0,0,16,4,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,8,5,3,3,30,17,6,0,78,0,0,0,0,0,0,0,0,0,0,41,49,57,45,52,108,84,30,14,487,39,49,56,48,57,120,93,34,18,514,0,0,0,0,0,0,0,3,0,5,1124,670,662,743,1022,1681,1688,820,271,8690
101041027,1228,592,652,764,963,1636,2082,999,424,9346,6,0,0,0,3,3,6,6,5,31,47,44,61,37,53,106,137,25,10,521,0,6,3,4,4,6,27,4,0,59,0,4,3,4,6,4,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,0,6,27,25,8,0,94,0,0,0,0,0,0,0,0,0,0,50,63,76,47,70,143,194,49,12,710,52,60,82,52,72,147,197,52,16,740,5,0,0,0,0,4,0,0,0,10,1287,659,733,819,1035,1784,2283,1056,443,10093
101051539,4412,2600,3278,2798,2815,2909,2587,1619,694,23707,3,3,9,7,3,6,0,10,4,49,72,308,248,121,102,104,87,37,41,1120,0,3,3,0,4,3,4,0,0,18,0,0,8,0,3,9,0,0,0,25,0,5,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,18,6,4,5,0,4,0,51,0,0,0,0,0,0,0,0,0,0,78,326,277,131,122,126,95,41,41,1230,85,331,286,134,125,128,97,49,46,1277,0,9,9,3,7,4,9,0,0,34,4495,2942,3574,2937,2940,3037,2694,1667,731,25022
101051540,2236,1266,1125,1395,1795,2298,1890,915,285,13203,0,0,3,0,10,9,12,7,0,34,89,73,57,68,64,100,109,27,15,601,0,0,0,0,0,0,3,0,0,7,0,0,0,5,0,8,5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,4,3,3,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,88,79,62,70,71,117,122,36,15,651,88,81,61,70,72,117,136,42,12,689,0,0,3,0,0,0,0,0,0,9,2328,1348,1187,1461,1872,2424,2021,959,300,13900
