SA2_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
101031016,909,63,134,28,24,1156,774,56,98,3,0,936,237,89,194,0,5,527,4,0,3,0,0,5,8,0,0,0,0,10,211,29,104,3,21,362,65,20,72,9,47,211,4,0,0,0,0,4,530,141,374,12,67,1120,81,0,19,5,8,118,144,15,55,16,24,250,2434,276,677,62,126,3579
101041017,1253,100,117,35,5,1506,756,30,25,0,0,819,320,86,170,0,0,580,54,36,41,0,0,135,25,12,13,0,0,49,172,19,54,3,0,247,24,4,15,36,6,83,6,0,0,0,0,8,598,160,294,41,9,1102,28,44,21,3,5,98,160,36,38,14,4,247,2801,372,496,92,17,3770
101041018,1604,168,72,33,3,1875,801,51,28,6,3,890,373,136,132,5,0,638,34,10,16,0,0,60,17,3,7,0,0,37,156,31,21,0,0,211,15,0,3,17,0,43,6,4,0,0,0,14,599,187,185,18,4,988,46,4,3,0,0,60,173,40,24,9,0,250,3220,453,308,65,15,4063
101041019,1422,77,4,34,0,1539,970,28,0,3,0,1000,369,91,45,0,0,504,86,34,10,0,0,126,15,21,0,0,0,40,186,24,8,3,4,224,33,3,0,12,0,57,7,5,0,0,0,10,688,178,73,23,7,960,41,22,0,6,0,73,170,29,11,16,3,221,3291,326,95,75,13,3796
101041020,1987,7,0,42,6,2039,1132,5,0,5,0,1143,116,0,0,0,0,123,0,3,0,0,0,3,0,3,0,0,0,3,234,6,0,6,0,247,23,0,0,5,0,29,0,3,0,0,0,4,376,15,5,11,0,408,115,0,0,5,0,127,298,3,0,8,0,312,3914,28,5,75,3,4029
101041021,648,56,13,50,3,768,371,21,3,0,0,392,112,18,10,0,0,145,0,0,0,0,0,0,3,0,0,0,0,5,104,11,3,0,0,127,8,5,0,23,9,37,0,0,0,0,0,0,227,42,17,24,6,315,27,62,0,0,0,92,65,17,5,15,0,99,1337,193,36,89,8,1672
101041022,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,14
101041023,529,30,13,64,7,646,254,19,0,0,0,274,116,64,35,0,0,209,85,7,0,0,0,94,8,0,0,0,0,11,57,18,0,0,3,82,9,0,0,14,0,27,4,0,0,0,0,8,282,98,32,12,9,432,20,17,0,8,4,49,82,23,7,3,0,122,1167,185,58,95,13,1516
101041024,719,0,0,18,8,744,379,0,0,0,0,381,42,0,0,0,0,42,13,0,0,0,0,13,8,0,0,0,0,8,88,0,0,3,5,94,15,0,0,10,3,27,5,0,0,0,0,5,170,0,0,10,4,185,59,0,0,3,0,64,139,0,0,17,0,163,1459,0,3,60,10,1530
101041025,1976,320,135,34,15,2470,1053,108,85,0,11,1254,283,153,226,0,4,672,16,22,4,0,0,36,14,14,5,0,0,35,175,52,57,7,8,296,41,3,7,22,7,80,3,0,0,0,0,5,529,250,291,30,17,1116,79,29,14,0,0,127,129,48,35,34,5,253,3777,745,558,98,49,5230
101041026,1814,58,0,39,8,1918,916,22,0,0,0,941,228,58,16,9,0,311,34,29,0,0,0,74,5,15,0,0,0,26,212,21,5,4,0,251,24,4,0,10,0,33,8,4,0,0,0,12,516,131,25,26,3,704,56,4,0,0,0,71,262,35,3,33,4,340,3564,259,34,100,11,3966
101041027,2090,148,79,135,9,2465,812,18,24,7,0,856,260,53,119,0,0,441,42,30,4,15,0,85,32,11,0,0,0,49,203,33,23,9,3,272,23,3,0,12,6,51,3,3,0,0,0,10,572,134,153,32,7,898,69,6,3,0,3,83,269,19,29,24,0,346,3810,323,285,204,25,4651
101051539,2909,205,26,20,0,3162,2763,116,16,6,3,2904,1352,410,206,20,5,1998,393,83,35,0,0,515,38,61,18,0,0,119,387,62,36,7,0,493,42,15,12,17,3,85,13,4,4,0,0,18,2223,632,310,52,13,3226,75,77,3,6,3,156,395,88,37,20,11,547,8360,1112,396,100,30,9995
101051540,2492,26,0,19,4,2547,1705,5,4,5,3,1721,275,7,4,3,0,291,14,0,0,0,0,14,4,4,5,0,0,11,250,4,0,0,0,258,67,0,0,0,0,73,0,0,0,0,0,5,613,23,11,0,3,645,181,5,0,5,0,197,488,9,0,8,3,505,5482,64,13,43,14,5618
101061541,772,62,11,3,4,849,970,22,3,0,3,1006,231,61,19,0,0,315,57,0,4,0,0,62,34,4,23,0,0,65,132,13,8,0,0,160,16,0,4,0,0,29,5,0,0,0,0,7,481,87,59,4,3,637,31,21,6,0,0,51,90,20,17,4,8,137,2337,210,92,14,22,2675
101061542,1547,5,0,4,10,1571,2014,8,5,5,7,2036,154,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,4,5,225,47,0,0,0,0,45,3,0,0,0,0,3,419,0,0,4,3,434,149,0,0,6,9,165,249,0,0,0,5,261,4377,18,10,21,35,4458
101061543,1524,80,11,13,3,1631,1180,26,9,0,0,1215,553,166,83,0,0,808,72,13,0,0,0,90,34,15,4,0,0,54,191,29,4,5,0,227,29,11,4,7,0,47,3,4,0,0,0,9,884,239,92,12,3,1231,58,18,3,0,0,81,253,43,7,6,4,308,3892,412,120,23,14,4461
101061544,1405,23,9,17,3,1459,791,10,0,3,0,806,171,8,4,6,0,179,11,0,7,0,0,15,10,11,0,0,0,23,194,0,8,4,0,207,70,0,4,8,4,88,0,0,0,0,0,0,453,27,21,14,8,521,169,9,0,4,3,190,310,21,0,9,0,341,3128,93,26,46,17,3312
102011028,889,41,46,0,0,970,1040,29,35,0,0,1111,274,37,52,7,0,373,0,0,0,0,0,0,0,0,0,0,0,0,87,9,14,0,0,110,5,0,0,0,0,5,0,0,0,0,0,0,368,50,67,8,0,494,22,0,6,0,0,22,74,3,9,0,0,84,2391,125,153,8,0,2677
102011029,1952,32,44,118,0,2139,1509,31,15,5,0,1558,290,15,7,3,0,321,0,0,0,0,0,0,0,3,0,0,0,6,117,9,5,0,0,135,27,0,0,8,0,36,3,0,0,0,0,6,444,33,17,18,0,504,61,4,27,0,0,100,120,0,24,3,0,155,4092,94,120,145,7,4457
102011030,652,0,0,20,10,681,524,0,0,0,6,529,146,0,17,0,0,166,0,0,0,0,0,0,3,0,0,0,0,3,127,0,0,0,3,137,29,0,3,4,0,36,6,0,0,0,0,4,314,0,21,5,8,346,70,0,0,7,6,80,158,0,4,11,4,177,1719,3,27,39,28,1817
102011031,2227,194,89,7,0,2518,1587,80,49,4,0,1716,374,85,67,0,0,530,67,44,9,0,0,120,12,11,23,0,0,41,123,22,13,0,0,156,75,20,5,0,0,103,6,0,3,0,0,8,657,181,118,0,3,964,151,132,32,0,0,319,185,73,24,5,0,292,4809,658,305,10,10,5804
102011032,1137,316,648,0,6,2107,1445,293,713,0,0,2454,672,496,1952,3,30,3157,142,157,255,0,0,547,26,80,116,0,0,226,170,53,215,0,6,441,12,8,18,0,0,44,0,6,19,0,0,23,1027,798,2568,3,36,4439,39,93,32,0,0,164,148,100,312,4,0,570,3799,1600,4278,10,48,9730
102011033,493,27,0,0,0,522,1019,51,6,0,0,1072,278,60,0,0,0,341,61,0,0,0,0,62,0,0,0,0,0,0,48,11,0,0,0,65,4,0,0,0,0,4,0,0,0,0,0,0,393,71,4,0,0,475,17,0,0,0,0,15,53,5,0,4,6,65,1974,150,13,4,8,2145
102011034,709,239,25,0,0,973,901,82,7,0,0,982,208,67,9,0,0,282,65,64,0,0,0,131,3,9,5,0,0,14,60,18,5,0,0,85,11,14,0,0,0,21,0,6,0,0,0,6,351,176,13,0,0,535,36,370,76,0,0,481,73,116,10,0,0,197,2062,982,129,0,3,3175
102011035,731,77,0,0,0,807,1091,73,3,0,3,1167,249,67,9,0,0,321,33,37,0,0,0,75,11,3,0,0,0,19,73,16,0,0,0,88,6,0,0,0,0,6,0,0,0,0,0,0,380,121,5,0,0,506,11,0,0,0,0,12,53,12,0,0,0,71,2266,272,22,0,3,2561
102011036,789,98,4,0,0,889,1241,98,0,0,0,1340,194,96,5,0,0,291,42,54,0,0,0,96,4,0,0,0,0,4,77,17,6,0,0,102,3,0,0,0,0,8,0,0,0,0,0,4,320,173,5,0,0,501,17,42,0,0,0,54,55,26,0,0,0,80,2414,434,15,0,3,2862
102011037,838,73,23,0,0,941,903,23,6,0,0,930,309,34,39,5,0,395,16,3,29,0,0,45,49,0,3,0,0,46,92,5,8,0,0,110,12,0,0,0,0,8,0,0,0,0,0,0,472,40,76,5,4,604,21,4,3,0,0,26,70,11,10,0,0,85,2309,150,120,7,6,2589
102011038,902,64,59,0,0,1030,1069,18,19,0,0,1107,237,20,22,5,0,285,0,0,15,0,0,15,0,0,0,0,0,0,80,6,5,0,0,98,5,6,0,0,0,9,0,0,0,0,0,6,326,25,47,5,0,404,15,19,86,0,0,124,80,5,18,0,0,104,2388,137,232,6,0,2760
102011039,1630,181,352,0,0,2164,1683,86,220,0,0,1979,465,98,415,0,0,981,0,0,21,0,0,21,3,0,0,0,0,5,147,12,58,0,7,219,35,0,6,0,0,39,0,0,0,0,0,7,650,113,507,0,4,1271,46,3,12,0,0,60,171,29,99,0,0,293,4179,399,1182,0,8,5769
102011040,2735,959,177,23,10,3910,2252,333,79,23,5,2689,1666,562,335,171,22,2749,18,46,12,0,0,76,19,3,22,5,0,42,340,104,43,36,0,523,32,5,4,4,0,45,15,5,5,3,0,27,2079,726,414,215,22,3458,89,29,61,8,0,180,394,120,88,37,21,661,7548,2169,820,308,53,10904
102011041,1187,115,34,0,0,1336,1394,62,37,0,0,1502,314,36,72,5,0,423,0,0,0,0,0,0,3,0,0,0,0,6,117,7,22,0,3,146,0,3,3,0,0,6,3,0,0,0,0,6,443,39,94,5,3,587,57,123,32,0,0,209,107,11,17,0,0,140,3192,353,214,7,9,3776
102011042,1480,584,47,12,6,2124,1353,222,44,3,5,1621,842,365,115,63,4,1388,78,216,95,0,0,394,11,29,22,0,0,68,185,56,21,9,0,281,17,12,0,0,0,30,9,0,0,0,0,11,1139,679,265,78,11,2172,43,43,10,0,0,101,209,118,29,12,0,367,4216,1645,397,104,9,6380
102011043,973,232,17,0,0,1229,1523,105,22,0,0,1644,474,79,49,7,0,619,122,69,9,0,0,200,25,13,0,0,0,42,150,11,4,0,0,171,10,12,0,4,0,26,7,3,0,0,0,8,789,198,62,12,0,1066,32,279,9,0,0,331,128,76,13,20,0,236,3446,889,123,43,3,4502
102021044,2463,215,121,4,0,2806,2993,117,58,0,3,3162,952,103,107,3,4,1170,176,181,19,0,0,375,73,39,12,0,0,124,310,43,16,0,0,372,23,6,0,0,0,36,10,4,0,0,0,14,1546,377,155,3,7,2084,74,67,95,0,0,235,297,89,39,3,0,428,7367,854,463,16,6,8717
102021045,1005,6,0,0,0,1018,1555,18,5,4,0,1577,882,34,26,5,0,948,45,11,0,0,0,57,18,3,0,0,0,25,184,4,7,0,0,195,15,0,6,0,0,16,6,0,0,0,0,3,1149,55,34,5,0,1240,30,5,0,0,0,34,172,11,0,0,0,178,3909,97,42,8,5,4052
102021046,1495,36,34,56,0,1624,1247,12,18,4,0,1286,533,17,57,10,0,618,38,0,8,0,0,48,7,0,5,0,0,14,177,3,11,5,0,201,36,0,3,27,0,61,8,0,5,0,0,10,797,27,93,39,0,951,41,0,0,0,0,47,221,0,9,17,0,251,3806,71,159,119,3,4157
102021047,1623,126,156,0,5,1904,2482,46,11,0,0,2543,601,39,40,0,4,687,56,23,0,0,0,79,3,6,0,0,0,11,183,17,14,0,0,209,13,7,0,0,0,23,0,0,0,0,0,0,861,91,56,3,4,1015,41,163,6,0,0,211,176,24,15,0,4,214,5174,453,245,3,9,5885
102021048,2362,171,238,9,0,2773,2494,79,128,0,0,2700,1457,144,226,0,0,1826,88,41,120,0,0,252,28,69,57,0,0,154,392,33,50,0,3,479,39,15,5,28,0,78,7,5,0,0,0,15,2008,313,457,30,0,2808,75,34,13,0,0,124,432,131,97,24,0,686,7371,728,929,62,5,9095
102021049,424,0,0,0,0,424,483,0,0,0,0,487,35,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,52,9,0,0,0,0,9,0,0,0,0,0,0,91,3,0,0,0,96,20,0,0,0,0,28,62,0,0,0,0,62,1087,6,6,0,0,1101
102021050,2259,137,10,19,8,2431,1306,5,3,6,0,1323,474,12,32,0,0,525,9,0,0,0,0,9,0,0,0,0,0,0,171,0,4,0,0,185,68,9,0,11,0,88,0,0,0,0,0,0,729,21,38,16,4,800,62,6,0,0,0,72,243,12,4,3,0,260,4597,184,60,36,8,4886
102021051,521,65,4,0,0,587,631,103,3,3,0,736,114,119,0,0,0,232,9,14,0,0,0,19,4,0,0,0,0,5,50,28,3,0,3,83,13,0,0,0,0,7,0,0,0,0,0,0,190,153,3,0,3,351,14,0,3,0,0,20,50,18,0,0,0,64,1403,339,12,0,5,1763
102021052,957,14,11,5,3,987,960,0,8,0,0,968,331,13,21,6,0,362,0,0,0,0,0,0,0,0,0,0,0,0,110,3,5,0,0,119,0,0,0,0,0,5,0,0,0,0,0,0,454,14,22,6,0,491,22,0,0,0,0,22,93,3,3,0,0,104,2481,36,49,10,8,2574
102021053,1253,701,378,62,10,2404,944,303,188,9,0,1453,771,714,697,18,12,2209,4,175,73,0,3,256,4,14,53,0,0,65,185,105,85,8,0,387,27,10,8,36,0,80,8,4,6,18,0,41,1001,1027,916,83,11,3042,42,19,29,7,0,93,193,151,90,23,0,458,3436,2197,1608,181,27,7447
102021054,1325,191,29,24,0,1574,988,42,12,4,0,1047,634,110,192,0,9,943,15,47,44,0,0,111,6,20,37,0,0,64,201,22,26,4,0,255,33,4,5,6,0,51,6,0,0,0,0,11,906,206,301,11,8,1436,41,28,6,0,0,83,184,34,44,3,0,264,3437,507,397,44,8,4401
102021055,495,71,0,0,0,567,608,100,0,0,0,706,273,144,21,0,0,437,0,0,0,0,0,5,3,6,0,0,0,13,62,14,5,0,3,79,10,0,0,0,0,14,4,0,0,0,0,4,352,165,22,0,7,542,20,0,0,0,0,25,59,18,0,0,0,83,1538,354,27,0,10,1928
102021056,1518,53,0,0,0,1568,2580,43,4,0,5,2629,1461,125,9,0,6,1599,35,12,0,0,0,48,34,28,0,0,0,64,163,4,0,0,0,165,97,6,0,4,0,105,5,5,0,0,0,9,1794,177,9,4,12,1986,33,61,0,0,3,96,230,38,0,0,0,269,6151,372,12,4,17,6550
102021057,929,76,16,5,0,1030,925,58,17,0,0,996,595,120,104,3,0,823,119,120,80,0,0,328,18,35,17,0,0,75,96,14,3,0,0,113,29,5,0,0,0,43,4,0,3,0,0,6,867,300,210,3,4,1381,29,8,3,0,0,45,176,58,31,9,0,271,2920,494,285,20,3,3724
103011059,1329,69,0,5,0,1407,1631,27,0,0,0,1663,604,50,4,0,0,657,132,43,16,0,0,189,11,13,0,0,0,22,143,6,7,0,0,152,10,0,0,0,0,19,3,0,0,0,0,3,912,119,20,0,0,1055,45,8,0,0,0,55,176,26,3,9,0,213,4090,246,32,19,4,4396
103011060,1124,0,0,4,8,1134,945,0,3,0,3,948,76,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,3,110,19,0,0,0,0,20,3,0,0,0,0,3,207,0,0,0,4,212,77,0,0,0,4,86,165,0,0,0,6,171,2512,3,3,9,22,2556
103011061,782,6,6,5,0,802,542,0,0,0,0,541,184,56,19,0,4,254,21,5,0,0,0,21,0,7,0,0,0,14,82,3,0,0,0,87,23,0,0,4,0,35,4,0,0,0,0,4,311,77,22,4,5,417,55,0,0,0,0,55,227,17,3,8,0,255,1919,98,33,18,7,2074
103011612,918,197,86,4,9,1221,647,117,27,0,0,789,610,651,404,7,4,1681,60,59,36,0,0,160,23,38,7,0,0,66,198,91,42,0,3,328,25,3,7,6,0,45,10,6,0,0,0,11,919,846,498,16,10,2284,36,18,30,0,0,92,120,85,63,27,0,295,2641,1268,707,54,18,4684
103011613,1785,30,3,0,4,1826,1939,41,9,0,0,1989,834,94,14,0,0,943,129,20,0,0,0,147,21,5,0,0,0,27,200,17,0,0,3,220,14,13,0,0,0,28,6,0,0,0,0,6,1204,151,16,0,3,1370,40,0,0,0,0,41,195,29,3,0,0,228,5161,255,32,3,10,5460
103021062,991,3,4,8,10,1022,543,0,0,4,5,551,107,14,8,0,0,124,88,9,10,0,0,105,42,0,11,0,0,59,188,3,20,0,5,214,72,12,13,4,0,103,16,0,0,0,0,18,512,35,53,7,10,618,120,4,0,0,3,127,259,24,16,11,0,306,2429,67,74,28,21,2620
103021063,1494,43,0,17,0,1560,942,12,3,0,3,964,430,144,44,3,0,619,141,10,18,0,0,171,33,9,5,0,0,45,209,28,9,0,0,247,31,11,6,8,0,54,10,4,0,0,0,10,846,196,80,13,5,1146,51,10,3,0,0,66,222,21,20,13,0,280,3564,283,107,49,8,4013
103021064,1095,11,0,5,9,1121,618,10,0,3,0,634,86,14,10,0,0,110,22,0,0,0,0,18,0,0,0,0,0,0,163,5,3,0,4,176,35,3,0,0,0,38,7,0,0,0,0,7,310,21,14,0,4,355,97,0,0,0,0,99,238,8,0,4,0,249,2357,56,14,19,7,2446
103021065,1434,31,10,19,3,1499,1107,15,5,8,0,1136,340,74,109,5,0,522,111,10,14,0,0,133,13,5,5,0,0,24,214,15,8,0,0,243,55,3,4,12,4,77,10,0,4,3,0,18,747,102,138,33,4,1019,129,4,7,3,0,142,337,18,41,18,5,420,3749,181,198,68,17,4214
103021066,757,12,5,4,3,778,362,3,0,0,0,364,75,9,20,0,0,105,14,0,6,0,0,21,21,0,7,0,0,26,89,6,5,0,0,100,16,4,0,8,0,24,6,0,0,0,0,6,219,13,40,7,0,276,59,0,3,0,0,64,102,5,5,0,0,118,1499,44,53,8,3,1609
103021067,1325,26,41,15,5,1416,1331,14,9,5,6,1365,450,57,141,0,0,649,130,15,32,0,0,179,20,13,5,0,0,43,315,10,18,3,0,348,39,3,7,14,6,68,3,0,0,0,0,3,959,102,197,20,10,1296,43,12,35,5,0,91,235,19,52,8,5,313,3892,182,324,44,35,4479
103021068,548,0,6,13,4,572,297,0,0,4,0,300,43,0,4,0,0,47,19,0,0,0,0,16,17,10,0,0,0,29,118,0,4,0,6,129,18,4,0,7,0,26,7,5,4,0,0,10,217,20,16,7,4,257,69,0,0,0,0,74,130,4,0,4,0,141,1263,27,18,19,10,1348
103021069,990,21,4,22,9,1039,568,5,0,10,5,588,88,22,25,0,0,130,25,0,3,0,0,32,6,10,0,0,0,15,135,9,5,0,7,152,64,14,11,6,6,97,4,0,3,0,0,0,321,57,39,6,4,433,111,8,0,3,10,132,186,4,11,25,30,255,2176,97,51,69,52,2445
103031070,1887,129,8,16,3,2033,1301,37,6,3,4,1349,670,194,67,7,0,939,231,81,18,0,0,329,8,16,11,0,0,38,188,22,13,3,0,229,25,3,7,5,7,43,5,3,0,0,0,9,1122,323,118,9,12,1583,39,87,6,0,0,135,271,69,16,3,0,362,4619,638,152,32,13,5458
103031071,1481,12,3,17,12,1527,1119,12,0,10,0,1140,203,16,0,7,3,231,69,0,0,0,0,69,0,0,0,0,0,0,136,5,3,3,0,148,21,0,0,4,0,31,0,0,0,0,0,0,441,20,4,14,0,487,57,0,0,0,0,59,255,10,0,9,4,267,3353,58,3,45,20,3484
103031072,1357,114,0,11,6,1486,1492,43,0,4,0,1542,794,298,20,5,4,1115,123,27,17,0,0,172,27,19,3,0,0,53,192,32,0,0,0,224,27,10,0,15,4,56,8,3,0,0,0,14,1167,389,47,31,7,1638,33,13,0,0,5,47,191,60,4,89,0,339,4239,616,53,131,16,5051
