SA3_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
30502,21437,22392,43830,1276,1199,2469,2757,2539,5295,1273,1199,2471,1595,1760,3355,3675,4027,7699,3597,3814,7411,3079,3264,6341,2191,2266,4455,1274,1369,2649,542,640,1183,197,311,506,55,42,99,21162,22222,43379,276,172,448,316,336,648,16,19,32,31,16,46,357,373,727,15390,16119,31511,5264,5478,10740,18110,18740,36854,2508,2813,5322,18439,19315,37751,383,401,788,2648,2444,5088,1076,1041,2126,691,829,1517,1023,1510,2535,13226,14333,27560,941,830,1765,1745,1905,3648,435,434,870,266,334,605,49,58,109
30503,49287,51225,100511,2242,2197,4441,4520,4641,9163,2499,2748,5248,4493,5386,9878,11062,11123,22185,7876,7612,15485,6530,6699,13232,4884,4842,9732,3098,3191,6285,1581,1870,3451,495,911,1406,212,157,367,47154,49180,96333,2131,2045,4173,622,645,1265,61,61,125,37,46,79,720,749,1475,33522,34789,68312,13087,13980,27066,38916,39744,78660,7582,8847,16427,40141,41566,81709,646,709,1352,4334,4466,8800,2096,2380,4477,2075,2679,4756,3059,4020,7084,32515,34202,66715,2041,1903,3941,3682,4165,7848,909,846,1755,572,666,1239,119,121,239
30504,29503,30480,59987,1423,1420,2839,3628,3469,7103,2057,1998,4054,3068,3299,6369,5141,5203,10346,4096,4363,8453,4179,4212,8394,2822,2971,5793,1887,2057,3948,923,1049,1964,278,444,726,97,73,170,28534,29708,58240,971,780,1747,253,281,532,22,26,45,18,13,34,288,319,611,21477,22173,43649,7079,7450,14528,24774,25236,50016,3705,4328,8030,25535,26299,51829,457,476,938,3527,3382,6908,1858,1796,3652,1703,1946,3651,1684,2280,3968,19879,20875,40758,1033,1038,2076,1723,1946,3669,547,445,997,228,303,533,44,55,97
30601,28379,30113,58491,1549,1487,3041,4228,3980,8208,1838,1824,3657,1309,1330,2633,2812,3397,6213,3700,4384,8086,4088,4694,8777,3898,4131,8030,3178,3123,6295,1454,1366,2820,326,399,725,94,91,188,27395,29135,56532,978,977,1956,826,925,1751,283,330,610,215,223,447,1324,1482,2800,20311,20797,41100,6541,7863,14400,23803,24718,48523,2869,3719,6587,24642,25673,50315,474,454,925,3955,3758,7710,1329,1408,2734,390,513,903,868,1758,2623,12496,14860,27356,2262,2177,4446,4762,4526,9289,1089,1056,2151,514,514,1025,56,73,128
30602,54575,55821,110392,3077,2997,6071,7260,6915,14171,3340,3184,6522,3408,3411,6822,7982,8459,16442,6966,7684,14648,7354,7537,14895,6602,6682,13281,5303,5189,10494,2571,2672,5245,716,1078,1794,424,310,740,49055,51411,100463,5518,4411,9929,3111,3587,6705,1692,1936,3627,1500,1565,3067,6303,7091,13395,36742,36454,73197,10519,12693,23216,39287,39378,78669,7672,9424,17088,43083,43627,86705,724,699,1426,6395,6079,12482,2088,2131,4211,548,885,1437,1562,3057,4612,20473,23324,43797,3784,3542,7321,9068,8712,17781,2154,1956,4113,1598,1646,3247,371,495,865
30603,19542,18661,38196,1027,947,1980,2443,2170,4618,1040,949,1989,916,738,1654,2191,2096,4279,1897,2020,3914,2208,2332,4542,3032,3017,6047,3031,2688,5720,1382,1246,2626,365,458,829,293,106,395,18818,18130,36950,720,526,1250,2261,2422,4680,261,253,516,363,379,743,2880,3051,5934,14780,14236,29023,2513,2544,5056,14861,14306,29165,2555,2612,5163,16515,16069,32584,211,181,399,2123,1892,4020,585,570,1158,76,110,192,213,563,774,5557,6295,11848,1533,1424,2961,4582,4237,8814,1128,892,2030,1077,891,1975,114,100,215
30604,7866,7775,15645,291,305,599,763,697,1460,296,284,578,296,296,597,904,1049,1958,791,907,1700,1005,1005,2000,1365,1409,2772,1422,1219,2642,620,503,1123,116,101,217,66,85,147,6616,6574,13188,1249,1203,2456,326,395,724,58,46,105,112,98,213,497,545,1042,5150,4953,10101,1530,1652,3183,6153,5924,12080,555,722,1280,6133,5986,12117,58,60,119,660,610,1272,173,187,356,34,46,88,143,291,432,2968,3390,6355,692,661,1345,1467,1236,2705,340,240,582,224,160,381,23,18,44
30605,22481,22964,45440,1074,951,2019,2920,2744,5663,1296,1187,2482,916,846,1757,2323,2385,4710,2169,2481,4651,2658,2998,5664,3253,3638,6892,3532,3342,6875,1820,1765,3583,513,623,1135,347,164,509,21641,22178,43823,833,782,1617,1684,1786,3473,156,142,297,207,222,432,2050,2146,4198,16470,16843,33320,3249,3618,6867,18352,18844,37197,1536,1755,3294,18870,19451,38330,208,207,412,2502,2375,4876,773,782,1554,105,154,251,288,748,1033,7143,8422,15561,1535,1505,3040,4860,4918,9779,1214,1021,2234,1161,1017,2182,118,94,210
30701,24734,22695,47430,1515,1464,2980,3171,3049,6219,1229,1126,2355,1298,1284,2584,3287,3088,6370,3023,2809,5828,3362,2835,6193,3454,2954,6407,2766,2335,5097,1293,1298,2590,324,469,797,81,67,151,21973,21620,43592,2766,1081,3845,2013,2012,4029,45,41,80,59,51,105,2118,2102,4217,19443,18293,37731,1938,1810,3745,20560,19323,39884,915,908,1823,20575,19357,39936,306,314,619,2800,2661,5465,632,647,1281,131,248,376,331,687,1018,7282,8243,15530,1360,1274,2639,5527,4434,9959,1365,951,2318,1366,960,2331,93,67,157
30702,21737,21306,43042,1294,1189,2482,3021,3032,6057,1425,1232,2660,1168,1060,2231,2324,2280,4610,2325,2395,4721,2770,2816,5590,2998,2870,5862,2566,2358,4925,1407,1459,2865,425,615,1047,52,32,84,20696,20787,41488,1037,516,1557,1308,1408,2718,39,51,89,40,40,78,1385,1502,2886,17838,17807,35639,1749,1777,3520,18879,18872,37750,822,814,1640,18990,18950,37941,260,251,515,2737,2765,5502,856,847,1699,166,214,384,289,687,980,6005,7390,13403,1252,1253,2505,5380,4710,10091,1348,1030,2384,1384,1041,2428,78,61,134
30703,20411,20957,41367,1044,918,1961,2755,2532,5286,1186,1150,2335,982,858,1840,1925,2019,3949,1893,2143,4038,2426,2747,5173,2947,3171,6111,3087,3037,6125,1701,1723,3424,463,652,1114,31,18,46,19875,20400,40275,538,555,1092,1005,1095,2097,26,36,65,30,30,67,1064,1162,2222,16746,17136,33884,1925,2171,4095,18054,18596,36647,779,878,1655,18185,18785,36970,216,189,410,2479,2300,4777,695,817,1518,121,193,318,290,718,1003,6169,7385,13556,1269,1300,2567,5041,5069,10109,1263,1131,2396,1211,1036,2244,101,86,181
30801,18360,14906,33262,1064,1073,2133,2383,2324,4705,949,783,1735,1143,922,2059,2780,2242,5024,2812,2168,4982,2740,1864,4605,2477,1814,4292,1435,1155,2587,494,437,935,94,115,209,364,66,433,14641,14118,28755,3724,783,4505,1121,1222,2345,40,28,70,95,92,185,1258,1339,2602,12810,11507,24323,1869,1771,3635,13804,12404,26205,876,878,1752,13662,12299,25960,242,247,490,2139,2089,4229,541,468,1013,90,165,249,277,536,814,5311,5573,10880,1180,917,2097,3551,2686,6238,789,553,1342,527,326,853,52,31,80
30803,60103,61619,121719,3700,3368,7067,8664,8222,16884,4076,3735,7813,3487,3422,6916,7411,7652,15064,7122,7580,14707,6932,7585,14516,7575,8189,15764,6709,6547,13257,3386,3796,7180,1040,1516,2558,85,70,156,56992,59558,116552,3111,2062,5162,4083,4071,8154,250,219,467,345,296,640,4678,4582,9264,49724,51055,100778,6067,6482,12548,51881,54318,106199,3143,3316,6461,52453,54969,107425,911,879,1785,7974,7576,15552,2524,2572,5098,615,898,1505,1121,2446,3567,19858,23690,43547,3836,3865,7703,13396,12986,26385,3203,2668,5875,2943,2726,5666,242,193,434
30804,8775,7290,16066,484,475,960,1077,1025,2102,434,352,783,446,418,865,1123,940,2065,1297,962,2254,1275,923,2202,1259,935,2200,845,674,1513,437,411,849,87,175,263,13,10,17,7469,7016,14481,1306,277,1581,354,337,695,14,7,21,17,24,45,387,371,762,6407,5715,12120,702,611,1315,6799,6068,12863,375,325,697,6826,6103,12930,82,86,169,930,913,1840,222,188,406,25,55,81,94,190,289,2351,2599,4953,534,384,916,1875,1332,3201,461,299,758,440,316,759,30,15,46
30805,33264,32027,65294,2084,2029,4111,4921,4715,9632,2011,1950,3963,1632,1566,3197,3918,4100,8019,4231,4251,8485,4611,4473,9085,4746,4314,9056,3507,2982,6489,1316,1272,2583,293,389,684,62,35,95,31745,31364,63112,1518,670,2180,1708,1748,3458,76,61,138,178,199,375,1954,2015,3969,26208,25472,51676,4298,4454,8753,28863,28042,56912,1728,1962,3691,28829,28013,56842,529,514,1039,4553,4331,8890,1303,1376,2678,197,306,500,520,1374,1892,10627,11848,22477,2666,2429,5091,7466,6670,14132,1731,1461,3193,1183,1016,2202,88,58,142
30901,32428,35356,67789,1637,1507,3138,3360,3253,6615,1520,1534,3055,1817,2233,4046,4941,5731,10676,4448,4762,9215,4412,4519,8930,3949,4356,8304,3609,4051,7659,2086,2375,4460,656,1034,1687,144,165,311,31275,34205,65477,1156,1153,2313,457,474,930,23,35,62,16,9,29,496,516,1018,22218,23562,45781,8061,9525,17584,26699,28725,55422,3418,4328,7740,26550,28765,55307,515,476,992,3115,3065,6183,1128,1236,2376,593,911,1503,1229,2040,3269,16496,18700,35194,2174,2104,4277,4844,5492,10331,1047,1124,2172,600,719,1317,77,96,171
30902,28105,30500,58600,1557,1409,2967,3312,3162,6472,1588,1407,2992,1367,1643,3010,3567,4119,7686,3610,4113,7722,3724,3865,7580,3530,4093,7620,3364,3630,6984,1806,2070,3872,684,1000,1683,78,49,128,27063,29415,56479,1038,1078,2114,645,657,1297,39,38,78,32,33,65,717,726,1446,21609,23096,44711,4942,5764,10708,24853,26791,51649,1606,1997,3601,24464,26500,50967,488,457,947,3140,2970,6108,1150,1101,2249,412,660,1073,820,1594,2411,12392,14676,27068,1957,1911,3870,5420,5675,11093,1167,1200,2366,614,657,1278,59,36,96
30903,32623,36434,69062,1475,1374,2847,3309,3079,6390,1638,1609,3243,1926,1907,3831,3836,4039,7873,3750,4197,7945,4205,4989,9188,4380,5158,9539,4264,5369,9629,2994,3402,6393,854,1323,2179,93,67,161,31809,35458,67271,812,979,1790,586,611,1194,26,21,46,26,32,58,634,668,1296,20335,21967,42294,10259,12237,22494,25722,28263,53981,4781,5796,10578,26233,29307,55541,412,412,821,3034,2848,5882,1155,1208,2361,634,804,1438,1005,1721,2729,14654,16854,31508,2357,2480,4836,6156,7207,13369,1486,1526,3011,881,1224,2108,124,179,309
30904,10065,10413,20476,506,460,969,1312,1223,2536,583,583,1165,400,407,804,850,952,1804,1224,1376,2599,1519,1619,3138,1541,1703,3242,1338,1314,2649,666,614,1279,122,165,290,23,18,39,9597,9905,19500,467,511,976,198,193,391,7,9,15,10,5,22,220,205,432,7270,7452,14719,2124,2326,4451,8972,9151,18121,442,550,995,8792,8964,17752,143,131,269,1189,1123,2312,427,426,856,101,111,209,205,426,636,4345,5007,9356,706,655,1357,1926,1904,3826,431,370,803,216,174,389,14,15,30
30905,17248,18400,35646,1095,993,2084,2977,2897,5877,1331,1224,2554,841,906,1755,1509,1776,3286,2325,2828,5157,2670,2889,5560,1995,2178,4170,1528,1598,3129,785,794,1583,188,305,497,37,25,69,17171,18192,35360,77,208,285,331,330,658,17,23,38,17,14,35,362,368,732,12516,13101,25616,4054,4601,8652,15213,15993,31207,1324,1673,2992,15085,16060,31143,400,344,740,2810,2751,5560,1041,1037,2071,300,379,673,425,815,1238,7363,8774,16135,1180,1153,2329,2930,2894,5822,682,630,1318,344,297,646,33,45,80
30906,34032,35290,69327,2062,1955,4020,5010,4597,9608,2274,2147,4423,2059,1802,3859,4086,4407,8495,4642,5048,9684,4628,5070,9701,3920,4247,8170,3058,3380,6437,1772,1941,3712,522,690,1213,61,67,130,33718,35013,68732,317,282,595,806,825,1625,38,21,58,34,55,90,874,901,1775,23777,24070,47848,8838,9779,18615,29015,29587,58603,3568,4269,7833,28507,29595,58100,646,598,1241,4689,4310,8996,1665,1650,3314,589,659,1246,877,1732,2606,14316,16314,30629,2550,2420,4964,6294,6288,12583,1593,1392,2990,739,777,1509,84,92,174
30907,76754,80290,157045,5844,5622,11458,12728,12087,24820,5351,5219,10570,4900,5032,9928,10655,11957,22614,11073,11998,23069,9927,10730,20663,7340,7945,15289,5516,5950,11459,2822,2824,5644,613,916,1533,124,136,263,76319,79720,156042,434,573,1009,2008,2040,4051,77,90,165,68,96,164,2153,2230,4378,51380,52885,104263,21653,23526,45178,64124,66300,130424,8571,9788,18361,61543,64341,125879,1806,1716,3522,11807,11320,23126,3775,3973,7745,1282,1724,3006,1903,4008,5905,31559,36081,67645,5659,5495,11157,12799,12949,25746,3231,3000,6232,1495,1372,2864,201,243,444
30908,25324,28590,53914,1398,1236,2638,3266,3322,6583,1708,1704,3406,1809,2003,3810,3472,3767,7240,3483,3992,7478,3195,3831,7019,2599,3153,5753,2297,2867,5162,1555,1791,3350,534,930,1467,66,80,141,24499,27391,51890,818,1197,2017,421,451,874,16,16,29,15,14,34,451,483,935,15827,17502,33328,8293,9729,18025,19528,21517,41043,4529,5647,10174,20581,23030,43613,446,386,830,3096,3143,6240,1311,1425,2740,793,948,1742,975,1562,2533,12846,14826,27678,1612,1760,3376,3527,4233,7764,824,895,1721,484,598,1076,87,93,184
30909,31704,33487,65190,1432,1314,2747,3258,2958,6217,2006,1941,3950,2890,3014,5907,5243,5231,10478,3913,4149,8057,3886,4241,8124,3476,3867,7339,2938,3262,6202,1954,2297,4250,708,1213,1918,96,112,205,30003,31742,61737,1701,1749,3449,652,650,1308,35,25,63,33,36,66,720,717,1433,18575,18805,37372,10664,12031,22696,22815,23309,46131,6389,7487,13872,23782,24697,48475,440,372,813,2990,2741,5733,1488,1547,3030,1253,1499,2755,1674,2392,4066,15820,17243,33064,2097,2034,4131,4517,4981,9499,1199,1151,2345,749,821,1575,115,146,259
30910,24298,24349,48646,810,767,1572,1944,1785,3730,1031,1035,2069,1539,1687,3227,4048,3799,7850,3036,3035,6069,3106,3212,6319,3228,3434,6663,3223,3270,6488,1865,1849,3713,467,479,949,260,185,450,21932,22137,44064,2369,2217,4579,262,248,508,26,18,41,15,21,29,298,283,580,12765,12474,25247,8407,8887,17295,15992,15724,31719,4956,5460,10417,16692,16607,33304,229,222,457,1715,1576,3290,757,765,1524,584,680,1262,1304,1693,2997,12461,12642,25098,1542,1496,3036,3141,3396,6542,713,734,1448,414,440,857,93,84,179
31001,39870,38761,78630,2887,2606,5499,5455,5192,10646,2722,2493,5221,3022,2609,5635,6701,6134,12838,5864,5591,11458,4942,4914,9865,4045,3964,8008,2486,2785,5269,1290,1717,3009,455,741,1192,60,98,155,36337,38123,74459,3536,635,4171,1636,1211,2843,113,72,184,116,107,224,1866,1389,3250,22963,20405,43370,15003,16391,31392,20129,20392,40516,14596,15921,30516,29339,30247,59591,677,624,1297,4945,4712,9657,1882,1987,3872,894,1088,1982,1278,2074,3353,17601,18191,35796,2023,1893,3914,6326,4830,11155,1243,1355,2602,1495,1796,3286,688,985,1675
31002,33591,33380,66977,1788,1697,3478,4566,4301,8867,2114,2050,4170,1887,1718,3603,3634,3592,7231,3789,4005,7791,4404,4647,9054,4708,4818,9520,4151,3953,8107,2079,1984,4066,479,618,1091,52,36,86,31963,32468,64427,1635,921,2549,1563,1592,3156,73,49,127,94,105,201,1735,1749,3481,27724,27445,55176,3474,3784,7259,29719,29985,59702,829,1053,1885,29421,29820,59240,442,415,857,4222,3979,8201,1284,1421,2704,273,504,770,425,1108,1531,9875,11963,21839,2104,2157,4262,8731,7694,16426,2157,1739,3896,1893,1615,3508,131,96,228
31003,56382,59030,115410,3988,3636,7624,8738,8140,16881,3822,3700,7517,3658,3644,7298,7897,8740,16635,7402,7759,15161,6957,7575,14530,6324,6684,13011,4456,4925,9385,2373,2985,5362,751,1246,1997,51,53,106,55394,58000,113389,987,1033,2016,3154,3288,6442,114,124,238,146,159,303,3411,3570,6984,45819,47562,93379,7784,8535,16319,49894,51681,101574,3471,4161,7629,50372,52564,102935,1036,939,1976,8113,7608,15716,2533,2653,5186,675,966,1641,1413,2884,4294,21187,24255,45443,3734,3502,7232,10944,11339,22282,2748,2606,5360,2183,2430,4613,237,215,453
31004,51461,53102,104566,4732,4472,9200,9578,9029,18604,3623,3574,7201,3582,3675,7259,8041,9061,17112,8082,8549,16635,5903,6107,12009,4161,4450,8621,2528,2730,5261,1036,1151,2191,186,298,487,91,106,201,51332,53031,104364,128,70,204,2048,2203,4249,129,110,233,143,146,295,2320,2454,4777,32885,33201,66084,16048,17361,33409,36848,37436,74284,11795,12838,24638,40903,41822,82726,1205,1138,2342,8827,8293,17118,2441,2647,5087,766,1136,1898,1558,2900,4461,21390,23694,45089,3217,3242,6459,7122,7185,14314,1877,1680,3559,1146,1206,2353,298,447,747
31101,7261,7390,14652,378,355,739,1008,927,1934,436,446,886,341,317,658,685,715,1392,787,889,1675,960,1020,1981,1011,1030,2043,974,963,1933,522,508,1032,154,223,379,0,9,8,6925,7213,14146,331,175,507,404,466,866,9,14,30,22,20,43,437,498,938,5898,5937,11832,854,964,1825,6372,6640,13010,186,258,442,6312,6557,12873,91,73,169,916,853,1766,259,312,568,50,75,125,84,216,301,2114,2603,4719,476,484,956,1784,1705,3489,478,407,889,465,385,851,25,20,40
31102,22562,23471,46033,1615,1565,3182,3246,3084,6330,1388,1302,2693,1621,1582,3203,3505,3657,7161,2902,2965,5871,2660,2857,5514,2307,2526,4829,1906,2196,4101,1107,1323,2428,301,421,724,24,22,45,22435,23327,45768,124,143,263,959,1061,2019,55,49,110,50,36,88,1065,1151,2211,15456,15812,31268,5381,5925,11304,18259,18864,37124,2495,2840,5335,17967,18776,36746,413,409,821,2847,2757,5604,867,817,1686,283,393,679,479,1025,1500,8032,9044,17077,1622,1541,3158,4364,4583,8946,1233,1119,2358,804,819,1622,120,147,266
31103,45789,47301,93091,3755,3613,7365,7621,7234,14852,3361,3154,6520,3441,3421,6864,7049,7396,14447,5919,6414,12332,5123,5595,10714,4700,4992,9687,3135,3388,6516,1368,1584,2949,318,519,840,61,74,130,45573,46967,92541,216,336,553,1633,1674,3304,99,105,202,131,141,273,1858,1917,3781,28865,29349,58213,13913,14864,28770,31932,32683,64621,10644,11304,21941,35398,36665,72063,852,797,1651,6815,6517,13337,2134,2239,4378,702,946,1652,1084,2063,3152,16833,18875,35708,3079,2886,5961,7868,7905,15779,2125,1890,4017,1422,1519,2940,565,696,1263
31104,30130,30840,60971,2446,2329,4775,5361,5159,10522,2232,2101,4331,1799,1800,3597,3782,4434,8222,4222,4393,8614,4068,4221,8292,3106,3167,6265,2106,2180,4290,870,845,1718,134,211,347,33,39,77,30068,30774,60838,67,65,134,1201,1309,2507,48,51,103,53,59,107,1303,1421,2724,23471,23695,47173,5268,5720,10991,26534,26947,53482,2139,2391,4532,26292,26880,53171,659,639,1298,4979,4809,9788,1488,1525,3006,332,503,830,496,1328,1821,10463,12531,22998,2122,2077,4202,6179,5586,11771,1574,1216,2791,707,584,1286,118,154,275
31105,31213,33032,64250,2103,2136,4236,4641,4505,9153,2237,1985,4221,2024,2017,4034,4273,4571,8840,4222,4560,8790,3852,4097,7943,3262,3658,6924,2720,3103,5826,1465,1681,3141,421,728,1144,44,47,93,30759,32402,63156,461,634,1097,1005,1119,2120,67,66,131,87,109,196,1158,1290,2450,20604,21564,42170,8770,9515,18286,24472,25647,50121,4779,5306,10082,25223,26762,51984,567,532,1103,4262,4138,8394,1513,1494,3004,443,643,1084,806,1537,2342,12735,14184,26914,2063,2029,4098,5295,5490,10790,1407,1321,2728,921,1097,2021,258,285,544
31106,39153,39379,78535,2758,2600,5354,6001,5675,11670,2812,2574,5387,2643,2377,5025,5444,5453,10897,5498,5678,11176,4821,4872,9687,3789,4038,7833,3273,3701,6974,1723,1768,3496,390,634,1026,57,51,103,38798,38911,77707,358,468,827,1377,1458,2828,127,119,246,136,153,285,1632,1729,3362,23455,23311,46764,12940,13435,26375,26072,26271,52341,10107,10290,20389,29969,30367,60329,623,587,1207,5375,5115,10488,1878,1906,3783,713,747,1468,1154,1905,3065,15814,16482,32295,2405,2160,4568,5873,6184,12060,1602,1512,3112,1589,1663,3252,664,708,1375
31201,29983,19103,49079,1229,1075,2299,2579,2286,4864,962,823,1789,1587,1246,2832,5113,3291,8404,5249,2655,7902,5264,2576,7835,4588,2476,7060,2335,1709,4043,917,737,1655,167,227,391,206,100,308,17261,16180,33438,12722,2924,15647,1151,1061,2215,147,130,273,142,139,275,1436,1330,2767,16975,13406,30384,2723,2318,5041,18542,14643,33186,1222,1110,2330,18425,14529,32955,288,229,518,2264,2074,4333,482,475,960,108,142,256,368,601,972,7181,6593,13770,1701,1105,2806,5299,3514,8815,1081,738,1820,796,539,1333,90,58,148
31202,59559,60801,120355,3859,3653,7508,8689,8322,17009,3814,3576,7392,3414,3395,6807,7188,7946,15131,7448,8122,15569,7659,7997,15654,7853,7890,15743,5966,5674,11645,2851,3035,5884,811,1201,2011,82,82,164,57773,59382,117155,1783,1414,3200,2394,2446,4839,685,651,1343,641,649,1291,3719,3752,7475,47770,48322,96091,6834,7785,14617,51344,52246,103586,3344,3911,7249,51792,52941,104728,962,896,1853,7942,7601,15540,2389,2450,4836,548,772,1324,1018,2411,3425,19135,23146,42278,4254,4030,8277,13568,12494,26063,2967,2609,5578,2498,2168,4664,149,139,288
31203,13594,13354,26953,673,604,1277,1495,1389,2885,639,619,1260,725,830,1547,1988,2117,4106,1658,1769,3418,1755,1733,3486,2042,2001,4039,1838,1616,3460,689,533,1224,99,149,253,100,114,216,11209,11014,22220,2387,2340,4731,330,326,658,34,36,67,29,35,63,396,394,790,9530,9065,18594,2266,2564,4825,11064,10688,21749,739,938,1677,10758,10369,21124,142,147,291,1343,1231,2574,374,379,755,77,136,213,225,473,699,4828,5568,10390,1079,943,2026,2833,2438,5276,641,476,1119,357,273,636,32,28,57
31301,17665,19170,36839,525,560,1086,1572,1603,3178,816,761,1580,623,479,1100,1107,1144,2249,1377,1562,2937,1902,2154,4060,2647,3238,5887,3962,4307,8271,2540,2599,5139,592,758,1354,165,63,226,17375,18906,36279,287,268,557,564,614,1174,24,21,47,21,23,48,607,657,1265,13203,14219,27423,3444,3996,7444,16164,17544,33705,587,786,1373,15787,17184,32969,158,180,339,1460,1486,2946,521,561,1078,105,123,230,210,532,743,5797,6627,12422,1382,1435,2812,5074,5670,10746,1236,1175,2409,982,1032,2016,43,43,92
31302,38407,41028,79434,2761,2663,5423,6072,5677,11747,2571,2422,5001,2573,2693,5272,5557,6233,11790,4652,5222,9877,4483,4871,9355,3862,4430,8294,3347,3854,7204,1953,2088,4043,566,867,1434,170,120,287,37715,40219,77940,685,812,1496,2037,2319,4357,71,79,150,126,130,259,2237,2534,4768,29686,31007,60691,6340,7541,13884,33329,35086,68414,2619,3375,5987,32970,35036,68007,754,701,1454,5533,5199,10737,1573,1636,3210,413,695,1113,793,1878,2673,12480,15110,27592,2725,2851,5575,8070,8413,16486,2262,2123,4380,1581,1533,3110,187,181,362
31303,8174,6727,14900,355,341,697,866,877,1741,395,387,782,451,248,701,1344,754,2095,1245,810,2058,1049,932,1983,1003,971,1976,959,910,1861,419,365,787,92,135,229,12,17,24,6668,6639,13303,1505,92,1597,559,261,818,13,7,28,42,9,45,613,275,889,6363,5166,11528,1185,1013,2200,5685,5810,11488,477,407,885,5662,5784,11443,69,82,151,756,774,1537,241,270,508,25,50,79,88,212,302,2290,2503,4793,414,442,859,2668,1481,4153,408,278,688,388,276,665,25,17,42
31304,33267,34991,68252,2170,2014,4187,5205,4910,10116,2483,2389,4869,2249,2156,4410,4008,4336,8340,4025,4763,8783,4422,4763,9183,3817,3987,7811,2927,3344,6265,1551,1756,3311,405,572,977,16,29,48,33066,34664,67735,196,325,521,1377,1435,2815,61,66,132,97,90,185,1535,1597,3131,26033,26991,53023,5795,6467,12262,29931,31169,61106,1835,2282,4110,29405,30825,60227,636,536,1171,4870,4615,9485,1670,1745,3409,445,595,1045,707,1457,2158,12150,14202,26355,2352,2343,4696,7015,7106,14120,1750,1657,3407,1138,1144,2290,129,92,219
