SA3_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
12303,781,1669,946,734,971,192,6,5298,495,1070,773,761,1011,223,9,4342,244,424,320,297,709,206,0,2194,88,94,55,33,255,178,0,716,6895,9886,5072,4297,7617,1931,49,35742
12401,1691,4372,2242,1204,1319,288,4,11122,1182,3266,2330,1533,1810,304,13,10437,565,1320,921,732,1405,262,9,5205,217,255,153,121,816,180,0,1743,12323,21058,11019,7122,10392,2196,73,64186
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
12403,2536,4977,2463,1678,3779,753,29,16220,1466,2987,2034,1630,3734,615,48,12507,758,1136,725,604,2273,623,12,6135,236,250,113,104,929,408,3,2040,23996,33819,15309,12134,32354,7412,194,125216
12404,658,1346,729,497,967,288,7,4497,399,804,502,493,980,210,6,3397,243,409,264,231,776,191,0,2107,62,89,50,39,467,127,0,842,5628,8025,3638,3119,7716,3037,35,31203
12405,962,1805,967,742,1982,355,23,6851,566,993,602,528,1657,322,29,4698,237,319,198,177,829,189,8,1954,48,71,38,28,282,160,4,638,7510,10114,4702,4305,14438,3498,81,44647
12501,1324,2113,1169,1001,3618,720,54,9990,785,1270,815,651,2332,429,41,6325,374,521,266,201,1212,263,17,2852,113,104,59,36,602,201,0,1116,13218,16643,7116,6439,35280,8192,322,87200
12502,1286,2482,1469,1073,2269,346,44,8960,716,1562,1085,785,1874,247,39,6314,448,808,509,380,1188,163,17,3521,219,199,120,103,702,96,8,1452,10951,14875,7651,5915,17011,2649,185,59234
12503,2047,3590,1975,1756,6006,1298,42,16711,1378,2412,1457,1278,4621,926,55,12126,795,1143,649,537,2778,676,15,6596,293,323,167,90,1329,585,5,2798,18527,23429,11411,11373,51147,12764,262,128923
12504,1802,3626,1928,1283,3558,836,117,13149,1139,2195,1552,1124,3150,657,109,9937,761,1231,753,540,2201,581,24,6094,266,341,177,92,1221,499,5,2603,19681,29715,14353,10499,40097,9344,446,124134
12601,943,2260,1333,753,958,133,49,6418,582,1451,1082,715,969,111,46,4956,343,708,515,357,661,92,18,2692,151,230,126,78,497,95,5,1182,8813,12632,6764,4278,10151,1304,168,44105
12602,2446,5155,2804,1652,3470,668,109,16310,1546,3392,2242,1455,3239,530,118,12520,935,1587,1011,625,2322,531,19,7029,462,544,263,206,1689,699,4,3865,24029,34002,15327,10077,33028,6258,468,123186
12701,1897,3166,1723,1565,5032,746,56,14188,1116,1701,1058,952,3511,491,34,8872,504,632,377,336,1707,331,14,3895,151,122,55,46,614,202,0,1196,18063,22989,10925,10697,39157,6216,181,108221
12702,2952,4865,3003,3046,10940,1568,56,26435,2098,3309,2097,1999,8491,1087,44,19127,1049,1458,786,719,4609,806,13,9435,359,374,158,106,2253,699,6,3971,22947,26440,12948,13289,73203,10949,266,160042
12703,1811,3223,1714,1451,4991,928,50,14169,1093,1766,1100,915,3612,705,57,9244,634,776,452,373,2155,650,14,5054,164,169,78,66,1013,496,9,1992,17043,22022,10545,9789,38844,8611,217,107071
12801,2567,5146,2572,1409,2524,441,31,14692,1629,3489,2165,1349,2665,423,25,11741,935,1724,1201,848,2455,455,7,7623,494,629,337,217,1718,497,10,3903,20707,28338,13174,8557,21580,4096,147,96605
12802,2155,5036,2546,1403,2026,277,21,13468,1251,3182,2278,1395,2366,274,19,10772,729,1372,898,712,2008,377,7,6110,272,353,189,120,1000,575,4,2507,18901,27546,13322,8447,17985,2795,98,89087
19797,4,5,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,0,14,0,3,38
20101,2337,4510,2114,1161,2740,563,15,13441,1411,3029,2078,1539,3041,598,19,11716,760,1253,917,826,2301,576,3,6641,306,385,204,144,1377,454,0,2872,18807,26830,11960,8406,22304,5342,92,93741
20102,782,1711,921,549,740,330,3,5048,463,1118,823,742,947,320,0,4422,196,421,282,264,659,215,0,2038,64,87,57,41,293,136,0,673,4528,7420,3915,2935,4780,1978,25,25582
20103,582,1155,667,496,849,342,3,4098,442,931,700,675,1143,382,0,4274,209,378,323,335,838,266,5,2362,77,72,59,36,404,100,0,747,3610,5471,3109,2589,5321,2268,11,22378
20201,2162,3835,1869,1092,2489,609,6,12066,1320,2711,1855,1430,2832,515,12,10678,664,1272,891,766,2126,524,3,6246,308,333,187,182,1366,423,6,2808,16564,23448,10556,7603,20024,5006,72,83269
20202,1239,2780,1543,911,995,523,3,7997,822,2103,1536,1125,1368,473,5,7430,409,806,617,585,1068,389,5,3881,141,150,92,109,554,299,0,1335,7661,12912,7085,4987,7062,3684,40,43436
20203,334,591,312,239,429,230,0,2136,221,392,292,294,470,211,3,1883,87,138,101,138,274,145,0,883,39,31,29,18,159,78,0,353,1713,2450,1330,1219,2214,1230,5,10159
20301,436,922,531,382,421,138,0,2832,263,555,429,405,461,108,5,2215,101,191,122,128,280,96,0,915,24,39,17,16,151,59,0,310,3388,5079,2660,2081,3101,1001,3,17321
20302,3903,7606,3689,2147,5340,1087,31,23806,2328,4997,3476,2447,5742,1011,30,20034,1316,2412,1723,1469,4241,947,11,12120,566,671,396,324,2725,659,0,5338,34853,48129,21294,14792,43764,10525,211,173569
20303,2107,4666,2320,1171,1628,507,14,12414,1535,4037,2686,1625,2286,622,6,12790,655,1519,1115,860,1721,503,3,6382,226,311,199,158,990,363,0,2245,14843,24048,11808,7412,13107,3788,72,75078
20401,1439,2919,1523,967,1654,786,9,9313,1022,2145,1458,1232,2050,662,5,8584,467,901,601,632,1489,410,0,4506,144,202,119,100,854,176,0,1593,9254,13929,6829,5259,11567,4696,87,51625
20402,1139,2338,1164,655,1265,435,4,7008,744,1668,1169,1000,1604,414,0,6605,443,739,573,529,1321,386,4,3990,167,200,120,113,799,243,0,1647,7227,11143,5583,4115,9087,2965,38,40153
20403,1694,3636,1796,988,1875,570,14,10578,1092,2372,1627,1242,2212,546,10,9098,511,959,651,587,1586,406,0,4696,196,227,109,109,862,202,0,1711,12291,18309,8664,5978,13892,4384,112,63632
20501,1159,2420,1225,825,1377,374,7,7385,774,1724,1270,1032,1572,347,0,6711,406,779,560,529,1207,299,0,3787,146,168,102,80,684,155,0,1339,8877,12875,6323,5032,9999,2771,49,45941
20502,1160,2369,1329,888,1399,520,9,7675,926,2003,1630,1355,1881,623,7,8418,474,881,718,726,1456,429,6,4686,122,193,121,120,658,276,0,1492,6728,10782,6156,4915,8982,3587,38,41176
20503,1717,3809,1977,1293,1844,663,4,11305,1290,3094,2315,1676,2379,752,3,11511,619,1187,962,847,1709,577,7,5895,189,257,166,142,989,326,0,2069,10450,16790,9256,6884,11707,4370,66,59527
20504,1482,3061,1592,1082,2483,718,15,10440,895,1946,1413,1315,2763,710,3,9046,482,856,659,625,1824,584,0,5033,206,210,131,91,1002,382,0,2032,10770,16102,7853,6448,16685,5510,100,63471
20505,990,1968,1091,744,1283,416,5,6501,694,1345,1088,1030,1510,456,4,6129,304,550,458,381,1056,267,0,3026,98,133,92,56,509,138,3,1027,6445,9714,5082,4165,8339,3586,73,37405
20601,1384,2960,1218,640,1662,293,31,8193,767,1520,900,525,1562,257,21,5552,505,704,432,317,1365,232,7,3564,238,293,129,82,954,154,10,1860,19107,26539,8576,4423,15477,3033,151,77302
20602,933,2167,896,397,921,182,9,5510,475,1120,557,338,876,146,15,3533,264,524,276,227,813,154,0,2261,144,180,95,44,538,151,0,1150,10882,15914,5540,2688,7576,1707,53,44351
20603,1408,2753,1244,620,1429,338,11,7802,725,1564,975,558,1397,221,8,5444,338,643,352,263,973,159,3,2733,171,218,92,50,773,112,0,1419,13291,17797,6682,3788,13169,2761,102,57588
20604,1916,3061,1144,492,2064,985,157,9820,1106,1965,904,447,1651,680,79,6828,445,761,378,225,1106,364,13,3288,121,164,61,52,701,218,9,1313,31767,38053,9836,4879,45040,13223,1354,144153
20605,2443,4207,1341,560,2033,761,56,11401,1292,2466,1105,508,1861,531,20,7785,614,1021,501,286,1281,400,14,4125,215,200,84,52,589,293,3,1433,22295,29038,8325,4195,18648,6698,260,89449
20606,1258,2086,701,350,1015,322,28,5760,944,1525,732,350,1106,287,13,4959,523,787,492,295,1031,261,5,3394,225,261,100,61,534,207,0,1392,15173,17833,4854,2592,11898,3438,199,55988
20607,1675,3083,1094,504,1512,591,30,8487,926,2067,937,447,1401,439,14,6228,459,790,476,194,1075,285,0,3286,184,204,99,43,649,151,3,1322,21726,28076,7535,3406,14664,5019,193,80623
20701,3552,7863,3745,1909,2730,508,109,20414,2297,5261,3184,1645,2646,461,78,15569,1305,2605,1754,963,2558,444,32,9659,560,887,440,227,2414,402,8,4937,33243,43350,18707,10564,28359,4638,509,139372
20702,1908,3772,1958,1311,2733,319,86,12085,1237,2653,1804,1278,2770,284,58,10091,1050,1869,1354,949,2661,366,20,8279,488,591,330,195,1895,266,0,3759,16442,21027,10447,7405,23821,2890,301,82336
20703,1975,4174,1951,1070,2193,371,63,11790,1192,2606,1657,976,2245,373,56,9110,877,1508,1005,645,1895,364,16,6310,439,565,298,204,1608,361,3,3485,19151,25078,10983,6591,24562,4378,359,91107
20801,2658,5407,2431,1055,1808,353,27,13731,1599,3535,2100,1051,1999,365,28,10685,931,1758,1106,660,1890,396,18,6758,394,541,275,202,1615,361,5,3378,19182,25747,11675,6362,16052,3066,183,82266
20802,3187,6316,2622,1221,2855,484,60,16753,2224,3972,2115,1188,3249,516,70,13332,1147,1726,960,639,2573,457,16,7504,519,618,321,162,2123,418,4,4157,29629,39488,15257,8487,29806,5182,327,128175
20803,2876,5367,2232,1020,2919,473,34,14920,1619,3219,1829,1048,3070,476,26,11288,943,1474,937,655,2492,501,11,7014,412,507,251,171,1766,294,6,3405,22430,30750,12515,7204,23089,4048,149,100185
