SA3_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
11702,4291,11392,4854,986,403,21924,964,22888
11703,39127,47161,11410,1598,596,99883,7683,107568
11801,8921,24779,13556,2799,1313,51367,2898,54266
11802,8265,23933,14109,3340,1455,51102,2726,53825
11901,5367,20095,19312,6990,4068,55835,4079,59913
11902,5915,19411,13031,4044,2373,44779,3644,48423
11903,6089,18353,13883,4418,2312,45056,2227,47291
11904,7405,24596,14444,4013,2110,52567,3198,55766
12001,3332,15349,10946,2604,1238,33471,1319,34787
12002,3022,12119,6238,1060,339,22785,946,23727
12003,11062,29028,14249,3619,1801,59757,3147,62908
12101,5786,21494,12909,2849,1166,44204,1511,45709
12102,2648,13398,10525,2853,1429,30848,856,31706
12103,1844,14984,17610,5038,2382,41862,922,42781
12104,7093,23068,10021,1801,729,42708,1663,44374
12201,1659,7384,5463,1312,604,16425,566,16993
12202,799,6662,9615,3223,1992,22290,823,23113
12203,3752,20664,21050,6305,3670,55440,1822,57262
12301,612,5772,10226,4004,2717,23333,699,24029
12302,4453,21511,20622,6731,3672,56994,3466,60455
12303,406,3315,5605,2704,2705,14728,699,15434
12401,1828,11477,11456,3673,2048,30476,994,31473
12402,0,4,0,0,0,4,0,8
12403,3602,18370,20436,7218,4775,54404,2909,57311
12404,767,4378,4575,1823,1478,13021,695,13719
12405,1255,6498,6714,2460,1509,18433,1463,19895
12501,4644,16239,8918,2372,1184,33365,2435,35804
12502,1817,9065,9594,2780,1299,24550,1136,25687
12503,5638,17985,15592,5462,3290,47966,4810,52771
12504,7801,26122,14381,3510,1712,53530,3570,57104
12601,1484,7963,6685,1764,775,18666,536,19200
12602,6757,25542,16441,4229,2076,55043,2238,57279
12701,1742,10440,16916,6661,4523,40280,2270,42554
12702,5747,19202,18097,7943,5188,56179,3648,59830
12703,3955,15096,14929,5137,2798,41921,3127,45048
12801,2871,16125,16976,5061,3061,44096,1691,45784
12802,1876,12092,16023,5228,3398,38615,949,39566
19797,0,0,0,0,0,0,0,0
20101,2721,16973,16961,5463,3086,45199,2161,47357
20102,327,3567,4620,2115,1420,12054,906,12962
20103,449,3473,3903,1677,1232,10744,929,11674
20201,2242,14620,15134,5057,2766,39816,2077,41895
20202,650,6280,7891,3141,2194,20149,1330,21484
20203,130,1195,1637,931,709,4593,590,5185
20301,84,1294,3161,1528,1337,7408,430,7837
20302,5007,29771,31374,9204,5139,80499,3960,84458
20303,811,11851,16098,4615,2335,35712,1627,37342
20401,932,7574,8751,3701,2526,23484,1948,25424
20402,975,6409,7302,2781,1798,19262,1489,20748
20403,1210,9423,11677,4186,2564,29055,2004,31055
20501,697,6610,8500,3316,2240,21372,1234,22606
20502,868,6956,7626,2812,1612,19865,1569,21440
20503,1130,10618,11181,3925,2296,29151,2009,31159
20504,2169,11087,10752,3952,2306,30276,2334,32609
20505,799,5793,6676,2585,1694,17543,1291,18838
20601,6173,18979,9378,2282,1001,37810,1482,39297
20602,2988,10684,6218,1365,608,21851,749,22606
20603,3652,13096,8252,2036,1028,28065,1461,29523
20604,32707,29956,6932,927,388,70909,6041,76956
20605,8853,27028,10586,1627,614,48704,3416,52123
20606,6541,15853,6442,1286,630,30758,1870,32631
20607,8322,21876,8587,1593,501,40883,2314,43195
20701,4632,25338,23400,6232,3019,62618,2059,64668
20702,1778,12962,14799,4104,2154,35792,1080,36874
20703,3988,16604,14335,3533,1697,40156,1579,41733
20801,1926,13988,15825,4144,1990,37878,1312,39190
20802,5342,26319,21924,4822,2205,60618,2200,62824
20803,3001,18983,19201,4697,2231,48112,1711,49824
20804,1398,7037,5824,1464,702,16430,602,17033
20901,2811,17837,19157,5117,2531,47446,1576,49024
20902,4377,16884,11407,2986,1526,37184,2020,39208
20903,375,4729,9824,4124,3196,22243,711,22954
20904,3360,26130,34963,11539,6360,82353,3998,86356
21001,1213,7643,9437,2772,1526,22594,807,23405
21002,166,2393,4869,2185,1592,11205,530,11734
21003,2669,12846,9854,2565,1337,29272,1686,30953
21004,587,4900,6778,2432,1529,16216,748,16962
21005,2860,18955,24950,8731,5023,60515,3947,64461
21101,2198,17733,24463,8109,4586,57082,1903,58993
21102,186,1866,3628,1625,1324,8634,219,8848
21103,2062,15331,17497,4902,2832,42616,1395,44016
21104,1260,8567,9470,2393,1158,22846,799,23647
21105,1607,15309,23154,8933,6387,55395,2157,57549
21201,1031,11470,16734,6050,4074,39349,2101,41446
21202,1686,12802,18712,6846,4212,44255,2317,46577
21203,1710,18137,31391,10854,5848,67933,3439,71374
21204,5053,23316,22847,8004,4254,63477,3784,67259
21205,4524,23089,25363,7264,3399,63634,2603,66234
21301,4387,20908,21725,8427,4543,59987,4306,64294
21302,2369,13201,12530,3156,1509,32757,1517,34278
21303,4244,16351,9833,2222,855,33494,1975,35472
21304,2062,18083,26250,9294,5488,61173,3553,64728
21305,3521,32472,38408,10811,5264,90466,5610,96080
21401,3069,18910,20787,6419,3389,52571,2918,55490
21402,2412,22374,27133,8514,4985,65418,3560,68977
21501,1377,8193,8644,3596,2511,24324,1685,26015
21502,1324,7288,7854,2976,1787,21220,1952,23170
21503,825,4704,5328,2205,1509,14567,1451,16017
21601,737,4818,5557,2348,1570,15023,1090,16113
21602,568,4031,4329,1741,1214,11891,901,12793
21603,1246,8202,9165,3633,2210,24452,2169,26627
21701,725,4957,5398,2402,1580,15061,962,16023
21703,736,5063,5547,2316,1583,15241,1123,16359
21704,949,6899,8022,2821,1720,20409,1228,21636
29797,0,0,0,0,0,0,0,0
30101,973,7821,10706,4111,2627,26240,840,27080
30102,1777,11310,13666,5083,2905,34740,1367,36110
30103,1416,9158,11116,3411,1659,26761,913,27674
30201,630,5222,7350,2173,1151,16516,400,16916
30202,2550,11806,10786,2881,1346,29379,1103,30482
30203,1510,7442,6141,1604,730,17431,699,18126
30204,1558,9105,8582,2440,1256,22940,1071,24011
30301,1058,7205,8280,2326,1165,20035,621,20659
30302,3370,14434,10522,2708,1307,32344,1362,33706
30303,1660,9332,11014,3343,1728,27073,1039,28118
30304,1004,5482,5575,1589,777,14434,510,14946
30305,745,6692,9609,3068,1454,21562,901,22470
30306,837,5482,6256,2195,1125,15898,765,16663
30401,283,3421,5291,1648,747,11396,206,11603
30402,350,4101,7376,2470,1385,15688,261,15955
30403,1870,9008,6796,1710,734,20117,627,20751
30404,1106,6822,8097,2240,1025,19284,511,19795
30501,8656,21150,7517,1378,611,39311,2980,42291
30502,1057,7081,6521,1698,850,17209,754,17963
30503,4652,20638,12981,3021,1401,42687,2099,44789
30504,1930,9984,8053,2242,1091,23297,764,24060
30601,682,7761,9104,2767,1281,21597,1150,22747
30602,3292,15023,13246,4136,2061,37757,3784,41543
30603,877,5459,4930,1610,817,13693,1509,15199
30604,334,2367,1765,522,256,5248,580,5826
30605,820,6160,6114,2268,1259,16618,1961,18575
30701,772,5656,5925,2520,1641,16506,1888,18386
30702,608,4847,5719,2569,1689,15438,1355,16796
30703,741,5469,5827,2340,1525,15904,1323,17224
30801,518,3586,3705,1563,962,10329,1172,11498
30803,2564,15741,16544,6089,3430,44364,3365,47726
30804,250,1566,1923,851,631,5232,844,6073
30805,1094,8294,9267,3458,1784,23894,1811,25699
30901,1631,10850,9991,2743,1430,26652,2077,28724
30902,1217,8566,8767,2667,1397,22617,1296,23914
30903,1747,13038,10106,2683,1230,28800,1860,30663
30904,96,1827,2806,1299,951,6982,382,7366
30905,175,2582,5036,2088,1404,11287,495,11776
30906,812,7016,9840,3863,2457,23985,1133,25124
30907,935,13867,22790,8389,4715,50696,2816,53516
30908,772,7425,8144,2357,1043,19737,890,20624
30909,2275,10730,7904,2487,1297,24693,1890,26580
30910,1833,9053,5711,1406,747,18756,2174,20929
31001,1744,9261,9483,3085,1409,24982,1427,26402
31002,615,6361,8880,4206,3182,23243,1683,24921
31003,2644,14594,15722,5747,3210,41908,2329,44237
31004,1201,10914,14364,4530,2115,33128,1917,35044
31101,249,1895,1898,815,527,5382,389,5771
31102,1095,6242,5990,2099,1106,16531,1519,18051
31103,1062,9026,11416,4550,2897,28950,2236,31183
31104,209,3553,7280,3780,3373,18190,1005,19201
31105,1130,6993,8239,3161,1974,21494,1542,23031
31106,1944,9374,9508,3379,1819,26030,2139,28169
31201,544,4642,4665,1693,1008,12555,1443,13996
31202,1848,13846,17063,6705,3685,43155,3874,47026
31203,619,3374,3024,1019,558,8594,794,9386
31301,828,7221,5526,1683,960,16212,753,16965
31302,1519,9322,9666,3858,2536,26893,1791,28684
31303,102,1271,1773,863,687,4706,458,5165
31304,895,7281,8768,3699,2751,23392,1178,24568
31305,2233,10963,8822,2807,1394,26217,1486,27695
31401,490,6853,13617,5458,3637,30062,671,30734
31402,1064,10805,12970,3850,1613,30302,1251,31550
31403,796,5272,5582,1820,981,14452,641,15093
31501,1984,4291,2723,989,640,10628,1788,12415
31502,1108,4688,3797,1190,770,11548,1723,13272
31503,515,3444,2389,884,719,7950,1008,8959
31601,841,7217,8677,2883,1557,21185,891,22078
31602,1678,14333,14354,4346,2240,36942,1788,38729
31603,1389,11621,9711,2742,1315,26783,1711,28493
31605,748,7421,7528,2109,948,18752,912,19666
31606,443,5942,8532,3502,2480,20899,1223,22122
31607,710,5596,7207,2757,1763,18043,945,18986
31608,160,2303,3524,1568,1148,8700,498,9201
31701,3417,21697,22643,7852,4506,60108,2887,62994
31801,1088,5813,5804,2181,1226,16106,1765,17872
31802,3921,25087,27790,9134,4541,70474,4779,75255
31901,2198,14390,13182,4688,2613,37065,2368,39434
31902,1004,6955,6784,2783,1677,19202,2048,21247
31903,874,7215,7742,3018,1835,20681,1500,22185
31904,1517,11062,8911,2855,1486,25831,1440,27265
31905,1135,7143,6787,2428,1476,18964,1347,20313
39797,4,0,0,0,0,7,4,5
40101,3524,5577,1744,272,136,11262,833,12093
40102,762,7813,12188,4828,3289,28876,1104,29974
40103,1020,6557,6999,2088,1059,17724,330,18049
40104,1602,8153,7914,2326,1332,21324,626,21952
40105,1703,7123,5117,1337,690,15964,576,16546
40106,924,4416,4442,1340,676,11799,367,12168
40107,1262,6532,5542,1450,737,15525,392,15917
40201,767,4443,5154,2203,1611,14176,592,14771
40202,3375,13002,12263,4178,2354,35172,2270,37447
40203,2423,10938,10540,3033,1420,28357,1180,29532
40204,3609,18758,18850,6631,3535,51384,2315,53694
40205,1791,12568,14707,4981,2786,36828,900,37728
40301,1299,6615,5363,1403,704,15382,483,15862
40302,3235,14883,14397,4206,1970,38691,1173,39860
40303,1243,8117,10149,3312,1809,24623,531,25155
40304,3637,24177,26597,8960,4971,68345,2634,70986
40401,4039,18638,17036,5187,2631,47523,1792,49318
40402,2481,9561,8391,2576,1299,24313,1093,25403
40403,2569,10843,9090,2661,1323,26477,894,27369
40501,399,4143,5503,2475,1849,14369,680,15052
40502,371,3046,3428,1463,1009,9319,614,9935
40503,906,4154,3721,1563,1025,11377,889,12262
40504,512,4343,4372,1443,888,11560,805,12362
40601,1949,8410,8125,3057,1752,23291,1898,25188
40602,1019,3928,3156,1120,645,9873,1257,11129
40701,963,9207,8602,3075,1836,23680,1121,24801
40702,1364,8468,9648,3951,2537,25971,1772,27743
40703,1633,9766,10106,4261,2878,28638,2231,30870
49797,0,0,0,0,0,0,0,0
50101,662,7371,8804,2946,1529,21307,1402,22716
50102,1623,13111,15806,6071,3372,39976,2334,42309
50103,335,2900,3513,1552,994,9287,766,10060
50201,1999,16139,15300,5274,2866,41580,2015,43597
50301,1302,8422,10573,3420,1800,25518,839,26355
50302,5820,23688,13842,2917,1222,47494,2851,50349
50401,2251,13533,12832,3484,1774,33870,1471,35348
50402,515,3976,5978,2777,2017,15264,608,15867
50403,1833,15484,20918,7700,4645,50586,2571,53156
50501,1500,16169,25947,9010,4927,57552,1544,59093
50502,4803,32541,31873,8642,4261,82118,3927,86042
50503,2356,22302,29662,10420,5807,70544,2694,73237
50601,1348,9956,13704,4648,2652,32307,1649,33956
50602,2481,13524,10803,2808,1216,30837,1844,32679
50603,1871,11606,13926,4648,2444,34499,1427,35928
50604,1813,13876,16718,6281,3629,42314,2059,44372
50605,614,5916,8627,3547,2441,21139,796,21938
50606,131,2221,4296,1928,1584,10153,424,10578
50607,1018,7507,6663,1800,752,17747,706,18452
50701,1729,14100,17962,5761,3019,42577,1697,44274
50702,1394,6648,5949,1540,731,16267,941,17214
50703,786,5440,6279,1984,1014,15507,870,16373
50704,1714,13074,16725,5101,2751,39360,1124,40478
50705,1973,16772,19372,6659,3380,48151,2230,50382
50901,988,7774,8773,3563,2390,23486,1764,25248
50902,743,6161,7535,3588,2715,20745,2425,23168
50903,297,2207,2603,1189,1005,7306,858,8162
51001,2100,6445,3601,1201,687,14037,2740,16774
51002,618,2736,2745,966,453,7519,1358,8873
51003,477,3303,3621,1341,693,9421,1723,11148
51101,269,1991,2237,838,610,5949,687,6634
51102,328,3274,1735,477,347,6154,825,6981
51103,953,4297,4608,1821,1031,12706,2020,14732
51104,1021,7548,7612,2843,1688,20717,2558,23274
59797,11,0,0,0,0,13,0,13
60101,456,2206,2377,1136,845,7015,402,7423
60102,1282,7780,8601,3089,1897,22648,780,23429
60103,2134,8676,7225,2803,1706,22545,1196,23739
60104,522,4606,5380,1964,1234,13710,376,14085
60105,2143,9161,7136,2134,1078,21646,832,22475
60106,194,2240,2778,1199,793,7203,417,7622
60201,2531,13129,12042,4291,2376,34368,1638,36005
60202,267,2689,3519,1772,1263,9513,586,10102
60203,675,5276,5860,2648,1762,16218,1039,17254
60301,111,1135,1684,969,789,4690,386,5073
60302,248,2570,3357,1347,861,8390,543,8934
60303,117,1254,1288,477,286,3431,222,3654
60401,1356,7594,7088,2751,1661,20451,1076,21527
60402,1062,6648,7070,2792,1721,19290,943,20237
60403,338,2541,2577,1070,612,7127,733,7862
69797,0,0,0,0,0,0,0,0
70101,1015,4875,3756,944,435,11028,978,12011
70102,1216,6483,7192,2457,1210,18555,1676,20234
70103,175,1885,2373,1270,1152,6851,1003,7853
70104,559,3911,5315,1714,668,12173,1229,13402
70201,1870,5260,3517,1242,664,12548,1400,13954
70202,472,889,356,73,66,1862,233,2097
70203,1525,2109,866,241,138,4887,783,5671
70204,816,954,613,155,56,2593,399,2991
70205,1006,2687,1526,487,304,6012,1140,7152
79797,7,0,0,0,0,7,3,7
80101,2080,15228,15376,4463,2284,39425,1350,40780
80103,62,240,139,40,43,523,215,735
80104,1000,10260,13080,3453,1758,29560,1010,30566
80105,2768,11944,6858,1695,688,23946,1043,24992
80106,875,6575,4591,1000,460,13502,817,14324
80107,1240,10654,13512,4764,2584,32752,1009,33764
80108,437,3305,3800,1040,561,9145,305,9451
80109,997,6501,5563,1487,777,15318,519,15835
80110,88,1651,1940,375,115,4173,149,4323
80111,0,32,80,36,39,193,19,207
89797,0,0,0,0,0,0,0,0
90101,37,189,131,62,24,440,59,499
90102,7,38,38,20,24,131,36,168
90103,11,20,32,7,5,76,34,106
90104,31,356,339,119,62,910,127,1034
99797,0,0,0,0,0,0,0,0
