SA3_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
12203,0,0,0,0,5129,5132,70,5,4,3,4410,4489,2175,51,98,4,6318,8638,6824,231,478,14,2939,10490,8155,440,1021,42,1923,11576,6020,312,1190,106,1216,8845,4313,187,749,224,553,6025,3002,111,376,430,209,4127,991,18,98,535,42,1675,53,0,13,3,39,104,31594,1356,4018,1358,22783,61108,0,0,0,0,4568,4574,152,5,6,0,3812,3979,3090,102,167,9,5782,9149,7611,345,656,36,2686,11332,8317,543,1558,127,1805,12348,5612,337,1695,336,976,8953,4012,187,1300,832,458,6789,2399,84,775,1741,179,5178,499,13,222,1989,79,2804,54,7,12,11,49,129,31743,1626,6382,5080,20408,65233,0,3,0,0,9700,9704,221,10,7,4,8227,8472,5269,152,261,11,12097,17788,14437,573,1132,50,5635,21824,16469,985,2577,171,3727,23922,11633,654,2887,439,2191,17800,8327,378,2045,1052,1007,12812,5395,196,1152,2168,388,9306,1485,30,319,2525,123,4477,101,7,22,17,90,239,63336,2980,10398,6433,43188,126342
12301,0,0,0,0,2639,2639,31,0,0,0,2209,2240,1853,80,69,3,2717,4725,3603,202,257,5,1038,5112,3552,211,497,25,607,4891,2480,150,455,48,282,3413,1839,68,265,135,97,2405,842,40,88,142,29,1142,172,3,15,105,20,314,15,3,0,6,10,31,14390,760,1643,467,9646,26904,3,0,0,0,2545,2549,87,6,0,0,2110,2203,2434,137,137,10,2377,5092,3878,316,442,29,911,5567,3432,310,759,87,540,5119,2413,216,718,189,262,3803,1566,92,496,404,107,2663,610,26,194,559,36,1412,88,0,42,510,27,672,16,0,5,0,11,37,14524,1103,2790,1780,8921,29121,8,0,0,0,5185,5189,120,6,4,0,4311,4441,4286,214,207,8,5094,9816,7475,516,699,32,1952,10678,6985,519,1251,112,1145,10012,4896,372,1171,235,547,7219,3407,159,758,537,207,5068,1447,67,276,698,60,2559,261,5,55,624,37,979,32,3,5,10,19,69,28918,1860,4433,2250,18569,56025
12302,9,0,0,0,5642,5646,143,11,5,0,5673,5840,4198,216,176,8,7519,12116,8734,554,566,18,3389,13261,6347,602,949,61,2133,10094,6239,532,1233,193,1188,9383,4980,397,891,381,415,7067,2141,117,329,447,132,3172,364,26,52,227,27,687,87,0,7,14,31,148,33236,2457,4214,1359,26155,67418,14,0,0,3,5349,5368,361,29,8,0,5127,5522,6450,433,303,11,6471,13668,8783,752,875,80,3060,13549,5991,745,1446,229,1933,10342,6002,635,1847,692,950,10131,4148,403,1453,1419,380,7802,1428,80,529,1418,107,3558,177,19,97,945,38,1275,82,4,11,45,30,167,33439,3099,6554,4845,23443,71381,20,0,0,8,10987,11019,507,41,14,3,10802,11359,10648,647,476,21,13990,25786,17514,1306,1441,98,6452,26807,12334,1344,2395,288,4072,20432,12244,1166,3072,888,2141,19513,9123,799,2341,1797,796,14866,3572,195,863,1868,237,6733,533,39,148,1173,67,1969,172,7,13,61,62,313,66671,5557,10764,6205,49598,138796
12303,0,0,0,0,1621,1620,29,0,0,0,1335,1363,1027,53,39,3,1593,2716,1815,107,133,4,737,2798,2046,155,319,23,517,3059,1783,120,317,40,295,2555,1559,112,258,102,115,2139,745,41,93,143,55,1075,182,9,18,83,13,300,14,0,0,0,14,32,9196,592,1185,389,6302,17663,0,0,0,0,1474,1474,39,0,3,0,1226,1268,1341,80,59,0,1348,2824,1959,153,217,19,627,2976,2067,170,394,42,385,3056,1819,138,427,131,227,2734,1431,80,318,276,88,2193,547,24,117,398,30,1114,105,0,22,274,11,413,7,0,0,4,9,19,9320,647,1546,1139,5426,18082,0,0,0,0,3092,3097,67,9,3,0,2560,2639,2366,136,96,3,2943,5540,3778,256,352,20,1366,5781,4116,320,712,60,908,6120,3598,258,744,164,529,5295,2994,190,570,373,200,4332,1296,65,211,539,83,2193,283,13,38,359,30,712,24,0,0,4,24,49,18515,1236,2730,1533,11731,35742
12401,6,0,0,0,2458,2461,30,0,0,0,1787,1822,1048,40,53,0,2342,3485,2643,153,241,6,1503,4545,3154,209,532,32,1307,5238,3266,217,704,84,937,5203,3313,170,695,194,589,4956,1567,52,268,246,190,2325,365,13,52,176,44,650,19,5,0,0,10,32,15398,860,2558,741,11159,30711,0,0,0,0,2195,2197,56,0,0,0,1528,1589,1436,71,92,5,2023,3621,2948,215,400,14,1412,4986,3317,301,830,73,1176,5687,3443,242,1119,233,871,5909,2937,172,1230,581,538,5463,1182,70,535,894,198,2876,185,9,111,721,75,1099,16,4,4,4,9,38,15519,1085,4317,2524,10026,33467,0,0,0,0,4647,4652,86,3,3,0,3318,3412,2481,108,140,4,4365,7101,5590,369,641,20,2912,9535,6473,508,1358,106,2479,10930,6706,459,1819,317,1813,11116,6252,343,1926,770,1132,10424,2747,126,809,1142,381,5202,553,19,169,894,119,1743,35,5,7,6,23,73,30914,1941,6876,3268,21183,64186
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12403,3,0,4,7,5045,5057,118,9,3,0,5412,5548,3912,208,167,4,7201,11485,7289,458,610,24,3191,11577,6000,550,1099,54,1930,9633,5020,420,1145,129,1027,7752,4084,276,822,334,353,5869,1939,104,307,400,103,2855,422,26,41,226,16,731,67,0,4,3,30,109,28850,2059,4208,1178,24322,60613,6,0,0,4,4883,4893,257,20,6,0,5037,5317,5232,363,308,20,6719,12640,7460,664,932,52,2866,11975,5976,655,1585,189,1690,10088,4855,502,1728,557,794,8439,3666,283,1286,1078,268,6594,1345,68,468,1306,81,3272,185,8,113,967,27,1304,40,0,7,19,19,85,29020,2566,6434,4198,22383,64608,14,4,5,5,9923,9950,374,27,11,0,10451,10863,9149,570,472,23,13917,24129,14746,1124,1542,80,6062,23550,11972,1204,2680,241,3619,19717,9875,923,2879,690,1825,16190,7748,556,2111,1411,626,12457,3286,172,772,1707,186,6123,604,37,158,1192,47,2037,103,3,10,24,49,194,57875,4620,10641,5380,46704,125216
12404,3,0,0,0,1187,1195,45,0,0,0,1281,1324,1021,39,48,3,1944,3059,1240,139,125,3,830,2336,1289,125,300,9,595,2310,1308,120,396,50,378,2249,1030,59,262,79,167,1589,619,32,117,119,46,930,147,6,29,86,12,278,11,0,5,0,3,19,6708,521,1273,352,6444,15300,0,0,0,0,1134,1135,79,0,4,0,1130,1211,1179,77,78,8,1582,2920,1277,155,239,14,690,2377,1333,176,446,51,461,2473,1237,108,491,124,280,2236,933,87,383,287,103,1796,466,21,181,473,38,1173,84,8,51,387,29,566,9,0,0,6,7,21,6597,636,1877,1345,5452,15902,7,0,0,0,2315,2326,125,0,4,0,2411,2538,2202,116,134,8,3522,5982,2518,294,364,19,1519,4709,2623,300,748,62,1052,4779,2546,231,882,173,660,4489,1961,149,646,372,266,3391,1085,46,300,588,81,2105,228,16,82,475,45,842,16,0,9,6,7,35,13303,1161,3157,1698,11889,31203
12405,0,0,0,0,1847,1846,57,0,3,0,1806,1862,1239,92,56,7,2780,4177,2186,187,235,3,1260,3877,1939,214,401,32,894,3473,2037,192,507,62,540,3336,1571,142,333,123,142,2311,612,53,109,122,34,936,110,9,20,62,7,202,18,6,3,0,7,30,9767,892,1669,416,9310,22051,0,0,0,0,1666,1668,103,17,7,0,1694,1820,1755,142,103,13,2383,4398,2322,241,282,30,1104,3977,1904,246,530,87,627,3393,2029,213,649,242,354,3487,1324,118,383,431,102,2365,362,27,133,463,27,1019,49,6,27,336,16,431,22,0,3,13,7,52,9867,1009,2128,1608,7978,22597,0,0,0,0,3509,3512,153,12,12,0,3504,3680,3000,238,167,18,5162,8580,4515,427,519,32,2364,7856,3844,459,926,116,1518,6861,4060,405,1158,298,891,6824,2896,259,714,555,246,4671,974,79,240,587,67,1950,155,5,47,397,22,634,43,4,10,13,13,81,19641,1899,3793,2023,17291,44647
12501,6,0,0,0,2174,2179,430,13,21,0,4712,5179,5481,192,284,12,7970,13935,6047,292,539,25,2170,9066,3953,250,587,25,949,5764,3491,228,695,57,507,4987,2257,143,372,110,212,3091,1059,48,110,126,75,1416,270,9,25,160,26,485,88,10,5,0,63,165,23085,1176,2644,520,18852,46265,9,0,0,0,2068,2080,846,49,31,0,3353,4285,5969,249,366,11,5065,11661,4891,331,617,38,1449,7317,3449,289,823,104,576,5244,3126,226,935,260,409,4958,1872,136,452,527,206,3188,643,32,122,554,67,1419,103,11,23,461,27,626,85,5,0,19,41,155,20996,1318,3376,1973,13263,40928,16,0,0,0,4236,4254,1276,59,52,0,8063,9461,11451,441,653,22,13035,25598,10938,622,1151,60,3621,16388,7407,536,1409,127,1526,11008,6622,458,1633,313,916,9942,4123,278,820,636,419,6282,1709,77,233,683,140,2834,374,13,51,624,52,1109,166,15,11,18,105,322,44080,2496,6018,2492,32108,87200
12502,4,0,0,0,2200,2211,34,3,3,0,2279,2317,1557,54,72,0,2885,4568,4244,126,270,0,1004,5648,3313,161,369,27,673,4554,3160,158,515,39,480,4353,2266,111,315,101,250,3042,1232,48,112,172,57,1631,397,7,31,164,9,618,57,3,0,0,17,82,16268,672,1703,516,9864,29018,5,0,0,0,1942,1945,75,0,7,0,1921,2004,2215,96,112,8,2214,4653,4464,203,377,26,879,5954,3524,223,639,64,610,5055,3030,189,719,247,380,4572,2070,99,447,440,169,3233,966,35,166,632,75,1870,175,9,52,563,30,821,52,6,9,24,14,101,16575,871,2524,2010,8228,30215,9,0,0,0,4144,4151,112,9,5,0,4203,4327,3771,154,186,13,5098,9216,8708,332,644,28,1882,11602,6838,386,1012,91,1284,9608,6190,352,1233,286,862,8923,4337,213,765,540,419,6274,2192,85,281,810,130,3503,579,18,85,726,42,1440,114,8,8,25,32,185,32842,1540,4223,2525,18095,59234
12503,8,0,4,0,5349,5361,345,6,5,3,6129,6499,5374,312,258,14,7728,13682,7741,507,685,27,2722,11673,6314,514,967,44,1594,9432,5386,462,1163,110,1109,8225,4067,335,769,265,560,5997,2228,136,269,354,211,3193,586,12,60,390,43,1094,66,10,11,7,34,129,32116,2295,4187,1212,25481,65289,32,0,3,0,4963,5000,895,60,44,8,4691,5693,6819,481,454,14,4875,12641,7501,727,957,94,1837,11112,5901,630,1443,249,1217,9442,4910,500,1530,660,841,8450,3329,287,918,1142,403,6076,1399,74,312,1477,122,3383,258,7,109,1266,61,1700,64,3,14,24,32,139,31098,2772,5787,4937,19035,63634,40,0,9,3,10309,10362,1241,69,50,10,10824,12193,12188,794,713,31,12599,26324,15240,1231,1642,117,4554,22788,12212,1144,2409,292,2815,18878,10297,965,2689,769,1953,16676,7399,625,1679,1404,965,12068,3622,206,581,1828,333,6576,840,20,175,1661,102,2796,128,12,20,33,68,262,63216,5065,9971,6149,44514,128923
12504,4,0,0,0,3272,3277,242,8,3,4,5011,5265,6434,150,209,3,8866,15664,11870,350,641,18,2623,15504,5496,342,687,37,1605,8160,4070,272,896,84,1021,6348,3120,211,652,167,441,4596,1932,83,255,308,172,2749,590,19,71,350,31,1058,123,5,12,8,46,194,33876,1448,3422,990,23078,62817,7,0,0,0,3058,3071,581,39,12,0,4029,4658,9127,251,370,8,5491,15248,10097,483,808,51,1984,13434,4899,381,1168,152,1282,7894,3821,334,1267,458,798,6682,2817,190,922,878,423,5229,1400,70,392,1310,146,3322,268,17,74,1124,50,1538,114,9,13,75,45,253,33134,1784,5032,4058,17314,61315,17,0,0,4,6330,6349,819,49,13,4,9037,9929,15555,401,575,16,14358,30903,21965,835,1451,70,4611,28939,10393,729,1852,191,2891,16056,7895,604,2165,548,1817,13031,5941,404,1572,1044,865,9823,3331,153,651,1618,315,6062,861,34,145,1476,82,2594,235,11,23,91,90,446,67011,3222,8453,5047,40392,124134
12601,0,0,0,0,1563,1569,38,0,0,0,1647,1683,1134,23,31,0,2066,3263,3203,74,119,3,584,3976,2817,89,184,8,353,3459,2463,92,212,37,230,3036,1970,42,145,83,123,2363,970,22,71,99,41,1196,319,13,19,120,13,480,53,3,4,0,9,69,12969,358,786,354,6629,21100,0,0,0,0,1617,1620,47,0,0,0,1575,1624,1611,40,56,0,1830,3539,3492,130,232,17,528,4398,2818,150,352,44,311,3671,2496,94,386,133,213,3329,1776,53,301,303,119,2546,786,16,151,459,63,1480,172,7,28,479,8,697,50,0,0,25,20,103,13252,490,1512,1460,6284,23003,4,0,0,6,3179,3187,80,5,0,0,3218,3310,2750,63,92,5,3900,6808,6693,199,349,18,1110,8371,5640,239,534,55,661,7132,4965,187,596,173,447,6369,3749,92,444,385,245,4909,1758,38,222,554,100,2680,492,19,47,600,21,1182,102,3,10,26,29,168,26228,848,2296,1818,12914,44105
12602,3,0,0,0,3645,3655,89,0,3,0,4838,4937,4133,87,172,7,8065,12467,8003,285,577,17,2750,11621,5909,291,724,42,1539,8501,5394,245,860,69,1137,7703,4259,184,627,148,556,5777,2263,101,277,282,217,3142,843,27,68,446,77,1456,131,5,15,3,57,208,31020,1224,3324,1017,22886,59474,4,0,0,0,3347,3345,167,3,11,0,4445,4619,5414,149,267,12,7162,13009,8121,375,827,32,2555,11909,6047,353,1164,106,1498,9170,5471,317,1363,360,990,8497,3903,184,1073,892,585,6624,1674,66,436,1410,280,3872,415,18,147,1651,188,2410,150,4,19,26,61,256,31356,1466,5302,4483,21107,63711,10,0,0,0,6990,7001,254,6,13,0,9286,9561,9544,240,440,18,15226,25472,16122,659,1399,42,5300,23528,11957,645,1893,146,3038,17675,10865,560,2221,433,2123,16203,8158,368,1695,1037,1141,12405,3941,165,717,1696,496,7015,1252,43,210,2091,265,3863,283,4,31,32,117,468,62375,2687,8629,5497,43990,123186
12701,0,0,0,0,5030,5034,153,9,5,0,4616,4795,4307,213,149,6,5670,10345,7696,440,536,24,1986,10683,6022,422,748,35,1087,8323,5091,374,781,120,634,6995,3270,212,410,190,195,4270,1428,69,118,222,56,1895,300,9,20,189,8,534,32,4,9,4,21,66,28306,1752,2790,789,19302,52940,12,0,0,0,4759,4777,399,26,18,3,4235,4685,6297,380,309,21,4778,11785,7859,599,846,65,1640,11007,5740,566,1163,173,926,8570,4542,460,1093,506,536,7143,2656,202,631,901,171,4564,841,44,153,915,39,1989,96,7,40,503,15,662,62,4,4,27,11,114,28501,2298,4252,3109,17121,55283,15,0,0,0,9795,9814,553,40,22,4,8851,9479,10609,593,464,23,10445,22131,15556,1035,1387,87,3632,21693,11758,990,1919,208,2015,16890,9633,838,1874,623,1167,14135,5928,418,1036,1083,368,8839,2269,110,274,1139,96,3880,397,18,64,691,22,1196,100,7,10,29,31,181,56810,4050,7045,3901,36424,108221
12702,11,0,0,0,6969,6990,226,4,9,4,6767,7013,3404,256,359,17,8596,12623,6134,538,942,25,3275,10910,7736,606,1519,79,2286,12224,8855,715,1750,183,1507,13016,6699,472,1044,340,582,9139,3280,172,336,484,175,4440,968,38,64,468,47,1577,58,6,5,3,44,124,37366,2807,6023,1611,30253,78055,27,0,0,0,6503,6537,595,43,23,3,5998,6668,5156,487,651,37,5958,12290,7512,790,1401,137,2450,12297,8011,834,2185,361,1975,13367,8044,717,2228,1009,1370,13367,5624,417,1278,1948,674,9947,2025,112,353,2300,192,4985,388,24,92,1829,55,2387,65,6,16,18,35,145,37454,3438,8232,7644,25210,81985,40,0,0,4,13481,13521,823,51,36,5,12760,13676,8555,739,1009,48,14559,24916,13648,1335,2336,168,5728,23207,15751,1441,3703,438,4258,25595,16899,1438,3980,1190,2875,26380,12327,882,2327,2289,1261,19080,5306,281,690,2785,366,9424,1355,60,160,2295,104,3964,123,13,20,30,81,266,74825,6239,14257,9256,55467,160042
12703,12,0,0,0,4530,4549,181,14,5,6,4680,4884,3725,191,218,9,5939,10084,6948,407,570,18,2259,10196,5846,438,849,41,1249,8422,4811,394,898,113,866,7091,3160,271,493,246,261,4425,1643,92,229,291,85,2333,443,17,41,225,24,741,61,3,10,6,19,106,26829,1825,3314,943,19908,52823,11,0,0,0,4190,4205,495,33,28,0,4026,4582,5380,350,369,12,4539,10644,7138,555,868,79,1701,10345,5644,573,1224,184,1002,8622,4194,416,1247,560,609,7030,2544,235,736,983,260,4761,1071,64,269,1233,63,2703,211,7,63,915,38,1241,62,4,10,27,12,111,26757,2236,4812,3998,16449,54252,29,0,0,0,8721,8750,671,52,32,7,8705,9462,9106,537,583,19,10479,20722,14081,961,1443,95,3960,20539,11491,1007,2069,226,2252,17046,9010,812,2149,678,1474,14121,5710,508,1231,1223,521,9186,2717,152,503,1525,150,5037,654,23,103,1140,60,1980,125,5,20,34,38,217,53588,4064,8125,4941,36355,107071
12801,0,0,0,0,3500,3503,25,0,0,0,3220,3242,1731,73,92,6,4949,6844,4686,212,394,13,1974,7282,5162,342,847,37,1440,7822,4758,261,987,102,1038,7149,4063,189,686,182,407,5533,2545,84,303,342,137,3416,892,26,69,453,34,1476,29,11,6,3,26,76,23886,1195,3387,1137,16731,46333,5,0,0,0,3280,3283,55,0,6,0,3176,3231,2465,94,130,4,4532,7229,5202,268,550,31,1781,7823,5397,399,1197,93,1201,8291,4738,290,1411,322,755,7519,3760,221,1140,724,335,6186,2044,70,581,1415,101,4203,498,9,172,1692,54,2422,38,0,10,11,16,79,24195,1355,5190,4303,15235,50270,9,0,0,0,6774,6787,70,0,6,0,6395,6476,4190,165,224,12,9478,14068,9886,476,943,40,3754,15109,10557,743,2039,131,2638,16115,9495,552,2401,423,1796,14665,7825,411,1825,914,744,11719,4585,151,881,1762,243,7618,1390,38,233,2143,97,3902,69,9,22,11,39,147,48080,2548,8574,5439,31962,96605
12802,4,0,0,0,3696,3703,49,0,5,0,3243,3300,1924,43,66,3,3846,5886,5172,166,307,10,1565,7230,5360,280,647,35,1117,7442,4829,194,703,94,673,6488,4077,146,471,197,269,5172,2165,55,216,313,91,2832,544,9,42,328,29,958,18,4,0,0,10,42,24141,918,2461,979,14546,43042,4,0,0,0,3428,3432,74,3,9,5,2902,2994,2590,81,110,3,3400,6188,5663,280,484,39,1502,7963,5552,346,1042,87,1022,8051,4777,268,1112,280,514,6962,3748,161,779,664,225,5578,1606,41,427,1132,60,3264,303,5,81,1107,55,1552,32,0,3,5,14,55,24348,1191,4047,3331,13131,46045,4,3,0,0,7129,7135,127,10,9,5,6152,6292,4509,127,178,14,7249,12077,10836,449,801,46,3069,15199,10909,631,1687,120,2138,15490,9601,468,1811,372,1191,13444,7822,308,1254,864,494,10753,3769,96,641,1441,157,6100,844,17,130,1437,82,2510,55,4,9,11,22,98,48489,2105,6507,4308,27676,89087
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,3,16,4,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,5,18,9,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,0,0,0,14,38
20101,6,0,0,0,3655,3663,56,6,0,3,3594,3662,1924,122,95,6,5631,7777,3828,274,346,10,2330,6795,3815,417,789,40,1690,6758,3817,346,969,117,1067,6320,3597,243,823,239,477,5383,1990,84,333,413,154,2972,553,15,53,371,36,1028,22,0,6,3,22,49,19611,1514,3432,1199,18657,44412,4,0,0,0,3573,3573,144,18,6,0,3588,3752,2479,178,144,22,5145,7966,4174,440,596,43,2353,7609,3905,549,1216,135,1652,7461,3823,460,1529,354,937,7099,3397,292,1327,908,393,6318,1560,66,469,1421,158,3660,317,10,91,1354,72,1843,20,4,0,5,10,40,19823,2014,5372,4244,17882,49325,8,3,0,0,7223,7238,202,26,5,5,7180,7415,4401,301,242,21,10781,15746,8005,715,949,54,4686,14406,7722,967,2012,181,3343,14220,7641,802,2500,474,2008,13424,6998,536,2149,1146,872,11698,3549,147,797,1828,311,6637,871,23,143,1725,105,2872,44,3,4,8,30,92,39437,3525,8797,5444,36537,93741
20102,0,0,0,0,864,861,8,0,0,0,551,557,367,15,19,0,857,1258,902,71,111,4,682,1763,1195,107,266,11,663,2234,1428,102,390,33,511,2469,1375,93,381,97,280,2220,681,39,135,114,83,1043,129,8,23,94,19,267,0,0,3,7,6,17,6080,428,1322,364,4507,12702,0,0,0,0,740,741,14,0,0,0,454,473,467,16,21,0,827,1337,993,70,114,12,651,1835,1292,92,327,41,584,2327,1435,110,488,92,444,2577,1226,75,423,242,225,2197,496,20,123,299,53,991,62,3,23,298,18,407,3,0,0,0,8,10,5988,401,1518,990,3995,12888,3,0,0,0,1599,1605,20,3,0,0,1004,1034,835,33,39,0,1683,2594,1894,138,219,20,1329,3598,2485,196,593,52,1242,4563,2864,214,880,125,955,5046,2593,178,800,341,501,4419,1175,53,255,413,136,2032,188,9,42,398,35,673,4,0,3,4,15,25,12069,830,2839,1350,8501,25582
20103,0,0,0,0,705,705,13,0,0,0,577,594,292,12,7,0,814,1129,551,63,80,0,552,1242,893,107,247,16,576,1843,1054,122,370,50,461,2049,1284,141,441,124,224,2217,725,54,157,197,91,1223,147,6,19,119,12,311,7,0,0,0,0,8,4965,508,1331,501,4009,11317,0,0,0,0,634,633,14,4,0,0,491,510,348,33,28,0,763,1173,661,71,92,5,435,1274,945,106,290,34,416,1796,1118,119,409,126,269,2040,1156,83,397,306,119,2054,523,23,127,413,47,1136,77,0,29,310,19,435,0,0,0,3,0,0,4850,443,1374,1209,3189,11064,0,0,0,0,1339,1345,33,5,0,0,1068,1102,640,50,32,0,1576,2307,1213,133,169,9,990,2511,1836,215,543,48,992,3635,2172,236,778,174,728,4090,2439,228,836,430,341,4271,1250,77,286,608,141,2355,228,8,49,429,29,747,3,0,4,0,0,11,9819,956,2700,1713,7200,22378
