SA3_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
10304,252,12,4,6,0,274,118,0,6,0,0,122,120,5,0,0,0,130,277,10,3,4,0,297,409,15,3,4,0,436,1295,42,21,8,0,1364,1563,24,0,10,4,1603,1588,14,0,15,4,1621,634,3,0,8,0,650,499,0,0,4,0,507,390,3,0,7,4,401,395,5,4,4,0,408,7550,135,43,71,13,7808
10401,277,5,0,6,0,293,170,0,3,4,0,176,157,11,6,0,0,175,320,12,3,5,0,332,442,11,6,0,0,458,1244,41,12,20,5,1319,1089,30,5,11,0,1141,909,17,6,12,4,949,259,3,0,0,4,269,167,7,6,3,0,178,128,0,3,3,0,131,307,15,6,12,0,339,5470,155,52,73,9,5760
10402,467,37,16,3,0,525,208,16,11,0,0,235,162,25,15,0,0,200,337,22,16,3,4,381,451,46,44,3,0,541,1348,119,93,3,0,1576,1677,136,57,3,0,1878,2243,109,51,3,3,2404,943,26,3,0,0,974,605,19,15,0,0,639,305,17,0,4,0,328,554,29,22,0,0,610,9300,608,339,38,15,10300
10501,188,0,0,4,4,192,91,0,0,0,0,96,102,0,0,3,0,103,170,0,0,3,0,173,170,0,0,4,0,179,290,0,0,3,0,290,156,0,0,0,3,164,123,0,4,5,9,133,36,0,0,0,0,40,37,0,0,0,0,39,73,0,0,0,3,74,114,0,4,4,0,124,1535,5,6,32,24,1605
10502,155,0,0,0,5,157,189,6,0,0,0,187,186,0,0,0,0,191,339,0,0,0,0,345,321,3,0,0,0,325,483,0,0,0,0,486,229,0,0,3,0,232,111,0,0,0,0,116,37,0,0,0,0,37,29,0,0,0,0,32,29,0,0,0,3,33,157,0,0,0,0,160,2269,13,0,3,10,2304
10503,430,4,0,3,3,440,203,11,5,6,0,215,214,9,4,0,0,226,443,9,3,4,0,456,651,14,12,0,4,679,1642,35,8,0,0,1686,1600,19,4,0,3,1630,1367,11,0,0,6,1387,505,10,0,0,0,512,327,0,0,0,0,328,254,5,0,0,0,257,523,14,0,0,5,542,8148,131,33,13,27,8351
10601,464,14,4,0,7,481,214,6,3,0,0,228,193,3,0,0,0,197,369,19,3,0,0,394,637,35,5,0,4,682,2133,88,14,3,0,2241,2743,57,9,3,4,2815,2917,31,8,0,0,2955,1266,9,0,0,5,1275,1036,12,3,0,3,1053,524,0,0,0,0,531,774,19,0,8,0,799,13275,293,50,14,20,13659
10602,417,13,0,0,0,427,155,11,0,0,0,170,146,11,0,0,0,156,252,15,5,0,0,277,383,26,0,0,0,411,1507,99,11,3,0,1622,2353,96,13,0,0,2464,3347,57,3,4,4,3415,1408,15,0,0,0,1418,897,3,0,0,0,905,447,3,0,0,0,456,607,21,0,0,0,625,11926,365,35,8,7,12346
10603,411,35,9,6,0,457,162,18,3,0,0,187,129,28,5,0,0,162,293,28,13,0,0,335,352,50,5,0,0,414,1182,127,22,0,0,1332,1417,106,23,0,0,1548,1810,133,20,3,0,1971,880,30,7,3,0,922,663,18,5,0,0,688,335,13,7,3,0,355,496,40,5,0,0,538,8129,624,116,19,8,8896
10604,156,4,0,0,0,166,76,0,0,0,0,73,70,0,0,0,0,79,162,3,0,0,0,170,226,4,0,0,0,231,724,12,6,0,0,744,787,12,0,0,0,801,671,4,0,0,0,682,268,0,0,0,0,273,199,0,0,0,0,204,141,0,0,0,0,144,205,4,0,0,0,215,3690,61,8,4,4,3770
10701,355,25,11,0,0,384,171,7,4,0,0,182,125,11,6,3,0,139,252,22,5,0,0,288,344,24,8,0,0,373,1026,54,29,4,5,1112,1426,90,26,0,0,1541,2417,153,25,4,0,2595,1441,47,6,0,0,1490,996,28,5,0,0,1028,458,14,0,0,0,479,488,25,9,0,0,534,9490,501,143,9,0,10150
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,483,55,15,0,0,556,161,27,5,0,0,191,139,21,6,0,0,167,253,33,3,0,0,287,350,49,11,0,0,410,1085,126,42,4,0,1252,1358,221,43,0,0,1626,2776,352,51,0,4,3178,1828,161,20,0,0,2014,1425,84,17,0,0,1535,765,35,13,0,0,812,655,66,15,0,0,733,11282,1223,246,13,10,12766
10704,507,67,92,0,0,672,146,19,36,0,0,202,137,35,31,4,0,213,219,39,54,4,0,314,294,65,91,4,0,448,902,165,306,7,0,1381,1113,236,434,10,3,1790,2171,396,557,15,3,3145,1935,233,244,13,0,2437,2181,162,162,6,0,2506,1537,87,106,4,0,1728,681,68,128,5,0,881,11821,1566,2239,65,17,15706
10801,150,14,16,0,0,184,75,18,8,0,0,97,75,5,4,3,0,90,154,13,15,0,0,182,226,15,10,0,0,248,462,42,36,0,3,540,503,28,26,0,0,562,580,25,12,0,0,619,274,10,6,0,0,288,155,4,8,0,0,169,112,9,9,0,0,125,171,18,13,4,0,209,2939,199,157,10,9,3311
10802,261,7,9,4,0,278,185,8,5,0,0,195,150,10,9,0,0,161,307,6,9,5,0,323,411,5,6,4,0,430,1096,20,18,9,5,1148,896,19,13,3,0,936,809,8,6,0,0,826,234,4,3,0,0,245,183,0,7,0,0,190,94,0,4,0,0,95,296,11,0,0,0,315,4931,94,85,23,9,5139
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,26,3,0,0,0,28
10804,406,43,21,0,4,471,178,33,9,0,0,217,146,27,14,0,0,185,264,46,17,3,0,330,389,37,21,0,0,451,1059,115,77,3,0,1250,1484,138,58,0,0,1679,2113,97,44,3,0,2256,930,23,17,0,0,968,620,23,7,0,0,653,331,10,8,3,0,351,402,27,13,0,0,445,8307,601,304,21,11,9246
10805,285,16,3,0,3,310,157,9,5,0,0,166,169,4,3,0,0,176,298,13,4,0,0,318,398,15,7,0,0,422,1209,37,5,6,0,1256,1110,25,3,3,0,1138,971,10,6,0,0,980,371,0,0,0,0,376,221,0,0,0,0,223,143,4,0,0,0,153,340,6,0,5,0,350,5672,146,41,17,8,5874
10901,379,18,0,0,0,400,196,19,3,0,0,214,168,27,0,0,0,204,380,49,0,0,0,431,615,57,0,0,0,677,1887,79,0,5,0,1974,1692,35,0,0,0,1725,1353,20,3,0,0,1382,484,6,0,0,0,494,331,6,0,0,0,335,226,0,0,0,0,228,417,16,0,0,0,430,8122,342,13,11,6,8496
10902,69,0,0,0,0,73,53,0,0,0,0,57,64,0,0,0,0,63,137,0,0,0,0,143,149,4,0,0,0,160,276,0,0,0,0,281,182,0,0,0,0,186,153,3,0,0,0,153,58,0,0,0,0,61,39,0,0,0,0,41,35,0,0,0,0,41,81,0,0,0,0,77,1297,15,4,7,12,1330
10903,302,11,0,0,0,314,166,7,0,0,0,170,149,7,0,0,0,161,370,21,0,0,0,394,507,14,0,0,0,520,1062,27,3,3,6,1095,811,8,0,3,0,821,621,9,0,0,0,625,181,0,0,0,0,181,136,0,0,0,0,136,129,0,0,0,0,123,323,4,0,4,0,334,4763,99,5,8,14,4894
11001,234,0,0,0,0,242,94,5,3,0,0,99,98,4,0,0,0,98,203,5,0,0,0,206,297,14,4,0,0,314,807,13,3,0,0,828,716,14,0,0,0,736,571,9,0,0,0,582,220,4,0,0,0,224,165,3,0,0,0,168,136,0,0,0,0,143,209,5,0,0,0,214,3759,77,16,4,6,3854
11002,308,0,0,3,5,316,150,3,0,0,0,156,176,0,0,0,0,181,353,3,0,0,0,353,422,6,0,3,0,431,900,6,0,4,0,910,463,0,0,3,0,473,411,0,0,3,0,418,120,0,0,0,0,121,100,0,0,0,0,99,107,0,0,0,0,107,236,3,0,0,0,241,3753,26,8,25,7,3816
11003,149,11,0,0,0,162,51,3,0,0,0,56,61,0,0,0,0,63,128,0,0,4,0,136,186,6,0,0,0,191,516,13,0,4,0,533,408,8,0,0,0,419,276,15,0,0,0,287,114,0,0,0,0,111,78,0,0,0,0,78,52,0,0,0,0,52,161,9,0,3,0,170,2179,63,0,15,4,2262
11004,379,12,0,0,3,399,201,0,0,0,0,202,228,8,0,0,0,237,471,15,0,0,0,487,771,13,5,4,0,791,2076,45,9,0,0,2127,1907,31,5,4,3,1941,1651,8,0,0,0,1669,632,5,0,0,0,639,420,4,0,0,0,422,279,0,4,0,3,288,549,9,0,0,0,555,9552,149,22,19,15,9764
11101,699,59,11,0,0,766,294,17,3,0,0,313,234,17,15,0,0,264,415,37,9,0,0,462,568,27,26,0,0,615,1706,137,62,4,0,1910,2355,208,74,0,0,2638,4106,207,70,4,0,4381,2302,76,16,0,3,2396,1608,36,10,0,0,1657,949,21,5,0,0,972,837,52,15,4,0,916,16058,888,321,12,3,17287
11102,490,34,9,0,0,529,203,4,0,0,0,211,174,18,0,0,0,192,287,16,3,8,0,310,390,7,3,0,0,405,1393,46,12,0,0,1448,2005,60,3,0,0,2077,3086,39,15,0,0,3141,1469,4,3,0,0,1485,867,0,0,0,0,872,458,0,0,0,0,459,651,10,4,0,0,669,11476,244,54,10,4,11789
11103,845,96,53,0,0,1000,306,45,16,0,0,373,252,32,25,0,0,308,482,52,31,0,0,569,685,78,58,0,0,819,2070,244,187,0,0,2505,2888,393,233,0,0,3522,4624,429,307,7,4,5371,2553,198,102,4,0,2862,1853,169,95,0,0,2114,1293,122,103,3,5,1528,982,110,74,4,0,1167,18834,1975,1291,18,17,22133
11201,462,48,12,6,0,528,152,26,11,0,0,186,137,28,7,6,0,178,216,43,10,0,0,274,315,51,12,0,6,382,843,143,41,6,3,1032,994,177,50,6,0,1226,1551,217,57,6,3,1830,954,108,28,0,0,1092,921,80,18,0,0,1027,780,48,17,0,0,847,524,78,13,4,0,620,7851,1050,271,42,14,9224
11202,425,10,12,3,0,446,199,10,3,0,0,214,242,13,8,0,0,265,438,23,17,0,3,481,604,27,19,0,0,644,1709,66,23,5,0,1800,1588,40,14,4,3,1647,1441,24,5,0,0,1472,492,0,0,0,0,499,356,4,0,4,0,362,216,3,0,0,0,219,460,11,5,0,0,473,8163,229,98,20,9,8521
11203,463,89,46,3,0,601,191,49,14,5,0,254,133,32,15,0,0,177,266,69,27,0,0,365,360,85,55,9,0,504,993,252,150,4,0,1401,1286,344,125,0,0,1763,2233,309,104,5,9,2664,1220,109,31,0,0,1367,929,60,43,0,0,1031,551,23,29,0,0,601,563,111,44,6,0,729,9184,1532,689,34,13,11450
11301,299,4,7,0,7,311,141,0,3,3,0,142,159,6,0,0,0,166,302,6,7,0,0,322,462,9,14,6,0,490,1113,16,18,12,0,1165,851,12,9,0,5,877,732,3,6,0,0,738,219,0,0,0,0,220,172,0,0,0,0,171,127,0,0,0,0,124,320,5,0,0,0,324,4892,55,64,30,17,5059
11302,76,3,0,0,0,76,50,0,0,0,0,56,41,0,0,0,0,41,122,6,0,0,0,123,161,7,0,0,0,164,400,7,0,5,0,413,263,0,0,0,0,263,241,0,0,0,0,243,61,0,0,0,0,61,45,0,0,0,0,42,40,0,0,0,0,41,81,0,0,0,0,85,1588,18,0,7,8,1621
11303,504,14,9,0,4,533,269,3,3,0,0,283,266,5,6,0,0,273,577,10,15,3,0,607,890,13,28,3,0,935,2613,30,37,4,0,2683,2329,29,19,0,0,2373,1916,11,12,3,0,1936,591,3,3,0,0,596,514,4,0,4,0,522,361,6,0,3,0,372,654,7,5,0,5,664,11477,127,132,22,16,11780
11401,680,27,14,0,0,726,285,6,0,0,0,295,208,21,0,5,0,234,399,12,9,8,0,430,609,21,7,0,0,648,1684,70,11,0,0,1769,1873,66,9,5,0,1948,2430,50,23,0,0,2501,1093,12,4,0,7,1119,827,13,3,3,0,842,573,3,3,0,3,582,667,25,0,7,5,713,11342,331,93,32,16,11813
11402,339,4,3,0,0,352,107,0,0,0,0,112,88,8,0,0,0,92,143,6,0,4,0,158,216,3,6,0,0,226,603,22,7,0,6,639,763,17,6,0,3,797,1396,25,6,0,0,1428,876,8,7,0,0,889,782,12,9,0,0,801,757,0,5,0,0,762,399,4,0,0,0,410,6473,116,51,19,8,6666
11501,1017,81,40,0,0,1136,218,18,13,0,0,247,151,28,6,0,0,182,249,35,21,0,0,305,363,31,14,0,0,413,919,110,74,0,0,1098,1012,150,93,0,3,1255,2069,330,324,0,0,2724,1736,327,214,0,5,2281,3401,506,164,0,12,4083,5346,264,83,0,4,5701,1296,109,49,0,0,1457,17770,1996,1096,0,31,20889
11502,192,5,5,0,0,201,38,0,0,0,0,37,28,3,0,0,0,37,50,3,3,0,0,57,63,6,0,0,0,67,163,11,0,0,0,174,191,3,4,0,0,199,360,16,8,0,0,377,265,9,7,5,0,286,550,27,0,3,0,582,1001,14,0,0,0,1026,268,9,0,0,0,277,3174,101,31,7,7,3323
11503,174,0,0,0,0,174,46,0,0,0,0,46,49,0,0,0,0,49,88,0,0,0,0,88,90,0,0,0,0,94,301,0,0,0,0,302,417,0,0,0,0,420,781,0,0,0,5,786,614,0,0,0,0,617,659,0,0,0,0,666,485,0,3,0,5,490,281,0,0,0,0,281,3989,4,10,0,10,4004
11504,253,14,7,0,0,269,51,3,4,0,0,53,38,0,5,0,0,47,72,5,0,0,0,78,98,4,8,3,0,103,353,18,16,4,0,390,458,31,31,0,0,521,966,65,110,0,0,1140,1332,70,68,0,4,1472,2453,81,46,0,0,2579,2030,65,22,0,0,2118,564,20,16,0,6,592,8663,376,322,5,12,9376
11601,614,70,22,0,0,708,141,16,16,0,0,167,166,22,9,0,0,195,276,44,16,0,0,333,323,49,26,0,0,398,1154,182,124,0,0,1458,1448,310,227,0,0,1982,2893,708,398,0,0,3997,2413,437,105,0,4,2964,2092,260,44,0,0,2401,916,112,20,0,0,1051,908,172,58,0,0,1142,13341,2371,1063,5,8,16788
11602,644,61,15,0,0,717,141,4,6,0,0,153,109,15,8,0,0,132,184,20,3,0,0,209,290,30,4,0,0,322,844,96,33,0,3,974,1140,173,127,0,4,1454,3109,526,313,0,10,3959,4486,437,89,3,38,5047,5692,316,31,9,16,6055,2664,132,28,0,8,2828,1393,103,32,0,4,1531,20690,1910,695,14,77,23382
11603,481,33,17,0,0,530,125,14,10,0,0,146,119,13,3,0,0,134,237,19,5,0,0,268,332,37,17,0,0,384,1134,133,74,0,0,1338,1525,237,111,3,0,1883,2798,445,110,0,0,3352,1727,158,26,0,0,1911,1132,67,15,0,0,1226,468,49,11,0,0,527,740,85,23,0,0,846,10821,1287,414,7,8,12543
11701,101,36,111,3,0,246,28,3,21,0,0,61,14,8,15,0,0,39,38,13,36,0,0,87,35,14,61,0,0,111,104,36,232,0,0,365,134,43,281,5,0,459,220,104,748,0,0,1077,218,89,625,0,0,932,391,182,606,0,3,1176,652,235,307,0,0,1194,167,44,202,0,0,413,2103,800,3250,11,5,6174
11702,132,109,64,3,0,316,34,21,19,0,0,79,17,20,10,0,0,51,21,33,26,0,0,81,42,42,45,3,0,134,132,126,134,3,0,392,136,141,223,5,0,502,262,229,416,8,0,911,205,249,378,5,0,836,419,489,314,4,0,1228,703,799,159,4,7,1666,133,95,75,6,0,306,2237,2351,1865,37,6,6499
11703,49,290,680,4,0,1027,4,60,106,0,0,168,8,43,103,0,0,153,14,52,193,0,0,263,10,102,254,0,0,371,39,236,895,3,0,1181,34,265,1066,5,0,1373,46,531,2407,4,8,2999,48,479,2143,3,0,2680,97,972,2590,6,6,3674,320,1968,2307,16,13,4624,43,268,751,12,3,1071,724,5268,13498,52,35,19577
11801,303,198,338,12,0,854,19,34,46,3,0,101,15,31,53,0,0,94,20,32,63,0,0,124,42,45,102,0,0,189,79,127,305,4,0,514,60,122,339,9,0,532,172,235,658,10,0,1079,103,192,631,6,0,933,250,447,1001,10,0,1707,1932,1919,1414,27,4,5292,360,262,377,9,0,1001,3351,3647,5320,91,10,12418
11802,333,169,227,6,0,728,31,38,47,0,0,120,33,23,48,0,0,104,51,37,74,0,0,162,74,50,114,3,0,246,213,130,285,0,0,626,204,153,363,7,0,727,349,258,732,5,0,1342,274,241,680,7,0,1197,604,472,912,10,5,1997,2098,1230,779,10,5,4129,406,201,274,0,0,891,4669,3002,4529,42,14,12258
11901,646,184,93,0,0,920,159,52,31,0,0,243,151,44,31,0,0,228,206,76,49,3,0,340,292,116,86,4,0,494,877,349,261,11,5,1498,917,471,480,10,0,1879,1885,906,570,23,10,3389,1629,760,147,5,3,2550,2399,775,119,3,3,3303,1626,370,71,0,0,2072,1001,330,107,4,0,1450,11793,4430,2050,62,22,18360
11902,413,101,141,4,0,658,109,19,62,0,0,191,118,20,35,0,0,176,154,30,99,0,0,286,213,46,138,0,0,396,529,130,465,8,0,1131,569,144,665,5,0,1381,1096,315,1046,0,4,2459,800,213,448,3,0,1468,1302,290,264,0,3,1856,1377,169,131,0,0,1683,644,115,250,0,0,1017,7332,1590,3749,25,11,12702
11903,500,121,178,0,0,802,112,30,28,0,0,177,99,27,43,0,0,164,131,27,86,0,0,245,173,41,113,0,0,335,508,134,310,3,0,957,539,131,507,0,0,1182,1114,286,1011,5,0,2416,808,255,540,6,0,1602,1634,383,326,0,4,2349,2260,261,146,3,0,2674,706,118,183,0,0,1012,8593,1821,3480,12,9,13914
11904,437,106,268,0,0,811,90,38,71,0,0,192,82,23,63,0,0,159,117,34,124,5,0,285,153,66,162,3,0,384,456,137,505,3,0,1097,430,174,812,3,0,1420,867,312,1884,9,0,3079,702,271,1253,5,0,2238,1252,443,705,4,3,2410,1810,330,338,0,0,2489,640,132,364,6,0,1142,7037,2071,6550,39,10,15704
12001,265,61,201,5,0,534,47,7,39,0,0,102,33,11,27,0,0,76,63,19,67,0,0,145,83,25,65,0,0,171,190,51,257,0,0,502,230,68,303,4,0,601,393,116,734,12,0,1255,284,118,717,16,0,1135,642,200,878,14,0,1723,1826,347,689,16,3,2878,347,67,258,0,0,682,4404,1090,4236,69,5,9804
12002,113,159,47,0,0,327,18,25,8,0,0,55,17,13,16,0,0,53,30,24,17,0,0,70,32,56,29,0,0,119,117,130,82,0,3,332,99,125,93,0,0,315,199,291,185,0,0,671,201,229,192,0,0,619,427,584,269,0,0,1279,1301,1436,234,4,0,2980,156,178,64,0,0,398,2712,3256,1224,5,4,7209
12003,458,118,261,4,0,836,89,25,58,0,0,175,75,23,63,0,0,161,95,30,125,0,0,253,130,43,165,6,0,339,364,114,564,3,0,1044,351,131,817,12,0,1315,675,305,2177,20,7,3182,518,252,1299,11,4,2075,975,464,925,5,0,2372,2323,504,426,9,0,3261,522,134,376,6,0,1034,6577,2137,7249,73,11,16059
12101,494,62,222,0,0,781,56,5,45,0,0,106,57,8,26,0,0,88,72,8,51,0,0,132,84,18,91,0,0,192,258,39,314,0,0,612,222,35,400,0,0,655,539,97,955,0,0,1588,371,83,866,0,0,1321,835,151,935,0,4,1919,3406,426,690,3,0,4521,454,55,293,0,4,804,6848,981,4886,3,6,12729
12102,418,45,110,0,0,567,115,8,19,0,0,139,83,6,23,0,0,115,132,5,41,0,0,178,170,6,57,0,0,237,532,38,240,3,0,819,628,60,337,0,0,1029,1241,117,965,0,0,2324,1075,124,583,0,0,1785,1872,182,291,0,0,2348,2021,88,140,0,0,2253,477,26,135,0,0,635,8764,710,2949,0,0,12426
12103,789,27,116,0,0,939,120,4,19,0,0,143,94,9,33,0,0,132,127,6,44,0,0,172,147,5,41,0,0,192,520,20,151,5,0,685,452,25,170,0,5,649,953,44,506,15,4,1527,746,28,526,7,0,1309,1619,62,599,12,0,2291,5984,139,437,5,0,6572,842,26,165,0,0,1041,12392,399,2796,43,3,15643
12104,224,111,288,0,3,630,19,16,53,0,0,81,11,16,46,0,0,71,16,17,73,0,0,108,31,12,105,0,0,153,109,57,317,3,0,493,72,64,356,0,0,495,140,143,801,5,0,1089,92,104,685,0,0,886,197,228,961,0,0,1379,1511,746,1165,6,3,3423,212,99,286,0,0,597,2632,1608,5139,13,4,9397
